Lipid,Ctrl_BTBR_ob._2316,Ctrl_BTBR_ob._2317,Ctrl_BTBR_ob._2318,Ctrl_BTBR_ob._2320,HF_BTBR_ob._2329,HF_BTBR_ob._2331,HF_BTBR_ob._2333,HF_BTBR_ob._2334
Label,CT,CT,CT,CT,HF,HF,HF,HF
TG 60_10,1590428.64,106041.1173,56885.42373,164852.9338,741258.7315,983222.0289,1356053.842,1005032.371
TG 53_4,926520.8612,591327.3421,390291.8273,471293.3491,660539.6032,1367274.821,961363.2338,643324.5975
TG 58_10,12230710.9,674519.2158,213458.3253,630878.0543,2686032.13,8104720.35,10477826.4,5104173.778
TG 60_8,965116.2586,93643.13568,50423.20608,67736.79529,507589.5405,746514.2469,980084.6006,580312.1414
TG 58_8,6213048.421,712036.7521,439660.097,916512.2176,4168780.251,4804696.062,6064750.292,4630368.003
TG 42_0,22505.87184,66412.6202,69882.50076,70460.3202,7379.721972,10754.52003,21947.45674,11350.30961
TG 60_12,5855296.024,142491.1222,110790.2994,280196.4308,1117786.144,2277831.558,2754608.758,1662183.137
TG 49_2,146163.7863,1581802.335,1286618.524,1304178.069,87944.42806,97113.51815,92196.42667,141767.5881
TG 51_4,781681.7057,778574.0886,488008.9892,555256.0811,374540.8162,807487.4044,644663.7139,496608.4113
TG 52_6,13109733.27,2940718.273,2878444.859,4506370.936,3958285.467,5169174.406,7789975.766,6261854.697
TG 49_0,22145.98527,53276.63931,78698.47983,48196.77172,28938.64005,15724.21704,15849.02398,26831.46277
TG 42_2,348175.4928,285057.773,141722.153,243653.7032,19163.46373,83402.31966,331813.6296,69438.60777
TG 50_0,684953.9178,1620800.768,1610412.484,1480355.379,859781.9728,799951.8692,780979.9079,645381.9778
TG 55_6,274405.0555,60422.08672,38390.10874,60363.81167,142794.4152,238352.3268,371434.4827,148587.4709
TG 48_0,203243.3312,854687.3664,289122.6258,516417.8298,90940.44121,168518.6196,129111.1885,124617.1343
TG 54_8,7090028.214,109484.0822,105828.6589,259543.5852,1368257.828,2308066.61,3823286.653,2608308.181
TG 51_6,1439304.66,706123.1777,283993.2465,867100.4405,261226.1144,751029.6962,632826.5587,370280.2148
TG 55_8,534652.0389,27483.87685,19454.15631,37419.26832,139930.3781,233752.8497,201047.3239,176158.3497
TG 57_6,314983.8415,45073.71972,17390.93447,47620.48671,74352.08427,341784.4618,188765.9523,128950.0209
TG 55_4,442316.9702,108792.3867,117918.6909,104928.9513,171241.8126,420277.2655,387561.0121,195908.8455
TG 48_2,837212.3827,19257956.54,21687963.29,19852461.16,793064.16,798190.2765,929460.1413,1498013.655
TG 58_12,665475.3043,12346.05984,11076.84957,30408.03633,55552.08065,182705.4098,333348.5724,145720.9158
TG 58_6,8009310.922,670253.4898,161339.8527,449486.0576,1627677.405,3979465.597,5734925.532,2518455.178
TG 46_0,30013.18154,656382.5276,592864.7301,536446.0815,25027.79595,23083.22701,27657.68779,22622.00635
TG 49_4,187567.4814,345613.0841,144945.5737,224220.0595,67537.2371,70920.3616,142988.8294,103147.5241
TG 62_10,237812.8851,2586.805141,4437.075052,7183.682054,99904.87307,153769.2359,219056.4705,151472.0347
TG 56_10,2735500.087,63503.1205,58538.14075,119578.9112,391844.474,600393.4274,1298839.562,759657.7872
TG 52_0,4015146.097,2978013.104,1814689.844,2504444.158,958948.0853,2343578.578,1802034.315,983248.5674
TG 56_4,11366672.35,3529681.526,2059968.086,2492768,8190818.193,8375562.667,14045041.49,7445232.08
TG 52_2,554442.6925,212299.9546,29630.00413,92539.92298,12667.33662,46040.54855,118616.1823,40858.92503
TG 62_14,1880498.924,16486.01075,8770.944358,40556.96258,225470.7132,515551.2936,917734.5383,356109.6837
TG 64_14,129029.6228,7623.487706,1348.308634,5308.006372,31878.96107,54555.81801,105015.3639,56334.73754
TG 61_6,23343.44735,1995.035977,1259.895294,1987.297553,10259.81955,9803.087378,52123.56066,9263.254155
TG 57_4,236577.1642,53889.33405,23700.13117,41661.91598,123922.5798,200893.9854,258952.8604,105833.8635
TG 44_2,698953.8354,369749.9053,387786.0716,494991.9893,66802.56516,208013.807,568148.1636,211441.865
TG 60_6,1141754.911,63040.68888,24220.61088,62845.119,419202.6653,680309.8847,1310087.522,412359.2288
TG 54_0,112941.7767,919616.1868,110803.4873,412659.2355,33264.57528,111767.428,450876.621,234831.9928
TG 58_4,218793.4305,491198.4332,72388.26767,309338.2595,87037.99367,231328.9796,1101910.33,320985.2818
TG 58_2,1255179.937,4624728.004,1062978.327,1458084.645,504496.78,581241.6214,4071684.465,586011.1589
TG 60_4,495106.2612,378451.6214,92065.59671,152984.1263,173566.1333,218364.3655,1155960.054,284369.5138
TG 57_8,171574.5824,21093.34142,11851.20411,25219.19758,63122.11635,118691.2291,156020.0404,86687.54735
TG 53_2,9111010.205,13696963.2,4693117.935,6319559.885,2030681.273,7140244.11,4867327.75,2956946.682
TG 64_12,79276.41434,994.1148553,1295.050233,2120.899352,23325.73734,43073.03205,39382.74057,30445.41774
TG 53_0,112158.402,241341.1858,131037.748,99393.01044,49486.38565,61431.11184,133852.9474,48892.33474
TG 56_2,7572482.156,20587892.83,6769563.06,8345897.029,3008757.123,3094121.61,15468293.25,4188403.739
TG 40_0,12672.64095,16744.37791,18947.81542,15668.32582,3764.635711,8087.865772,11294.494,5203.546602
TG 58_0,37400.41222,208833.2736,44078.2371,80215.30839,17093.37621,13561.26968,124393.278,18745.16023
TG 60_14,145943.39,2081.749086,1319.680788,2076.669115,8903.851669,19298.46421,23246.08035,19552.21182
TG 55_2,1606689.789,1742674.5,984774.3037,1088465.209,439950.6634,1358908.275,1702063.269,471828.0237
TG 56_0,153118.8323,603452.804,154493.5353,144449.0023,74260.02905,76038.98147,451892.4342,55274.50178
TG 57_2,395244.7331,967305.7398,304590.0901,328633.0159,132104.0906,198311.4498,706316.8978,152576.5951
TG 60_2,288781.2722,767944.1941,231661.9434,344218.9865,90026.42757,110269.2379,910153.0361,118391.4451
TG 59_4,98775.18603,133697.9195,13096.21,59068.57653,10502.10114,48103.01323,247375.4963,70497.15494
TG 62_4,100167.3051,43172.01978,10957.97713,34966.21979,16584.83594,36622.44893,222740.4797,37236.75481
TG 55_0,142464.1758,110389.1939,57161.82739,61629.48397,33382.95523,74504.7364,160880.0582,20646.2565
TG 64_6,37222.63112,8503.306128,1716.382327,3246.594337,9796.977082,8094.451756,61590.4094,12241.84526
TG 64_2,89908.3632,19670.94546,62102.10334,103152.1636,6053.949447,14269.53967,31799.6169,15689.85276
TG 59_6,278998.0388,23324.67684,4945.497157,8470.967656,41137.97036,145664.7371,118438.526,61557.50191
TG 53_6,522521.0583,218151.5435,112142.3131,182660.6894,411186.4065,564846.8043,616877.3151,254767.2846
TG 64_8,39236.88638,4656.134744,171.2062432,4775.144415,6902.982808,24410.64001,31525.72042,18527.30963
TG 61_2,32168.38718,51379.50276,21795.26695,34874.62163,4542.00235,4007.238423,27746.2362,7864.261823
TG 62_6,175893.761,35406.27011,8947.110197,18836.09481,36316.41293,65639.99179,411170.9046,111329.9176
TG 62_2,42853.76715,97488.93708,74777.45348,112649.7939,10613.49504,17632.69961,114869.4607,21875.13612
TG 59_2,86438.82841,265036.0136,56816.98966,76458.28678,40465.45748,52481.67776,271158.8799,40025.8219
TG 66_18,109594.6813,815.1579884,196.962209,761.5323661,3798.131144,10289.5056,20317.04177,12409.97364
TG 57_10,321714.0877,43478.5611,4901.813189,16344.32556,34734.96922,69443.63845,271580.1284,181233.6226
TG 54_4,4355.736623,4272.490112,216.5920863,1775.227757,1806.166553,929.787845,980.9993865,529.6243046
TG 61_4,14201.66782,18891.52076,1405.455606,6240.302642,6593.452267,8345.438721,47840.43976,12688.44209
CerP 34_2,1461.691299,2434.066533,2400.988379,1667.629028,2117.720508,1879.01695,2043.615851,4688.48236
CL 72_6,520112.4737,649498.5252,373744.9736,307820.6232,290563.9101,417228.0648,309557.2274,312996.89
CL 70_6,29790.32804,34607.57412,33933.39203,29759.13493,21730.0231,35655.30008,21191.18106,15865.48874
CL 74_8,307769.4134,309932.5405,178019.4078,159300.5317,218803.8195,305267.3848,265229.6703,209254.9285
CL 76_4,87039.54988,73386.63969,66071.21589,57243.70687,73648.04906,106160.2665,68421.32978,52556.7914
CL 68_2,123038.9043,133199.2217,101058.0807,162441.9953,161090.4594,106488.9697,99037.58372,179352.4488
CL 78_6,53135.56426,41863.54233,26972.0945,37127.18231,33899.49766,51234.31329,70744.49291,95914.80404
CL 72_8,660867.4239,333461.7975,246582.7752,128995.7228,481143.2852,806281.243,878480.1856,567720.9019
CL 82_2,59168.18296,80492.15283,52312.0151,50529.07206,87347.72418,90478.23061,89746.8868,63879.41697
CL 72_4,45410.0629,26854.5589,14249.0024,22246.12723,10487.81224,37898.78246,38110.72265,19564.77708
CL 78_8,52901.88028,77635.14137,84638.30707,87166.6259,51356.45558,49879.44312,67310.87909,44777.40179
CL 70_4,90698.13742,132593.7734,58476.65518,49685.11044,45351.69395,114136.8071,128990.7384,73313.36055
CL 74_6,199659.912,56106.1905,21128.76197,33649.15687,23706.72852,149302.0097,144710.5446,49950.6683
CL 68_4,8586.785753,34195.93843,22736.35284,14318.36733,9202.896227,12951.32931,11133.13929,17521.37531
CL 74_10,26159.09128,49978.79412,24611.19006,17837.46314,28476.74869,40940.14364,24431.16985,24775.07104
CL 82_4,40461.61741,76490.47759,91931.04174,82606.82006,98348.56652,50225.80562,22673.73923,49107.96794
CL 80_10,15003.85955,9923.295803,9203.048774,42371.89376,8930.717244,16745.34784,18735.89671,6918.965062
CL 78_0,9550.202666,11179.78279,7971.564411,8506.615786,9467.388223,15572.75599,18166.94607,9229.222504
CL 68_0,38264.38951,18192.53197,17667.33709,31976.67946,36122.62214,24572.97407,28756.23714,34599.60266
CL 74_2,7993.394365,18639.38942,12759.01166,13405.69597,7783.43979,15931.82389,11499.92808,7032.948181
CL 76_12,63452.73121,51369.27095,41348.45568,17936.05862,34004.12552,41605.10831,27458.79032,29149.11592
CL 80_12,288200.858,356070.2299,336009.9705,489667.0632,283476.0705,278074.3449,226190.1474,236658.765
CL 78_2,150895.3676,276126.3958,276207.9527,180335.2879,203131.9099,214924.7086,235057.7639,169780.3677
CL 76_8,29636.48467,24431.86683,2548.995165,15382.36014,17679.56342,49014.23009,23133.03345,20707.54485
CL 72_2,14964.33383,5239.600627,16306.47502,6319.873595,7126.719907,8070.230841,14397.65613,9468.278343
CL 68_6,28760.73802,12111.36842,14234.38096,9096.765174,12604.58182,23736.39361,20261.54851,15186.77613
CL 78_10,18094.78565,3943.649383,4122.919667,22926.03021,9853.79653,12000.80633,22018.61167,11308.4525
CL 82_8,132801.8911,197073.8844,190738.0223,172955.7707,93543.75211,111590.7503,101509.5376,92587.56237
CL 76_6,3805.817937,3562.338908,3357.845176,1184.344598,4703.318697,2532.909997,6577.269943,5902.757601
CL 80_6,26749.86591,6996.445025,20934.71143,12695.26568,28248.90977,23628.98967,13036.85926,16510.46452
CL 78_4,3065.070454,4443.015646,3323.434606,3470.127203,1407.706783,3536.855613,9170.24672,5077.025012
CL 68_8,17566.27937,3581.008315,5268.609367,5419.780408,8955.579573,11735.79651,18462.59892,13425.53129
CL 70_2,14234.20011,9839.877391,6388.643196,5595.769214,3818.739125,9643.44867,6435.009031,6224.017075
CL 84_12,8624.032769,3792.760576,2871.300175,1887.610545,4667.69092,10844.84392,8961.580443,8775.971084
CL 76_10,140575.2025,97551.35105,173543.2316,121123.6335,187544.0668,253283.6077,129269.2158,100778.3865
CL 74_4,34636.14405,109715.6239,43497.37809,40304.92107,39531.1841,39448.00249,34102.70889,30205.19717
PA 38_4,778937.7807,905727.6872,928188.1768,568778.3866,1043723.226,1346583.613,461462.6387,732038.7324
PA 40_6,1047008.575,783900.3026,1068072.962,559605.5531,1344658.929,1888032.403,861224.7354,936394.6255
PA 35_2,21533.75594,12414.86126,8201.409795,5769.017419,9284.367482,6799.335129,29994.20112,15902.02785
PA 43_4,822486.3183,850923.429,621015.9421,691388.4772,568572.0594,690381.4226,589488.5303,440996.4479
PA 36_2,369204.6272,319867.9861,455492.0709,274154.4092,684854.2283,973836.6873,406366.3753,453970.6738
PA 39_2,11681.42436,13324.09735,10473.06101,17868.06218,12326.55579,14986.16157,20142.73566,11593.49534
PA 40_4,289276.2833,246742.6662,350913.5911,150210.6771,471052.4185,607887.9379,188623.4591,314042.8012
PA 41_4,28977.4506,28040.51502,17699.46973,26004.43822,10096.66945,20203.48691,27532.49517,18469.21289
PA 34_2,6670.304333,12719.74218,15929.67948,6894.229317,9646.956313,8969.059441,4907.092089,7810.842855
PA 38_2,107530.1084,161322.2425,238158.9813,94117.76644,279163.0787,321981.2011,132252.2974,208204.0082
PA 42_8,91650.63824,135822.3347,154743.8076,73312.30859,144392.7797,169470.5362,98139.87857,103996.6082
PA 39_6,10901.44402,9784.409234,8126.366704,17394.86498,9568.566151,6148.561223,6817.748377,5134.15946
PA 28_4,16782.02742,51411.85845,48028.74121,47817.41301,14642.66301,15441.12025,16123.05226,23154.92373
PA 36_4,2024.165845,10714.31124,8052.916882,7241.593537,3906.592607,7826.971816,2145.09617,2615.814825
PA 38_6,15801.15867,12396.86175,14152.38582,22666.34592,13318.50442,12502.75334,9180.879829,17590.63793
PA 37_2,1467.199204,7491.1509,4977.31279,2789.942874,3414.288025,3112.109613,4383.206169,3450.725165
PA 20_0,4373.160036,22125.85725,72634.43508,42430.03154,92840.93118,28293.72929,11004.90133,36419.27731
PA 37_4,9544.504024,5214.435115,7755.099144,8619.61018,15323.7195,8494.822536,5425.099657,5798.6921
PA 42_10,6182.680378,9728.600858,9302.081152,8062.298568,13225.31715,6964.39106,12349.83835,6602.833084
PA 34_0,5845.005201,5213.59753,2735.021755,2032.726794,7277.442209,9219.320627,8946.373726,11058.65428
PA 42_6,33053.37573,47059.30815,78452.1915,38148.43426,144417.4444,147070.429,128070.5625,76203.53126
PA 40_8,3623.412619,4500.973164,9626.113813,13719.78159,4522.831427,2256.336436,5031.99567,6050.752963
PA 44_12,4570.54786,4761.638944,7976.913731,6244.046015,8922.54694,8074.402757,8185.378807,7814.070763
PG 34_0,1631753.259,1947635.593,1734259.775,1774701.165,1495795.771,557274.0955,1845455.271,1676562.863
PG 38_6,452115.5576,382491.7658,218347.7666,153775.7526,240134.0515,449462.2209,629902.934,294360.6729
PG 36_4,304667.6307,229652.4247,151035.1177,103346.3908,232578.3501,424214.0326,663420.7877,277138.0194
PG 44_12,1709771.907,2884016.265,2867995.601,1647567.123,1059456.029,2114594.188,2250758.621,1701331.198
PG 36_2,1113707.595,2734162.374,1864156.915,1094607.508,801740.7492,1060545.872,1356316.023,888677.0608
PG 40_8,1260285.604,972140.0775,772905.2314,448482.3134,805629.2301,1425213.08,2036251.418,1339304.911
PG 42_10,676864.7408,372220.1744,265445.467,158482.0612,291750.9571,570865.2954,941308.5818,611194.6928
PG 40_6,336765.5259,1091652.927,664762.696,443936.2902,174319.2183,300583.5567,590295.8731,204851.0984
PG 44_10,115908.7544,208657.7059,133820.9195,82249.5175,79075.45215,122461.0075,166328.61,132837.7927
PG 42_8,106447.1366,227220.1971,167570.0789,120314.6837,125008.9319,155758.3639,147933.5237,164094.3409
PG 39_4,3771746.073,2680045.066,1796272.769,2184053.682,2433882.802,3278976.872,2238026.099,3572989.681
PG 38_2,35813.49015,53134.16162,40258.17752,22212.70901,27817.98459,26990.1046,63482.8573,34293.16557
PG 38_4,109573.3223,195704.8235,150004.1959,95302.41402,126616.3656,158030.5977,171083.6983,152785.8617
PG 32_0,18150.62503,70407.65385,66707.571,43435.77346,19277.61216,18872.86391,22266.17809,26327.07455
PG 37_4,49875.10874,55977.58221,25520.61618,36417.61794,62537.12871,22836.82872,73532.57514,43368.25177
PG 32_2,4309.531596,9985.700688,4821.083286,2841.072397,3047.8917,3702.374923,4222.258814,2406.705942
PG 34_2,617059.3793,721330.6989,567628.6598,371650.7754,702302.7545,1138061.865,1460422.813,591092.1697
PG 35_2,25989.67659,19618.17822,18820.56487,8708.350216,35021.31243,39014.70323,49614.02741,19951.49852
PG 44_8,42147.44644,38159.63168,24774.93648,20842.88535,50991.91228,48580.98154,43720.48128,48630.80161
PG 36_6,2613.318901,5654.640019,2034.131342,3054.191022,1551.180341,2747.241145,3086.399655,1400.281616
PG 44_2,59672.86565,2196.298242,3268.669851,6712.237875,2240.09469,2309.813906,2989.583732,2964.867146
PG 34_4,2559.713937,1235.611958,1717.172504,2496.273575,2945.483414,1542.478994,4548.31531,6913.301122
PG 33_2,1255.7998,1802.488383,2333.991938,2475.350734,3250.002673,16176.20859,5156.737742,2195.543606
PG 40_10,1931.388881,882.2098369,2799.910576,1368.79786,1055.376672,1274.39074,2596.179121,1118.238771
PG 30_0,3070.19243,6198.289749,1497.023178,6103.181246,1526.699506,2975.774733,920.321633,2153.549874
PG 42_6,53602.52904,28843.61134,42647.67999,19308.00184,22679.84402,18982.06346,25019.0269,18246.11522
PI 36_4,2202814.851,2316625.579,1370678.383,1027261.914,1741279.865,2340992.841,2390863.624,1324362.063
PI 40_4,133853.8835,318741.4553,407029.2511,228153.5578,145058.4541,108947.4805,162363.1028,170556.853
PI 34_2,713827.2327,255278.1175,164438.2166,116340.7606,355663.0926,564167.1169,709383.6281,373054.2754
PI 40_6,462010.1056,1107942.699,793142.2145,764593.7662,395118.3728,298909.421,376674.3068,477174.1847
PI 38_6,214797.3928,240628.8569,160825.0671,101215.708,102522.8072,153852.6064,208268.0859,92510.26032
PI 39_4,102006.4708,171782.5084,103225.0052,53880.64887,134586.0444,91698.91214,126715.4854,127875.2058
PI 36_2,1260453.496,721131.3456,606191.5353,463788.6171,577969.9847,750544.6411,1338656.612,863350.9531
PI 38_4,57746112.32,38893099.6,36939014.4,27957391.13,41714300.07,48143915.52,55096946.33,36445996.42
PS 36_4,433297.7014,539562.3362,420818.778,327201.2568,397912.3801,395145.2852,416838.1381,261919.2576
PS 38_6,586626.0084,464434.4121,317215.0649,319278.4914,364493.3578,439891.0115,421279.1722,229113.8175
PS 40_4,572824.5996,365784.0144,326124.0779,202613.6851,392624.221,368311.4146,437265.3191,374778.929
PS 37_4,59025.03395,113422.0823,54887.96951,78501.15518,64261.04758,79283.14913,65258.65432,60105.71408
PS 38_4,32256672.93,28663413.74,28073461.73,25603316.51,25638622.81,27413896.44,21486091.52,29495725.46
PS 42_6,26467.663,17600.81865,24819.15692,17253.14754,34908.25262,21203.24001,34785.53924,28129.2192
PS 40_6,6546605.833,5884271.577,4581803.972,4701372.721,5495147.484,4916540.608,3943462.977,3196061.613
PS 34_2,24970.13649,21721.27073,9805.671206,8515.112262,11207.63362,18042.53676,21530.77071,13777.17962
PS 40_8,5481.928006,4383.33525,6390.636062,6531.626474,9998.993142,3804.242817,6192.082979,5023.056404
PS 41_6,75648.81085,54185.17566,26461.12285,34358.04267,47820.38197,35200.73608,72397.05113,33417.11711
PS 40_2,6364.38121,23491.91016,17816.82431,7296.065245,7109.082415,3122.663938,4859.694307,4579.664507
