Sample,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266
Label,CT,CT,CT,CT,HF,HF,HF,HF
SM 42_2,22442032.95,22090812.47,19811719.6,19377954.52,16710359.2,18370010.68,20656392.99,20006578.33
SM 36_2,227648.3861,138252.9391,155531.0674,266131.6514,266777.5845,363367.4736,380460.7619,325975.0359
SM 43_2,165018.0885,200447.4946,192857.4473,365458.2195,144557.6062,161304.3778,113380.5557,121610.975
SM 34_2,1867640.402,1681510.355,1544532.157,1898692.324,1066935.168,1589478.415,1064724.223,1123100.905
SM 34_0,563847.915,503488.5132,513745.7853,655307.9205,642154.688,668979.2286,733466.8338,963441.6343
SM 38_0,414485.3015,391805.4957,325410.5142,524272.0018,442470.0608,540317.4088,454260.9531,661489.5325
SM 40_0,1528015.402,1856707.994,1898607.402,2100820.05,1908103.585,1989249.249,1812475.101,2162453.447
SM 36_0,76819.26389,84783.57765,81569.03072,93457.46299,147593.4327,156628.6218,200558.7332,198688.2283
SM 38_2,57311.26843,50254.81584,68238.98857,81903.71436,64600.42232,49259.56848,55553.43911,44571.9916
SM 21_0,166957.85,129246.7295,130182.0562,74085.42253,48009.51243,86891.31945,43180.73325,72177.15288
SM 39_2,44353.40163,58805.74266,72703.18135,55877.18215,53073.4042,42906.28999,29021.68991,45361.44121
SM 42_4,119038.1783,109818.6846,170571.281,163288.2359,172987.1896,128890.9533,111796.8993,257723.7407
SM 33_0,35875.5803,38625.84317,40033.05409,89539.48802,43452.42868,45734.85377,24039.91861,31782.45892
SM 32_0,214555.6587,177556.0879,69074.10599,28453.76138,50015.66659,41680.74905,21826.01894,29501.06997
SM 32_2,68957.69792,18158.55737,16062.85588,30299.82251,14452.24451,18244.41031,11660.51575,17091.51189
SM 42_0,21166.3557,21619.12274,16377.24001,22001.46673,12133.57858,15628.12463,12499.4345,12622.03818
SM 44_2,42190.08014,53598.83366,48071.49376,77630.81956,47073.35165,59939.02344,44152.60169,55291.58522
SM 41_0,41355.13033,43506.2726,39114.71209,60883.1929,47912.20109,49291.36821,51152.45664,82348.6333
SM 37_2,3965.890338,3885.945402,5153.889685,6808.65339,4011.16365,4351.715731,2441.008371,3576.806154
SM 35_2,1588.34556,2108.863174,4322.621304,3588.220388,2084.401595,826.5134073,1414.123352,2903.899183
