"","DG-36-2","DG-38-4","DG-40-2","DG-36-0","DG-36-4","DG-34-0","DG-32-1","DG-42-2","DG-40-5","DG-40-1","DG-36-1","DG-38-7","DG-32-0","DG-38-3","DG-38-2","DG-40-6","DG-38-0","DG-40-0","DG-38-6","DG-40-4","DG-30-1","DG-42-3","DG-44-2","DG-42-4","DG-42-0","DG-44-1","DG-30-2","DG-44-6","lysoPC-16-0","lysoPC-18-2","lysoPC-18-1","lysoPC-20-3","lysoPC-18-0","lysoPC-22-1","lysoPC-20-1","lysoPC-22-5","lysoPC-20-2","lysoPC-26-0","lysoPC-20-5","lysoPC-24-0","lysoPC-26-1","lysoPE-18-1","lysoPE-22-6","lysoPE-20-1","lysoPE-16-0","lysoPE-18-0","lysoPE-24-4","lysoPE-22-5","lysoPE-20-3","lysoPE-20-2","lysoPE-14-0","MG-18-0","MG-22-0","MG-20-4","MG-18-2","MG-16-0","PC-32-0","PC-42-1","PC-48-4","PC-40-6","PC-38-1","PC-32-1","PC-38-6","PC-38-3","PC-44-4","PC-40-8","PC-38-2","PC-40-1","PC-36-4","PC-46-6","PC-42-5","PC-34-4","PC-44-12","PC-42-9","PC-40-3","PC-40-4","PC-36-1","PC-30-1","PC-42-2","PC-38-8","PC-34-2","PC-46-4","PC-30-3","PC-28-0","PC-34-1","PC-42-4","PC-32-4","PC-46-1","PC-38-7","PC-32-3","PC-42-7","plasmenyl-PC-22-0","plasmenyl-PC-24-0","PE-44-1","PE-36-1","PE-42-2","PE-36-4","PE-38-5","PE-42-1","PE-36-5","PE-34-2","PE-38-4","PE-38-1","PE-36-3","PE-34-3","PE-40-2","PE-40-4","PE-42-5","PE-42-3","PE-38-6","PE-44-3","PE-32-1","PE-40-5","PE-30-1","PE-32-2","PE-40-3","plasmenyl-PE-36-1","plasmenyl-PE-34-2","plasmenyl-PE-40-1","plasmenyl-PE-38-6","plasmenyl-PE-22-0","plasmenyl-PE-40-4","plasmenyl-PE-36-2","plasmenyl-PE-38-2","plasmenyl-PE-42-4","plasmenyl-PE-38-1","plasmenyl-PE-32-1","plasmenyl-PE-40-2","plasmenyl-PE-34-1","SM-34-2","SM-34-1","SM-36-0","SM-36-1","SM-32-1","SM-40-1","SM-42-2","SM-32-0","SM-30-1","SM-42-1","SM-38-1","TG-50-3","TG-56-3","TG-54-7","TG-54-3","TG-58-3","TG-50-2","TG-42-0","TG-48-2","TG-54-8","TG-52-3","TG-54-5","TG-50-0","TG-58-9","TG-42-2","TG-58-2","TG-56-9","TG-62-3","TG-58-5","TG-52-4","TG-44-1","TG-42-1","TG-60-2","TG-58-7","TG-48-0","TG-48-1","TG-58-6","TG-52-1","TG-54-1","TG-58-8","TG-46-0","TG-62-4","TG-46-1","TG-40-0","TG-58-1","TG-60-0","CL-78-9","CL-78-3","CL-74-5","CL-72-4","CL-68-2","CL-68-1","CL-74-9","CL-68-3","CL-78-4","CL-78-0","CL-66-3","CL-70-5","CL-78-12","CL-80-1","CL-80-9","CL-74-7","CL-82-11","CL-76-2","CL-82-9","CL-66-2","CL-78-2","CL-70-4","PA-36-1","PA-40-5","PA-36-2","PA-20-2","PA-42-7","PA-42-4","PA-44-1","PA-38-4","PA-40-6","PA-38-3","PA-34-2","PA-34-0","PG-36-1","PG-36-4","PG-34-1","PG-38-6","PG-32-0","PG-40-7","PG-40-8","PG-36-3","PG-38-3","PG-36-2","PI-38-3","PI-34-2","PI-40-6","PI-38-5","PI-36-1","PI-32-1","PI-36-3","PI-40-4","PI-40-5","PI-40-7","PS-36-3","PS-38-3","PS-40-5","PS-34-2","PS-42-2","PS-44-3","PS-42-8","PS-40-4","PS-44-2","PS-38-6","PS-44-12","PS-42-4","PS-38-2","PS-40-7","PS-36-4","PS-38-5","PS-42-1","PS-44-11","PS-34-1","PS-36-1"
"DG-36-2",1,-0.66269,-0.63474,0.53053,0.36747,0.45181,0.11976,-0.67067,-0.62651,-0.71858,-0.57321,0.6747,0.7545,-0.76506,-0.11976,-0.14372,0.68265,0.5,0.29941,-0.59881,-0.38324,0.46707,-0.52696,-0.43115,-0.73055,-0.71858,0.23953,-0.27108,-0.6485,0.47905,-0.71858,-0.41917,-0.16265,-0.65869,-0.59881,-0.37126,0.7545,-0.68675,-0.31138,-0.22425,-0.72289,-0.80723,-0.35542,-0.71858,-0.46988,-0.31138,-0.4759,-0.071858,-0.71858,0.26348,-0.61819,0.46928,0.39522,0.4551,0.64672,0.53012,0.085276,-0.011976,-0.55153,-0.40361,-0.5091,-0.76087,-0.055572,-0.69277,-0.096386,-0.22755,-0.65869,-0.23953,0.16767,-0.67274,-0.87427,-0.31138,-0.64672,0.2515,-0.79043,-0.059881,0.2036,-0.52696,-0.16767,0.34731,0.083834,-0.68486,-0.34362,-0.79043,-0.8012,-0.13253,-0.34337,0.29518,-0.26348,-0.035929,-0.83834,-0.57669,-0.62587,-0.71084,-0.55422,-0.35929,-0.27545,-0.70482,-0.2515,-0.61079,-0.72892,0.042169,-0.62048,-0.21819,-0.55091,-0.46707,0.10241,-0.50602,-0.11045,-0.70304,0.83133,-0.71084,-0.39522,-0.30723,-0.70482,-0.54819,-0.64679,-0.68072,-0.77846,-0.24392,-0.56627,-0.68265,-0.61079,-0.64458,-0.51807,-0.5241,-0.88624,-0.9102,0.14372,-0.68675,0.56024,0.28916,0.31686,-0.27108,-0.3253,0.22892,-0.1506,-0.81214,0.19162,0.16767,-0.9208,0.14458,0.73494,-0.044964,0.7066,0.65869,0.71858,-0.40361,0.13855,-0.55224,0.7457,0.70482,0.64672,0.65869,0.46707,0.92217,0.49103,0.39522,0.82636,-0.15663,0.56288,0.58684,-0.023953,-0.65869,-0.23953,0.17964,-0.10779,0.76648,0.21557,-0.63474,0.81325,-0.4551,0.58684,0.7066,-0.086446,-0.82636,-0.88554,-0.55224,-0.68072,0.56288,-0.10843,-0.69462,-0.61079,-0.38554,-0.047905,-0.73055,-0.46707,-0.16767,-0.2515,-0.33133,0.16767,-0.28916,-0.047905,-0.83834,0.048193,-0.48193,-0.14372,0.2036,0.2515,0.32336,0.4551,0.28743,0.57486,0.083834,0.16767,-0.56451,0.57486,-0.14293,0.78541,0.63855,0.27545,-0.15569,-0.63474,0.44312,0.34337,-0.12806,0.27108,0.38324,0.10779,-0.56024,0.14372,0.57486,0.3253,-0.25301,-0.34731,-0.048193,-0.35589,0.41917,-0.31928,0.64672,0.14546,-0.28743,0.28743,0.71858,0.82636,0.34731,0.48193,0.31138,0.58684,0.2036,-0.43373,-0.69277,0.35929,0.7545,0.090361,0.7545,0.39522,0.27711,0.82636
"DG-38-4",-0.66269,1,0.80512,-0.86958,-0.19635,-0.53997,0.073193,0.82952,0.9204,0.85391,0.33541,-0.20862,-0.85391,0.95722,0.58554,0.58554,-0.70753,-0.73632,-0.073193,0.87831,0.26837,-0.41476,0.82952,0.73193,0.21958,0.51235,-0.17078,0,0.3704,-0.34157,0.85391,0.34157,0.19635,0.80512,0.70753,0.17078,-0.78072,0.8345,0.41476,0.25928,0.76087,0.8345,0.3927,0.85391,0.53997,0.21958,0.6136,0.17078,0.9515,0.34157,0.40744,-0.77989,-0.48795,-0.19518,-0.70753,-0.76087,0.30735,-0.048795,0.66672,0.17181,0.66672,0.95,-0.075473,0.90813,-0.024544,0.19518,0.73193,0.073193,-0.34157,0.87661,0.68313,0.21958,0.80512,0.073193,0.80512,0.17078,-0.46355,0.65873,-0.09759,-0.80512,-0.21958,0.5556,0.275,0.58554,0.6136,-0.012272,0.46634,-0.17181,-0.31717,0.31717,0.48795,0.46476,0.8,0.23317,0.41725,0.31717,0.29277,0.88359,0.29277,0.63434,0.89586,0.073632,0.41725,0.62968,0.70753,0.85391,0.33134,0.23317,0.625,0.20989,-0.41725,0.44179,0.41476,0.53997,0.8345,0.45406,0.31623,0.53997,0.75632,0.68324,0.53997,0.87831,0.09759,0.71178,0.53997,0.79768,0.73193,0.70753,-0.073193,0.45406,-0.25771,-0.47861,-0.5164,0.23317,0.49088,-0.18408,0.18408,0.43213,-0.41476,0.58554,0.58386,-0.35589,-0.94495,0.1832,-0.51235,-0.41476,-0.63434,0.14726,0.098176,0.6,-0.69626,-0.31907,-0.75632,-0.34157,-0.048795,-0.80512,-0.21958,-0.70753,-0.78072,-0.036816,-0.21958,-0.56114,-0.17078,0.65873,0.31717,-0.65873,0.024398,-0.58554,-0.60994,0.21958,-0.80995,0.19518,-0.21958,-0.36596,-0.54089,0.58554,0.45406,0.3,0.19635,-0.75632,-0.11045,0.31717,0.24398,0.58906,0.24398,0.26837,-0.024398,0,-0.26837,-0.2209,-0.58554,0,-0.51235,0.53675,-0.085904,0.036816,0.21958,0.073193,-0.24398,-0.31717,-0.48795,-0.36596,-0.68313,0.41476,0,0.375,-0.65873,-0.12659,-0.675,-0.14726,0.21958,-0.048795,0.31717,-0.60994,0.34362,0.22361,0.15954,-0.65873,0.024398,0.78541,0.09759,-0.70753,0.24544,0.3927,0.60994,0.57678,0.2,-0.39036,0.41725,-0.56114,-0.024693,0.19518,0,-0.56114,-0.73193,0.26837,-0.19635,0.048795,-0.90271,0.073193,0.35589,0.45406,-0.29277,-0.41476,0,-0.60994,-0.09759,-0.44179,-0.73193
"DG-40-2",-0.63474,0.80512,1,-0.76376,-0.09581,-0.4551,0.047619,0.57143,0.73055,0.61905,0.21822,-0.16767,-0.71429,0.82636,0.71429,0.57143,-0.80952,-0.57486,-0.11905,0.85714,0.047619,0.11905,0.52381,0.69048,0.14286,0.66667,-0.57143,0.26348,0.21688,-0.33333,0.61905,0.30952,0.011976,0.54762,0.52381,0.35714,-0.83333,0.61079,0.47619,0.048196,0.53893,0.503,0.2036,0.61905,0.38324,0.071429,0.38324,0.02381,0.85714,0.38095,0.48196,-0.71199,-0.7381,-0.42857,-0.78571,-0.80241,0.54772,0.14286,0.31328,0.27545,0.33737,0.73193,0.28234,0.81439,0.17964,0.30952,0.7381,0.11905,-0.11905,0.98802,0.78571,0.071429,0.59524,0.28571,0.92857,0.40476,-0.16667,0.5,0.2381,-0.78571,0.047619,0.77114,-0.048795,0.38095,0.80241,-0.2515,0.16767,0.13174,0,0.071429,0.52381,0.79373,0.51235,0.49103,0.59881,0.2381,-0.21429,0.63474,0.59524,0.52381,0.58684,0.047905,0.55091,0.25303,0.59524,0.64286,0.28743,0.38324,0.53675,0.15664,-0.46707,0.4551,0.40476,0.14372,0.57486,-0.035929,0.43719,0.58684,0.69048,0.3152,0.26348,0.66667,0.40476,0.68265,0.53893,0.65869,0.64286,0.7381,0.02381,0.51498,-0.38324,-0.41917,-0.37796,-0.011976,-0.083834,-0.51498,-0.13174,0.54221,-0.21429,0.35714,0.55767,-0.46707,-0.80241,-0.1277,-0.64286,-0.11905,-0.61905,0.27545,-0.27545,0.58554,-0.34592,-0.14372,-0.47619,-0.47619,-0.40476,-0.78571,-0.21429,-0.47619,-0.45238,0,-0.42857,-0.64286,-0.19048,0.71429,0.47619,-0.47619,0.14286,-0.71429,-0.45238,0.30952,-0.62277,0.42857,-0.57143,-0.66667,-0.33144,0.57143,0.40719,0.31717,0.40719,-0.59524,0.16767,0.38095,0.19048,0.53893,-0.14286,0.5,0.16667,-0.19048,-0.38095,-0.2515,-0.47619,0.16767,-0.57143,0.33333,0.059881,0.37126,-0.2381,-0.02381,-0.02381,-0.2619,-0.38095,-0.21429,-0.80952,0.47619,-0.095238,0.60994,-0.69048,-0.061771,-0.43916,-0.29941,0.19048,0.16667,0.47619,-0.33333,0.047905,0.25459,-0.011976,-0.54762,-0.14286,0.57486,-0.02381,-0.61905,0.22755,0.34731,0.35714,0.52696,0.09759,-0.35714,0,-0.30952,0.060245,0.19048,-0.14286,-0.66667,-0.47619,-0.047619,-0.13174,-0.095238,-0.59524,0.2619,0.64672,0.32336,-0.28571,-0.2619,0.2515,-0.57143,0.16667,-0.83834,-0.5
"DG-36-0",0.53053,-0.86958,-0.76376,1,0.311,0.40247,0.03637,-0.61828,-0.65859,-0.72739,-0.012346,-0.12196,0.76376,-0.80494,-0.47281,-0.35157,0.88499,0.933,0.25459,-0.88499,-0.012123,0.32733,-0.90924,-0.46068,-0.20609,-0.54554,0.42431,-0.10367,-0.23313,0.26671,-0.72739,-0.16973,-0.006098,-0.77589,-0.47281,-0.16973,0.69102,-0.67688,-0.44856,-0.21473,-0.59151,-0.67688,-0.3049,-0.72739,-0.64029,-0.072739,-0.70127,-0.16973,-0.80013,-0.43644,-0.21473,0.92507,0.66678,0.25459,0.88499,0.59761,-0.43161,0.072739,-0.79756,-0.22563,-0.50308,-0.78262,-0.20002,-0.6281,0.042686,-0.10911,-0.84863,-0.16973,0.10911,-0.80983,-0.71527,-0.072739,-0.61828,-0.048493,-0.75164,-0.16973,0.12123,-0.30308,0.12123,0.60616,0.012123,-0.39265,-0.12423,-0.43644,-0.68908,0.25002,-0.09147,0.024392,0.40007,-0.12123,-0.29096,-0.5132,-0.68324,-0.20123,-0.47565,-0.32733,-0.1576,-0.73176,-0.40007,-0.3637,-0.68908,-0.43296,-0.57931,-0.70553,-0.59404,-0.94561,-0.43906,-0.43906,-0.74536,-0.0061351,0.12806,-0.39027,-0.55767,-0.64029,-0.79884,-0.32319,-0.35355,-0.59761,-0.60616,-0.65432,-0.58541,-0.6789,-0.16973,-0.74396,-0.64029,-0.85982,-0.63041,-0.58191,0.060616,-0.32929,0.40857,0.58541,0.3849,-0.03049,-0.36588,0.13416,-0.25612,-0.27608,0.25459,-0.44856,-0.44444,0.097568,0.71957,-0.47467,0.50918,0.5213,0.64253,-0.20123,0.048784,-0.62113,0.37114,0.38417,0.47281,0.38794,0.10911,0.63041,0.12123,0.30308,0.60616,0.036588,0.27883,0.59404,0.012123,-0.70315,-0.3637,0.3637,-0.20609,0.32733,0.47281,-0.37582,0.51833,-0.25459,0.10911,0.3637,0.62505,-0.32733,-0.24392,-0.12423,-0.12806,0.90924,0.35368,-0.10911,0.14548,-0.40247,0.012123,-0.29096,0.096986,-0.060616,0.12123,0.48784,0.50918,-0.34149,0.72739,-0.56979,0.097568,-0.012196,0.10911,0.12123,0.3637,0.44856,0.71527,0.30308,0.86075,-0.24246,0.20609,-0.19876,0.78801,-0.10065,0.39752,0.28051,-0.33945,0.10911,-0.46068,0.75164,-0.311,-0.28395,-0.22563,0.61828,0.26671,-0.89641,-0.18185,0.3152,-0.3049,-0.70737,-0.78801,-0.65859,-0.53417,0.20609,-0.56712,0.25459,-0.19632,-0.03637,-0.084863,0.21822,0.54554,-0.41219,-0.14635,-0.18185,0.77589,-0.024246,-0.10976,-0.54882,0.59404,0.12123,0.20123,0.3152,-0.25459,0.56102,0.5213
"DG-36-4",0.36747,-0.19635,-0.09581,0.311,1,-0.56627,0.83834,0.13174,0.12048,0.083834,-0.52443,0.35542,-0.083834,-0.090361,0.23953,0.32336,0.23953,0.25301,0.88624,-0.46707,0.51498,0.43115,-0.2515,0.10779,-0.58684,-0.68265,0.27545,-0.49398,0.15152,0.87427,0.083834,0.55091,0.70482,0.035929,0.39522,0.37126,0.503,0.16867,0.29941,0.55759,0.13253,-0.19277,0.56627,0.083834,0.24096,0.58684,-0.03012,0.65869,0.011976,0.16767,0.036364,0.0061747,0.33534,0.76648,0.51498,-0.37349,0.026239,-0.63474,-0.49698,-0.57229,-0.56971,-0.073632,-0.0061747,-0.012048,-0.68072,0.57486,-0.69462,-0.87427,-0.71858,-0.12121,-0.55091,0.58684,0.2515,0.56288,-0.2036,0.22755,0,-0.2515,-0.57486,-0.34731,-0.69462,0.10303,-0.28226,-0.21557,-0.40361,0.084337,-0.060241,-0.42169,-0.059881,0.69462,-0.58684,-0.17111,0.085904,-0.43373,-0.72892,-0.43115,-0.59881,0.066265,-0.61079,0.41917,-0.090361,0.084337,-0.3253,-0.018182,0.37126,-0.44312,0.14458,-0.55422,-0.024544,-0.60607,-0.090361,-0.25904,0.22755,-0.54217,-0.084337,-0.33133,-0.59505,-0.80723,0.09581,0.073176,0.03012,-0.29941,-0.67067,-0.56627,-0.5241,-0.53614,-0.10779,-0.51498,-0.59881,-0.024096,0.86145,0.28313,0.53867,0.59639,-0.40361,0.036145,0.3012,0.15758,-0.69462,0,-0.085372,-0.53614,0.12048,-0.24409,0.74253,0.55091,0.58684,-0.87349,0.51205,-0.80995,0.049713,0.54217,-0.15569,0.77846,0.64672,0.38324,0.81439,-0.31138,0.21557,-0.77108,0.73055,0.80241,-0.85031,-0.73055,-0.73055,-0.37126,-0.79043,-0.15569,-0.53893,-0.81439,0.3253,-0.76648,-0.16767,0.14372,0.43223,0.011976,-0.024096,0.06136,-0.44578,0.15569,0.11446,0.2515,-0.071858,-0.46988,-0.503,-0.13174,0.27545,0.22755,-0.61079,-0.23494,0.37126,-0.018072,-0.011976,-0.44312,0.1747,-0.27711,-0.035929,0.9102,0.79043,0.93415,0.2036,0.82636,0.27545,0.73055,0.87427,0.3927,0.7545,-0.24857,0.024544,0.060241,-0.39522,0.74253,-0.47905,0.47905,0.25904,0.21343,0.59639,0.27545,0.44312,-0.61446,-0.71858,-0.27545,-0.18072,-0.090361,-0.15569,-0.33133,-0.28226,-0.23953,-0.57831,-0.2515,-0.0060607,0.2515,-0.65869,-0.2036,0.17964,-0.38324,0.37349,-0.63474,0.035929,-0.19162,0.37349,-0.084337,0.011976,-0.17964,0.63253,-0.083834,0.2515,0.21084,0.22755
"DG-34-0",0.45181,-0.53997,-0.4551,0.40247,-0.56627,1,-0.77846,-0.83834,-0.72892,-0.82636,0.09147,-0.024096,0.85031,-0.69277,-0.40719,-0.47905,0.49103,0.44578,-0.503,-0.17964,-0.74253,0.2036,-0.51498,-0.55091,-0.083834,0.023953,-0.16767,0.46988,-0.69698,-0.44312,-0.82636,-0.83834,-0.8012,-0.79043,-0.93415,-0.51498,0.2036,-0.86747,-0.55091,-0.88486,-0.81928,-0.65663,-0.92169,-0.82636,-0.83735,-0.87427,-0.68675,-0.7545,-0.7066,-0.059881,-0.4788,0.65452,0.035929,-0.4551,0.2036,0.86145,0.045918,0.69462,-0.28485,0.37952,0.030304,-0.72405,0.10497,-0.60241,0.6747,-0.61079,-0.023953,0.65869,0.89822,-0.48486,-0.22755,-0.87427,-0.89822,-0.23953,-0.44312,-0.35929,0.19162,-0.22755,0.58684,0.7066,0.83834,-0.57577,-0.2209,-0.58684,-0.25904,-0.24096,-0.3012,0.74096,0.22755,-0.71858,-0.035929,-0.20913,-0.82223,-0.012048,0.26506,0.083834,0.13174,-0.78916,0.38324,-0.93415,-0.66265,-0.19277,-0.28313,-0.52728,-0.9581,-0.22755,-0.21084,0.078313,-0.23317,0.17576,0.59639,-0.21687,-0.65869,-0.10843,-0.74699,-0.3494,0.090551,0.1747,-0.83834,-0.50004,-0.6506,-0.34731,0.28743,-0.066265,-0.0060241,-0.096386,-0.71858,-0.22755,0.77846,-0.4759,-0.39759,0.060241,-0.12674,-0.86747,-0.12651,0.13253,-0.54819,-0.66062,0.92217,-0.059881,-0.6037,0.51807,0.54819,-0.13489,-0.14372,0.2036,0.011976,0.59639,-0.59036,0.24544,0.64006,0.20482,0.81439,-0.29941,-0.43115,0.38324,-0.38324,0.65869,0.62277,0.74699,-0.37126,-0.22755,0.82636,0.09581,0.46707,0.63474,0.69462,0.59881,0.86229,0.2036,0.37349,0.4551,0.39522,0.28743,-0.19759,-0.65869,-0.60843,-0.46634,0.10843,0.56288,0.10843,-0.61079,-0.2515,0.048193,0.38324,-0.31138,-0.39522,-0.38324,0.39522,0.16265,-0.035929,-0.26506,0.2036,-0.38324,0.12048,0.084337,-0.2036,-0.71858,-0.31138,-0.46707,0.39522,-0.43115,0.40719,-0.63474,-0.67067,-0.6995,-0.09581,0.099427,0.71178,0.36747,0.41917,-0.71858,-0.09581,0.26348,-0.21687,-0.40247,-0.53012,0.083834,-0.19162,-0.10843,0.65869,0.65869,0.26506,-0.31928,-0.51498,0.096386,-0.26998,0.57486,-0.042169,0.77846,0.12121,-0.33534,0.74253,0.61079,0.63474,0.31138,-0.054217,0.71858,0.62277,0.33534,-0.48795,-0.63253,0.52696,0.7066,-0.28313,0.69462,-0.09581,0,0.4551
"DG-32-1",0.11976,0.073193,0.047619,0.03637,0.83834,-0.77846,1,0.42857,0.31138,0.33333,-0.30308,0.37126,-0.38095,0.23953,0.30952,0.33333,-0.02381,0.023953,0.69048,-0.30952,0.52381,0.095238,0.071429,0.42857,-0.28571,-0.38095,0.47619,-0.79043,0.44582,0.71429,0.33333,0.71429,0.7545,0.30952,0.57143,0.33333,0.19048,0.40719,0.38095,0.81934,0.31138,0.16767,0.7066,0.33333,0.52696,0.83333,0.41917,0.69048,0.2381,-0.02381,0.33737,-0.30689,0.38095,0.78571,0.28571,-0.59881,-0.2217,-0.71429,-0.14459,-0.80241,-0.51811,0.24398,-0.27007,0.16767,-0.73055,0.52381,-0.47619,-0.92857,-0.83333,0.036147,-0.28571,0.83333,0.47619,0.42857,-0.071429,0.54762,0.047619,0.047619,-0.59524,-0.47619,-0.85714,0.18074,0.21958,0.2619,-0.22755,0.23953,0.28743,-0.68265,-0.35714,0.61905,-0.42857,-0.10079,0.41476,-0.43115,-0.56288,-0.52381,-0.28571,0.28743,-0.52381,0.66667,0.14372,0.047905,-0.17964,0.26508,0.64286,-0.2381,0.023953,-0.51498,0,-0.6145,-0.21557,-0.39522,0.42857,-0.071858,0.28743,0.071858,-0.5915,-0.68265,0.42857,0.12123,0.17964,-0.21429,-0.61905,-0.51498,-0.52696,-0.43115,0.19048,-0.35714,-0.83333,-0.023953,0.82636,0.40719,0.18898,0.79043,-0.10779,-0.15569,0.32336,0.18074,-0.78571,0.071429,0.024246,-0.35929,-0.023953,0.063851,0.52381,0.28571,0.59524,-0.87427,0.7545,-0.60994,-0.24708,0.21557,-0.47619,0.78571,0.69048,0.14286,0.57143,-0.45238,-0.095238,-0.9102,0.80952,0.59524,-0.92857,-0.52381,-0.61905,-0.54762,-0.80952,-0.14286,-0.69048,-0.52381,0.071858,-0.78571,-0.02381,0.21429,0.23324,0.2381,0.16767,0.12199,-0.59881,-0.11905,0.011976,0.16667,-0.047619,-0.15569,-0.40476,-0.21429,0.047619,0.28571,-0.64286,-0.28743,0.047619,-0.035929,-0.047619,-0.19048,-0.31138,-0.2036,0.16667,0.85714,0.38095,0.66667,0.071429,0.54762,-0.047619,0.69048,0.7619,0.39036,0.5,-0.37062,-0.34157,0.09581,-0.40476,0.78571,-0.35714,-0.02381,0.2515,0.18185,0.52696,0.28571,0.28571,-0.35929,-0.69048,-0.33333,-0.2036,0.035929,0.2619,-0.34731,-0.024398,-0.2619,-0.27545,-0.47619,-0.33737,0.2381,-0.71429,-0.2381,-0.2381,-0.21429,0.14372,-0.61905,-0.11905,-0.19048,0.34731,0.2515,-0.28571,-0.33333,0.2515,-0.42857,0.33333,0.2036,0.14286
"DG-42-2",-0.67067,0.82952,0.57143,-0.61828,0.13174,-0.83834,0.42857,1,0.92217,0.95238,0.30308,-0.21557,-0.92857,0.89822,0.5,0.61905,-0.57143,-0.61079,0.14286,0.52381,0.59524,-0.52381,0.7619,0.69048,0.35714,0.2619,0.16667,-0.34731,0.5904,-0.02381,0.95238,0.57143,0.52696,0.90476,0.92857,0.19048,-0.5,0.97008,0.30952,0.67475,0.94612,0.89822,0.71858,0.95238,0.73055,0.61905,0.76648,0.42857,0.85714,0.14286,0.40967,-0.69972,-0.21429,0.11905,-0.45238,-0.81439,0.026082,-0.35714,0.55426,-0.16767,0.48196,0.9515,-0.33144,0.85031,-0.33534,0.2619,0.38095,-0.2381,-0.7381,0.6386,0.45238,0.61905,0.97619,-0.095238,0.57143,0.2381,-0.54762,0.54762,-0.38095,-0.7619,-0.66667,0.65065,0.43916,0.7619,0.35929,0.40719,0.51498,-0.57486,-0.35714,0.54762,0.40476,0.16378,0.9759,0.21557,-0.011976,0.28571,0.30952,0.94612,-0.14286,0.88095,0.94612,-0.011976,0.44312,0.71089,0.92857,0.57143,0.32336,0.15569,0.26837,0.16869,-0.59881,0.39522,0.42857,0.41917,0.92217,0.61079,0.23146,0.23953,0.92857,0.69102,0.68265,0.7381,-0.095238,0.4551,0.35929,0.49103,0.88095,0.57143,-0.42857,0.63474,0.083834,-0.33534,-0.18898,0.7066,0.46707,-0.17964,0.41917,0.60245,-0.7619,0.30952,0.69102,-0.503,-0.82636,0.14047,-0.16667,-0.47619,-0.33333,-0.26348,0.51498,0.14639,-0.86479,-0.46707,-0.97619,-0.02381,0.2619,-0.64286,-0.02381,-0.80952,-0.90476,-0.44312,0.071429,-0.16667,-0.54762,0.2381,-0.095238,-0.7619,-0.47619,-0.61905,-0.83333,0.047619,-0.68265,-0.11905,-0.33333,-0.35714,-0.11048,0.80952,0.63474,0.60994,0.083834,-0.64286,-0.23953,0.54762,0.47619,0.28743,0.02381,0.33333,0.2381,0.14286,-0.19048,0.035929,-0.21429,0.10779,-0.28571,0.61905,-0.21557,-0.15569,0.5,0.45238,0,0.047619,-0.52381,-0.02381,-0.52381,0.42857,0.42857,0.60994,-0.2619,0,-0.90271,-0.26348,-0.095238,0.2619,0.30952,-0.5,0.35929,0.44856,0.39522,-0.2619,0.047619,0.44312,-0.21429,-0.7619,0,0.22755,0.64286,0.23953,0.29277,-0.69048,0.39522,-0.78571,-0.084343,0.14286,-0.33333,-0.66667,-0.80952,-0.02381,-0.23953,-0.42857,-0.85714,-0.11905,0.32336,0.58684,-0.42857,-0.71429,0.11976,-0.7619,-0.14286,-0.059881,-0.71429
