Lipid	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db+_2225	Ctrl_BKS_db+_2226	Ctrl_BKS_db+_2227	Ctrl_BKS_db+_2231	HF_BKS_db+_2239	HF_BKS_db+_2241	HF_BKS_db+_2242	HF_BKS_db+_2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db+_2273	Ctrl_BL6_db+_2274	Ctrl_BL6_db+_2275	Ctrl_BL6_db+_2279	HF_BL6_db+_2286	HF_BL6_db+_2287	HF_BL6_db+_2288	HF_BL6_db+_2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob+_2316	Ctrl_BTBR_ob+_2317	Ctrl_BTBR_ob+_2318	Ctrl_BTBR_ob+_2320	HF_BTBR_ob+_2329	HF_BTBR_ob+_2331	HF_BTBR_ob+_2333	HF_BTBR_ob+_2334
CE(16:0)	 [M+NH4]+	11.01	60.58271542	572.0414419	6390.312368	986.2232358	369.7743645	787.3384626	718.1761894	7001.843942	1218.783404	921.5462628	966.2630571	902.4052044	182.9634616	866.0005218	394.0975823	486.462402	3259.440233	593.040721	124.9332425	468.4455153	160.7384096	7076.341456	517.2856136	439.345155	415.4318931	902.4052044	1627.852423	1580.165531	941.7722162	660.6016777	211.4682283	297.1848254	211.4682283	439.345155	941.7722162	297.1848254	1233.028538	593.040721	2237.996123	921.5462628	3130.667038	486.462402	36925.99255	572.0414419	4996.445978	29830.08109	986.2232358	58899.00316	1256.068293
CE(16:1)	 [M+NH4]+	10.70	57.41901425	787.3384626	768.9411996	182.9634616	739.5076125	50.05390291	882.4186362	245.1736324	546.8052098	245.1736324	439.345155	245.1736324	882.4186362	211.4682283	339.0038411	866.0005218	182.9634616	211.4682283	572.0414419	812.6641799	339.0038411	211.4682283	275.7432142	297.1848254	439.345155	211.4682283	160.7384096	394.0975823	369.7743645	211.4682283	297.1848254	50.05390291	297.1848254	394.0975823	275.7432142	211.4682283	339.0038411	160.7384096	124.9332425	91.19475576	486.462402	369.7743645	620.3235154	882.4186362	517.2856136	182.9634616	415.4318931	882.4186362	211.4682283
CE(18:1)	 [M+NH4]+	11.06	43.17055978	2601.313645	1527.841542	3917.335892	1437.682294	1078.864738	768.9411996	593.040721	1779.687037	3231.818612	1233.028538	1326.532441	2694.215394	1940.413148	1009.656055	2176.953478	1032.804249	1256.068293	3046.664351	1730.820619	1300.967987	1750.977985	685.6612332	702.8576164	2694.215394	1606.746885	702.8576164	1437.682294	1277.923821	787.3384626	486.462402	1527.841542	702.8576164	2529.955592	1105.126401	812.6641799	1300.967987	966.2630571	1326.532441	1653.849199	1527.841542	1233.028538	1155.776144	1056.295484	1394.770282	4092.482947	1155.776144	3656.86449	3586.931183
CE(18:2)	 [M+NH4]+	13.05	76.19748913	50.05390291	50.05390291	50.05390291	19.58724319	660.6016777	50.05390291	91.19475576	19.58724319	19.58724319	19.58724319	19.58724319	50.05390291	50.05390291	50.05390291	19.58724319	19.58724319	19.58724319	50.05390291	19.58724319	19.58724319	50.05390291	19.58724319	124.9332425	91.19475576	50.05390291	19.58724319	19.58724319	19.58724319	50.05390291	19.58724319	19.58724319	19.58724319	19.58724319	50.05390291	19.58724319	50.05390291	19.58724319	50.05390291	19.58724319	19.58724319	91.19475576	182.9634616	19.58724319	124.9332425	50.05390291	91.19475576	124.9332425	19.58724319
CE(20:3)	 [M+NH4]+	10.83	84.50639718	182.9634616	439.345155	636.8546096	124.9332425	124.9332425	124.9332425	6033.81833	245.1736324	160.7384096	50.05390291	91.19475576	297.1848254	369.7743645	19.58724319	91.19475576	4281.418378	245.1736324	636.8546096	1326.532441	593.040721	369.7743645	182.9634616	5194.374936	546.8052098	4912.784497	245.1736324	275.7432142	6697.629949	245.1736324	160.7384096	394.0975823	124.9332425	468.4455153	160.7384096	275.7432142	211.4682283	3534.633299	339.0038411	5593.616175	4522.233182	415.4318931	5094.988909	768.9411996	50.05390291	5723.206757	4321.217705	4912.784497	182.9634616
CE(22:4)	 [M+NH4]+	10.91	78.27317423	369.7743645	320.4901795	1437.682294	245.1736324	160.7384096	1547.623228	394.0975823	468.4455153	902.4052044	275.7432142	593.040721	1810.048109	787.3384626	182.9634616	369.7743645	211.4682283	394.0975823	369.7743645	2872.255076	739.5076125	486.462402	572.0414419	182.9634616	1394.770282	160.7384096	468.4455153	660.6016777	339.0038411	546.8052098	124.9332425	468.4455153	160.7384096	297.1848254	124.9332425	91.19475576	369.7743645	517.2856136	593.040721	275.7432142	297.1848254	517.2856136	339.0038411	91.19475576	468.4455153	517.2856136	19.58724319	546.8052098	275.7432142
CerP 44:2	 [M+H]+	7.43	22.27407066	158437.9124	222801.3405	191420.4907	219058.2132	166501.1962	260417.1582	242014.7298	153621.1533	136613.6724	163820.4218	104345.6196	126704.5429	91685.51901	140845.2377	194980.59	260417.1582	150334.73	118653.7689	163820.4218	166501.1962	236812.3042	231444.6655	171923.3079	138530.4909	215808.0563	285905.1615	253340.3771	231444.6655	180586.0403	166501.1962	169170.5188	158437.9124	169170.5188	242014.7298	273770.6121	292577.8048	391527.6722	418784.4128	231444.6655	273770.6121	334428.9576	375459.9512	391527.6722	306452.3363	314826.9665	343459.0345	426803.3436	260417.1582
DG 29:0	 [M+NH4]+	5.41	60.70919483	468.4455153	19.58724319	160.7384096	50.05390291	91.19475576	339.0038411	160.7384096	211.4682283	50.05390291	245.1736324	124.9332425	91.19475576	19.58724319	124.9332425	182.9634616	91.19475576	91.19475576	160.7384096	160.7384096	245.1736324	19.58724319	91.19475576	50.05390291	19.58724319	91.19475576	50.05390291	50.05390291	160.7384096	19.58724319	91.19475576	369.7743645	50.05390291	50.05390291	91.19475576	124.9332425	19.58724319	50.05390291	160.7384096	369.7743645	124.9332425	211.4682283	91.19475576	320.4901795	439.345155	160.7384096	297.1848254	50.05390291	91.19475576
DG 30:0	 [M+NH4]+	7.46	56.98559873	660.6016777	2554.402104	339.0038411	2353.453936	620.3235154	1730.820619	3407.877676	882.4186362	739.5076125	3560.774964	620.3235154	787.3384626	685.6612332	1056.295484	921.5462628	1810.048109	768.9411996	1354.862643	1009.656055	297.1848254	1256.068293	842.310761	866.0005218	1300.967987	1194.49044	3231.818612	1872.004713	1437.682294	986.2232358	439.345155	921.5462628	1105.126401	3023.544195	1779.687037	3987.494108	2353.453936	941.7722162	1416.281504	2109.421401	2720.283708	3284.483163	2905.640596	3023.544195	4021.329678	1850.700572	1580.165531	2012.546104	2284.431709
DG 30:1	 [M+NH4]+	6.96	22.87623767	1479.481756	7948.616223	320.4901795	7374.181445	1300.967987	1580.165531	1627.852423	572.0414419	2237.996123	3617.910855	2905.640596	1078.864738	1105.126401	718.1761894	882.4186362	439.345155	3101.702177	3353.687486	1918.399093	2154.216067	1580.165531	2383.173868	1750.977985	1416.281504	2383.173868	3378.153016	3987.494108	8046.838572	866.0005218	1256.068293	245.1736324	339.0038411	4866.332948	3987.494108	12656.18091	4430.950426	787.3384626	966.2630571	1627.852423	702.8576164	6574.562853	3846.535463	2995.122344	8807.138823	1171.80233	1218.783404	1394.770282	2574.884081
DG 30:2	 [M+NH4]+	6.49	27.94409565	1194.49044	1750.977985	1872.004713	5723.206757	1056.295484	842.310761	1056.295484	966.2630571	3501.577631	5536.597906	3378.153016	1218.783404	1673.904794	1218.783404	1527.841542	3684.065188	4393.66351	3987.494108	1850.700572	2237.996123	4129.979558	2154.216067	3353.687486	1354.862643	2777.236643	4281.418378	3046.664351	10341.29307	902.4052044	2574.884081	2081.005034	4430.950426	6574.562853	3023.544195	14413.00307	2965.684274	1354.862643	1277.923821	1986.190245	1277.923821	10696.32158	3101.702177	2660.892641	6629.200142	966.2630571	2694.215394	1940.413148	2694.215394
DG 32:0	 [M+NH4]+	7.99	14.47554139	13326.90369	29540.51647	14732.83801	45851.00436	12446.06247	36062.8865	52416.19861	13690.83598	18600.08183	33709.44587	22327.21182	18600.08183	15406.17715	19227.61365	13793.05002	40876.3725	12522.3119	19408.08598	30416.9084	18001.09703	75955.92836	46543.75452	40359.47195	32828.0275	44028.93936	69968.40419	37258.37254	37667.00398	49992.58667	32089.70639	22082.21869	23062.94212	69107.74852	35722.42618	36925.99255	38012.66924	31735.47788	42525.83699	46543.75452	51129.81649	35305.14154	94315.78286	57314.43958	86274.81925	51699.90556	45422.88187	99507.87234	38686.89145
DG 32:1	 [M+NH4]+	7.54	13.00278267	19885.58665	29114.57555	17331.87007	37258.37254	11309.78534	3461.308373	11309.78534	12656.18091	23681.35154	40876.3725	30135.59375	20275.01639	10257.04762	15721.38306	12446.06247	33353.91111	25883.40532	16466.50135	12806.8901	20078.83511	13073.99457	19542.91673	24942.44013	10341.29307	16945.26735	15721.38306	21578.76444	40359.47195	9884.422386	17646.00525	8984.995884	16602.55902	36925.99255	33114.19408	67436.52072	32089.70639	13793.05002	11622.4413	25252.55163	15196.55845	50374.41382	28239.96359	25532.13449	58122.70206	23062.94212	23474.77635	22327.21182	28239.96359
DG 32:2	 [M+NH4]+	7.09	11.1554564	20470.26498	25252.55163	15537.39923	49992.58667	8121.861752	1779.687037	11622.4413	9533.543017	22468.11183	58122.70206	35305.14154	23062.94212	8709.591127	15537.39923	8627.711884	29540.51647	51129.81649	24580.71733	16466.50135	21578.76444	16769.01906	18600.08183	34390.73834	9259.423345	18600.08183	26696.97761	30703.47362	77564.55512	12915.88073	19408.08598	12305.90809	19542.91673	66431.73261	45422.88187	115371.6908	43602.71871	12078.49421	9337.008436	27804.34076	16466.50135	78917.75005	39142.90233	31012.7822	77564.55512	21730.22341	23243.56693	14732.83801	27467.08531
DG 32:3	 [M+NH4]+	6.62	31.37529603	1547.623228	3617.910855	660.6016777	4866.332948	339.0038411	572.0414419	572.0414419	787.3384626	1836.511721	4281.418378	2741.017201	1009.656055	275.7432142	866.0005218	546.8052098	3353.687486	2802.844887	2489.813076	1872.004713	572.0414419	2081.005034	902.4052044	1966.184891	1673.904794	1437.682294	1966.184891	572.0414419	3722.805152	812.6641799	2509.781795	1354.862643	685.6612332	4686.688052	3407.877676	4798.527859	2554.402104	468.4455153	1056.295484	1194.49044	1606.746885	3954.001667	4161.917897	1300.967987	7461.35657	1416.281504	2109.421401	2383.173868	2660.892641
DG 32:4	 [M+NH4]+	6.21	58.72199089	91.19475576	2133.381711	245.1736324	211.4682283	182.9634616	468.4455153	660.6016777	124.9332425	486.462402	546.8052098	182.9634616	211.4682283	160.7384096	486.462402	468.4455153	620.3235154	182.9634616	1171.80233	1256.068293	1437.682294	1850.700572	660.6016777	1194.49044	941.7722162	320.4901795	572.0414419	812.6641799	3075.951129	921.5462628	1437.682294	124.9332425	941.7722162	486.462402	1056.295484	1130.584623	685.6612332	986.2232358	739.5076125	572.0414419	211.4682283	902.4052044	966.2630571	517.2856136	1872.004713	1580.165531	439.345155	320.4901795	546.8052098
DG 33:0	 [M+NH4]+	8.26	27.80951499	2133.381711	4955.023533	1606.746885	6390.312368	2489.813076	4321.217705	8807.138823	2353.453936	2264.273456	5094.988909	4430.950426	3075.951129	3130.667038	2741.017201	1673.904794	5536.597906	2264.273456	4161.917897	3501.577631	2509.781795	10086.74601	5094.988909	5876.33717	3434.39012	6574.562853	13793.05002	3846.535463	5781.651568	5933.161129	5536.597906	4480.896291	3501.577631	11729.33191	5429.255262	4996.445978	8807.138823	4211.337463	4798.527859	7530.809589	4866.332948	4321.217705	6790.29513	13943.38698	14732.83801	7604.121685	4480.896291	15196.55845	8442.776165
DG 33:1	 [M+NH4]+	7.81	16.05010635	2720.283708	2109.421401	1300.967987	3194.73727	2109.421401	2056.907916	339.0038411	1479.481756	4281.418378	3023.544195	3075.951129	2191.858738	2529.955592	1966.184891	2012.546104	3434.39012	1509.169743	3378.153016	1373.613251	1326.532441	1009.656055	3461.308373	1894.252739	1527.841542	1373.613251	1986.190245	1704.06767	2995.122344	1354.862643	1105.126401	1940.413148	2305.655716	1653.849199	3656.86449	4912.784497	2012.546104	1673.904794	1580.165531	4245.932772	1940.413148	3501.577631	4745.754242	2109.421401	3586.931183	812.6641799	2037.409481	5094.988909	2509.781795
DG 33:2	 [M+NH4]+	7.35	35.16467643	1130.584623	2720.283708	941.7722162	2081.005034	882.4186362	415.4318931	1437.682294	369.7743645	1894.252739	1606.746885	2037.409481	1256.068293	1277.923821	882.4186362	702.8576164	1850.700572	2509.781795	966.2630571	1130.584623	182.9634616	1547.623228	1326.532441	1218.783404	787.3384626	546.8052098	1416.281504	182.9634616	1547.623228	2489.813076	1966.184891	182.9634616	1986.190245	2574.884081	1918.399093	1326.532441	1416.281504	866.0005218	1606.746885	2660.892641	1918.399093	1918.399093	882.4186362	902.4052044	2802.844887	2554.402104	3684.065188	4161.917897	3130.667038
DG 33:3	 [M+NH4]+	3.62	126.1432896	19.58724319	124.9332425	19.58724319	91.19475576	19.58724319	91.19475576	19.58724319	50.05390291	369.7743645	182.9634616	50.05390291	517.2856136	91.19475576	91.19475576	50.05390291	50.05390291	50.05390291	91.19475576	50.05390291	124.9332425	275.7432142	50.05390291	19.58724319	50.05390291	19.58724319	124.9332425	91.19475576	91.19475576	91.19475576	339.0038411	91.19475576	91.19475576	124.9332425	19.58724319	182.9634616	160.7384096	91.19475576	19.58724319	160.7384096	50.05390291	19.58724319	50.05390291	182.9634616	19.58724319	124.9332425	124.9332425	19.58724319	160.7384096
DG 34:0	 [M+NH4]+	8.50	16.93627163	353931.1357	652889.5402	343459.0345	1129376.353	409670.8792	1129376.353	1348516.389	279768.6265	444839.6687	1013253.079	520465.6053	391527.6722	391527.6722	343459.0345	242014.7298	736091.9139	285905.1615	435164.3255	773041.6783	343459.0345	1392216.64	880423.239	694218.5985	851263.203	1392216.64	1771600.023	807201.0077	1042328.166	1348516.389	736091.9139	736091.9139	694218.5985	1527238.999	807201.0077	534418.5089	977996.2115	673759.7284	1042328.166	880423.239	935802.9037	773041.6783	1527238.999	1450031.999	1527238.999	1170241.598	977996.2115	1957907.916	1170241.598
DG 34:2	 [M+NH4]+	7.62	5.374206995	169170.5188	200880.9441	120405.1651	268561.4321	132184.5353	66431.73261	123518.6453	155761.5367	155761.5367	299460.4494	222801.3405	153621.1533	130490.0362	226198.4777	171923.3079	399448.7542	236812.3042	120405.1651	101230.3089	101230.3089	158437.9124	268561.4321	399448.7542	107976.7383	85222.35717	96567.18597	89892.23749	299460.4494	153621.1533	236812.3042	138530.4909	260417.1582	198169.6381	231444.6655	382724.2116	186913.6971	153621.1533	117112.8993	382724.2116	189438.5936	343459.0345	180586.0403	124942.0614	375459.9512	268561.4321	279768.6265	314826.9665	391527.6722
DG 34:3	 [M+NH4]+	7.21	5.972798226	33353.91111	64495.07466	22468.11183	68180.49027	22709.49399	3987.494108	25252.55163	22082.21869	42525.83699	75955.92836	69968.40419	34680.75675	21730.22341	44461.71636	26696.97761	77564.55512	60797.1668	31735.47788	21392.72294	28541.66799	35305.14154	48177.30966	82082.74546	27197.98077	20643.00615	25252.55163	12915.88073	99507.87234	27804.34076	44461.71636	32089.70639	44028.93936	64495.07466	56645.59666	82082.74546	46543.75452	23681.35154	19408.08598	65541.65096	44979.14152	74998.71264	54202.25526	30703.47362	121906.8834	45851.00436	49992.58667	55730.22699	77564.55512
DG 34:4	 [M+NH4]+	6.84	36.41347622	1078.864738	2872.255076	297.1848254	1479.481756	1326.532441	812.6641799	3194.73727	685.6612332	1277.923821	3130.667038	3023.544195	921.5462628	1300.967987	902.4052044	636.8546096	3954.001667	3684.065188	468.4455153	3075.951129	2264.273456	1354.862643	2432.310691	4480.896291	1606.746885	1779.687037	182.9634616	842.310761	3130.667038	1130.584623	1894.252739	1105.126401	2460.117207	2432.310691	1986.190245	3617.910855	1032.804249	1233.028538	3284.483163	2851.466121	1009.656055	2176.953478	1394.770282	2406.789102	6932.82616	1673.904794	1894.252739	702.8576164	1779.687037
DG 35:0	 [M+NH4]+	8.75	14.0078184	18414.14302	30416.9084	12078.49421	34984.47131	18181.43836	30135.59375	42984.45277	15019.40266	11622.4413	19885.58665	14869.87986	11471.68216	16945.26735	17130.56278	11966.49557	22327.21182	11855.75068	12806.8901	23908.99422	7461.35657	51699.90556	31387.51938	23062.94212	16055.98323	37258.37254	61696.74295	22880.89744	24942.44013	38334.3873	23062.94212	19718.04588	16055.98323	43602.71871	24942.44013	25252.55163	39142.90233	33709.44587	39142.90233	34680.75675	34680.75675	26961.89479	86274.81925	61696.74295	58899.00316	36062.8865	38012.66924	69107.74852	37667.00398
DG 35:1	 [M+NH4]+	8.27	11.71936884	9146.108891	2191.858738	8627.711884	6697.629949	7746.09192	9681.99512	6932.82616	7667.372582	10517.24599	10447.42966	7530.809589	10257.04762	10934.42132	8046.838572	7461.35657	13073.99457	8046.838572	9884.422386	7813.504373	7374.181445	6105.663462	7132.635791	10086.74601	8512.210857	4053.994812	6159.263596	3130.667038	5983.919099	6033.81833	7200.131385	7604.121685	8121.861752	17331.87007	10172.95485	11196.72951	8709.591127	6860.866275	6574.562853	17331.87007	8121.861752	9793.243288	5593.616175	8046.838572	12176.94637	10447.42966	6629.200142	11622.4413	12656.18091
DG 35:2	 [M+NH4]+	7.88	31.0790476	1354.862643	1836.511721	1704.06767	5429.255262	1218.783404	2460.117207	2383.173868	1966.184891	4686.688052	3194.73727	3766.694193	2133.381711	2331.339165	2802.844887	1009.656055	7746.09192	1966.184891	1527.841542	4321.217705	921.5462628	3987.494108	6105.663462	8189.229007	4245.932772	1416.281504	2829.150894	1130.584623	4522.233182	3987.494108	3889.433002	3046.664351	3328.644581	4996.445978	2777.236643	5933.161129	2720.283708	3766.694193	3534.633299	7374.181445	4835.537305	5723.206757	2460.117207	2264.273456	5194.374936	5339.378486	6860.866275	9054.47894	5289.839148
DG 36:0	 [M+Li]+	8.88	87.53481505	517.2856136	1326.532441	1194.49044	593.040721	394.0975823	1455.059452	1653.849199	636.8546096	1653.849199	1527.841542	1300.967987	986.2232358	339.0038411	468.4455153	620.3235154	593.040721	866.0005218	182.9634616	2154.216067	1527.841542	1606.746885	882.4186362	1479.481756	1779.687037	768.9411996	1580.165531	1606.746885	1479.481756	2264.273456	739.5076125	902.4052044	1130.584623	2176.953478	2489.813076	1779.687037	1810.048109	3799.791315	3328.644581	1580.165531	3534.633299	2383.173868	2720.283708	2353.453936	2829.150894	2012.546104	3130.667038	4955.023533	1547.623228
DG 36:0	 [M+NH4]+	8.93	18.11377767	4005902.501	3610773.105	3757901.423	8279131.616	3757901.423	6781914.969	5995165.944	3610773.105	2896139.481	5995165.944	4754888.155	2509585.327	3270246.353	3610773.105	3481367.83	6781914.969	2366880.507	4255723.599	3481367.83	2896139.481	8279131.616	8279131.616	5995165.944	2509585.327	8279131.616	8279131.616	6781914.969	8279131.616	5483044.94	5483044.94	5083865.409	5995165.944	8279131.616	6781914.969	5483044.94	6781914.969	6781914.969	4510552.265	5483044.94	8279131.616	8279131.616	8279131.616	8279131.616	8279131.616	5483044.94	8279131.616	8279131.616	5995165.944
DG 36:1	 [M+NH4]+	8.53	16.32547399	314826.9665	177684.4334	334428.9576	200880.9441	292577.8048	391527.6722	226198.4777	268561.4321	534418.5089	279768.6265	253340.3771	361550.5895	409670.8792	200880.9441	236812.3042	253340.3771	292577.8048	279768.6265	361550.5895	292577.8048	247307.9864	150334.73	222801.3405	268561.4321	268561.4321	273770.6121	169170.5188	189438.5936	198169.6381	226198.4777	292577.8048	253340.3771	399448.7542	279768.6265	231444.6655	279768.6265	166501.1962	198169.6381	292577.8048	177684.4334	219058.2132	242014.7298	306452.3363	231444.6655	273770.6121	200880.9441	306452.3363	279768.6265
DG 36:2	 [M+NH4]+	8.12	14.1419606	285905.1615	273770.6121	292577.8048	426803.3436	382724.2116	314826.9665	382724.2116	368098.6606	418784.4128	484291.1482	409670.8792	343459.0345	473714.663	375459.9512	399448.7542	880423.239	334428.9576	273770.6121	314826.9665	242014.7298	375459.9512	484291.1482	736091.9139	361550.5895	253340.3771	186913.6971	150334.73	368098.6606	505407.2398	520465.6053	505407.2398	553364.3953	368098.6606	368098.6606	314826.9665	253340.3771	273770.6121	253340.3771	621994.1168	314826.9665	375459.9512	253340.3771	211876.145	426803.3436	520465.6053	382724.2116	553364.3953	736091.9139
DG 36:3	 [M+NH4]+	7.73	10.93837316	136613.6724	145226.5468	83895.46567	226198.4777	155761.5367	48177.30966	198169.6381	183777.1748	124942.0614	253340.3771	215808.0563	138530.4909	171923.3079	306452.3363	215808.0563	473714.663	163820.4218	98002.17611	82082.74546	78917.75005	242014.7298	418784.4128	578458.1021	140845.2377	74998.71264	50374.41382	36925.99255	208714.825	285905.1615	353931.1357	226198.4777	325325.0093	126704.5429	183777.1748	174216.0384	102761.4095	158437.9124	120405.1651	435164.3255	191420.4907	247307.9864	136613.6724	80839.24563	219058.2132	285905.1615	268561.4321	375459.9512	534418.5089
DG 36:4	 [M+NH4]+	7.50	14.54328112	57314.43958	34680.75675	51699.90556	71783.0883	48177.30966	53203.45962	32828.0275	56645.59666	98002.17611	42984.45277	40876.3725	78917.75005	94315.78286	34984.47131	70745.84126	82082.74546	68180.49027	62545.24944	58122.70206	66431.73261	41906.14201	89892.23749	130490.0362	36062.8865	47675.58453	33353.91111	38686.89145	68180.49027	50374.41382	85222.35717	48177.30966	48750.50814	96567.18597	83895.46567	88000.9002	86274.81925	55730.22699	86274.81925	74111.75373	65541.65096	62545.24944	45851.00436	67436.52072	88000.9002	67436.52072	43602.71871	74998.71264	75955.92836
DG 36:5	 [M+NH4]+	7.03	45.44827363	3075.951129	3560.774964	2284.431709	5487.494193	2037.409481	1704.06767	2777.236643	3075.951129	3353.687486	2554.402104	3165.953768	1704.06767	1966.184891	2383.173868	2851.466121	6697.629949	4281.418378	2056.907916	3231.818612	3684.065188	4211.337463	5826.482158	9986.22697	3586.931183	2720.283708	2264.273456	415.4318931	7667.372582	6290.853212	5651.645311	3165.953768	4321.217705	2777.236643	2931.575138	3917.335892	2217.249324	2995.122344	2931.575138	4996.445978	1836.511721	4955.023533	3434.39012	1986.190245	5429.255262	4281.418378	4955.023533	5983.919099	7530.809589
DG 37:0	 [M+NH4]+	9.14	22.05176526	2872.255076	9681.99512	5723.206757	11729.33191	4565.825721	9337.008436	15019.40266	2965.684274	5147.345466	3501.577631	3434.39012	2777.236643	2081.005034	3353.687486	2383.173868	8627.711884	2601.313645	3461.308373	5876.33717	2631.220818	14063.56143	5194.374936	4798.527859	6860.866275	12522.3119	20078.83511	8807.138823	14558.08559	9259.423345	4092.482947	6290.853212	3434.39012	12522.3119	8121.861752	6574.562853	13943.38698	12522.3119	15196.55845	9681.99512	9793.243288	7948.616223	34390.73834	32488.07954	23908.99422	9259.423345	17331.87007	19227.61365	9439.727599
DG 37:1	 [M+NH4]+	8.77	24.7605308	3101.702177	3194.73727	2109.421401	1105.126401	3101.702177	2574.884081	1509.169743	2081.005034	4996.445978	2056.907916	3407.877676	3917.335892	2460.117207	1940.413148	3353.687486	3284.483163	2720.283708	3434.39012	2554.402104	1580.165531	882.4186362	2133.381711	1437.682294	1940.413148	1300.967987	2965.684274	1918.399093	2931.575138	2037.409481	2554.402104	2601.313645	4522.233182	5983.919099	2217.249324	3378.153016	3328.644581	1966.184891	2694.215394	3461.308373	3378.153016	4480.896291	2284.431709	5429.255262	7374.181445	2109.421401	4641.788098	3501.577631	2353.453936
DG 37:2	 [M+NH4]+	8.38	33.99190765	2460.117207	1850.700572	1836.511721	2237.996123	2331.339165	1653.849199	1373.613251	3023.544195	4211.337463	4480.896291	7132.635791	2631.220818	3586.931183	1606.746885	2694.215394	3766.694193	2931.575138	1218.783404	3461.308373	2191.858738	1373.613251	1233.028538	3328.644581	3461.308373	2109.421401	1509.169743	1256.068293	2631.220818	2305.655716	2694.215394	1704.06767	2851.466121	4092.482947	3534.633299	2741.017201	1326.532441	1750.977985	1894.252739	4522.233182	4393.66351	3231.818612	636.8546096	1218.783404	2509.781795	2353.453936	1233.028538	3461.308373	3328.644581
DG 37:4	 [M+NH4]+	7.89	31.07321277	2660.892641	2694.215394	2601.313645	1836.511721	1918.399093	4835.537305	2489.813076	1326.532441	7001.843942	3889.433002	2176.953478	3130.667038	5386.137656	3231.818612	1918.399093	2529.955592	5289.839148	4245.932772	3130.667038	5593.616175	1653.849199	1627.852423	4430.950426	2965.684274	1233.028538	2176.953478	1836.511721	2660.892641	3461.308373	2460.117207	4996.445978	3378.153016	5429.255262	8295.391711	6790.29513	5487.494193	4955.023533	4686.688052	3284.483163	4565.825721	4522.233182	3259.440233	5933.161129	6390.312368	5826.482158	3461.308373	4522.233182	4430.950426
DG 38:0	 [M+NH4]+	9.28	13.64058836	45422.88187	70745.84126	45422.88187	109969.6471	41906.14201	118653.7689	120405.1651	48177.30966	33353.91111	69968.40419	44979.14152	38334.3873	33709.44587	45422.88187	42525.83699	63518.89008	34025.85466	49992.58667	48177.30966	32089.70639	101230.3089	73072.94312	65541.65096	34984.47131	111645.8634	169170.5188	94315.78286	89892.23749	91685.51901	54974.6959	54974.6959	49992.58667	109969.6471	82082.74546	64495.07466	94315.78286	107976.7383	113034.0706	77564.55512	115371.6908	79906.4642	236812.3042	166501.1962	160819.3174	98002.17611	111645.8634	186913.6971	82082.74546
DG 38:1	 [M+NH4]+	8.99	5.285576208	17331.87007	9337.008436	14869.87986	7461.35657	15019.40266	13519.95059	6697.629949	17646.00525	21578.76444	9259.423345	10824.47854	18001.09703	17331.87007	10447.42966	14869.87986	7813.504373	13943.38698	13943.38698	11966.49557	14869.87986	7813.504373	8627.711884	9681.99512	10824.47854	7813.504373	8121.861752	6033.81833	5289.839148	6790.29513	9054.47894	12176.94637	10172.95485	19718.04588	13690.83598	17463.65618	12305.90809	11471.68216	12656.18091	17862.50742	12176.94637	12176.94637	9793.243288	14869.87986	12446.06247	11196.72951	13519.95059	6860.866275	10172.95485
DG 38:2	 [M+NH4]+	8.61	19.10420271	28816.39338	14204.14243	22880.89744	23474.77635	23908.99422	23908.99422	22082.21869	22468.11183	32488.07954	26696.97761	26696.97761	21392.72294	29540.51647	16200.60125	19885.58665	31012.7822	18001.09703	13174.93997	20831.16733	17862.50742	11024.14349	10447.42966	22082.21869	17463.65618	13519.95059	11966.49557	9986.22697	16945.26735	20470.26498	17862.50742	27804.34076	17862.50742	30703.47362	21392.72294	21239.9287	15922.77687	13174.93997	20831.16733	22327.21182	16055.98323	16055.98323	7746.09192	15196.55845	23243.56693	15922.77687	11622.4413	27804.34076	23474.77635
DG 38:3	 [M+NH4]+	8.38	17.09413274	174216.0384	66431.73261	183777.1748	65541.65096	118653.7689	128728.9914	60797.1668	150334.73	279768.6265	104345.6196	136613.6724	183777.1748	208714.825	71783.0883	124942.0614	96567.18597	155761.5367	115371.6908	140845.2377	130490.0362	60024.92445	39474.37337	86274.81925	86274.81925	99507.87234	83895.46567	69107.74852	63518.89008	68180.49027	89892.23749	130490.0362	115371.6908	150334.73	107976.7383	102761.4095	117112.8993	60797.1668	74111.75373	121906.8834	96567.18597	64495.07466	48177.30966	82082.74546	89892.23749	86274.81925	65541.65096	91685.51901	107976.7383
