"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"IS CE 17:0"," [M+NH4]+",16918.440138125,19891.18345625,20146.66125,21147.9798,10929.9068270833,39680.7247291667,35996.6929583333,12733.7135229167,14897.7999666667,25967.2039708333,23233.8706583333,19115.4117291667,17455.5368979167,18674.26483125,14685.4924270833,14897.7999666667,17279.6473875,19115.4117291667,22041.1550416667,17713.37201125,46681.8105625,11451.6989166667,4590.27787916667,23896.8732708333,36301.3078958333,48247.6582083333,26274.7298125,32320.8331875,34761.9740416667,21690.7638125,24856.5608154167,11797.6597133333,35132.43426875,26523.0429802083,19349.0267854167,44412.8627791667,31880.2057020833,36706.7804583333,16918.440138125,36706.7804583333,35518.8674583333,73548.6860625,53090.3195625,48247.6582083333,37264.5128958333,43935.3072708333,48811.9424395833,27868.1684854167
"IS Ceramide","[M-H20]+",247168.375354167,485608.67625,307368.768333333,493910.028604167,181745.739229167,642838.29875,748741.774375,155197.662166667,157997.2889375,399230.988541667,296712.433125,201791.992395833,201791.992395833,208156.216,144945.939479167,582892.988958333,224222.190395833,356390.760270833,278186.300458333,215625.1535625,918030.559791667,582892.988958333,537359.801666667,291149.021291667,572028.583125,1020554.8875,477296.5580625,778100.338125,537359.801666667,593920.3375,411683.563208333,399230.988541667,509001.631458333,444628.601041667,381264.366666667,582892.988958333,547255.891083333,642838.29875,429112.1025,493910.028604167,572028.583125,964273.88125,939173.600416667,990908.912125,661084.090833333,675131.430625,1329791.351875,631005.036354167
"IS D31-TAG","IS D31-TAG",12208.0570270833,74338.4274791667,57334.1877083333,25623.082,9353.65248333333,1286642.34677083,58418.9196458333,12521.1103520833,27868.1684854167,23587.3646729167,19641.05985625,34761.9740416667,6976.185739625,6843.45225833333,7317.37660625,3886.24983541667,15253.59856375,37264.5128958333,165482.409145833,50898.3501458333,44955.9560208333,24240.4216354167,4431.5801955625,68491.3312083333,204916.895395833,341811.438895833,124788.458166667,34761.9740416667,36706.7804583333,6074.6298875,18902.8429770833,5363.15487083333,67928.8432916667,27868.1684854167,4260.46825625,39235.1869166667,90931.5903541667,122747.910791667,3886.24983541667,27868.1684854167,7317.37660625,241913.250604167,312966.80075,56636.005875,26274.7298125,16918.440138125,55420.7999375,18217.042298125
"IS d5-DAG","IS d5-DAG",619057.386041667,1047346.36708333,731614.670625,1103731.71041667,501845.069166667,2090641.86958333,1600816.26833333,509001.631458333,381264.366666667,778100.338125,713392.294791667,477296.5580625,437836.651041667,675131.430625,582892.988958333,1103731.71041667,493910.028604167,695841.508541667,824440.960208333,509001.631458333,1250939.58645833,1139996.43708333,918030.559791667,558685.755833333,1379581.21604167,1944258.22375,1103731.71041667,1250939.58645833,1474755.46979167,850065.198958333,748741.774375,778100.338125,1329791.351875,1250939.58645833,918030.559791667,1223395.68479167,1944258.22375,1944258.22375,895955.378125,1669430.43279167,1182930.09916667,2591701.14645833,2471398.25833333,1600816.26833333,1139996.43708333,1600816.26833333,2471398.25833333,1182930.09916667
"IS DG 34:1"," [M+NH4]+",317999.325729167,367035.642,356390.760270833,518917.9395625,352193.677083333,356390.760270833,381264.366666667,399230.988541667,558685.755833333,518917.9395625,493910.028604167,419871.779375,372957.190208333,429112.1025,336764.72075,800581.565833333,388219.817041667,347218.853979167,452582.675208333,291149.021291667,372957.190208333,509001.631458333,713392.294791667,404244.566666667,291149.021291667,283713.82425,341811.438895833,437836.651041667,404244.566666667,509001.631458333,347218.853979167,558685.755833333,605053.808916667,593920.3375,661084.090833333,509001.631458333,437836.651041667,429112.1025,871241.879375,452582.675208333,642838.29875,485608.67625,459494.973958333,593920.3375,527596.454375,593920.3375,731614.670625,800581.565833333
"IS lysoPC 17:0","[M+H]+",1182930.09916667,871241.879375,1020554.8875,1429079.95854167,871241.879375,2264806.68870833,1944258.22375,850065.198958333,593920.3375,1182930.09916667,1103731.71041667,871241.879375,800581.565833333,964273.88125,939173.600416667,1250939.58645833,1047346.36708333,1076133.891875,800581.565833333,871241.879375,2165078.83958333,1871071.78145833,1250939.58645833,748741.774375,1429079.95854167,2264806.68870833,1539471.70125,1669430.43279167,1944258.22375,1669430.43279167,1103731.71041667,1139996.43708333,1474755.46979167,1329791.351875,1250939.58645833,1750732.02770833,2365270.17333333,1539471.70125,1250939.58645833,2165078.83958333,1429079.95854167,2365270.17333333,2591701.14645833,2090641.86958333,1944258.22375,2090641.86958333,2780240.528125,1669430.43279167
"IS MG 17:0"," [M+NH4]+",52000.5561458333,49724.7607916667,59215.9472708333,74338.4274791667,45542.9782166667,148761.655333333,105478.261166667,48247.6582083333,40845.2382083333,81135.794125,68491.3312083333,57334.1877083333,56134.2555625,57840.8919375,53476.7067916667,100629.472854167,61941.7941666667,68491.3312083333,36706.7804583333,43935.3072708333,130540.979770833,90931.5903541667,78549.2828541667,38819.6143145833,92192.15425,126433.602229167,81135.794125,93402.3804166667,89785.6260833333,88328.4516041667,59215.9472708333,65524.2362916667,89785.6260833333,85167.3830833333,81845.5188958333,117087.23825,111575.404125,86440.493875,81845.5188958333,104200.522958333,93402.3804166667,165482.409145833,144945.939479167,129259.268333333,115677.330875,110340.330791667,144945.939479167,88328.4516041667
"IS PC 34:0"," [M+H]+",605053.808916667,1223395.68479167,661084.090833333,964273.88125,518917.9395625,1669430.43279167,1250939.58645833,518917.9395625,356390.760270833,572028.583125,518917.9395625,509001.631458333,404244.566666667,537359.801666667,661084.090833333,871241.879375,605053.808916667,661084.090833333,1182930.09916667,918030.559791667,1474755.46979167,1474755.46979167,895955.378125,778100.338125,1250939.58645833,1539471.70125,1379581.21604167,1223395.68479167,939173.600416667,731614.670625,675131.430625,731614.670625,939173.600416667,695841.508541667,800581.565833333,990908.912125,1429079.95854167,1669430.43279167,964273.88125,1474755.46979167,1047346.36708333,2165078.83958333,1474755.46979167,1669430.43279167,1223395.68479167,1813130.91208333,1813130.91208333,939173.600416667
"IS PS 34:0","[M+H]+",47678.7511041667,121385.01425,39235.1869166667,61941.7941666667,53090.3195625,129259.268333333,155197.662166667,24566.8745625,63370.7477291667,49216.6025833333,47678.7511041667,26801.7846875,70833.587375,38489.1075625,39235.1869166667,27868.1684854167,41742.3810208333,58418.9196458333,86440.493875,40450.5103958333,124788.458166667,155197.662166667,50262.1638541667,94455.8167916667,110340.330791667,107649.473770833,122747.910791667,129259.268333333,124788.458166667,75654.953375,81135.794125,74338.4274791667,78549.2828541667,56134.2555625,37669.1065354167,56134.2555625,68491.3312083333,139969.648395833,57840.8919375,89785.6260833333,63370.7477291667,393735.844395833,155197.662166667,352193.677083333,79503.6455208333,211527.645625,215625.1535625,85167.3830833333
"IS SM 35:1","[M+H]+",220360.636208333,1020554.8875,336764.72075,1047346.36708333,256699.1536875,1379581.21604167,1813130.91208333,256699.1536875,151226.822979167,509001.631458333,291149.021291667,247168.375354167,155197.662166667,278186.300458333,195059.6044375,778100.338125,278186.300458333,429112.1025,459494.973958333,317999.325729167,2264806.68870833,1329791.351875,778100.338125,429112.1025,939173.600416667,1813130.91208333,1223395.68479167,1474755.46979167,1286642.34677083,748741.774375,501845.069166667,468410.748333333,871241.879375,572028.583125,558685.755833333,1047346.36708333,1076133.891875,2165078.83958333,695841.508541667,1429079.95854167,800581.565833333,2780240.528125,1944258.22375,2264806.68870833,1539471.70125,1750732.02770833,2911816.0125,964273.88125
"CerP 44:2"," [M+H]+@7.43",429112.1025,642838.29875,527596.454375,605053.808916667,468410.748333333,748741.774375,675131.430625,419871.779375,361526.916875,444628.601041667,274496.307375,341811.438895833,251937.8936875,399230.988541667,558685.755833333,695841.508541667,404244.566666667,317999.325729167,444628.601041667,444628.601041667,631005.036354167,619057.386041667,452582.675208333,367035.642,619057.386041667,824440.960208333,713392.294791667,642838.29875,501845.069166667,444628.601041667,452582.675208333,419871.779375,452582.675208333,642838.29875,731614.670625,800581.565833333,1182930.09916667,1250939.58645833,631005.036354167,850065.198958333,895955.378125,1139996.43708333,1103731.71041667,895955.378125,871241.879375,964273.88125,1182930.09916667,695841.508541667
"DG 30:1"," [M+NH4]+@6.96",4260.46825625,24240.4216354167,1104.16017083333,22665.9946375,3702.88476222917,5205.36422291667,5563.45152708333,1309.33436666667,6388.55670208333,11451.6989166667,8380.37425208333,3367.35395625,2274.71810547917,2274.71810547917,1543.80896666667,1543.80896666667,8510.12641710417,9015.43388622917,6226.62668752083,6843.45225833333,4788.84555208333,8239.51337916667,5687.5228625,4110.15130833333,6976.185739625,9643.41125625,12371.68410625,23587.3646729167,2956.38965208333,4260.46825625,892.096423479167,1104.16017083333,12521.1103520833,11271.4891083333,37264.5128958333,13100.4314779167,2274.71810547917,3886.24983541667,5363.15487083333,2454.35246389583,19349.0267854167,13793.9498520833,9188.67001875,26801.7846875,4431.5801955625,4590.27787916667,5037.02621591667,8380.37425208333
"DG 30:2"," [M+NH4]+@6.49",2679.58472916667,6712.92034166667,5563.45152708333,17455.5368979167,3152.55378541667,1947.98210416667,4110.15130833333,2105.97961635417,9643.41125625,16698.2329104167,9970.67592916667,4110.15130833333,4260.46825625,3886.24983541667,4110.15130833333,12521.1103520833,12521.1103520833,11451.6989166667,5964.098125,6976.185739625,12920.11145,7487.6791625,10173.5356083333,3886.24983541667,8239.51337916667,12371.68410625,8851.44019166667,30346.8276920833,3152.55378541667,7897.77755979167,5563.45152708333,13793.9498520833,17966.8428285417,8510.12641710417,41274.0413958333,7897.77755979167,3886.24983541667,5205.36422291667,6388.55670208333,4260.46825625,31491.0594625,10804.934955625,8239.51337916667,21147.9798,3533.26275416667,8851.44019166667,6976.185739625,8510.12641710417
"DG 32:0"," [M+NH4]+@7.99",38113.9234583333,89785.6260833333,41274.0413958333,130540.979770833,35132.43426875,107649.473770833,157997.2889375,39235.1869166667,50262.1638541667,95637.5254583333,62528.8019791667,49724.7607916667,41274.0413958333,54058.5441875,39680.7247291667,117087.23825,35132.43426875,52558.7783958333,88328.4516041667,49724.7607916667,220360.636208333,133725.740541667,119817.908875,92192.15425,122747.910791667,195059.6044375,108870.446270833,108870.446270833,137923.558833333,92192.15425,63370.7477291667,67188.4175833333,188194.112895833,101744.752875,108870.446270833,110340.330791667,97589.85725,127907.580645833,131894.133770833,157997.2889375,104200.522958333,291149.021291667,168578.480083333,260950.051770833,153230.0098125,137923.558833333,291149.021291667,114033.618104167
"DG 32:1"," [M+NH4]+@7.54",54058.5441875,88328.4516041667,49216.6025833333,107649.473770833,32320.8331875,10341.8598477708,34367.3447854167,36706.7804583333,66285.647119375,115677.330875,83442.3537291667,56134.2555625,27178.2921166667,44412.8627791667,36706.7804583333,98488.9984166667,74338.4274791667,44955.9560208333,39235.1869166667,56134.2555625,39680.7247291667,57840.8919375,75654.953375,31491.0594625,47125.753125,45542.9782166667,63370.7477291667,118191.648479167,30022.8413104167,49724.7607916667,25967.2039708333,46681.8105625,101744.752875,94455.8167916667,201791.992395833,93402.3804166667,41742.3810208333,37264.5128958333,73548.6860625,45542.9782166667,146980.069479167,86440.493875,74925.1893541667,171582.499145833,70087.349375,71542.9390208333,67188.4175833333,81845.5188958333
"DG 32:2"," [M+NH4]+@7.09",56134.2555625,77177.759875,43385.1372083333,142519.639270833,23233.8706583333,5363.15487083333,35132.43426875,27178.2921166667,62528.8019791667,165482.409145833,98488.9984166667,66285.647119375,22899.858670625,43935.3072708333,25967.2039708333,85167.3830833333,148761.655333333,69306.7283541667,47678.7511041667,61230.7372083333,50262.1638541667,54058.5441875,99585.2541875,27589.69850625,51494.8755833333,78549.2828541667,88328.4516041667,220360.636208333,39235.1869166667,54058.5441875,34367.3447854167,54641.9437291667,179201.971395833,130540.979770833,336764.72075,124788.458166667,36706.7804583333,28557.1332383333,78549.2828541667,49216.6025833333,228776.827854167,115677.330875,89785.6260833333,228776.827854167,66285.647119375,70833.587375,44955.9560208333,79503.6455208333
"DG 33:0"," [M+NH4]+@8.26",6226.62668752083,16918.440138125,4260.46825625,19115.4117291667,7639.03570520833,12521.1103520833,26274.7298125,6843.45225833333,6571.39565416667,15469.404285625,13955.2876958333,9353.65248333333,9485.70386710417,8679.75186597917,4590.27787916667,17086.0433333333,6226.62668752083,11988.3043270833,10804.934955625,7782.68599375,30346.8276920833,17279.6473875,18217.042298125,10804.934955625,19641.05985625,40845.2382083333,11641.3961297917,16918.440138125,17455.5368979167,17279.6473875,12521.1103520833,10929.9068270833,33253.4282083333,15253.59856375,13284.17076875,25623.082,12208.0570270833,15866.414525,20873.1972125,14132.63154375,13472.613525,23587.3646729167,42164.6219166667,44412.8627791667,22899.858670625,13955.2876958333,46681.8105625,24856.5608154167
"DG 33:1"," [M+NH4]+@7.81",7782.68599375,8064.09285727083,3533.26275416667,10661.0348708333,6571.39565416667,6226.62668752083,1543.80896666667,3886.24983541667,11797.6597133333,9485.70386710417,9015.43388622917,5964.098125,7160.74577333333,6571.39565416667,6074.6298875,11641.3961297917,4260.46825625,9188.67001875,4110.15130833333,4260.46825625,3533.26275416667,11988.3043270833,5964.098125,4788.84555208333,4260.46825625,5205.36422291667,5205.36422291667,9353.65248333333,4431.5801955625,3886.24983541667,5363.15487083333,6712.92034166667,4788.84555208333,10341.8598477708,12920.11145,5687.5228625,5687.5228625,5964.098125,12733.7135229167,5563.45152708333,11067.97041875,16456.3332770833,6388.55670208333,12920.11145,3152.55378541667,6843.45225833333,15625.6791254167,8064.09285727083
"DG 34:0"," [M+NH4]+@8.50",918030.559791667,2016898.649375,964273.88125,3064562.81791667,1103731.71041667,3219384.37625,3576552.668125,778100.338125,1182930.09916667,2591701.14645833,1379581.21604167,1047346.36708333,990908.912125,939173.600416667,695841.508541667,2016898.649375,778100.338125,1182930.09916667,2090641.86958333,939173.600416667,3576552.668125,2471398.25833333,1871071.78145833,2090641.86958333,3576552.668125,5207135.4625,2264806.68870833,2780240.528125,3374869.32333333,2016898.649375,2016898.649375,1871071.78145833,4012036.635,2165078.83958333,1539471.70125,2591701.14645833,2090641.86958333,3064562.81791667,2365270.17333333,2591701.14645833,2090641.86958333,4771845.49770833,4012036.635,4351047.40833333,3219384.37625,2780240.528125,5207135.4625,3064562.81791667
"DG 34:2"," [M+NH4]+@7.62",459494.973958333,593920.3375,341811.438895833,731614.670625,372957.190208333,201791.992395833,356390.760270833,429112.1025,404244.566666667,800581.565833333,582892.988958333,411683.563208333,356390.760270833,631005.036354167,485608.67625,1076133.891875,661084.090833333,322626.111666667,265340.175,274496.307375,419871.779375,713392.294791667,1076133.891875,283713.82425,241913.250604167,274496.307375,271119.96925,850065.198958333,429112.1025,631005.036354167,381264.366666667,675131.430625,527596.454375,619057.386041667,1047346.36708333,518917.9395625,477296.5580625,356390.760270833,1020554.8875,558685.755833333,918030.559791667,537359.801666667,361526.916875,1076133.891875,731614.670625,800581.565833333,895955.378125,1020554.8875
"DG 34:3"," [M+NH4]+@7.21",95637.5254583333,195059.6044375,63985.9620833333,191210.7299375,64785.3328333333,11797.6597133333,74925.1893541667,63985.9620833333,117087.23825,215625.1535625,195059.6044375,98488.9984166667,60452.2882291667,129259.268333333,77773.9535833333,224222.190395833,173720.010708333,89785.6260833333,63370.7477291667,81135.794125,104200.522958333,139969.648395833,233211.262916667,75654.953375,57334.1877083333,74925.1893541667,38489.1075625,283713.82425,77773.9535833333,127907.580645833,89785.6260833333,119817.908875,173720.010708333,160780.199875,251937.8936875,133725.740541667,73548.6860625,59918.9448958333,191210.7299375,137923.558833333,215625.1535625,163407.243291667,88328.4516041667,361526.916875,133725.740541667,151226.822979167,160780.199875,228776.827854167
"DG 35:0"," [M+NH4]+@8.75",49216.6025833333,93402.3804166667,35132.43426875,101744.752875,50262.1638541667,89785.6260833333,126433.602229167,41742.3810208333,31125.6742291667,55420.7999375,39680.7247291667,31125.6742291667,46056.3711902083,48811.9424395833,35132.43426875,67188.4175833333,33253.4282083333,35518.8674583333,70833.587375,21690.7638125,144945.939479167,95637.5254583333,70087.349375,45542.9782166667,106572.533145833,171582.499145833,67928.8432916667,73548.6860625,107649.473770833,65524.2362916667,54641.9437291667,44955.9560208333,114033.618104167,71542.9390208333,74338.4274791667,112835.511583333,104200.522958333,118191.648479167,97589.85725,105478.261166667,78549.2828541667,274496.307375,181745.739229167,173720.010708333,106572.533145833,114033.618104167,201791.992395833,110340.330791667
"DG 35:1"," [M+NH4]+@8.27",25623.082,8239.51337916667,25194.7908854167,20146.66125,22665.9946375,29689.5431666667,21420.783355625,22041.1550416667,28557.1332383333,29689.5431666667,21147.9798,28943.911,29326.2607185417,24240.4216354167,22309.769875,39680.7247291667,21147.9798,26523.0429802083,23587.3646729167,21420.783355625,18217.042298125,22899.858670625,30022.8413104167,25623.082,11988.3043270833,17713.37201125,9015.43388622917,17455.5368979167,17966.8428285417,20652.5832645833,21420.783355625,23233.8706583333,48247.6582083333,30022.8413104167,32320.8331875,25194.7908854167,20873.1972125,21420.783355625,48811.9424395833,24856.5608154167,28196.1858279167,18439.56135,23896.8732708333,36706.7804583333,32320.8331875,20652.5832645833,35518.8674583333,38489.1075625
"DG 35:2"," [M+NH4]+@7.88",3367.35395625,6976.185739625,4788.84555208333,16918.440138125,3533.26275416667,7782.68599375,7782.68599375,5687.5228625,12521.1103520833,9807.16972916667,11641.3961297917,5781.85667220833,6074.6298875,8851.44019166667,1708.96102291667,23233.8706583333,5563.45152708333,4260.46825625,13284.17076875,3152.55378541667,12371.68410625,20146.66125,25623.082,12920.11145,4431.5801955625,7897.77755979167,3367.35395625,13793.9498520833,12208.0570270833,12521.1103520833,8851.44019166667,10341.8598477708,12920.11145,7897.77755979167,16060.272025,7160.74577333333,11067.97041875,12208.0570270833,20652.5832645833,13955.2876958333,16698.2329104167,8679.75186597917,7160.74577333333,16698.2329104167,16698.2329104167,21420.783355625,27868.1684854167,15866.414525
"DG 36:0"," [M+NH4]+@8.93",10291687.2833333,8804327.59583333,10291687.2833333,15297776.6354167,9761283.07916667,15297776.6354167,12963915.1125,9761283.07916667,7337159.01833333,13436829.5770833,11750758.5625,6923870.225,8174526.74583333,9761283.07916667,9326367.15833333,15297776.6354167,6463363.02708333,10762257.1729167,8804327.59583333,7780446.52291667,15297776.6354167,15297776.6354167,13436829.5770833,6463363.02708333,15297776.6354167,15297776.6354167,15297776.6354167,15297776.6354167,12963915.1125,12963915.1125,12241928.33125,13436829.5770833,15297776.6354167,15297776.6354167,12963915.1125,15297776.6354167,15297776.6354167,10762257.1729167,12963915.1125,15297776.6354167,15297776.6354167,15297776.6354167,15297776.6354167,15297776.6354167,12241928.33125,15297776.6354167,15297776.6354167,12963915.1125
"DG 36:1"," [M+NH4]+@8.53",824440.960208333,518917.9395625,939173.600416667,547255.891083333,800581.565833333,1182930.09916667,631005.036354167,748741.774375,1429079.95854167,731614.670625,661084.090833333,939173.600416667,1047346.36708333,558685.755833333,675131.430625,675131.430625,800581.565833333,778100.338125,964273.88125,824440.960208333,661084.090833333,429112.1025,593920.3375,675131.430625,748741.774375,800581.565833333,493910.028604167,509001.631458333,547255.891083333,619057.386041667,800581.565833333,661084.090833333,1076133.891875,748741.774375,631005.036354167,748741.774375,509001.631458333,605053.808916667,778100.338125,518917.9395625,593920.3375,731614.670625,871241.879375,675131.430625,748741.774375,582892.988958333,871241.879375,731614.670625
"DG 36:2"," [M+NH4]+@8.12",748741.774375,800581.565833333,850065.198958333,1182930.09916667,1020554.8875,939173.600416667,1076133.891875,990908.912125,1103731.71041667,1286642.34677083,1047346.36708333,895955.378125,1250939.58645833,1020554.8875,1139996.43708333,2365270.17333333,918030.559791667,748741.774375,871241.879375,675131.430625,1020554.8875,1429079.95854167,2016898.649375,939173.600416667,713392.294791667,518917.9395625,452582.675208333,1020554.8875,1429079.95854167,1379581.21604167,1329791.351875,1474755.46979167,964273.88125,990908.912125,871241.879375,675131.430625,850065.198958333,800581.565833333,1669430.43279167,918030.559791667,1020554.8875,778100.338125,593920.3375,1250939.58645833,1474755.46979167,1103731.71041667,1600816.26833333,2016898.649375
"DG 36:3"," [M+NH4]+@7.73",381264.366666667,429112.1025,241913.250604167,619057.386041667,437836.651041667,144945.939479167,537359.801666667,501845.069166667,330147.239958333,661084.090833333,572028.583125,372957.190208333,459494.973958333,850065.198958333,631005.036354167,1286642.34677083,437836.651041667,260950.051770833,224222.190395833,228776.827854167,642838.29875,1182930.09916667,1539471.70125,372957.190208333,208156.216,146980.069479167,107649.473770833,572028.583125,778100.338125,895955.378125,619057.386041667,850065.198958333,352193.677083333,493910.028604167,477296.5580625,291149.021291667,485608.67625,361526.916875,1182930.09916667,572028.583125,675131.430625,404244.566666667,237707.7926875,631005.036354167,800581.565833333,778100.338125,1047346.36708333,1429079.95854167
"DG 36:4"," [M+NH4]+@7.50",163407.243291667,106572.533145833,148761.655333333,204916.895395833,139969.648395833,163407.243291667,95637.5254583333,168578.480083333,256699.1536875,121385.01425,115677.330875,224222.190395833,256699.1536875,102812.893875,215625.1535625,237707.7926875,191210.7299375,173720.010708333,160780.199875,188194.112895833,121385.01425,260950.051770833,347218.853979167,100629.472854167,133725.740541667,96618.0979583333,114033.618104167,191210.7299375,139969.648395833,241913.250604167,133725.740541667,130540.979770833,260950.051770833,241913.250604167,271119.96925,247168.375354167,173720.010708333,274496.307375,220360.636208333,201791.992395833,179201.971395833,135503.866083333,201791.992395833,265340.175,191210.7299375,130540.979770833,220360.636208333,224222.190395833
"DG 37:0"," [M+NH4]+@9.14",8510.12641710417,29689.5431666667,16698.2329104167,34761.9740416667,13617.5047666667,28943.911,44955.9560208333,8510.12641710417,13955.2876958333,10929.9068270833,10341.8598477708,7897.77755979167,5363.15487083333,10481.4209958333,7487.6791625,25194.7908854167,7317.37660625,9643.41125625,17279.6473875,8239.51337916667,42716.663326875,17455.5368979167,15069.44705625,20381.8806229167,37264.5128958333,57334.1877083333,27589.69850625,41274.0413958333,27868.1684854167,13100.4314779167,17966.8428285417,10804.934955625,36301.3078958333,24240.4216354167,17966.8428285417,40450.5103958333,38489.1075625,48247.6582083333,27589.69850625,29326.2607185417,23233.8706583333,102812.893875,93402.3804166667,72765.470375,27868.1684854167,52000.5561458333,58418.9196458333,27178.2921166667
"DG 37:1"," [M+NH4]+@8.77",9485.70386710417,12208.0570270833,6074.6298875,4431.5801955625,9807.16972916667,8064.09285727083,5363.15487083333,5964.098125,13472.613525,5964.098125,10173.5356083333,11641.3961297917,6712.92034166667,6388.55670208333,10341.8598477708,11271.4891083333,7782.68599375,9485.70386710417,8064.09285727083,5037.02621591667,3152.55378541667,7317.37660625,4788.84555208333,6388.55670208333,3886.24983541667,8380.37425208333,5781.85667220833,9188.67001875,6712.92034166667,7782.68599375,7317.37660625,13955.2876958333,16456.3332770833,6712.92034166667,9807.16972916667,9188.67001875,6571.39565416667,9353.65248333333,9970.67592916667,10481.4209958333,13793.9498520833,8380.37425208333,16456.3332770833,23587.3646729167,7782.68599375,14685.4924270833,11641.3961297917,7639.03570520833
"DG 37:4"," [M+NH4]+@7.89",7487.6791625,10173.5356083333,7782.68599375,6388.55670208333,5781.85667220833,14542.8062291667,8380.37425208333,3702.88476222917,18674.26483125,11797.6597133333,6571.39565416667,9643.41125625,14542.8062291667,9970.67592916667,5563.45152708333,8851.44019166667,14542.8062291667,12371.68410625,9807.16972916667,16456.3332770833,5205.36422291667,5205.36422291667,14132.63154375,8851.44019166667,3533.26275416667,5964.098125,5563.45152708333,8679.75186597917,10173.5356083333,7639.03570520833,13955.2876958333,10661.0348708333,14542.8062291667,24856.5608154167,18902.8429770833,15866.414525,14542.8062291667,15469.404285625,9353.65248333333,13100.4314779167,13955.2876958333,11451.6989166667,17455.5368979167,20146.66125,17713.37201125,10929.9068270833,14132.63154375,13284.17076875
"DG 38:0"," [M+NH4]+@9.28",130540.979770833,215625.1535625,130540.979770833,317999.325729167,121385.01425,361526.916875,347218.853979167,144945.939479167,92192.15425,198741.263020833,127907.580645833,108870.446270833,94455.8167916667,130540.979770833,126433.602229167,184886.350125,96618.0979583333,137923.558833333,131894.133770833,92192.15425,278186.300458333,211527.645625,179201.971395833,97589.85725,317999.325729167,477296.5580625,278186.300458333,260950.051770833,260950.051770833,155197.662166667,148761.655333333,131894.133770833,296712.433125,237707.7926875,191210.7299375,265340.175,336764.72075,352193.677083333,233211.262916667,352193.677083333,233211.262916667,713392.294791667,485608.67625,485608.67625,278186.300458333,341811.438895833,527596.454375,247168.375354167
"DG 38:1"," [M+NH4]+@8.99",46056.3711902083,28557.1332383333,41742.3810208333,22899.858670625,41742.3810208333,40094.60165625,20652.5832645833,49216.6025833333,59918.9448958333,26274.7298125,30022.8413104167,48247.6582083333,46681.8105625,31125.6742291667,42164.6219166667,23587.3646729167,38489.1075625,38819.6143145833,36301.3078958333,41742.3810208333,23587.3646729167,26801.7846875,29326.2607185417,33253.4282083333,22899.858670625,23587.3646729167,18217.042298125,16060.272025,20381.8806229167,26523.0429802083,33753.5376708333,28943.911,55420.7999375,39235.1869166667,49724.7607916667,36301.3078958333,35518.8674583333,40450.5103958333,50262.1638541667,36301.3078958333,36301.3078958333,32320.8331875,44955.9560208333,37669.1065354167,35996.6929583333,41274.0413958333,21147.9798,30022.8413104167
"DG 38:2"," [M+NH4]+@8.61",81135.794125,44955.9560208333,65524.2362916667,69306.7283541667,69306.7283541667,71542.9390208333,64785.3328333333,65524.2362916667,88328.4516041667,74925.1893541667,74338.4274791667,59918.9448958333,82524.577875,46056.3711902083,56134.2555625,90931.5903541667,49724.7607916667,36706.7804583333,61230.7372083333,49216.6025833333,33253.4282083333,32726.7258375,67188.4175833333,48811.9424395833,38819.6143145833,35518.8674583333,30739.0435416667,48811.9424395833,60452.2882291667,50262.1638541667,77773.9535833333,49724.7607916667,85167.3830833333,59918.9448958333,61230.7372083333,45542.9782166667,40094.60165625,64785.3328333333,63370.7477291667,47678.7511041667,46056.3711902083,26523.0429802083,46056.3711902083,70087.349375,47678.7511041667,35518.8674583333,83442.3537291667,70087.349375
"DG 38:3"," [M+NH4]+@8.38",477296.5580625,201791.992395833,501845.069166667,184886.350125,336764.72075,393735.844395833,184886.350125,411683.563208333,713392.294791667,283713.82425,361526.916875,493910.028604167,558685.755833333,220360.636208333,361526.916875,271119.96925,419871.779375,307368.768333333,381264.366666667,361526.916875,165482.409145833,115677.330875,247168.375354167,233211.262916667,283713.82425,241913.250604167,208156.216,176776.171729167,188194.112895833,251937.8936875,356390.760270833,302650.984854167,411683.563208333,291149.021291667,307368.768333333,330147.239958333,188194.112895833,228776.827854167,336764.72075,296712.433125,184886.350125,144945.939479167,241913.250604167,271119.96925,251937.8936875,195059.6044375,271119.96925,302650.984854167
