"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"IS Ceramide","[M-H20]+",6146151.88291667,6146151.88291667,5655515.28125,6582154.59166667,9755597.76458333,7851280.475,4836645.95625,7612027.44583333,6789534.80625,3916730.53729167,4976780.24,4727666.13291667,4727666.13291667,5655515.28125,4976780.24,10616635.0145833,5655515.28125,4566833.52125,4366321.65,6360992.21458333,5965432.52583333,3670709.625,4836645.95625,7079374.725,7612027.44583333,6789534.80625,4038338.64895833,4457174.5875,5301414.23125,20143353.09375,4727666.13291667,4727666.13291667,4836645.95625,4976780.24,4457174.5875,5301414.23125,4038338.64895833,3216372.17666667,4727666.13291667,7079374.725,6789534.80625,3831395.5775,4137693.61458333,3916730.53729167,5123785.241875,9304423.95625,3745680.86541667,3589949.93333333
"IS DG 34:1"," [M+NH4]+",18815500.5395833,20143353.09375,18815500.5395833,13789544.6375,18047638.625,21119103.5416667,22516614.3541667,16069104.2770833,17322521.16875,22516614.3541667,21119103.5416667,19536481.5583333,18047638.625,18815500.5395833,17322521.16875,23256463.9229167,29951906.3125,21119103.5416667,28708610.9375,19536481.5583333,17322521.16875,12166443.9208333,25633624.8958333,27570412.8333333,25633624.8958333,11453645.4258333,12166443.9208333,14722169.1104167,11038143.1522917,13789544.6375,14259979.2229167,17322521.16875,17322521.16875,24801394.25,24064323.6458333,28708610.9375,24064323.6458333,13789544.6375,20143353.09375,14722169.1104167,27570412.8333333,13236172.8583333,9304423.95625,13236172.8583333,25633624.8958333,22516614.3541667,15346986.3791667,16597529.8541667
"IS lysoPC 17:0","[M+H]+",3589949.93333333,3745680.86541667,2630454.799375,3216372.17666667,4727666.13291667,4366321.65,2514590.8375,4366321.65,4366321.65,2896975.995625,2896975.995625,2757027.06375,3916730.53729167,3745680.86541667,2702615.30833333,3831395.5775,3034334.67083333,2896975.995625,2105446.74770833,2896975.995625,3446408.62854167,2702615.30833333,2757027.06375,4566833.52125,3745680.86541667,3831395.5775,3831395.5775,7327918.06666667,3216372.17666667,7851280.475,3916730.53729167,3589949.93333333,2166483.216875,3446408.62854167,3297044.77145833,3216372.17666667,1876953.28125,3511848.40833333,3122600.9125,3511848.40833333,2757027.06375,2630454.799375,3670709.625,3589949.93333333,3446408.62854167,4836645.95625,3589949.93333333,3297044.77145833
"IS MG 17:0"," [M+NH4]+",111670.144916667,137923.22225,100740.069520833,132221.413625,197902.64975,129413.990145833,93105.01275,123420.386541667,139219.2994375,123420.386541667,95387.1177916667,95387.1177916667,123420.386541667,122037.462229167,99548.0858958333,176284.2899375,123420.386541667,117290.30725,86100.349,134879.812770833,139219.2994375,79498.598375,109280.428791667,170742.833791667,139219.2994375,120813.5221875,132221.413625,170742.833791667,108033.138,263626.953958333,163269.9201875,127900.660479167,92241.2893958333,107130.95575,95387.1177916667,112705.888666667,78770.529875,112705.888666667,97384.5068541667,124789.6565625,97384.5068541667,88898.721875,122037.462229167,145343.7985,129413.990145833,190996.3430625,143811.099270833,101850.707708333
"IS PC 34:0"," [M+H]+",12709726.8291667,13236172.8583333,11038143.1522917,8212291.17291667,13789544.6375,12166443.9208333,10217298.9270833,12166443.9208333,11453645.4258333,7851280.475,9304423.95625,10217298.9270833,10217298.9270833,15346986.3791667,7327918.06666667,11453645.4258333,8893685.39375,8563532.54791667,7851280.475,10217298.9270833,10217298.9270833,8563532.54791667,7327918.06666667,8893685.39375,9304423.95625,10616635.0145833,14722169.1104167,12166443.9208333,12166443.9208333,21119103.5416667,12166443.9208333,13236172.8583333,8563532.54791667,9304423.95625,9755597.76458333,9304423.95625,5481322.891875,12709726.8291667,12166443.9208333,12709726.8291667,9304423.95625,9304423.95625,8563532.54791667,12709726.8291667,7612027.44583333,12166443.9208333,11038143.1522917,8893685.39375
"IS PE 34:0"," [M+H]+",1032736.30416667,1376621.83270833,906344.848958333,1067423.18770833,2058592.754375,1323733.98458333,705193.872666667,1124093.27333333,1221280.26833333,803773.504375,988829.731666667,1032736.30416667,946931.031041667,1032736.30416667,825786.844791667,1661826.45708333,1003414.468125,884037.740208333,725598.588333333,1323733.98458333,1245282.08416667,1003414.468125,772608.6589375,1543943.68708333,1164661.53375,1185863.28125,705193.872666667,932383.674083333,988829.731666667,3831395.5775,1087743.68083333,1295747.646875,749885.030625,1124093.27333333,976542.24375,1164661.53375,685782.794166667,815377.365416667,1164661.53375,1272270.6175,1145196.078125,1003414.468125,1185863.28125,1019271.50145833,848163.313125,1751977.68125,1003414.468125,848163.313125
"IS PS 34:0","[M+H]+",615147.136666667,685782.794166667,624597.731041667,563971.843958333,920104.460416667,663859.14625,543901.263791667,594842.338770833,705193.872666667,485044.289375,601636.134770833,647497.816875,725598.588333333,536572.832708333,663859.14625,838007.397291667,550701.4945,663859.14625,696936.794166667,685782.794166667,633098.877666667,557058.358125,668877.216666667,663859.14625,647497.816875,749885.030625,714517.299583333,705193.872666667,772608.6589375,1019271.50145833,742218.75375,685782.794166667,640626.087083333,647497.816875,557058.358125,663859.14625,647497.816875,760910.339791667,640626.087083333,742218.75375,498743.636875,705193.872666667,725598.588333333,550701.4945,663859.14625,749885.030625,663859.14625,563971.843958333
"IS SM 35:1","[M+H]+",286458.6004375,380563.533541667,197902.64975,228379.897395833,516650.663770833,441648.646625,172576.3846875,398215.871,242685.963270833,92241.2893958333,177867.150979167,248330.808395833,165236.349791667,267047.067979167,202561.782458333,550701.4945,205250.092645833,200137.63291875,129413.990145833,323138.7884375,327795.408125,140934.707875,210241.908791667,587619.085,332265.799541667,615147.136666667,323138.7884375,267047.067979167,336440.309583333,2330468.18354167,242685.963270833,296277.1863125,205250.092645833,239866.185,210241.908791667,280419.571875,130738.621270833,239866.185,314675.687166667,303824.284791667,286458.6004375,280419.571875,314675.687166667,245794.828541667,340717.077645833,563971.843958333,231540.946,216337.379395833
"IS TG 51:0"," [M+NH4]+",1543943.68708333,286458.6004375,1876953.28125,633098.877666667,1199766.82041667,1794788.13785417,647497.816875,1575483.55375,1067423.18770833,93105.01275,81957.5792083333,140934.707875,782021.97,858783.875208333,289788.032708333,269992.248958333,95387.1177916667,75717.1281666667,59682.9316229167,185539.464520833,360924.114875,393158.979541667,142458.392583333,615147.136666667,190996.3430625,2166483.216875,492268.004458333,988829.731666667,1604881.87645833,1794788.13785417,410057.990395833,267047.067979167,536572.832708333,195306.731166667,253710.470958333,404398.493333333,267047.067979167,725598.588333333,267047.067979167,1221280.26833333,318394.531166667,647497.816875,242685.963270833,749885.030625,110484.336125,2012415.680625,594842.338770833,200137.63291875
"CE(16:0)"," [M+NH4]+@10.97",16135.3973,20125.730675,13579.1422708333,14665.7700833333,18026.8760208333,14665.7700833333,11173.58905125,15562.1559541667,11777.23007875,15562.1559541667,14665.7700833333,21293.78144375,16505.2879327083,15945.6565854167,20327.2089354167,37669.7818354167,21293.78144375,22616.5221875,146786.310625,39263.0399625,54056.9692291667,72212.0944791667,24625.9173416667,38089.6647916667,66545.5362708333,19033.5081041667,18406.2964958333,12734.9498625,12857.9991604167,26392.5756875,18406.2964958333,18207.3656583333,87865.2452708333,24843.3131041667,25893.6357083333,32169.4632708333,46438.342625,15760.8227958333,18026.8760208333,25113.4200666667,19522.6154833333,20327.2089354167,22383.505125,25893.6357083333,33884.0157104167,23723.6795208333,32500.0010208333,28004.9006875
"CE(16:1)"," [M+NH4]+@10.67",23723.6795208333,11063.55991875,22826.97823125,21639.46958125,25113.4200666667,32866.1555895833,24843.3131041667,15382.4757354167,28004.9006875,35816.3162291667,30326.4873541667,25594.5102708333,30924.6930833333,21639.46958125,38822.9027708333,253710.470958333,27791.6515625,54056.9692291667,88898.721875,61832.124,63084.456975,50847.8725833333,41326.721875,76601.1022291667,80446.5589166667,16830.5199791667,13450.87329375,4213.114564375,14342.9598458333,25893.6357083333,16665.4843910417,14342.9598458333,68385.1153125,13161.08619375,12237.1612479167,23723.6795208333,26129.4248958333,9006.5733875,4213.114564375,7260.50949166667,25893.6357083333,16830.5199791667,13894.24385,14970.1396020833,29762.113875,11777.23007875,18545.5991125,8820.81390208333
"CE(16:2)"," [M+NH4]+@10.09",1033.30628541667,754.093020625,754.093020625,1217.85808291667,6831.30403583333,2121.26349979167,2364.36149895833,2763.48843541667,754.093020625,3088.31183833333,1757.67768041667,2121.26349979167,2623.87670645833,754.093020625,4576.24626604167,1757.67768041667,3245.77610041667,12571.7110729167,20875.6935022917,13579.1422708333,8820.81390208333,1406.59453645833,11926.43081,31470.8197414583,31470.8197414583,754.093020625,461.984829791667,461.984829791667,2763.48843541667,754.093020625,2121.26349979167,1406.59453645833,2492.598911875,461.984829791667,461.984829791667,461.984829791667,461.984829791667,754.093020625,754.093020625,2492.598911875,461.984829791667,2364.36149895833,1406.59453645833,1590.20871604167,16665.4843910417,1590.20871604167,2623.87670645833,461.984829791667
"CE(18:1)"," [M+NH4]+@10.91",202561.782458333,318394.531166667,222724.331208333,188368.1531875,370379.0025625,239866.185,197902.64975,207030.364104167,216337.379395833,310888.675166667,344742.4775,327795.408125,340717.077645833,259738.714166667,286458.6004375,1631356.14145833,245794.828541667,303824.284791667,1376621.83270833,492268.004458333,714517.299583333,838007.397291667,522700.307916667,573064.356708333,825786.844791667,251586.82925,269992.248958333,110484.336125,253710.470958333,251586.82925,314675.687166667,222724.331208333,1145196.078125,303824.284791667,340717.077645833,267047.067979167,436596.567083333,289788.032708333,197902.64975,269992.248958333,242685.963270833,267047.067979167,267047.067979167,398215.871,360924.114875,415525.639541667,441648.646625,310888.675166667
"CE(18:2)"," [M+NH4]+@10.68",137923.22225,170742.833791667,119485.529083333,103932.473791667,150585.3229375,133741.036666667,137923.22225,139219.2994375,150585.3229375,59682.9316229167,77957.8695416667,77276.4849583333,96382.5594375,71443.2747291667,80446.5589166667,267047.067979167,36944.6941666667,118357.5258125,140934.707875,153323.423833333,85265.2634375,601636.134770833,64478.1784166667,93946.0163125,133741.036666667,210241.908791667,242685.963270833,159275.822979167,219410.28,280419.571875,207030.364104167,133741.036666667,705193.872666667,69704.9708958333,142458.392583333,75717.1281666667,137923.22225,200137.63291875,120813.5221875,205250.092645833,130738.621270833,216337.379395833,137923.22225,318394.531166667,71443.2747291667,259738.714166667,314675.687166667,177867.150979167
"CE(22:6)"," [M+NH4]+@10.50",39748.0320229167,30614.2592604167,48715.0908541667,24843.3131041667,34538.0009583333,24625.9173416667,13726.38215625,34851.2422541667,30614.2592604167,12237.1612479167,19522.6154833333,16998.62016875,23723.6795208333,6990.41404583333,9312.20374791667,47170.469591875,14970.1396020833,36045.0457083333,29220.6867291667,45041.3144375,34851.2422541667,47741.2719375,21920.385375,32169.4632708333,57560.7078541667,49182.1519375,21639.46958125,60214.3088354167,27313.3729041667,28816.2794666667,34538.0009583333,19697.8504458333,49516.796725,19195.0620604167,19033.5081041667,9762.6391775,9762.6391775,16135.3973,22826.97823125,20125.730675,14514.95101875,38822.9027708333,26972.9900625,50392.7805833333,26129.4248958333,43832.7248958333,40522.6794583333,30032.3190041667
"CerP 36:2"," [M+H]+@5.84",4327.43820166667,5113.66155583333,4867.73271895833,2492.598911875,3400.52579083333,4461.60743229167,1217.85808291667,3971.275988125,5850.51300833333,1406.59453645833,2364.36149895833,2492.598911875,3812.95717958333,2121.26349979167,2763.48843541667,5266.40966041667,2763.48843541667,2492.598911875,2763.48843541667,3245.77610041667,2121.26349979167,4461.60743229167,4070.4072975,5850.51300833333,2763.48843541667,5266.40966041667,8682.4191375,3971.275988125,7843.24409583333,9571.38156875,5266.40966041667,4576.24626604167,3519.77838375,4867.73271895833,4576.24626604167,8820.81390208333,4867.73271895833,3245.77610041667,2492.598911875,3245.77610041667,3400.52579083333,7260.50949166667,8820.81390208333,7547.3915625,6990.41404583333,2916.834590625,7425.269565625,3400.52579083333
"DG 26:1"," [M+NH4]+@3.34",1406.59453645833,1590.20871604167,1217.85808291667,1033.30628541667,461.984829791667,1590.20871604167,1757.67768041667,461.984829791667,4749.57910291667,461.984829791667,1217.85808291667,754.093020625,1217.85808291667,1217.85808291667,461.984829791667,1406.59453645833,461.984829791667,1757.67768041667,1033.30628541667,754.093020625,1406.59453645833,2121.26349979167,461.984829791667,1941.58446208333,1033.30628541667,1406.59453645833,1590.20871604167,1217.85808291667,754.093020625,1757.67768041667,3400.52579083333,2121.26349979167,5266.40966041667,1590.20871604167,3088.31183833333,1406.59453645833,2623.87670645833,5431.01512395833,4867.73271895833,1217.85808291667,1217.85808291667,1217.85808291667,2623.87670645833,1033.30628541667,461.984829791667,3245.77610041667,4461.60743229167,2121.26349979167
"DG 26:2"," [M+NH4]+@5.06",17313.33044375,6121.53180916667,7697.18435458333,17488.1589520833,5850.51300833333,8301.19985645833,5850.51300833333,14064.3896629167,7110.71131770833,8820.81390208333,8820.81390208333,5850.51300833333,12406.9505125,42057.9943770833,9006.5733875,13299.2098845833,19352.8614958333,4461.60743229167,5554.74673354167,4990.58146791667,5554.74673354167,4327.43820166667,4213.114564375,6990.41404583333,10323.214229375,4749.57910291667,17313.33044375,31779.5540395833,5714.38435125,8024.2740125,8024.2740125,6529.76678333333,4749.57910291667,3245.77610041667,5714.38435125,5981.458525,7697.18435458333,4749.57910291667,2916.834590625,18545.5991125,7547.3915625,5981.458525,3971.275988125,4576.24626604167,10470.9626208333,7547.3915625,8563.15002854167,8682.4191375
"DG 28:2"," [M+NH4]+@5.76",10637.4816333333,8820.81390208333,13002.3994166667,29450.0392083333,7110.71131770833,11777.23007875,10470.9626208333,16665.4843910417,10753.284748125,12571.7110729167,10924.6485541667,9312.20374791667,6683.639894375,26972.9900625,7843.24409583333,15562.1559541667,7697.18435458333,6368.70267958333,7260.50949166667,9006.5733875,6121.53180916667,5554.74673354167,5554.74673354167,10637.4816333333,6259.24568104167,28576.6310625,32500.0010208333,35816.3162291667,11777.23007875,13894.24385,12571.7110729167,10753.284748125,17147.08530625,8563.15002854167,6683.639894375,11777.23007875,15382.4757354167,3519.77838375,7110.71131770833,19195.0620604167,12098.1868583333,7547.3915625,7843.24409583333,11777.23007875,6683.639894375,8024.2740125,6683.639894375,13002.3994166667
"DG 30:0"," [M+NH4]+@7.36",103932.473791667,59682.9316229167,88898.721875,60214.3088354167,84577.2832708333,88898.721875,92241.2893958333,54933.5999166667,67747.4288125,127900.660479167,73577.7543125,69704.9708958333,60661.0993125,59189.7479583333,50392.7805833333,109280.428791667,216337.379395833,57560.7078541667,172576.3846875,109280.428791667,112705.888666667,40179.6011458333,177867.150979167,165236.349791667,132221.413625,38089.6647916667,50392.7805833333,64478.1784166667,59682.9316229167,54933.5999166667,53000.0483541667,59189.7479583333,43119.4267291667,78770.529875,68978.1506041667,122037.462229167,97384.5068541667,24153.4036875,42057.9943770833,29450.0392083333,86100.349,40522.6794583333,36045.0457083333,26129.4248958333,119485.529083333,50392.7805833333,38822.9027708333,33229.8076666667
"DG 30:1"," [M+NH4]+@6.90",43449.1233958333,11173.58905125,48282.8317916667,43832.7248958333,55444.2193541667,51825.1675,42057.9943770833,30032.3190041667,24843.3131041667,73577.7543125,43449.1233958333,48282.8317916667,25113.4200666667,36045.0457083333,48715.0908541667,45925.7530416667,70793.0847708333,30614.2592604167,50017.03775,49516.796725,48715.0908541667,5714.38435125,56448.8900208333,85265.2634375,74218.3927916667,33546.7016666667,16998.62016875,14342.9598458333,9932.3434675,13299.2098845833,13299.2098845833,17488.1589520833,8024.2740125,16135.3973,18865.5329125,33229.8076666667,24153.4036875,2763.48843541667,7260.50949166667,18729.967825,15382.4757354167,6529.76678333333,3088.31183833333,5714.38435125,74981.0155,5113.66155583333,6831.30403583333,4576.24626604167
"DG 30:2"," [M+NH4]+@6.43",28004.9006875,16135.3973,23905.8558791667,81957.5792083333,25376.74891875,43832.7248958333,23723.6795208333,30924.6930833333,16998.62016875,30924.6930833333,29450.0392083333,27313.3729041667,23050.0030583333,22145.0118125,19033.5081041667,21478.86160625,18406.2964958333,8301.19985645833,14214.01789375,20669.3788041667,16310.5423083333,14802.1219791667,13726.38215625,30924.6930833333,15562.1559541667,63084.456975,64478.1784166667,36944.6941666667,21639.46958125,40179.6011458333,26392.5756875,31193.7376458333,27550.7279166667,17811.1429791667,10637.4816333333,14342.9598458333,27313.3729041667,9312.20374791667,9006.5733875,30032.3190041667,18026.8760208333,14514.95101875,8430.471375,18406.2964958333,28004.9006875,14064.3896629167,14802.1219791667,18865.5329125
"DG 30:3"," [M+NH4]+@6.00",11063.55991875,7697.18435458333,15760.8227958333,57560.7078541667,13726.38215625,14802.1219791667,10637.4816333333,20875.6935022917,9006.5733875,9571.38156875,10470.9626208333,8024.2740125,10038.557625,8024.2740125,5113.66155583333,14064.3896629167,5113.66155583333,4867.73271895833,1757.67768041667,3519.77838375,5113.66155583333,8563.15002854167,5981.458525,3644.90870729167,4749.57910291667,25376.74891875,36944.6941666667,35177.5056458333,16505.2879327083,5113.66155583333,16830.5199791667,15226.0996875,18865.5329125,4576.24626604167,10184.4060958333,6121.53180916667,11926.43081,5981.458525,4461.60743229167,14064.3896629167,11926.43081,11173.58905125,4327.43820166667,6831.30403583333,2121.26349979167,6683.639894375,9312.20374791667,16505.2879327083
"DG 32:0"," [M+NH4]+@7.88",307558.430791667,624597.731041667,344742.4775,163269.9201875,385925.4746875,370379.0025625,456173.3075,303824.284791667,277420.449958333,858783.875208333,594842.338770833,465581.6614375,380563.533541667,380563.533541667,310888.675166667,1104497.66166667,1966666.62875,498743.636875,1403471.98583333,449228.08875,647497.816875,456173.3075,1703774.20270833,803773.504375,1199766.82041667,257249.397104167,177867.150979167,608026.225625,344742.4775,314675.687166667,428660.119354167,522700.307916667,344742.4775,1272270.6175,963506.897916667,1661826.45708333,1145196.078125,292958.7354375,522700.307916667,336440.309583333,1019271.50145833,289788.032708333,216337.379395833,263626.953958333,838007.397291667,422658.847291667,280419.571875,398215.871
"DG 32:1"," [M+NH4]+@7.45",3831395.5775,1631356.14145833,3446408.62854167,1631356.14145833,2757027.06375,4137693.61458333,4038338.64895833,2514590.8375,2514590.8375,6582154.59166667,4366321.65,4137693.61458333,3446408.62854167,2702615.30833333,3745680.86541667,5481322.891875,6360992.21458333,3670709.625,5965432.52583333,5123785.241875,5481322.891875,696936.794166667,7079374.725,8212291.17291667,7327918.06666667,543901.263791667,791644.8413125,1003414.468125,714517.299583333,478692.1775,1185863.28125,1245282.08416667,825786.844791667,2757027.06375,2058592.754375,3511848.40833333,2330468.18354167,550701.4945,976542.24375,1199766.82041667,2330468.18354167,696936.794166667,478692.1775,528776.66375,9304423.95625,815377.365416667,685782.794166667,733277.282333333
"DG 32:2"," [M+NH4]+@7.02",663859.14625,344742.4775,733277.282333333,668877.216666667,760910.339791667,782021.97,663859.14625,536572.832708333,415525.639541667,1019271.50145833,749885.030625,543901.263791667,456173.3075,456173.3075,760910.339791667,725598.588333333,920104.460416667,456173.3075,676032.642291667,782021.97,615147.136666667,193173.003604167,640626.087083333,1019271.50145833,895540.258083333,428660.119354167,380563.533541667,280419.571875,286458.6004375,374936.764166667,263626.953958333,360924.114875,280419.571875,415525.639541667,456173.3075,456173.3075,663859.14625,137923.22225,190996.3430625,307558.430791667,587619.085,190996.3430625,157530.846895833,163269.9201875,963506.897916667,231540.946,150585.3229375,170742.833791667
"DG 32:3"," [M+NH4]+@6.60",61832.124,27313.3729041667,69704.9708958333,210241.908791667,72212.0944791667,83722.803875,80446.5589166667,72212.0944791667,46438.342625,41638.97925,82906.6564583333,58640.6394166667,34538.0009583333,43449.1233958333,47741.2719375,44578.6333958333,33229.8076666667,23533.94505,27550.7279166667,40522.6794583333,35524.23825,19033.5081041667,29450.0392083333,39748.0320229167,42057.9943770833,77276.4849583333,99548.0858958333,39263.0399625,46438.342625,57018.5526041667,31779.5540395833,46764.6124166667,44162.0178125,28816.2794666667,36045.0457083333,36944.6941666667,50847.8725833333,16310.5423083333,22145.0118125,44578.6333958333,54933.5999166667,21096.0139166667,15945.6565854167,17670.5568625,41638.97925,26392.5756875,16135.3973,25594.5102708333
"DG 32:6"," [M+NH4]+@5.57",6121.53180916667,1941.58446208333,6683.639894375,15945.6565854167,10924.6485541667,3245.77610041667,3400.52579083333,8563.15002854167,1941.58446208333,5981.458525,4070.4072975,9571.38156875,3971.275988125,13579.1422708333,7697.18435458333,6529.76678333333,2916.834590625,2121.26349979167,4867.73271895833,3400.52579083333,2916.834590625,6368.70267958333,754.093020625,1590.20871604167,2121.26349979167,16998.62016875,23533.94505,23533.94505,5431.01512395833,4070.4072975,5850.51300833333,7843.24409583333,6259.24568104167,3644.90870729167,3644.90870729167,6683.639894375,10753.284748125,2364.36149895833,9449.60004583333,17313.33044375,2623.87670645833,2492.598911875,1757.67768041667,6529.76678333333,2623.87670645833,2492.598911875,2121.26349979167,13450.87329375
"DG 33:0"," [M+NH4]+@8.16",8563.15002854167,25893.6357083333,9149.34139770833,8024.2740125,12237.1612479167,13161.08619375,12571.7110729167,4990.58146791667,16135.3973,17147.08530625,13726.38215625,14665.7700833333,9571.38156875,10753.284748125,11926.43081,14970.1396020833,43832.7248958333,16135.3973,33546.7016666667,10637.4816333333,13894.24385,26392.5756875,39748.0320229167,19522.6154833333,39263.0399625,21639.46958125,13002.3994166667,11312.84998125,19195.0620604167,21639.46958125,17147.08530625,19916.7310125,23723.6795208333,28284.1939166667,30924.6930833333,27550.7279166667,26972.9900625,10924.6485541667,19522.6154833333,18207.3656583333,24393.3212729167,22145.0118125,17313.33044375,18026.8760208333,14342.9598458333,16505.2879327083,20327.2089354167,14342.9598458333
"DG 33:1"," [M+NH4]+@7.72",88898.721875,142458.392583333,91267.0604375,80446.5589166667,75717.1281666667,127900.660479167,127900.660479167,88898.721875,59682.9316229167,222724.331208333,113892.5068125,165236.349791667,116209.972020833,97384.5068541667,146786.310625,161375.709083333,336440.309583333,177867.150979167,332265.799541667,143811.099270833,166944.870916667,99548.0858958333,365470.947354167,225865.290833333,259738.714166667,58134.21025,45489.1891875,63084.456975,43119.4267291667,84577.2832708333,85265.2634375,98260.5272916667,98260.5272916667,197902.64975,153323.423833333,273668.946479167,207030.364104167,53000.0483541667,92241.2893958333,109280.428791667,234338.076875,83722.803875,44162.0178125,34851.2422541667,225865.290833333,115087.080233333,83722.803875,94730.1410208333
"DG 33:2"," [M+NH4]+@7.31",163269.9201875,183567.370916667,143811.099270833,146786.310625,145343.7985,219410.28,177867.150979167,148656.335833333,153323.423833333,197902.64975,197902.64975,145343.7985,155252.117229167,151788.654625,112705.888666667,148656.335833333,188368.1531875,116209.972020833,197902.64975,174769.821395833,143811.099270833,172576.3846875,205250.092645833,190996.3430625,166944.870916667,143811.099270833,81117.0407291667,180189.547083333,123420.386541667,137923.22225,234338.076875,303824.284791667,197902.64975,253710.470958333,251586.82925,234338.076875,360924.114875,119485.529083333,176284.2899375,216337.379395833,354733.179229167,161375.709083333,180189.547083333,119485.529083333,210241.908791667,207030.364104167,195306.731166667,207030.364104167
"DG 34:0"," [M+NH4]+@7.54",16665.4843910417,16505.2879327083,23723.6795208333,19916.7310125,28576.6310625,17488.1589520833,21478.86160625,18026.8760208333,20669.3788041667,16830.5199791667,17670.5568625,16135.3973,22145.0118125,24843.3131041667,17811.1429791667,16830.5199791667,19522.6154833333,21478.86160625,21639.46958125,15108.266075,23905.8558791667,13002.3994166667,24153.4036875,22826.97823125,28004.9006875,31470.8197414583,26129.4248958333,18406.2964958333,21920.385375,28284.1939166667,19522.6154833333,22383.505125,13161.08619375,23905.8558791667,22145.0118125,25376.74891875,20669.3788041667,13299.2098845833,10924.6485541667,21920.385375,13894.24385,18865.5329125,14802.1219791667,13894.24385,19916.7310125,17313.33044375,14064.3896629167,12857.9991604167
"DG 34:0"," [M+NH4]+@8.41",109280.428791667,251586.82925,81957.5792083333,51388.8026666667,92241.2893958333,106170.603875,110484.336125,56448.8900208333,75717.1281666667,168454.628916667,93946.0163125,129413.990145833,84577.2832708333,98260.5272916667,41638.97925,181971.252041667,492268.004458333,181971.252041667,428660.119354167,159275.822979167,219410.28,212835.157083333,505749.395,314675.687166667,385925.4746875,105160.493645833,168454.628916667,393158.979541667,207030.364104167,142458.392583333,122037.462229167,259738.714166667,122037.462229167,327795.408125,269992.248958333,422658.847291667,318394.531166667,143811.099270833,212835.157083333,122037.462229167,303824.284791667,195306.731166667,150585.3229375,165236.349791667,318394.531166667,219410.28,181971.252041667,231540.946
"DG 34:2"," [M+NH4]+@7.58",31235001.2291667,29951906.3125,36589211.8958333,31235001.2291667,31235001.2291667,34429814.625,32923607.3958333,27570412.8333333,27570412.8333333,42557661.9375,36589211.8958333,31235001.2291667,31235001.2291667,34429814.625,34429814.625,32923607.3958333,34429814.625,39063804.8333333,32923607.3958333,32923607.3958333,32923607.3958333,27570412.8333333,36589211.8958333,36589211.8958333,39063804.8333333,24064323.6458333,21119103.5416667,25633624.8958333,26639806.4791667,25633624.8958333,26639806.4791667,24801394.25,27570412.8333333,36589211.8958333,27570412.8333333,42557661.9375,31235001.2291667,24064323.6458333,26639806.4791667,31235001.2291667,32923607.3958333,28708610.9375,23256463.9229167,18815500.5395833,39063804.8333333,29951906.3125,24801394.25,26639806.4791667
"DG 34:3"," [M+NH4]+@7.17",7079374.725,3511848.40833333,7079374.725,7612027.44583333,5820531.055,8563532.54791667,7851280.475,4566833.52125,5481322.891875,7079374.725,6360992.21458333,6360992.21458333,4836645.95625,4727666.13291667,5481322.891875,5123785.241875,6146151.88291667,4038338.64895833,5481322.891875,4566833.52125,4137693.61458333,2969030.90833333,4038338.64895833,4727666.13291667,5481322.891875,3589949.93333333,2058592.754375,2166483.216875,3034334.67083333,3122600.9125,3670709.625,6146151.88291667,4366321.65,8212291.17291667,6582154.59166667,6789534.80625,15346986.3791667,2012415.680625,2702615.30833333,4366321.65,11038143.1522917,2447221.90041667,1751977.68125,1751977.68125,5301414.23125,3034334.67083333,2279351.081875,2447221.90041667
"DG 34:4"," [M+NH4]+@6.83",161375.709083333,92241.2893958333,193173.003604167,251586.82925,170742.833791667,216337.379395833,166944.870916667,129413.990145833,119485.529083333,202561.782458333,237110.687416667,124789.6565625,139219.2994375,136445.227458333,130738.621270833,100740.069520833,105160.493645833,43449.1233958333,53000.0483541667,75717.1281666667,73577.7543125,81117.0407291667,60661.0993125,83722.803875,105160.493645833,219410.28,180189.547083333,136445.227458333,115087.080233333,151788.654625,159275.822979167,195306.731166667,133741.036666667,126170.277291667,129413.990145833,148656.335833333,188368.1531875,51825.1675,107130.95575,195306.731166667,205250.092645833,73577.7543125,26392.5756875,53000.0483541667,132221.413625,68385.1153125,50847.8725833333,89687.4014375
