"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"DG 42:5"," [M+NH4]+@8.45",30032.3190041667,48282.8317916667,36587.5545333333,20484.5264979167,12734.9498625,18406.2964958333,41326.721875,36587.5545333333,15760.8227958333,57018.5526041667,35524.23825,28816.2794666667,49516.796725,40522.6794583333,22145.0118125,25376.74891875,86100.349,30326.4873541667,36045.0457083333,10924.6485541667,22826.97823125,50017.03775,30326.4873541667,19916.7310125,33546.7016666667,13161.08619375,22616.5221875,34222.3254291667,30032.3190041667,24153.4036875,29220.6867291667,40522.6794583333,34538.0009583333,73577.7543125,78770.529875,79498.598375,86100.349,40179.6011458333,25376.74891875,43832.7248958333,46764.6124166667,25893.6357083333,27313.3729041667,18207.3656583333,31193.7376458333,33884.0157104167,28576.6310625,70243.2861041667
"DG 42:6"," [M+NH4]+@8.13",56448.8900208333,161375.709083333,87865.2452708333,31779.5540395833,59682.9316229167,63696.1643375,103932.473791667,84577.2832708333,51388.8026666667,273668.946479167,106170.603875,118357.5258125,107130.95575,195306.731166667,82906.6564583333,74218.3927916667,360924.114875,59682.9316229167,71443.2747291667,38089.6647916667,38089.6647916667,120813.5221875,45925.7530416667,51825.1675,69704.9708958333,26972.9900625,34222.3254291667,57018.5526041667,99548.0858958333,68978.1506041667,77276.4849583333,119485.529083333,88898.721875,242685.963270833,286458.6004375,193173.003604167,263626.953958333,88898.721875,55444.2193541667,101850.707708333,117290.30725,99548.0858958333,57018.5526041667,86886.1107916667,67747.4288125,113892.5068125,140934.707875,176284.2899375
"DG 42:7"," [M+NH4]+@8.00",120813.5221875,498743.636875,168454.628916667,116209.972020833,122037.462229167,119485.529083333,286458.6004375,212835.157083333,69704.9708958333,640626.087083333,354733.179229167,323138.7884375,365470.947354167,436596.567083333,207030.364104167,200137.63291875,685782.794166667,142458.392583333,188368.1531875,63696.1643375,68385.1153125,374936.764166667,193173.003604167,155252.117229167,197902.64975,76601.1022291667,79498.598375,200137.63291875,163269.9201875,140934.707875,193173.003604167,344742.4775,216337.379395833,655461.91625,663859.14625,655461.91625,946931.031041667,234338.076875,210241.908791667,259738.714166667,492268.004458333,225865.290833333,165236.349791667,148656.335833333,155252.117229167,385925.4746875,269992.248958333,587619.085
"DG 42:8"," [M+NH4]+@7.61",143811.099270833,536572.832708333,166944.870916667,96382.5594375,146786.310625,123420.386541667,210241.908791667,180189.547083333,92241.2893958333,307558.430791667,231540.946,228379.897395833,263626.953958333,303824.284791667,181971.252041667,163269.9201875,251586.82925,132221.413625,95387.1177916667,77276.4849583333,84577.2832708333,360924.114875,77276.4849583333,93105.01275,110484.336125,75717.1281666667,98260.5272916667,234338.076875,222724.331208333,168454.628916667,231540.946,354733.179229167,181971.252041667,365470.947354167,485044.289375,354733.179229167,456173.3075,257249.397104167,202561.782458333,300258.1775,314675.687166667,310888.675166667,239866.185,239866.185,79498.598375,350379.253125,300258.1775,505749.395
"DG 42:9"," [M+NH4]+@7.29",44578.6333958333,146786.310625,58640.6394166667,49516.796725,68385.1153125,35816.3162291667,62369.4054791667,63696.1643375,22826.97823125,205250.092645833,130738.621270833,99548.0858958333,110484.336125,89687.4014375,55444.2193541667,72212.0944791667,102844.1724375,38487.0333208333,55978.3058229167,32169.4632708333,28004.9006875,177867.150979167,45489.1891875,26972.9900625,44578.6333958333,57018.5526041667,58640.6394166667,77957.8695416667,142458.392583333,73577.7543125,93946.0163125,180189.547083333,81957.5792083333,292958.7354375,280419.571875,242685.963270833,485044.289375,70793.0847708333,93946.0163125,105160.493645833,239866.185,153323.423833333,95387.1177916667,94730.1410208333,36944.6941666667,153323.423833333,136445.227458333,225865.290833333
"DG 44:10"," [M+NH4]+@7.52",74218.3927916667,195306.731166667,82906.6564583333,58134.21025,101850.707708333,63084.456975,77276.4849583333,93105.01275,72212.0944791667,148656.335833333,115087.080233333,117290.30725,134879.812770833,120813.5221875,78770.529875,95387.1177916667,110484.336125,83722.803875,81957.5792083333,80446.5589166667,70243.2861041667,207030.364104167,82906.6564583333,81957.5792083333,77957.8695416667,53000.0483541667,87865.2452708333,92241.2893958333,105160.493645833,42523.0103958333,87865.2452708333,136445.227458333,99548.0858958333,216337.379395833,263626.953958333,248330.808395833,292958.7354375,94730.1410208333,108033.138,98260.5272916667,140934.707875,165236.349791667,148656.335833333,130738.621270833,88898.721875,139219.2994375,155252.117229167,205250.092645833
"DG 44:11"," [M+NH4]+@7.26",80446.5589166667,120813.5221875,110484.336125,84577.2832708333,108033.138,110484.336125,86886.1107916667,97384.5068541667,101850.707708333,97384.5068541667,124789.6565625,79498.598375,118357.5258125,103932.473791667,109280.428791667,219410.28,77957.8695416667,113892.5068125,93105.01275,99548.0858958333,86100.349,130738.621270833,68978.1506041667,74981.0155,74981.0155,96382.5594375,107130.95575,123420.386541667,170742.833791667,118357.5258125,92241.2893958333,115087.080233333,119485.529083333,134879.812770833,161375.709083333,103932.473791667,222724.331208333,78770.529875,84577.2832708333,107130.95575,143811.099270833,168454.628916667,172576.3846875,88898.721875,86100.349,126170.277291667,151788.654625,139219.2994375
"DG 44:6"," [M+NH4]+@8.57",4990.58146791667,8157.00187291667,8157.00187291667,4213.114564375,3971.275988125,4327.43820166667,7547.3915625,10323.214229375,4461.60743229167,13450.87329375,8682.4191375,6683.639894375,5554.74673354167,13450.87329375,3971.275988125,8024.2740125,7843.24409583333,5850.51300833333,9149.34139770833,2492.598911875,8301.19985645833,11173.58905125,8024.2740125,3519.77838375,11312.84998125,8024.2740125,5266.40966041667,1033.30628541667,8563.15002854167,6121.53180916667,4070.4072975,7425.269565625,10184.4060958333,10753.284748125,9932.3434675,16830.5199791667,12237.1612479167,3644.90870729167,10470.9626208333,13002.3994166667,11472.6489708333,2623.87670645833,4461.60743229167,4327.43820166667,5431.01512395833,5431.01512395833,6990.41404583333,33884.0157104167
"DG 44:8"," [M+NH4]+@8.00",8682.4191375,38822.9027708333,19033.5081041667,3812.95717958333,3812.95717958333,6683.639894375,13894.24385,20125.730675,13726.38215625,18545.5991125,6529.76678333333,13579.1422708333,16665.4843910417,14064.3896629167,16135.3973,7547.3915625,21920.385375,7425.269565625,6683.639894375,8820.81390208333,9932.3434675,24153.4036875,14064.3896629167,9312.20374791667,9312.20374791667,8563.15002854167,3971.275988125,10753.284748125,20669.3788041667,13002.3994166667,13726.38215625,24153.4036875,18545.5991125,44578.6333958333,43832.7248958333,17147.08530625,38089.6647916667,4576.24626604167,13161.08619375,14665.7700833333,28576.6310625,22616.5221875,14214.01789375,20125.730675,12734.9498625,20669.3788041667,15945.6565854167,26972.9900625
"DG 44:9"," [M+NH4]+@7.82",20669.3788041667,34538.0009583333,12098.1868583333,13299.2098845833,28284.1939166667,11173.58905125,13002.3994166667,17670.5568625,7697.18435458333,39263.0399625,13450.87329375,11173.58905125,18729.967825,23723.6795208333,18729.967825,15226.0996875,40902.67475,12237.1612479167,11926.43081,8301.19985645833,6683.639894375,49516.796725,9312.20374791667,20669.3788041667,18729.967825,14342.9598458333,21096.0139166667,21920.385375,22826.97823125,17147.08530625,7843.24409583333,48715.0908541667,31470.8197414583,39748.0320229167,63084.456975,59682.9316229167,63084.456975,13894.24385,11777.23007875,10637.4816333333,37363.3180833333,23905.8558791667,13579.1422708333,17811.1429791667,13299.2098845833,19522.6154833333,30032.3190041667,46764.6124166667
"lysoPC 14:0"," [M+H]+@1.08",75717.1281666667,17811.1429791667,68978.1506041667,54408.5441666667,43119.4267291667,51388.8026666667,54408.5441666667,42523.0103958333,45925.7530416667,50392.7805833333,33229.8076666667,44162.0178125,29450.0392083333,57560.7078541667,39748.0320229167,19352.8614958333,36311.08958125,30924.6930833333,19916.7310125,31193.7376458333,33546.7016666667,9006.5733875,27313.3729041667,33229.8076666667,21478.86160625,25893.6357083333,40179.6011458333,68978.1506041667,33884.0157104167,12098.1868583333,20875.6935022917,20327.2089354167,19697.8504458333,19916.7310125,19352.8614958333,16135.3973,16830.5199791667,29220.6867291667,20125.730675,23723.6795208333,9312.20374791667,14665.7700833333,11777.23007875,16830.5199791667,20875.6935022917,15760.8227958333,12237.1612479167,13579.1422708333
"lysoPC 15:0"," [M+H]+@1.32",59189.7479583333,36045.0457083333,61206.8063333333,63084.456975,40902.67475,52490.4299791667,45925.7530416667,59189.7479583333,50017.03775,35524.23825,30924.6930833333,45489.1891875,45041.3144375,38089.6647916667,40522.6794583333,20484.5264979167,31193.7376458333,33229.8076666667,23905.8558791667,30924.6930833333,38822.9027708333,26685.7790208333,26129.4248958333,19352.8614958333,15108.266075,36045.0457083333,46764.6124166667,84577.2832708333,50017.03775,25376.74891875,38089.6647916667,39263.0399625,35177.5056458333,31779.5540395833,41326.721875,28004.9006875,25376.74891875,47170.469591875,48282.8317916667,43119.4267291667,20125.730675,29220.6867291667,36944.6941666667,37669.7818354167,28284.1939166667,36587.5545333333,36045.0457083333,36311.08958125
"lysoPC 15:0"," [M+Na]+@1.64",116209.972020833,77276.4849583333,90607.3503541667,65899.794125,66545.5362708333,107130.95575,100740.069520833,106170.603875,83722.803875,134879.812770833,85265.2634375,49516.796725,89687.4014375,72813.4218333333,71443.2747291667,98260.5272916667,34851.2422541667,19522.6154833333,21478.86160625,65132.0198395833,81117.0407291667,34538.0009583333,36944.6941666667,61206.8063333333,36587.5545333333,37363.3180833333,46438.342625,139219.2994375,32500.0010208333,41638.97925,59682.9316229167,38089.6647916667,36944.6941666667,76601.1022291667,81117.0407291667,20875.6935022917,58640.6394166667,38089.6647916667,75717.1281666667,50847.8725833333,38822.9027708333,53000.0483541667,24625.9173416667,43832.7248958333,83722.803875,94730.1410208333,60661.0993125,86886.1107916667
"lysoPC 16:0"," [M+H]+@1.59",29951906.3125,18815500.5395833,31235001.2291667,29951906.3125,21683697.5833333,26639806.4791667,25633624.8958333,31235001.2291667,26639806.4791667,26639806.4791667,25633624.8958333,24801394.25,29951906.3125,32923607.3958333,23256463.9229167,17322521.16875,21683697.5833333,24064323.6458333,15346986.3791667,18047638.625,19536481.5583333,23256463.9229167,21683697.5833333,14722169.1104167,14259979.2229167,17322521.16875,29951906.3125,39063804.8333333,24801394.25,9304423.95625,24801394.25,29951906.3125,21119103.5416667,22516614.3541667,24801394.25,18815500.5395833,13236172.8583333,28708610.9375,27570412.8333333,27570412.8333333,12709726.8291667,18047638.625,21683697.5833333,28708610.9375,18047638.625,18815500.5395833,23256463.9229167,34429814.625
"lysoPC 16:0"," [M+Na]+@1.91",107130.95575,59189.7479583333,105160.493645833,87865.2452708333,36311.08958125,65132.0198395833,76601.1022291667,85265.2634375,64478.1784166667,51388.8026666667,68385.1153125,62369.4054791667,68978.1506041667,41638.97925,36045.0457083333,16998.62016875,33546.7016666667,27313.3729041667,24843.3131041667,19033.5081041667,42523.0103958333,27313.3729041667,38089.6647916667,35177.5056458333,36944.6941666667,59189.7479583333,205250.092645833,190996.3430625,57018.5526041667,13161.08619375,129413.990145833,80446.5589166667,38487.0333208333,38089.6647916667,66545.5362708333,20125.730675,30032.3190041667,48282.8317916667,35524.23825,31470.8197414583,26685.7790208333,37669.7818354167,33546.7016666667,44162.0178125,45041.3144375,62369.4054791667,93946.0163125,67747.4288125
"lysoPC 16:1"," [M+H]+@1.14",1295747.646875,253710.470958333,1185863.28125,1048190.93395833,803773.504375,946931.031041667,1104497.66166667,725598.588333333,815377.365416667,1003414.468125,803773.504375,895540.258083333,608026.225625,869496.868979167,848163.313125,436596.567083333,803773.504375,516650.663770833,344742.4775,543901.263791667,580724.166875,90607.3503541667,478692.1775,522700.307916667,441648.646625,300258.1775,354733.179229167,573064.356708333,436596.567083333,177867.150979167,327795.408125,277420.449958333,259738.714166667,296277.1863125,323138.7884375,190996.3430625,168454.628916667,318394.531166667,277420.449958333,292958.7354375,145343.7985,115087.080233333,124789.6565625,193173.003604167,615147.136666667,225865.290833333,129413.990145833,168454.628916667
"lysoPC 16:1"," [M+Na]+@1.16",57018.5526041667,9449.60004583333,70243.2861041667,42830.1605208333,45489.1891875,39263.0399625,39748.0320229167,36311.08958125,41326.721875,20484.5264979167,36944.6941666667,36311.08958125,27791.6515625,21096.0139166667,32500.0010208333,22383.505125,38089.6647916667,18207.3656583333,13450.87329375,29762.113875,30614.2592604167,6121.53180916667,24843.3131041667,34851.2422541667,20875.6935022917,19352.8614958333,16505.2879327083,11596.2838854167,22383.505125,11596.2838854167,21293.78144375,22616.5221875,18729.967825,19697.8504458333,12734.9498625,19033.5081041667,15945.6565854167,8024.2740125,10753.284748125,11312.84998125,12406.9505125,4576.24626604167,6683.639894375,9149.34139770833,34222.3254291667,13299.2098845833,4213.114564375,12734.9498625
"lysoPC 17:1"," [M+H]+@1.48",77957.8695416667,39748.0320229167,63084.456975,50392.7805833333,43832.7248958333,81117.0407291667,74981.0155,71443.2747291667,73577.7543125,66545.5362708333,58640.6394166667,65899.794125,61206.8063333333,61206.8063333333,63696.1643375,21639.46958125,53000.0483541667,44578.6333958333,35524.23825,40902.67475,65899.794125,21478.86160625,59682.9316229167,44578.6333958333,50392.7805833333,28004.9006875,33546.7016666667,78770.529875,41326.721875,27313.3729041667,37363.3180833333,37669.7818354167,30924.6930833333,31193.7376458333,46764.6124166667,26392.5756875,30326.4873541667,43119.4267291667,39263.0399625,30924.6930833333,21478.86160625,21478.86160625,27791.6515625,43449.1233958333,67062.2023958333,32169.4632708333,21096.0139166667,27550.7279166667
"lysoPC 18:0"," [M+H]+@2.36",28708610.9375,31235001.2291667,22516614.3541667,20143353.09375,14259979.2229167,18047638.625,28708610.9375,26639806.4791667,25633624.8958333,32923607.3958333,22516614.3541667,29951906.3125,24801394.25,29951906.3125,18815500.5395833,19536481.5583333,24064323.6458333,32923607.3958333,25633624.8958333,23256463.9229167,25633624.8958333,25633624.8958333,29951906.3125,22516614.3541667,22516614.3541667,18815500.5395833,39063804.8333333,42557661.9375,27570412.8333333,12166443.9208333,27570412.8333333,28708610.9375,18047638.625,25633624.8958333,32923607.3958333,24801394.25,21119103.5416667,34429814.625,39063804.8333333,28708610.9375,16597529.8541667,24064323.6458333,36589211.8958333,36589211.8958333,26639806.4791667,34429814.625,36589211.8958333,36589211.8958333
"lysoPC 18:0"," [M+Na]+@2.13",22145.0118125,21096.0139166667,15108.266075,19195.0620604167,24153.4036875,20875.6935022917,15382.4757354167,18865.5329125,13002.3994166667,12406.9505125,17147.08530625,15382.4757354167,30326.4873541667,22383.505125,9932.3434675,12734.9498625,9932.3434675,11063.55991875,5714.38435125,9762.6391775,9149.34139770833,9312.20374791667,7697.18435458333,17811.1429791667,10038.557625,18865.5329125,20875.6935022917,41638.97925,19697.8504458333,18545.5991125,31470.8197414583,32500.0010208333,17811.1429791667,20327.2089354167,24843.3131041667,8682.4191375,16665.4843910417,14064.3896629167,11312.84998125,18026.8760208333,8682.4191375,17811.1429791667,12571.7110729167,13450.87329375,11472.6489708333,23905.8558791667,22826.97823125,23317.4961395833
"lysoPC 18:0"," [M+Na]+@2.84",3812.95717958333,3400.52579083333,2763.48843541667,3245.77610041667,4461.60743229167,4990.58146791667,4461.60743229167,4327.43820166667,9932.3434675,2364.36149895833,3644.90870729167,5113.66155583333,4461.60743229167,1033.30628541667,1406.59453645833,3644.90870729167,1757.67768041667,1406.59453645833,4213.114564375,2623.87670645833,2492.598911875,3245.77610041667,1941.58446208333,461.984829791667,2916.834590625,5714.38435125,8563.15002854167,5113.66155583333,4867.73271895833,2492.598911875,4990.58146791667,3400.52579083333,3971.275988125,1757.67768041667,9762.6391775,3519.77838375,1941.58446208333,4213.114564375,3971.275988125,1033.30628541667,2492.598911875,2916.834590625,6259.24568104167,6259.24568104167,2492.598911875,8301.19985645833,3519.77838375,4867.73271895833
"lysoPC 18:1"," [M+H]+@1.72",7612027.44583333,3446408.62854167,7612027.44583333,5301414.23125,4836645.95625,5965432.52583333,5965432.52583333,7079374.725,4976780.24,9755597.76458333,7079374.725,9755597.76458333,5655515.28125,8212291.17291667,6360992.21458333,6146151.88291667,7612027.44583333,6360992.21458333,5820531.055,5655515.28125,7327918.06666667,1794788.13785417,7851280.475,7327918.06666667,5965432.52583333,2218403.538125,4976780.24,9304423.95625,3446408.62854167,1376621.83270833,2896975.995625,3216372.17666667,2330468.18354167,3670709.625,4727666.13291667,3446408.62854167,2570746.85208333,4566833.52125,4366321.65,3831395.5775,1966666.62875,2012415.680625,2330468.18354167,2969030.90833333,8893685.39375,3364806.57541667,2105446.74770833,3831395.5775
"lysoPC 18:2"," [M+H]+@1.28",6789534.80625,5481322.891875,6789534.80625,6146151.88291667,3670709.625,6146151.88291667,9755597.76458333,9304423.95625,6582154.59166667,5965432.52583333,5301414.23125,5820531.055,5965432.52583333,10217298.9270833,6146151.88291667,3034334.67083333,5123785.241875,4240686.91270833,4038338.64895833,4836645.95625,5301414.23125,2757027.06375,5123785.241875,4976780.24,4836645.95625,4038338.64895833,7851280.475,18047638.625,5481322.891875,2514590.8375,6582154.59166667,6360992.21458333,3446408.62854167,3589949.93333333,5301414.23125,3122600.9125,4137693.61458333,7079374.725,6360992.21458333,9304423.95625,3034334.67083333,3122600.9125,4038338.64895833,4976780.24,5820531.055,6360992.21458333,3831395.5775,7612027.44583333
"lysoPC 18:2"," [M+Na]+@1.17",277420.449958333,231540.946,340717.077645833,314675.687166667,234338.076875,259738.714166667,289788.032708333,344742.4775,318394.531166667,190996.3430625,216337.379395833,245794.828541667,200137.63291875,286458.6004375,283523.413333333,195306.731166667,207030.364104167,207030.364104167,165236.349791667,212835.157083333,210241.908791667,148656.335833333,216337.379395833,216337.379395833,195306.731166667,283523.413333333,385925.4746875,344742.4775,228379.897395833,130738.621270833,283523.413333333,289788.032708333,202561.782458333,193173.003604167,183567.370916667,126170.277291667,190996.3430625,283523.413333333,269992.248958333,354733.179229167,168454.628916667,205250.092645833,188368.1531875,280419.571875,296277.1863125,269992.248958333,205250.092645833,280419.571875
"lysoPC 18:3"," [M+H]+@1.05",210241.908791667,90607.3503541667,212835.157083333,193173.003604167,140934.707875,205250.092645833,300258.1775,219410.28,185539.464520833,286458.6004375,257249.397104167,239866.185,166944.870916667,314675.687166667,166944.870916667,81957.5792083333,142458.392583333,106170.603875,61832.124,88898.721875,101850.707708333,57018.5526041667,94730.1410208333,110484.336125,67062.2023958333,113892.5068125,136445.227458333,668877.216666667,116209.972020833,67062.2023958333,165236.349791667,148656.335833333,97384.5068541667,93105.01275,134879.812770833,72212.0944791667,89687.4014375,170742.833791667,174769.821395833,210241.908791667,57018.5526041667,59682.9316229167,82906.6564583333,106170.603875,142458.392583333,93105.01275,71443.2747291667,153323.423833333
"lysoPC 18:3"," [M+Na]+@1.06",9762.6391775,4461.60743229167,10184.4060958333,14802.1219791667,10184.4060958333,9571.38156875,10924.6485541667,12734.9498625,9762.6391775,9006.5733875,14214.01789375,11926.43081,3088.31183833333,11312.84998125,6259.24568104167,6831.30403583333,6121.53180916667,4327.43820166667,6831.30403583333,6831.30403583333,5431.01512395833,5850.51300833333,3812.95717958333,8563.15002854167,5113.66155583333,6529.76678333333,5850.51300833333,29762.113875,5554.74673354167,3400.52579083333,6368.70267958333,6683.639894375,5554.74673354167,4990.58146791667,4867.73271895833,4990.58146791667,10924.6485541667,8157.00187291667,6368.70267958333,10924.6485541667,6121.53180916667,3812.95717958333,6121.53180916667,3644.90870729167,9006.5733875,3812.95717958333,3245.77610041667,7425.269565625
"lysoPC 19:0"," [M+H]+@2.81",248330.808395833,202561.782458333,219410.28,239866.185,161375.709083333,248330.808395833,336440.309583333,350379.253125,303824.284791667,183567.370916667,190996.3430625,242685.963270833,251586.82925,193173.003604167,248330.808395833,150585.3229375,161375.709083333,332265.799541667,210241.908791667,257249.397104167,286458.6004375,237110.687416667,310888.675166667,257249.397104167,193173.003604167,146786.310625,286458.6004375,522700.307916667,166944.870916667,174769.821395833,245794.828541667,197902.64975,168454.628916667,170742.833791667,190996.3430625,115087.080233333,133741.036666667,449228.08875,398215.871,273668.946479167,112705.888666667,219410.28,327795.408125,267047.067979167,273668.946479167,251586.82925,323138.7884375,332265.799541667
"lysoPC 19:0"," [M+Na]+@2.87",12237.1612479167,11312.84998125,9762.6391775,18865.5329125,10470.9626208333,15108.266075,18406.2964958333,17147.08530625,14665.7700833333,14665.7700833333,16310.5423083333,14342.9598458333,10637.4816333333,12098.1868583333,9449.60004583333,10184.4060958333,7110.71131770833,20125.730675,10637.4816333333,12237.1612479167,15945.6565854167,14064.3896629167,11596.2838854167,12857.9991604167,10924.6485541667,11926.43081,19697.8504458333,27313.3729041667,10038.557625,10924.6485541667,19916.7310125,10184.4060958333,14064.3896629167,11596.2838854167,10924.6485541667,6259.24568104167,13161.08619375,33546.7016666667,21920.385375,17811.1429791667,12237.1612479167,13726.38215625,20125.730675,17147.08530625,12857.9991604167,18729.967825,20875.6935022917,19697.8504458333
"lysoPC 20:0"," [M+H]+@3.27",259738.714166667,289788.032708333,323138.7884375,327795.408125,168454.628916667,332265.799541667,516650.663770833,522700.307916667,465581.6614375,380563.533541667,374936.764166667,410057.990395833,300258.1775,332265.799541667,318394.531166667,119485.529083333,292958.7354375,385925.4746875,231540.946,310888.675166667,248330.808395833,280419.571875,354733.179229167,205250.092645833,172576.3846875,99548.0858958333,202561.782458333,676032.642291667,159275.822979167,146786.310625,296277.1863125,248330.808395833,188368.1531875,280419.571875,314675.687166667,239866.185,216337.379395833,848163.313125,895540.258083333,528776.66375,216337.379395833,237110.687416667,510970.744375,428660.119354167,283523.413333333,354733.179229167,380563.533541667,714517.299583333
"lysoPC 20:0"," [M+Na]+@3.33",17811.1429791667,19033.5081041667,14802.1219791667,19352.8614958333,12098.1868583333,22826.97823125,34222.3254291667,29220.6867291667,37363.3180833333,27550.7279166667,27791.6515625,28284.1939166667,20484.5264979167,25113.4200666667,21920.385375,8301.19985645833,16998.62016875,28816.2794666667,16505.2879327083,18406.2964958333,18026.8760208333,22145.0118125,26685.7790208333,12406.9505125,11926.43081,8301.19985645833,9762.6391775,51388.8026666667,10184.4060958333,12406.9505125,18865.5329125,17313.33044375,13894.24385,18026.8760208333,25113.4200666667,15562.1559541667,16505.2879327083,59189.7479583333,62369.4054791667,33229.8076666667,17147.08530625,20669.3788041667,35524.23825,31779.5540395833,18545.5991125,22383.505125,29762.113875,58640.6394166667
"lysoPC 20:1"," [M+H]+@2.50",410057.990395833,210241.908791667,471412.009375,242685.963270833,228379.897395833,303824.284791667,310888.675166667,340717.077645833,267047.067979167,655461.91625,422658.847291667,608026.225625,296277.1863125,398215.871,370379.0025625,257249.397104167,410057.990395833,380563.533541667,374936.764166667,374936.764166667,365470.947354167,100740.069520833,428660.119354167,422658.847291667,340717.077645833,107130.95575,159275.822979167,263626.953958333,98260.5272916667,45489.1891875,136445.227458333,111670.144916667,95387.1177916667,176284.2899375,200137.63291875,137923.22225,129413.990145833,212835.157083333,239866.185,207030.364104167,109280.428791667,81117.0407291667,136445.227458333,176284.2899375,676032.642291667,212835.157083333,124789.6565625,165236.349791667
"lysoPC 20:1"," [M+Na]+@2.57",196604.690458333,80781.7998229167,244240.39590625,113299.197739583,95884.8386145833,179028.34903125,154287.77053125,116750.139635417,103388.323114583,367924.974958333,291373.384072917,316535.109166667,137184.224854167,214586.268239583,118921.527447917,69341.56075,181080.3995625,135662.520114583,102347.440072917,137184.224854167,156391.4820625,17919.0095,158403.3349375,186953.808854167,160325.76603125,36766.12435,48012.0518645833,88381.9835729167,33047.981628125,10554.2221270833,57289.6302291667,74599.7041458333,30179.4031791667,87375.67803125,113299.197739583,51606.9850833333,76938.79359375,56213.597921875,43284.2750625,58915.1936875,35930.68096875,27898.276125,26011.5303020833,28696.4552645833,312782.181166667,64087.1713770833,43284.2750625,59948.6202291667
"lysoPC 20:2"," [M+H]+@1.92",157530.846895833,157530.846895833,165236.349791667,47741.2719375,117290.30725,101850.707708333,148656.335833333,105160.493645833,93946.0163125,188368.1531875,110484.336125,188368.1531875,93105.01275,190996.3430625,170742.833791667,123420.386541667,176284.2899375,155252.117229167,163269.9201875,168454.628916667,181971.252041667,71443.2747291667,225865.290833333,234338.076875,174769.821395833,65132.0198395833,151788.654625,332265.799541667,91267.0604375,65899.794125,72212.0944791667,83722.803875,57018.5526041667,117290.30725,168454.628916667,92241.2893958333,82906.6564583333,188368.1531875,172576.3846875,170742.833791667,82906.6564583333,77957.8695416667,94730.1410208333,151788.654625,248330.808395833,159275.822979167,89687.4014375,136445.227458333
"lysoPC 20:3"," [M+H]+@1.49",714517.299583333,647497.816875,573064.356708333,273668.946479167,415525.639541667,550701.4945,976542.24375,608026.225625,510970.744375,1876953.28125,1032736.30416667,1185863.28125,647497.816875,1543943.68708333,1003414.468125,615147.136666667,1631356.14145833,733277.282333333,772608.6589375,803773.504375,884037.740208333,277420.449958333,1221280.26833333,1376621.83270833,963506.897916667,202561.782458333,404398.493333333,1124093.27333333,536572.832708333,65132.0198395833,318394.531166667,422658.847291667,134879.812770833,668877.216666667,988829.731666667,563971.843958333,838007.397291667,536572.832708333,624597.731041667,976542.24375,370379.0025625,415525.639541667,336440.309583333,441648.646625,1922479.02354167,647497.816875,307558.430791667,522700.307916667
"lysoPC 20:4"," [M+H]+@1.27",8212291.17291667,9755597.76458333,9304423.95625,3589949.93333333,6146151.88291667,6582154.59166667,8893685.39375,7327918.06666667,7327918.06666667,16597529.8541667,8893685.39375,8893685.39375,10616635.0145833,11453645.4258333,5820531.055,5655515.28125,8563532.54791667,9304423.95625,6360992.21458333,7612027.44583333,8563532.54791667,4137693.61458333,9304423.95625,7612027.44583333,7851280.475,4137693.61458333,6360992.21458333,16597529.8541667,7079374.725,2969030.90833333,5655515.28125,5301414.23125,2378004.85895833,6789534.80625,8893685.39375,5123785.241875,5965432.52583333,7612027.44583333,6582154.59166667,6146151.88291667,4457174.5875,4566833.52125,6360992.21458333,6582154.59166667,11453645.4258333,8893685.39375,5301414.23125,7327918.06666667
