Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
lysoPE	20	4	 [M+H]+	1.35	5.77	455176.598	470332.2955	402460.9178	559749.6145	340290.2038	485982.0772	359887.5975	231468.2405	352472.8775	308922.0619	223317.979	340290.2038	243055.8124	288690.7778	372710.2708	265119.8685	514327.2106	614369.6069	335483.9618	485982.0772	303862.2993	426654.8409	441111.5015	395772.7509	201999.6098	252002.4484	329618.1217	409040.8055	274413.3305	182854.636	308922.0619	283628.6279	433828.2083	463022.4263	535024.4361	514327.2106	419167.707	372710.2708	385255.8602	419167.707	426654.8409	372710.2708	390576.8543	402460.9178	367163.0112	385255.8602	395772.7509	315567.3201
PC	36	3	 [M+H]+	7.16	5.84	78590.41593	152849.7562	192962.0032	208187.0013	167212.0666	223317.979	110956.0216	107168.8845	180707.3418	169286.6276	90804.37134	91934.16296	260385.4205	163690.5817	109913.347	163690.5817	132719.3114	192962.0032	126941.8804	121651.7206	136306.8441	121651.7206	109913.347	188348.1868	163690.5817	154915.5059	433828.2083	129772.2715	279101.7597	243055.8124	143238.2444	98056.0822	182854.636	163690.5817	204773.7108	175881.7573	150671.8615	118505.8912	163690.5817	150671.8615	143238.2444	159105.5653	95406.13851	180707.3418	149132.6279	227468.4857	243055.8124	173839.0011
PC	39	5	 [M+H]+	6.64	5.84	132719.3114	145214.2617	94232.12223	161594.8899	136306.8441	94232.12223	136306.8441	134274.7868	128454.0993	112285.6304	85783.85021	104510.3492	147412.984	128454.0993	143238.2444	139917.3118	260385.4205	167212.0666	169286.6276	188348.1868	178510.2708	175881.7573	180707.3418	149132.6279	141893.6934	171445.846	109913.347	157057.3649	123260.2711	134274.7868	147412.984	169286.6276	204773.7108	260385.4205	180707.3418	283628.6279	169286.6276	163690.5817	121651.7206	159105.5653	255727.4497	247667.6099	303862.2993	247667.6099	121651.7206	149132.6279	112285.6304	159105.5653
PC	40	4	 [M+H]+	7.36	5.89	448577.7205	426654.8409	329618.1217	504090.1639	426654.8409	319747.4666	455176.598	426654.8409	572463.2624	524711.8197	514327.2106	710072.9634	504090.1639	379055.9334	448577.7205	379055.9334	1195413.329	835092.3774	697334.6274	679700.1328	647224.5341	978544.6528	783327.4494	710072.9634	732261.9102	710072.9634	379055.9334	835092.3774	754323.8708	783327.4494	783327.4494	835092.3774	710072.9634	1059989.004	697334.6274	871360.3524	679700.1328	663682.3478	663682.3478	535024.4361	978544.6528	1101212.473	1021216.089	783327.4494	710072.9634	470332.2955	710072.9634	697334.6274
SM	36	1	 [M]+	6.44	5.89	478840.0514	647224.5341	599148.0973	697334.6274	1883214.521	1510977.876	1152700.584	1101212.473	679700.1328	546148.1982	546148.1982	697334.6274	902038.4319	1380119.109	1576862.835	1444798.626	936559.2972	732261.9102	633297.6342	1257489.017	978544.6528	1257489.017	1195413.329	1576862.835	754323.8708	535024.4361	1576862.835	494570.316	835092.3774	732261.9102	978544.6528	871360.3524	647224.5341	679700.1328	599148.0973	805568.9706	1195413.329	1021216.089	1059989.004	1321518.681	663682.3478	679700.1328	559749.6145	572463.2624	871360.3524	835092.3774	902038.4319	978544.6528
PC	38	6	 [M+H]+	5.92	5.92	32568279.96	34992439.41	32568279.96	37119392.18	34992439.41	37119392.18	32568279.96	37119392.18	34992439.41	32568279.96	32568279.96	26451287.46	34992439.41	37119392.18	37119392.18	34992439.41	40453359.54	34992439.41	40453359.54	40453359.54	40453359.54	40453359.54	40453359.54	37119392.18	29921518.56	32568279.96	29921518.56	29921518.56	37119392.18	34992439.41	34992439.41	37119392.18	34992439.41	32568279.96	32568279.96	44118529.06	40453359.54	37119392.18	34992439.41	34992439.41	40453359.54	29921518.56	34992439.41	29921518.56	32568279.96	34992439.41	34992439.41	37119392.18
SM	41	1	 [M+Na]+	7.98	6.27	63815.60297	59480.37711	89936.46118	76718.57134	182854.636	86952.37795	169286.6276	125176.1639	89029.54398	66724.03274	100528.7877	94232.12223	67279.79372	147412.984	150671.8615	178510.2708	93228.66841	90804.37134	84729.37693	116697.0135	134274.7868	149132.6279	143238.2444	136306.8441	61474.3726	63815.60297	38345.67711	36384.64296	104510.3492	118505.8912	131313.273	80723.32158	107168.8845	70262.89681	73483.40295	129772.2715	192962.0032	152849.7562	107168.8845	190636.9938	89029.54398	86952.37795	98056.0822	83520.44303	143238.2444	152849.7562	125176.1639	136306.8441
SM	42	2	 [M+Na]+	7.71	6.29	163690.5817	231468.2405	238468.2906	315567.3201	367163.0112	231468.2405	178510.2708	208187.0013	260385.4205	247667.6099	192962.0032	195773.8051	204773.7108	211857.5368	198869.5974	243055.8124	255727.4497	204773.7108	227468.4857	308922.0619	157057.3649	178510.2708	167212.0666	208187.0013	238468.2906	223317.979	546148.1982	185661.9489	204773.7108	169286.6276	139917.3118	163690.5817	265119.8685	288690.7778	283628.6279	279101.7597	198869.5974	204773.7108	243055.8124	211857.5368	260385.4205	274413.3305	252002.4484	260385.4205	195773.8051	235107.046	178510.2708	180707.3418
lysoPE	18	2	 [M+H]+	1.36	6.41	143238.2444	129772.2715	165248.6492	149132.6279	134274.7868	195773.8051	211857.5368	90804.37134	115325.4208	99253.61496	89029.54398	145214.2617	163690.5817	113828.8226	145214.2617	116697.0135	91934.16296	141893.6934	86952.37795	129772.2715	76718.57134	113828.8226	74343.49208	112285.6304	70262.89681	85783.85021	110956.0216	79546.63876	149132.6279	91934.16296	165248.6492	101759.5467	89936.46118	118505.8912	96551.43198	94232.12223	131313.273	147412.984	165248.6492	115325.4208	78590.41593	75093.50173	79546.63876	116697.0135	185661.9489	171445.846	163690.5817	152849.7562
PC	36	4	 [M+H]+	6	6.58	22720360.5	22720360.5	29921518.56	29921518.56	26451287.46	22720360.5	16572924.29	20132159.19	22720360.5	22720360.5	20132159.19	20132159.19	29921518.56	26451287.46	22720360.5	20132159.19	26451287.46	22720360.5	26451287.46	22720360.5	29921518.56	22720360.5	34992439.41	20132159.19	26451287.46	26451287.46	34992439.41	26451287.46	32568279.96	26451287.46	26451287.46	26451287.46	26451287.46	26451287.46	26451287.46	26451287.46	32568279.96	22720360.5	22720360.5	29921518.56	26451287.46	26451287.46	26451287.46	26451287.46	22720360.5	26451287.46	29921518.56	29921518.56
PC	36	6	 [M+H]+	5.32	6.6	100528.7877	128454.0993	82642.56897	143238.2444	89029.54398	36684.92517	83520.44303	89936.46118	116697.0135	88043.69169	76718.57134	126941.8804	44612.9401	47970.33731	63815.60297	51811.35023	211857.5368	152849.7562	175881.7573	145214.2617	118505.8912	101759.5467	129772.2715	99253.61496	136306.8441	141893.6934	40207.65709	154915.5059	67963.63261	67279.79372	54583.11106	116697.0135	86952.37795	126941.8804	102937.9447	131313.273	42378.23472	53962.16761	41106.72077	48879.55911	119906.8328	136306.8441	169286.6276	137964.9384	39094.91666	21987.46826	22775.57884	34652.8868
PC	38	7	 [M+H]+	5.95	6.66	21185.7618	68787.00396	55085.44644	59480.37711	74343.49208	327470.4436	48358.84919	26879.54101	29492.68102	66039.1908	18429.50739	20408.15963	69529.13567	36051.60998	1126662.443	794370.3714	44216.68627	36684.92517	35398.04461	50397.68698	1619431.736	1412088.592	2289609.629	1226058.372	46940.02636	50831.41871	141893.6934	60729.6923	1040421.946	999652.7111	606711.1183	1226058.372	69529.13567	72634.99393	68787.00396	58160.74661	623761.8284	566070.7469	703674.9714	794370.3714	67279.79372	53393.48696	49443.30779	48879.55911	579288.4819	356160.9426	592636.1987	768688.8797
PC	34	3	 [M+Na]+	5.73	6.7	159105.5653	215671.4797	367163.0112	252002.4484	325336.759	132719.3114	152849.7562	192962.0032	252002.4484	279101.7597	195773.8051	175881.7573	201999.6098	190636.9938	215671.4797	165248.6492	252002.4484	325336.759	195773.8051	260385.4205	109913.347	171445.846	134274.7868	157057.3649	227468.4857	238468.2906	265119.8685	182854.636	182854.636	219634.6027	219634.6027	150671.8615	141893.6934	185661.9489	238468.2906	167212.0666	115325.4208	143238.2444	139917.3118	139917.3118	149132.6279	145214.2617	150671.8615	126941.8804	129772.2715	119906.8328	161594.8899	134274.7868
PC	32	0	 [M+H]+	6.52	6.71	4564994.882	3469989.306	2983981.311	3596321.562	4013374.822	3469989.306	5053750.494	4564994.882	5053750.494	4564994.882	4362597.42	5634645.554	2711199.985	3596321.562	4564994.882	3748060.579	4013374.822	4362597.42	4158281.24	4564994.882	4564994.882	4812917.102	5274317.553	4158281.24	6368275.777	4812917.102	4812917.102	4564994.882	3469989.306	3160636.908	4158281.24	6727414.319	2983981.311	4564994.882	3596321.562	3469989.306	3880016.42	3295365.994	2835688.526	4158281.24	3295365.994	3160636.908	3160636.908	2983981.311	3295365.994	2240937.845	2835688.526	3160636.908
PC	33	2	 [M+H]+	5.87	6.75	335483.9618	315567.3201	441111.5015	340290.2038	504090.1639	367163.0112	647224.5341	494570.316	485982.0772	379055.9334	372710.2708	409040.8055	379055.9334	448577.7205	485982.0772	559749.6145	395772.7509	419167.707	340290.2038	524711.8197	419167.707	535024.4361	426654.8409	414027.9106	463022.4263	485982.0772	325336.759	352472.8775	433828.2083	390576.8543	697334.6274	559749.6145	231468.2405	238468.2906	260385.4205	288690.7778	352472.8775	379055.9334	367163.0112	335483.9618	269598.8282	269598.8282	319747.4666	223317.979	414027.9106	325336.759	385255.8602	379055.9334
PE	38	6	 [M+H]+	6.29	6.84	433828.2083	499307.5522	688460.9203	430226.5742	599148.0973	504090.1639	238468.2906	633297.6342	732261.9102	633297.6342	614369.6069	419167.707	349607.5867	647224.5341	614369.6069	535024.4361	710072.9634	1101212.473	478840.0514	359887.5975	470332.2955	409040.8055	395772.7509	455176.598	332538.1081	451865.1135	655401.7839	315567.3201	293647.0657	485982.0772	455176.598	463022.4263	291158.3758	231468.2405	335483.9618	227468.4857	346765.5881	288690.7778	409040.8055	359887.5975	379055.9334	208187.0013	195773.8051	204773.7108	188348.1868	211857.5368	327470.4436	258045.9252
PC	34	1	 [M+H]+	6.62	6.94	34992439.41	40453359.54	40453359.54	40453359.54	32568279.96	32568279.96	29921518.56	32568279.96	40453359.54	37119392.18	37119392.18	37119392.18	26451287.46	32568279.96	32568279.96	32568279.96	34992439.41	32568279.96	29921518.56	32568279.96	26451287.46	29921518.56	32568279.96	22720360.5	40453359.54	37119392.18	40453359.54	40453359.54	29921518.56	32568279.96	32568279.96	29921518.56	40453359.54	34992439.41	44118529.06	29921518.56	29921518.56	29921518.56	26451287.46	32568279.96	34992439.41	34992439.41	37119392.18	37119392.18	26451287.46	32568279.96	32568279.96	26451287.46
