"Sample","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243"
"DG 34_2",126906.029457438,253046.948715379,184121.861896287,135780.63468126,114832.463512575,200904.581953389,157347.172911954,349702.387293389
"DG 38_4",1521673.43425927,632064.883944359,632064.883944359,1362378.17713652,1736024.69956758,473514.396323247,873649.246921088,632064.883944359
"DG 32_2",20167.5334982146,52725.2571325448,31656.9988202952,20910.8150978923,7455.48388835241,14472.8153843723,8376.80072429699,27670.0936672965
"DG 40_2",13688.4367662645,8643.23297631198,8743.03737327956,12216.4647436599,9744.92372465852,7122.75331455143,7673.45763461263,8542.10920207519
"DG 36_2",342721.467376627,387270.617647466,334156.635012901,273593.712628702,376139.7399138,319910.382681414,349702.387293389,817013.140585522
"DG 36_0",2697020.12172107,4850288.45298836,4145863.07051071,2529997.29173415,3002995.03061119,3499420.79693566,3362555.33742302,5772658.72700205
"DG 32_0",16635.8568564016,30553.0861994212,20167.5334982146,16461.9185105772,13688.4367662645,17832.1854382187,12781.7273109445,37365.7036328191
"DG 36_4",80589.2574650181,38664.5565837041,36934.2201731801,70138.2473968135,80589.2574650181,32962.545244116,66257.3182483344,76079.3350327907
"DG 35_0",10084.5243079081,18187.6939136266,13021.0867705264,10084.5243079081,15320.5179280477,16067.463872993,11273.4736028691,21379.1619379132
"DG 42_2",25127.7562827948,13311.2638896907,16067.463872993,31366.7141337358,27902.260694099,20167.5334982146,29882.8347307373,17027.9137424237
"DG 34_0",358500.314910743,873649.246921088,417740.909957642,325851.575914495,310104.381309937,302985.693493846,216662.892799858,656031.417080701
"DG 40_6",19203.3429422686,11145.78705092,7860.68074802649,11383.9987105799,15903.1636719416,6608.62976664637,6414.07589437904,11840.9053550274
"DG 40_4",60166.5128489118,30997.9822217921,30553.0861994212,40539.8678624307,46346.1451413675,15714.0671322331,22292.2234065992,23720.7146673046
"DG 38_2",28187.2005027653,23998.0735836947,23507.9832798941,19203.3429422686,26658.0812070253,15106.4196359861,18187.6939136266,29559.6127479216
"DG 38_6",14826.5622407911,7569.33270324337,8195.52863417798,8940.03285088057,11840.9053550274,7017.19469566664,11383.9987105799,9413.31698330455
"DG 38_0",29559.6127479216,62980.3834795584,40539.8678624307,34730.4902446366,30235.1958660684,41493.4848411557,40070.6248917404,59264.4870583515
"DG 40_0",19028.7732969402,33305.8925619482,23720.7146673046,23159.7373864312,20562.9661931337,25127.7562827948,23159.7373864312,38664.5565837041
