"Sample","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"PC 37_2",11546.1641882785,6743.26506864414,12781.7273109445,6154.27078515524,14472.8153843723,9513.54906936368,19390.5442069508,5718.39377688003
"PC 42_4",16789.57049199,17983.8299036484,17190.9294185986,9646.40068994235,10866.8464510759,16250.1035465472,11840.9053550274,19550.4786983602
"PC 43_4",19203.3429422686,27902.260694099,23720.7146673046,18898.0750906925,20335.218871122,20910.8150978923,23159.7373864312,22292.2234065992
"PC 46_4",10217.9101496267,8195.52863417798,7017.19469566664,4708.76203337811,11383.9987105799,9295.15236708354,7673.45763461263,11145.78705092
"PC 32_4",2251.81869021205,3082.74948686888,228.162425794145,2764.03066801077,2945.91375862882,3443.64112843136,3130.44089174333,3998.54115068617
"PC 45_4",325.045423786159,10585.4030459485,3130.44089174333,4591.8598427265,325.045423786159,4160.77931710736,5083.0431779587,2805.82042661492
"plasmenyl-PC 18_0",37679.2324284736,18187.6939136266,37679.2324284736,19028.7732969402,41111.2411963647,27670.0936672965,18352.1386873316,38664.5565837041
"plasmenyl-PC 22_0",569.981663224656,228.162425794145,426.708547511286,228.162425794145,228.162425794145,228.162425794145,569.981663224656,228.162425794145
"plasmenyl-PC 24_0",1198.94675430264,1258.62638779867,993.774257288947,709.339876200706,569.981663224656,426.708547511286,867.322201796512,426.708547511286
"PE 36_2",594633.444715059,424287.562052937,764790.289172919,407759.608837126,685471.647616083,516363.956949249,437221.514779839,594633.444715059
"PE 38_4",236581.254552268,123658.23604849,204933.035648811,141350.507760114,223524.973258297,190994.770565509,177646.613127887,216662.892799858
"PE 40_6",162650.431708373,117834.275494868,165784.569108554,114832.463512575,135780.63468126,141350.507760114,114832.463512575,116292.48473204
"PE 36_4",101448.863644726,61008.804468095,113564.066355539,65353.683728467,101448.863644726,71273.2768878392,66257.3182483344,97562.7801367842
"PE 38_2",17190.9294185986,17342.0981752716,16461.9185105772,20723.8087261491,18898.0750906925,22124.5566343064,17514.1100655277,14256.5889273576
"PE 42_2",40539.8678624307,37679.2324284736,43871.1143900149,32962.545244116,41493.4848411557,31366.7141337358,28993.464117957,56628.2489575549
"PE 34_2",138334.780008591,105572.933037897,143918.337393831,93023.381499912,154857.470859957,126906.029457438,103984.583455646,147710.638309571
"PE 21_4",4066.41069116318,9513.54906936368,9413.31698330455,6673.20576055493,6905.43634838432,6905.43634838432,7455.48388835241,5356.20958603735
"PE 40_2",26445.6498018445,28993.464117957,33305.8925619482,25721.1527974077,31656.9988202952,19390.5442069508,19884.771516843,23998.0735836947
"PE 40_4",30235.1958660684,11684.1084991369,22877.4895171125,22292.2234065992,27670.0936672965,24524.5636861208,25127.7562827948,22124.5566343064
"PE 19_2",2395.43871185329,3580.15988602528,2670.79515161868,1905.7821167239,3393.8336610994,2296.76873423381,2347.39096477112,2511.13227825513
"PE 23_4",3043.53122756663,6235.46847186208,5785.05303214301,3900.70519820493,5239.63454479781,3818.53011743654,4160.77931710736,3130.44089174333
"PE 35_2",6743.26506864414,7376.93467832335,6905.43634838432,4532.17699145362,8195.52863417798,7376.93467832335,5356.20958603735,8837.01907379447
"PE 17_0",2347.39096477112,5785.05303214301,4708.76203337811,4219.33294412033,2395.43871185329,3232.93503835219,3043.53122756663,1478.38811687831
"PE 38_6",97562.7801367842,97562.7801367842,157347.172911954,107262.312485813,107262.312485813,80589.2574650181,133617.563461576,105572.933037897
"PE 32_2",2670.79515161868,1854.63901314069,3580.15988602528,3043.53122756663,2716.3062741143,2142.46085230216,1627.74608298836,3172.08257104545
"plasmenyl-PE 38_4",165784.569108554,165784.569108554,190994.770565509,180760.130342769,209636.075455232,184121.861896287,173899.488566082,223524.973258297
"plasmenyl-PE 18_0",20167.5334982146,12274.3220921269,14899.3922041782,13472.5799988513,15039.3209017758,17027.9137424237,14472.8153843723,14472.8153843723
"plasmenyl-PE 34_2",133617.563461576,116292.48473204,173899.488566082,110803.361269483,126906.029457438,121912.318370366,101448.863644726,133617.563461576
"plasmenyl-PE 20_0",6016.07480905237,5645.94363028883,7122.75331455143,3338.7624604319,5480.36106743619,5183.99948461113,5849.40568966629,6097.54149632318
"plasmenyl-PE 40_6",105572.933037897,62980.3834795584,105572.933037897,66257.3182483344,113564.066355539,103984.583455646,68865.4159911298,149931.595090387
