"Class","Carbon","Chain","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"lysoPC",18,2," [M+H]+@1.29",13227403.2142857,13227403.2142857,16300016.1428571,13227403.2142857,13227403.2142857,16300016.1428571,16300016.1428571,16300016.1428571,7750404.18214286,10316561.6160714,11631902.2053571,13227403.2142857,11631902.2053571,11631902.2053571,13227403.2142857,8413786.19642857,7750404.18214286,7750404.18214286,10316561.6160714,8413786.19642857,7750404.18214286,8413786.19642857,8413786.19642857,9353458.89285714,13227403.2142857,13227403.2142857,22976408.6964286,13227403.2142857,13227403.2142857,13227403.2142857,13227403.2142857,13227403.2142857,9353458.89285714,9353458.89285714,7750404.18214286,11631902.2053571,16300016.1428571,13227403.2142857,20361405.2857143,9353458.89285714,10316561.6160714,11631902.2053571,13227403.2142857,10316561.6160714,13227403.2142857,13227403.2142857,13227403.2142857,13227403.2142857
"lysoPC",20,0," [M+H]+@3.10",207096.979232143,292906.622026786,273842.965982143,245267.81875,356284.348803571,411032.912625,362506.538348214,523287.875294643,356284.348803571,362506.538348214,384221.603651786,374525.538642857,249827.216160714,273842.965982143,118481.050241071,309115.174553571,260422.058214286,255134.295714286,264995.278125,273842.965982143,214865.711160714,314221.517535714,269323.389017857,255134.295714286,260422.058214286,87636.1628660714,298008.619107143,182446.291857143,287736.959973214,255134.295714286,264995.278125,283372.273125,332588.803589286,439100.619642857,326169.015910714,455019.660625,606457.71975,463001.944982143,455019.660625,384221.603651786,273842.965982143,332588.803589286,314221.517535714,249827.216160714,404485.834919643,287736.959973214,455019.660625,260422.058214286
"lysoPC",20,2," [M+H]+@1.88",148082.963214286,197317.689285714,58590.797375,220961.976607143,81740.4788392857,99141.5412678571,91027.3493928571,148082.963214286,139873.235125,171733.162857143,212703.797678571,187151.798392857,155129.416142857,166881.198089286,107961.024285714,208476.134642857,193773.984285714,329361.089857143,238608.613928571,311979.460892857,316463.574178571,407758.431857143,485844.163392857,459518.717321429,109734.807660714,127190.990535714,169170.56625,85871.8150892857,127190.990535714,106251.872142857,117821.062892857,97910.0930892857,139873.235125,238608.613928571,137903.137857143,166881.198089286,342575.355107143,174443.509642857,166881.198089286,187151.798392857,180852.8255,137903.137857143,148082.963214286,161801.384107143,271658.989642857,174443.509642857,137903.137857143,201258.031607143
"lysoPC",14,0," [M+H]+@1.05",57274.9927142857,77587.5420535714,47588.3137857143,93520.8039821429,64910.1661964286,53603.7779642857,43291.4779107143,69235.555,73265.899375,71418.1367142857,59235.9577142857,66790.6490892857,39672.23125,37709.0024642857,57274.9927142857,44400.4986964286,21870.113375,22098.1082571429,30426.4898571429,26837.4808035714,22996.4870714286,23535.6674,27516.2858410714,30828.0614821429,45353.4926071429,31812.2950125,33549.8261214286,30426.4898571429,25885.5997321429,28495.2293321429,31521.0185357143,32263.4358392857,27166.2703839286,31145.2635178571,27852.3630714286,30828.0614821429,24878.3242321429,18324.2519410714,21115.1249267857,17905.7529821429,10821.5161821429,11515.6484035714,11187.2991785714,12252.0707714286,14590.6986964286,10017.8381107143,14251.4973392857,14025.1392089286
"lysoPC",22,0," [M+H]+@4.17",66790.6490892857,64172.3337857143,55107.5350232143,74354.0717321429,77587.5420535714,77587.5420535714,72407.9940714286,103280.380357143,84781.2899285714,89732.2299821428,82936.7736785714,97910.0930892857,80728.0989821429,79587.1851607143,52560.8878035714,70122.0761785714,70122.0761785714,77587.5420535714,70122.0761785714,87020.9964285714,82936.7736785714,112896.958089286,104925.049285714,66790.6490892857,104925.049285714,73265.899375,107961.024285714,74354.0717321429,55809.6597678571,67625.6619821429,79587.1851607143,75446.9514642857,89732.2299821428,96672.7195,78684.2205,101877.901339286,97910.0930892857,84781.2899285714,96672.7195,97910.0930892857,101877.901339286,92328.8735892857,83724.0643392857,73265.899375,106251.872142857,60928.3265178571,84781.2899285714,79587.1851607143
"lysoPC",16,0," [M+H]+@1.53",29771910.5178571,29771910.5178571,22976408.6964286,22976408.6964286,27030744.1428571,29771910.5178571,27030744.1428571,39431359.6964286,22976408.6964286,27030744.1428571,22976408.6964286,29771910.5178571,20361405.2857143,22976408.6964286,22976408.6964286,20361405.2857143,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,20361405.2857143,29771910.5178571,20361405.2857143,20361405.2857143,22976408.6964286,20361405.2857143,22976408.6964286,27030744.1428571,29771910.5178571,20361405.2857143,20361405.2857143,20361405.2857143,27030744.1428571,20361405.2857143,20361405.2857143,16300016.1428571,20361405.2857143,16300016.1428571,20361405.2857143,16300016.1428571,16300016.1428571,20361405.2857143,20361405.2857143,16300016.1428571,16300016.1428571
"lysoPC",23,0," [M+H]+@4.65",17905.7529821429,10660.3970267857,11031.9292982143,18589.3386625,12961.7473964286,15000.8127196429,13160.214875,19707.9837678571,17205.0590267857,11664.5865464286,9366.42718928572,23786.4344803571,14429.5051482143,16062.4849892857,10017.8381107143,14251.4973392857,16562.38995,14429.5051482143,13295.9136892857,18849.0058946429,16562.38995,17205.0590267857,16990.3754589286,14429.5051482143,27166.2703839286,19250.3550410714,24648.4148571429,24045.4217035714,14779.4399142857,15000.8127196429,16062.4849892857,17470.1654285714,15660.504375,23233.7167285714,21870.113375,22098.1082571429,15439.1810178571,13295.9136892857,13867.7270535714,14779.4399142857,20184.7195535714,13696.6282857143,13867.7270535714,14025.1392089286,12054.161475,12961.7473964286,12252.0707714286,22344.0875178571
"lysoPC",15,0," [M+H]+@1.28",49173.166625,70122.0761785714,60032.3102321429,58590.797375,67625.6619821429,52560.8878035714,60928.3265178571,57274.9927142857,50560.2420107143,64172.3337857143,61580.5224107143,75446.9514642857,38739.4274821429,33964.91875,49856.8851607143,33163.5863571429,29604.2187464286,37709.0024642857,25515.7566642857,31145.2635178571,24045.4217035714,33163.5863571429,29604.2187464286,32697.9834678571,62397.9615714286,44872.1232142857,51863.2385178571,58590.797375,39180.905925,47138.1425892857,53603.7779642857,47588.3137857143,43924.0483357143,47588.3137857143,44400.4986964286,46053.4322303571,38222.1059642857,28495.2293321429,30024.804525,28495.2293321429,27166.2703839286,33163.5863571429,31145.2635178571,30426.4898571429,33549.8261214286,39180.905925,32697.9834678571,33964.91875
"lysoPC",22,4," [M+H]+@1.80",44400.4986964286,67625.6619821429,31812.2950125,70122.0761785714,45353.4926071429,27852.3630714286,27516.2858410714,49856.8851607143,49856.8851607143,54373.6077857143,31145.2635178571,64910.1661964286,57274.9927142857,49173.166625,61580.5224107143,64910.1661964286,80728.0989821429,134721.242857143,112896.958089286,117821.062892857,96672.7195,127190.990535714,187151.798392857,120778.945660714,47588.3137857143,47138.1425892857,70122.0761785714,35812.2215678571,28495.2293321429,31145.2635178571,49856.8851607143,31521.0185357143,48140.8671607143,75446.9514642857,57274.9927142857,62397.9615714286,99141.5412678571,63343.01875,39672.23125,51078.9281285714,68428.0165178571,55809.6597678571,55809.6597678571,71418.1367142857,82936.7736785714,55809.6597678571,51078.9281285714,56548.0280714286
"lysoPC",21,0," [M+H]+@3.68",11664.5865464286,8182.79665892857,7958.53787553571,7446.81342910714,9666.19391607143,8885.06739660714,8885.06739660714,14025.1392089286,10480.6037157143,7149.45778035714,10660.3970267857,12445.6085892857,8453.61662321429,7674.84652875,6074.70763767857,8321.50644589286,11031.9292982143,12445.6085892857,10480.6037157143,12646.7265160714,11664.5865464286,12252.0707714286,14779.4399142857,10147.4543035714,10296.9797839286,8709.31950178571,10660.3970267857,11187.2991785714,6413.77860446429,8568.66695714286,9518.17948142857,8182.79665892857,13482.9624910714,6547.23283035714,4972.19124428571,11515.6484035714,17470.1654285714,9064.79783035714,10480.6037157143,10017.8381107143,8321.50644589286,6646.52262571429,5932.3872675,9198.65279285714,9366.42718928572,6547.23283035714,12961.7473964286,11515.6484035714
