"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"PE 34:1; [M+H]+@6.96",1112980.90527273,1086745.85254545,1382832.90854545,1033245.71090909,1086745.85254545,1472054.51363636,1146694.22981818,1033245.71090909,1059684.85472727,935101.124,834955.634363636,980171.731818182,1033245.71090909,1005739.01967273,1086745.85254545,861005.148181818,1033245.71090909,1112980.90527273,1843243.32909091,1252841.52690909,1112980.90527273,935101.124,1059684.85472727,1608154.68690909,1472054.51363636,1382832.90854545,1286915.13227273,1005739.01967273,1382832.90854545,956432.847272727,1033245.71090909,1033245.71090909,1671006.19952727,1429341.83290909,1146694.22981818,1334212.05254545,1334212.05254545,1429341.83290909,1225464.05545455,1186900.59272727,1334212.05254545,1382832.90854545,1671006.19952727,1286915.13227273,1429341.83290909,1225464.05545455,1086745.85254545,1225464.05545455,1033245.71090909,1286915.13227273,1252841.52690909,1286915.13227273,1225464.05545455,1186900.59272727,1186900.59272727
"PE 34:2; [M+H]+@6.49",600773.490727273,296689.507672727,935101.124,454161.326545455,627076.909636364,600773.490727273,402103.885290909,638805.549909091,743134.024,653426.328,612827.136872727,725389.384545455,725389.384545455,612827.136872727,578538.120545455,438339.015818182,600773.490727273,627076.909636364,509721.681454545,485883.588854545,288986.679709091,283124.736218182,361393.256054545,429170.376181818,509721.681454545,386929.186727273,589161.665636364,352403.601109091,366983.748363636,534808.245272727,554925.877672727,493945.833636364,600773.490727273,526060.892709091,493945.833636364,493945.833636364,314010.530727273,336443.352327273,545183.790545455,421090.204981818,413633.724363636,314010.530727273,429170.376181818,279177.118436364,461768.031818182,386929.186727273,314010.530727273,438339.015818182,468611.239090909,638805.549909091,638805.549909091,638805.549909091,627076.909636364,589161.665636364,627076.909636364
"PE 34:3; [M+H]+@5.98",69354.2205818182,55738.0478727273,69354.2205818182,53734.9651454545,67071.7863950909,117988.788109091,40325.7905636364,78279.7154,58409.0806545455,57235.7184,79774.9632181818,58891.8455090909,96691.3520727273,71641.0117090909,85703.7967636364,53176.8431454545,55207.9209454545,47014.1488023636,42102.7588727273,54657.5092,31544.1779090909,37721.5597818182,47014.1488023636,40325.7905636364,41644.1939272727,39378.2725654546,65617.5806545455,47646.5150727273,48161.4923818182,47646.5150727273,70872.1591636364,52044.4208545455,43029.4435272727,43029.4435272727,41644.1939272727,33156.3412945455,42102.7588727273,33708.2585636364,48730.9416909091,35888.5268909091,34173.7103127273,45380.2613163636,39378.2725654546,33156.3412945455,39862.2790909091,35117.5425818182,47014.1488023636,49867.1029290909,46501.1238072727,54259.0311090909,48161.4923818182,49867.1029290909,66301.4464181818,62813.8803818182,38990.7674363636
"PE 35:1; [M+H]+@7.25",102872.202327273,70872.1591636364,119024.907763636,90965.1124,80698.3693636364,131187.154527273,83905.0134909091,102872.202327273,88543.1133454545,64260.9531818182,87703.3255636364,86509.2381090909,85703.7967636364,77483.1076749091,69354.2205818182,73674.2682,76699.4683454545,93458.7746181818,82465.2107636364,115107.2098,73674.2682,73674.2682,65617.5806545455,99579.8913454546,76699.4683454545,88543.1133454545,72462.4126181818,69354.2205818182,65617.5806545455,122217.702981818,99579.8913454546,81817.6060727273,96691.3520727273,101727.941818182,70872.1591636364,115107.2098,89522.0010363636,85703.7967636364,85703.7967636364,75329.3198363636,75329.3198363636,65617.5806545455,75329.3198363636,71641.0117090909,90965.1124,59456.2329636364,70133.3538181818,75990.2405272727,87703.3255636364,85703.7967636364,93458.7746181818,98715.0489818182,87703.3255636364,99579.8913454546,71641.0117090909
"PE 35:2; [M+H]+@6.78",19248.3127436364,22727.8978363636,25304.7201116364,26981.5140009091,29383.0054727273,43029.4435272727,39862.2790909091,28338.46846,26717.1308181818,22127.6094909091,26717.1308181818,29008.1747170909,28052.7168418182,26717.1308181818,24345.2378727273,23321.6596761818,22455.1957709091,22727.8978363636,28659.9203770909,27268.9427454545,25635.3951909091,21291.1931309091,17801.2039654545,32749.1110727273,21846.7412194545,20031.1379927273,21291.1931309091,16764.0805509091,22727.8978363636,26398.3215745455,24345.2378727273,27268.9427454545,26717.1308181818,14626.9808854545,19478.7636,39378.2725654546,20518.8130363636,23085.9977018182,26057.0556,22727.8978363636,20754.9612527273,22455.1957709091,21038.8594309091,13895.0487781818,25001.248,22727.8978363636,16376.4568581818,27268.9427454545,29383.0054727273,21291.1931309091,35117.5425818182,21583.4031527273,33156.3412945455,24691.6429563636,23321.6596761818
"PE 35:2; [M+Na]+@6.26",11982.5713815455,19601.8282336364,18187.1550937273,7944.39809127273,8308.4443118,6685.65666454545,22906.9477690909,12358.9072239091,7869.07008254545,22591.5468036364,5984.88111392727,12881.9708836364,13825.6518727273,2949.29036592727,10722.1093909091,6774.80716545454,6774.80716545454,11245.5221772727,15064.4779009091,6283.44562181818,8143.88668890909,6437.97570910909,8308.4443118,8681.41158291818,6437.97570910909,8992.19840888182,14891.2667236364,13265.335934,9236.71384361818,6173.07772,14516.2459981818,10296.1172206364,12358.9072239091,18187.1550937273,4316.57966,3699.12319818182,7051.10208363636,10023.3356785455,8992.19840888182,6985.06694,10197.8882358182,7869.07008254545,11113.5280624545,9481.53714,12700.3548545455,2413.21429387273,8143.88668890909,15064.4779009091,12544.7770390909,11792.4712839091,12157.0313379091,7362.95283854545,10640.0462108455,10557.9830307818,6437.97570910909
"PE 36:1; [M+H]+@7.54",1334212.05254545,956432.847272727,1608154.68690909,861005.148181818,1286915.13227273,1979433.65890909,1005739.01967273,1334212.05254545,1286915.13227273,1059684.85472727,1252841.52690909,1252841.52690909,1429341.83290909,1225464.05545455,1286915.13227273,1005739.01967273,1429341.83290909,1286915.13227273,1904637.91254545,1608154.68690909,1146694.22981818,1033245.71090909,1112980.90527273,1748195.25145455,1334212.05254545,1146694.22981818,1472054.51363636,980171.731818182,1334212.05254545,1225464.05545455,1608154.68690909,1334212.05254545,1252841.52690909,1286915.13227273,1112980.90527273,1112980.90527273,1382832.90854545,1186900.59272727,1146694.22981818,1086745.85254545,1086745.85254545,861005.148181818,1146694.22981818,812795.232,1059684.85472727,956432.847272727,935101.124,1112980.90527273,1429341.83290909,1334212.05254545,1334212.05254545,1429341.83290909,1382832.90854545,1429341.83290909,1472054.51363636
"PE 36:2; [M+H]+@6.95",3203134.92290909,1510404.71554545,3942361.85136364,2197816.06854545,3540005.30627273,6887477.43818182,2197816.06854545,3731657.40854545,3203134.92290909,2197816.06854545,2897021.05318182,3203134.92290909,3942361.85136364,2785788.25209091,3042088.59963636,2293335.92325455,3042088.59963636,3362054.97436364,3042088.59963636,3203134.92290909,2016832.86818182,2107219.55818182,2696653.01736364,2785788.25209091,2398586.54070909,2107219.55818182,2497022.25018182,1942035.78572727,2293335.92325455,2497022.25018182,2785788.25209091,2696653.01736364,2398586.54070909,2497022.25018182,2016832.86818182,2293335.92325455,1795719.29027273,1873940.62081818,2016832.86818182,1942035.78572727,1873940.62081818,1239152.79118182,2107219.55818182,1206182.32409091,2107219.55818182,1450698.17327273,1239152.79118182,1873940.62081818,2602925.29845455,2897021.05318182,2602925.29845455,2696653.01736364,2602925.29845455,2696653.01736364,2398586.54070909
"PE 36:2; [M+H]+@7.06",3203134.92290909,1510404.71554545,3942361.85136364,2197816.06854545,3540005.30627273,6887477.43818182,2197816.06854545,3731657.40854545,3203134.92290909,2197816.06854545,2897021.05318182,3203134.92290909,3942361.85136364,2785788.25209091,3042088.59963636,2293335.92325455,3042088.59963636,3362054.97436364,3042088.59963636,3203134.92290909,2016832.86818182,2107219.55818182,2696653.01736364,2785788.25209091,2398586.54070909,2107219.55818182,2497022.25018182,1942035.78572727,2293335.92325455,2497022.25018182,2785788.25209091,2696653.01736364,2398586.54070909,2497022.25018182,2016832.86818182,2293335.92325455,1795719.29027273,1873940.62081818,2016832.86818182,1942035.78572727,1873940.62081818,1239152.79118182,2107219.55818182,1206182.32409091,2107219.55818182,1450698.17327273,1239152.79118182,1873940.62081818,2602925.29845455,2897021.05318182,2602925.29845455,2696653.01736364,2602925.29845455,2696653.01736364,2398586.54070909
"PE 36:3; [M+H]+@6.63",446894.067090909,182931.081509091,554925.877672727,288986.679709091,600773.490727273,912168.669090909,446894.067090909,707677.198363636,589161.665636364,429170.376181818,509721.681454545,545183.790545455,956432.847272727,653426.328,534808.245272727,468611.239090909,468611.239090909,501970.100963636,394601.712327273,413633.724363636,329057.429454545,357355.65,421090.204981818,526060.892709091,394601.712327273,296689.507672727,429170.376181818,260709.985581818,468611.239090909,612827.136872727,834955.634363636,653426.328,238734.441981818,283124.736218182,220988.005963636,238734.441981818,238734.441981818,208616.254927273,477492.638545455,308174.556236364,202332.898,127089.103581818,161402.961890909,132515.487109091,361393.256054545,260709.985581818,265550.391,394601.712327273,336443.352327273,534808.245272727,501970.100963636,545183.790545455,578538.120545455,509721.681454545,578538.120545455
"PE 36:3; [M+Na]+@6.40",191893.181581818,429170.376181818,279177.118436364,366983.748363636,270178.934181818,477492.638545455,429170.376181818,283124.736218182,534808.245272727,413633.724363636,534808.245272727,372476.228109091,493945.833636364,296689.507672727,220988.005963636,336443.352327273,347298.016309091,545183.790545455,761795.710363636,653426.328,366983.748363636,407755.444363636,319482.547563636,578538.120545455,612827.136872727,446894.067090909,446894.067090909,493945.833636364,812795.232,438339.015818182,653426.328,627076.909636364,493945.833636364,421090.204981818,308174.556236364,352403.601109091,260709.985581818,270178.934181818,347298.016309091,255654.402309091,352403.601109091,283124.736218182,454161.326545455,308174.556236364,352403.601109091,283124.736218182,429170.376181818,516807.886181818,288986.679709091,566335.208181818,566335.208181818,687745.783090909,653426.328,627076.909636364,725389.384545455
"PE 36:4; [M+H]+@6.41",229137.938672727,149480.446654545,265550.391,188980.043072727,319482.547563636,421090.204981818,234028.268545455,279177.118436364,329057.429454545,308174.556236364,270178.934181818,336443.352327273,319482.547563636,211913.229818182,260709.985581818,205506.971072727,372476.228109091,394601.712327273,347298.016309091,308174.556236364,461768.031818182,220988.005963636,302115.793636364,342497.831745455,319482.547563636,421090.204981818,319482.547563636,302115.793636364,275963.763890909,329057.429454545,407755.444363636,394601.712327273,413633.724363636,347298.016309091,329057.429454545,366983.748363636,275963.763890909,195514.4102,319482.547563636,275963.763890909,308174.556236364,185775.095781818,347298.016309091,202332.898,308174.556236364,224636.7558,205506.971072727,296689.507672727,270178.934181818,361393.256054545,314010.530727273,329057.429454545,314010.530727273,336443.352327273,352403.601109091
"PE 36:5; [M+H]+@5.92",59456.2329636364,55207.9209454545,97749.9371272727,68645.1984727273,60871.1379090909,64839.9528909091,45380.2613163636,70133.3538181818,95569.2504363636,78918.3584909091,86509.2381090909,71641.0117090909,89522.0010363636,60209.6586363636,53176.8431454545,36724.9901636364,94541.6636363636,75329.3198363636,55738.0478727273,78279.7154,44327.6724181818,44874.2713272727,52044.4208545455,41176.2133090909,80698.3693636364,47014.1488023636,86509.2381090909,62813.8803818182,42572.5076545455,45934.1632363636,72462.4126181818,47014.1488023636,58409.0806545455,84750.3011636364,61412.3863272727,68645.1984727273,43029.4435272727,27629.6864654545,38990.7674363636,39862.2790909091,57235.7184,52659.7510545455,76699.4683454545,38576.2983272727,38134.6683763636,48161.4923818182,15375.5682672727,54259.0311090909,49286.0710363636,73674.2682,63392.8694727273,71641.0117090909,68645.1984727273,72462.4126181818,56509.5886181818
"PE 38:1; [M+H]+@8.07",112541.002236364,95569.2504363636,164082.804145455,109750.3102,99579.8913454546,229137.938672727,136126.877309091,112541.002236364,134210.897745455,123554.593418182,111179.989963636,155852.877163636,172120.025072727,128508.222381818,99579.8913454546,103935.133381818,108642.957181818,129919.826727273,129919.826727273,149480.446654545,113834.294290909,77483.1076749091,128508.222381818,155852.877163636,131187.154527273,123554.593418182,117988.788109091,89522.0010363636,129919.826727273,136126.877309091,138497.939527273,145129.163909091,177743.180781818,166288.745436364,116627.565981818,166288.745436364,132515.487109091,161402.961890909,164082.804145455,122217.702981818,136126.877309091,120617.657745455,142797.592636364,127089.103581818,158552.247254545,93458.7746181818,136126.877309091,161402.961890909,128508.222381818,142797.592636364,128508.222381818,138497.939527273,140396.293327273,180453.270490909,166288.745436364
"PE 38:2; [M+H]+@7.60",89522.0010363636,52044.4208545455,106509.658654545,46501.1238072727,96691.3520727273,77483.1076749091,54657.5092,101727.941818182,87703.3255636364,52659.7510545455,65617.5806545455,70872.1591636364,84750.3011636364,86509.2381090909,70133.3538181818,39378.2725654546,67947.4837090909,64839.9528909091,58891.8455090909,71641.0117090909,68645.1984727273,38576.2983272727,48161.4923818182,55738.0478727273,53734.9651454545,48161.4923818182,69354.2205818182,54657.5092,38990.7674363636,49286.0710363636,80698.3693636364,60871.1379090909,58891.8455090909,56509.5886181818,63392.8694727273,81817.6060727273,63392.8694727273,52659.7510545455,60871.1379090909,52044.4208545455,52659.7510545455,52044.4208545455,49286.0710363636,64839.9528909091,58409.0806545455,69354.2205818182,53176.8431454545,43656.9797216364,73674.2682,57235.7184,67071.7863950909,74496.2867454545,69354.2205818182,75329.3198363636,77483.1076749091
"PE 38:3; [M+H]+@6.44",47904.0037272727,76344.8544363636,36125.5943818182,36937.3365727273,49576.5869827273,81257.9877181818,69743.7872,54932.7150727273,34933.7160790909,46217.6435218182,47330.3319375455,45127.2663218182,38355.4833518182,41410.2036181818,42337.6332636364,49008.5063636364,50081.1282281818,36543.8260181818,40535.5850045455,38355.4833518182,52352.0859545455,63103.3749272727,44600.9718727273,36125.5943818182,42800.9755909091,52352.0859545455,59832.9458,56123.8182454545,49576.5869827273,32116.9031627273,61141.7621181818,53996.9981272727,38783.5328818182,41873.4764,43992.3260699091,42800.9755909091,51708.1906545455,64550.4530363636,52918.2971,66686.6164066364,47904.0037272727,56872.6535090909,48446.2170363636,44600.9718727273,49576.5869827273,63826.9113272727,82141.4084181818,45657.2122763636,45657.2122763636,49008.5063636364,45127.2663218182,47904.0037272727,55472.9844090909,50081.1282281818,60540.3982727273
"PE 38:4; [M+H]+@6.13",78599.0369454545,101178.773954545,76344.8544363636,60540.3982727273,64550.4530363636,49576.5869827273,94000.2191272727,67509.6350520909,82141.4084181818,74085.2774727273,68296.3410909091,80236.6662909091,80236.6662909091,61141.7621181818,55472.9844090909,45657.2122763636,65228.7667727273,61141.7621181818,69743.7872,64550.4530363636,58650.4630818182,83571.8404454546,63103.3749272727,113187.648263636,66686.6164066364,30615.2607101818,135168.887527273,84327.6573272727,63826.9113272727,58650.4630818182,56872.6535090909,109196.633690909,62466.4440818182,82851.9390818182,78599.0369454545,109196.633690909,77881.4115374546,90243.5567181818,67509.6350520909,92764.8869909091,71256.5854363636,50081.1282281818,85227.0489636364,76344.8544363636,57474.7701272727,83571.8404454546,98232.4930545455,78599.0369454545,70502.7564909091,72051.7121636364,77091.2880101818,64550.4530363636,84327.6573272727,60540.3982727273,58650.4630818182
"PE 38:4; [M+H]+@7.10",687745.783090909,454161.326545455,725389.384545455,545183.790545455,687745.783090909,1146694.22981818,516807.886181818,673446.489636364,653426.328,589161.665636364,600773.490727273,687745.783090909,790298.787272727,707677.198363636,743134.024,461768.031818182,885457.405636364,912168.669090909,1005739.01967273,912168.669090909,627076.909636364,653426.328,812795.232,861005.148181818,834955.634363636,673446.489636364,812795.232,743134.024,707677.198363636,812795.232,861005.148181818,885457.405636364,761795.710363636,790298.787272727,653426.328,653426.328,589161.665636364,509721.681454545,725389.384545455,638805.549909091,707677.198363636,372476.228109091,612827.136872727,421090.204981818,653426.328,566335.208181818,526060.892709091,627076.909636364,638805.549909091,673446.489636364,687745.783090909,743134.024,725389.384545455,707677.198363636,638805.549909091
"PE 38:5; [M+H]+@6.61",1033245.71090909,314010.530727273,1146694.22981818,516807.886181818,912168.669090909,1033245.71090909,509721.681454545,1186900.59272727,1146694.22981818,761795.710363636,912168.669090909,1186900.59272727,1286915.13227273,834955.634363636,861005.148181818,554925.877672727,1334212.05254545,1252841.52690909,1086745.85254545,1146694.22981818,477492.638545455,554925.877672727,653426.328,1005739.01967273,1033245.71090909,627076.909636364,885457.405636364,600773.490727273,673446.489636364,790298.787272727,1382832.90854545,956432.847272727,673446.489636364,687745.783090909,534808.245272727,578538.120545455,329057.429454545,386929.186727273,578538.120545455,386929.186727273,526060.892709091,270178.934181818,446894.067090909,336443.352327273,485883.588854545,402103.885290909,302115.793636364,554925.877672727,627076.909636364,935101.124,956432.847272727,1005739.01967273,1005739.01967273,912168.669090909,1005739.01967273
"PE 38:6; [M+H]+@6.33",195514.4102,336443.352327273,249845.734854545,347298.016309091,243274.044890909,446894.067090909,407755.444363636,270178.934181818,454161.326545455,402103.885290909,516807.886181818,342497.831745455,477492.638545455,265550.391,208616.254927273,288986.679709091,308174.556236364,554925.877672727,627076.909636364,554925.877672727,454161.326545455,372476.228109091,314010.530727273,516807.886181818,600773.490727273,429170.376181818,421090.204981818,509721.681454545,725389.384545455,394601.712327273,566335.208181818,516807.886181818,468611.239090909,386929.186727273,279177.118436364,319482.547563636,211913.229818182,402103.885290909,324377.870090909,238734.441981818,296689.507672727,288986.679709091,477492.638545455,319482.547563636,324377.870090909,249845.734854545,402103.885290909,319482.547563636,275963.763890909,526060.892709091,509721.681454545,493945.833636364,454161.326545455,612827.136872727,653426.328
"PE 40:1; [M+H]+@8.57",407755.444363636,283124.736218182,407755.444363636,249845.734854545,347298.016309091,534808.245272727,324377.870090909,308174.556236364,324377.870090909,302115.793636364,336443.352327273,366983.748363636,347298.016309091,402103.885290909,372476.228109091,324377.870090909,296689.507672727,336443.352327273,477492.638545455,314010.530727273,279177.118436364,216264.997654545,279177.118436364,501970.100963636,352403.601109091,329057.429454545,324377.870090909,249845.734854545,347298.016309091,357355.65,372476.228109091,302115.793636364,402103.885290909,407755.444363636,361393.256054545,394601.712327273,407755.444363636,429170.376181818,468611.239090909,342497.831745455,324377.870090909,324377.870090909,407755.444363636,238734.441981818,366983.748363636,275963.763890909,283124.736218182,386929.186727273,308174.556236364,336443.352327273,342497.831745455,352403.601109091,329057.429454545,357355.65,347298.016309091
"PE 40:2; [M+H]+@8.13",108642.957181818,60871.1379090909,111179.989963636,89522.0010363636,97749.9371272727,140396.293327273,89522.0010363636,117988.788109091,115107.2098,138497.939527273,112541.002236364,117988.788109091,122217.702981818,123554.593418182,89522.0010363636,83238.6674,112541.002236364,101727.941818182,113834.294290909,106509.658654545,75329.3198363636,48730.9416909091,75990.2405272727,138497.939527273,108642.957181818,74496.2867454545,80698.3693636364,90965.1124,115107.2098,106509.658654545,123554.593418182,112541.002236364,108642.957181818,125527.029127273,96691.3520727273,86509.2381090909,94541.6636363636,76699.4683454545,102872.202327273,63392.8694727273,82465.2107636364,88543.1133454545,101727.941818182,79774.9632181818,98715.0489818182,60209.6586363636,62119.0077818182,75329.3198363636,93458.7746181818,138497.939527273,132515.487109091,103935.133381818,109750.3102,140396.293327273,116627.565981818
