Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Test Pool_Positive_01,Test Pool_Positive_02,Test Pool_Positive_03,Test Pool_Positive_03a,Test Pool_Positive_04,Test Pool_positive_05,Test Pool_positive_06,Test Pool_positive_07
CE 20:5; [M+NH4]+@10.40,75336.84,66319.27,39585.26,175127.99,140045.18,129341.62,79411.19,165540.85,305955.9,240347.89,296812.38,172489.18,131611.95,164235.38,41799.81,254783.05,174130.36,219084.2,165929.12,274662.9,503488.43,376506.12,489924.91,323372.99,74237.94,38017.77,152259.34,97125.23,89844.08,63123.16,112854.67,75102.92,183117.82,150279.4,269967.62,135573.14,90870.02,79869.78,107089.04,165653.46,104378.34,94531.17,94904.19,90438.91,98085.24,35702.48,36968.48,82596.3,160224.88,151437.15,149522.76,144702.92,148979.81,134026.76,119620.66,143261.99
CE 22:4; [M+NH4]+@10.86,73576.12,47674.84,27033.42,64766.94,36298.18,35848.5,38679.71,96926.3,98746.82,52866.45,64613.79,65047.28,90227.71,37283.35,17550.79,55779.58,74621.78,59164.52,58511.12,92473.65,50098.07,68855.33,56708.65,58576.64,29277.7,17578.33,56203.48,47068.46,11943.05,32314.9,46412.92,35678.6,67818.52,56016.34,114841.15,37433.38,24448.8,20669.61,16471.6,52008.06,28491.38,42590.09,24720.93,20997.43,23793.18,13665.12,16024.83,13273.74,55310.06,25464.82,46950.01,33384.83,36298.78,35809.79,46647.68,47443.94
CE22:5; [M+NH4]+@10.70,182128.51,162749.86,101102.27,222798.42,143821.76,155494.77,174635.13,247211.91,347643.82,201913.55,245874.5,193480.98,228101.63,184440,78674.74,203033.09,224481.06,231512.92,206005.63,257316.48,261200.33,263408.7,307348.4,319801.01,173404.17,79962.78,233760.3,203543.7,129511.39,165302.53,322920.59,178742.09,275989.06,236060.18,368692.91,243905.24,118277.12,134022.06,111405.24,196433.36,233533.39,204515.92,159338.55,207500.86,170410.14,125684.22,116250.75,178460.76,213950.9,221991.97,225044.64,193955.03,204390.84,205960.6,212274.62,180880.36
CE 22:6; [M+NH4]+@10.47,1534172.1,1317716.9,807645.8,1484244.2,1429311.6,1315938.6,1504857.5,2225878.5,2435938.6,1659580.5,2566130.7,1699126.9,1647168.9,1560011.7,474331.4,2006919.9,1634920.7,1770107.1,1628172.7,2150527.6,2271416.8,2527918.1,2391559.1,2366491.3,1724358.8,719946.9,2477166.4,2533021,1637495.8,1647569.8,3244333.4,1824462.1,3244075.7,3066656.6,3015127.6,2565835.1,1288609.5,1145055.6,1456030.8,2145788.5,2208898.8,1842833.4,1913853.4,2104776.8,1742851.5,1175012.8,1139895,1741495.1,1749536.6,1729797.8,1706636.2,1740786.1,1465429.6,1743226.6,1740204.3,1790119.5
CerP 36:2; [M+H]+@5.84,2377.2994,1664.6312,1029.7808,1831.3897,3289.9616,1258.5819,1042.0213,2420.9809,2451.0496,1181.2575,137.0077,4015.5229,3730.4323,494.2986,2894.2342,862.3725,656.7057,884.3372,2153.8681,2367.8453,2175.8208,820.0836,2552.5784,1340.6604,174.327,988.3527,3476.2978,1339.9386,1730.8647,3202.773,1967.1946,4093.3783,2205.3392,2698.0127,3071.8807,2939.1849,3109.3063,433.4894,909.3479,1896.7294,1625.6814,2567.8965,4376.0601,2187.8905,2872.8497,840.4561,1011.9898,1407.0891,2516.3401,1533.0098,1238.7318,1219.6506,1781.0588,2888.1426,2964.899,3403.3115
CerP 44:2; [M+H]+@7.44,28052.762,13598.44,10272.294,18699.211,17567.144,15969.708,30402.891,30145.589,22226.002,28779.255,24384.658,24385.771,20638.085,13295.004,5390.566,21392.558,13186.816,22374.217,14043.297,17866.026,23193.061,14904.968,16644.467,17267.647,17273.266,11638.76,18253.892,26550.915,14125.788,20618.839,17569.903,29530.169,25230.005,13248.695,33626.11,22079.798,11091.111,12982.999,13737.398,23506.658,17960.673,13685.487,14059.077,11390.252,16756.578,8489.785,5971.906,13957.983,20187.554,26507.949,20767.556,28736.84,22034.456,20418.461,22534.48,20747.902
DG 25:2; [M+NH4]+@4.02,6529.7248,2041.6191,1896.0266,3845.2249,2772.9698,1948.2295,4862.0264,5348.4244,11396.5253,5268.4281,10679.2273,4674.5647,865.7494,852.3126,609.5273,3593.3713,4261.2195,5199.9175,3697.3974,9244.103,1454.3958,917.3685,9817.0681,11749.3855,7001.9643,177.1444,12545.2437,6326.8413,6401.4976,3461.4893,6806.0359,4637.4021,11695.8236,10463.7811,10802.6987,4872.8024,1125.6541,370.8241,1366.3763,4824.6205,8310.3841,4395.5939,6598.3635,7036.0553,850.2391,192.4939,745.5451,1564.5205,8287.3388,10007.6971,8889.1595,6247.1451,7328.1235,6127.0582,8057.3681,6152.0497
DG 30:0; [M+NH4]+@7.40,4613.4711,2682.1722,2292.1206,3352.4612,2406.3843,2071.245,3449.7616,2092.6358,3705.4782,2843.7552,1809.7947,4248.4248,2634.2946,1070.0665,2794.3209,2152.0931,2331.9158,3255.0482,3053.6905,3445.9376,3492.6297,2993.6132,1896.1112,1945.3269,1167.8539,2973.4786,2660.8405,3114.5107,3555.7152,1571.5213,3042.8517,2380.7683,3663.1802,543.6823,1089.6632,2556.6847,2025.6891,2827.5963,852.5026,1902.6654,199.0075,3627.7365,2167.6563,3014.745,1884.3344,1521.4591,2662.2984,3832.2369,4278.8777,3644.3642,4946.9576,3747.5766,7000.625,6400.0131,4040.5943,2999.3098
DG 30:1; [M+NH4]+@6.93,2973.77797,5317.85072,7160.23153,2741.39445,919.0341,2391.68704,2464.4224,1322.26406,713.72312,2942.87179,5366.41388,2294.55595,3468.46792,3544.87674,6196.85083,2114.74839,1533.11157,2670.78723,1195.64647,1055.8459,2009.71351,1862.84146,2096.18332,1868.46992,1150.7415,1372.73171,2165.14491,3663.29949,2151.0391,2521.36053,2320.54445,1153.1868,3069.03645,2019.48533,1752.99544,902.30305,195.80724,1460.87441,2570.72367,3613.90368,53.83948,478.72626,2377.34394,1665.64513,1543.88813,914.74732,4200.95156,1161.04937,2506.86268,4937.53928,2378.49701,1319.97501,3830.33991,602.70251,2112.73006,2090.93376
DG 30:2; [M+NH4]+@6.42,1540.6635,740.35034,2058.28576,537.60447,1819.83896,1755.20659,580.56942,298.06283,1062.74156,1432.83488,1029.8659,498.34567,549.70427,20.20457,858.46681,909.0073,1050.24404,283.94206,638.5956,1008.90745,697.92837,511.95308,392.54017,855.50251,796.52457,963.93735,583.93512,985.95333,2035.93979,334.77529,3388.13564,1689.49279,964.58493,880.54627,1613.74981,324.42101,1742.29822,1105.92287,2036.70737,494.65227,880.18295,872.02233,616.99874,683.88406,31.2857,756.542,1191.86263,688.10761,670.67803,2011.20019,2686.91968,1982.7844,657.07216,1403.62004,1149.71766,1708.6251
DG 32:0; [M+NH4]+@7.91,34044.31,41980.88,41005.93,47247.61,38646.08,35359.06,36604.14,39768.34,31203.12,41632.56,44883.84,42534.08,34613.72,37791.88,33185.15,47736.22,46749.75,31042.73,42584.62,34278.39,37561.24,42276.71,38475.59,40026.59,30150.88,48092,32221.51,32732.16,40763.79,55121.57,44699.57,40346.5,48933.58,44830.68,41323.38,39039.89,38444.21,33613.85,30264.79,31065.65,32353.49,34137.47,32463.13,32921.94,30595.45,33096.09,44143.5,43381.99,48153.35,50673.83,50475.18,41961.99,46579.24,45988.85,44017.93,54064.57
DG 32:1; [M+NH4]+@7.49,25216.069,13476.97,11987.662,11215.658,10689.329,10914.495,15192.126,11721.996,13549.383,20700.55,16385.606,5689.824,16000.59,11955.18,7703.2,11143.533,7756.603,4806.947,9026.58,5047.775,7914.449,7580.757,7044.233,8480.713,3734.302,10590.101,7263.739,8883.864,6844.739,11448.397,8758.648,10443.295,12155.882,7084.825,11094.294,6562.376,9195.297,5620.439,6888.457,7007.872,4412.586,8084.099,6416.409,5334.053,7175.003,6918.633,8364.365,6261.885,6204.806,5360.953,7658.276,5858.305,7069.418,9989.503,12205.793,5781.201
DG 32:2; [M+NH4]+@7.06,10640.9556,2955.71272,4385.51727,1884.957,3126.84264,3907.33986,6485.34106,4256.61178,4753.69028,3110.11254,6020.75812,4060.34966,3458.33797,6830.83058,1396.57123,3829.66313,1085.85808,4123.08573,1741.52496,4078.09021,639.72856,2229.56385,1504.96983,3238.41647,2994.01681,3653.64314,5748.5625,2335.63265,1364.75317,2668.11813,2904.41968,2523.92512,1975.35311,1409.88288,2724.66196,2935.74323,1167.42134,1877.74465,3819.05237,3870.30725,436.01778,919.48166,82.39559,2881.39399,2696.95678,1305.53919,1009.24436,1275.68913,2749.88965,2258.0705,3651.61028,4050.10705,1767.46651,4231.35377,3298.43464,2303.97304
DG 33:0; [M+NH4]+@8.10,4250.8183,2280.7574,3126.305,3014.428,2501.4895,1061.395,2712.5828,914.6215,4390.727,3888.0216,1634.9831,2357.4876,1163.8714,2274.6975,3508.7761,2540.2955,1740.069,1060.0872,2495.889,5846.6925,882.9678,2390.7137,4447.8311,3732.9081,1214.842,1362.2219,2362.6218,1562.3414,3365.8408,4009.8071,732.6566,1765.4325,1978.2502,1840.8918,1590.5132,1676.0926,2003.8505,1754.7345,4640.4245,3359.6584,1316.9886,1785.0388,1992.1207,1629.6107,1022.4805,1793.4791,3431.5647,3002.7866,2887.277,2862.8819,3686.2486,3020.1109,2403.5089,3599.9081,3566.917,3967.5723
DG 33:1; [M+NH4]+@7.76,7245.22,11772.769,6418.106,5360.102,8044.216,5819.776,6292.267,4928.181,5530.279,3032.93,4880.093,4822.422,5537.642,4446.206,3137.634,8771.533,4595.805,7884.292,7177.851,4046.654,3803.813,4993.353,3160.112,6657.199,3070.677,9924.461,6459.273,7021.63,7601.133,9777.324,6370.512,4038.372,4540.734,8251.691,4741.6,1427.492,3228.203,4832.896,6162.89,7466.519,1952.817,7190.114,3146.014,7614.781,2516.938,8512.203,4336.888,5595.735,9572.576,4130.959,6109.69,5798.546,6621.034,8154.799,6922.925,6739.305
DG 33:4; [M+NH4]+@2.82,1147.6927,548.73433,621.11086,928.19653,269.64097,545.03952,566.43132,1161.63872,1289.49473,1092.57671,602.50396,1175.03868,1581.67095,833.70339,640.96423,393.35125,78.22526,102.50213,136.7093,385.09114,250.43978,489.8134,1501.61425,814.51177,240.26978,237.7161,892.26305,343.8196,322.82797,267.94924,500.7623,241.24558,382.07721,598.80481,842.42232,432.45434,120.54011,291.28516,461.3021,148.61854,104.12466,137.05933,330.94015,340.04946,20.59385,101.42866,167.20883,606.20643,537.28101,304.26695,298.28059,782.39217,390.23791,216.29829,570.07069,1052.20652
DG 34:0; [M+NH4]+@8.41,8637.921,3674.104,2877.982,8020.834,6924.473,2754.203,2784.987,8967.935,5474.407,8476.297,3329.173,9308.728,7803.321,4729.178,8023.981,4404.608,12947.22,7538.785,10439.179,6443.219,4139.492,8766.21,3259.136,8542.689,5513.428,4775.13,7047.403,4956.312,8092.545,5185.458,6216.273,6347.661,2206.947,4019.7,7392.542,1954.156,6605.045,5785.513,7956.581,5700.457,6688.49,3540.664,6924.171,8684.32,3724.651,5522.083,4904.194,4054.283,8779.773,5498.612,5937.745,2757.198,8353.329,5683.569,5742.709,6499.465
DG 34:1; [M+Li]+@8.02,19247.1,20971.63,16332.47,25876.32,29959.29,20844.59,21454.54,18609.15,25619.2,23378.02,23867.82,22325.06,25080.05,22271.02,20581.95,24057.04,28721.82,20617.08,23810.07,20327.95,20239.31,22593.66,21437.85,22243.21,20266.43,27130.9,11149.44,15929.54,26536.97,18618.04,23457.37,16639.62,28670.41,18987.07,20344.25,21846.58,20424.5,30279.03,19990.25,14222.31,15430.61,21429.41,12425.32,24203.52,18666.83,16733.29,17318.09,26896.22,32249.53,26426.57,25883.65,18902.96,23510.55,15927.94,13971.33,19370.58
DG 34:2; [M+NH4]+@7.60,245810.59,63078.02,85899.61,20359.7,46558.3,41662.89,134286.41,73678.41,18892.25,27031.93,107805.67,18389.89,94615.63,73922.02,13377.52,47071.54,31923.93,26322.56,30767.07,23433.17,36741.33,27873,43661.64,29864.27,23668.77,75641.46,57987.44,63358.42,31314.59,44576.58,32557.57,48298.65,35076.37,20411.53,34258.75,26276.66,10251.91,35619.36,46648.27,29857.93,28341.4,29471.66,17841.5,26397.13,36022.84,28994.35,30676.84,25869.08,20207.79,20342.76,21147.1,18147.81,22270.44,17316.46,22285.44,21713.05
DG 34:3; [M+NH4]+@7.21,33085.3989,6640.3732,7344.1041,2264.8878,5972.9633,7053.8777,20071.6028,13116.2086,3924.6055,5950.7562,17357.0583,2485.3214,7933.1531,12369.2969,320.1474,7104.7903,5331.982,2140.8493,4791.2127,2381.2535,4902.9624,4250.7215,5012.7172,985.7876,2965.0644,10757.3357,7925.1837,7758.1063,2543.5064,6779.0906,5817.3636,6158.1413,3912.8026,1949.8853,3601.741,2226.7048,1810.076,2303.1274,5612.562,3295.3669,3281.9314,1503.1752,4031.7543,4617.5084,2007.3351,2451.0699,2117.7668,2194.7583,4414.6414,4810.1005,3401.9805,5626.3646,5471.4477,6258.0122,6062.2395,5527.0005
DG 35:1; [M+NH4]+@8.25,3715.9529,1550.0784,3931.8069,2451.6191,1231.9208,3464.8716,1344.087,3284.8967,869.8043,1773.2046,1482.2499,2622.4615,4837.1587,2939.4975,1124.1313,1501.7519,1894.8149,698.0519,2558.385,2891.8628,3002.8025,2503.4988,2403.2167,3101.2157,2625.6119,1701.244,1849.0167,4399.6069,2023.5249,3291.8018,2098.2681,4253.5603,2693.5556,1133.6368,2316.2544,1293.8794,2240.9254,2749.5753,4658.5874,1259.731,3352.2662,1687.1251,3262.0704,220.4441,1742.7782,3455.7668,562.4252,990.3019,1591.0396,905.679,3287.3128,1734.7505,1386.5067,1485.3869,2135.172,4720.1034
DG 35:2; [M+NH4]+@7.84,4256.8361,1803.2343,1160.189,708.3363,3602.2995,531.9642,2996.5878,1303.8312,805.6439,913.1673,4762.5194,2591.4265,2314.866,1420.9644,1248.3032,1338.5081,852.9206,2376.8871,1375.4295,1699.4069,716.9518,1545.3864,1726.6007,941.4356,1204.6147,1217.9353,2153.0286,2023.512,1245.1825,2430.3136,2050.0599,4641.4592,1380.8378,2081.2924,1740.7341,2077.2434,1072.1841,3121.8308,2079.009,2070.0455,2007.7138,1424.309,1232.0991,1289.2638,1732.212,2985.4346,474.3136,2332.1383,3260.0006,1309.0053,1893.0178,1829.1736,1267.7496,1760.7491,922.1642,2019.3302
