Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
PE 38:2; [M+H]+@7.60,158724.6057,26946.64375,121261.3972,43983.68757,143012.8528,58192.36252,41427.28174,146552.3188,101747.6884,65397.30798,89796.40256,91271.61017,126366.8256,113551.7185,108949.1688,40481.07139,94746.68369,87204.15628,41514.34104,73192.11613,49524.9208,33130.82375,54561.60908,41906.5276,50017.31058,36262.90473,57641.737,50117.75964,41195.3314,55074.90609,88186.99568,73109.62905,54139.63866,62672.71389,72190.8035,75529.17198,49121.7287,25967.68436,64602.01771,44562.16994,48232.32695,27119.14036,33259.27016,37223.57618,41889.71773,53092.74169,26978.48453,42760.0588,74487.84739,66503.83524,71798.91507,84050.93002,76970.7379,81839.48238,80778.07011
PE 38:3; [M+H]+@6.44,76684.98868,39358.90165,39941.5255,36572.6169,67365.12635,60422.86372,55351.94202,70175.46903,42063.88673,60493.62053,68586.72464,58436.09166,53680.28873,49746.00043,61428.08102,45986.98514,63591.18195,48141.3958,28217.19337,38435.04542,33669.60911,50267.85367,51810.13849,26958.1,40126.85507,N/A,48989.13323,51110.40441,48928.20736,38897.94184,72780.49929,65622.87272,35478.58382,46509.60224,47254.84139,39442.74061,40839.69604,32123.59924,52909.35358,57122.28515,42326.4877,29890.52171,33218.72402,25499.43929,36846.87496,45629.05065,41680.89207,44033.33678,52469.34337,57589.66556,49894.46485,55486.15973,61476.14236,58971.41878,65376.07278
PE 38:4; [M+H]+@6.13,132341.3364,56245.42735,84144.1611,55788.02591,96398.78445,38944.23838,79173.23108,94381.77402,100014.6555,83208.04167,97551.50109,107717.796,117378.0157,82625.99319,78420.3412,45134.4161,87611.6352,83580.18913,46633.6397,64511.15688,39675.56124,76520.38763,68404.70637,79408.172,59469.23376,24796.11627,112697.6882,75922.16402,58521.41028,69232.68773,70488.69735,125940.0618,56912.79193,89244.04896,89308.94295,97366.99885,61247.4939,46706.2108,73161.38425,76314.33606,64740.14263,26926.21498,51403.98278,43002.7247,41488.85965,64448.57551,51028.0495,77803.76336,72310.72801,77063.63565,81211.95607,71107.91766,97215.41484,68444.14967,64982.63802
PE 38:4; [M+H]+@7.10,1057530.779,246956.9825,750855.555,539105.5906,878657.2836,762542.6543,447544.2899,861360.9671,742160.4359,710694.5072,915661.4279,827150.4508,1066820.249,894224.0806,882122.3507,449449.6568,1085019.865,1087620.461,568724.4576,830902.4108,475704.6137,635453.2417,909273.3629,581415.2926,627141.3024,509289.8679,639284.8035,698105.7441,670010.2785,935882.5594,935543.7581,1080793.489,742976.3435,844093.1054,770697.2299,679985.2015,452962.1158,280209.526,777735.2829,578600.2799,648784.987,227183.7083,414840.049,255345.0646,515547.1004,436224.5863,297352.5064,616255.5873,671101.5436,755273.7314,780011.7431,841135.4174,826366.6004,815150.5629,684896.6994
PE 38:5; [M+H]+@6.61,1696737.087,191349.3858,1321262.918,501677.1635,1225268.876,700676.4153,442261.1147,1506075.301,1280691.167,906956.9686,1354955.411,1489559.399,1846822.569,1082963.14,1170210.766,502925.6926,1867408.212,1593873.467,625735.7853,1183942.183,367226.9104,546018.9382,769824.9811,670892.4496,785435.3191,478602.1794,698263.7629,614051.3054,633427.342,931060.877,1433540.382,1116282.138,681161.4271,798280.0898,670987.9979,609287.5631,265295.8085,202153.4255,574803.2014,341578.9805,493185.7957,156997.1867,284395.569,201877.7696,367096.7513,305753.4627,167291.4607,540079.3672,657558.3128,1087734.057,1038530.253,1119167.464,1132075.297,1058742.035,1078526.252
PE 38:6; [M+H]+@6.33,314040.4693,207574.3593,277249.7612,334638.2762,333377.87,306035.1214,359700.4249,322936.4618,542145.309,459635.273,717596.6938,420111.242,641552.5637,336447.8155,286304.7516,264736.8258,384171.6386,644717.5391,375771.4264,540413.29,351140.7756,356417.3761,350887.1004,401970.2789,487278.1782,327751.1902,350313.5366,474407.5087,724340.4301,457842.0736,637263.3453,558335.3514,499199.3345,456176.9688,309064.4198,319859.7118,173052.8129,203269.1049,360303.4641,214680.6867,287585.5757,170618.419,294578.1643,185557.1039,245387.2005,205533.8053,199359.7458,326226.7834,271007.0751,601016.9867,551844.858,572535.3822,536124.3749,752630.0592,717038.8954
PE 40:1; [M+H]+@8.57,579442.3035,153996.1638,422346.1105,230512.7834,472660.9741,394372.6817,263338.8992,384034.3453,369414.9217,343174.5235,488498.3036,450271.1073,480109.1891,509283.3941,494549.4135,288061.9394,378043.4019,421707.8883,294876.2036,337589.8718,211235.2271,212113.7749,303226.6568,372689.0277,314567.0287,243667.9086,246048.6529,245451.2545,340826.565,427292.9252,435015.2867,378131.9205,404213.118,463612.7064,418565.4987,370741.5157,308431.4568,223705.458,462406.3769,307348.1663,299158.5017,190561.0943,265010.4504,149738.4174,265007.7768,218080.1187,162621.5114,367005.5122,328684.8634,370429.8958,371267.3146,407070.3097,384181.3446,415988.9045,375052.3994
PE 40:1; [M+Na]+@8.61,20338.55983,11946.36183,6724.481872,6521.21044,12995.46648,8406.854516,19274.1955,6916.917041,9166.956408,11496.52135,N/A,17042.34362,35410.77067,7643.433956,7980.203051,7899.09602,6799.574495,9770.156964,12706.90976,5883.801966,6932.882115,4232.096159,5908.37942,10221.37986,22994.67048,6732.982811,11202.08384,11076.06697,26050.21146,27122.19891,7649.033576,14454.59833,12150.19169,6166.74579,8925.253304,7885.57805,14695.2455,10009.24694,7044.738524,5033.902235,8746.000871,10597.92267,14292.48173,8086.274166,5816.091309,N/A,5867.041288,14425.03599,7393.380112,7411.859723,10125.4785,10428.02842,10830.15364,7105.534484,19546.45128
PE 40:2; [M+H]+@8.13,188052.8767,31557.31344,126082.0256,77156.53883,144224.6193,96435.71425,71379.84467,163621.2211,126278.8918,164135.9125,168816.7404,151288.3795,176909.4177,163453.623,141333.4608,73674.60609,156335.0375,126130.7896,81202.0949,111785.8038,52638.8822,40030.53585,79062.66567,91869.64196,98670.86133,49423.84812,70207.96992,79474.61099,110607.3016,118198.319,143951.935,130222.2594,98969.16307,129740.4505,108408.536,80574.99208,71473.01794,38075.75393,108433.5566,54718.27446,72145.78967,48950.33228,64388.13103,45123.34407,71296.11239,43880.02519,33482.3126,71899.55666,100124.3198,147450.21,135664.1867,111521.0601,123811.5614,132987.1884,111498.4157
PE 40:3; [M+H]+@7.72,30207.32164,11025.51022,20411.3408,10544.7222,28234.73022,14309.76958,8204.456488,35339.63474,21859.83153,27634.11783,21139.11916,20989.84581,50360.70894,21856.74085,18319.68039,11807.67653,41606.65049,40260.31453,13556.2533,25962.11999,21839.16559,16625.75956,8433.179321,16645.99582,30446.21577,18495.83627,15187.58573,6284.182692,19881.75395,17533.67669,19117.06777,25366.46712,13582.46471,10605.76214,30424.82056,12962.55147,16769.07285,5358.315162,10524.47246,6313.295506,18335.45765,6276.328495,17053.64146,5419.692899,9519.95945,5982.624135,10806.80978,25936.90677,29813.60441,16904.33716,12663.23988,29665.28012,24873.15587,18587.61591,23033.78592
PE 40:4; [M+H]+@7.51,84541.43784,30505.86673,55529.75295,40210.92161,89738.50558,64913.20361,59035.66588,56304.30607,81141.01637,77345.6215,76741.47216,50906.42204,80506.77589,68129.99829,64911.90657,38932.21153,95263.34332,99931.03419,54729.92198,74329.4068,45358.74736,68574.4848,107770.9563,72720.55592,74069.06146,57604.49207,84852.44385,53838.15547,91807.08576,92992.52815,108591.283,97577.82765,55361.51598,60072.62947,68147.83757,67958.85777,59905.985,37781.04563,79301.92286,65180.28891,84883.90903,20032.90293,45721.60003,39038.43889,63077.54766,58631.04089,40868.32591,68320.19956,71725.50685,64940.69587,62974.94141,86124.3924,84829.48479,62261.38564,84518.35919
PE 40:5; [M+H]+@7.22,128012.0008,43553.47665,103067.3523,83087.90659,115588.316,106659.0563,88803.65797,113449.0654,116672.9747,151234.4845,135054.3764,109165.1094,147851.6997,102669.1601,112204.3682,64404.38097,197497.7032,127406.9914,78772.00694,127462.7555,61763.45865,126114.6057,85335.31942,79807.57672,115645.1146,70463.29202,144688.0336,178528.5451,122677.9981,117566.0148,143182.296,141646.5739,88695.18996,78755.0673,100125.6867,75586.82212,59806.03692,40302.12622,88483.05177,67770.83578,92902.41475,42062.74152,44211.55302,34133.07862,55275.73372,73157.86423,51455.64248,64470.29149,89743.84993,102400.9446,104919.0083,158865.2574,111284.2597,106468.9353,90108.04027
PE 40:6; [M+H]+@5.99,294393.7916,376710.0036,445253.5378,352376.2539,387691.1702,426288.5655,345265.0933,282204.5632,198926.5898,339409.6765,292091.1837,369338.7045,191672.9974,320078.4986,446132.3027,507929.9319,377673.4894,263568.6272,158807.2509,308824.7074,260543.3422,477382.0898,321242.0417,108388.684,326361.0611,223977.403,451765.3866,371552.1127,232862.0487,316394.3018,380746.3981,290959.3129,99763.54575,297462.4632,375969.6242,334863.4983,504900.5821,365873.0759,254545.4089,380127.6296,387576.9682,401624.8404,274589.629,260119.3384,259349.4968,376878.9321,285765.4278,258017.9836,456267.7904,241519.0165,254634.2196,181174.4765,195060.0549,155177.8775,159697.7802
PE 40:6; [M+H]+@7.03,372640.1192,208087.8273,317270.9783,345469.9804,327450.2629,297442.0776,370019.2167,303841.9617,330602.1343,377131.5072,502303.7448,333993.9554,392224.8796,380650.3454,341175.0122,270980.1052,367928.5893,402503.564,328365.9265,399742.7828,243433.5454,517119.4301,389916.4242,263937.6769,370031.4949,251960.4046,405959.8448,516294.2986,465986.5881,354094.1655,420275.115,469738.2867,417623.2451,373502.1198,439755.481,414500.616,282646.7693,239254.7488,428148.6042,332413.9252,460568.3722,211219.8742,324127.9445,202793.2138,302124.808,324556.4656,182618.2186,351749.731,351802.6453,415818.596,379457.5898,401558.7064,399886.8587,373331.2469,350131.8031
PE 41:1; [M+H]+@8.80,335595.721,N/A,216933.4968,182111.1334,242181.972,241493.8211,174230.3308,217755.0993,334585.8323,211407.3044,260717.6335,307391.7634,327524.3858,309062.8961,198103.6479,187133.0588,161318.3785,219768.3661,148721.8602,197345.8792,107965.0735,140582.8121,176864.2806,208214.9671,209313.8693,39165.46925,146466.495,157533.6605,197035.6475,210368.3227,209613.8998,224072.112,193840.2486,161626.1245,232841.3545,201403.6946,149919.0067,106202.1242,231309.3161,154450.9277,153777.5354,147958.9814,N/A,92075.66527,133707.2299,130337.3155,59328.5304,209483.8994,231524.9111,224338.9659,225665.2118,191245.8128,229889.5414,229367.88,167899.2598
PE 42:1; [M+H]+@9.02,1624035.179,491567.7089,1368204.753,714667.4386,1519163.46,1170157.317,685178.8404,1415723.346,963520.2502,888193.0077,1262590.895,1368784.92,1203137.178,1577112.828,1674768.814,804504.4676,1229778.169,1345067.058,828773.6122,1361875.846,590002.72,838689.1952,1068392.206,853219.3342,771526.7802,604275.533,895154.6097,665524.575,927957.1148,1283373.766,1069550.604,1095770.446,972239.9408,1311262.2,1248666.231,1024314.031,1331143.593,684284.3657,1171533.897,1119122.939,950749.0035,557425.0456,715742.7869,476066.8411,789709.1703,783494.5843,396670.1064,914947.1627,1188973.689,933685.1593,856745.7725,898062.6676,928636.7208,947603.4626,976583.9984
PE 42:1; [M+Na]+@9.05,34359.82644,35185.95458,38137.65367,26884.12537,39905.18121,41710.4436,35948.54314,31773.55066,33059.45478,64301.80359,32315.50216,60429.11646,43567.36832,37950.90026,52132.75677,56287.26222,26962.74801,33066.16234,54389.96242,45989.35049,36935.54593,35832.12608,41181.25346,53314.92976,37600.65607,37023.17422,40202.06847,35178.34673,53246.63798,40840.25052,43149.99523,40251.64633,45068.76607,36919.22909,60452.31243,48955.45893,44072.75004,57890.80126,32406.63293,46561.01067,54339.80351,32004.38915,39729.50992,27100.02948,34199.81849,39644.9763,35858.0347,51663.55813,35046.32503,37057.23411,31593.27362,38007.65166,37947.51033,39084.38448,47714.21895
PE 42:2; [M+H]+@8.57,307265.7938,105938.1388,224167.3383,116323.3292,307513.5626,185272.1911,138997.6804,251582.9572,205626.1854,184833.3521,334436.1756,302539.0252,254125.5921,258906.203,212874.7347,126232.7686,195323.146,247365.774,119102.2313,163439.717,126519.7631,84286.74964,193693.2,151094.0407,162225.7849,130486.0567,126643.8142,101040.2896,179801.1376,211601.0722,244847.3531,186330.869,161728.5269,218600.5316,212424.5795,140420.219,141178.1353,48897.20363,198013.9208,116569.5164,127276.3242,68974.24202,91397.66276,57271.78433,93632.6997,76964.91313,45307.95034,162626.2267,215049.5194,202903.1124,201832.6919,163866.0319,223744.9397,197031.215,221932.1835
PE 42:3; [M+H]+@8.21,37297.10015,13660.31733,31900.30579,15467.56965,32307.72305,38974.48501,20447.96694,41237.12887,27811.74475,23575.24863,47915.43235,44891.80568,61374.86636,37029.01524,43933.87836,37161.28764,43227.72071,33321.41161,18999.86755,28789.23493,18328.05899,24304.942,26545.02496,23015.08508,27374.78287,32757.36583,22908.12271,14031.05195,41815.0758,46657.5355,46048.32974,29913.87074,15783.89047,33408.67904,27440.93555,18207.25381,8380.906309,11611.29384,30421.60348,16871.22086,22743.13045,23672.34847,16741.20414,13850.87733,18292.33291,14296.865,13285.06848,18252.92128,18396.57167,33870.20437,38660.84321,34942.99233,30123.32502,35772.20288,34098.31627
PE 42:5; [M+H]+@7.65,22512.03608,4262.577548,10782.69166,14563.53454,23305.95094,14678.00636,15031.22317,37688.56432,21857.27814,10655.68147,18967.40709,23139.04236,26847.97936,45786.09275,18154.85882,17051.81769,22977.56437,28271.16393,13573.02913,21638.61335,12927.08964,12441.27641,19639.86842,17110.10215,26743.20204,13460.90556,32445.43626,18070.9117,14351.49683,24596.15349,33488.48831,14985.59865,19318.84287,12015.81233,16362.29915,15775.48202,10825.0396,10945.91204,12630.53115,22064.21258,11522.29495,6221.481465,9693.425242,12796.06992,8562.130507,14296.56815,5335.829676,19462.67835,23071.12157,22170.95989,23678.02169,24830.88231,16381.26846,28220.77759,28270.85109
PE 44:1; [M+H]+@9.43,2887506.3,569612.8675,2422719.504,1143284.693,2889495.871,1862224.427,1112591.552,2688266.568,2290469.757,1685555.252,2259555.148,2911547.706,3319228.317,2945687.614,380537.2253,1489486.566,1737600.443,1909025.372,880888.6417,1689089.58,701178.28,934826.8454,1415163.479,932301.1418,1355954.902,928144.9711,1283070.678,1004988.559,1396667.479,1600679.935,1832821.909,1320861.091,1332803.582,1704944.082,1603045.149,1450100.548,1193513.716,588727.7593,1579090.571,1210702.832,1156926.197,637557.2668,928833.8202,531017.3835,887428.7726,826880.0145,399877.933,1334401.56,1726307.817,1585849.765,1608233.969,1661067.841,1676948.863,1642229.54,1709663.518
PE 44:3; [M+H]+@8.64,24099.20046,16367.73435,33751.44762,16758.24527,46171.19926,39569.7564,14349.81812,26339.82922,31394.65942,26356.92486,28220.65647,39348.82949,50384.06978,29440.63018,35866.44196,20391.79186,26993.43529,20639.22656,10951.58478,12971.55549,15644.5912,15298.97477,24834.43753,29293.06415,23180.99632,26684.38578,13970.58435,12660.24872,16601.54906,40263.43303,20357.63838,28802.86173,14218.85266,17931.88175,19244.66049,12503.71446,17487.4551,10964.90831,18529.46431,18925.67126,11969.40755,4286.157888,11148.29621,7560.378772,13820.09786,8648.252009,4165.1155,20912.81463,20857.65492,36635.83796,22314.95676,27826.71112,24067.35201,19051.17456,17584.16987
PE 44:4; [M+H]+@8.66,32589.37182,31197.27556,33904.71429,24203.73535,34644.10041,38209.04039,35761.65285,31389.97203,27399.3179,60598.80136,30286.83375,48554.99334,32660.74476,30659.44798,28895.19738,41453.27036,20298.10622,28707.82093,44969.96315,40915.03576,31272.97833,32095.05202,31118.72254,51254.09431,31818.78653,34788.17283,26547.96409,31103.30853,51403.5665,29147.64867,39834.10045,26629.38022,37611.50871,42508.19208,31937.95742,48098.06642,49168.6077,43312.87691,31666.58324,41730.77534,47580.56028,30305.19127,34855.79833,26586.97423,46443.37943,31858.59561,33848.92395,41458.39185,61885.35993,30460.16076,31581.42528,32642.34728,29346.83516,36127.46856,32603.14249
plasmenyl-PC 18:0; [M+Na]+@1.81,533312.3149,38572.79245,313597.8328,119487.9927,440205.3216,147032.9381,80176.6517,442448.2942,359249.6291,223145.3146,384557.7297,389586.666,435910.6374,372380.8007,485174.7733,132858.8395,398385.7629,302107.6456,67076.5823,192739.9585,46324.59551,143759.9555,112348.5473,75283.17666,87077.21678,44624.10982,88372.29773,73184.77776,101544.6727,193857.7428,234917.1074,210687.4654,113468.7413,194899.4283,194353.2414,159579.7452,89940.52306,28310.70545,138295.4937,94166.37522,113661.145,29568.27514,72601.4073,33850.82846,91840.70807,66239.11628,28391.16934,121766.7243,190181.5774,202667.351,200622.0426,192927.918,188245.1264,196298.789,176248.3273
plasmenyl-PC 22:0; [M+Na]+@3.58,3625.176643,922.5827938,2605.13647,475.4570939,3280.112791,1227.416242,266.0546416,4274.53368,1525.991174,1598.504346,2172.87854,2781.794726,3013.011663,2671.508081,5023.321443,740.2784763,2159.190577,1667.198921,779.8169714,1150.55895,380.6612409,617.4921447,N/A,379.4263198,919.9978932,499.7602299,415.9243786,225.1228406,1340.236717,1342.246254,N/A,2039.200662,779.6965107,981.2507712,1728.859475,965.092696,858.7434906,277.0998641,645.2292548,455.2838877,N/A,20.02810454,482.2617849,296.1184493,480.0030297,169.0054104,674.7198903,543.3138481,842.1457952,N/A,1056.420847,1090.997037,1204.908655,1355.489551,613.3681136
plasmenyl-PC 24:0; [M+Na]+@4.48,14374.69802,758.0644819,6927.672876,2807.081637,9109.202361,2385.940035,2258.034916,9554.643508,4905.706708,6758.436575,5934.973728,8703.192517,7524.542015,6083.893318,10645.69043,3112.479759,8519.247922,5339.33754,952.3455691,2925.424306,907.7836423,1105.999669,1809.284942,965.5250494,2160.842205,1309.88038,1394.914917,2605.820138,2664.913411,3173.63187,2940.940028,2766.848901,2252.817642,2332.733317,2354.517034,1724.617252,927.7844162,764.4258255,1746.861091,992.6467844,2547.664319,2317.542019,1186.053033,1008.409046,688.5253108,584.6205321,961.1062783,1140.611027,3720.444361,4372.501726,2596.528822,3594.451799,4389.050511,2749.947254,2022.69829
plasmenyl-PC 36:4; [M+Na]+@6.78,7056.754234,5045.143352,8583.066759,N/A,5470.706229,13792.8184,3848.638112,N/A,11598.86116,N/A,15570.65817,7038.310365,N/A,13856.03731,7615.137954,6429.782823,8107.457085,10836.64254,N/A,N/A,14390.92788,6319.241632,N/A,6692.911432,8977.428314,N/A,N/A,4124.211078,2469.474287,7368.367244,18363.9656,8586.856223,3540.151478,5314.175584,4663.939472,5750.47012,N/A,N/A,N/A,4663.302574,13941.43921,3411.062734,4443.362954,4514.558755,3311.357611,N/A,3095.088826,4364.325042,8267.157297,N/A,8332.732434,11168.88353,8558.562249,N/A,2543.473478
plasmenyl-PE 18:0; [M+Na]+@1.79,192862.1099,22573.95089,134519.285,62300.36257,147308.1532,55494.80765,34337.9414,161702.5474,106650.619,75984.91144,116615.2353,147954.4147,158800.3117,109317.9725,174993.9325,56010.25317,143176.0915,111349.391,35055.39901,71903.48786,33944.97059,56129.8653,66609.99877,41103.67879,48568.70478,28317.71661,45678.73289,51580.99033,44190.9427,71150.64148,90457.39681,99177.14539,48068.80673,54675.53066,72179.52346,41067.59485,41029.49762,17726.96412,97101.87493,37421.35359,56667.53202,20170.96702,29582.43467,23799.75401,32232.7209,35557.17643,21688.66981,42880.44732,65795.83623,73035.22813,66001.30981,64409.94626,60848.99213,67156.46587,65880.57374
plasmenyl-PE 20:0; [M+Na]+@1.92,125861.938,11248.98547,99969.77043,20820.27665,110588.7779,53706.6972,19630.38709,107607.6078,100025.3496,36377.15081,81748.0202,102109.5695,113692.4928,84854.79791,150590.8879,26282.37809,109326.4016,91203.84047,26693.55739,63149.94658,25815.76887,28525.14166,40071.53356,40712.5194,31610.17571,20078.86089,43388.50818,28778.98391,43720.42856,65486.68853,83962.18683,88964.17721,15246.84706,22120.14935,22597.91118,23051.05651,16191.09225,9160.180962,23911.11997,16257.35446,17115.36313,9079.12933,14708.6798,5304.423603,11815.17071,12082.6243,10464.65904,18195.42118,55527.67521,52271.46844,45724.95276,50843.95007,47820.68229,53259.78194,44226.43848
plasmenyl-PE 22:0; [M+Na]+@2.70,27515.29871,2175.559422,26568.72074,5068.680693,29301.95774,13718.43252,4779.58381,18684.13775,16660.51259,10905.69708,13907.09539,29957.44448,21308.56847,29568.56452,32196.21308,7053.854035,30045.62273,28526.6656,6816.847104,20518.82979,7510.111102,10661.52662,12020.23036,12739.85054,10553.99239,6626.340272,10949.07027,9698.932082,11073.11011,19795.17824,19851.9004,24411.8439,7210.817256,11416.09662,7952.828457,7111.79741,6011.089417,2119.228479,7745.881301,7839.184305,4811.117029,3129.765226,2568.918295,1571.836852,4869.782973,4765.240906,2185.670826,6478.767606,11275.51484,14931.55409,14317.64481,17015.39899,10709.26668,14233.60389,14368.22319
plasmenyl-PE 32:0; [M+H]+@7.21,72790.02744,9566.130389,66907.98704,13810.56053,37655.69122,42237.58353,16187.8915,53969.19464,20513.59189,23052.66421,37545.27405,33342.92381,30670.86134,45790.2043,55294.38727,24381.75355,26608.32601,17758.89891,8315.89824,30019.82176,6138.605852,5732.738732,10290.08476,10327.95555,10434.34583,3560.814621,16384.41703,6382.330956,6163.35911,12449.07829,24709.59922,17913.8208,6560.132616,11739.1006,12026.84702,13736.0385,10341.63822,7149.447282,8682.515521,8462.315966,14994.51615,4082.783022,5627.139482,5784.898759,7850.934737,10601.41179,3489.727126,9255.999073,29026.56666,15669.20599,13383.95857,16553.67753,16104.99788,19701.57528,11404.39795
plasmenyl-PE 32:1; [M+H]+@6.65,281721.9607,43052.95827,256823.7322,90098.84293,166041.6631,151819.8751,65551.28441,195486.54,328021.2556,199485.8821,293109.4854,276543.9011,346350.8451,179103.104,180735.1643,90535.23358,160296.5612,141555.2488,74694.38475,121104.0012,27462.33899,32104.56139,59640.01684,59022.89729,64607.30172,57840.26119,85608.09843,41899.98926,41906.6873,64891.71846,103423.9019,94159.5971,137247.2485,161699.3858,126836.0078,115586.4438,45281.69084,32674.27433,82228.89877,49571.20523,90011.32549,36210.93247,68766.15151,42050.52981,60856.44938,45342.08617,24063.32774,67832.93722,79090.4656,175378.9863,177516.0021,173214.3294,160531.2609,162067.312,147650.4364
