"Class","Carbon","Double_bond","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"PC","31","1"," [M+H]+@5.78",19058.258001601,10234.0226500262,26384.9106305458,20489.9222612137,17289.7904010003,34344.8502303868,19565.0653679824,26954.2584921167,19282.3501521796,16638.9186889241,16638.9186889241,15290.4228561396,19282.3501521796,13573.8301418147,29098.7429507766,19282.3501521796,14421.4546845661,15290.4228561396,10828.7381983571,16923.0401716664,13439.3075427741,7347.37161177832,13933.4216065439,14781.3594675502,12371.1538903283,18166.6226030207,15763.3687217144,19058.258001601,9503.48399080236,8461.29006782076,14421.4546845661,10441.8264587194,8590.10472840768,9807.58199609661,8881.26991652829,7347.37161177832,8031.41988129279,9235.46056029495,10234.0226500262,11970.1854289872,9116.96634196858,8590.10472840768,8461.29006782076,11746.80878921,15576.6245390726,11389.5918535874,13573.8301418147,8098.19161660726
"PC","39","5"," [M+H]+@6.68",36018.5583491844,45075.3780566745,27466.5295318216,17931.284221945,41464.3178917538,31044.5978948227,21955.3065881794,21359.6461597065,23994.8989578161,22368.5936166911,28220.663034298,33432.963019786,31044.5978948227,21359.6461597065,26384.9106305458,26954.2584921167,18520.3363245616,38237.6486797862,49734.025777868,37606.8448428336,60851.666002477,31044.5978948227,42603.1113185256,47939.3302360704,40473.1871602372,46168.3328830869,38237.6486797862,55951.1004690342,41464.3178917538,65411.1871387707,23285.0086005339,20110.2922438145,28820.2915305852,35029.180799929,22806.8163709131,21359.6461597065,26384.9106305458,37606.8448428336,26954.2584921167,33432.963019786,20917.2201021667,42603.1113185256,35356.0511854785,36831.9509883591,40473.1871602372,49734.025777868,42603.1113185256,23285.0086005339
"PC","40","4"," [M+Na]+@7.49",6112.19420364619,3871.3772013047,6986.65352454895,4606.09519097871,5806.58241784265,4917.30150840707,5734.19565769063,5256.26325178087,6986.65352454895,6018.64947411107,4014.82300635148,5351.22997895585,4658.99882366799,5234.7527711077,4917.30150840707,4757.69518913288,7446.47496056903,6827.72317715027,4690.18976199036,7099.42489676729,6737.60235618507,4809.58357481659,8098.19161660726,4851.37058862409,6481.37711101783,5351.22997895585,2526.69052478253,2444.07630078938,5806.58241784265,9632.81766929046,2599.2538413481,4955.23892055682,3148.91292249763,6415.46529542456,4851.37058862409,7099.42489676729,7181.06267139208,7248.00547219934,6737.60235618507,6986.65352454895,9929.8943000495,5894.31053216795,5553.65304921028,7588.59786689119,6415.46529542456,10828.7381983571,4566.45164615393,3684.63961635496
"PC","38","0"," [M+H]+@8.29",3461.41157137891,3512.76359261794,4917.30150840707,5351.22997895585,6271.41537921545,5894.31053216795,6481.37711101783,11389.5918535874,8098.19161660726,4917.30150840707,9235.46056029495,8098.19161660726,5734.19565769063,3640.97872960073,4809.58357481659,3204.28483972103,4851.37058862409,10234.0226500262,6481.37711101783,5806.58241784265,5894.31053216795,3968.82427597725,6737.60235618507,5499.30928878379,4481.91145131831,7830.0347096027,5677.53512080746,13933.4216065439,4108.57150185707,3724.27361308008,6944.29567652905,6944.29567652905,3512.76359261794,3684.63961635496,3340.27121100111,5234.7527711077,5078.54572133119,12859.732335181,8806.42203184084,8031.41988129279,4315.69286789868,4658.99882366799,12617.9747302927,10114.6473977691,4523.81938229584,3825.95664015282,9003.97914838529,9116.96634196858
"PC","44","7"," [M+H]+@7.40",3548.58298124476,3548.58298124476,4757.69518913288,3724.27361308008,3263.31706892546,4757.69518913288,8352.8966901949,6827.72317715027,5256.26325178087,5806.58241784265,5553.65304921028,6986.65352454895,5078.54572133119,7248.00547219934,5450.01206490267,5677.53512080746,4955.23892055682,5734.19565769063,3684.63961635496,5113.24138632024,3381.53356686189,2651.01698708592,5734.19565769063,3073.38796754991,3582.78283814596,2775.60599579203,1610.30246045259,3724.27361308008,2165.41334899486,3442.63663383301,2763.26955216501,3263.31706892546,4108.57150185707,2366.94818681383,4363.53746106577,3414.40905155836,3073.38796754991,6212.89145658457,5597.29459016579,4851.37058862409,4156.4876883499,3442.63663383301,3548.58298124476,3933.98877819309,4658.99882366799,6415.46529542456,3548.58298124476,3871.3772013047
"PC","30","3"," [M+H]+@4.63",1659.52222452611,568.856072751554,1925.48406474703,1683.81788655123,1310.71857019807,1008.0225270837,792.668621563319,1181.43716573132,1356.2504283063,492.551333941507,608.179116249848,1640.88491618403,1066.27728321814,2238.01365217653,1160.54267482823,492.551333941507,671.690912655492,229.267379420074,544.221336627261,528.195474843724,730.332756594138,388.959228370039,440.860440874608,680.550564802879,348.253380980336,1236.73503590444,1640.88491618403,2178.01478957907,1214.09548181217,528.195474843724,671.690912655492,698.43541324027,1129.8513077015,1181.43716573132,1099.35468823432,899.044413759908,835.146637849803,1160.54267482823,926.677194824214,1517.57027202074,671.690912655492,556.009742992647,440.860440874608,1214.09548181217,504.415032282568,982.897086953587,608.179116249848,556.009742992647
"PC","39","2"," [M+H]+@7.71",6568.74646067273,6112.19420364619,9003.97914838529,5806.58241784265,5450.01206490267,7181.06267139208,11633.1525248554,10617.2889325545,9003.97914838529,9235.46056029495,7717.57215669645,10828.7381983571,6827.72317715027,9632.81766929046,18520.3363245616,6827.72317715027,10042.6537131761,10114.6473977691,11970.1854289872,8881.26991652829,12185.5819323399,6376.40094562033,18520.3363245616,13933.4216065439,13933.4216065439,4690.18976199036,5894.31053216795,8031.41988129279,4266.05355737087,8806.42203184084,4917.30150840707,4363.53746106577,5351.22997895585,4156.4876883499,4955.23892055682,3968.82427597725,4315.69286789868,20489.9222612137,12617.9747302927,13573.8301418147,7717.57215669645,6415.46529542456,5734.19565769063,4481.91145131831,13265.0160448372,9929.8943000495,10940.7823372663,6481.37711101783
"PC","36","4"," [M+H]+@5.15",9807.58199609661,8806.42203184084,8098.19161660726,17289.7904010003,10441.8264587194,10617.2889325545,12371.1538903283,17289.7904010003,16137.634013348,4523.81938229584,10713.8014338532,14421.4546845661,20489.9222612137,11514.8733047935,13013.8554366387,2668.93604567935,3871.3772013047,3124.45974486288,3933.98877819309,7181.06267139208,5078.54572133119,6271.41537921545,3640.97872960073,5234.7527711077,2711.87506641911,16923.0401716664,20489.9222612137,57656.0640663599,21359.6461597065,5078.54572133119,26954.2584921167,16137.634013348,16638.9186889241,7521.65635821746,6481.37711101783,1841.90731019952,5806.58241784265,18166.6226030207,14421.4546845661,26954.2584921167,4014.82300635148,10114.6473977691,9632.81766929046,14421.4546845661,4315.69286789868,6568.74646067273,14953.6999839701,15290.4228561396
"PC","37","7"," [M+H]+@5.46",6676.78928739444,3991.82364116437,9720.19983269353,5637.41485548663,5141.22190526278,11689.9806570327,9467.11829370688,6395.93312052244,7555.12711255432,10078.6505554726,7484.06565939324,7653.08501179382,11452.2325791904,7043.03921065812,6242.15341790001,3285.54415665054,3428.52284269569,9176.21345113177,6065.42183887863,3808.84860895483,7297.68854198883,7140.24378407969,6323.90816241789,4409.61126124412,4632.54700732335,7043.03921065812,4936.27021448194,10771.2698161051,5637.41485548663,2641.26259690545,9060.47274517694,5956.48000313951,5637.41485548663,8064.80574895003,9373.11786419811,5637.41485548663,4783.63938197474,10996.5168441664,3360.9023889315,8303.43765984719,3428.52284269569,1754.09883697032,7396.92328617367,5956.48000313951,6323.90816241789,6065.42183887863,6448.4212032212,5201.9775976565
"PC","40","9"," [M+Na]+@5.42",2063.34429872961,2497.42925529389,2444.07630078938,3512.76359261794,3461.41157137891,2412.99157743283,2631.50820672498,2216.95286968574,3442.63663383301,2651.01698708592,1897.22557948763,3178.84755895613,1841.90731019952,1861.51048336748,2819.37281518542,2016.78089022534,4481.91145131831,3640.97872960073,2855.25124036555,3757.47925791549,4606.09519097871,2631.50820672498,5450.01206490267,5450.01206490267,6568.74646067273,2954.96209743807,1925.48406474703,2324.59129354116,4658.99882366799,6827.72317715027,1333.1413460065,1129.8513077015,2463.72976106722,2723.50919798186,1897.22557948763,2711.87506641911,2990.93669150468,2763.26955216501,2444.07630078938,3124.45974486288,2792.16641440127,3307.77124437562,1992.79957348893,3055.71176991106,6737.60235618507,3724.27361308008,2763.26955216501,2133.5277537567
"PC","30","2"," [M+Na]+@4.90",2349.87217094041,468.636942619916,2990.93669150468,2914.5716884683,3204.28483972103,2763.26955216501,2599.2538413481,4523.81938229584,2792.16641440127,3724.27361308008,2668.93604567935,5169.20242420531,4809.58357481659,18166.6226030207,9632.81766929046,1683.81788655123,3204.28483972103,1593.08427456051,1422.03743606239,1610.30246045259,2296.18709518999,967.493285690812,2121.38240169709,1214.09548181217,1356.2504283063,2121.38240169709,5256.26325178087,3512.76359261794,2082.10089015757,556.009742992647,1897.22557948763,1683.81788655123,1610.30246045259,1295.87866096083,2150.65085523474,1409.42199173385,1448.70921663382,5113.24138632024,5499.30928878379,3178.84755895613,792.668621563319,1160.54267482823,967.493285690812,1032.09039381935,1422.03743606239,671.690912655492,492.551333941507,1310.71857019807
"PC","42","5"," [M+H]+@7.49",60851.666002477,67001.4355209511,74711.6316580016,45075.3780566745,65411.1871387707,71392.0823432206,71392.0823432206,88449.4122228755,74711.6316580016,67001.4355209511,69043.8616110691,74711.6316580016,79213.7221080975,73104.0557603158,65411.1871387707,84833.5770545398,71392.0823432206,67001.4355209511,54129.4581072229,55951.1004690342,67001.4355209511,67001.4355209511,62976.8967742018,41464.3178917538,34344.8502303868,39263.3205847908,60851.666002477,97796.0749756159,62976.8967742018,55951.1004690342,45075.3780566745,49734.025777868,39263.3205847908,55951.1004690342,62976.8967742018,39263.3205847908,39263.3205847908,79213.7221080975,84833.5770545398,71392.0823432206,45075.3780566745,73104.0557603158,69043.8616110691,79213.7221080975,59201.6588274221,73104.0557603158,97796.0749756159,67001.4355209511
"PC","35","3"," [M+H]+@6.04",114985.666182594,71392.0823432206,114985.666182594,91776.7281086178,69043.8616110691,127606.714026263,100467.2537942,112487.691855353,120923.941238811,45075.3780566745,88449.4122228755,69043.8616110691,100467.2537942,88449.4122228755,84833.5770545398,49734.025777868,46168.3328830869,97796.0749756159,88449.4122228755,91776.7281086178,104304.520528438,42603.1113185256,79213.7221080975,88449.4122228755,67001.4355209511,127606.714026263,130875.367426132,137574.586366284,137574.586366284,122669.923299236,106785.324186153,147512.648350628,67001.4355209511,67001.4355209511,91776.7281086178,69043.8616110691,73104.0557603158,147512.648350628,117680.956754378,79213.7221080975,54129.4581072229,65411.1871387707,130875.367426132,100467.2537942,112487.691855353,112487.691855353,71392.0823432206,74711.6316580016
"PC","18","0"," [M+H]+@1.90",3021.7095752333,2631.50820672498,3073.38796754991,2063.34429872961,1925.48406474703,2497.42925529389,2763.26955216501,2274.48627613108,4156.4876883499,3381.53356686189,2990.93669150468,1992.79957348893,2631.50820672498,1578.23701615733,6112.19420364619,2463.72976106722,4108.57150185707,2914.5716884683,5499.30928878379,3968.82427597725,4014.82300635148,3098.33124903292,3606.73631201073,3021.7095752333,2178.01478957907,1683.81788655123,3724.27361308008,3582.78283814596,2526.69052478253,982.897086953587,2651.01698708592,2497.42925529389,4014.82300635148,2165.41334899486,2668.93604567935,4606.09519097871,2296.18709518999,6737.60235618507,2914.5716884683,1683.81788655123,2384.9094953177,2063.34429872961,2723.50919798186,6376.40094562033,2668.93604567935,2723.50919798186,2990.93669150468,3204.28483972103
"PC","40","7"," [M+H]+@6.15",483227.516564253,249489.198769068,552068.08035453,261622.123674963,707691.054467675,497287.806887986,333527.230997889,483227.516564253,396714.381841279,572746.335508999,552068.08035453,640563.219152152,529715.359791516,552068.08035453,529715.359791516,396714.381841279,552068.08035453,640563.219152152,617832.694707222,617832.694707222,781553.073521248,230578.728667732,617832.694707222,781553.073521248,781553.073521248,552068.08035453,261622.123674963,288542.857786893,461722.822044454,640563.219152152,261622.123674963,333527.230997889,396714.381841279,434131.974478271,434131.974478271,261622.123674963,230578.728667732,529715.359791516,396714.381841279,333527.230997889,238600.25151464,461722.822044454,261622.123674963,434131.974478271,839560.346929273,552068.08035453,261622.123674963,152762.719740033
"PC","39","1"," [M+H]+@8.09",8881.26991652829,5499.30928878379,9116.96634196858,8352.8966901949,7347.37161177832,9315.48313178483,12859.732335181,9235.46056029495,11883.0535993216,8461.29006782076,8031.41988129279,9929.8943000495,8031.41988129279,10828.7381983571,13933.4216065439,4566.45164615393,10441.8264587194,9003.97914838529,9807.58199609661,9003.97914838529,7181.06267139208,5450.01206490267,14953.6999839701,8881.26991652829,8651.41735427099,4108.57150185707,4481.91145131831,8651.41735427099,4014.82300635148,5113.24138632024,4033.57837199241,4266.05355737087,4658.99882366799,4658.99882366799,4523.81938229584,2933.8102000047,3582.78283814596,11633.1525248554,7521.65635821746,9003.97914838529,6615.97621860381,4955.23892055682,7181.06267139208,5499.30928878379,9430.7525966114,5806.58241784265,8590.10472840768,5806.58241784265
"PC","42","11"," [M+H]+@5.80",3307.77124437562,6212.89145658457,4071.23124662213,2990.93669150468,7717.57215669645,3204.28483972103,3307.77124437562,3757.47925791549,3124.45974486288,4481.91145131831,2150.65085523474,3606.73631201073,2324.59129354116,3871.3772013047,2763.26955216501,4481.91145131831,4156.4876883499,5169.20242420531,4266.05355737087,4108.57150185707,6112.19420364619,4156.4876883499,9235.46056029495,6568.74646067273,5806.58241784265,8253.97862949947,3582.78283814596,2723.50919798186,5113.24138632024,13933.4216065439,3234.7581157626,3204.28483972103,3204.28483972103,4363.53746106577,2711.87506641911,3204.28483972103,4363.53746106577,2888.20130516259,4658.99882366799,6271.41537921545,4851.37058862409,7446.47496056903,4917.30150840707,5677.53512080746,7099.42489676729,9503.48399080236,6018.64947411107,3757.47925791549
"PC","42","10"," [M+Na]+@5.73",1310.71857019807,4809.58357481659,2121.38240169709,1181.43716573132,3021.7095752333,2107.3595663576,2063.34429872961,2526.69052478253,1517.57027202074,1823.57856873329,835.146637849803,1409.42199173385,2082.10089015757,1925.48406474703,1008.0225270837,2165.41334899486,2855.25124036555,3488.07484525728,4033.57837199241,2792.16641440127,3968.82427597725,3021.7095752333,4809.58357481659,6112.19420364619,5597.29459016579,2792.16641440127,2349.87217094041,3021.7095752333,3757.47925791549,9929.8943000495,2063.34429872961,2349.87217094041,2746.29622424888,2549.09651182585,2651.01698708592,1744.8986397575,2914.5716884683,3871.3772013047,3968.82427597725,4033.57837199241,2990.93669150468,6271.41537921545,6018.64947411107,4566.45164615393,5734.19565769063,8098.19161660726,4606.09519097871,3461.41157137891
"PC","32","4"," [M+H]+@4.87",12185.5819323399,1333.1413460065,11389.5918535874,8651.41735427099,5894.31053216795,4851.37058862409,5499.30928878379,5597.29459016579,6827.72317715027,11286.2522497817,5113.24138632024,11286.2522497817,7588.59786689119,19565.0653679824,9116.96634196858,2526.69052478253,4658.99882366799,2792.16641440127,2631.50820672498,3073.38796754991,7099.42489676729,1897.22557948763,3488.07484525728,2133.5277537567,1448.70921663382,3442.63663383301,9235.46056029495,11746.80878921,6615.97621860381,2576.24005045038,4606.09519097871,3055.71176991106,2668.93604567935,3871.3772013047,5499.30928878379,4156.4876883499,3933.98877819309,8098.19161660726,5553.65304921028,5499.30928878379,1823.57856873329,1683.81788655123,1356.2504283063,2668.93604567935,2549.09651182585,1129.8513077015,1517.57027202074,2463.72976106722
"PC","28","0"," [M+H]+@5.25",11970.1854289872,1640.88491618403,11514.8733047935,10234.0226500262,5553.65304921028,9003.97914838529,7588.59786689119,10234.0226500262,7717.57215669645,7521.65635821746,6112.19420364619,5597.29459016579,6568.74646067273,10441.8264587194,8806.42203184084,7717.57215669645,5894.31053216795,2775.60599579203,2775.60599579203,3684.63961635496,3461.41157137891,2038.85933672195,4014.82300635148,2274.48627613108,2150.65085523474,4387.32715422547,14136.5796460737,11883.0535993216,4955.23892055682,2082.10089015757,4108.57150185707,4658.99882366799,3055.71176991106,3724.27361308008,3178.84755895613,3234.7581157626,3204.28483972103,6415.46529542456,4108.57150185707,5256.26325178087,2082.10089015757,1841.90731019952,2668.93604567935,4266.05355737087,3021.7095752333,1489.26020830246,2133.5277537567,2412.99157743283
"PC","42","6"," [M+H]+@7.18",94786.4015421169,102385.887161319,109636.508020753,105544.922357296,72248.0690517682,99131.6643849078,136235.181140383,144856.853667067,116333.311468486,119302.448996594,139887.822674895,116333.311468486,105544.922357296,113736.679018974,99131.6643849078,47053.8315595787,102385.887161319,119302.448996594,94786.4015421169,76962.6768830495,72248.0690517682,116333.311468486,116333.311468486,72248.0690517682,55040.2792881286,68022.6485660101,42033.7146051397,154328.437641169,58428.861446891,86641.4946387076,102385.887161319,102385.887161319,105544.922357296,86641.4946387076,105544.922357296,76962.6768830495,86641.4946387076,200561.740533766,174756.339134239,158491.452777649,113736.679018974,102385.887161319,184923.632846375,139887.822674895,90113.0701657466,148713.230446021,200561.740533766,174756.339134239
"PC","33","4"," [M+H]+@5.09",3968.82427597725,1578.23701615733,4431.89536826276,2888.20130516259,2599.2538413481,9116.96634196858,3582.78283814596,2746.29622424888,2763.26955216501,5169.20242420531,7099.42489676729,4156.4876883499,3148.91292249763,4387.32715422547,3968.82427597725,2412.99157743283,3111.3954969479,2711.87506641911,3073.38796754991,2990.93669150468,2763.26955216501,1333.1413460065,4658.99882366799,3512.76359261794,2954.96209743807,2576.24005045038,2412.99157743283,2990.93669150468,2349.87217094041,625.945831006615,2366.94818681383,1784.75471519342,1448.70921663382,1784.75471519342,1823.57856873329,2133.5277537567,2366.94818681383,3055.71176991106,951.55816296729,3021.7095752333,2444.07630078938,2038.85933672195,1517.57027202074,1356.2504283063,2444.07630078938,2526.69052478253,2082.10089015757,1967.98764251771
"PC","38","6"," [M+Na]+@6.00",9116.96634196858,11746.80878921,10114.6473977691,7717.57215669645,17674.5104604884,8881.26991652829,8461.29006782076,8098.19161660726,10234.0226500262,10441.8264587194,7588.59786689119,10441.8264587194,7717.57215669645,8590.10472840768,7921.04733750395,18166.6226030207,11970.1854289872,9632.81766929046,9632.81766929046,14421.4546845661,13573.8301418147,5597.29459016579,11746.80878921,16638.9186889241,17289.7904010003,15763.3687217144,7830.0347096027,8098.19161660726,9807.58199609661,35356.0511854785,6415.46529542456,6481.37711101783,7347.37161177832,7248.00547219934,6568.74646067273,7446.47496056903,8098.19161660726,2711.87506641911,3640.97872960073,13439.3075427741,11883.0535993216,7921.04733750395,3414.40905155836,9503.48399080236,16638.9186889241,12859.732335181,10114.6473977691,6271.41537921545
"PC","34","5"," [M+H]+@5.62",14136.5796460737,9807.58199609661,12859.732335181,17674.5104604884,17931.284221945,14421.4546845661,8590.10472840768,12371.1538903283,13933.4216065439,9503.48399080236,11746.80878921,9003.97914838529,11633.1525248554,4757.69518913288,9503.48399080236,11389.5918535874,11633.1525248554,11286.2522497817,7717.57215669645,17289.7904010003,12859.732335181,10042.6537131761,11514.8733047935,11883.0535993216,8098.19161660726,15290.4228561396,17674.5104604884,13265.0160448372,19565.0653679824,12371.1538903283,10617.2889325545,10713.8014338532,10441.8264587194,11633.1525248554,10940.7823372663,10234.0226500262,9632.81766929046,9632.81766929046,13439.3075427741,11746.80878921,6944.29567652905,11883.0535993216,15576.6245390726,11633.1525248554,12617.9747302927,9003.97914838529,12859.732335181,9807.58199609661
"PC","26","1"," [M+H]+@3.96",544.221336627261,492.551333941507,306.09485313677,388.959228370039,274.601658013218,178.754791908948,348.253380980336,504.415032282568,388.959228370039,388.959228370039,178.754791908948,254.771202212389,440.860440874608,926.677194824214,178.754791908948,388.959228370039,274.601658013218,46.2231406157872,178.754791908948,274.601658013218,348.253380980336,229.267379420074,274.601658013218,229.267379420074,274.601658013218,306.09485313677,274.601658013218,468.636942619916,388.959228370039,411.857620228863,46.2231406157872,229.267379420074,229.267379420074,274.601658013218,274.601658013218,229.267379420074,306.09485313677,306.09485313677,85.7070415368658,229.267379420074,229.267379420074,306.09485313677,254.771202212389,254.771202212389,306.09485313677,46.2231406157872,178.754791908948,254.771202212389
"PC","40","10"," [M+H]+@5.08",2238.01365217653,1470.78612428839,2954.96209743807,3055.71176991106,2763.26955216501,3021.7095752333,3263.31706892546,2412.99157743283,4315.69286789868,2763.26955216501,4955.23892055682,4917.30150840707,2576.24005045038,4566.45164615393,3871.3772013047,926.677194824214,2121.38240169709,2819.37281518542,1967.98764251771,2549.09651182585,4071.23124662213,2216.95286968574,1711.36237044589,2631.50820672498,1861.51048336748,1823.57856873329,951.55816296729,6112.19420364619,2016.78089022534,2668.93604567935,2746.29622424888,2216.95286968574,2412.99157743283,1032.09039381935,1744.8986397575,1099.35468823432,2038.85933672195,4566.45164615393,1333.1413460065,2651.01698708592,1214.09548181217,1236.73503590444,2016.78089022534,2216.95286968574,3340.27121100111,1310.71857019807,1593.08427456051,1032.09039381935
"PC","29","1"," [M+Na]+@5.48",26384.9106305458,7181.06267139208,36018.5583491844,26954.2584921167,27466.5295318216,23994.8989578161,17674.5104604884,27466.5295318216,29098.7429507766,15290.4228561396,20917.2201021667,14953.6999839701,14421.4546845661,15576.6245390726,22368.5936166911,14421.4546845661,10617.2889325545,7717.57215669645,8352.8966901949,14953.6999839701,9929.8943000495,6212.89145658457,7717.57215669645,9116.96634196858,7921.04733750395,12617.9747302927,20917.2201021667,22806.8163709131,17289.7904010003,5256.26325178087,11514.8733047935,10042.6537131761,8806.42203184084,6212.89145658457,5169.20242420531,6827.72317715027,4917.30150840707,15763.3687217144,10713.8014338532,14781.3594675502,6271.41537921545,7830.0347096027,6615.97621860381,11052.2513510666,8098.19161660726,4363.53746106577,8461.29006782076,6615.97621860381
"PC","35","5"," [M+H]+@5.30",15576.6245390726,6676.78928739444,8881.26991652829,9929.8943000495,6481.37711101783,14953.6999839701,15576.6245390726,8590.10472840768,17931.284221945,14136.5796460737,12371.1538903283,9315.48313178483,8806.42203184084,11633.1525248554,16518.9168652507,4690.18976199036,8651.41735427099,12371.1538903283,8651.41735427099,8525.69739811422,14781.3594675502,8651.41735427099,13265.0160448372,12617.9747302927,10441.8264587194,4315.69286789868,5806.58241784265,9315.48313178483,4545.13551422488,4955.23892055682,11286.2522497817,6242.15341790001,4809.58357481659,4566.45164615393,7588.59786689119,3871.3772013047,5450.01206490267,18789.2971630813,9003.97914838529,10234.0226500262,440.860440874608,5234.7527711077,568.856072751554,10713.8014338532,17931.284221945,698.43541324027,1448.70921663382,7099.42489676729
"PC","17","0"," [M+H]+@3.39",229.267379420074,254.771202212389,46.2231406157872,178.754791908948,229.267379420074,85.7070415368658,46.2231406157872,306.09485313677,85.7070415368658,178.754791908948,85.7070415368658,178.754791908948,85.7070415368658,730.332756594138,229.267379420074,229.267379420074,85.7070415368658,85.7070415368658,274.601658013218,306.09485313677,306.09485313677,254.771202212389,348.253380980336,306.09485313677,306.09485313677,85.7070415368658,504.415032282568,1275.09920477369,468.636942619916,388.959228370039,85.7070415368658,254.771202212389,254.771202212389,229.267379420074,492.551333941507,926.677194824214,178.754791908948,348.253380980336,388.959228370039,2384.9094953177,178.754791908948,85.7070415368658,46.2231406157872,178.754791908948,254.771202212389,229.267379420074,46.2231406157872,3933.98877819309
"PC","32","1"," [M+Na]+@6.09",4363.53746106577,730.332756594138,2165.41334899486,2216.95286968574,3757.47925791549,3414.40905155836,2150.65085523474,1763.29903418314,2668.93604567935,1683.81788655123,1275.09920477369,1925.48406474703,1448.70921663382,1659.52222452611,2668.93604567935,2038.85933672195,2746.29622424888,1659.52222452611,1310.71857019807,3021.7095752333,2107.3595663576,544.221336627261,3724.27361308008,2792.16641440127,4523.81938229584,1784.75471519342,982.897086953587,1422.03743606239,1967.98764251771,4266.05355737087,792.668621563319,1099.35468823432,1535.07870355577,1376.14463056216,1517.57027202074,1275.09920477369,1032.09039381935,1008.0225270837,1489.26020830246,967.493285690812,1129.8513077015,1578.23701615733,2576.24005045038,2121.38240169709,3414.40905155836,1517.57027202074,951.55816296729,1333.1413460065
"PC","19","2"," [M+H]+@2.03",2121.38240169709,2349.87217094041,2082.10089015757,1066.27728321814,1593.08427456051,1925.48406474703,1295.87866096083,2016.78089022534,951.55816296729,680.550564802879,1295.87866096083,1763.29903418314,1784.75471519342,2274.48627613108,1310.71857019807,1578.23701615733,1409.42199173385,982.897086953587,608.179116249848,982.897086953587,1310.71857019807,1275.09920477369,982.897086953587,1489.26020830246,1214.09548181217,1610.30246045259,1841.90731019952,3933.98877819309,1823.57856873329,2444.07630078938,4315.69286789868,1763.29903418314,1236.73503590444,1967.98764251771,1422.03743606239,1214.09548181217,951.55816296729,1310.71857019807,982.897086953587,1489.26020830246,1275.09920477369,1517.57027202074,1925.48406474703,1593.08427456051,1925.48406474703,3340.27121100111,1683.81788655123,2082.10089015757
"PC","38","4"," [M+Na]+@7.01",4658.99882366799,2165.41334899486,6615.97621860381,4071.23124662213,12617.9747302927,4387.32715422547,3757.47925791549,3178.84755895613,6018.64947411107,6481.37711101783,3757.47925791549,5256.26325178087,3548.58298124476,3124.45974486288,5234.7527711077,6481.37711101783,2631.50820672498,4108.57150185707,4523.81938229584,3381.53356686189,4917.30150840707,2990.93669150468,6568.74646067273,9807.58199609661,7347.37161177832,5450.01206490267,3933.98877819309,2576.24005045038,5894.31053216795,11052.2513510666,2888.20130516259,4156.4876883499,3178.84755895613,5450.01206490267,2746.29622424888,3825.95664015282,2463.72976106722,3098.33124903292,3148.91292249763,3640.97872960073,5078.54572133119,4033.57837199241,5677.53512080746,3488.07484525728,5806.58241784265,5597.29459016579,5078.54572133119,2165.41334899486
"PC","32","3"," [M+Na]+@5.14",3442.63663383301,1744.8986397575,4315.69286789868,5450.01206490267,3684.63961635496,3724.27361308008,2855.25124036555,2763.26955216501,2631.50820672498,2914.5716884683,5806.58241784265,3512.76359261794,2349.87217094041,4851.37058862409,4431.89536826276,982.897086953587,2349.87217094041,1841.90731019952,1841.90731019952,3055.71176991106,2651.01698708592,1376.14463056216,1356.2504283063,1925.48406474703,1376.14463056216,3640.97872960073,3488.07484525728,3307.77124437562,2324.59129354116,730.332756594138,2107.3595663576,1160.54267482823,2107.3595663576,698.43541324027,1558.90651857971,348.253380980336,982.897086953587,4606.09519097871,1066.27728321814,3307.77124437562,2216.95286968574,899.044413759908,2150.65085523474,1744.8986397575,1823.57856873329,1376.14463056216,1422.03743606239,1376.14463056216
