"Class","Carbon","Double_bond","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"DG","37","3"," [M+NH4]+@7.96",21955.3065881794,18520.3363245616,26954.2584921167,18520.3363245616,22806.8163709131,28820.2915305852,25840.7899752339,26384.9106305458,18520.3363245616,20110.2922438145,22368.5936166911,15576.6245390726,26954.2584921167,19282.3501521796,14781.3594675502,19565.0653679824,19058.258001601,17289.7904010003,16638.9186889241,11970.1854289872,18166.6226030207,11883.0535993216,16923.0401716664,15763.3687217144,23285.0086005339,11970.1854289872,10713.8014338532,16638.9186889241,11883.0535993216,10441.8264587194,15763.3687217144,14136.5796460737,16398.9150415773,24440.1162705759,22368.5936166911,19282.3501521796,23994.8989578161,13265.0160448372,9632.81766929046,20110.2922438145,15290.4228561396,13933.4216065439,9003.97914838529,9632.81766929046,19565.0653679824,23994.8989578161,16398.9150415773,15763.3687217144
"DG","40","2"," [M+NH4]+@8.97",16398.9150415773,10617.2889325545,25140.6987545294,9003.97914838529,6415.46529542456,20489.9222612137,35029.180799929,17674.5104604884,16638.9186889241,57656.0640663599,28820.2915305852,29098.7429507766,16923.0401716664,20110.2922438145,18166.6226030207,8590.10472840768,55951.1004690342,21955.3065881794,21955.3065881794,16638.9186889241,11746.80878921,6481.37711101783,28820.2915305852,20110.2922438145,20110.2922438145,3234.7581157626,2599.2538413481,17674.5104604884,5450.01206490267,10234.0226500262,9929.8943000495,14781.3594675502,12617.9747302927,16398.9150415773,16398.9150415773,15290.4228561396,22368.5936166911,20110.2922438145,18520.3363245616,19565.0653679824,20110.2922438145,6615.97621860381,8253.97862949947,5553.65304921028,20917.2201021667,13933.4216065439,8352.8966901949,25840.7899752339
"DG","30","1"," [M+NH4]+@6.90",7181.06267139208,1841.90731019952,7830.0347096027,7181.06267139208,9315.48313178483,8253.97862949947,6737.60235618507,4690.18976199036,4033.57837199241,11970.1854289872,6827.72317715027,8031.41988129279,4033.57837199241,5677.53512080746,7446.47496056903,6986.65352454895,10828.7381983571,4431.89536826276,7181.06267139208,7248.00547219934,7717.57215669645,1008.0225270837,9003.97914838529,11633.1525248554,10828.7381983571,5078.54572133119,2855.25124036555,2526.69052478253,1744.8986397575,2133.5277537567,2165.41334899486,2723.50919798186,1356.2504283063,2526.69052478253,2888.20130516259,4690.18976199036,3512.76359261794,625.945831006615,1275.09920477369,2990.93669150468,2412.99157743283,1181.43716573132,556.009742992647,1066.27728321814,11052.2513510666,926.677194824214,1310.71857019807,951.55816296729
"DG","36","0"," [M+NH4]+@8.88",3073.38796754991,7099.42489676729,2016.78089022534,1489.26020830246,2954.96209743807,3582.78283814596,4108.57150185707,2933.8102000047,3340.27121100111,6615.97621860381,5256.26325178087,5234.7527711077,2296.18709518999,3021.7095752333,2792.16641440127,3340.27121100111,14953.6999839701,6568.74646067273,11286.2522497817,5256.26325178087,6271.41537921545,9003.97914838529,17674.5104604884,7248.00547219934,7099.42489676729,2819.37281518542,4108.57150185707,14136.5796460737,3968.82427597725,6271.41537921545,5113.24138632024,8031.41988129279,5553.65304921028,10114.6473977691,7521.65635821746,10441.8264587194,9929.8943000495,6615.97621860381,7347.37161177832,5677.53512080746,9807.58199609661,7347.37161177832,6415.46529542456,4606.09519097871,7446.47496056903,8031.41988129279,5113.24138632024,11970.1854289872
"DG","37","5"," [M+NH4]+@7.38",5597.29459016579,7248.00547219934,6112.19420364619,5734.19565769063,4851.37058862409,7347.37161177832,10114.6473977691,4108.57150185707,3606.73631201073,12617.9747302927,8881.26991652829,8651.41735427099,7181.06267139208,8806.42203184084,6018.64947411107,2631.50820672498,3461.41157137891,6112.19420364619,5806.58241784265,4363.53746106577,6212.89145658457,7446.47496056903,7830.0347096027,4481.91145131831,6376.40094562033,2855.25124036555,2792.16641440127,5169.20242420531,7347.37161177832,4481.91145131831,7588.59786689119,7921.04733750395,6568.74646067273,11052.2513510666,13933.4216065439,11883.0535993216,14421.4546845661,5234.7527711077,6481.37711101783,7921.04733750395,9632.81766929046,6986.65352454895,4809.58357481659,3791.74057775684,4917.30150840707,7248.00547219934,5806.58241784265,8253.97862949947
"DG","33","0"," [M+NH4]+@8.16",1578.23701615733,3724.27361308008,1659.52222452611,1422.03743606239,2082.10089015757,2274.48627613108,2194.55021318974,951.55816296729,2711.87506641911,2855.25124036555,2238.01365217653,2526.69052478253,1744.8986397575,1992.79957348893,2107.3595663576,2444.07630078938,6481.37711101783,2497.42925529389,4606.09519097871,1784.75471519342,2253.41289796525,3640.97872960073,6018.64947411107,2990.93669150468,5499.30928878379,3414.40905155836,2274.48627613108,2107.3595663576,3148.91292249763,3263.31706892546,2631.50820672498,3021.7095752333,3488.07484525728,4108.57150185707,4606.09519097871,3933.98877819309,3791.74057775684,1925.48406474703,2990.93669150468,2914.5716884683,3488.07484525728,3340.27121100111,2631.50820672498,2819.37281518542,2349.87217094041,2651.01698708592,3204.28483972103,2444.07630078938
"DG","30","2"," [M+NH4]+@6.43",4523.81938229584,2463.72976106722,3871.3772013047,12371.1538903283,4033.57837199241,6944.29567652905,3825.95664015282,4851.37058862409,2819.37281518542,4851.37058862409,4387.32715422547,4387.32715422547,3724.27361308008,3548.58298124476,3073.38796754991,3414.40905155836,2819.37281518542,1376.14463056216,2274.48627613108,3148.91292249763,2631.50820672498,2349.87217094041,2349.87217094041,4523.81938229584,2366.94818681383,9235.46056029495,10234.0226500262,6212.89145658457,3512.76359261794,5677.53512080746,3871.3772013047,4523.81938229584,4033.57837199241,2746.29622424888,1711.36237044589,2296.18709518999,3825.95664015282,1711.36237044589,1517.57027202074,4690.18976199036,2723.50919798186,2412.99157743283,1409.42199173385,2888.20130516259,4363.53746106577,2274.48627613108,2412.99157743283,3021.7095752333
"DG","39","6"," [M+NH4]+@4.94",388.959228370039,528.195474843724,816.88161587436,652.014498258233,468.636942619916,568.856072751554,1202.8325934515,2324.59129354116,2107.3595663576,3512.76359261794,1448.70921663382,2178.01478957907,4955.23892055682,8253.97862949947,6415.46529542456,1181.43716573132,5450.01206490267,2194.55021318974,2165.41334899486,2194.55021318974,3263.31706892546,1129.8513077015,2194.55021318974,3204.28483972103,3488.07484525728,608.179116249848,1295.87866096083,652.014498258233,85.7070415368658,254.771202212389,772.591738737534,772.591738737534,544.221336627261,1099.35468823432,1470.78612428839,967.493285690812,1066.27728321814,2855.25124036555,2133.5277537567,1066.27728321814,982.897086953587,625.945831006615,625.945831006615,388.959228370039,2324.59129354116,556.009742992647,1160.54267482823,544.221336627261
"DG","34","0"," [M+NH4]+@7.54",2763.26955216501,2526.69052478253,3825.95664015282,3178.84755895613,4658.99882366799,2933.8102000047,3488.07484525728,2954.96209743807,3381.53356686189,2792.16641440127,2775.60599579203,2746.29622424888,3582.78283814596,3968.82427597725,2888.20130516259,2711.87506641911,3021.7095752333,3204.28483972103,3234.7581157626,2412.99157743283,3757.47925791549,2121.38240169709,3757.47925791549,3442.63663383301,3968.82427597725,4809.58357481659,4266.05355737087,3055.71176991106,3582.78283814596,3968.82427597725,2954.96209743807,3307.77124437562,2150.65085523474,3488.07484525728,3307.77124437562,3640.97872960073,3098.33124903292,2238.01365217653,1784.75471519342,3488.07484525728,2194.55021318974,2990.93669150468,2296.18709518999,2349.87217094041,3178.84755895613,2763.26955216501,2296.18709518999,2238.01365217653
"DG","44","9"," [M+NH4]+@7.82",3340.27121100111,4690.18976199036,2150.65085523474,2238.01365217653,4606.09519097871,1992.79957348893,2253.41289796525,2914.5716884683,1422.03743606239,6212.89145658457,2216.95286968574,2016.78089022534,3073.38796754991,3791.74057775684,3021.7095752333,2497.42925529389,6018.64947411107,1992.79957348893,1992.79957348893,1409.42199173385,1214.09548181217,6737.60235618507,1640.88491618403,3124.45974486288,2775.60599579203,2384.9094953177,3442.63663383301,3548.58298124476,3724.27361308008,2711.87506641911,1356.2504283063,6827.72317715027,4523.81938229584,5806.58241784265,10042.6537131761,8461.29006782076,9116.96634196858,2324.59129354116,1967.98764251771,1925.48406474703,4917.30150840707,3582.78283814596,2178.01478957907,2792.16641440127,2238.01365217653,3098.33124903292,4523.81938229584,7347.37161177832
