"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"CL 70:6"," [M-2H](2-)@9.11",80125.0146541009,19551.2850426047,63471.4515910202,31811.2018101496,26975.7613843969,45678.3541423267,60342.0065430414,43832.3602661799,63471.4515910202,50170.0351653354,50170.0351653354,50170.0351653354,56448.536332226,74339.1387505421,58724.6142706174,33288.4448987544,45678.3541423267,45678.3541423267,37335.188332672,54000.7873822487,60342.0065430414,20960.3514526219,38995.8923045246,39833.3047734115,26154.9063350395,21469.6889966221,14364.0936677753,20397.3985975092,24927.793808888,14994.1933742864,32818.1265976948,20694.7584137579,12362.8544060816,20397.3985975092,14541.282991194,13222.5141074643,24086.534067023,22339.1385149186,24927.793808888,18227.3106571733,15924.7504294567,14856.5922293296,26154.9063350395,22765.2892577217,33712.1593854565,11469.547672019,21875.7054352157,18546.9651133156,35604.7529681929,36175.8079706462,35604.7529681929,29833.3524965028,28562.8753300234,30921.7774279654,28562.8753300234
"CL 72:2"," [M-2H](2-)@7.60",1712.03191162717,2086.86468213465,2187.9540251399,2405.41617633785,4928.67225282779,2127.30970585188,1464.39194596958,1464.39194596958,1034.92573100347,2233.72773737846,3371.24020338599,2233.72773737846,1712.03191162717,3660.25599297855,1221.38577054771,3551.14758813268,2405.41617633785,1257.1392907051,1538.63447488684,1338.71237844698,2187.9540251399,2834.86178398825,1060.89075349743,3124.36269521101,1503.80374201632,4456.48694168206,1626.69860289342,1570.84326976011,2488.25166447273,1789.32580262947,3660.25599297855,4342.12542272719,1818.09326329959,1464.39194596958,3241.97360008065,4989.00768591836,5868.92201781126,1391.55056011297,941.024114215905,3264.9740364125,2187.9540251399,2086.86468213465,2968.72173068754,1257.1392907051,707.98961758203,1712.03191162717,1918.79593092549,2405.41617633785,1182.89941520448,1712.03191162717,1626.69860289342,2459.38728185783,1257.1392907051,1789.32580262947,1118.64210972396
"CL 72:3"," [M-2H](2-)@7.53",4621.09206757743,6893.99101869691,1626.69860289342,6369.13933549184,4835.83974370954,4342.12542272719,5081.82969265839,3885.65596384799,2127.30970585188,5153.13534799435,5484.76882944373,4456.48694168206,5252.24897141774,6030.59166744479,3004.01763718004,5314.72626670759,5583.55899821461,4456.48694168206,3719.73096664114,3612.42450746274,2809.51919385145,6893.99101869691,4130.83029362121,3298.74597581063,3944.63350248391,6030.59166744479,4928.67225282779,3464.91457629439,5658.69577603727,5153.13534799435,6030.59166744479,10807.0903027805,5868.92201781126,6820.23597199196,12570.5021574445,9098.52542038267,8201.64304747211,2127.30970585188,4342.12542272719,6289.33066001893,8201.64304747211,6692.07812720161,6893.99101869691,4456.48694168206,3264.9740364125,4684.86472175451,4835.83974370954,6030.59166744479,4568.04361430066,6289.33066001893,4928.67225282779,7581.25015341629,4684.86472175451,5484.76882944373,5252.24897141774
"CL 72:4"," [M-2H](2-)@9.69",4835.83974370954,4835.83974370954,4621.09206757743,3241.97360008065,898.761494922817,2233.72773737846,3004.01763718004,2037.93291603604,2968.72173068754,4748.28122391277,7175.47660733322,5153.13534799435,6820.23597199196,6692.07812720161,4684.86472175451,6893.99101869691,5444.24300290601,4684.86472175451,5252.24897141774,2968.72173068754,6458.12179229517,7175.47660733322,3551.14758813268,3820.181791235,4684.86472175451,5081.82969265839,6369.13933549184,5153.13534799435,2377.92415703998,1503.80374201632,6289.33066001893,8868.25204713259,2488.25166447273,2834.86178398825,4130.83029362121,2584.65283142539,8058.29143969921,7468.91020537391,8580.54116734748,2258.812670135,3944.63350248391,3885.65596384799,7581.25015341629,6289.33066001893,3464.91457629439,1918.79593092549,4621.09206757743,6458.12179229517,5081.82969265839,4568.04361430066,4342.12542272719,4684.86472175451,3190.93733642942,3371.24020338599,2622.88783787293
"CL 72:6"," [M-2H](2-)@9.32",93754.3318697047,70760.904738422,85302.2070384946,55222.1279283342,47292.6383602812,66772.8036080204,74339.1387505421,69382.8734553005,71869.8109222765,63471.4515910202,93754.3318697047,82573.7838642449,74339.1387505421,98514.3900552676,66772.8036080204,77856.7261190995,58724.6142706174,87717.4768339602,77856.7261190995,66772.8036080204,93754.3318697047,89756.1928241146,71869.8109222765,62449.6329820844,45678.3541423267,62449.6329820844,69382.8734553005,71869.8109222765,66772.8036080204,37335.188332672,77856.7261190995,82573.7838642449,40898.1228379609,43832.3602661799,71869.8109222765,71869.8109222765,101591.649877395,64793.5896416226,71869.8109222765,44573.6204245312,40898.1228379609,71869.8109222765,89756.1928241146,63471.4515910202,56448.536332226,41786.3781778188,62449.6329820844,69382.8734553005,85302.2070384946,71869.8109222765,66772.8036080204,63471.4515910202,47292.6383602812,54000.7873822487,54000.7873822487
"CL 72:7"," [M-2H](2-)@9.13",174821.754738674,139579.628641828,145525.564021415,145525.564021415,77856.7261190995,121044.482007913,129151.795798432,129151.795798432,139579.628641828,70760.904738422,151836.85010263,139579.628641828,121044.482007913,151836.85010263,132036.420915596,93754.3318697047,77856.7261190995,151836.85010263,126004.307551344,113885.939588216,132036.420915596,174821.754738674,91346.6549742346,82573.7838642449,76887.4647095449,139579.628641828,129151.795798432,132036.420915596,166169.787073282,87717.4768339602,190894.456675333,132036.420915596,104314.230063418,98514.3900552676,129151.795798432,98514.3900552676,190894.456675333,121044.482007913,126004.307551344,101591.649877395,89756.1928241146,174821.754738674,145525.564021415,151836.85010263,77856.7261190995,93754.3318697047,132036.420915596,129151.795798432,121044.482007913,129151.795798432,113885.939588216,121044.482007913,96213.6882275837,101591.649877395,96213.6882275837
"CL 72:8"," [M-2H](2-)@6.73",1464.39194596958,3075.91575654467,1464.39194596958,3820.181791235,3885.65596384799,3241.97360008065,1503.80374201632,3660.25599297855,2921.18181952142,3371.24020338599,3514.42337190523,2622.88783787293,2377.92415703998,2921.18181952142,3371.24020338599,5153.13534799435,3464.91457629439,2968.72173068754,4621.09206757743,3004.01763718004,3719.73096664114,4282.32971112297,2744.74108536457,3264.9740364125,3612.42450746274,3264.9740364125,3719.73096664114,2086.86468213465,4502.5501483236,4568.04361430066,4568.04361430066,2690.35120325713,3464.91457629439,4568.04361430066,4568.04361430066,4621.09206757743,4130.83029362121,2968.72173068754,4928.67225282779,4213.9000763739,4078.29456265301,5868.92201781126,3551.14758813268,6543.25764471686,4078.29456265301,4621.09206757743,3551.14758813268,2809.51919385145,2187.9540251399,2744.74108536457,2622.88783787293,1818.09326329959,3004.01763718004,3298.74597581063,2086.86468213465
"CL 72:8"," [M-2H](2-)@8.94",109331.860803225,98514.3900552676,96213.6882275837,89756.1928241146,54000.7873822487,87717.4768339602,113885.939588216,91346.6549742346,113885.939588216,43832.3602661799,74339.1387505421,66772.8036080204,80125.0146541009,80125.0146541009,55222.1279283342,74339.1387505421,34816.2292933379,70760.904738422,48136.539803773,58724.6142706174,62449.6329820844,109331.860803225,50170.0351653354,40898.1228379609,24927.793808888,132036.420915596,113885.939588216,151836.85010263,104314.230063418,85302.2070384946,132036.420915596,62449.6329820844,80125.0146541009,69382.8734553005,80125.0146541009,47292.6383602812,91346.6549742346,113885.939588216,96213.6882275837,104314.230063418,71869.8109222765,145525.564021415,109331.860803225,145525.564021415,41786.3781778188,87717.4768339602,104314.230063418,101591.649877395,91346.6549742346,85302.2070384946,87717.4768339602,104314.230063418,76887.4647095449,74339.1387505421,74339.1387505421
"CL 72:9"," [M-2H](2-)@8.81",5658.69577603727,3719.73096664114,5936.64649159397,4167.15954181807,3241.97360008065,6220.53409162898,8580.54116734748,4928.67225282779,3371.24020338599,3298.74597581063,4167.15954181807,3719.73096664114,4748.28122391277,3124.36269521101,3885.65596384799,3075.91575654467,2690.35120325713,4130.83029362121,2187.9540251399,2377.92415703998,3612.42450746274,3241.97360008065,3464.91457629439,3004.01763718004,1789.32580262947,7045.24217979703,5868.92201781126,8580.54116734748,3991.3748774096,2127.30970585188,6820.23597199196,4167.15954181807,3241.97360008065,2377.92415703998,2809.51919385145,2086.86468213465,3514.42337190523,4342.12542272719,4684.86472175451,3944.63350248391,3190.93733642942,5314.72626670759,6458.12179229517,5484.76882944373,2187.9540251399,3124.36269521101,5484.76882944373,5314.72626670759,3719.73096664114,4621.09206757743,4130.83029362121,3264.9740364125,3075.91575654467,2690.35120325713,2744.74108536457
"CL 74:1"," [M-2H](2-)@6.70",74339.1387505421,43832.3602661799,80125.0146541009,104314.230063418,121044.482007913,64793.5896416226,63471.4515910202,82573.7838642449,76887.4647095449,77856.7261190995,64793.5896416226,58724.6142706174,66772.8036080204,70760.904738422,82573.7838642449,174821.754738674,80125.0146541009,98514.3900552676,104314.230063418,101591.649877395,70760.904738422,58724.6142706174,69382.8734553005,85302.2070384946,109331.860803225,71869.8109222765,63471.4515910202,45678.3541423267,89756.1928241146,132036.420915596,91346.6549742346,60342.0065430414,82573.7838642449,82573.7838642449,70760.904738422,66772.8036080204,93754.3318697047,63471.4515910202,70760.904738422,74339.1387505421,69382.8734553005,54000.7873822487,47292.6383602812,69382.8734553005,87717.4768339602,52530.7338662063,54000.7873822487,55222.1279283342,82573.7838642449,76887.4647095449,80125.0146541009,42899.5234995226,98514.3900552676,109331.860803225,66772.8036080204
