"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"PC 38:8"," [M-Ac-H]-@5.25",26428.5938909091,41604.3067218182,46306.9676709091,47387.1783254545,34936.9045872727,27659.1303090909,36820.9433381818,19515.7138218182,58705.5622836364,43117.2787272727,39698.9073981818,32820.7562618182,24157.5386745455,51870.9948327273,41604.3067218182,16604.3010472727,55718.0334690909,26428.5938909091,26972.4622490909,28230.9407581818,1608.61624,19515.7138218182,917.153363636364,13471.0048654545,48505.1502109091,46306.9676709091,47387.1783254545,49665.4884236364,64782.2040363636,48505.1502109091,27659.1303090909,36820.9433381818,28230.9407581818,35430.9966436364,33594.7409636364,34145.46782,21222.3321545455,26972.4622490909,18321.7451418182,20816.35512,26972.4622490909,62931.4059709091,17198.9299418182,24157.5386745455,38998.2246727273,31069.8095018182,21710.9855054545,47387.1783254545,16075.2071472727,23574.2598345455,20380.9066963636,24157.5386745455,21710.9855054545,17733.9000709091,18002.94658,15.2701845121753
"CL 82:13"," [M-2H](2-)@5.03",5464.92786727273,6635.41363636364,7814.74647818182,5299.97780545454,4108.29118727273,6032.07269090909,3407.08557454545,5035.01111818182,6187.34781454545,4649.80135272727,5464.92786727273,3971.26003454545,3407.08557454545,6032.07269090909,4392.16932,4525.01888181818,7050.53700909091,3854.33792727273,5195.14189454546,4771.65126545454,4915.07942909091,3096.79024909091,4108.29118727273,4915.07942909091,7175.75632,1927.47521272727,3694.46463090909,5195.14189454546,3854.33792727273,4525.01888181818,2709.10326,4771.65126545454,2709.10326,4771.65126545454,5195.14189454546,5195.14189454546,3096.79024909091,2175.32092181818,4392.16932,3263.22954181818,2437.01323454545,2919.37505818182,2709.10326,3407.08557454545,2437.01323454545,917.153363636364,2919.37505818182,3971.26003454545,3541.95224727273,4108.29118727273,3854.33792727273,3096.79024909091,4915.07942909091,3407.08557454545,3854.33792727273,15.2997550417237
"PE 39:7"," [M-H]-@6.09",44049.3884363636,35430.9966436364,28230.9407581818,21222.3321545455,22483.9724181818,34936.9045872727,38998.2246727273,44049.3884363636,25818.4647272727,41604.3067218182,34936.9045872727,26972.4622490909,20380.9066963636,29648.2006909091,16604.3010472727,18646.7552181818,19515.7138218182,21222.3321545455,29648.2006909091,22107.0000290909,17733.9000709091,20380.9066963636,19124.6620818182,21222.3321545455,31859.7229818182,19515.7138218182,18321.7451418182,46306.9676709091,25818.4647272727,35430.9966436364,31069.8095018182,40510.3651636364,31859.7229818182,23574.2598345455,34936.9045872727,27659.1303090909,13137.3180181818,26428.5938909091,29648.2006909091,38998.2246727273,22483.9724181818,19124.6620818182,24763.0487636364,25230.9040363636,17733.9000709091,9362.89576181818,15299.4310127273,17733.9000709091,24157.5386745455,26972.4622490909,22483.9724181818,25230.9040363636,25230.9040363636,20380.9066963636,16604.3010472727,15.3767757243566
"CL 74:3"," [M-2H](2-)@6.17",165607.441072727,179298.929454545,230947.316363636,135309.276545455,143053.768181818,230947.316363636,250216.77756,171690.330545455,103306.836123636,161839.592363636,143053.768181818,161839.592363636,171690.330545455,230947.316363636,135309.276545455,193204.622363636,157210.216181818,124470.820454545,127503.355363636,114791.737963636,93546.7015272727,114791.737963636,152256.390363636,124470.820454545,185239.947636364,230947.316363636,193204.622363636,202708.778909091,157210.216181818,165607.441072727,171690.330545455,213830.862909091,143053.768181818,171690.330545455,107718.237418182,202708.778909091,202708.778909091,202708.778909091,250216.77756,185239.947636364,213830.862909091,202708.778909091,202708.778909091,193204.622363636,143053.768181818,310263.776181818,230947.316363636,171690.330545455,147995.489781818,185239.947636364,161839.592363636,152256.390363636,179298.929454545,202708.778909091,127503.355363636,15.4331371304078
"PE 38:2"," [M-H]-@6.85",124470.820454545,135309.276545455,185239.947636364,103306.836123636,202708.778909091,185239.947636364,135309.276545455,124470.820454545,114791.737963636,135309.276545455,152256.390363636,127503.355363636,161839.592363636,171690.330545455,284468.479454545,127503.355363636,139483.979327273,139483.979327273,202708.778909091,152256.390363636,250216.77756,165607.441072727,185239.947636364,202708.778909091,165607.441072727,250216.77756,230947.316363636,161839.592363636,171690.330545455,193204.622363636,202708.778909091,165607.441072727,139483.979327273,165607.441072727,103306.836123636,185239.947636364,230947.316363636,268555.343818182,213830.862909091,213830.862909091,193204.622363636,193204.622363636,230947.316363636,161839.592363636,185239.947636364,268555.343818182,193204.622363636,268555.343818182,161839.592363636,152256.390363636,202708.778909091,165607.441072727,193204.622363636,213830.862909091,139483.979327273,15.8482866614116
"PC 42:2"," [M-Ac-H]-@8.48",4915.07942909091,4392.16932,6635.41363636364,4525.01888181818,3407.08557454545,5722.79815636364,4649.80135272727,4771.65126545454,2709.10326,5598.11642545455,3263.22954181818,2919.37505818182,5464.92786727273,6483.06386727273,5900.45238181818,3971.26003454545,2919.37505818182,3541.95224727273,5900.45238181818,4525.01888181818,2709.10326,6334.32405636364,4915.07942909091,3694.46463090909,9861.82264545455,8901.70754727273,7050.53700909091,7175.75632,5464.92786727273,4108.29118727273,4108.29118727273,7524.79366363636,6483.06386727273,8246.83139454545,6187.34781454545,4252.61810181818,3971.26003454545,4915.07942909091,2175.32092181818,4649.80135272727,7175.75632,6032.07269090909,9194.31428,5195.14189454546,13137.3180181818,7524.79366363636,3407.08557454545,2437.01323454545,5464.92786727273,6032.07269090909,6483.06386727273,5722.79815636364,3694.46463090909,5598.11642545455,5464.92786727273,15.8859571438329
"PA 36:3"," [M-H]-@6.24",21222.3321545455,28914.4493818182,36820.9433381818,25818.4647272727,34145.46782,37612.7856727273,26428.5938909091,25818.4647272727,18002.94658,23067.03016,22483.9724181818,33594.7409636364,33594.7409636364,45005.9789818182,34936.9045872727,49665.4884236364,29648.2006909091,39698.9073981818,36820.9433381818,26428.5938909091,23067.03016,39698.9073981818,26972.4622490909,33594.7409636364,42279.5091290909,38998.2246727273,26428.5938909091,33594.7409636364,41604.3067218182,30383.8583236364,24763.0487636364,27659.1303090909,15798.6474018182,31069.8095018182,12141.1197690909,37612.7856727273,61438.6468545455,45005.9789818182,42279.5091290909,34145.46782,34145.46782,49665.4884236364,58705.5622836364,36125.2823945455,43117.2787272727,62931.4059709091,67698.6020363636,42279.5091290909,38284.3462290909,36820.9433381818,45005.9789818182,33594.7409636364,31859.7229818182,34936.9045872727,26972.4622490909,15.9016756902991
"PI 36:3"," [M-H]-@5.53",60206.5804727273,103306.836123636,135309.276545455,93546.7015272727,41604.3067218182,52953.8051636364,52953.8051636364,49665.4884236364,67698.6020363636,83656.0214545455,61438.6468545455,62931.4059709091,48505.1502109091,61438.6468545455,96517.6226181818,46306.9676709091,114791.737963636,47387.1783254545,41604.3067218182,43117.2787272727,35430.9966436364,34936.9045872727,31069.8095018182,26972.4622490909,103306.836123636,119022.995709091,99124.7258,119022.995709091,114791.737963636,114791.737963636,73825.6349636364,96517.6226181818,86490.7925272727,81127.6161818182,69659.2434909091,67698.6020363636,38998.2246727273,40510.3651636364,36820.9433381818,36125.2823945455,46306.9676709091,139483.979327273,66402.9799636364,75820.6981636364,90218.1907090909,83656.0214545455,60206.5804727273,119022.995709091,33594.7409636364,34936.9045872727,30383.8583236364,31859.7229818182,28914.4493818182,38998.2246727273,45005.9789818182,15.9950712299567
"PE 32:0"," [M-H]-@6.72",12778.1161618182,10169.3465090909,13694.5608363636,12337.0812727273,7175.75632,10720.3181690909,15534.6538327273,22483.9724181818,9194.31428,11172.7140963636,9194.31428,6187.34781454545,10395.2237127273,11031.1025527273,23067.03016,7814.74647818182,10869.7143309091,8433.89924727273,10869.7143309091,8433.89924727273,11400.04014,5900.45238181818,7994.68495818182,7665.97158181818,8719.56898727273,9194.31428,11031.1025527273,10003.5508163636,13471.0048654545,13137.3180181818,11971.2433290909,9635.87552909091,8433.89924727273,8433.89924727273,13137.3180181818,6334.32405636364,11400.04014,10720.3181690909,7994.68495818182,6796.75228545455,8901.70754727273,7343.90158363636,7175.75632,8433.89924727273,10003.5508163636,14196.5897563636,11400.04014,10720.3181690909,6635.41363636364,9483.26308545455,10169.3465090909,8901.70754727273,7814.74647818182,9861.82264545455,7175.75632,16.089395112278
"PS 36:4"," [M-H]-@5.44",1252.94826363636,1927.47521272727,2437.01323454545,1608.61624,917.153363636364,1608.61624,1252.94826363636,6796.75228545455,1252.94826363636,917.153363636364,1608.61624,1252.94826363636,1252.94826363636,1252.94826363636,3096.79024909091,1608.61624,917.153363636364,917.153363636364,2437.01323454545,1608.61624,1252.94826363636,917.153363636364,1608.61624,1252.94826363636,2175.32092181818,2175.32092181818,917.153363636364,2175.32092181818,4649.80135272727,2919.37505818182,1252.94826363636,1252.94826363636,1608.61624,1608.61624,1608.61624,917.153363636364,1608.61624,917.153363636364,1252.94826363636,917.153363636364,917.153363636364,1608.61624,1252.94826363636,917.153363636364,2175.32092181818,1252.94826363636,2175.32092181818,917.153363636364,917.153363636364,1252.94826363636,917.153363636364,917.153363636364,917.153363636364,1252.94826363636,917.153363636364,16.1733274698558
"CL 78:4"," [M-2H](2-)@6.50",28230.9407581818,27659.1303090909,40510.3651636364,26972.4622490909,48505.1502109091,44049.3884363636,33594.7409636364,34145.46782,28914.4493818182,38284.3462290909,21710.9855054545,25230.9040363636,31069.8095018182,58705.5622836364,44049.3884363636,28230.9407581818,42279.5091290909,21710.9855054545,34936.9045872727,40510.3651636364,38998.2246727273,29648.2006909091,36820.9433381818,39698.9073981818,32820.7562618182,37612.7856727273,24157.5386745455,24763.0487636364,36820.9433381818,22107.0000290909,32820.7562618182,19515.7138218182,19124.6620818182,42279.5091290909,22483.9724181818,32820.7562618182,47387.1783254545,36125.2823945455,37612.7856727273,42279.5091290909,31069.8095018182,23574.2598345455,25230.9040363636,33594.7409636364,47387.1783254545,39698.9073981818,45005.9789818182,31859.7229818182,39698.9073981818,24763.0487636364,29648.2006909091,27659.1303090909,34145.46782,29648.2006909091,27659.1303090909,16.3272008039134
"PC 40:4"," [M-Ac-H]-@7.42",58705.5622836364,90218.1907090909,45005.9789818182,69659.2434909091,71287.1442545454,83656.0214545455,75820.6981636364,55718.0334690909,78165.3384363636,86490.7925272727,71287.1442545454,99124.7258,58705.5622836364,50620.7787945455,16075.2071472727,58705.5622836364,57269.966,85073.4069909091,61438.6468545455,32820.7562618182,41604.3067218182,46306.9676709091,34541.1862036364,44527.6837090909,24763.0487636364,34145.46782,66402.9799636364,57269.966,165607.441072727,69659.2434909091,66402.9799636364,71287.1442545454,107718.237418182,93546.7015272727,131304.184345455,93546.7015272727,124470.820454545,119022.995709091,81127.6161818182,111330.7374,66402.9799636364,86490.7925272727,67698.6020363636,93546.7015272727,131304.184345455,73825.6349636364,147995.489781818,107718.237418182,66402.9799636364,49665.4884236364,73825.6349636364,57269.966,60206.5804727273,81127.6161818182,71287.1442545454,16.3748193931199
"PC 39:7"," [M-Ac-H]-@5.93",25230.9040363636,23067.03016,22107.0000290909,30383.8583236364,25818.4647272727,23574.2598345455,23067.03016,15798.6474018182,40510.3651636364,36820.9433381818,37612.7856727273,30383.8583236364,20816.35512,24763.0487636364,15798.6474018182,30383.8583236364,27659.1303090909,35430.9966436364,20380.9066963636,34145.46782,47387.1783254545,40510.3651636364,36125.2823945455,35430.9966436364,29648.2006909091,16346.9313836364,19124.6620818182,26428.5938909091,27659.1303090909,20380.9066963636,20380.9066963636,19930.2881272727,34145.46782,29648.2006909091,46306.9676709091,23067.03016,16951.9129636364,18321.7451418182,16075.2071472727,25818.4647272727,21222.3321545455,24763.0487636364,18646.7552181818,22483.9724181818,31069.8095018182,12337.0812727273,18002.94658,17451.3799636364,28914.4493818182,28230.9407581818,26428.5938909091,18321.7451418182,31069.8095018182,26428.5938909091,22107.0000290909,16.7828091841739
"PC 38:5"," [M-Ac-H]-@5.71",11583.7590145455,39698.9073981818,18321.7451418182,34145.46782,39698.9073981818,26972.4622490909,28230.9407581818,28914.4493818182,36820.9433381818,28914.4493818182,30383.8583236364,23067.03016,42279.5091290909,40510.3651636364,10869.7143309091,36820.9433381818,37612.7856727273,34145.46782,34145.46782,36820.9433381818,32820.7562618182,32820.7562618182,27659.1303090909,26428.5938909091,16075.2071472727,17733.9000709091,25230.9040363636,20816.35512,83656.0214545455,16951.9129636364,13917.5382454545,16604.3010472727,31069.8095018182,28230.9407581818,40510.3651636364,28230.9407581818,38284.3462290909,39698.9073981818,34145.46782,34936.9045872727,27659.1303090909,20816.35512,22483.9724181818,18002.94658,44049.3884363636,25230.9040363636,23574.2598345455,36125.2823945455,38998.2246727273,46306.9676709091,43117.2787272727,46306.9676709091,35430.9966436364,28914.4493818182,34145.46782,16.9220786955472
"PA 28:4"," [M-H]-@1.83",71287.1442545454,86490.7925272727,73825.6349636364,67698.6020363636,90218.1907090909,69659.2434909091,66402.9799636364,60206.5804727273,90218.1907090909,73825.6349636364,73825.6349636364,93546.7015272727,73825.6349636364,93546.7015272727,64782.2040363636,103306.836123636,73825.6349636364,93546.7015272727,93546.7015272727,103306.836123636,86490.7925272727,99124.7258,90218.1907090909,111330.7374,51870.9948327273,38284.3462290909,34936.9045872727,54069.1882545455,20380.9066963636,46306.9676709091,51870.9948327273,35430.9966436364,42279.5091290909,54069.1882545455,43117.2787272727,58705.5622836364,62931.4059709091,57269.966,31069.8095018182,43117.2787272727,34936.9045872727,38284.3462290909,28230.9407581818,35430.9966436364,46306.9676709091,40510.3651636364,36125.2823945455,40510.3651636364,93546.7015272727,93546.7015272727,96517.6226181818,96517.6226181818,96517.6226181818,99124.7258,55718.0334690909,16.9976283655543
"CL 82:5"," [M-2H](2-)@6.87",36820.9433381818,43117.2787272727,42279.5091290909,36820.9433381818,60206.5804727273,48505.1502109091,43117.2787272727,37612.7856727273,57269.966,46306.9676709091,50620.7787945455,48505.1502109091,51870.9948327273,54069.1882545455,52953.8051636364,54069.1882545455,60206.5804727273,62931.4059709091,55718.0334690909,66402.9799636364,90218.1907090909,54069.1882545455,54069.1882545455,64782.2040363636,30383.8583236364,52953.8051636364,36125.2823945455,35430.9966436364,39698.9073981818,41604.3067218182,45005.9789818182,38998.2246727273,73825.6349636364,58705.5622836364,49665.4884236364,78165.3384363636,64782.2040363636,71287.1442545454,46306.9676709091,69659.2434909091,67698.6020363636,64782.2040363636,57269.966,81127.6161818182,50620.7787945455,55718.0334690909,42279.5091290909,61438.6468545455,52953.8051636364,55718.0334690909,52953.8051636364,44049.3884363636,49665.4884236364,58705.5622836364,33594.7409636364,17.0420047305904
"CL 76:5"," [M-2H](2-)@6.22",3263.22954181818,6334.32405636364,8572.49414363636,8901.70754727273,4915.07942909091,8124.56497636364,9861.82264545455,4649.80135272727,5035.01111818182,6187.34781454545,7175.75632,4649.80135272727,9483.26308545455,5464.92786727273,9861.82264545455,9635.87552909091,14776.9619636364,14505.2435490909,11780.2501981818,12550.6860290909,14776.9619636364,18002.94658,13294.8019472727,8246.83139454545,6032.07269090909,7175.75632,15534.6538327273,5035.01111818182,8572.49414363636,11780.2501981818,5464.92786727273,9030.9233,7665.97158181818,11583.7590145455,2437.01323454545,5722.79815636364,10169.3465090909,9362.89576181818,15534.6538327273,7343.90158363636,26428.5938909091,4252.61810181818,11031.1025527273,24763.0487636364,11780.2501981818,8719.56898727273,10003.5508163636,15054.2613636364,11031.1025527273,10169.3465090909,8719.56898727273,11400.04014,8124.56497636364,13294.8019472727,12141.1197690909,17.1720937220038
"plasmenyl-PE 36:0"," [M-H]-@7.05",7050.53700909091,10395.2237127273,10869.7143309091,10720.3181690909,8572.49414363636,15798.6474018182,11971.2433290909,20380.9066963636,9362.89576181818,10169.3465090909,14505.2435490909,9030.9233,9194.31428,2175.32092181818,11583.7590145455,7175.75632,7665.97158181818,4915.07942909091,6483.06386727273,8719.56898727273,6635.41363636364,8124.56497636364,10869.7143309091,5195.14189454546,26972.4622490909,11031.1025527273,19930.2881272727,22107.0000290909,19124.6620818182,25818.4647272727,11780.2501981818,10560.1358418182,13694.5608363636,16951.9129636364,18002.94658,12778.1161618182,12337.0812727273,13137.3180181818,8572.49414363636,13694.5608363636,13471.0048654545,13917.5382454545,10560.1358418182,14776.9619636364,14196.5897563636,11400.04014,18646.7552181818,10003.5508163636,17451.3799636364,13137.3180181818,18002.94658,18002.94658,15054.2613636364,15534.6538327273,10869.7143309091,17.4494505926091
"PC 42:10"," [M-Ac-H]-@5.70",51870.9948327273,67698.6020363636,55718.0334690909,71287.1442545454,107718.237418182,75820.6981636364,55718.0334690909,75820.6981636364,86490.7925272727,69659.2434909091,86490.7925272727,81127.6161818182,86490.7925272727,96517.6226181818,15299.4310127273,86490.7925272727,107718.237418182,96517.6226181818,73825.6349636364,96517.6226181818,111330.7374,107718.237418182,114791.737963636,127503.355363636,81127.6161818182,45005.9789818182,64782.2040363636,71287.1442545454,119022.995709091,73825.6349636364,44049.3884363636,48505.1502109091,81127.6161818182,69659.2434909091,73825.6349636364,71287.1442545454,83656.0214545455,83656.0214545455,67698.6020363636,58705.5622836364,93546.7015272727,61438.6468545455,54069.1882545455,51870.9948327273,86490.7925272727,38284.3462290909,38284.3462290909,57269.966,61438.6468545455,67698.6020363636,78165.3384363636,64782.2040363636,66402.9799636364,78165.3384363636,99124.7258,17.5684887275223
"PA 38:4"," [M-H]-@6.36",67698.6020363636,75820.6981636364,50620.7787945455,66402.9799636364,78165.3384363636,64782.2040363636,62931.4059709091,57269.966,4392.16932,51870.9948327273,55718.0334690909,75820.6981636364,83656.0214545455,57269.966,48505.1502109091,75820.6981636364,81127.6161818182,75820.6981636364,71287.1442545454,73825.6349636364,61438.6468545455,78165.3384363636,73825.6349636364,81127.6161818182,66402.9799636364,83656.0214545455,75820.6981636364,64782.2040363636,58705.5622836364,62931.4059709091,67698.6020363636,69659.2434909091,83656.0214545455,67698.6020363636,64782.2040363636,83656.0214545455,114791.737963636,75820.6981636364,71287.1442545454,93546.7015272727,78165.3384363636,75820.6981636364,114791.737963636,107718.237418182,4649.80135272727,71287.1442545454,81127.6161818182,99124.7258,86490.7925272727,62931.4059709091,64782.2040363636,67698.6020363636,90218.1907090909,60206.5804727273,61438.6468545455,17.6536000584866
"PC 40:9"," [M-Ac-H]-@5.39",5900.45238181818,12141.1197690909,10169.3465090909,10560.1358418182,16951.9129636364,13471.0048654545,6334.32405636364,10560.1358418182,15054.2613636364,11583.7590145455,18002.94658,13917.5382454545,17451.3799636364,13137.3180181818,6796.75228545455,21710.9855054545,13471.0048654545,15054.2613636364,7814.74647818182,15798.6474018182,22483.9724181818,16951.9129636364,22483.9724181818,20380.9066963636,9030.9233,6483.06386727273,8719.56898727273,9635.87552909091,18646.7552181818,8433.89924727273,5598.11642545455,6334.32405636364,12141.1197690909,9194.31428,14505.2435490909,14196.5897563636,11780.2501981818,12141.1197690909,11172.7140963636,16951.9129636364,7343.90158363636,12550.6860290909,7994.68495818182,8246.83139454545,7175.75632,7050.53700909091,7050.53700909091,8433.89924727273,9635.87552909091,8901.70754727273,10869.7143309091,8433.89924727273,12337.0812727273,10560.1358418182,13694.5608363636,17.6635137834915
"CL 78:9"," [M-2H](2-)@5.67",22483.9724181818,26972.4622490909,13917.5382454545,20816.35512,26428.5938909091,28230.9407581818,17198.9299418182,18321.7451418182,24763.0487636364,24157.5386745455,29648.2006909091,28914.4493818182,24763.0487636364,28914.4493818182,15054.2613636364,32820.7562618182,35430.9966436364,37612.7856727273,36125.2823945455,57269.966,42279.5091290909,44049.3884363636,44049.3884363636,40510.3651636364,11172.7140963636,10869.7143309091,26972.4622490909,26972.4622490909,15299.4310127273,13471.0048654545,16604.3010472727,15054.2613636364,32820.7562618182,27659.1303090909,20816.35512,24763.0487636364,6483.06386727273,15299.4310127273,25818.4647272727,23574.2598345455,51870.9948327273,43117.2787272727,14196.5897563636,34936.9045872727,23574.2598345455,14776.9619636364,14196.5897563636,22483.9724181818,26972.4622490909,23067.03016,24763.0487636364,19124.6620818182,20816.35512,24763.0487636364,15534.6538327273,17.7223789551978
"PE 36:0"," [M-H]-@7.17",31859.7229818182,54069.1882545455,48505.1502109091,32820.7562618182,38284.3462290909,36125.2823945455,36125.2823945455,26428.5938909091,31859.7229818182,36125.2823945455,31859.7229818182,34936.9045872727,34936.9045872727,31859.7229818182,83656.0214545455,27659.1303090909,44049.3884363636,36125.2823945455,40510.3651636364,31859.7229818182,31859.7229818182,24763.0487636364,20816.35512,31069.8095018182,47387.1783254545,64782.2040363636,33594.7409636364,36125.2823945455,60206.5804727273,52953.8051636364,52953.8051636364,49665.4884236364,35430.9966436364,32820.7562618182,36125.2823945455,40510.3651636364,55718.0334690909,51870.9948327273,38284.3462290909,41604.3067218182,37612.7856727273,31069.8095018182,44049.3884363636,37612.7856727273,37612.7856727273,86490.7925272727,64782.2040363636,46306.9676709091,43117.2787272727,40510.3651636364,49665.4884236364,51870.9948327273,36820.9433381818,49665.4884236364,31069.8095018182,17.7578855057031
"PC 40:2"," [M-Ac-H]-@7.90",16346.9313836364,11172.7140963636,19124.6620818182,11031.1025527273,21222.3321545455,18646.7552181818,15054.2613636364,12337.0812727273,24157.5386745455,20816.35512,12973.3231490909,15798.6474018182,17198.9299418182,20816.35512,19124.6620818182,14196.5897563636,12337.0812727273,15299.4310127273,13694.5608363636,14776.9619636364,20816.35512,15299.4310127273,16951.9129636364,14776.9619636364,16951.9129636364,16075.2071472727,16075.2071472727,12973.3231490909,11583.7590145455,9635.87552909091,10720.3181690909,17451.3799636364,23067.03016,13294.8019472727,19515.7138218182,10720.3181690909,25818.4647272727,25230.9040363636,16951.9129636364,19124.6620818182,18002.94658,11031.1025527273,12973.3231490909,14196.5897563636,15798.6474018182,18646.7552181818,21222.3321545455,17198.9299418182,8433.89924727273,12550.6860290909,12550.6860290909,12337.0812727273,15798.6474018182,13137.3180181818,14505.2435490909,17.9304956993418
"PG 38:5"," [M-H]-@5.34",7665.97158181818,7050.53700909091,4252.61810181818,6635.41363636364,6796.75228545455,4525.01888181818,5035.01111818182,11583.7590145455,11780.2501981818,8124.56497636364,6032.07269090909,7665.97158181818,8719.56898727273,4649.80135272727,10560.1358418182,5464.92786727273,5035.01111818182,3694.46463090909,4392.16932,5299.97780545454,9635.87552909091,8719.56898727273,5722.79815636364,6334.32405636364,11583.7590145455,10560.1358418182,4915.07942909091,8572.49414363636,7175.75632,9861.82264545455,9635.87552909091,7175.75632,8246.83139454545,11172.7140963636,10003.5508163636,7343.90158363636,5299.97780545454,3694.46463090909,4915.07942909091,6334.32405636364,5464.92786727273,5464.92786727273,4108.29118727273,4915.07942909091,7814.74647818182,3854.33792727273,4525.01888181818,4525.01888181818,5722.79815636364,4915.07942909091,4525.01888181818,6187.34781454545,5195.14189454546,6032.07269090909,3541.95224727273,18.0682918471363
"CL 76:9"," [M-2H](2-)@6.21",19930.2881272727,31859.7229818182,27659.1303090909,33594.7409636364,23574.2598345455,19930.2881272727,20380.9066963636,12141.1197690909,17451.3799636364,34936.9045872727,15299.4310127273,26428.5938909091,22483.9724181818,23067.03016,46306.9676709091,22107.0000290909,46306.9676709091,20380.9066963636,26428.5938909091,30383.8583236364,23574.2598345455,25818.4647272727,11971.2433290909,24763.0487636364,28914.4493818182,29648.2006909091,20380.9066963636,19124.6620818182,50620.7787945455,25230.9040363636,28230.9407581818,30383.8583236364,28914.4493818182,25818.4647272727,27659.1303090909,38284.3462290909,36820.9433381818,24763.0487636364,15798.6474018182,22107.0000290909,18646.7552181818,18002.94658,14776.9619636364,16604.3010472727,21710.9855054545,26972.4622490909,26428.5938909091,25818.4647272727,28230.9407581818,24157.5386745455,19930.2881272727,21222.3321545455,32820.7562618182,24157.5386745455,29648.2006909091,18.1395679835975
"PC 42:9"," [M-Ac-H]-@5.97",10169.3465090909,11031.1025527273,5035.01111818182,15299.4310127273,26972.4622490909,12973.3231490909,8246.83139454545,11780.2501981818,12973.3231490909,12141.1197690909,17198.9299418182,16604.3010472727,11031.1025527273,15054.2613636364,5464.92786727273,24763.0487636364,18321.7451418182,16346.9313836364,14196.5897563636,21222.3321545455,16951.9129636364,19124.6620818182,22107.0000290909,20816.35512,3854.33792727273,9030.9233,7814.74647818182,7814.74647818182,16075.2071472727,7050.53700909091,7175.75632,4649.80135272727,9194.31428,10395.2237127273,14776.9619636364,7175.75632,12973.3231490909,9635.87552909091,10395.2237127273,10720.3181690909,14776.9619636364,11583.7590145455,9362.89576181818,12973.3231490909,16075.2071472727,10003.5508163636,7665.97158181818,6635.41363636364,7994.68495818182,8572.49414363636,12778.1161618182,10560.1358418182,12141.1197690909,11971.2433290909,12973.3231490909,18.3420877981332
"PC 18:0"," [M-Ac-H]-@2.41",15299.4310127273,13917.5382454545,6945.49301818182,13694.5608363636,11400.04014,7050.53700909091,8572.49414363636,9030.9233,9030.9233,9362.89576181818,10395.2237127273,10169.3465090909,5900.45238181818,4108.29118727273,8572.49414363636,12550.6860290909,15299.4310127273,18002.94658,9362.89576181818,13917.5382454545,15054.2613636364,16075.2071472727,7343.90158363636,12141.1197690909,6334.32405636364,18321.7451418182,12550.6860290909,16075.2071472727,17733.9000709091,13294.8019472727,9483.26308545455,8572.49414363636,9483.26308545455,15534.6538327273,16951.9129636364,17451.3799636364,20380.9066963636,11583.7590145455,10169.3465090909,14196.5897563636,13294.8019472727,22107.0000290909,18321.7451418182,12337.0812727273,22107.0000290909,23574.2598345455,16346.9313836364,19124.6620818182,12778.1161618182,18646.7552181818,17733.9000709091,14776.9619636364,17733.9000709091,21222.3321545455,13471.0048654545,18.3524778837227
"PC 17:1"," [M-Ac-H]-@1.36",32820.7562618182,48505.1502109091,35430.9966436364,61438.6468545455,25230.9040363636,47387.1783254545,40510.3651636364,45005.9789818182,30383.8583236364,22483.9724181818,43117.2787272727,47387.1783254545,44049.3884363636,33594.7409636364,37612.7856727273,31859.7229818182,31069.8095018182,30383.8583236364,43117.2787272727,31069.8095018182,28230.9407581818,35430.9966436364,28230.9407581818,46306.9676709091,57269.966,50620.7787945455,71287.1442545454,34936.9045872727,52953.8051636364,38998.2246727273,34145.46782,38284.3462290909,44049.3884363636,40510.3651636364,37612.7856727273,38998.2246727273,71287.1442545454,58705.5622836364,61438.6468545455,25230.9040363636,41604.3067218182,35430.9966436364,38284.3462290909,36820.9433381818,67698.6020363636,38998.2246727273,58705.5622836364,48505.1502109091,57269.966,48505.1502109091,31859.7229818182,42279.5091290909,54069.1882545455,52953.8051636364,42279.5091290909,18.7574500182365
