"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"PE 38:7"," [M-H]-@5.78",250216.77756,165607.441072727,143053.768181818,157210.216181818,69659.2434909091,152256.390363636,157210.216181818,193204.622363636,135309.276545455,193204.622363636,202708.778909091,90218.1907090909,93546.7015272727,111330.7374,22483.9724181818,66402.9799636364,50620.7787945455,43117.2787272727,90218.1907090909,51870.9948327273,64782.2040363636,43117.2787272727,49665.4884236364,36820.9433381818,86490.7925272727,48505.1502109091,69659.2434909091,143053.768181818,45005.9789818182,99124.7258,127503.355363636,90218.1907090909,96517.6226181818,75820.6981636364,119022.995709091,66402.9799636364,31859.7229818182,67698.6020363636,75820.6981636364,96517.6226181818,43117.2787272727,38998.2246727273,36820.9433381818,48505.1502109091,33594.7409636364,24157.5386745455,35430.9966436364,39698.9073981818,69659.2434909091,90218.1907090909,75820.6981636364,78165.3384363636,67698.6020363636,66402.9799636364,67698.6020363636,11.6100011266814
"PC 30:0"," [M-Ac-H]-@5.97",55718.0334690909,50620.7787945455,36125.2823945455,48505.1502109091,54069.1882545455,45005.9789818182,42279.5091290909,42279.5091290909,39698.9073981818,38998.2246727273,38284.3462290909,46306.9676709091,57269.966,38284.3462290909,75820.6981636364,50620.7787945455,43117.2787272727,42279.5091290909,52953.8051636364,48505.1502109091,40510.3651636364,57269.966,50620.7787945455,55718.0334690909,69659.2434909091,93546.7015272727,52953.8051636364,58705.5622836364,38998.2246727273,57269.966,61438.6468545455,58705.5622836364,49665.4884236364,57269.966,47387.1783254545,61438.6468545455,66402.9799636364,55718.0334690909,57269.966,61438.6468545455,50620.7787945455,44049.3884363636,78165.3384363636,58705.5622836364,42279.5091290909,46306.9676709091,71287.1442545454,45005.9789818182,41604.3067218182,47387.1783254545,58705.5622836364,43117.2787272727,51870.9948327273,48505.1502109091,48505.1502109091,11.695520796886
"plasmenyl-PE 40:4"," [M-H]-@7.75",114791.737963636,55718.0334690909,93546.7015272727,43117.2787272727,111330.7374,90218.1907090909,124470.820454545,152256.390363636,51870.9948327273,39698.9073981818,119022.995709091,124470.820454545,165607.441072727,90218.1907090909,230947.316363636,124470.820454545,90218.1907090909,107718.237418182,64782.2040363636,99124.7258,71287.1442545454,111330.7374,127503.355363636,103306.836123636,152256.390363636,28914.4493818182,152256.390363636,111330.7374,152256.390363636,152256.390363636,147995.489781818,185239.947636364,127503.355363636,90218.1907090909,185239.947636364,111330.7374,185239.947636364,161839.592363636,171690.330545455,268555.343818182,157210.216181818,152256.390363636,179298.929454545,131304.184345455,157210.216181818,143053.768181818,93546.7015272727,152256.390363636,127503.355363636,114791.737963636,114791.737963636,103306.836123636,124470.820454545,114791.737963636,147995.489781818,11.7355812760191
"plasmenyl-PE 42:5"," [M-H]-@7.86",157210.216181818,119022.995709091,157210.216181818,152256.390363636,103306.836123636,143053.768181818,161839.592363636,161839.592363636,124470.820454545,107718.237418182,157210.216181818,185239.947636364,193204.622363636,114791.737963636,69659.2434909091,107718.237418182,111330.7374,119022.995709091,103306.836123636,171690.330545455,171690.330545455,143053.768181818,193204.622363636,139483.979327273,310263.776181818,179298.929454545,268555.343818182,230947.316363636,185239.947636364,250216.77756,250216.77756,284468.479454545,213830.862909091,202708.778909091,230947.316363636,165607.441072727,165607.441072727,143053.768181818,185239.947636364,230947.316363636,230947.316363636,213830.862909091,250216.77756,230947.316363636,230947.316363636,193204.622363636,179298.929454545,179298.929454545,193204.622363636,179298.929454545,230947.316363636,171690.330545455,230947.316363636,185239.947636364,202708.778909091,11.9739087059365
"PC 31:1"," [M-Ac-H]-@5.99",38998.2246727273,20816.35512,23067.03016,34936.9045872727,37612.7856727273,31069.8095018182,23574.2598345455,31069.8095018182,41604.3067218182,24763.0487636364,20816.35512,21222.3321545455,28230.9407581818,27659.1303090909,23574.2598345455,26972.4622490909,16075.2071472727,33594.7409636364,25818.4647272727,21710.9855054545,25230.9040363636,23574.2598345455,35430.9966436364,31859.7229818182,15534.6538327273,15299.4310127273,18002.94658,9861.82264545455,14505.2435490909,18002.94658,15798.6474018182,15798.6474018182,12550.6860290909,11971.2433290909,21222.3321545455,13137.3180181818,12778.1161618182,19930.2881272727,16604.3010472727,11172.7140963636,12141.1197690909,13694.5608363636,13137.3180181818,10869.7143309091,18002.94658,11172.7140963636,8901.70754727273,13294.8019472727,20816.35512,22107.0000290909,25230.9040363636,22107.0000290909,19930.2881272727,27659.1303090909,25230.9040363636,11.9915007215532
"PC 35:4"," [M-Ac-H]-@5.92",109524.487409091,150125.940072727,88354.4916181818,175494.63,137396.627936364,95032.1620727273,105512.536770909,105512.536770909,141268.873754545,125987.087909091,105512.536770909,137396.627936364,150125.940072727,150125.940072727,105512.536770909,141268.873754545,150125.940072727,163723.516718182,133306.730445455,197956.700636364,189222.285,208269.820909091,159524.904272727,159524.904272727,109524.487409091,109524.487409091,91882.4461181818,91882.4461181818,133306.730445455,129403.769854545,105512.536770909,109524.487409091,150125.940072727,182269.438545455,150125.940072727,145524.628981818,150125.940072727,125987.087909091,154733.303272727,129403.769854545,163723.516718182,145524.628981818,125987.087909091,168648.885809091,168648.885809091,121746.908081818,125987.087909091,145524.628981818,154733.303272727,137396.627936364,133306.730445455,137396.627936364,113061.237681818,163723.516718182,154733.303272727,12.0280952850225
"PE 34:0"," [M-H]-@6.04",16075.2071472727,15534.6538327273,16951.9129636364,29648.2006909091,12778.1161618182,13694.5608363636,18321.7451418182,18646.7552181818,20380.9066963636,17198.9299418182,25230.9040363636,20816.35512,10169.3465090909,12550.6860290909,11780.2501981818,14505.2435490909,14505.2435490909,24157.5386745455,24763.0487636364,20816.35512,25818.4647272727,28914.4493818182,24763.0487636364,21710.9855054545,21710.9855054545,19930.2881272727,17733.9000709091,15299.4310127273,13694.5608363636,16604.3010472727,23067.03016,23574.2598345455,25818.4647272727,28914.4493818182,32820.7562618182,24157.5386745455,16346.9313836364,13694.5608363636,21710.9855054545,15299.4310127273,32820.7562618182,34145.46782,30383.8583236364,34145.46782,40510.3651636364,28230.9407581818,34145.46782,33594.7409636364,22483.9724181818,20816.35512,15299.4310127273,19515.7138218182,18002.94658,19515.7138218182,21710.9855054545,12.3639290969362
"PC 37:2"," [M-Ac-H]-@7.09",63856.8050036364,45656.4733263636,113061.237681818,82391.8188181818,52412.3999981818,116907.366836364,85073.4069909091,85073.4069909091,43583.3335818182,49085.3193172727,53511.4967090909,67050.791,50143.1336090909,70473.1938727273,51245.8868136364,44527.6837090909,67050.791,50143.1336090909,76993.0183,53511.4967090909,67050.791,70473.1938727273,76993.0183,68678.9227636364,76993.0183,97821.1742090909,113061.237681818,82391.8188181818,141268.873754545,76993.0183,79646.4773090909,82391.8188181818,63856.8050036364,60822.6136636364,51245.8868136364,52412.3999981818,129403.769854545,91882.4461181818,109524.487409091,54893.6108618182,82391.8188181818,91882.4461181818,63856.8050036364,67050.791,109524.487409091,91882.4461181818,109524.487409091,65592.592,63856.8050036364,82391.8188181818,70473.1938727273,72556.3896090909,72556.3896090909,63856.8050036364,88354.4916181818,12.3888425809137
"PC 16:0"," [M-Ac-H]-@1.63",13471.0048654545,13137.3180181818,16075.2071472727,24157.5386745455,14776.9619636364,14196.5897563636,25230.9040363636,15054.2613636364,14196.5897563636,16075.2071472727,13694.5608363636,18002.94658,25230.9040363636,9362.89576181818,13471.0048654545,15054.2613636364,12141.1197690909,13694.5608363636,16604.3010472727,16951.9129636364,11971.2433290909,14776.9619636364,12778.1161618182,16346.9313836364,10003.5508163636,12550.6860290909,14196.5897563636,18646.7552181818,17451.3799636364,23067.03016,16075.2071472727,14505.2435490909,12973.3231490909,18002.94658,10720.3181690909,15534.6538327273,11583.7590145455,15054.2613636364,18646.7552181818,9194.31428,7994.68495818182,12778.1161618182,12337.0812727273,13917.5382454545,14505.2435490909,29648.2006909091,22107.0000290909,15534.6538327273,19930.2881272727,18321.7451418182,16075.2071472727,16951.9129636364,19124.6620818182,14196.5897563636,14776.9619636364,12.7766263308367
"plasmenyl-PE 34:1"," [M-H]-@7.17",83656.0214545455,64782.2040363636,103306.836123636,49665.4884236364,66402.9799636364,60206.5804727273,93546.7015272727,119022.995709091,73825.6349636364,57269.966,69659.2434909091,64782.2040363636,81127.6161818182,81127.6161818182,328565.308,71287.1442545454,71287.1442545454,69659.2434909091,58705.5622836364,64782.2040363636,52953.8051636364,62931.4059709091,62931.4059709091,57269.966,90218.1907090909,69659.2434909091,81127.6161818182,69659.2434909091,57269.966,90218.1907090909,83656.0214545455,78165.3384363636,50620.7787945455,46306.9676709091,61438.6468545455,69659.2434909091,81127.6161818182,81127.6161818182,83656.0214545455,90218.1907090909,52953.8051636364,71287.1442545454,61438.6468545455,78165.3384363636,99124.7258,78165.3384363636,78165.3384363636,86490.7925272727,83656.0214545455,71287.1442545454,81127.6161818182,86490.7925272727,64782.2040363636,83656.0214545455,62931.4059709091,12.7994413303615
"CL 82:3"," [M-2H](2-)@7.43",11400.04014,18321.7451418182,14196.5897563636,11971.2433290909,19930.2881272727,16604.3010472727,22107.0000290909,13917.5382454545,11031.1025527273,11031.1025527273,22107.0000290909,12973.3231490909,14505.2435490909,9030.9233,12550.6860290909,21222.3321545455,17198.9299418182,8246.83139454545,17198.9299418182,13294.8019472727,14196.5897563636,14505.2435490909,13137.3180181818,17733.9000709091,15054.2613636364,17451.3799636364,15299.4310127273,18321.7451418182,22483.9724181818,10560.1358418182,19930.2881272727,16346.9313836364,18321.7451418182,18646.7552181818,8901.70754727273,21222.3321545455,18646.7552181818,21222.3321545455,23574.2598345455,23067.03016,19124.6620818182,14505.2435490909,18002.94658,13471.0048654545,16604.3010472727,22483.9724181818,24157.5386745455,20380.9066963636,15534.6538327273,12973.3231490909,16951.9129636364,15299.4310127273,12973.3231490909,11780.2501981818,13294.8019472727,12.997956825128
"CerP 34:1"," [M-H]-@5.85",19515.7138218182,17733.9000709091,19930.2881272727,21710.9855054545,12337.0812727273,17198.9299418182,16075.2071472727,12973.3231490909,15534.6538327273,18002.94658,21222.3321545455,22483.9724181818,15299.4310127273,12778.1161618182,24763.0487636364,18002.94658,24157.5386745455,26972.4622490909,28230.9407581818,23574.2598345455,16346.9313836364,21710.9855054545,19515.7138218182,18646.7552181818,34145.46782,34936.9045872727,20816.35512,28230.9407581818,23067.03016,26972.4622490909,26428.5938909091,33594.7409636364,30383.8583236364,36125.2823945455,29648.2006909091,33594.7409636364,23067.03016,21710.9855054545,20380.9066963636,24763.0487636364,30383.8583236364,31859.7229818182,29648.2006909091,31069.8095018182,19930.2881272727,41604.3067218182,34936.9045872727,26428.5938909091,27659.1303090909,27659.1303090909,31069.8095018182,28230.9407581818,24763.0487636364,26972.4622490909,19930.2881272727,13.0963005772505
"PC 37:5"," [M-Ac-H]-@6.17",40510.3651636364,30383.8583236364,29648.2006909091,31069.8095018182,43117.2787272727,19515.7138218182,18002.94658,36125.2823945455,75820.6981636364,35430.9966436364,47387.1783254545,42279.5091290909,61438.6468545455,25818.4647272727,27659.1303090909,61438.6468545455,32820.7562618182,48505.1502109091,27659.1303090909,37612.7856727273,38284.3462290909,42279.5091290909,64782.2040363636,73825.6349636364,34936.9045872727,12778.1161618182,31859.7229818182,34145.46782,35430.9966436364,33594.7409636364,37612.7856727273,34145.46782,55718.0334690909,62931.4059709091,83656.0214545455,42279.5091290909,23574.2598345455,49665.4884236364,28914.4493818182,60206.5804727273,54069.1882545455,36820.9433381818,31859.7229818182,32820.7562618182,62931.4059709091,16604.3010472727,15798.6474018182,24157.5386745455,40510.3651636364,38998.2246727273,38998.2246727273,45005.9789818182,34936.9045872727,37612.7856727273,28914.4493818182,13.1782278167586
"PC 34:4"," [M-Ac-H]-@5.47",66402.9799636364,69659.2434909091,58705.5622836364,75820.6981636364,49665.4884236364,62931.4059709091,51870.9948327273,52953.8051636364,64782.2040363636,81127.6161818182,75820.6981636364,58705.5622836364,64782.2040363636,73825.6349636364,40510.3651636364,60206.5804727273,36820.9433381818,45005.9789818182,42279.5091290909,35430.9966436364,33594.7409636364,34145.46782,25818.4647272727,29648.2006909091,49665.4884236364,18002.94658,46306.9676709091,45005.9789818182,43117.2787272727,37612.7856727273,35430.9966436364,32820.7562618182,52953.8051636364,45005.9789818182,66402.9799636364,41604.3067218182,44049.3884363636,44049.3884363636,36125.2823945455,52953.8051636364,20380.9066963636,21710.9855054545,16604.3010472727,19930.2881272727,30383.8583236364,10869.7143309091,13917.5382454545,16604.3010472727,44049.3884363636,33594.7409636364,38284.3462290909,40510.3651636364,38284.3462290909,50620.7787945455,38998.2246727273,13.2833243072781
"PA 33:2"," [M-H]-@1.95",15534.6538327273,19124.6620818182,39698.9073981818,19515.7138218182,9635.87552909091,20380.9066963636,10169.3465090909,17733.9000709091,15299.4310127273,18321.7451418182,15798.6474018182,15534.6538327273,19515.7138218182,8124.56497636364,6635.41363636364,10169.3465090909,4108.29118727273,5035.01111818182,7994.68495818182,6796.75228545455,917.153363636364,2709.10326,2919.37505818182,2919.37505818182,50620.7787945455,33594.7409636364,17198.9299418182,25818.4647272727,47387.1783254545,38284.3462290909,36125.2823945455,42279.5091290909,11031.1025527273,15299.4310127273,16075.2071472727,10869.7143309091,1252.94826363636,3854.33792727273,11583.7590145455,8719.56898727273,11031.1025527273,17733.9000709091,16075.2071472727,30383.8583236364,5035.01111818182,27659.1303090909,11031.1025527273,10395.2237127273,18321.7451418182,20380.9066963636,20816.35512,16346.9313836364,17198.9299418182,18646.7552181818,13917.5382454545,13.2918825568061
"CL 74:5"," [M-2H](2-)@5.85",26972.4622490909,36125.2823945455,66402.9799636364,24763.0487636364,22107.0000290909,51870.9948327273,37612.7856727273,23067.03016,28230.9407581818,54069.1882545455,16075.2071472727,41604.3067218182,29648.2006909091,30383.8583236364,21222.3321545455,22483.9724181818,19930.2881272727,12550.6860290909,23067.03016,19124.6620818182,28914.4493818182,11172.7140963636,30383.8583236364,27659.1303090909,22483.9724181818,25818.4647272727,24763.0487636364,30383.8583236364,13917.5382454545,19124.6620818182,18321.7451418182,55718.0334690909,39698.9073981818,39698.9073981818,18321.7451418182,18321.7451418182,19515.7138218182,19515.7138218182,62931.4059709091,20380.9066963636,19930.2881272727,11172.7140963636,48505.1502109091,13694.5608363636,10720.3181690909,14505.2435490909,13471.0048654545,34145.46782,16346.9313836364,14505.2435490909,18646.7552181818,11780.2501981818,16346.9313836364,16075.2071472727,15798.6474018182,13.4195716474591
"PA 34:1"," [M-H]-@6.68",23574.2598345455,28230.9407581818,21710.9855054545,17198.9299418182,31859.7229818182,28914.4493818182,17733.9000709091,10395.2237127273,32820.7562618182,19124.6620818182,28230.9407581818,16346.9313836364,35430.9966436364,34145.46782,30383.8583236364,36125.2823945455,23574.2598345455,24763.0487636364,22483.9724181818,22483.9724181818,24157.5386745455,22483.9724181818,21710.9855054545,22483.9724181818,13917.5382454545,13294.8019472727,12337.0812727273,18002.94658,12550.6860290909,15299.4310127273,19124.6620818182,17733.9000709091,13294.8019472727,23067.03016,24157.5386745455,16075.2071472727,13694.5608363636,15798.6474018182,12337.0812727273,13294.8019472727,9362.89576181818,13471.0048654545,10720.3181690909,14505.2435490909,5598.11642545455,15054.2613636364,17451.3799636364,14505.2435490909,17198.9299418182,19930.2881272727,17451.3799636364,23067.03016,23574.2598345455,18321.7451418182,17733.9000709091,13.7174713787807
"PE 38:3"," [M-H]-@7.24",171690.330545455,111330.7374,152256.390363636,90218.1907090909,93546.7015272727,135309.276545455,185239.947636364,165607.441072727,161839.592363636,179298.929454545,135309.276545455,103306.836123636,99124.7258,103306.836123636,193204.622363636,119022.995709091,93546.7015272727,103306.836123636,107718.237418182,93546.7015272727,139483.979327273,93546.7015272727,83656.0214545455,78165.3384363636,157210.216181818,171690.330545455,157210.216181818,179298.929454545,124470.820454545,161839.592363636,165607.441072727,161839.592363636,179298.929454545,161839.592363636,193204.622363636,152256.390363636,143053.768181818,185239.947636364,179298.929454545,179298.929454545,139483.979327273,185239.947636364,161839.592363636,139483.979327273,147995.489781818,161839.592363636,152256.390363636,161839.592363636,171690.330545455,171690.330545455,179298.929454545,193204.622363636,143053.768181818,139483.979327273,135309.276545455,13.8958436845859
"PC 35:2"," [M-Ac-H]-@6.60",91882.4461181818,107718.237418182,147995.489781818,161839.592363636,150125.940072727,161839.592363636,119022.995709091,97821.1742090909,82391.8188181818,91882.4461181818,95032.1620727273,116907.366836364,141268.873754545,141268.873754545,119022.995709091,133306.730445455,129403.769854545,129403.769854545,163723.516718182,124470.820454545,159524.904272727,154733.303272727,168648.885809091,182269.438545455,161839.592363636,197956.700636364,175494.63,147995.489781818,310263.776181818,157210.216181818,143053.768181818,157210.216181818,119022.995709091,121746.908081818,111330.7374,159524.904272727,341492.877454545,240582.046961818,197956.700636364,137396.627936364,179298.929454545,159524.904272727,189222.285,147995.489781818,319414.542090909,230947.316363636,250216.77756,222389.089636364,133306.730445455,147995.489781818,189222.285,127503.355363636,168648.885809091,154733.303272727,168648.885809091,13.9117037246904
"PC 37:6"," [M-Ac-H]-@5.80",161839.592363636,124470.820454545,78165.3384363636,147995.489781818,179298.929454545,103306.836123636,114791.737963636,143053.768181818,193204.622363636,147995.489781818,185239.947636364,193204.622363636,213830.862909091,135309.276545455,67698.6020363636,161839.592363636,124470.820454545,202708.778909091,119022.995709091,213830.862909091,147995.489781818,193204.622363636,202708.778909091,213830.862909091,179298.929454545,127503.355363636,147995.489781818,193204.622363636,127503.355363636,147995.489781818,193204.622363636,171690.330545455,284468.479454545,230947.316363636,310263.776181818,213830.862909091,135309.276545455,131304.184345455,161839.592363636,202708.778909091,202708.778909091,127503.355363636,165607.441072727,213830.862909091,193204.622363636,114791.737963636,103306.836123636,131304.184345455,165607.441072727,213830.862909091,171690.330545455,185239.947636364,185239.947636364,135309.276545455,161839.592363636,13.9898223499588
"PC 44:12"," [M-Ac-H]-@5.60",2709.10326,3263.22954181818,1252.94826363636,2175.32092181818,6635.41363636364,6334.32405636364,4525.01888181818,6187.34781454545,3854.33792727273,3854.33792727273,8572.49414363636,5035.01111818182,7994.68495818182,6187.34781454545,1608.61624,9194.31428,4771.65126545454,4771.65126545454,5035.01111818182,7814.74647818182,7814.74647818182,10169.3465090909,11583.7590145455,8901.70754727273,1252.94826363636,2709.10326,3096.79024909091,917.153363636364,8433.89924727273,2175.32092181818,3407.08557454545,2437.01323454545,5722.79815636364,4392.16932,4108.29118727273,5299.97780545454,4915.07942909091,5299.97780545454,6796.75228545455,5464.92786727273,8246.83139454545,5195.14189454546,1927.47521272727,4252.61810181818,6945.49301818182,3694.46463090909,5598.11642545455,2175.32092181818,3854.33792727273,4252.61810181818,2919.37505818182,4525.01888181818,4252.61810181818,4108.29118727273,4649.80135272727,14.0826437771994
"PE 40:4"," [M-H]-@6.87",103306.836123636,83656.0214545455,69659.2434909091,62931.4059709091,96517.6226181818,107718.237418182,69659.2434909091,64782.2040363636,131304.184345455,96517.6226181818,114791.737963636,131304.184345455,124470.820454545,60206.5804727273,73825.6349636364,99124.7258,193204.622363636,114791.737963636,114791.737963636,165607.441072727,202708.778909091,171690.330545455,103306.836123636,152256.390363636,124470.820454545,139483.979327273,139483.979327273,114791.737963636,54069.1882545455,111330.7374,135309.276545455,99124.7258,171690.330545455,139483.979327273,124470.820454545,135309.276545455,161839.592363636,139483.979327273,103306.836123636,171690.330545455,143053.768181818,165607.441072727,157210.216181818,143053.768181818,103306.836123636,171690.330545455,139483.979327273,202708.778909091,111330.7374,107718.237418182,152256.390363636,114791.737963636,139483.979327273,147995.489781818,124470.820454545,14.2154359327032
"PE 35:2"," [M-H]-@6.71",29648.2006909091,12337.0812727273,38998.2246727273,13471.0048654545,20816.35512,22107.0000290909,34936.9045872727,40510.3651636364,14505.2435490909,19515.7138218182,16604.3010472727,19124.6620818182,16604.3010472727,22107.0000290909,42279.5091290909,13917.5382454545,15054.2613636364,13294.8019472727,19515.7138218182,11971.2433290909,13694.5608363636,11400.04014,11031.1025527273,15798.6474018182,31069.8095018182,54069.1882545455,30383.8583236364,50620.7787945455,24157.5386745455,34145.46782,46306.9676709091,41604.3067218182,22107.0000290909,19515.7138218182,21710.9855054545,19930.2881272727,26972.4622490909,32820.7562618182,50620.7787945455,31069.8095018182,28914.4493818182,22483.9724181818,38998.2246727273,25818.4647272727,13694.5608363636,20380.9066963636,29648.2006909091,21710.9855054545,22107.0000290909,21710.9855054545,28230.9407581818,28914.4493818182,20380.9066963636,21710.9855054545,23067.03016,14.3494857095677
"PC 37:1"," [M-Ac-H]-@7.56",73825.6349636364,71287.1442545454,96517.6226181818,111330.7374,57269.966,58705.5622836364,127503.355363636,62931.4059709091,60206.5804727273,67698.6020363636,62931.4059709091,73825.6349636364,55718.0334690909,55718.0334690909,179298.929454545,64782.2040363636,62931.4059709091,41604.3067218182,60206.5804727273,58705.5622836364,57269.966,52953.8051636364,57269.966,34936.9045872727,71287.1442545454,78165.3384363636,67698.6020363636,73825.6349636364,86490.7925272727,54069.1882545455,55718.0334690909,50620.7787945455,48505.1502109091,49665.4884236364,54069.1882545455,36820.9433381818,43117.2787272727,38284.3462290909,23067.03016,26428.5938909091,40510.3651636364,39698.9073981818,40510.3651636364,41604.3067218182,48505.1502109091,34936.9045872727,28914.4493818182,31069.8095018182,45005.9789818182,29648.2006909091,33594.7409636364,41604.3067218182,44049.3884363636,41604.3067218182,40510.3651636364,14.3755504367548
"PE 37:5"," [M-H]-@6.21",43117.2787272727,66402.9799636364,60206.5804727273,54069.1882545455,40510.3651636364,49665.4884236364,48505.1502109091,23574.2598345455,33594.7409636364,52953.8051636364,42279.5091290909,57269.966,54069.1882545455,48505.1502109091,57269.966,51870.9948327273,75820.6981636364,29648.2006909091,48505.1502109091,39698.9073981818,34936.9045872727,47387.1783254545,37612.7856727273,37612.7856727273,44049.3884363636,75820.6981636364,45005.9789818182,44049.3884363636,111330.7374,66402.9799636364,47387.1783254545,61438.6468545455,57269.966,50620.7787945455,45005.9789818182,64782.2040363636,57269.966,48505.1502109091,34936.9045872727,38284.3462290909,39698.9073981818,42279.5091290909,47387.1783254545,46306.9676709091,38284.3462290909,57269.966,52953.8051636364,58705.5622836364,36820.9433381818,38284.3462290909,36125.2823945455,36820.9433381818,46306.9676709091,43117.2787272727,51870.9948327273,14.5189908916069
"PE 36:5"," [M-H]-@5.86",268555.343818182,185239.947636364,124470.820454545,114791.737963636,99124.7258,193204.622363636,165607.441072727,250216.77756,111330.7374,185239.947636364,193204.622363636,60206.5804727273,119022.995709091,213830.862909091,71287.1442545454,93546.7015272727,61438.6468545455,51870.9948327273,96517.6226181818,78165.3384363636,107718.237418182,64782.2040363636,71287.1442545454,54069.1882545455,45005.9789818182,39698.9073981818,35430.9966436364,86490.7925272727,28230.9407581818,58705.5622836364,75820.6981636364,46306.9676709091,54069.1882545455,41604.3067218182,67698.6020363636,48505.1502109091,31069.8095018182,60206.5804727273,51870.9948327273,99124.7258,33594.7409636364,34936.9045872727,33594.7409636364,31859.7229818182,26428.5938909091,18321.7451418182,25818.4647272727,30383.8583236364,78165.3384363636,69659.2434909091,67698.6020363636,69659.2434909091,93546.7015272727,69659.2434909091,60206.5804727273,14.5796846891424
"PE 36:4"," [M-H]-@6.26",961347.904418182,670808.027972727,551858.800470909,516913.026936364,516913.026936364,722091.372203636,776168.315881818,722091.372203636,629691.586558182,590911.908843636,551858.800470909,516913.026936364,551858.800470909,722091.372203636,776168.315881818,551858.800470909,629691.586558182,551858.800470909,722091.372203636,551858.800470909,670808.027972727,551858.800470909,551858.800470909,473383.558363636,411582.838727273,722091.372203636,590911.908843636,516913.026936364,383149.240909091,440421.132867273,629691.586558182,473383.558363636,629691.586558182,590911.908843636,670808.027972727,629691.586558182,411582.838727273,722091.372203636,776168.315881818,722091.372203636,516913.026936364,590911.908843636,551858.800470909,722091.372203636,411582.838727273,440421.132867273,551858.800470909,473383.558363636,516913.026936364,516913.026936364,722091.372203636,551858.800470909,516913.026936364,473383.558363636,551858.800470909,14.6168795788824
"plasmenyl-PE 34:0"," [M-H]-@7.20",39698.9073981818,34145.46782,99124.7258,38998.2246727273,30383.8583236364,41604.3067218182,61438.6468545455,73825.6349636364,52953.8051636364,47387.1783254545,57269.966,34145.46782,37612.7856727273,36125.2823945455,47387.1783254545,39698.9073981818,36125.2823945455,46306.9676709091,35430.9966436364,42279.5091290909,44049.3884363636,45005.9789818182,40510.3651636364,28914.4493818182,99124.7258,42279.5091290909,60206.5804727273,52953.8051636364,29648.2006909091,43117.2787272727,49665.4884236364,64782.2040363636,40510.3651636364,24763.0487636364,12337.0812727273,22107.0000290909,33594.7409636364,22107.0000290909,40510.3651636364,37612.7856727273,36125.2823945455,60206.5804727273,37612.7856727273,44049.3884363636,36125.2823945455,58705.5622836364,43117.2787272727,43117.2787272727,48505.1502109091,57269.966,48505.1502109091,58705.5622836364,45005.9789818182,47387.1783254545,37612.7856727273,14.7004190835742
"PC 36:1"," [M-Ac-H]-@7.27",440421.132867273,440421.132867273,473383.558363636,590911.908843636,961347.904418182,776168.315881818,629691.586558182,440421.132867273,722091.372203636,722091.372203636,590911.908843636,551858.800470909,776168.315881818,670808.027972727,857569.489090909,961347.904418182,857569.489090909,857569.489090909,776168.315881818,857569.489090909,1100042.73454545,961347.904418182,1100042.73454545,961347.904418182,440421.132867273,516913.026936364,440421.132867273,440421.132867273,776168.315881818,590911.908843636,383149.240909091,383149.240909091,411582.838727273,516913.026936364,551858.800470909,590911.908843636,961347.904418182,629691.586558182,629691.586558182,473383.558363636,629691.586558182,551858.800470909,670808.027972727,551858.800470909,961347.904418182,857569.489090909,776168.315881818,722091.372203636,776168.315881818,776168.315881818,776168.315881818,776168.315881818,961347.904418182,961347.904418182,1100042.73454545,15.0856985777888
