Class	Carbon	Saturation	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
MG	20	2	 [M+NH4]+	3.2	14.8	2043.879739	4931.550776	1886.564279	883.1874095	2868.661818	5962.521237	6776.178168	4325.862922	1502.906312	1886.788028	2291.890881	2097.147618	349.9867038	4806.678094	1756.523419	663.166736	7237.815174	2605.755704	4429.051157	4320.790282	5283.023377	6777.932286	5212.059828	4054.539013	4199.739464	3395.046633	2565.42295	5625.265274	6406.967206	2896.93916	5213.102101	2755.066837	3060.5705	3501.36135	986.2317777	3333.151627	6085.650654	5184.387858	5334.324172	3592.310984	4481.246279	3726.702103	3992.416278	4496.553567	6472.296952	6688.383577	16207.15344	2868.877202
PC	35	4	 [M+H]+	5.69	1.97	679410.6452	875846.7882	638468.8702	568186.9528	955033.2881	749816.2514	966477.727	984717.8366	603974.3597	569450.4646	657899.5009	711100.3264	434947.0515	660911.1644	613132.4825	629601.6913	747084.6318	577555.7797	565220.7079	1004063.861	817731.9205	725194.6971	744618.702	764285.6982	576750.1593	921996.4151	442284.0132	428622.7232	769138.6923	837592.2543	606423.2028	626772.0569	704340.654	460882.365	550033.0304	628762.5851	1168091.896	1406055.516	1104968.266	428394.571	1030525.971	528139.3954	343795.8633	389793.2022	545571.763	947558.7866	721068.7207	582166.0099
PC	40	8	 [M+H]+	5.74	2.02	12534641.76	15470010.77	9870159.234	13934694.28	5105132.546	6870393.855	15602226.78	14954114.9	11820857.62	14872701.03	11032646.85	15272428.94	8162341.852	11575516.77	12415436.35	7415569.502	15815452.44	12347727.15	16303234.32	15273599.82	11373281.04	11239481.41	9320257.354	11216570.54	16636607.12	12243175.73	3767441.283	14826736.92	17204697.55	14045894.6	11764035.77	9541119.19	21251621.09	18362971.38	13016529.48	17870784.72	13502221.61	15189393.2	16061483.18	17640112.42	16624255.4	18566883.37	17360298.6	18417735.81	14367969.02	14091596.64	15245648.91	13781562.42
PC	34	4	 [M+H]+	5.5	2.23	6535283.692	7721769.795	8466828.333	3629195.55	3704073.943	4924897.031	5991624.131	4236974.199	5988490.54	6824142.125	5662952.068	7859476.298	1140209.27	4913816.028	3627858.821	3450057.376	5849684.459	8908910.751	6369683.159	6032974.969	2581884.824	2979255.675	2127054.507	2865398.16	5687827.613	8416108.44	1247009.161	3146732.357	6043668.293	3425741.987	3769369.165	1786334.71	4109819.273	2942837.94	3393268.28	3712918.715	2105607.792	3793656.336	3530857.801	2126183.886	2786487.844	2795494.919	1959848.101	2086389.932	1189085.118	2144705.468	2635030.327	1691402.017
PC	35	2	 [M+H]+	6.49	2.38	1673588.754	2036422.002	2419792.151	1368720.484	4780476.012	3337354.084	2107432.638	3224335.742	2646472.932	3214067.291	2204293.805	2094029.072	2466561.042	2783613.398	3049644.051	5841384.245	1131873.867	1753342.617	1896143.081	1867394.006	2353452.624	2271716.65	1720724.749	4895046.141	1671732.426	2778889.327	1249421.12	1525807.726	3092308.532	3179095.171	4390629.956	3648098.581	2362533.823	2583361.791	2115283.241	2175300.371	5969252.04	3311748.297	3294556.024	1818489.973	3330742.658	2846318.367	1802918.679	2339910.158	3617505.732	4110617.286	3249618.101	2978878.153
PC	38	2	 [M+H]+	7.4	2.44	5761289.225	7009984.522	5115566.094	3465508.6	2980410.778	5133317.125	4505662.443	4762629.5	5824981.251	12104238.1	7880158.98	7770902.029	2515491.212	5665485.101	5284703.947	8125823.498	8428444.294	9052631.752	9932167.385	5863115.778	6051543.686	7530391.409	6399897.321	11500855.12	8590262.895	14953851.23	4257126.196	11962481.59	19093783.51	16543738.97	13672405.25	11903613.24	9078278.962	17968695.22	9057837.256	7869904.147	9225526.787	8136759.957	8471062.59	12703506.8	8407825.047	15540872.02	9226613.485	10474161.42	8896680.667	10270936.45	11532007.41	7760325.809
PC	37	4	 [M+H]+	6.5	2.47	2099124.799	2445291.296	1510889.739	1722568.09	3757474.732	2311353.652	2232741.61	4450003.061	2489538.588	2618769.502	1759470.238	1797204.459	2618570.555	2104193.083	2628264.065	4074622.866	1874413.964	2089254.352	2027574.491	2684314.881	4038067.093	3145485.502	3332186.097	5932721.842	1632499.085	2096541.04	1647574.323	1641305.121	3086600.088	3421573.998	2997650.127	5136270.935	4067373.912	3951766.607	2939207.256	3500044.537	9531810.529	4916011.559	4056640.162	2611048.875	6121979.076	3424377.415	2158020.507	3002492.066	3953873.241	4665640.757	3246909.073	3729456.263
PC	40	2	 [M+H]+	8	2.53	295523.5326	404058.4696	237905.9506	174690.9919	152309.2544	195824.9431	203410.1781	181587.0674	323531.4246	625224.4384	371542.619	404422.0656	97054.68691	240442.4826	230831.5518	337644.7009	449681.4807	470743.0016	497013.1164	336742.6702	273164.4774	356670.5005	337074.5002	466185.8841	414118.8144	588495.8094	265493.65	553721.8703	598658.8568	565819.9709	482388.12	527311.9756	338572.4889	543195.9069	266670.1531	231828.4304	272000.7433	275938.922	247403.8256	364710.7303	326408.7529	533651.5048	239728.2878	283205.0138	257778.1072	268759.6182	438471.019	263569.363
PC	33	2	 [M+H]+	5.9	2.92	1528560.625	1938350.861	1766316.047	866669.1588	2331912.775	1922141.052	1393490.82	1932291.079	1538616.74	1771199.784	1611387.299	1241459.23	641767.3129	1622039.633	1783449.149	3000697.221	990107.3069	1216295.965	1180990.547	1382823.857	1355686.951	1478557.283	1349851.187	2399655.923	1089534.924	1957419.549	687072.8764	892116.3799	1380434.191	1604398.184	1664763.416	1764205.167	1147299.185	1311971.472	1096780.681	908271.6221	2434779.408	2009900.644	1865024.104	749468.3868	1939929.489	1037537.537	570023.459	734898.1101	1162170.873	2186703.304	2025718.565	1387625.501
PC	32	0	 [M+H]+	6.61	3	23854228.84	30211183.02	18381128.96	19551295.12	25541304.99	18945593.8	12271908.67	23870839.64	21490578.38	25870711.61	19286483.75	19638521.31	10014714.58	15791798.43	19133552.44	25166356.21	19718646.41	22577330.76	23016638.39	18618934.12	22178552.6	20266316.89	23425738.97	31373089.43	20411243.56	22349057.93	20893653.7	21245098.59	18862187.76	21762398.17	18090625.94	28044567.39	19587047	29787938.75	22836724.84	19696594.21	29540943.37	19598391.22	18814379.5	18537779.63	20860465.36	24091364.66	15892179	17423314.34	14094533.05	17145516.02	17811504.04	19789857.33
PC	44	12	 [M+H]+	5.61	3.03	83538.68879	189370.3823	79610.17614	91838.7112	77068.48026	77904.81735	187302.2488	93964.70362	205856.3591	296193.0155	217914.3127	216154.38	83135.77165	139243.3908	115884.6009	88684.18576	191164.8045	176333.8592	293618.0259	262201.4084	109578.7019	121293.5263	74199.11271	115404.2297	322541.4335	276760.8114	108393.5506	226136.2937	279118.9621	162715.5833	165767.972	88983.23461	273866.9707	265179.2181	135444.8633	215716.9151	152812.205	187183.9015	171803.7253	322269.3193	180913.5654	393613.4895	356615.8418	332492.3412	173541.7576	197960.4848	255704.6385	124198.951
PC	39	4	 [M+H]+	7.07	3.38	1413049.648	1850998.997	1133164.527	990706.1653	1175736.632	1078892.336	1208599.085	1524822.172	1795153.617	2446625.501	1449305.799	1462503.929	948632.1907	1163042.966	1253450.641	2423445.118	1342273.464	1662402.088	1455741.7	1700314.31	1911963.299	1693151.956	1412531.496	2604262.303	1116055.869	2018528.17	1306216.544	928047.0817	2601482.499	2314760.991	1741456.922	2695911.423	2443021.854	2423981.483	1759004.421	1897931.356	3690821.481	2266233.327	1628070.532	1671959.946	3289703.598	1975602.468	1182559.769	1506068.161	1724176.625	2563138.66	1988550.58	1730724.728
PC	39	6	 [M+H]+	6.43	3.42	438077.2421	571680.0465	599337.5084	454079.5323	1898665.022	980570.2256	983499.7125	1437691.727	660695.7715	731034.7001	599209.0643	447238.803	1074621.812	915431.7136	1150124.951	2084405.644	508098.1068	622246.3607	689836.344	844322.8411	1278487.097	1023793.429	837503.0658	1901318.132	575835.4319	557892.7075	309933.9359	522529.8954	958061.468	1076822.795	1169644.298	1363385.017	858795.9441	1017831.807	620058.9827	752678.4453	2801483.84	1577068.703	1173090.502	647187.2504	1925710.816	863786.746	648278.278	871436.5006	1103445.724	1579849.014	1078245.944	1093122.119
PC	36	6	 [M+H]+	5.28	3.62	4208766.316	4952256.188	2348653.236	2033273.849	1199745.03	1320152.584	1590486.845	2126691.699	3187099.495	4822907.7	2280527.551	3383270.73	280569.6352	2005617.264	1324552.706	1428381.531	4884674.635	4668786.352	4650636.717	3666717.717	2074462.439	2025401.358	1790576.012	2897589.367	3709065.949	6386483.895	928820.8013	3952895.418	2410228.421	1929976.164	1288366.989	1738725.685	3515835.964	5296880.42	3060365.324	3449026.948	1203653.787	1441514.03	1535670.733	3507802.319	1270049.988	3501976.911	2408240.103	2935490.074	552051.7552	736961.7455	830687.781	902420.6075
PC	32	2	 [M+H]+	5.52	3.66	10028338.71	11258906.87	9095845.023	4948825.058	3900143.52	6818223.487	4684447.141	5372598.197	8537664.105	10790734.95	6909598.711	7954974.299	851646.5039	4131491.906	3671306.025	5340220.155	6458436.138	7684390.06	7018451.166	5082608.85	2586548.491	3007408.118	2750908.327	4628125.303	6041725.479	16473828.89	2795895.61	6403512.564	4692390.166	3757092.687	4566134.452	2907735.838	5094208.587	6651830.962	6937185.336	5137443.798	2440427.602	2761629.141	2992816.762	4679680.444	2821431.345	6247923.254	3676234.699	3526517.2	1281990.159	2255204.61	3184253.165	2170902.927
PC	42	8	 [M+H]+	6.39	3.87	121332.7064	147935.7167	40033.32722	92773.46385	78950.00927	108604.3925	121514.5595	121539.2756	79703.19444	100470.2182	90478.74956	74893.93789	56453.17575	70862.70135	81151.43851	68353.27557	148012.7718	115392.6194	165318.488	124244.4427	120401.9756	141427.1316	101580.3485	125197.3115	106262.8233	140479.8767	54841.32196	108059.6653	211967.1701	149641.2571	84496.37803	79638.91553	228117.5544	231293.8875	118915.08	177781.282	199292.1706	165697.3863	204097.9323	207660.2787	153227.7011	165725.9627	159323.9135	131026.8047	115716.5123	169617.5031	142678.7608	131712.6246
PC	37	6	 [M+H]+	5.62	3.92	643244.0285	890675.7686	625950.0677	482184.0588	846301.4986	574713.9845	809958.2423	941578.06	712288.3797	773015.6442	611372.7792	507907.1214	298697.4364	772256.5476	853561.3381	1360129.561	770024.5231	896443.3356	721460.8441	962625.2146	736154.8143	815452.2826	767623.8314	1041545.756	629283.3398	871726.2275	179099.5063	550940.477	862891.342	772575.5097	638936.6046	761186.2862	560726.4944	718576.079	550764.9298	468727.0199	1217256.54	909210.0726	903049.6989	539937.465	954181.889	630286.1843	382331.1975	469887.3769	424031.5154	793845.7524	728268.2073	514250.1625
PC	42	2	 [M+H]+	8.53	4.36	94048.01058	102894.6997	90420.5376	42635.22166	44122.11674	89058.88071	81378.42513	58627.20596	76025.26395	164460.3531	106449.0258	142008.6054	20842.41533	100430.0232	66008.79624	102939.7054	101333.8045	135548.545	115853.4459	82315.43454	91943.10386	95176.61824	94725.88663	152119.5877	116679.5702	166616.061	79247.48875	131773.5409	145450.0074	139243.4634	88233.12403	112717.9663	87753.58757	136339.5329	76160.16654	64845.15744	66289.54408	59832.32385	79279.6309	63194.00715	110485.0678	112005.4152	50315.89612	82810.83234	49008.78052	72211.6019	127466.6351	54572.65926
PC	36	2	 [M+H]+	6.82	4.61	37252374.63	40873475.7	46437966.05	36448163.33	64968493.92	59910786.22	43192017.76	46566379.33	37799417.44	42263435.52	45557744.32	43934482.52	43795733.45	39852174.41	38509604.1	42514655.98	29223431.9	32056012.83	38747091.14	37538887.78	27497274.27	28661171.74	23365633.29	35107098.23	38660045.36	61017543.76	32629936.69	33579186.76	49344963.04	38882890.56	46819883.39	28102103.39	37800980.21	34977778.74	40030494.28	37488675.9	50578316.76	53797469.9	53730893.34	36474981.35	39997281.97	41378087.16	38105059.19	36080696.63	38170457.7	48288388.74	43217379.01	34884365.96
PC	37	2	 [M+H]+	7.15	4.64	1088169.921	1476358.266	2339670.342	864596.0874	1768229.085	1472191.686	1876126.186	1080076.738	2028890.095	3086515.918	2275648.05	1943666.581	1440553.982	1688716.372	1395178.862	2539675.235	958197.4046	1245754.025	1224779.886	1641833.927	1260508.473	1322717.773	687567.756	2211258.619	1129955.142	3508322.27	974269.0816	949857.4987	3214473.976	2240938.987	3107393.838	1685045.061	1945356.813	1450399.094	1574613.208	1367970.586	2230497.464	2359027.128	1602289.459	1543133.937	1740889.679	1923170.011	1547937.111	1419448.015	2373060.298	3138728.253	2383713.447	1392715.928
PC	42	10	 [M+H]+	5.66	4.72	1278957.675	2836548.014	1338704.457	1635701.896	914800.7605	1487630.115	3664439.715	2737495.828	2197856.388	3414300.969	2479636.369	3463999.254	1633854.37	2004417.19	1372526.936	1472386.235	2275360.252	1645311.581	3475626.61	3473340.037	1531243.96	1655924.533	1152121.176	1760940.689	3802396.921	4211523.187	690027.7745	3580542.292	6510259.615	3338896.938	3098987.162	1259214.668	6794353.07	4896264.936	2858259.64	5139780.273	4096034.063	5640359.992	4244194.373	5047360.768	4382764.486	5317385.759	4616230.286	5558066.305	2673567.704	4003110.712	3345382.605	2566773.614
PC	36	0	 [M+H]+	7.76	5.49	229468.2431	244053.1347	174989.828	249091.3825	337929.0313	620098.4279	365105.8761	529344.5052	198441.8949	234672.2055	309612.7462	355463.654	408307.2176	185397.942	194299.4851	146133.8989	222133.786	225763.4926	312432.3996	305061.0911	128241.9865	157846.3091	116043.7259	143676.426	363709.9923	175032.4741	69536.04481	192602.2541	462676.4832	287323.1398	186985.3844	154711.4806	212125.6526	183058.6006	244773.8191	295745.6098	419887.73	375536.8675	491386.1239	179504.3361	378666.4996	177725.9808	162071.6832	204399.9069	258160.7319	358945.3838	239889.4244	353030.246
PC	41	6	 [M+H]+	6.95	5.71	223632.2723	274665.9451	308576.6665	160877.7329	430427.6293	322545.6513	643888.1774	368968.061	330915.6843	434441.6267	331903.4293	246584.0807	186174.0141	337844.4982	396429.0089	446246.3112	260597.291	302382.2	321933.2458	358983.7116	236787.3518	281960.03	128642.7434	276013.1009	187080.3906	336085.2173	118051.6105	135451.7057	602750.3939	400337.9292	318222.8725	189706.3027	367826.8336	320067.798	220253.2238	289446.0858	652072.9977	548138.3194	316844.5775	271881.5235	497125.1092	302819.8389	226116.8275	192339.2403	253293.0479	635501.6004	482386.7338	255313.7336
PC	38	8	 [M+H]+	5.15	6.02	357472.6069	531952.9224	495273.0736	211675.7336	255337.732	211960.3968	583174.2903	323540.5215	370250.3353	597995.996	353607.91	398901.5128	53452.18144	466434.6603	294593.4989	326236.3017	803754.1998	680800.3428	613249.939	736365.5906	380929.7735	437087.1782	313183.7368	506144.5055	414444.7612	779602.1428	72204.51269	340235.0438	562997.3612	346028.9285	304795.3742	252937.6406	476928.5901	460492.4454	260955.2178	343243.5512	158628.7875	423673.7657	342204.9919	437154.434	275199.7023	447531.0243	296204.4125	408339.6564	130982.177	204937.4042	351893.1742	176200.1613
PC	40	6	 [M+H]+	6.75	6.34	14681390.23	16943785.27	14962002.67	12667012.08	30464658.44	17902302.01	12249406.27	22402749.13	15919337.72	19298970.16	14880344.24	14948781.12	15245847.77	14390390.29	17265369.08	25875388.12	18476575.7	17670379.5	18729983.06	14891973.68	17945614.91	18151927.35	19336989.35	29867792.08	13024462.38	15635351.63	14050316.29	16288372.56	16799437.08	18907753.64	16914926.95	25343482.43	20454431.49	29614105.68	15923882.46	18167730.64	33367420.86	22013726.8	22403143.57	20359310.06	22672922.03	26338859.95	15606588.38	21123779.3	16842991.65	19683725.66	17568052.47	20718072.84
PC	42	6	 [M+H]+	7.18	6.76	404735.9342	645228.4108	715098.1693	303683.1754	463372.086	184505.9701	677369.4085	292839.8735	501570.353	966547.8192	816847.093	606157.6339	273334.7389	492483.9314	512752.2059	866673.5468	821236.8434	834618.2695	747329.9136	716476.5187	537475.0086	567333.5964	472438.75	910658.1576	461363.9381	804694.8242	243366.6669	562970.6263	982726.5294	945841.1728	938737.1176	713465.5745	920933.9257	560952.2658	436751.4061	387263.6963	633382.4721	1347290.088	747516.5385	569780.8912	737229.1294	883103.3972	425231.8861	375258.3328	711308.4948	1048567.508	1096850.883	441004.4222
PC	35	0	 [M+H]+	7.43	7.03	179131.9355	252074.6437	184959.2587	124996.9196	146265.4098	213089.4064	219745.7562	189656.5134	220339.8803	257834.4014	248064.419	244900.4698	89756.71527	219452.5517	175256.1091	188560.0528	190674.0842	223994.8866	232922.8803	267708.7423	176152.0406	192192.3149	133898.0249	197263.5135	169177.6242	285480.1308	71659.83639	163029.8466	271897.5626	185218.8711	206416.1696	149912.4004	402254.2115	326438.0844	239668.4393	243444.7631	263973.9882	364220.2812	221069.6095	269083.2988	218857.807	309707.3947	237483.3316	199831.6385	160213.6272	274002.1132	217882.4239	212095.1722
PC	40	10	 [M+H]+	5.56	7.11	99956.93681	152115.4042	121117.7007	143665.4923	177665.6749	121507.071	99960.20068	180224.1374	93323.17261	102543.1749	98246.72987	97331.86993	146337.6084	113336.7884	115508.9903	154901.772	108249.8936	95123.78466	110326.9084	120980.6679	123414.8133	123055.4514	105328.9673	128978.0744	108058.3568	150039.5328	78791.33918	117216.5163	117364.7419	97050.49388	118505.0156	131448.1436	137826.801	116964.4667	138626.3371	145820.7442	174764.5472	149941.7222	156051.5098	156777.3159	114977.2109	126748.6131	138874.0962	157799.6974	108317.8132	134730.1924	89337.54344	90469.7933
PC	44	4	 [M+H]+	8.52	7.36	72906.19887	84544.15452	41125.63197	37794.23043	31247.04999	55076.56882	69228.54192	51942.00652	64222.67679	111118.8141	71506.26574	91966.96261	12541.25196	75661.82906	58258.30232	100907.7373	117509.5271	119817.9733	102390.4657	130470.0625	84557.22655	112446.5404	124151.877	160590.4957	102551.1542	109890.1127	86820.18524	145084.2944	113878.4723	92122.29563	48038.68533	117314.1678	94321.09455	176213.0361	75770.43932	84422.92072	109052.2292	62075.84245	68627.57231	87842.05132	111741.11	129317.9918	55960.54979	74637.32979	44090.2433	60231.52833	119790.8834	63703.18936
PC	28	0	 [M+H]+	5.25	7.5	58232.49461	75342.26446	64984.49094	23083.0981	24915.28406	65691.38549	64482.01201	23838.07068	44633.74142	51859.96027	55798.31327	36223.42526	4298.113935	24112.58299	25637.87539	19059.41404	57327.11338	43830.37463	38738.07766	41949.81784	22961.69616	20575.5928	18442.46373	31806.21889	47702.56497	77102.87808	40138.90012	38833.57765	31107.27312	22837.69989	28078.82712	8777.101889	21445.19609	19344.57474	19689.40537	17169.07138	8393.195914	18065.39669	23610.03472	19774.00375	10021.19324	28822.33614	12193.92435	10898.33399	5249.657477	10628.75742	15572.65192	5846.403796
PC	30	2	 [M+H]+	5.11	7.71	107086.2681	156371.9624	124444.7144	57335.52361	62626.45678	189873.3104	106250.8739	73307.51202	59642.27072	94543.54249	118511.207	35440.61894	6048.350851	36396.99094	54338.24821	39363.33969	96694.92689	75589.01572	154839.4867	71108.65035	49113.55268	74398.57449	49242.79182	101308.2446	258110.7398	169261.1135	31518.39491	48964.35539	80793.98384	82570.34101	102463.5714	17647.57547	23746.76097	44657.77563	31548.25364	45937.80534	19405.09033	14560.12702	26420.59606	27660.21297	29935.01491	37797.49571	10967.74234	16506.93665	7940.527734	8442.203004	41122.60372	12101.33015
PC	31	0	 [M+H]+	6.22	7.76	41410.20217	39057.58624	51738.9283	34901.63117	46070.75524	55950.79123	31308.35562	43610.12359	30746.50211	35521.6367	57661.36721	49233.16787	30436.64994	28193.13289	30705.5163	34254.74963	25478.21605	28712.04623	37508.1929	37842.83576	29455.07898	29798.8937	15160.99423	27375.84555	45054.67026	55069.81781	36596.5279	31172.69572	40273.91977	30761.32317	31807.31094	19626.09421	37597.90697	22177.66807	27860.59769	38660.95725	53029.04825	48897.75958	33847.11813	21444.49079	32361.56176	22663.25649	29231.99451	20307.85437	19324.22267	35248.72351	27049.8811	30142.97135
PC	42	4	 [M+H]+	7.97	7.77	97153.73169	125327.4185	64283.14858	56059.71054	34840.19661	85820.45822	51885.19518	64364.94894	113476.929	177844.9136	117197.2771	144320.4738	24871.20224	62736.40184	50413.74869	79710.8389	158136.7762	131238.2212	130852.0671	96887.4914	116672.1748	123334.9224	128516.0537	166645.7583	117202.9188	120908.6618	99066.87173	165525.8621	201917.6518	237840.4041	122208.5043	230190.2601	122829.1085	196883.4221	100305.5232	86448.82626	133916.9433	104256.9639	90223.75337	117148.8293	260572.202	167231.6136	75760.05168	116425.8524	92394.78207	72920.69097	113153.2716	96690.80183
PC	39	8	 [M+H]+	5.49	8.53	45361.51365	64411.03335	27275.80853	26106.6143	17990.25312	15501.67115	37716.77807	44769.25094	40977.55609	62525.50235	42237.34034	45825.81182	13865.1897	38301.31046	32830.24875	54898.4199	58740.29403	48920.8366	54964.11176	59404.0751	47895.67032	54675.20957	39265.85427	45754.98206	35951.7193	60511.12929	11861.17441	40793.46243	57623.36299	47924.69487	27457.34582	41253.74222	53344.3373	80517.64446	39593.01159	47349.05741	45050.72338	47417.24435	45923.77802	34856.01634	58108.9265	64794.56986	41127.15121	50890.54349	27709.54627	23839.82905	34022.67492	26469.62035
PC	37	0	 [M+H]+	8.03	8.86	101639.4286	122409.4926	75709.91909	43007.52516	29680.81373	86569.21322	118928.0818	73163.45684	70976.23411	168220.8767	91585.15925	182934.8759	8441.008991	93313.46408	69431.5701	96084.65876	234627.6235	178543.115	131283.1084	189182.2648	79200.48569	75143.68333	43988.91003	123226.3978	115008.2877	88764.14796	23010.03932	91589.85717	139290.6992	85485.5623	79915.21199	36848.34283	166229.9255	250584.0037	100666.4178	117193.0616	61325.35735	93729.07942	99675.22737	80621.88564	211002.7295	164467.3905	71421.61484	96171.50976	39914.54487	121115.965	113748.7522	57488.05646
PC	40	4	 [M+Na]+	7.49	9.11	38845.95329	51689.01567	23710.61309	20296.39487	28954.97936	20581.92146	24855.33949	40634.88862	22920.94125	51357.33459	34268.75587	38242.31538	18661.10332	20004.5818	40083.18458	21423.05796	47954.19886	32486.03745	43636.32095	39592.70136	42984.16941	44171.98622	42732.59925	69721.60083	31766.07196	39381.13918	16596.90882	40516.94967	70669.81163	62148.64007	34510.67606	52569.18581	57719.57381	41553.92347	39576.13531	35934.16493	52224.43425	52988.51151	56708.44747	39403.67795	48938.01196	49651.38475	20019.21604	31316.29249	42868.01047	38928.50926	39334.70602	24031.13824
PC	39	2	 [M+H]+	7.71	9.4	41686.89704	69071.94238	37508.01781	24465.43841	27980.35227	37148.30187	31754.92569	28883.7716	38705.98434	96752.19277	54879.67349	44120.55458	21436.53747	32314.09777	29615.43136	53480.87759	69775.85386	64947.43126	75557.02996	42298.27523	31065.65803	40926.04561	30822.90913	57608.27065	59411.05954	154608.4339	39655.9888	72513.37059	119791.8199	82679.62802	78145.6217	74453.52756	68514.35991	130622.569	62479.97058	69626.28277	54437.42411	40288.21172	26556.83338	87810.58512	59569.22179	129290.5097	68627.9817	90206.0869	40796.45915	64316.62172	50800.33972	37363.00261
PC	36	4	 [M+H]+	5.15	9.72	104144.5597	126567.5957	240116.2221	55054.67724	92685.96	214410.8399	516094.9536	178490.2099	67129.725	197804.4778	152338.1064	211182.8203	6166.296263	395398.5154	184963.1443	299731.1865	155028.7171	189904.7795	166403.8909	386484.7232	98688.22196	91515.54085	16073.20437	142629.2533	144724.8217	206966.7798	14346.94225	57808.9131	248983.3877	137352.9678	252518.9198	42508.41596	48904.57843	87810.91827	70256.42023	44114.8352	100460.3853	92541.81127	158022.0987	34030.69304	146913.9324	51092.33922	23574.40035	23885.97382	31404.36806	188453.3276	238873.8652	71272.38792
PC	18	0	 [M+H]+	1.9	10.79	17375.67912	23199.80411	11623.00305	6487.157339	7280.712609	21733.07315	15469.52497	14758.29994	14304.10574	23594.15811	11978.46894	19191.19992	1531.063817	14837.94483	14757.12507	36254.44255	28742.02329	25591.6107	14817.74366	16364.15415	15277.1906	20148.73933	35633.64711	23094.28111	11049.31747	51427.07388	14045.0357	32755.16018	39357.7451	19860.85834	9848.826266	16258.85659	21085.90668	58184.19701	24707.43469	23288.41386	13386.80029	16534.8903	34983.11797	16091.09222	25127.17186	26125.20775	13923.19358	11973.4833	10796.80298	15590.78913	23814.09994	15850.93951
PC	38	6	 [M+Na]+	6	10.88	55216.60517	78168.91919	49835.9573	74525.18224	107368.8428	47689.26791	32033.99765	67923.85587	50394.54457	68714.78838	45411.90996	51604.887	95619.14875	41068.75899	46025.70153	80133.40129	77848.76843	62118.13188	74513.30956	47937.46907	53890.88257	50044.02339	60245.80185	107986.6425	52208.10523	68597.9797	94328.93466	89627.7194	18024.87896	26846.51813	76581.80497	139297.5589	66660.85488	107789.4074	93987.38623	76946.37908	69630.18225	22754.19835	57449.10307	105163.3742	54488.5858	89980.79011	81083.49582	110255.6107	56672.91968	53271.39434	47883.05955	74508.15022
PC	38	0	 [M+H]+	8.29	11.01	23573.87465	40212.2252	33113.5783	25983.57899	48108.72622	37295.88388	65645.28252	29799.33377	32683.12817	56639.556	66166.15495	43816.23594	10647.35298	41041.95616	48173.97344	30898.13903	31822.49066	72469.45701	64346.19238	36469.2296	27549.87921	26063.49344	35779.01507	60419.97978	23787.47641	41243.8465	16268.96211	33920.19301	87208.19936	78779.13752	48458.68638	33774.12738	72896.60958	64855.75093	41000.96517	34620.67217	47880.48418	96928.64861	59472.05017	25803.21599	41098.13612	45718.42275	22201.0308	26916.77345	16320.49772	47945.26016	69845.21986	22976.06311
PC	33	4	 [M+H]+	5.09	12.99	23126.52578	32170.63488	15156.29987	7951.850446	10767.82108	19892.92017	31279.5464	14988.14753	41981.05779	28869.80226	16699.15353	15332.02949	710.5045636	17541.45095	12275.7889	8397.566794	42438.57192	50591.03393	31059.69244	24947.60437	10355.06651	13751.86913	9743.736784	16512.91219	26051.30533	31548.11916	8166.240967	18678.923	33949.17822	8049.758075	14822.91444	8654.165618	22048.26852	25543.42531	15559.31423	16072.81604	13361.22852	11131.77391	7780.956176	13571.5354	9015.769057	28990.84218	14374.98514	12678.16083	9304.037918	14366.88408	18907.64175	6897.104005
PC	32	4	 [M+H]+	4.87	13.18	79975.57799	88652.41137	55816.97229	21608.96785	15890.02303	91065.33403	96480.64604	46291.34975	25041.99014	59230.58969	37139.60232	35637.7576	3681.564162	32727.20668	17116.29175	19990.25312	94857.10667	40501.57611	67916.83685	53313.86015	22292.71887	41770.82754	23502.25248	45589.09285	146419.8205	80301.48635	10336.24581	36524.50874	67710.31912	38192.64985	32686.04718	7332.630698	22447.80388	23432.03383	14435.79344	33043.34651	8769.234875	6434.664793	16725.88365	17437.32336	10142.09041	29263.31947	8535.877163	7155.974737	3581.853476	7783.012178	19573.61837	5186.222736
