Sample,Ctrl_BTBR_ob._2316,Ctrl_BTBR_ob._2317,Ctrl_BTBR_ob._2318,Ctrl_BTBR_ob._2320,HF_BTBR_ob._2329,HF_BTBR_ob._2331,HF_BTBR_ob._2333,HF_BTBR_ob._2334
Label,CT,CT,CT,CT,HF,HF,HF,HF
plasmenyl-PE 40_6,231468.2405,308922.0619,288690.7778,335483.9618,274413.3305,192962.0032,238468.2906,325336.759
plasmenyl-PE 38_6,470332.2955,710072.9634,514327.2106,546148.1982,535024.4361,433828.2083,448577.7205,586195.0754
plasmenyl-PE 38_2,298536.7414,352472.8775,340290.2038,346765.5881,288690.7778,231468.2405,260385.4205,352472.8775
plasmenyl-PE 36_4,126941.8804,182854.636,178510.2708,188348.1868,223317.979,185661.9489,201999.6098,231468.2405
plasmenyl-PE 42_6,53962.16761,62324.32462,47384.27633,37920.01161,55085.44644,57592.48043,60729.6923,60729.6923
plasmenyl-PE 36_2,41493.90284,57592.48043,56946.4925,32951.19268,49443.30779,35398.04461,31918.77435,33279.99224
plasmenyl-PE 38_4,178510.2708,243055.8124,192962.0032,211857.5368,175881.7573,129772.2715,128454.0993,169286.6276
plasmenyl-PE 34_2,34992.82183,49443.30779,41886.7757,48358.84919,57592.48043,49879.06417,60137.67249,58160.74661
SM 42_2,260385.4205,274413.3305,252002.4484,260385.4205,195773.8051,235107.046,178510.2708,180707.3418
SM 35_2,14802.05629,16585.43683,13188.8734,13429.81812,13558.0511,18748.49434,8131.752512,18906.45718
SM 34_2,128454.0993,147412.984,171445.846,131313.273,152849.7562,96551.43198,123260.2711,139917.3118
SM 41_2,433828.2083,426654.8409,448577.7205,340290.2038,478840.0514,535024.4361,346765.5881,395772.7509
SM 42_4,12628.75552,3181.036913,67620.84872,23151.90496,59808.12184,68374.0789,74717.55584,54833.70351
SM 38_2,112285.6304,116697.0135,100528.7877,95406.13851,159105.5653,178510.2708,204773.7108,147412.984
SM 40_2,21049.67203,24385.60147,24878.74892,22564.4391,36051.60998,46940.02636,62865.60055,37920.01161
SM 39_2,28098.8669,55085.44644,40667.67115,29789.4811,42772.6566,36384.64296,45098.78587,35398.04461
SM 38_0,23357.14612,20223.29354,19278.17359,25105.8749,32320.47221,40207.65709,46534.24218,39094.91666
SM 32_2,18748.49434,20408.15963,21605.10297,20817.17756,11479.57855,10892.99285,9045.419913,13188.8734
SM 36_0,57592.48043,51282.16087,48358.84919,41106.72077,62324.32462,50397.68698,49879.06417,63815.60297
SM 33_0,20817.17756,24621.43657,23151.90496,17909.73884,21398.58822,19436.00247,19986.14002,23573.33416
SM 37_2,9433.005737,17004.28626,14548.76514,24385.60147,19074.6501,13429.81812,22564.4391,25586.96834
SM 34_0,390576.8543,379055.9334,379055.9334,372710.2708,359887.5975,426654.8409,455176.598,514327.2106
SM 37_0,13317.767,13950.00659,24621.43657,10991.5564,8058.955017,15141.36863,22167.48397,23357.14612
SM 40_4,6183.279216,12863.94281,13317.767,7725.758721,14802.05629,12377.28522,9510.279984,13558.0511
SM 41_4,15975.85865,12504.02192,12628.75552,19775.81246,18748.49434,20596.00482,24385.60147,18748.49434
SM 43_2,26646.02747,21605.10297,26879.54101,27576.27292,22167.48397,26646.02747,10017.06457,16136.42632
SM 36_2,783327.4494,663682.3478,535024.4361,614369.6069,1195413.329,1380119.109,1257489.017,1576862.835
SM 21_0,62324.32462,72634.99393,108543.766,53393.48696,30137.09931,17782.12364,25586.96834,27327.41077
SM 32_0,7599.018089,14659.6055,8623.616821,7657.291207,6474.257656,12185.61467,6416.446615,9120.369282
SM 33_2,9120.369282,6183.279216,5772.693787,4103.755015,7350.632013,6530.58836,2402.141259,3455.706846
TG 52_2,6727414.319,5274317.553,6368275.777,5634645.554,4158281.24,3469989.306,2059032.925,2339338.535
TG 50_2,1380119.109,1321518.681,1380119.109,1510977.876,633297.6342,633297.6342,463022.4263,524711.8197
TG 53_4,31019.51807,31019.51807,32653.14066,65168.05999,68787.00396,77527.60804,40207.65709,45098.78587
TG 56_2,83520.44303,121651.7206,91934.16296,119906.8328,83520.44303,109913.347,44216.68627,50397.68698
TG 56_6,679700.1328,614369.6069,494570.316,710072.9634,1257489.017,1510977.876,1380119.109,1152700.584
TG 58_6,139917.3118,163690.5817,109913.347,143238.2444,204773.7108,198869.5974,171445.846,185661.9489
TG 56_4,367163.0112,359887.5975,352472.8775,478840.0514,325336.759,455176.598,227468.4857,227468.4857
TG 54_4,1321518.681,1195413.329,1257489.017,1663149.824,2465765.97,2339338.535,1799576.667,1663149.824
TG 52_4,215671.4797,173839.0011,247667.6099,308922.0619,335483.9618,441111.5015,308922.0619,208187.0013
TG 60_8,55085.44644,65168.05999,58766.58296,61474.3726,84729.37693,86952.37795,41886.7757,83520.44303
TG 56_8,419167.707,265119.8685,329618.1217,419167.707,1321518.681,1444798.626,1576862.835,1101212.473
TG 54_6,586195.0754,409040.8055,414027.9106,633297.6342,1380119.109,1576862.835,1663149.824,1195413.329
TG 60_12,31620.49728,20817.17756,16585.43683,27327.41077,134274.7868,154915.5059,129772.2715,119906.8328
TG 62_14,18429.50739,10614.69499,11740.61722,18206.73171,108543.766,115325.4208,116697.0135,123260.2711
TG 58_2,8961.107886,10714.47226,5617.916074,14548.76514,16585.43683,23357.14612,17462.81276,7978.330093
TG 62_12,31918.77435,25105.8749,26361.83476,26129.04772,63815.60297,55625.01356,62324.32462,107168.8845
TG 48_2,175881.7573,188348.1868,231468.2405,215671.4797,102937.9447,98056.0822,96551.43198,91934.16296
TG 64_16,3340.129973,1000.805195,2859.214096,4150.581127,11381.04017,12979.3006,16291.44585,20596.00482
TG 48_0,55625.01356,42772.6566,53393.48696,59480.37711,58160.74661,76718.57134,98056.0822,55625.01356
TG 54_2,805568.9706,871360.3524,871360.3524,1101212.473,614369.6069,697334.6274,352472.8775,441111.5015
TG 51_2,102937.9447,84729.37693,119906.8328,157057.3649,85783.85021,113828.8226,58160.74661,62865.60055
TG 49_2,46534.24218,53962.16761,41493.90284,50397.68698,48358.84919,55085.44644,58766.58296,31918.77435
TG 53_2,71107.42821,89029.54398,128454.0993,163690.5817,73483.40295,108543.766,67279.79372,59480.37711
TG 50_0,95406.13851,98056.0822,89029.54398,96551.43198,76718.57134,104510.3492,108543.766,102937.9447
TG 58_8,485982.0772,402460.9178,315567.3201,448577.7205,647224.5341,732261.9102,732261.9102,663682.3478
TG 50_4,91934.16296,75967.0516,102937.9447,121651.7206,99253.61496,85783.85021,68787.00396,68787.00396
TG 60_10,145214.2617,100528.7877,99253.61496,101759.5467,235107.046,243055.8124,269598.8282,269598.8282
TG 52_0,14095.26241,27576.27292,23573.33416,25586.96834,26879.54101,26879.54101,17909.73884,21818.80052
TG 54_8,44216.68627,24878.74892,27851.55478,40207.65709,71107.42821,81625.74061,82642.56897,80723.32158
TG 49_0,17004.28626,20596.00482,8748.179596,17004.28626,21185.7618,24385.60147,23151.90496,28900.85948
TG 52_6,75967.0516,39468.63973,45098.78587,53962.16761,112285.6304,123260.2711,90804.37134,78590.41593
TG 58_10,157057.3649,93228.66841,88043.69169,118505.8912,732261.9102,871360.3524,978544.6528,835092.3774
TG 46_2,37920.01161,28330.4109,38345.67711,37486.80802,26646.02747,44216.68627,33596.98543,37024.22482
TG 51_0,15842.89017,11663.63733,15295.01654,10614.69499,12069.98941,8897.11934,25105.8749,17607.33003
TG 56_10,16444.65872,10285.46389,11941.51324,12185.61467,44612.9401,45581.41301,65168.05999,43156.70584
TG 46_0,52315.61511,44216.68627,32951.19268,79546.63876,52765.47469,54583.11106,61474.3726,57592.48043
TG 58_12,10093.56234,4244.342675,4295.419316,5190.510311,22960.96628,22167.48397,23357.14612,24185.59889
CerP 34_2,7361.52257,9571.54774,9895.472313,8085.25307,7802.9428,8546.652263,10545.31346,11635.38667
CerP 42_2,29755.87153,29755.87153,31799.10539,32967.89905,18702.55963,52328.77234,47662.42034,36241.9376
CL 78_4,39529.5429,31799.10539,40215.51767,43389.83524,45578.92886,41602.14373,44834.81588,32967.89905
CL 76_12,10200.2181,8645.201698,13288.47583,10678.13175,7284.649309,19190.54105,10417.92803,14013.48143
CL 78_6,6679.558576,6925.183054,9050.873847,10417.92803,15820.10437,2502.408702,8851.796225,10678.13175
CL 82_6,92379.73069,82828.79401,54883.45543,78173.57034,54095.23537,59864.47171,40215.51767,82828.79401
PA 36_2,67361.61477,79918.06789,64291.4863,61526.44933,44143.85588,73737.41715,82828.79401,67361.61477
PA 34_2,19484.46922,34796.6138,26785.40807,39529.5429,32334.84937,51617.311,46948.21139,49280.41387
PA 33_2,508.2101443,2502.408702,2968.137938,3200.942951,5046.353291,29243.00786,11178.68926,10315.73832
PA 28_4,96584.48461,114416.0428,103236.3216,129736.4263,44834.81588,42283.69278,36241.9376,41602.14373
PA 38_6,28218.77216,29243.00786,31259.28029,26360.88313,14724.89567,16386.57573,16966.47591,18067.9094
PA 38_4,68686.60327,86575.4731,81214.54244,90217.77615,4724.576909,65492.33089,75184.02256,90217.77615
PA 39_6,7547.911274,6137.358633,9571.54774,10920.29018,4098.627851,6679.558576,7361.52257,9050.873847
PA 41_4,103236.3216,85084.45278,78173.57034,58048.37328,70896.25117,36724.66763,50062.54275,58809.84777
PA 38_2,8261.451098,14201.88184,6438.311652,12596.77551,12885.31326,13589.32676,8546.652263,9356.884638
PA 36_4,13730.9193,26360.88313,24214.705,25951.28394,14918.67307,18067.9094,27715.83374,19190.54105
PG 36_0,328499.4214,412099.6951,328499.4214,328499.4214,294373.8016,277666.6725,294373.8016,303721.3261
PG 36_2,59334.81667,30547.97996,45205.34132,45903.09812,64889.13078,97611.0121,115710.2244,140409.5993
PG 38_4,19757.56908,11287.81578,11503.46367,13589.32676,12449.79421,16966.47591,15078.57384,18702.55963
PG 34_2,18501.3278,12742.94157,13589.32676,11402.24045,16584.58647,16011.11228,20714.5404,27239.10304
PG 38_6,3751.763771,5317.225338,3959.374609,2968.137938,3200.942951,2810.839491,2743.344589,3959.374609
PG 36_4,3340.302365,3670.896358,2743.344589,4161.742382,7643.747137,3959.374609,2968.137938,6137.358633
PG 40_6,13589.32676,5046.353291,14395.79471,9356.884638,5536.57158,4416.094306,4987.425649,8645.201698
PG 35_2,13397.64806,19757.56908,17401.05611,16011.11228,10678.13175,18501.3278,13397.64806,18247.44131
PI 40_6,105403.7718,98648.44982,100579.0198,98648.44982,69708.07873,117019.0448,81214.54244,157863.8492
PI 36_4,165330.4278,138888.4285,145092.7703,135948.5432,211808.4967,206576.1815,169683.2392,316590.9526
PI 36_2,201325.0732,261656.1762,285331.3856,255064.0148,515303.9817,515303.9817,425329.8557,915688.7427
PI 39_4,63262.08124,69708.07873,50062.54275,49280.41387,81214.54244,148818.3361,85084.45278,92379.73069
PI 34_2,15459.18542,16011.11228,18247.44131,14395.79471,54883.45543,70896.25117,51617.311,103236.3216
PI 38_4,6912224.465,6912224.465,6912224.465,6912224.465,5162995.746,4960867.569,3149082.437,6912224.465
PS 38_4,10084.7794,4098.627851,8085.25307,8003.751018,5904.660592,7643.747137,4724.576909,7109.191429
PS 36_4,994.7251528,660.59491,1112.605235,1798.101474,2502.408702,872.5539861,1612.459789,321.3848569
