"Sample","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"lysoPE 20_1",5718.39377688003,3043.53122756663,3900.70519820493,3283.39021609753,4420.77640356408,3082.74948686888,3515.55305378852,2995.74208859765
"lysoPE 22_1",5849.40568966629,5403.07213030986,4349.42677600596,2395.43871185329,4932.64129284711,3515.55305378852,2945.91375862882,3580.15988602528
"lysoPE 24_1",4493.79792135863,3232.93503835219,2716.3062741143,2193.16301258689,2847.53188855849,2805.82042661492,2805.82042661492,3043.53122756663
"lysoPE 16_0",32627.1825471288,27286.3180180708,38664.5565837041,29559.6127479216,36934.2201731801,35072.2571670287,28187.2005027653,30553.0861994212
"lysoPE 18_0",6640.91776360065,4349.42677600596,5035.99303458581,5785.05303214301,5035.99303458581,6608.62976664637,6905.43634838432,4099.0418512615
"lysoPE 24_4",1677.24310014025,1747.80890679262,1580.02568520813,1258.62638779867,2571.09949565564,1808.20348206218,1808.20348206218,2395.43871185329
"lysoPE 22_5",12031.4387587379,2052.81109483146,3172.08257104545,2995.74208859765,2805.82042661492,3172.08257104545,2571.09949565564,6016.07480905237
"lysoPE 20_3",1532.09554720426,818.182590978346,1854.63901314069,1478.38811687831,1677.24310014025,1747.80890679262,1063.18474221352,2670.79515161868
"lysoPE 20_2",1478.38811687831,1532.09554720426,1677.24310014025,818.182590978346,1747.80890679262,1478.38811687831,1198.94675430264,1532.09554720426
"lysoPE 14_0",228.162425794145,753.882161980778,325.045423786159,325.045423786159,628.582411607803,1123.46535027962,1411.04692391368,1198.94675430264
"MG 20_0",16461.9185105772,29559.6127479216,23507.9832798941,27670.0936672965,16635.8568564016,19718.7150950917,29882.8347307373,16789.57049199
"MG 18_1",28187.2005027653,56628.2489575549,46346.1451413675,48111.2995296212,36539.0195933176,33717.5256255891,44920.290820394,27087.4875242112
"MG 16_0",246152.157378492,632064.883944359,397778.30771661,473514.396323247,349702.387293389,349702.387293389,397778.30771661,265090.481626636
"MG 18_0",873649.246921088,1110766.02950714,1110766.02950714,1049340.94581209,1049340.94581209,1049340.94581209,1232916.63256369,848209.171972885
"MG 22_0",10458.9206785961,15714.0671322331,15903.1636719416,14040.7586622347,13311.2638896907,10217.9101496267,16789.57049199,9513.54906936368
"MG 20_4",3393.8336610994,1411.04692391368,709.339876200706,628.582411607803,1953.22247719673,753.882161980778,1258.62638779867,1677.24310014025
"MG 18_2",8542.10920207519,15320.5179280477,7569.33270324337,11034.533699935,11034.533699935,9413.31698330455,10217.9101496267,6743.26506864414
"PC 38_7",60166.5128489118,17832.1854382187,31656.9988202952,20167.5334982146,22292.2234065992,35588.2730403146,8743.03737327956,23159.7373864312
"PC 34_3",149931.595090387,77688.3233362909,90509.0858914233,70138.2473968135,108768.194434849,110803.361269483,62980.3834795584,138334.780008591
"PC 36_2",791344.876364551,583382.461353452,656031.417080701,491092.55596236,873649.246921088,905287.045004015,905287.045004015,937247.526570316
"PC 44_2",55419.8712241161,57845.1879812337,68865.4159911298,38115.5030990945,62980.3834795584,43871.1143900149,43127.956453077,66257.3182483344
"PC 32_2",121912.318370366,67312.5417816368,66257.3182483344,38664.5565837041,88679.2392471334,88679.2392471334,32962.545244116,95139.118409496
"PC 40_2",186702.776833345,170896.657612624,230154.557420029,143918.337393831,230154.557420029,154857.470859957,157347.172911954,195751.994832818
"PC 36_5",87005.7529160053,48784.8995749478,60166.5128489118,41493.4848411557,36067.1033115075,61913.9655484281,32254.2506654743,44920.290820394
"PC 38_4",294671.854636573,204933.035648811,302985.693493846,223524.973258297,265090.481626636,294671.854636573,236581.254552268,310104.381309937
"PC 42_2",491092.55596236,505819.673411506,583382.461353452,358500.314910743,605884.428076666,430834.214148233,349702.387293389,526908.240486991
"PC 40_5",49328.283990755,23998.0735836947,38115.5030990945,31911.2149348523,27902.260694099,34730.4902446366,25378.2584819943,28993.464117957
"PC 36_4",1049340.94581209,791344.876364551,937247.526570316,632064.883944359,905287.045004015,848209.171972885,491092.55596236,873649.246921088
"PC 30_1",39077.7767939668,28187.2005027653,41964.9397968801,23720.7146673046,26134.6162467604,24853.3908896281,12618.8333493546,31911.2149348523
"PC 28_0",17679.5541886965,11383.9987105799,15508.0548213557,9744.92372465852,10746.7319360256,10746.7319360256,7771.93478519984,11273.4736028691
"PC 38_1",473514.396323247,443608.815411446,714911.878151464,342721.467376627,632064.883944359,342721.467376627,358500.314910743,505819.673411506
"PC 40_6",160324.769336452,101448.863644726,123658.23604849,101448.863644726,105572.933037897,117834.275494868,110803.361269483,93023.381499912
"PC 48_4",2995.74208859765,2251.81869021205,3443.64112843136,2618.5692247546,3338.7624604319,2670.79515161868,1123.46535027962,1808.20348206218
"PC 38_6",937247.526570316,656031.417080701,873649.246921088,583382.461353452,791344.876364551,791344.876364551,526908.240486991,817013.140585522
"PC 42_1",154857.470859957,223524.973258297,265090.481626636,184121.861896287,195751.994832818,177646.613127887,195751.994832818,209636.075455232
"PC 38_3",50116.3302176068,30997.9822217921,35588.2730403146,52725.2571325448,54302.3577917493,59264.4870583515,49328.283990755,60166.5128489118
"PC 32_0",1521673.43425927,1049340.94581209,1232916.63256369,937247.526570316,1292322.62228349,1292322.62228349,977535.754080651,1232916.63256369
"PC 38_2",53353.6202968467,58535.5165196886,62980.3834795584,51873.638520381,64201.4139458909,49328.283990755,61913.9655484281,61008.804468095
"PC 40_8",95139.118409496,16461.9185105772,26134.6162467604,25127.7562827948,29559.6127479216,45464.0372744196,24318.9240043805,30235.1958660684
"PC 32_1",1889416.98346053,1292322.62228349,2529997.29173415,1232916.63256369,1521673.43425927,1232916.63256369,1049340.94581209,1889416.98346053
"PC 40_1",51022.0681513153,53353.6202968467,72498.6134936229,44315.8758536031,65353.683728467,42420.0850862687,41493.4848411557,64201.4139458909
"PC 46_6",6314.38882186503,4493.79792135863,6097.54149632318,4420.77640356408,5645.94363028883,3580.15988602528,4640.22791190902,4286.3938586557
"PC 44_4",135780.63468126,186702.776833345,209636.075455232,26862.5909896027,177646.613127887,157347.172911954,27087.4875242112,177646.613127887
"PC 42_5",4640.22791190902,4532.17699145362,5718.39377688003,6016.07480905237,6608.62976664637,5480.36106743619,3671.55825258607,7455.48388835241
"PC 42_9",10084.5243079081,9646.40068994235,10458.9206785961,9081.68863387421,5356.20958603735,5950.32139780381,3082.74948686888,4640.22791190902
"PC 44_12",19550.4786983602,8542.10920207519,13311.2638896907,8542.10920207519,13021.0867705264,10866.8464510759,6235.46847186208,10866.8464510759
"PC 34_4",19884.771516843,6813.54548410478,10866.8464510759,6496.08711644631,7771.93478519984,9646.40068994235,4882.87107528133,13146.3545478315
"PC 40_4",27670.0936672965,13472.5799988513,39077.7767939668,27286.3180180708,29882.8347307373,23507.9832798941,21891.5537184833,25721.1527974077
"PC 40_3",12781.7273109445,13688.4367662645,12618.8333493546,11840.9053550274,17190.9294185986,10585.4030459485,11034.533699935,15106.4196359861
"PC 36_1",993.774257288947,1953.22247719673,1123.46535027962,2251.81869021205,426.708547511286,1854.63901314069,1953.22247719673,940.261813181366
"PC 38_8",3626.56543918095,3393.8336610994,2945.91375862882,1063.18474221352,2142.46085230216,1580.02568520813,2193.16301258689,2716.3062741143
"PC 34_2",9197.27529763568,3338.7624604319,17514.1100655277,16461.9185105772,20910.8150978923,12216.4647436599,21163.8866669064,17027.9137424237
"PC 30_3",1747.80890679262,1905.7821167239,1258.62638779867,993.774257288947,1411.04692391368,2618.5692247546,2847.53188855849,1338.64304046164
"PC 42_4",16789.57049199,17983.8299036484,17190.9294185986,9646.40068994235,10866.8464510759,16250.1035465472,11840.9053550274,19550.4786983602
"PC 46_4",10217.9101496267,8195.52863417798,7017.19469566664,4708.76203337811,11383.9987105799,9295.15236708354,7673.45763461263,11145.78705092
"PC 34_1",12332.1794405939,5356.20958603735,4099.0418512615,8099.14144085014,8295.86235620433,6414.07589437904,8099.14144085014,7860.68074802649
"PC 32_4",2251.81869021205,3082.74948686888,228.162425794145,2764.03066801077,2945.91375862882,3443.64112843136,3130.44089174333,3998.54115068617
"PC 32_3",6154.27078515524,4099.0418512615,4882.87107528133,4160.77931710736,3043.53122756663,3900.70519820493,1905.7821167239,3671.55825258607
"PC 46_1",3759.98949699223,5239.63454479781,2395.43871185329,7455.48388835241,3082.74948686888,8940.03285088057,9413.31698330455,8376.80072429699
"PC 42_7",3338.7624604319,6414.07589437904,4219.33294412033,5296.8660515496,5403.07213030986,5083.0431779587,4493.79792135863,7294.55431427239
"plasmenyl-PC 18_0",37679.2324284736,18187.6939136266,37679.2324284736,19028.7732969402,41111.2411963647,27670.0936672965,18352.1386873316,38664.5565837041
"plasmenyl-PC 22_0",569.981663224656,228.162425794145,426.708547511286,228.162425794145,228.162425794145,228.162425794145,569.981663224656,228.162425794145
"plasmenyl-PC 24_0",1198.94675430264,1258.62638779867,993.774257288947,709.339876200706,569.981663224656,426.708547511286,867.322201796512,426.708547511286
"PE 44_1",381705.178780633,322880.979297955,458561.605867346,255778.397621192,371645.652057473,315007.381995675,226839.765339163,392524.462682038
"PE 36_1",349702.387293389,302985.693493846,387270.617647466,285600.905882484,358500.314910743,325851.575914495,325851.575914495,358500.314910743
"PE 40_1",107262.312485813,108768.194434849,135780.63468126,77688.3233362909,119966.049617415,90509.0858914233,93023.381499912,126906.029457438
"PE 36_2",594633.444715059,424287.562052937,764790.289172919,407759.608837126,685471.647616083,516363.956949249,437221.514779839,594633.444715059
"PE 38_4",236581.254552268,123658.23604849,204933.035648811,141350.507760114,223524.973258297,190994.770565509,177646.613127887,216662.892799858
"PE 40_6",162650.431708373,117834.275494868,165784.569108554,114832.463512575,135780.63468126,141350.507760114,114832.463512575,116292.48473204
"PE 34_1",417740.909957642,491092.55596236,605884.428076666,443608.815411446,473514.396323247,417740.909957642,376139.7399138,376139.7399138
"PE 36_4",101448.863644726,61008.804468095,113564.066355539,65353.683728467,101448.863644726,71273.2768878392,66257.3182483344,97562.7801367842
"PE 38_2",17190.9294185986,17342.0981752716,16461.9185105772,20723.8087261491,18898.0750906925,22124.5566343064,17514.1100655277,14256.5889273576
"PE 38_3",15611.0609767944,18793.2125810015,16158.7837097701,14899.3922041782,16158.7837097701,20449.0925321278,26551.8655044349,14899.3922041782
"PE 42_2",40539.8678624307,37679.2324284736,43871.1143900149,32962.545244116,41493.4848411557,31366.7141337358,28993.464117957,56628.2489575549
"PE 34_2",138334.780008591,105572.933037897,143918.337393831,93023.381499912,154857.470859957,126906.029457438,103984.583455646,147710.638309571
"PE 42_1",325851.575914495,294671.854636573,342721.467376627,230154.557420029,325851.575914495,302985.693493846,209636.075455232,294671.854636573
"PE 36_5",18529.4487020742,17514.1100655277,24853.3908896281,12618.8333493546,12216.4647436599,15714.0671322331,5035.99303458581,17679.5541886965
"PE 38_1",43127.956453077,39556.1177807976,47317.5833278387,41111.2411963647,50116.3302176068,30235.1958660684,44315.8758536031,51022.0681513153
"PE 38_5",177646.613127887,90509.0858914233,149931.595090387,112273.979003138,162650.431708373,133617.563461576,99347.903225749,186702.776833345
"PE 40_2",26445.6498018445,28993.464117957,33305.8925619482,25721.1527974077,31656.9988202952,19390.5442069508,19884.771516843,23998.0735836947
"PE 36_3",64201.4139458909,41493.4848411557,51873.638520381,42420.0850862687,117834.275494868,84918.4763312966,87005.7529160053,129987.126107419
"PE 40_4",30235.1958660684,11684.1084991369,22877.4895171125,22292.2234065992,27670.0936672965,24524.5636861208,25127.7562827948,22124.5566343064
"PE 34_3",11034.533699935,15106.4196359861,13021.0867705264,10866.8464510759,12781.7273109445,11273.4736028691,15714.0671322331,16250.1035465472
"PE 42_5",4219.33294412033,3714.17338211416,5183.99948461113,7194.96845122194,4066.41069116318,5785.05303214301,3580.15988602528,6414.07589437904
"PE 42_3",8295.86235620433,14972.2221675654,8542.10920207519,7771.93478519984,7569.33270324337,5849.40568966629,7376.93467832335,6154.27078515524
"PE 44_3",4349.42677600596,2805.82042661492,5563.09756279768,4640.22791190902,6314.38882186503,3714.17338211416,2995.74208859765,7194.96845122194
"PE 40_5",31656.9988202952,27087.4875242112,22292.2234065992,19203.3429422686,25378.2584819943,28993.464117957,32627.1825471288,20335.218871122
"PE 38_6",97562.7801367842,97562.7801367842,157347.172911954,107262.312485813,107262.312485813,80589.2574650181,133617.563461576,105572.933037897
"PE 32_1",15903.1636719416,22124.5566343064,21581.1265728941,14256.5889273576,17983.8299036484,11034.533699935,8643.23297631198,16067.463872993
"PE 30_1",818.182590978346,426.708547511286,569.981663224656,569.981663224656,753.882161980778,503.297067667094,426.708547511286,325.045423786159
"PE 32_2",2670.79515161868,1854.63901314069,3580.15988602528,3043.53122756663,2716.3062741143,2142.46085230216,1627.74608298836,3172.08257104545
"PE 40_3",6496.08711644631,3759.98949699223,8743.03737327956,3393.8336610994,4349.42677600596,2847.53188855849,6314.38882186503,8643.23297631198
"plasmenyl-PE 40_5",99347.903225749,91651.5838497487,138334.780008591,80589.2574650181,121912.318370366,99347.903225749,77688.3233362909,114832.463512575
"plasmenyl-PE 36_1",44315.8758536031,42420.0850862687,41111.2411963647,28993.464117957,39077.7767939668,29882.8347307373,22544.1877704726,30997.9822217921
"plasmenyl-PE 38_4",165784.569108554,165784.569108554,190994.770565509,180760.130342769,209636.075455232,184121.861896287,173899.488566082,223524.973258297
"plasmenyl-PE 18_0",20167.5334982146,12274.3220921269,14899.3922041782,13472.5799988513,15039.3209017758,17027.9137424237,14472.8153843723,14472.8153843723
"plasmenyl-PE 34_2",133617.563461576,116292.48473204,173899.488566082,110803.361269483,126906.029457438,121912.318370366,101448.863644726,133617.563461576
"plasmenyl-PE 38_5",170896.657612624,216662.892799858,285600.905882484,200904.581953389,186702.776833345,209636.075455232,190994.770565509,204933.035648811
"plasmenyl-PE 20_0",6016.07480905237,5645.94363028883,7122.75331455143,3338.7624604319,5480.36106743619,5183.99948461113,5849.40568966629,6097.54149632318
"plasmenyl-PE 34_1",1110766.02950714,873649.246921088,977535.754080651,656031.417080701,977535.754080651,817013.140585522,848209.171972885,1110766.02950714
"plasmenyl-PE 40_1",36934.2201731801,36539.0195933176,45464.0372744196,30997.9822217921,45464.0372744196,37679.2324284736,31366.7141337358,44315.8758536031
"plasmenyl-PE 40_6",105572.933037897,62980.3834795584,105572.933037897,66257.3182483344,113564.066355539,103984.583455646,68865.4159911298,149931.595090387
"plasmenyl-PE 36_2",4000456.5695573,2862450.72438281,3499420.79693566,2329331.55866882,2862450.72438281,2862450.72438281,2329331.55866882,3362555.33742302
"plasmenyl-PE 38_6",141350.507760114,68865.4159911298,129987.126107419,97562.7801367842,157347.172911954,116292.48473204,135780.63468126,168295.152220327
"plasmenyl-PE 22_0",1905.7821167239,2142.46085230216,1627.74608298836,1123.46535027962,2618.5692247546,2251.81869021205,1854.63901314069,2296.76873423381
"plasmenyl-PE 38_2",33717.5256255891,43127.956453077,48784.8995749478,36934.2201731801,43871.1143900149,28581.5931744224,36067.1033115075,33305.8925619482
"plasmenyl-PE 40_4",84918.4763312966,84918.4763312966,121912.318370366,72498.6134936229,149931.595090387,97562.7801367842,123658.23604849,152548.141497764
"plasmenyl-PE 42_4",24524.5636861208,19550.4786983602,32627.1825471288,19884.771516843,34730.4902446366,19028.7732969402,26134.6162467604,35588.2730403146
"plasmenyl-PE 38_1",65353.683728467,55419.8712241161,74499.5627401666,46346.1451413675,87005.7529160053,50116.3302176068,56628.2489575549,83139.8336152387
"plasmenyl-PE 32_1",30553.0861994212,23507.9832798941,35072.2571670287,23998.0735836947,27087.4875242112,19884.771516843,16067.463872993,21581.1265728941
"plasmenyl-PE 40_2",28993.464117957,19718.7150950917,32254.2506654743,20562.9661931337,22877.4895171125,17983.8299036484,24524.5636861208,29882.8347307373
"SM 38_2",38664.5565837041,49328.283990755,48111.2995296212,35072.2571670287,40539.8678624307,40070.6248917404,34456.083497354,34730.4902446366
"SM 34_2",7294.55431427239,5718.39377688003,8376.80072429699,7294.55431427239,8940.03285088057,5645.94363028883,4591.8598427265,6314.38882186503
"SM 40_2",147710.638309571,173899.488566082,186702.776833345,168295.152220327,143918.337393831,160324.769336452,165784.569108554,141350.507760114
"SM 42_4",39556.1177807976,35588.2730403146,40539.8678624307,40070.6248917404,55419.8712241161,58535.5165196886,67312.5417816368,45464.0372744196
"SM 36_2",129987.126107419,113564.066355539,160324.769336452,116292.48473204,129987.126107419,147710.638309571,112273.979003138,160324.769336452
"SM 44_2",83139.8336152387,80589.2574650181,101448.863644726,76079.3350327907,90509.0858914233,64201.4139458909,60166.5128489118,62980.3834795584
"SM 40_4",426.708547511286,1677.24310014025,2511.13227825513,2847.53188855849,1063.18474221352,1063.18474221352,2511.13227825513,1063.18474221352
"SM 42_2",3218141.73962487,2529997.29173415,3218141.73962487,2051052.90424736,2529997.29173415,2329331.55866882,2051052.90424736,2329331.55866882
"SM 32_1",28581.5931744224,20910.8150978923,20562.9661931337,17190.9294185986,19203.3429422686,19550.4786983602,12488.6839695275,20910.8150978923
"SM 34_1",1362378.17713652,1170172.54612086,1292322.62228349,1170172.54612086,1736024.69956758,1521673.43425927,1110766.02950714,2051052.90424736
"SM 36_0",110803.361269483,177646.613127887,170896.657612624,173899.488566082,141350.507760114,186702.776833345,152548.141497764,107262.312485813
"SM 36_1",905287.045004015,937247.526570316,905287.045004015,848209.171972885,937247.526570316,977535.754080651,817013.140585522,791344.876364551
"SM 40_1",31366.7141337358,26134.6162467604,26862.5909896027,32254.2506654743,48111.2995296212,38115.5030990945,41111.2411963647,41493.4848411557
"SM 32_0",3082.74948686888,2995.74208859765,2764.03066801077,1627.74608298836,2511.13227825513,1953.22247719673,1338.64304046164,2052.81109483146
"SM 42_1",37365.7036328191,112273.979003138,67312.5417816368,123658.23604849,68865.4159911298,70138.2473968135,113564.066355539,53353.6202968467
"SM 30_1",940.261813181366,940.261813181366,1411.04692391368,753.882161980778,818.182590978346,1338.64304046164,503.297067667094,503.297067667094
"SM 38_1",7998.19358554573,12031.4387587379,6813.54548410478,3998.54115068617,9513.54906936368,7017.19469566664,8837.01907379447,5083.0431779587
"TG 56_3",656031.417080701,738235.701981288,417740.909957642,817013.140585522,583382.461353452,656031.417080701,791344.876364551,430834.214148233
"TG 50_5",977535.754080651,714911.878151464,367151.564201145,977535.754080651,397778.30771661,714911.878151464,656031.417080701,714911.878151464
