Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
plasmenyl-PE	42	4	 [M-H]-	8.19	16.4	46609.26087	34082.40142	77176.67139	37061.64455	49543.08057	66626.60489	50301.80924	76051.81674	73270.37003	50301.80924	70766.09793	78597.97508	80034.70033	64218.04209	70766.09793	47875.14756	103196.0064	106441.6223	134108.776	119586.3293	117467.8653	87289.82942	114703.9856	90112.14407	110425.424	124468.6574	101952.9651	91635.1864	99870.77939	126585.2327	112271.0412	104720.9588	91635.1864	94865.32867	65460.59059	83785.0393	52917.41117	59405.41907	94865.32867	93246.11415	52917.41117	73270.37003	78597.97508	72026.48717	62239.19593	78597.97508	65460.59059	87289.82942
PS	40	4	 [M-H]-	6.35	16.44	53223.57087	44675.41395	39711.79696	28194.89629	51478.27095	44675.41395	25392.9266	34677.66453	47564.19962	33890.64531	53860.28537	34677.66453	40241.54195	38732.92634	40241.54195	46156.37762	48320.44944	46931.25627	43459.12881	44675.41395	36892.01314	58243.67002	51478.27095	54624.40499	69990.06313	53860.28537	47564.19962	40868.95225	43459.12881	51478.27095	45398.5352	49154.41595	46931.25627	28967.73895	49154.41595	59019.67343	42811.81212	39711.79696	34677.66453	36892.01314	39711.79696	45398.5352	42076.54699	37730.78567	41481.48725	36438.72215	41481.48725	23244.35265
PS	42	8	 [M-H]-	5.46	16.47	43684.48164	20948.5407	13145.28056	34486.44887	43684.48164	15302.81742	12974.55601	13145.28056	17326.17679	21793.85691	14083.63015	13569.49853	20948.5407	24730.10286	23409.20767	21793.85691	28445.85814	17156.03394	19746.18393	12516.73734	24952.29761	12247.89438	22236.78714	30187.63244	17711.57012	21216.73523	16155.0574	10396.32643	20948.5407	29854.63031	13569.49853	9498.854999	33698.88921	24443.49166	47253.25167	31444.32881	44257.25187	41199.72879	35735.72723	34082.40142	25548.00069	24952.29761	27943.93445	21458.56925	21458.56925	16744.28873	25237.85251	31444.32881
plasmenyl-PE	36	4	 [M-H]-	6.81	16.57	72026.48717	91635.1864	134108.776	108647.9956	68237.60186	124468.6574	73270.37003	121966.2598	117467.8653	187271.3489	151459.0678	158299.2645	154573.2128	104720.9588	158299.2645	91635.1864	142172.3174	154573.2128	151459.0678	148509.7191	137699.8923	129203.9691	179418.1977	66626.60489	108647.9956	101952.9651	97755.68716	103196.0064	117467.8653	110425.424	94865.32867	151459.0678	144407.7677	117467.8653	173075.2555	160744.0402	60222.51596	124468.6574	126585.2327	117467.8653	124468.6574	126585.2327	62239.19593	112271.0412	131769.7383	202237.4007	110425.424	121966.2598
lysoPE	24	4	 [M-H]-	2.66	16.85	7973.224024	2766.383776	5942.908943	1639.859899	8108.611653	4231.070542	3802.134039	5942.908943	5942.908943	3085.005426	4177.829549	5112.771744	6267.063725	5641.45275	6366.870456	2552.893035	9650.397694	7655.210408	6267.063725	9189.694414	5641.45275	5050.108395	4835.11236	8217.994238	4591.177158	6813.508246	4656.583849	3221.85444	3495.24462	7655.210408	7973.224024	8307.783025	3396.023611	4177.829549	3221.85444	2947.164642	2724.56718	2107.988407	2947.164642	2682.671662	3396.023611	1772.257132	1551.946062	1033.789071	3990.845613	1513.273459	3085.005426	4835.11236
PA	37	2	 [M-H]-	6.29	17.16	7057.372112	11772.42809	14626.29202	12974.55601	9189.694414	7655.210408	8847.555106	14626.29202	10547.7422	13569.49853	10274.86699	9313.273614	18483.31402	7239.136214	11257.98178	11542.13922	10958.76449	7305.733186	12084.1991	7057.372112	6267.063725	15302.81742	8963.840462	6713.124498	17513.89417	5112.771744	6629.88546	6629.88546	12686.30548	11257.98178	7844.593719	11257.98178	8402.085594	9076.462095	10802.26325	8108.611653	13737.25158	9650.397694	7057.372112	11973.36019	8108.611653	5641.45275	4591.177158	6629.88546	9650.397694	8217.994238	6559.452757	7305.733186
PC	33	2	 [M-Ac-H]-	6.17	17.21	25548.00069	22823.52205	17156.03394	36155.06256	26227.74215	20210.82603	28445.85814	8402.085594	17156.03394	18090.31269	15504.34571	17156.03394	15159.27264	21216.73523	20485.6101	15159.27264	15646.26189	17892.65563	18483.31402	19498.78473	17326.17679	24056.3064	22562.85753	39944.90819	18730.22753	24443.49166	24056.3064	23079.49762	18090.31269	11973.36019	15984.03725	20210.82603	21458.56925	7305.733186	11772.42809	16342.99024	32475.62351	29854.63031	18090.31269	20485.6101	4906.243148	22823.52205	31817.61754	25548.00069	21793.85691	15302.81742	30654.64416	14626.29202
PC	35	0	 [M-Ac-H]-	7.72	17.24	8963.840462	38487.4435	13294.54242	48765.75132	11772.42809	25548.00069	43233.77598	13569.49853	16155.0574	19746.18393	15828.01721	11401.16486	7655.210408	29854.63031	9895.910377	30187.63244	19498.78473	13145.28056	14083.63015	12400.01111	43233.77598	42389.84826	28747.8886	24443.49166	27943.93445	66626.60489	34868.88019	39944.90819	40538.17571	18294.47197	18483.31402	23409.20767	37499.1996	29578.30946	27943.93445	22562.85753	36155.06256	45703.49437	25237.85251	39478.68574	32871.56418	80034.70033	58633.9278	104720.9588	51211.77435	58633.9278	91635.1864	36722.38174
PS	44	2	 [M-H]-	7.94	17.45	6937.560361	7908.908871	3372.463592	8905.697784	9709.39771	12166.04674	9133.078255	5206.667664	8262.888631	8040.917838	11471.65204	5679.971462	9133.078255	10472.03431	10075.89808	8905.697784	10335.59671	5331.476731	10601.19124	3867.625639	12323.95275	8040.917838	5905.813173	13432.02047	10880.51387	15737.13955	14902.28658	7093.629105	15575.3038	12906.02339	9709.39771	9957.071163	9133.078255	8449.653252	8354.93431	8354.93431	8796.570642	11329.57332	6594.669109	11719.21406	7612.075068	7184.511156	10075.89808	15403.58157	11176.6716	11471.65204	14550.04839	12458.37423
PE	32	2	 [M-H]-	5.8	17.8	4340.067022	5718.490174	14473.80476	6813.508246	5112.771744	1772.257132	3042.824566	7305.733186	10133.56422	5174.902787	10396.32643	9650.397694	7129.886098	6629.88546	6128.641088	4770.877257	5475.18425	4835.11236	4440.031475	9498.854999	2028.244945	3042.824566	2947.164642	5174.902787	5556.012123	3541.594485	5050.108395	4509.037535	5556.012123	3396.023611	7655.210408	5793.204586	7305.733186	5793.204586	7761.587864	6713.124498	3259.793317	4970.385172	4053.532688	3042.824566	7057.372112	3085.005426	3894.910872	4906.243148	2107.988407	1805.990501	4440.031475	3296.356299
PA	38	4	 [M-H]-	5.81	17.81	45093.57603	62239.19593	21793.85691	29854.63031	22823.52205	33698.88921	43684.48164	36722.38174	35735.72723	47253.25167	25802.76769	37499.1996	13737.25158	15504.34571	20671.57952	14083.63015	31817.61754	32108.5288	17513.89417	23409.20767	14981.10005	29578.30946	45703.49437	9895.910377	24952.29761	18483.31402	26863.8002	48765.75132	17513.89417	15646.26189	14473.80476	30654.64416	20485.6101	59405.41907	43233.77598	35735.72723	27943.93445	32108.5288	36722.38174	40538.17571	22019.2577	9895.910377	29854.63031	19498.78473	25802.76769	32475.62351	17892.65563	24730.10286
PS	35	2	 [M-H]-	5.63	18.02	6267.063725	5556.012123	3296.356299	4130.435823	15646.26189	6128.641088	9313.273614	4770.877257	3642.198723	9392.301939	4835.11236	3221.85444	2421.300916	12974.55601	5556.012123	7973.224024	4130.435823	2682.671662	4388.910656	5942.908943	3990.845613	3802.134039	7239.136214	4970.385172	3746.444026	6713.124498	3990.845613	6559.452757	8217.994238	7761.587864	3438.718807	3042.824566	4340.067022	6499.679702	8745.586177	4388.910656	5174.902787	3990.845613	7655.210408	6902.875941	3990.845613	8963.840462	4970.385172	5050.108395	9313.273614	3689.455446	18730.22753	6559.452757
CL	78	4	 [M-2H](2-)	7.12	18.05	17892.65563	11973.36019	25802.76769	13145.28056	14083.63015	16155.0574	13145.28056	17326.17679	18294.47197	17326.17679	16744.28873	16984.99167	24443.49166	16547.37591	21458.56925	12686.30548	22019.2577	16155.0574	23079.49762	20210.82603	20485.6101	14473.80476	17326.17679	17326.17679	18903.63174	17711.57012	23409.20767	19210.44861	17156.03394	18730.22753	20671.57952	22019.2577	23682.2763	12974.55601	15828.01721	11772.42809	14083.63015	10018.23195	14823.47311	12837.49076	11666.00003	11257.98178	16155.0574	13737.25158	16155.0574	16984.99167	10654.64029	12247.89438
PA	42	4	 [M-H]-	6.8	18.06	8610.65656	12084.1991	10396.32643	14292.77451	7129.886098	19498.78473	19498.78473	12247.89438	9498.854999	18903.63174	11095.36142	12516.73734	7761.587864	9076.462095	9313.273614	11257.98178	12400.01111	17326.17679	14473.80476	10396.32643	17711.57012	20948.5407	14473.80476	11401.16486	14823.47311	19210.44861	12974.55601	15646.26189	11095.36142	13893.85198	14626.29202	15828.01721	18483.31402	14981.10005	14981.10005	17326.17679	9650.397694	15302.81742	14292.77451	16547.37591	14083.63015	19746.18393	19958.86136	21216.73523	15159.27264	19746.18393	19958.86136	20948.5407
PA	20	2	 [M-H]-	0.75	18.08	2852.935957	4130.435823	3042.824566	4591.177158	2805.467372	3396.023611	8963.840462	3541.594485	3180.425947	3134.97199	2339.155662	9189.694414	10802.26325	2909.987816	2143.849014	4509.037535	4288.523782	2947.164642	4970.385172	2985.761697	9895.910377	6972.24478	3990.845613	1911.356879	6902.875941	11401.16486	3746.444026	5641.45275	4835.11236	6267.063725	2518.576101	2518.576101	10958.76449	3587.544663	3746.444026	5293.828801	4970.385172	5174.902787	3348.903573	6972.24478	4340.067022	18294.47197	4713.975163	9313.273614	5793.204586	7568.939727	8307.783025	3541.594485
PC	42	8	 [M-Ac-H]-	6.54	18.23	2518.576101	6972.24478	3134.97199	4509.037535	2518.576101	6435.921628	7239.136214	2339.155662	1594.746349	4656.583849	2852.935957	3802.134039	5174.902787	3348.903573	2947.164642	5174.902787	4440.031475	3840.340407	5793.204586	3134.97199	8402.085594	6713.124498	3348.903573	4440.031475	6020.579793	9076.462095	4591.177158	7239.136214	3587.544663	7057.372112	4177.829549	2421.300916	7973.224024	5112.771744	3942.354015	7129.886098	3802.134039	6902.875941	4177.829549	10396.32643	5793.204586	9392.301939	5174.902787	7129.886098	8745.586177	6366.870456	6435.921628	6020.579793
CL	78	0	 [M-2H](2-)	7.01	18.35	6020.579793	7305.733186	13569.49853	8108.611653	9076.462095	9498.854999	8497.22091	8217.994238	11973.36019	15646.26189	9650.397694	12400.01111	10547.7422	7057.372112	9076.462095	6902.875941	8402.085594	6189.917315	9076.462095	2909.987816	11257.98178	4970.385172	4340.067022	6128.641088	3689.455446	6267.063725	4231.070542	3746.444026	7568.939727	3042.824566	4591.177158	4388.910656	13893.85198	10018.23195	9650.397694	12837.49076	6902.875941	10547.7422	7305.733186	10018.23195	6267.063725	16984.99167	12974.55601	16744.28873	6559.452757	5868.717403	9498.854999	6189.917315
PC	35	2	 [M-Ac-H]-	6.84	18.35	11257.98178	18730.22753	9768.397726	33698.88921	23079.49762	19746.18393	20671.57952	15646.26189	14981.10005	10958.76449	11973.36019	9392.301939	19746.18393	16155.0574	10654.64029	17513.89417	8610.65656	13737.25158	15646.26189	8217.994238	13569.49853	15159.27264	19498.78473	29187.5893	9650.397694	17892.65563	15828.01721	18294.47197	17326.17679	11772.42809	14292.77451	15646.26189	14083.63015	4591.177158	16547.37591	13893.85198	35735.72723	31817.61754	12686.30548	19958.86136	16984.99167	35281.92007	27289.4918	25237.85251	22019.2577	13569.49853	19210.44861	19498.78473
PC	42	2	 [M-Ac-H]-	8.78	18.49	324016.5721	392002.502	335553.4861	171110.5956	373871.0425	392002.502	373871.0425	414010.6556	373871.0425	392002.502	344724.1274	240589.0108	355979.4318	392002.502	373871.0425	195695.6003	324016.5721	311998.1262	300924.2965	311998.1262	311998.1262	149984.3935	335553.4861	311998.1262	355979.4318	355979.4318	335553.4861	355979.4318	373871.0425	344724.1274	344724.1274	335553.4861	246511.1048	290620.1214	281611.5169	273504.0849	118527.0973	240589.0108	259379.1015	146458.7434	227846.6709	135904.3341	273504.0849	252718.3949	273504.0849	166941.1131	210553.897	139936.1048
PC	32	2	 [M-Ac-H]-	5.83	18.51	90112.14407	87289.82942	80034.70033	142172.3174	96106.53588	87289.82942	78597.97508	85754.42052	80034.70033	85754.42052	72026.48717	68237.60186	90112.14407	74038.55448	27619.98167	80034.70033	76051.81674	64218.04209	80034.70033	57853.41224	78597.97508	179418.1977	62239.19593	1859444.981	77176.67139	65460.59059	29854.63031	74897.30045	18483.31402	66626.60489	78597.97508	56398.89426	69214.02834	70766.09793	90112.14407	34486.44887	72026.48717	69214.02834	68237.60186	78597.97508	58633.9278	65460.59059	28747.8886	51211.77435	74038.55448	47875.14756	51744.76755	66626.60489
PS	38	6	 [M-H]-	5.19	18.64	6559.452757	10018.23195	6499.679702	8497.22091	8217.994238	3438.718807	6366.870456	4713.975163	4591.177158	4130.435823	5174.902787	2909.987816	3495.24462	7305.733186	5369.124661	2909.987816	3180.425947	2985.761697	3438.718807	6020.579793	10133.56422	8963.840462	7761.587864	4835.11236	8497.22091	11095.36142	6813.508246	5718.490174	8745.586177	7305.733186	5369.124661	6902.875941	5050.108395	5238.432541	7568.939727	3348.903573	3085.005426	4130.435823	4906.243148	6713.124498	4713.975163	5369.124661	4388.910656	5868.717403	5718.490174	4440.031475	3642.198723	2300.172552
PA	39	4	 [M-H]-	5.93	18.73	3396.023611	5174.902787	6267.063725	7655.210408	4770.877257	4770.877257	5112.771744	5793.204586	5293.828801	7305.733186	5293.828801	3689.455446	9768.397726	3259.793317	5718.490174	5050.108395	12516.73734	8745.586177	12837.49076	9650.397694	9498.854999	12516.73734	12686.30548	8307.783025	16984.99167	7057.372112	6267.063725	8610.65656	18730.22753	6629.88546	9313.273614	12247.89438	7129.886098	7761.587864	9768.397726	13569.49853	13145.28056	8217.994238	5112.771744	6813.508246	7413.586297	3642.198723	7973.224024	7844.593719	6189.917315	4713.975163	6128.641088	5050.108395
PE	37	0	 [M-H]-	7.76	19.03	7239.136214	5112.771744	9895.910377	10396.32643	6559.452757	7129.886098	9498.854999	9313.273614	6972.24478	10396.32643	8108.611653	15646.26189	11666.00003	9392.301939	6813.508246	10018.23195	12084.1991	8402.085594	10018.23195	9895.910377	10958.76449	6559.452757	12084.1991	7413.586297	11401.16486	13893.85198	7129.886098	7844.593719	4591.177158	10547.7422	12516.73734	4509.037535	17156.03394	13294.54242	10274.86699	18090.31269	7655.210408	11542.13922	15504.34571	12974.55601	9895.910377	10958.76449	17513.89417	9895.910377	14292.77451	17156.03394	24443.49166	11772.42809
PE	33	2	 [M-H]-	6.16	19.38	9768.397726	9498.854999	12247.89438	5475.18425	6020.579793	10654.64029	9650.397694	11095.36142	8963.840462	8402.085594	7413.586297	8610.65656	8307.783025	3541.594485	8402.085594	6629.88546	6189.917315	6713.124498	7057.372112	6189.917315	4053.532688	8217.994238	9895.910377	3348.903573	4509.037535	6366.870456	9768.397726	8963.840462	8402.085594	5793.204586	11095.36142	6813.508246	7844.593719	8745.586177	7844.593719	8963.840462	4656.583849	5641.45275	8963.840462	11257.98178	5641.45275	5293.828801	6972.24478	6189.917315	6020.579793	14823.47311	5718.490174	8108.611653
PC	43	0	 [M-Ac-H]-	9.58	19.49	12084.1991	11095.36142	11257.98178	19958.86136	17711.57012	18903.63174	14292.77451	14292.77451	11095.36142	13294.54242	12084.1991	9076.462095	24730.10286	15984.03725	14473.80476	14626.29202	22236.78714	8610.65656	21793.85691	12686.30548	17156.03394	11973.36019	10396.32643	12974.55601	12516.73734	14473.80476	12686.30548	8217.994238	10018.23195	16547.37591	9498.854999	10802.26325	11401.16486	10274.86699	7239.136214	7239.136214	7057.372112	6267.063725	6128.641088	9768.397726	4231.070542	8217.994238	8217.994238	3689.455446	7413.586297	8847.555106	4591.177158	7413.586297
PG	36	4	 [M-H]-	5.44	19.87	9189.694414	9392.301939	5556.012123	7844.593719	8963.840462	2642.741867	1434.489614	2724.56718	5475.18425	2421.300916	3438.718807	4509.037535	2300.172552	3642.198723	7844.593719	7844.593719	4231.070542	3085.005426	4591.177158	2682.671662	3942.354015	1513.273459	5206.667664	7655.210408	3541.594485	2265.828554	4340.067022	2724.56718	6020.579793	3180.425947	5830.960994	4204.450045	1464.335356	4130.435823	6629.88546	2300.172552	6189.917315	4288.523782	5475.18425	2382.78835	5369.124661	3134.97199	2766.383776	3296.356299	3942.354015	3894.910872	3042.824566	3587.544663
PA	39	0	 [M-H]-	7.07	19.91	66626.60489	77176.67139	90112.14407	151459.0678	99870.77939	91635.1864	110425.424	104720.9588	85754.42052	101952.9651	83785.0393	80034.70033	117467.8653	96106.53588	88440.59246	90112.14407	158299.2645	82659.53858	117467.8653	131769.7383	173075.2555	90112.14407	142172.3174	72026.48717	117467.8653	82659.53858	103196.0064	93246.11415	83785.0393	134108.776	110425.424	96106.53588	198076.619	137699.8923	129203.9691	106441.6223	74038.55448	80034.70033	82659.53858	142172.3174	72026.48717	131769.7383	97755.68716	108647.9956	101952.9651	93246.11415	97755.68716	85754.42052
PI	39	4	 [M-H]-	6.17	20	10018.23195	7413.586297	2028.244945	12400.01111	8497.22091	4713.975163	4440.031475	2947.164642	5868.717403	5293.828801	4509.037535	3259.793317	3840.340407	6020.579793	4177.829549	5942.908943	3990.845613	6435.921628	3689.455446	4656.583849	5556.012123	4906.243148	5718.490174	6559.452757	5475.18425	5475.18425	5641.45275	4177.829549	8497.22091	4388.910656	4656.583849	3296.356299	7239.136214	6267.063725	6366.870456	7844.593719	16744.28873	12837.49076	12247.89438	8402.085594	10547.7422	5556.012123	7129.886098	5238.432541	8402.085594	5942.908943	7057.372112	10547.7422
PC	46	4	 [M-Ac-H]-	9.2	20.05	3296.356299	8745.586177	3840.340407	8745.586177	4053.532688	7844.593719	5475.18425	7413.586297	6813.508246	7844.593719	6559.452757	8108.611653	10654.64029	8307.783025	4970.385172	5718.490174	13294.54242	12837.49076	7844.593719	6629.88546	7413.586297	9768.397726	9768.397726	11095.36142	8610.65656	9189.694414	9895.910377	10547.7422	5793.204586	11095.36142	6499.679702	5112.771744	6128.641088	6813.508246	5868.717403	5174.902787	4177.829549	2602.611614	2642.741867	7568.939727	2339.155662	4231.070542	6713.124498	6435.921628	3802.134039	3396.023611	4053.532688	7655.210408
PA	40	6	 [M-H]-	5.71	20.69	33299.66793	21793.85691	12084.1991	10547.7422	18090.31269	13893.85198	18090.31269	18294.47197	15646.26189	22823.52205	18090.31269	22236.78714	10274.86699	8402.085594	13569.49853	12837.49076	14473.80476	15646.26189	15302.81742	21793.85691	6713.124498	10654.64029	15646.26189	8745.586177	13893.85198	7973.224024	11257.98178	19746.18393	9895.910377	12084.1991	14981.10005	14083.63015	10274.86699	23409.20767	17513.89417	15984.03725	12516.73734	12084.1991	15984.03725	15504.34571	14981.10005	3802.134039	16342.99024	8307.783025	9189.694414	12084.1991	9076.462095	12084.1991
PG	38	6	 [M-H]-	5.33	20.73	30654.64416	12837.49076	34868.88019	11095.36142	18730.22753	13737.25158	3894.910872	18903.63174	24056.3064	14292.77451	21216.73523	26543.90368	14292.77451	16744.28873	25548.00069	11666.00003	7973.224024	14823.47311	11542.13922	19746.18393	7057.372112	4130.435823	6902.875941	20210.82603	10654.64029	10133.56422	10547.7422	5050.108395	12247.89438	7844.593719	10396.32643	4340.067022	6435.921628	13737.25158	8108.611653	13294.54242	7568.939727	8610.65656	11973.36019	5718.490174	12686.30548	6020.579793	8497.22091	2985.761697	4388.910656	4231.070542	5369.124661	9650.397694
PS	44	12	 [M-H]-	4.71	21.23	11772.42809	5793.204586	5475.18425	9768.397726	9498.854999	4130.435823	12400.01111	3942.354015	8497.22091	11401.16486	8610.65656	7057.372112	9313.273614	10018.23195	6713.124498	11095.36142	8847.555106	6499.679702	10802.26325	8745.586177	10274.86699	4231.070542	10133.56422	10802.26325	8745.586177	6559.452757	5238.432541	10654.64029	7761.587864	9895.910377	9392.301939	6189.917315	8745.586177	10654.64029	13145.28056	7761.587864	6020.579793	9313.273614	10654.64029	7761.587864	10396.32643	7305.733186	9650.397694	6559.452757	9392.301939	6713.124498	6366.870456	10133.56422
PE	38	6	 [M-H]-	6.24	21.36	131769.7383	208064.0869	231277.8511	80034.70033	78597.97508	269827.2102	231277.8511	164736.2904	231277.8511	224415.4907	213043.7072	151459.0678	295198.1686	208064.0869	269827.2102	219359.9415	219359.9415	255977.5241	169145.9357	262780.6788	237615.0777	428828.1276	243562.944	202237.4007	243562.944	119586.3293	243562.944	151459.0678	306650.4245	262780.6788	183135.0713	187271.3489	208064.0869	104720.9588	103196.0064	202237.4007	94865.32867	151459.0678	101952.9651	137699.8923	193314.5815	68237.60186	134108.776	74038.55448	198076.619	237615.0777	101952.9651	134108.776
PG	32	0	 [M-H]-	5.77	21.67	4656.583849	3296.356299	4591.177158	5641.45275	5718.490174	10396.32643	4288.523782	9895.910377	7239.136214	3180.425947	5793.204586	6559.452757	17711.57012	11095.36142	11095.36142	8402.085594	4835.11236	7413.586297	8963.840462	7413.586297	7655.210408	10802.26325	7655.210408	6020.579793	10133.56422	4053.532688	6435.921628	4970.385172	5238.432541	9650.397694	11401.16486	8402.085594	6499.679702	6020.579793	3802.134039	4656.583849	5238.432541	8402.085594	8217.994238	9650.397694	4770.877257	3259.793317	9392.301939	3221.85444	11666.00003	5174.902787	7305.733186	10396.32643
PS	42	4	 [M-H]-	6.79	22.11	47564.19962	63734.64704	51478.27095	54624.40499	34284.42514	41481.48725	61659.89151	59019.67343	42811.81212	55728.43204	48320.44944	57126.15325	60651.55153	49154.41595	46931.25627	39711.79696	74467.92747	57126.15325	76614.24407	79316.33771	45398.5352	83222.28894	59813.96751	43970.86675	46156.37762	47564.19962	71396.29255	51478.27095	46931.25627	53860.28537	63734.64704	66043.59774	63734.64704	51478.27095	58243.67002	57126.15325	19852.52264	21082.63797	48320.44944	30812.83204	67432.10338	20348.21806	57126.15325	58243.67002	58243.67002	49922.44491	33890.64531	45398.5352
PG	40	8	 [M-H]-	4.65	22.79	1805.990501	460.0428293	2421.300916	1401.771687	2985.761697	1639.859899	1234.542815	2985.761697	2382.78835	5112.771744	2107.988407	2805.467372	3802.134039	4130.435823	3348.903573	1772.257132	2421.300916	2265.828554	2265.828554	2143.849014	1956.707123	1701.847771	2909.987816	2382.78835	1672.737349	792.8132378	740.4409714	3495.24462	2909.987816	1989.733672	2069.284815	1772.257132	2107.988407	1772.257132	1434.489614	2265.828554	3221.85444	3495.24462	2602.611614	5238.432541	1911.356879	1033.789071	1956.707123	2180.398968	3259.793317	1772.257132	3541.594485	2069.284815
PS	36	4	 [M-H]-	5.07	22.9	9650.397694	4656.583849	4835.11236	7568.939727	15504.34571	9313.273614	3541.594485	4835.11236	4656.583849	6128.641088	7305.733186	5293.828801	6813.508246	8847.555106	6499.679702	13145.28056	5868.717403	3134.97199	5718.490174	3802.134039	8217.994238	6629.88546	9076.462095	14292.77451	5174.902787	4177.829549	3894.910872	3587.544663	9076.462095	9313.273614	6128.641088	6629.88546	5793.204586	4656.583849	6713.124498	301.7127325	6813.508246	6435.921628	9650.397694	2947.164642	4130.435823	7413.586297	7413.586297	5793.204586	4713.975163	7129.886098	4713.975163	8307.783025
PS	38	2	 [M-H]-	6.48	23.37	57126.15325	34677.66453	49154.41595	42076.54699	61659.89151	32673.59385	33085.61606	33499.27857	40868.95225	48320.44944	38224.90762	40868.95225	35075.40013	41481.48725	42811.81212	42811.81212	38224.90762	31630.97317	27454.73673	38224.90762	26385.82292	28596.87337	25392.9266	30812.83204	42076.54699	37280.42207	37730.78567	26385.82292	35075.40013	32673.59385	38732.92634	28194.89629	44675.41395	42076.54699	44675.41395	43970.86675	37280.42207	28967.73895	46156.37762	37730.78567	43459.12881	36438.72215	48320.44944	67432.10338	34677.66453	37730.78567	33085.61606	53223.57087
PI	40	4	 [M-H]-	6.28	23.5	29578.30946	13737.25158	10547.7422	20671.57952	25237.85251	11772.42809	10802.26325	11772.42809	14823.47311	12084.1991	16984.99167	14292.77451	10396.32643	16342.99024	14083.63015	14981.10005	16155.0574	15984.03725	9189.694414	16984.99167	14083.63015	14292.77451	14292.77451	34082.40142	14981.10005	20485.6101	19210.44861	10133.56422	19958.86136	21793.85691	15828.01721	17326.17679	15159.27264	15504.34571	25548.00069	15504.34571	33299.66793	23409.20767	23682.2763	17711.57012	14823.47311	9768.397726	18730.22753	12084.1991	21216.73523	13893.85198	11772.42809	14823.47311
PC	42	4	 [M-Ac-H]-	8.18	23.67	9392.301939	8108.611653	9313.273614	8402.085594	7844.593719	9895.910377	13737.25158	12837.49076	9392.301939	11666.00003	13294.54242	11095.36142	17156.03394	8217.994238	8610.65656	10802.26325	8963.840462	11772.42809	12686.30548	14823.47311	30654.64416	11257.98178	9650.397694	11542.13922	11772.42809	22562.85753	7057.372112	8108.611653	8847.555106	10654.64029	8963.840462	15159.27264	15828.01721	8963.840462	4713.975163	12247.89438	5050.108395	13145.28056	10396.32643	12686.30548	15159.27264	15828.01721	13294.54242	22236.78714	12837.49076	20948.5407	35735.72723	10654.64029
PC	37	4	 [M-Ac-H]-	6.79	24.1	2339.155662	2909.987816	2724.56718	4177.829549	4177.829549	2421.300916	3396.023611	4288.523782	6435.921628	4509.037535	3587.544663	2028.244945	3134.97199	1639.859899	4835.11236	3495.24462	5369.124661	2552.893035	6189.917315	5641.45275	3840.340407	7568.939727	6366.870456	4231.070542	3802.134039	5556.012123	3085.005426	3348.903573	3746.444026	3495.24462	3221.85444	2682.671662	5238.432541	3894.910872	2642.741867	3042.824566	3042.824566	3259.793317	1551.946062	3296.356299	2724.56718	4656.583849	5556.012123	4713.975163	4440.031475	4970.385172	6189.917315	2724.56718
PC	42	10	 [M-Ac-H]-	6	24.36	5238.432541	3134.97199	2382.78835	12837.49076	6972.24478	5556.012123	3642.198723	2215.271677	3495.24462	7761.587864	3642.198723	2382.78835	3642.198723	4388.910656	5050.108395	4177.829549	6813.508246	4509.037535	7413.586297	5112.771744	10547.7422	10958.76449	4970.385172	9076.462095	7844.593719	10018.23195	12516.73734	5112.771744	3990.845613	6128.641088	2766.383776	4288.523782	4970.385172	5174.902787	10547.7422	5475.18425	9076.462095	6499.679702	5718.490174	4231.070542	5112.771744	9189.694414	5942.908943	5293.828801	5293.828801	5369.124661	3894.910872	3942.354015
