Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
plasmenyl-PE	40	6	 [M-H]-	7.04	10.34690227	1031152.884	915688.7427	726341.4071	699357.3332	1347644.771	1031152.884	1420934.234	1090745.824	813892.8526	813892.8526	1090745.824	973049.2436	915688.7427	1031152.884	1158292.268	1347644.771	773549.1703	667296.8302	1031152.884	1277901.582	915688.7427	773549.1703	726341.4071	813892.8526	1277901.582	868820.4649	576225.0459	868820.4649	973049.2436	915688.7427	868820.4649	1090745.824	773549.1703	773549.1703	535414.8897	773549.1703	773549.1703	868820.4649	773549.1703	773549.1703	699357.3332	813892.8526	813892.8526	813892.8526	699357.3332	699357.3332	813892.8526	868820.4649
PA	34	2	 [M-H]-	6.24	10.70647677	25500.73895	24610.25289	40878.69511	28771.74832	36724.66763	42283.69278	35775.94702	22447.91099	33638.17968	38478.45817	20327.14467	21045.67153	33638.17968	16584.58647	26785.40807	25500.73895	27715.83374	27239.10304	20327.14467	40215.51767	19757.56908	26785.40807	12596.77551	30801.65174	30296.39733	32967.89905	38950.18571	36241.9376	43389.83524	33638.17968	36241.9376	21045.67153	35775.94702	31259.28029	35248.01076	27715.83374	30296.39733	44834.81588	44143.85588	30801.65174	19484.46922	34796.6138	26785.40807	39529.5429	32334.84937	51617.311	46948.21139	49280.41387
PI	40	6	 [M-H]-	5.89	10.74304478	88404.09597	133052.6389	145092.7703	201325.0732	181560.6395	133052.6389	151877.4445	169683.2392	73737.41715	165330.4278	123246.812	75184.02256	217607.5728	185319.0296	111669.0779	135948.5432	103236.3216	138888.4285	111669.0779	138888.4285	165330.4278	154827.4909	98648.44982	133052.6389	81214.54244	69708.07873	138888.4285	78173.57034	42763.40042	47662.42034	48509.98818	51617.311	248047.2672	100579.0198	86575.4731	92379.73069	75184.02256	172959.6396	92379.73069	123246.812	105403.7718	98648.44982	100579.0198	98648.44982	69708.07873	117019.0448	81214.54244	157863.8492
PC	35	4	 [M-Ac-H]-	5.92	11.07229689	104314.4174	140409.5993	74457.20673	171313.6069	97611.0121	95556.84185	87485.0069	83949.04772	153345.3738	97611.0121	99609.05775	99609.05775	118491.6847	109989.1736	101899.009	95556.84185	143511.4836	121603.8841	106859.1093	134492.7969	153345.3738	183430.2089	153345.3738	150340.1097	156338.2988	140409.5993	104314.4174	150340.1097	156338.2988	124852.0081	156338.2988	134492.7969	153345.3738	178851.8764	150340.1097	214688.4553	171313.6069	146943.7466	124852.0081	183430.2089	209175.9796	243851.1804	167492.694	171313.6069	174564.1407	131384.0701	124852.0081	146943.7466
PI	36	4	 [M-H]-	5.32	11.13942123	151877.4445	231341.561	277666.6725	211808.4967	269209.8003	261656.1762	201325.0732	285331.3856	129736.4263	169683.2392	185319.0296	141947.4305	248047.2672	285331.3856	201325.0732	231341.561	176183.5263	211808.4967	165330.4278	195587.263	201325.0732	303721.3261	217607.5728	217607.5728	117019.0448	217607.5728	345225.0541	123246.812	114416.0428	108334.541	100579.0198	90217.77615	425329.8557	169683.2392	195587.263	206576.1815	157863.8492	412099.6951	181560.6395	231341.561	165330.4278	138888.4285	145092.7703	135948.5432	211808.4967	206576.1815	169683.2392	316590.9526
PE	34	0	 [M-H]-	6.04	11.75704737	16584.58647	15820.10437	17186.64427	29755.87153	21750.47093	19757.56908	18501.3278	13859.87196	13164.51431	14724.89567	20034.94554	20034.94554	13288.47583	15627.52049	23526.17736	21750.47093	20714.5404	17186.64427	25072.32527	21366.63529	26785.40807	31259.28029	31259.28029	23924.28495	10417.92803	13026.22852	11287.81578	15627.52049	15627.52049	13589.32676	22134.47042	15459.18542	15078.57384	25072.32527	26360.88313	21750.47093	34796.6138	34796.6138	31259.28029	35248.01076	25500.73895	31259.28029	26360.88313	23159.77579	40215.51767	29755.87153	34261.59846	34261.59846
PI	36	2	 [M-H]-	5.97	11.96828297	394976.0653	294373.8016	560118.9824	328499.4214	600135.1464	699357.3332	868820.4649	560118.9824	294373.8016	377489.0086	394976.0653	412099.6951	600135.1464	535414.8897	458267.7713	576225.0459	328499.4214	412099.6951	358165.3522	442053.7089	477595.9055	442053.7089	285331.3856	412099.6951	358165.3522	425329.8557	515303.9817	412099.6951	458267.7713	425329.8557	425329.8557	294373.8016	412099.6951	269209.8003	303721.3261	239726.0767	394976.0653	699357.3332	394976.0653	458267.7713	201325.0732	261656.1762	285331.3856	255064.0148	515303.9817	515303.9817	425329.8557	915688.7427
PC	34	4	 [M-Ac-H]-	5.47	12.02811188	68686.60327	75184.02256	57019.28813	79918.06789	47662.42034	17401.05611	44834.81588	43389.83524	50722.2628	67361.61477	51617.311	56058.815	42763.40042	38950.18571	35248.01076	31799.10539	64291.4863	85084.45278	76532.17844	62362.18914	59864.47171	46948.21139	64291.4863	42283.69278	68686.60327	76532.17844	39529.5429	66504.19901	44834.81588	46229.57295	36724.66763	52328.77234	37907.38456	47662.42034	44143.85588	37907.38456	21750.47093	22447.91099	17608.5517	21366.63529	34261.59846	37226.26664	27239.10304	32334.84937	29755.87153	10315.73832	14395.79471	16584.58647
PE	39	4	 [M-H]-	6.3	12.15445548	12281.26295	16773.08692	20327.14467	15459.18542	8085.25307	10799.50907	16386.57573	6358.933265	18247.44131	16584.58647	14918.67307	9895.472313	27715.83374	13288.47583	22134.47042	11025.18956	16773.08692	14556.88344	13164.51431	21045.67153	11887.79399	13288.47583	17186.64427	19190.54105	12281.26295	16966.47591	25072.32527	15078.57384	15078.57384	16773.08692	15078.57384	18247.44131	23526.17736	24610.25289	22812.68529	28771.74832	18247.44131	19757.56908	14201.88184	21045.67153	31259.28029	20034.94554	19190.54105	18501.3278	27239.10304	21366.63529	23924.28495	16386.57573
PC	16	0	 [M-Ac-H]-	1.63	12.15789619	13164.51431	13397.64806	16386.57573	24214.705	9895.472313	12281.26295	14013.48143	17608.5517	15627.52049	15248.15361	25500.73895	14556.88344	17186.64427	20034.94554	16194.62299	13730.9193	14013.48143	16194.62299	14556.88344	18937.57755	12281.26295	18937.57755	9790.349785	15078.57384	25951.28394	9571.54774	12449.79421	16194.62299	11287.81578	14724.89567	19484.46922	9356.884638	12596.77551	13730.9193	16966.47591	17186.64427	7454.880217	12596.77551	12281.26295	13859.87196	12596.77551	15627.52049	13397.64806	17608.5517	14013.48143	30801.65174	22812.68529	15627.52049
PE	34	2	 [M-H]-	6.4	12.28241257	217607.5728	201325.0732	172959.6396	90217.77615	185319.0296	248047.2672	261656.1762	217607.5728	85084.45278	181560.6395	224565.4536	189774.7148	82828.79401	141947.4305	224565.4536	154827.4909	94540.13303	133052.6389	103236.3216	88404.09597	105403.7718	96584.48461	108334.541	100579.0198	151877.4445	185319.0296	201325.0732	100579.0198	133052.6389	201325.0732	328499.4214	189774.7148	66504.19901	85084.45278	133052.6389	51617.311	145092.7703	138888.4285	157863.8492	145092.7703	79918.06789	90217.77615	73737.41715	88404.09597	154827.4909	105403.7718	185319.0296	169683.2392
PC	35	2	 [M-Ac-H]-	6.6	12.39871511	91292.35381	103236.3216	133052.6389	154827.4909	151877.4445	214688.4553	183430.2089	133052.6389	163322.7237	151877.4445	108334.541	95556.84185	269209.8003	145092.7703	141947.4305	151877.4445	83949.04772	91292.35381	97611.0121	115710.2244	123246.812	128096.9089	114416.0428	159592.1639	146943.7466	134492.7969	114416.0428	140409.5993	310089.3806	251531.1746	198435.4304	143511.4836	134492.7969	140409.5993	178851.8764	126478.1106	189774.7148	156338.2988	209175.9796	165330.4278	171313.6069	167492.694	174564.1407	187533.6396	322490.2243	211808.4967	231341.561	265406.117
PE	40	4	 [M-H]-	6.87	12.57646413	98648.44982	86575.4731	63262.08124	65492.33089	111669.0779	123246.812	135948.5432	105403.7718	100579.0198	105403.7718	70896.25117	67361.61477	52328.77234	98648.44982	133052.6389	88404.09597	133052.6389	94540.13303	114416.0428	129736.4263	172959.6396	145092.7703	126478.1106	141947.4305	123246.812	66504.19901	72107.91103	105403.7718	165330.4278	148818.3361	105403.7718	185319.0296	195587.263	123246.812	119982.8572	185319.0296	154827.4909	165330.4278	161339.4004	157863.8492	231341.561	189774.7148	119982.8572	165330.4278	105403.7718	176183.5263	138888.4285	189774.7148
PC	37	2	 [M-Ac-H]-	7.09	12.60088546	66931.53393	48084.33682	95556.84185	83949.04772	69195.45613	85826.72517	104314.4174	77348.52057	52745.60315	115710.2244	85826.72517	85826.72517	124852.0081	70299.65475	77348.52057	77348.52057	42522.87015	51167.82987	59334.81667	70299.65475	66931.53393	61078.67055	51971.82425	53628.48116	51971.82425	74457.20673	53628.48116	45903.09812	128096.9089	91292.35381	109989.1736	53628.48116	71499.51449	54487.92012	80563.69726	61942.90976	83949.04772	85826.72517	64889.13078	65996.32571	72918.1124	75855.1055	83949.04772	74457.20673	115710.2244	87485.0069	106859.1093	61078.67055
PI	39	4	 [M-H]-	6.29	13.19166403	81214.54244	90217.77615	165330.4278	72107.91103	138888.4285	111669.0779	79918.06789	100579.0198	59864.47171	92379.73069	129736.4263	72107.91103	133052.6389	119982.8572	85084.45278	133052.6389	92379.73069	100579.0198	68686.60327	119982.8572	119982.8572	119982.8572	105403.7718	123246.812	78173.57034	88404.09597	75184.02256	58809.84777	52328.77234	78173.57034	66504.19901	58048.37328	126478.1106	59864.47171	85084.45278	82828.79401	78173.57034	114416.0428	76532.17844	117019.0448	63262.08124	69708.07873	50062.54275	49280.41387	81214.54244	148818.3361	85084.45278	92379.73069
plasmenyl-PE	34	0	 [M-H]-	7.2	13.21323846	42763.40042	35775.94702	82828.79401	41602.14373	88404.09597	43389.83524	57019.28813	49280.41387	31259.28029	42283.69278	62362.18914	76532.17844	28771.74832	43389.83524	49280.41387	62362.18914	51617.311	50062.54275	61526.44933	35248.01076	42283.69278	26360.88313	11749.61957	21366.63529	39529.5429	38478.45817	48509.98818	40215.51767	31799.10539	22447.91099	40215.51767	36241.9376	37226.26664	48509.98818	37907.38456	46948.21139	39529.5429	58048.37328	37907.38456	43389.83524	45578.92886	50722.2628	44143.85588	31259.28029	36241.9376	54883.45543	43389.83524	44143.85588
PA	33	2	 [M-H]-	1.95	13.4019159	16011.11228	19484.46922	39529.5429	19484.46922	48509.98818	35248.01076	17608.5517	24610.25289	10315.73832	20327.14467	9681.432867	18501.3278	46948.21139	39529.5429	35775.94702	41602.14373	15459.18542	18247.44131	16773.08692	16194.62299	10799.50907	14918.67307	15078.57384	10084.7794	20034.94554	8546.652263	5836.569767	10545.31346	994.7251528	3404.004171	12024.09727	8645.201698	3540.80682	4924.961599	8168.724542	7284.649309	10920.29018	17792.41107	17186.64427	31799.10539	508.2101443	2502.408702	2968.137938	3200.942951	5046.353291	29243.00786	11178.68926	10315.73832
PC	42	2	 [M-Ac-H]-	8.48	13.79637662	4987.425649	4416.094306	6508.896099	4358.274613	9681.432867	8261.451098	6508.896099	6780.993869	3272.637347	5836.569767	4867.280489	4924.961599	4924.961599	3959.374609	4098.627851	7189.423314	2502.408702	5252.923964	3820.681388	3200.942951	6213.553237	8003.751018	5763.853168	4358.274613	5181.987017	6780.993869	4924.961599	4161.742382	3404.004171	4300.141829	2133.291963	4485.016056	2594.564479	3610.242924	5252.923964	4358.274613	6780.993869	5836.569767	8734.681569	4867.280489	2594.564479	6358.933265	5468.678585	3887.383135	13164.51431	6925.183054	2810.839491	2743.344589
PC	44	12	 [M-Ac-H]-	5.6	13.99121271	2878.527703	3200.942951	994.7251528	2502.408702	1402.212156	2810.839491	3050.957672	660.59491	7109.191429	6679.558576	4599.237322	5904.660592	7643.747137	2206.036458	3540.80682	1961.546958	3540.80682	3200.942951	8949.167845	5468.678585	5391.201967	4549.415695	4229.020773	5468.678585	8455.581121	6590.941923	872.5539861	9571.54774	4659.238366	4924.961599	6358.933265	5181.987017	4485.016056	4724.576909	4358.274613	8261.451098	7718.022911	5121.013088	2391.488578	4022.704967	8003.751018	10315.73832	12281.26295	9895.472313	6508.896099	3200.942951	4924.961599	2391.488578
PC	38	4	 [M-Ac-H]-	6.7	14.19551486	1593875.512	1593875.512	973049.2436	1752041.237	1277901.582	2397282.423	2622599.385	2071027.113	2204230.328	1752041.237	1420934.234	1420934.234	2817836.04	1495382.093	1752041.237	1277901.582	2397282.423	1752041.237	1752041.237	1884142.961	3435953.341	3435953.341	4960867.569	3149082.437	1884142.961	1752041.237	1752041.237	1884142.961	2817836.04	2397282.423	1884142.961	3149082.437	2817836.04	2622599.385	1752041.237	2817836.04	3435953.341	3149082.437	2397282.423	3149082.437	3149082.437	2204230.328	2204230.328	2397282.423	2817836.04	2817836.04	2071027.113	2817836.04
PC	34	2	 [M-Ac-H]-	6.21	14.29293428	4034855.608	4034855.608	4034855.608	4034855.608	4034855.608	4034855.608	5162995.746	4034855.608	4034855.608	4034855.608	3435953.341	5162995.746	4034855.608	4034855.608	4034855.608	4034855.608	2817836.04	2817836.04	2817836.04	4034855.608	3753959.849	4034855.608	4034855.608	4034855.608	4034855.608	4034855.608	3435953.341	4034855.608	4960867.569	4960867.569	6912224.465	5162995.746	3435953.341	3435953.341	3435953.341	3435953.341	4034855.608	4034855.608	4034855.608	4034855.608	2397282.423	4034855.608	4034855.608	4034855.608	4960867.569	3435953.341	4960867.569	4034855.608
