Class	Carbon_Chain	Double_Bond	Adduct	RT	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PC	17	0	 [M-Ac-H]-	1.64	17.60495987	50722.2628	57019.28813	34261.59846	59864.47171	41602.14373	25951.28394	28218.77216	20714.5404	51617.311	23159.77579	31799.10539	31799.10539	19757.56908	25951.28394	28771.74832	20034.94554	53165.75427	32967.89905	51617.311	36724.66763	38478.45817	39529.5429	34261.59846	28218.77216	32967.89905	44143.85588	50722.2628	59864.47171	37907.38456	18247.44131	18067.9094	28218.77216	35248.01076	64291.4863	57019.28813	69708.07873	33638.17968	30296.39733	23159.77579	21750.47093	37226.26664	56058.815	58809.84777	76532.17844	41602.14373	26360.88313	32967.89905	28218.77216
CL	78	4	 [M-2H](2-)	6.5	17.73829195	29755.87153	28771.74832	40215.51767	27239.10304	34261.59846	39529.5429	25500.73895	23924.28495	49280.41387	44834.81588	34261.59846	33638.17968	35775.94702	19484.46922	32967.89905	18247.44131	29243.00786	39529.5429	22134.47042	25951.28394	19190.54105	43389.83524	20714.5404	32334.84937	32334.84937	64291.4863	44143.85588	29755.87153	46948.21139	35775.94702	37907.38456	40215.51767	44143.85588	22447.91099	37226.26664	44834.81588	32967.89905	24214.705	26785.40807	34796.6138	39529.5429	31799.10539	40215.51767	43389.83524	45578.92886	41602.14373	44834.81588	32967.89905
plasmenyl-PE	36	0	 [M-H]-	7.05	17.81890214	6925.183054	9681.432867	10545.31346	10678.13175	28771.74832	10315.73832	20327.14467	21366.63529	9143.624601	16773.08692	11635.38667	21366.63529	18247.44131	23924.28495	11287.81578	10200.2181	9571.54774	9790.349785	15459.18542	9790.349785	13164.51431	17401.05611	16773.08692	12170.68741	9356.884638	2743.344589	11178.68926	7643.747137	11887.79399	13026.22852	8851.796225	13730.9193	8085.25307	4867.280489	6508.896099	9050.873847	13589.32676	13859.87196	10200.2181	15248.15361	7002.689432	8366.496514	11635.38667	5687.990307	14395.79471	10920.29018	18937.57755	9790.349785
PE	41	6	 [M-H]-	6.11	17.82152702	34796.6138	38950.18571	32334.84937	32334.84937	50062.54275	44143.85588	46948.21139	38950.18571	36241.9376	35248.01076	32334.84937	28771.74832	46229.57295	37907.38456	36724.66763	42763.40042	38950.18571	32334.84937	33638.17968	48509.98818	45578.92886	37226.26664	37226.26664	51617.311	48509.98818	44834.81588	31799.10539	42763.40042	46229.57295	27715.83374	38950.18571	38478.45817	31259.28029	40215.51767	39529.5429	34796.6138	42283.69278	42283.69278	40878.69511	45578.92886	37907.38456	54883.45543	47662.42034	56058.815	35775.94702	47662.42034	41602.14373	38950.18571
PC	40	2	 [M-Ac-H]-	7.9	17.83557718	16773.08692	10678.13175	19190.54105	11178.68926	16584.58647	16011.11228	16194.62299	11635.38667	21750.47093	19190.54105	15459.18542	12596.77551	11749.61957	9143.624601	10200.2181	16194.62299	24610.25289	22447.91099	13589.32676	16773.08692	23526.17736	13164.51431	17792.41107	9790.349785	18067.9094	21045.67153	17608.5517	15459.18542	25072.32527	25951.28394	17608.5517	19190.54105	12885.31326	14918.67307	14724.89567	14724.89567	18937.57755	10200.2181	12885.31326	14556.88344	21045.67153	16194.62299	18501.3278	16386.57573	15248.15361	18937.57755	21366.63529	16966.47591
PC	42	10	 [M-Ac-H]-	5.7	18.12429481	52328.77234	73737.41715	54095.23537	76532.17844	70896.25117	45578.92886	61526.44933	65492.33089	111669.0779	82828.79401	57019.28813	78173.57034	105403.7718	68686.60327	44143.85588	45578.92886	86575.4731	73737.41715	88404.09597	85084.45278	78173.57034	72107.91103	73737.41715	70896.25117	90217.77615	96584.48461	14395.79471	90217.77615	85084.45278	86575.4731	67361.61477	57019.28813	108334.541	108334.541	78173.57034	103236.3216	96584.48461	58809.84777	58048.37328	50062.54275	123246.812	119982.8572	129736.4263	141947.4305	85084.45278	38950.18571	38478.45817	54095.23537
PA	28	4	 [M-H]-	1.83	18.12438979	72107.91103	88404.09597	65492.33089	69708.07873	49280.41387	40215.51767	36241.9376	50722.2628	94540.13303	73737.41715	67361.61477	60634.15062	19484.46922	46229.57295	50722.2628	34796.6138	90217.77615	78173.57034	75184.02256	94540.13303	44143.85588	54883.45543	43389.83524	58809.84777	79918.06789	94540.13303	63262.08124	108334.541	63262.08124	56058.815	31799.10539	40878.69511	79918.06789	105403.7718	96584.48461	108334.541	36241.9376	39529.5429	29755.87153	36241.9376	96584.48461	114416.0428	103236.3216	129736.4263	44834.81588	42283.69278	36241.9376	41602.14373
PC	42	8	 [M-Ac-H]-	6.36	18.56170386	4098.627851	5984.784631	2669.984489	3959.374609	2040.725876	5252.923964	2206.036458	3477.6142	5252.923964	4416.094306	1709.726245	4790.861079	8085.25307	3610.242924	4724.576909	3887.383135	4724.576909	7002.689432	7802.9428	3610.242924	8734.681569	5121.013088	7454.880217	5607.045563	3959.374609	3404.004171	4229.020773	6925.183054	7643.747137	5836.569767	3272.637347	3050.957672	6213.553237	7361.52257	6358.933265	6283.677562	6590.941923	4098.627851	6213.553237	4229.020773	7718.022911	8455.581121	5904.660592	11635.38667	9790.349785	3404.004171	10315.73832	5607.045563
CL	76	12	 [M-2H](2-)	6.6	18.73768931	5391.201967	14918.67307	9143.624601	9986.738961	16966.47591	10417.92803	5836.569767	8003.751018	7718.022911	8366.496514	7109.191429	7454.880217	1798.101474	9571.54774	10799.50907	11887.79399	5984.784631	7284.649309	7284.649309	9571.54774	11503.46367	5836.569767	6508.896099	8366.496514	11025.18956	7284.649309	4599.237322	12885.31326	8949.167845	7284.649309	7284.649309	10920.29018	9050.873847	9681.432867	8546.652263	5252.923964	13026.22852	8085.25307	12024.09727	11178.68926	10200.2181	8645.201698	13288.47583	10678.13175	7284.649309	19190.54105	10417.92803	14013.48143
PC	36	6	 [M-Ac-H]-	5.43	19.05273873	45578.92886	34796.6138	26785.40807	42763.40042	25072.32527	14395.79471	21750.47093	24214.705	48509.98818	21045.67153	24610.25289	25072.32527	23924.28495	14013.48143	17792.41107	16966.47591	41602.14373	31799.10539	36724.66763	37226.26664	27239.10304	25951.28394	42283.69278	25500.73895	42763.40042	41602.14373	17792.41107	47662.42034	12170.68741	19757.56908	19757.56908	34796.6138	26785.40807	23159.77579	25951.28394	24610.25289	16584.58647	16386.57573	12170.68741	10200.2181	27715.83374	36241.9376	46229.57295	27715.83374	17608.5517	13164.51431	13026.22852	11402.24045
PC	18	0	 [M-Ac-H]-	2.41	19.05567693	15820.10437	14395.79471	6855.172776	13288.47583	6438.311652	17792.41107	12596.77551	14918.67307	11635.38667	7547.911274	8455.581121	8645.201698	17401.05611	13026.22852	8851.796225	8261.451098	9143.624601	8949.167845	10920.29018	10678.13175	9466.940015	15078.57384	16011.11228	17401.05611	6508.896099	4300.141829	8261.451098	13288.47583	18702.55963	11503.46367	10417.92803	14201.88184	15820.10437	18501.3278	10417.92803	13859.87196	13397.64806	23159.77579	18937.57755	11887.79399	15078.57384	16966.47591	8261.451098	13288.47583	20034.94554	24214.705	16584.58647	18937.57755
PE	42	10	 [M-H]-	5.88	19.22949505	20714.5404	24214.705	15627.52049	12024.09727	11887.79399	6508.896099	13164.51431	19757.56908	16386.57573	22447.91099	31259.28029	73737.41715	8949.167845	15248.15361	15820.10437	11503.46367	19484.46922	13397.64806	18702.55963	15078.57384	20327.14467	16966.47591	14201.88184	9356.884638	22812.68529	16773.08692	11025.18956	15820.10437	10678.13175	13164.51431	14395.79471	16011.11228	13730.9193	15820.10437	13730.9193	16584.58647	12281.26295	15627.52049	9790.349785	9356.884638	19190.54105	18501.3278	21750.47093	16773.08692	10920.29018	7454.880217	6438.311652	13288.47583
CerP	34	2	 [M-H]-	5.29	19.42025005	8734.681569	9246.632432	8645.201698	8168.724542	7189.423314	8003.751018	9143.624601	9466.940015	4659.238366	7718.022911	7189.423314	6855.172776	7361.52257	8546.652263	11887.79399	11178.68926	5836.569767	8546.652263	8366.496514	11178.68926	9986.738961	9571.54774	7284.649309	9050.873847	10200.2181	7907.055784	10315.73832	5904.660592	10920.29018	8003.751018	9790.349785	8851.796225	9466.940015	12449.79421	8003.751018	9143.624601	11503.46367	12742.94157	8085.25307	16966.47591	7361.52257	9571.54774	9895.472313	8085.25307	7802.9428	8546.652263	10545.31346	11635.38667
PA	38	6	 [M-H]-	6.1	20.29610212	24214.705	18702.55963	12885.31326	13026.22852	17608.5517	20714.5404	23159.77579	27239.10304	17608.5517	18247.44131	18067.9094	18067.9094	9571.54774	20327.14467	24214.705	22447.91099	22447.91099	18937.57755	25951.28394	30296.39733	33638.17968	23924.28495	25500.73895	36724.66763	35248.01076	23159.77579	9356.884638	21366.63529	18937.57755	28771.74832	29243.00786	32334.84937	22812.68529	24214.705	23159.77579	29243.00786	22812.68529	23924.28495	28771.74832	28771.74832	28218.77216	29243.00786	31259.28029	26360.88313	14724.89567	16386.57573	16966.47591	18067.9094
PI	38	4	 [M-H]-	5.92	20.34858925	6912224.465	4960867.569	4960867.569	4960867.569	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	4960867.569	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	3753959.849	6912224.465	3753959.849	4034855.608	3753959.849	6912224.465	6912224.465	6912224.465	4960867.569	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	6912224.465	5162995.746	4960867.569	3149082.437	6912224.465
PC	38	6	 [M-Ac-H]-	5.98	20.51139503	2071027.113	2204230.328	2071027.113	2622599.385	2397282.423	1884142.961	2397282.423	2397282.423	2622599.385	2071027.113	2204230.328	2397282.423	2397282.423	2397282.423	2397282.423	2397282.423	2071027.113	2622599.385	2622599.385	3435953.341	3149082.437	2071027.113	3149082.437	2397282.423	2817836.04	2204230.328	1495382.093	2622599.385	2622599.385	2071027.113	2071027.113	2817836.04	1593875.512	2397282.423	2204230.328	2204230.328	2071027.113	1884142.961	2204230.328	2071027.113	2204230.328	2622599.385	2817836.04	2622599.385	2397282.423	2204230.328	2204230.328	2204230.328
PA	38	4	 [M-H]-	6.36	20.53979364	69708.07873	81214.54244	49280.41387	67361.61477	59864.47171	73737.41715	70896.25117	58809.84777	82828.79401	68686.60327	63262.08124	58809.84777	56058.815	59864.47171	67361.61477	65492.33089	4161.742382	54883.45543	60634.15062	81214.54244	81214.54244	70896.25117	62362.18914	85084.45278	88404.09597	61526.44933	49280.41387	79918.06789	117019.0448	75184.02256	72107.91103	98648.44982	86575.4731	88404.09597	75184.02256	81214.54244	79918.06789	72107.91103	108334.541	111669.0779	68686.60327	86575.4731	81214.54244	90217.77615	4724.576909	65492.33089	75184.02256	90217.77615
PA	39	6	 [M-H]-	6.1	20.97588327	5181.987017	6438.311652	9246.632432	2810.839491	3272.637347	4358.274613	5121.013088	10799.50907	10200.2181	10200.2181	6358.933265	4358.274613	2743.344589	3887.383135	8734.681569	7643.747137	6780.993869	9571.54774	5121.013088	10084.7794	10417.92803	3540.80682	4098.627851	8085.25307	8851.796225	12449.79421	3670.896358	8366.496514	5046.353291	6855.172776	3404.004171	9681.432867	4229.020773	9571.54774	7002.689432	8546.652263	7802.9428	4724.576909	7109.191429	6283.677562	7547.911274	6137.358633	9571.54774	10920.29018	4098.627851	6679.558576	7361.52257	9050.873847
PE	37	4	 [M-H]-	6.04	21.06372307	26785.40807	25951.28394	24610.25289	52328.77234	38478.45817	34796.6138	48509.98818	28218.77216	44834.81588	42763.40042	27715.83374	32967.89905	42283.69278	44834.81588	52328.77234	43389.83524	34261.59846	27715.83374	30801.65174	44143.85588	36241.9376	37907.38456	26785.40807	46948.21139	31799.10539	37226.26664	26785.40807	38950.18571	60634.15062	60634.15062	94540.13303	50062.54275	38950.18571	72107.91103	54095.23537	54883.45543	76532.17844	36241.9376	72107.91103	57019.28813	51617.311	63262.08124	66504.19901	65492.33089	67361.61477	50722.2628	72107.91103	51617.311
PC	32	2	 [M-Ac-H]-	5.6	21.50888722	117019.0448	119982.8572	126478.1106	135948.5432	75184.02256	78173.57034	69708.07873	67361.61477	86575.4731	108334.541	82828.79401	90217.77615	60634.15062	63262.08124	64291.4863	58048.37328	88404.09597	108334.541	86575.4731	96584.48461	46229.57295	47662.42034	70896.25117	44834.81588	98648.44982	148818.3361	51617.311	85084.45278	54883.45543	70896.25117	68686.60327	73737.41715	52328.77234	50722.2628	76532.17844	65492.33089	37907.38456	46229.57295	47662.42034	31259.28029	57019.28813	67361.61477	68686.60327	53165.75427	47662.42034	38478.45817	52328.77234	27715.83374
PC	19	0	 [M-Ac-H]-	2.44	21.55855623	4300.141829	5468.678585	5391.201967	4416.094306	1961.546958	3050.957672	5984.784631	5536.57158	5468.678585	7643.747137	5391.201967	4416.094306	4790.861079	3751.763771	4659.238366	1318.901662	5121.013088	4300.141829	4098.627851	7284.649309	7907.055784	5391.201967	9356.884638	7189.423314	6925.183054	6137.358633	5763.853168	3751.763771	3820.681388	6925.183054	3670.896358	6925.183054	6066.814405	8455.581121	3670.896358	8003.751018	4416.094306	7718.022911	9986.738961	3887.383135	8734.681569	8003.751018	6780.993869	10200.2181	17401.05611	6780.993869	9466.940015	12596.77551
PC	35	0	 [M-Ac-H]-	7.47	21.56565428	12024.09727	13859.87196	7109.191429	23924.28495	13026.22852	13397.64806	16773.08692	14201.88184	9466.940015	14013.48143	8949.167845	6213.553237	15820.10437	17792.41107	11178.68926	11749.61957	9050.873847	8734.681569	10315.73832	17186.64427	13730.9193	12281.26295	12885.31326	9681.432867	10920.29018	8168.724542	224565.4536	11025.18956	14556.88344	8366.496514	12596.77551	11287.81578	11503.46367	11887.79399	13589.32676	10545.31346	20714.5404	13164.51431	15459.18542	13164.51431	14201.88184	14724.89567	13026.22852	8546.652263	24610.25289	13859.87196	11402.24045	13397.64806
PS	38	4	 [M-H]-	6.11	22.0371472	7547.911274	8546.652263	10920.29018	6283.677562	12596.77551	13164.51431	8851.796225	15248.15361	8645.201698	10799.50907	17401.05611	26360.88313	9986.738961	11287.81578	9466.940015	12449.79421	11503.46367	9466.940015	10084.7794	4098.627851	10315.73832	7002.689432	9571.54774	13589.32676	8645.201698	9895.472313	18067.9094	6213.553237	9246.632432	11178.68926	5468.678585	7002.689432	10417.92803	4659.238366	11503.46367	7361.52257	8085.25307	5607.045563	4867.280489	16194.62299	10084.7794	4098.627851	8085.25307	8003.751018	5904.660592	7643.747137	4724.576909	7109.191429
lysoPE	22	4	 [M-H]-	1.84	22.06106595	19484.46922	16011.11228	11887.79399	17608.5517	7361.52257	14724.89567	11503.46367	9790.349785	8168.724542	7284.649309	9571.54774	18247.44131	6137.358633	18067.9094	9986.738961	9143.624601	9895.472313	17608.5517	7189.423314	12449.79421	6780.993869	8366.496514	9895.472313	7284.649309	8546.652263	9050.873847	2968.137938	9681.432867	9050.873847	3200.942951	6438.311652	7109.191429	11178.68926	16194.62299	13288.47583	17608.5517	10545.31346	7189.423314	7907.055784	6780.993869	10920.29018	14013.48143	11178.68926	13730.9193	11287.81578	13288.47583	9986.738961	11503.46367
PE	37	2	 [M-H]-	7.28	22.68986717	8261.451098	4549.415695	9571.54774	7547.911274	5317.225338	11287.81578	7361.52257	11178.68926	3404.004171	9050.873847	13164.51431	13589.32676	6780.993869	5181.987017	6137.358633	5181.987017	1318.901662	8455.581121	4022.704967	3111.569587	5984.784631	6283.677562	5317.225338	2391.488578	6590.941923	4098.627851	8366.496514	4300.141829	7189.423314	6358.933265	9986.738961	7454.880217	3887.383135	2878.527703	2594.564479	6213.553237	5763.853168	5904.660592	5763.853168	8734.681569	2743.344589	3959.374609	3820.681388	2391.488578	9986.738961	9246.632432	6780.993869	6066.814405
PG	38	4	 [M-H]-	6.15	22.79855254	15078.57384	14013.48143	18937.57755	14918.67307	13859.87196	20327.14467	11749.61957	15820.10437	11178.68926	11025.18956	10200.2181	12742.94157	9143.624601	8645.201698	15627.52049	19190.54105	16386.57573	13589.32676	6213.553237	11503.46367	9895.472313	7802.9428	12024.09727	8949.167845	7547.911274	10920.29018	16966.47591	18067.9094	10315.73832	11287.81578	12170.68741	12885.31326	20034.94554	11178.68926	16584.58647	13164.51431	25500.73895	28771.74832	27715.83374	27239.10304	19757.56908	11287.81578	11503.46367	13589.32676	12449.79421	16966.47591	15078.57384	18702.55963
lysoPE	17	0	 [M-H]-	2.01	22.82268807	5763.853168	4659.238366	6925.183054	5252.923964	14724.89567	14918.67307	14724.89567	5984.784631	9571.54774	5536.57158	4161.742382	3887.383135	14013.48143	5607.045563	7907.055784	4549.415695	5536.57158	6925.183054	4867.280489	7189.423314	10545.31346	3670.896358	14724.89567	6679.558576	11178.68926	8851.796225	10545.31346	5181.987017	5252.923964	8734.681569	5607.045563	9571.54774	10799.50907	10417.92803	4300.141829	5046.353291	8949.167845	9571.54774	10678.13175	7643.747137	7907.055784	7361.52257	10678.13175	5904.660592	13288.47583	13026.22852	10084.7794	15820.10437
PG	34	2	 [M-H]-	5.57	22.88487407	35248.01076	35248.01076	28771.74832	29243.00786	20327.14467	28771.74832	29243.00786	22812.68529	23159.77579	40215.51767	33638.17968	34261.59846	23526.17736	23159.77579	25951.28394	24214.705	21045.67153	23159.77579	17186.64427	14013.48143	15078.57384	17186.64427	12742.94157	8546.652263	16584.58647	23924.28495	10799.50907	19484.46922	10799.50907	14201.88184	16011.11228	18702.55963	25951.28394	14201.88184	15820.10437	16966.47591	19190.54105	37907.38456	30296.39733	17401.05611	18501.3278	12742.94157	13589.32676	11402.24045	16584.58647	16011.11228	20714.5404	27239.10304
CerP	42	2	 [M-H]-	7.7	23.03724452	48509.98818	45578.92886	54883.45543	38478.45817	58809.84777	37907.38456	42283.69278	45578.92886	19190.54105	40878.69511	38950.18571	38478.45817	29755.87153	57019.28813	60634.15062	47662.42034	35775.94702	38478.45817	46948.21139	57019.28813	58809.84777	49280.41387	47662.42034	58048.37328	28771.74832	27239.10304	45578.92886	14556.88344	45578.92886	45578.92886	39529.5429	37907.38456	49280.41387	35775.94702	31799.10539	36241.9376	46948.21139	53165.75427	58809.84777	62362.18914	29755.87153	29755.87153	31799.10539	32967.89905	18702.55963	52328.77234	47662.42034	36241.9376
PA	41	4	 [M-H]-	6.54	23.22934814	126478.1106	82828.79401	46229.57295	86575.4731	58048.37328	60634.15062	72107.91103	90217.77615	81214.54244	86575.4731	103236.3216	138888.4285	47662.42034	72107.91103	82828.79401	79918.06789	154827.4909	98648.44982	100579.0198	53165.75427	98648.44982	100579.0198	172959.6396	57019.28813	73737.41715	98648.44982	148818.3361	81214.54244	32967.89905	103236.3216	96584.48461	126478.1106	58809.84777	86575.4731	73737.41715	78173.57034	72107.91103	76532.17844	90217.77615	67361.61477	103236.3216	85084.45278	78173.57034	58048.37328	70896.25117	36724.66763	50062.54275	58809.84777
PC	33	0	 [M-Ac-H]-	7.16	23.45439728	18501.3278	19190.54105	22812.68529	22812.68529	23526.17736	30296.39733	14918.67307	11887.79399	16584.58647	16966.47591	12885.31326	13397.64806	40215.51767	29755.87153	18247.44131	23924.28495	16011.11228	23526.17736	18501.3278	18501.3278	16011.11228	22447.91099	14918.67307	21750.47093	19484.46922	22447.91099	37907.38456	18247.44131	28771.74832	24610.25289	20327.14467	21366.63529	23159.77579	19757.56908	26785.40807	18067.9094	25072.32527	21045.67153	28218.77216	22447.91099	17186.64427	22447.91099	16011.11228	18937.57755	35248.01076	33638.17968	36724.66763	29243.00786
PE	39	2	 [M-H]-	6.9	23.59359076	11887.79399	8261.451098	16011.11228	11402.24045	21366.63529	28218.77216	24610.25289	12170.68741	17186.64427	10315.73832	14556.88344	10920.29018	17608.5517	13397.64806	16966.47591	14918.67307	11749.61957	10920.29018	12885.31326	17792.41107	10920.29018	14724.89567	5046.353291	18937.57755	19190.54105	17186.64427	20034.94554	21045.67153	40878.69511	29243.00786	26360.88313	18501.3278	17186.64427	21045.67153	20034.94554	18702.55963	14556.88344	15248.15361	25500.73895	10084.7794	18937.57755	17186.64427	21366.63529	18247.44131	16773.08692	34261.59846	28771.74832	25072.32527
PE	40	2	 [M-H]-	7.41	23.70473099	8851.796225	26785.40807	17792.41107	14556.88344	13288.47583	21366.63529	13859.87196	16011.11228	25951.28394	15078.57384	22812.68529	17608.5517	22134.47042	16386.57573	21750.47093	19757.56908	13730.9193	16011.11228	20714.5404	11025.18956	17186.64427	24610.25289	10545.31346	25072.32527	18937.57755	7643.747137	11402.24045	13730.9193	26785.40807	24214.705	26785.40807	15078.57384	14201.88184	10799.50907	15459.18542	11025.18956	24214.705	15820.10437	23526.17736	20034.94554	15820.10437	14918.67307	15627.52049	17792.41107	23159.77579	20714.5404	19190.54105	22134.47042
PC	43	4	 [M-Ac-H]-	8.17	23.83622074	3540.80682	1402.212156	2878.527703	3820.681388	3959.374609	2133.291963	3404.004171	1709.726245	2391.488578	2878.527703	2669.984489	3477.6142	2133.291963	2133.291963	1612.459789	6508.896099	3610.242924	1798.101474	1798.101474	3050.957672	3200.942951	1112.605235	3404.004171	3820.681388	2391.488578	3340.302365	1612.459789	3477.6142	1318.901662	4098.627851	2308.870748	2133.291963	2502.408702	4161.742382	2743.344589	1798.101474	3272.637347	3200.942951	3540.80682	3404.004171	3670.896358	2206.036458	4229.020773	3540.80682	5687.990307	3477.6142	3111.569587	3670.896358
PE	35	4	 [M-H]-	6.06	24.40744863	11749.61957	5181.987017	5317.225338	4549.415695	10920.29018	11178.68926	4724.576909	10315.73832	5317.225338	8168.724542	7284.649309	9466.940015	3340.302365	9050.873847	4022.704967	10545.31346	7109.191429	7454.880217	6066.814405	7361.52257	6925.183054	4924.961599	9681.432867	2878.527703	4022.704967	8734.681569	5984.784631	6283.677562	4022.704967	8851.796225	9571.54774	10084.7794	3751.763771	3200.942951	2206.036458	3111.569587	5687.990307	6066.814405	6438.311652	4300.141829	6590.941923	3272.637347	4790.861079	3751.763771	6066.814405	4161.742382	6213.553237	3820.681388
PE	34	4	 [M-H]-	5.71	24.52754944	5121.013088	2594.564479	3111.569587	3404.004171	5468.678585	1112.605235	1869.159223	4161.742382	1402.212156	4161.742382	3959.374609	1318.901662	660.59491	2594.564479	4161.742382	1402.212156	1798.101474	3111.569587	3111.569587	2040.725876	994.7251528	3610.242924	660.59491	1318.901662	1709.726245	1709.726245	771.6698041	4659.238366	1402.212156	6590.941923	2502.408702	2743.344589	1204.566098	1112.605235	1612.459789	1112.605235	508.2101443	508.2101443	2133.291963	1204.566098	2968.137938	1528.246722	1528.246722	1869.159223	1204.566098	1112.605235	1528.246722	994.7251528
PG	38	6	 [M-H]-	4.85	24.60147398	3887.383135	2040.725876	3200.942951	4022.704967	2878.527703	5836.569767	3887.383135	1204.566098	5536.57158	2133.291963	3751.763771	6679.558576	5252.923964	5904.660592	2968.137938	5252.923964	4416.094306	2743.344589	6590.941923	5317.225338	6855.172776	7284.649309	6925.183054	4987.425649	6855.172776	3670.896358	994.7251528	4867.280489	4358.274613	3610.242924	3477.6142	4549.415695	6780.993869	2594.564479	2391.488578	4724.576909	4549.415695	2743.344589	2669.984489	7718.022911	3751.763771	5317.225338	3959.374609	2968.137938	3200.942951	2810.839491	2743.344589	3959.374609
PA	38	2	 [M-H]-	7.26	24.64104114	10545.31346	6213.553237	4358.274613	8366.496514	8366.496514	9143.624601	9571.54774	8168.724542	15078.57384	8645.201698	12281.26295	15627.52049	11178.68926	13589.32676	8455.581121	7802.9428	6358.933265	4724.576909	6283.677562	9895.472313	13859.87196	8645.201698	6780.993869	13164.51431	9571.54774	6855.172776	23924.28495	10799.50907	16966.47591	16584.58647	10200.2181	22812.68529	7002.689432	12024.09727	10678.13175	9986.738961	11178.68926	8003.751018	11635.38667	19190.54105	8261.451098	14201.88184	6438.311652	12596.77551	12885.31326	13589.32676	8546.652263	9356.884638
plasmenyl-PE	32	0	 [M-H]-	7.08	25.11197119	11287.81578	10084.7794	14724.89567	9681.432867	9466.940015	5468.678585	10799.50907	7802.9428	16194.62299	24610.25289	15078.57384	13859.87196	10315.73832	14556.88344	7547.911274	11402.24045	9986.738961	7361.52257	11402.24045	18702.55963	7643.747137	5904.660592	7109.191429	6590.941923	12885.31326	14395.79471	8734.681569	14013.48143	10200.2181	9681.432867	10920.29018	10417.92803	18067.9094	13026.22852	13164.51431	9466.940015	9790.349785	4659.238366	9356.884638	8003.751018	13164.51431	12170.68741	11887.79399	11025.18956	14556.88344	7109.191429	9790.349785	12281.26295
PC	42	6	 [M-Ac-H]-	7.36	25.12717176	13026.22852	15248.15361	10678.13175	15248.15361	12885.31326	4485.016056	5536.57158	6590.941923	14724.89567	15627.52049	20714.5404	10799.50907	18937.57755	18702.55963	11749.61957	16011.11228	7547.911274	9246.632432	16011.11228	15459.18542	25072.32527	21366.63529	22447.91099	23526.17736	16966.47591	16584.58647	6137.358633	9143.624601	18067.9094	23159.77579	28218.77216	24610.25289	16773.08692	10200.2181	13397.64806	4098.627851	17401.05611	18702.55963	21045.67153	11287.81578	7189.423314	11402.24045	10315.73832	4790.861079	27715.83374	16194.62299	23526.17736	15078.57384
PG	36	4	 [M-H]-	4.91	25.13723341	872.5539861	2878.527703	3340.302365	5984.784631	5904.660592	6438.311652	4022.704967	3340.302365	5181.987017	3200.942951	2133.291963	9681.432867	4659.238366	3670.896358	6679.558576	6438.311652	3477.6142	3272.637347	4659.238366	5391.201967	4161.742382	6590.941923	3959.374609	4867.280489	7643.747137	4549.415695	2878.527703	5468.678585	5121.013088	5252.923964	5121.013088	3887.383135	2776.886981	3540.80682	3272.637347	2743.344589	5046.353291	4549.415695	3272.637347	4485.016056	3340.302365	3670.896358	2743.344589	4161.742382	7643.747137	3959.374609	2968.137938	6137.358633
PE	39	6	 [M-H]-	6.28	25.24654347	47662.42034	43389.83524	50062.54275	44834.81588	56058.815	76532.17844	38478.45817	57019.28813	36724.66763	44143.85588	49280.41387	30801.65174	67361.61477	53165.75427	56058.815	64291.4863	28218.77216	60634.15062	35775.94702	46948.21139	51617.311	68686.60327	57019.28813	59864.47171	40878.69511	26785.40807	35775.94702	25951.28394	57019.28813	41602.14373	43389.83524	42283.69278	42283.69278	34261.59846	48509.98818	46229.57295	50722.2628	34261.59846	36724.66763	39529.5429	43389.83524	46229.57295	67361.61477	54883.45543	34261.59846	44834.81588	39529.5429	35248.01076
