"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","QC.7"
"PC 39:7"," [M+H]+@6.56",13295.9136892857,17648.0953017857,17648.0953017857,23535.6674,19250.3550410714,21870.113375,16758.3396607143,12646.7265160714,23786.4344803571,18146.6995535714,16305.6618767857,30426.4898571429,17205.0590267857,17205.0590267857,25885.5997321429,21115.1249267857,20896.0796607143,19054.5808375,17205.0590267857,29604.2187464286,18146.6995535714,20896.0796607143,18849.0058946429,30426.4898571429,24648.4148571429,12252.0707714286,14590.6986964286,21870.113375,47138.1425892857,13482.9624910714,21658.0276339286,24878.3242321429,29604.2187464286,45353.4926071429,20896.0796607143,46570.3652142857,42270.1891785714,24045.4217035714,19250.3550410714,22655.337375,35812.2215678571,25187.8067964286,27852.3630714286,31812.2950125,25885.5997321429,27852.3630714286,36743.522125,35812.2215678571,20184.7195535714,19508.9562589286,28827.6476035714,18146.6995535714,24878.3242321429,30024.804525,25885.5997321429,28827.6476035714
"PC 39:8"," [M+H]+@6.26",7674.84652875,7818.80072071429,6074.70763767857,11031.9292982143,6173.28736053571,12445.6085892857,6173.28736053571,8453.61662321429,2738.26377142857,9366.42718928572,8062.34949107143,7674.84652875,9828.88380535714,8709.31950178571,15000.8127196429,11664.5865464286,8182.79665892857,14590.6986964286,6547.23283035714,15837.7024571429,13295.9136892857,7019.53097964286,9666.19391607143,8568.66695714286,6295.60251607143,3176.56450892857,9666.19391607143,8321.50644589286,8321.50644589286,7818.80072071429,7019.53097964286,4677.01265857143,8062.34949107143,6295.60251607143,4677.01265857143,7288.34971535714,12646.7265160714,6074.70763767857,8885.06739660714,4859.26014035714,8453.61662321429,5707.80606535714,10147.4543035714,5630.22297285714,4347.66305482143,4767.35150946429,8709.31950178571,5932.3872675,6769.99999642857,5707.80606535714,4565.76887392857,3176.56450892857,6074.70763767857,5510.25820196429,5630.22297285714,4972.19124428571
"PC 40:0"," [M+H]+@8.70",3698.57423714286,3062.60029232143,1009.10998678571,3598.08826178571,4347.66305482143,5630.22297285714,3598.08826178571,9666.19391607143,7149.45778035714,2200.30958714286,2524.25251839286,2738.26377142857,4347.66305482143,4565.76887392857,1208.25424607143,3481.14064946429,3904.26020160714,3286.37972392857,8062.34949107143,5276.15300892857,3367.97632982143,4972.19124428571,3367.97632982143,5380.08657803571,8321.50644589286,2623.71107660714,4972.19124428571,5830.36731714286,2200.30958714286,2623.71107660714,3176.56450892857,4003.08042589286,4440.50417821429,8709.31950178571,5830.36731714286,5510.25820196429,2853.8806975,1958.08991857143,7149.45778035714,5932.3872675,6074.70763767857,5187.78708392857,3797.53521178571,6173.28736053571,5276.15300892857,7958.53787553571,5830.36731714286,4767.35150946429,4859.26014035714,3904.26020160714,3286.37972392857,3598.08826178571,4003.08042589286,2409.38093892857,3062.60029232143,5380.08657803571
"PC 40:1"," [M+H]+@7.61",5276.15300892857,5830.36731714286,11835.7087017857,8709.31950178571,9518.17948142857,12646.7265160714,6413.77860446429,8062.34949107143,10296.9797839286,12445.6085892857,10480.6037157143,11187.2991785714,14251.4973392857,8568.66695714286,17648.0953017857,11187.2991785714,3481.14064946429,4677.01265857143,3176.56450892857,9828.88380535714,5083.32325839286,6173.28736053571,7674.84652875,5083.32325839286,9366.42718928572,2853.8806975,6769.99999642857,11324.7492232143,7818.80072071429,14779.4399142857,8453.61662321429,8709.31950178571,7288.34971535714,11835.7087017857,6646.52262571429,10017.8381107143,12445.6085892857,11187.2991785714,10821.5161821429,8453.61662321429,4972.19124428571,5932.3872675,5510.25820196429,10147.4543035714,8453.61662321429,6894.08267107143,5630.22297285714,5707.80606535714,4003.08042589286,6173.28736053571,5380.08657803571,4859.26014035714,2409.38093892857,5276.15300892857,2524.25251839286,5187.78708392857
"PC 40:1"," [M+H]+@8.23",6074.70763767857,5630.22297285714,10821.5161821429,6769.99999642857,12646.7265160714,9828.88380535714,9064.79783035714,12252.0707714286,13696.6282857143,10480.6037157143,11664.5865464286,8182.79665892857,15837.7024571429,11664.5865464286,13867.7270535714,7818.80072071429,11515.6484035714,16062.4849892857,11324.7492232143,9666.19391607143,9198.65279285714,14429.5051482143,17205.0590267857,8885.06739660714,9666.19391607143,5830.36731714286,5932.3872675,8182.79665892857,6547.23283035714,6413.77860446429,4767.35150946429,6894.08267107143,9064.79783035714,14590.6986964286,12646.7265160714,8885.06739660714,6547.23283035714,6769.99999642857,9666.19391607143,14590.6986964286,10017.8381107143,9518.17948142857,10480.6037157143,11187.2991785714,6894.08267107143,4003.08042589286,7019.53097964286,8182.79665892857,7288.34971535714,9666.19391607143,12646.7265160714,11187.2991785714,11187.2991785714,7958.53787553571,11515.6484035714,12820.3079732143
"PC 40:10"," [M+H]+@5.57",60928.3265178571,72407.9940714286,58039.6899285714,87020.9964285714,76376.5748392857,63343.01875,37210.6875,76376.5748392857,129249.328392857,119141.037589286,127190.990535714,109734.807660714,76376.5748392857,111261.935339286,32263.4358392857,114718.668821429,61580.5224107143,71418.1367142857,81740.4788392857,96672.7195,80728.0989821429,100478.048964286,111261.935339286,92328.8735892857,61580.5224107143,15660.504375,39180.905925,60928.3265178571,35409.6194821429,45353.4926071429,48140.8671607143,48620.6934642857,73265.899375,79587.1851607143,80728.0989821429,78684.2205,42740.6879821429,50560.2420107143,37210.6875,77587.5420535714,37210.6875,36345.0238035714,34346.9940660714,40740.1316785714,27166.2703839286,22655.337375,25187.8067964286,37210.6875,60032.3102321429,55809.6597678571,78684.2205,62397.9615714286,52560.8878035714,64172.3337857143,72407.9940714286,56548.0280714286
"PC 40:3"," [M+H]+@7.61",83724.0643392857,68428.0165178571,88251.3293035714,80728.0989821429,150075.023571429,150075.023571429,141663.135,141663.135,257841.348571429,205717.823821429,233684.990357143,148082.963214286,177587.820892857,177587.820892857,60032.3102321429,190104.917589286,130993.285892857,159336.401428571,122175.508571429,132752.419464286,184039.758214286,187151.798392857,180852.8255,100478.048964286,48620.6934642857,38739.4274821429,82936.7736785714,68428.0165178571,114718.668821429,85871.8150892857,95086.8434821429,72407.9940714286,212703.797678571,271658.989642857,238608.613928571,155129.416142857,171733.162857143,171733.162857143,201258.031607143,205717.823821429,92328.8735892857,123774.517142857,117821.062892857,111261.935339286,187151.798392857,114718.668821429,123774.517142857,117821.062892857,139873.235125,169170.56625,169170.56625,127190.990535714,136258.970214286,116331.312910714,132752.419464286,125566.644553571
"PC 40:4"," [M+H]+@6.45",7446.81342910714,4677.01265857143,3367.97632982143,4859.26014035714,4233.94117535714,3481.14064946429,4972.19124428571,5830.36731714286,3797.53521178571,2623.71107660714,4003.08042589286,5707.80606535714,5630.22297285714,6074.70763767857,6173.28736053571,5083.32325839286,5380.08657803571,8885.06739660714,11515.6484035714,5083.32325839286,12054.161475,9064.79783035714,9518.17948142857,7288.34971535714,5707.80606535714,5932.3872675,1958.08991857143,3176.56450892857,5830.36731714286,3797.53521178571,6413.77860446429,5083.32325839286,9518.17948142857,3797.53521178571,3797.53521178571,3286.37972392857,8062.34949107143,4233.94117535714,8062.34949107143,6295.60251607143,9366.42718928572,6894.08267107143,6547.23283035714,8062.34949107143,7958.53787553571,5932.3872675,3367.97632982143,12961.7473964286,15439.1810178571,8568.66695714286,11664.5865464286,8709.31950178571,11515.6484035714,12820.3079732143,12820.3079732143,9198.65279285714
"PC 40:4"," [M+H]+@7.36",407758.431857143,393477.473428571,311979.460892857,466485.172642857,518741.019642857,477320.170892857,466485.172642857,638831.869375,1082003.45821429,788580.424071429,626634.444821429,613608.007821429,657027.033392857,638831.869375,372047.992285714,753683.109821429,638831.869375,955879.297321429,626634.444821429,788580.424071429,886650.390178571,994300.145714286,919618.595714286,708525.935696429,393477.473428571,295686.620535714,414307.393392857,393477.473428571,466485.172642857,348602.556071429,407758.431857143,348602.556071429,583411.744732143,886650.390178571,708525.935696429,638831.869375,679997.608267857,708525.935696429,708525.935696429,753683.109821429,613608.007821429,599307.431678572,599307.431678572,485844.163392857,638831.869375,428359.130321429,638831.869375,626634.444821429,886650.390178571,1041433.58625,919618.595714286,1041433.58625,1041433.58625,994300.145714286,994300.145714286,994300.145714286
"PC 40:4"," [M+Na]+@7.43",12054.161475,17205.0590267857,19054.5808375,22098.1082571429,31521.0185357143,51078.9281285714,16562.38995,21395.8974232143,51078.9281285714,33163.5863571429,21658.0276339286,22344.0875178571,29604.2187464286,25187.8067964286,17470.1654285714,32697.9834678571,31812.2950125,33964.91875,21870.113375,27852.3630714286,35812.2215678571,32263.4358392857,26837.4808035714,26171.2539482143,19707.9837678571,13482.9624910714,16562.38995,12054.161475,44400.4986964286,18589.3386625,14429.5051482143,19915.4671964286,43291.4779107143,54373.6077857143,48620.6934642857,34346.9940660714,38739.4274821429,34346.9940660714,32697.9834678571,37210.6875,26496.8920107143,38739.4274821429,42740.6879821429,20896.0796607143,43924.0483357143,29604.2187464286,43924.0483357143,37709.0024642857,24338.8607678571,36345.0238035714,31812.2950125,24878.3242321429,23535.6674,36345.0238035714,37709.0024642857,26171.2539482143
"PC 40:5"," [M+H]+@7.01",1479117.02589286,1750917.09642857,1401515.98839286,2377512.36607143,2057660.45535714,1830197.00892857,1272932.56785714,1830197.00892857,2524491.27857143,2377512.36607143,1830197.00892857,2377512.36607143,2377512.36607143,2194597.62678571,2917267.36071429,2377512.36607143,2917267.36071429,3147640.32142857,2377512.36607143,2524491.27857143,3147640.32142857,2917267.36071429,2707890.17321429,2377512.36607143,2057660.45535714,1830197.00892857,1401515.98839286,1479117.02589286,1927700.38107143,1479117.02589286,1830197.00892857,1479117.02589286,2194597.62678571,2057660.45535714,2377512.36607143,2377512.36607143,2377512.36607143,2194597.62678571,1662327.25089286,1927700.38107143,2194597.62678571,1479117.02589286,1830197.00892857,1830197.00892857,1662327.25089286,1750917.09642857,1927700.38107143,2377512.36607143,2377512.36607143,2194597.62678571,2524491.27857143,2194597.62678571,2524491.27857143,3147640.32142857,2194597.62678571,2524491.27857143
"PC 40:5"," [M+Na]+@7.05",15248.5211732143,22098.1082571429,16758.3396607143,33964.91875,18146.6995535714,20466.9086928571,17205.0590267857,13295.9136892857,33549.8261214286,29604.2187464286,16990.3754589286,34815.1407125,23786.4344803571,27166.2703839286,56548.0280714286,37709.0024642857,32263.4358392857,48620.6934642857,39180.905925,43924.0483357143,34815.1407125,35409.6194821429,33964.91875,38222.1059642857,29604.2187464286,25885.5997321429,12252.0707714286,12961.7473964286,20466.9086928571,12646.7265160714,11664.5865464286,25187.8067964286,12054.161475,19054.5808375,15837.7024571429,20896.0796607143,23786.4344803571,22344.0875178571,9366.42718928572,7818.80072071429,19707.9837678571,16562.38995,18146.6995535714,17470.1654285714,13295.9136892857,9828.88380535714,37709.0024642857,28827.6476035714,22655.337375,17205.0590267857,17470.1654285714,20896.0796607143,22655.337375,23786.4344803571,18146.6995535714,20701.8814285714
"PC 40:6"," [M+H]+@5.85",54373.6077857143,47588.3137857143,64910.1661964286,106251.872142857,56548.0280714286,47138.1425892857,35812.2215678571,34815.1407125,169170.56625,83724.0643392857,130993.285892857,103280.380357143,73265.899375,95086.8434821429,50560.2420107143,95086.8434821429,91027.3493928571,93520.8039821429,119141.037589286,130993.285892857,114718.668821429,119141.037589286,141663.135,157757.314821429,82936.7736785714,39180.905925,34346.9940660714,80728.0989821429,48140.8671607143,52560.8878035714,55107.5350232143,66790.6490892857,38222.1059642857,26837.4808035714,55809.6597678571,48620.6934642857,63343.01875,58590.797375,42740.6879821429,40158.8461785714,48620.6934642857,21658.0276339286,32263.4358392857,43291.4779107143,37210.6875,30426.4898571429,32263.4358392857,27852.3630714286,64910.1661964286,88251.3293035714,96672.7195,64172.3337857143,64910.1661964286,88251.3293035714,75446.9514642857,81740.4788392857
"PC 40:6"," [M+H]+@6.63",7750404.18214286,7750404.18214286,11631902.2053571,9353458.89285714,10316561.6160714,13227403.2142857,11631902.2053571,7750404.18214286,11631902.2053571,8413786.19642857,8413786.19642857,11631902.2053571,13227403.2142857,8413786.19642857,4720640.14285714,11631902.2053571,13227403.2142857,10316561.6160714,11631902.2053571,13227403.2142857,10316561.6160714,11631902.2053571,9353458.89285714,13227403.2142857,20361405.2857143,16300016.1428571,13227403.2142857,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571,13227403.2142857,11631902.2053571,16300016.1428571,13227403.2142857,16300016.1428571,13227403.2142857,16300016.1428571,20361405.2857143,16300016.1428571,20361405.2857143,20361405.2857143,16300016.1428571,16300016.1428571,20361405.2857143,20361405.2857143,11631902.2053571,13227403.2142857,13227403.2142857,13227403.2142857,16300016.1428571,16300016.1428571,16300016.1428571,16300016.1428571
"PC 40:6"," [M+Na]+@6.72",24045.4217035714,50560.2420107143,79587.1851607143,73265.899375,61580.5224107143,73265.899375,42270.1891785714,28827.6476035714,52560.8878035714,60032.3102321429,48140.8671607143,53084.9719464286,44872.1232142857,44400.4986964286,68428.0165178571,47138.1425892857,74354.0717321429,63343.01875,84781.2899285714,74354.0717321429,59235.9577142857,62397.9615714286,58039.6899285714,53603.7779642857,103280.380357143,92328.8735892857,57274.9927142857,51863.2385178571,150075.023571429,83724.0643392857,74354.0717321429,73265.899375,55107.5350232143,65810.4067678571,40158.8461785714,92328.8735892857,127190.990535714,120778.945660714,76376.5748392857,48140.8671607143,69235.555,64910.1661964286,99141.5412678571,80728.0989821429,83724.0643392857,151750.858928571,127190.990535714,122175.508571429,79587.1851607143,63343.01875,81740.4788392857,76376.5748392857,60928.3265178571,82936.7736785714,79587.1851607143,64172.3337857143
"PC 40:7"," [M+H]+@6.11",1272932.56785714,2377512.36607143,1927700.38107143,2917267.36071429,2194597.62678571,1927700.38107143,1401515.98839286,1334914.06285714,3404619.23928571,2524491.27857143,3646891.38928571,2524491.27857143,2524491.27857143,2524491.27857143,2194597.62678571,2707890.17321429,3147640.32142857,3404619.23928571,2707890.17321429,3646891.38928571,4720640.14285714,3981165.63392857,3981165.63392857,4262567.43214286,2194597.62678571,1272932.56785714,1211694.65464286,1750917.09642857,2057660.45535714,1750917.09642857,1750917.09642857,1662327.25089286,1830197.00892857,2194597.62678571,1750917.09642857,1927700.38107143,2524491.27857143,2057660.45535714,1587400.85357143,1830197.00892857,1830197.00892857,1662327.25089286,1927700.38107143,1662327.25089286,1830197.00892857,1587400.85357143,1662327.25089286,1750917.09642857,2707890.17321429,2377512.36607143,2194597.62678571,2524491.27857143,2057660.45535714,2707890.17321429,2917267.36071429,2707890.17321429
"PC 40:7"," [M+Na]+@5.72",212703.797678571,421091.437803571,141663.135,496519.185875,407758.431857143,613608.007821429,428359.130321429,729938.209285714,994300.145714286,518741.019642857,955879.297321429,886650.390178571,788580.424071429,729938.209285714,62397.9615714286,955879.297321429,626634.444821429,886650.390178571,496519.185875,955879.297321429,994300.145714286,919618.595714286,1041433.58625,955879.297321429,97910.0930892857,64910.1661964286,285347.296428571,201258.031607143,381549.305160714,171733.162857143,146110.468035714,146110.468035714,459518.717321429,450520.603928571,443034.381428571,311979.460892857,348602.556071429,306250.888214286,348602.556071429,466485.172642857,342575.355107143,290126.623517857,208476.134642857,243308.448035714,281397.249821429,153655.769107143,143734.935357143,226122.400535714,365996.245535714,300330.617678571,377003.085,377003.085,365996.245535714,329361.089857143,450520.603928571,401213.237982143
"PC 40:8"," [M+H]+@5.72",753683.109821429,1211694.65464286,626634.444821429,1662327.25089286,1401515.98839286,1401515.98839286,847475.440892857,2194597.62678571,1927700.38107143,1662327.25089286,1927700.38107143,1830197.00892857,1830197.00892857,1272932.56785714,428359.130321429,1830197.00892857,1334914.06285714,1750917.09642857,1272932.56785714,1750917.09642857,1750917.09642857,1830197.00892857,2057660.45535714,1750917.09642857,599307.431678572,407758.431857143,919618.595714286,816021.157142857,1479117.02589286,613608.007821429,708525.935696429,599307.431678572,1401515.98839286,1211694.65464286,1401515.98839286,994300.145714286,1401515.98839286,1041433.58625,1082003.45821429,1662327.25089286,1041433.58625,994300.145714286,816021.157142857,994300.145714286,994300.145714286,613608.007821429,626634.444821429,816021.157142857,1082003.45821429,994300.145714286,1082003.45821429,1211694.65464286,1145645.24982143,1334914.06285714,1334914.06285714,1272932.56785714
"PC 40:8"," [M+Na]+@5.77",24878.3242321429,39672.23125,20466.9086928571,40740.1316785714,36743.522125,42740.6879821429,25187.8067964286,38222.1059642857,58039.6899285714,37210.6875,31812.2950125,46053.4322303571,53084.9719464286,48620.6934642857,28495.2293321429,54373.6077857143,56548.0280714286,66790.6490892857,53603.7779642857,57274.9927142857,65810.4067678571,71418.1367142857,69235.555,68428.0165178571,26837.4808035714,20896.0796607143,35812.2215678571,28495.2293321429,61580.5224107143,34815.1407125,32263.4358392857,20184.7195535714,49856.8851607143,44872.1232142857,33964.91875,37210.6875,68428.0165178571,52560.8878035714,35812.2215678571,55107.5350232143,41284.5769428571,40740.1316785714,36743.522125,49173.166625,55107.5350232143,33549.8261214286,28827.6476035714,44400.4986964286,38222.1059642857,43291.4779107143,54373.6077857143,63343.01875,49856.8851607143,49856.8851607143,65810.4067678571,53084.9719464286
"PC 40:9"," [M+H]+@5.37",35409.6194821429,28495.2293321429,23535.6674,35812.2215678571,49173.166625,33964.91875,33163.5863571429,51078.9281285714,66790.6490892857,67625.6619821429,95086.8434821429,58039.6899285714,66790.6490892857,58590.797375,16758.3396607143,66790.6490892857,45353.4926071429,44872.1232142857,43291.4779107143,64172.3337857143,70122.0761785714,81740.4788392857,80728.0989821429,62397.9615714286,19250.3550410714,7560.55331428571,30426.4898571429,32263.4358392857,33964.91875,27516.2858410714,26837.4808035714,13482.9624910714,51078.9281285714,55107.5350232143,46570.3652142857,24338.8607678571,33163.5863571429,31521.0185357143,40740.1316785714,39180.905925,22098.1082571429,22996.4870714286,22655.337375,19707.9837678571,22655.337375,12054.161475,9198.65279285714,23535.6674,34346.9940660714,35409.6194821429,32263.4358392857,35812.2215678571,20466.9086928571,38222.1059642857,43291.4779107143,32263.4358392857
"PC 40:9"," [M+H]+@6.01",111261.935339286,238608.613928571,306250.888214286,263002.767857143,271658.989642857,271658.989642857,164340.867678571,134721.242857143,193773.984285714,247227.189464286,197317.689285714,226122.400535714,285347.296428571,285347.296428571,450520.603928571,243308.448035714,281397.249821429,365996.245535714,381549.305160714,281397.249821429,276026.942321429,257841.348571429,247227.189464286,263002.767857143,281397.249821429,257841.348571429,132752.419464286,150075.023571429,386893.902142857,212703.797678571,184039.758214286,171733.162857143,129249.328392857,146110.468035714,125566.644553571,201258.031607143,554847.643767857,407758.431857143,257841.348571429,212703.797678571,217027.624642857,153655.769107143,300330.617678571,201258.031607143,238608.613928571,407758.431857143,348602.556071429,285347.296428571,238608.613928571,208476.134642857,217027.624642857,220961.976607143,243308.448035714,252427.242857143,257841.348571429,252427.242857143
"PC 40:9"," [M+Na]+@5.42",1009.10998678571,3367.97632982143,1583.11261982143,3062.60029232143,3481.14064946429,3598.08826178571,1583.11261982143,5932.3872675,4003.08042589286,4859.26014035714,6173.28736053571,6413.77860446429,6413.77860446429,7019.53097964286,1009.10998678571,5510.25820196429,3797.53521178571,2962.86339982143,1429.82686803571,7958.53787553571,8885.06739660714,6646.52262571429,8321.50644589286,3286.37972392857,2524.25251839286,656.942895535714,3797.53521178571,2962.86339982143,2111.11652232143,1583.11261982143,2111.11652232143,1009.10998678571,3286.37972392857,3598.08826178571,3698.57423714286,3797.53521178571,5830.36731714286,4347.66305482143,2409.38093892857,3481.14064946429,4003.08042589286,2111.11652232143,2111.11652232143,1009.10998678571,2524.25251839286,1208.25424607143,656.942895535714,3797.53521178571,2853.8806975,2111.11652232143,4233.94117535714,2853.8806975,3797.53521178571,1208.25424607143,4972.19124428571,2524.25251839286
"PC 41:4"," [M+H]+@7.52",14025.1392089286,13867.7270535714,12961.7473964286,13482.9624910714,20184.7195535714,20184.7195535714,11324.7492232143,15660.504375,16305.6618767857,22655.337375,13482.9624910714,17205.0590267857,12252.0707714286,19054.5808375,23786.4344803571,15000.8127196429,18146.6995535714,18146.6995535714,13696.6282857143,20701.8814285714,18324.2519410714,28136.8426732143,31521.0185357143,15000.8127196429,27852.3630714286,8062.34949107143,17905.7529821429,16305.6618767857,20896.0796607143,19250.3550410714,22344.0875178571,19250.3550410714,26171.2539482143,20466.9086928571,23535.6674,19915.4671964286,25187.8067964286,16990.3754589286,14429.5051482143,17205.0590267857,23786.4344803571,26171.2539482143,12646.7265160714,20701.8814285714,22344.0875178571,19915.4671964286,21870.113375,16062.4849892857,13295.9136892857,13696.6282857143,9366.42718928572,15248.5211732143,12961.7473964286,18589.3386625,14779.4399142857,13295.9136892857
"PC 41:6"," [M+H]+@6.98",80728.0989821429,71418.1367142857,89732.2299821428,67625.6619821429,125566.644553571,93520.8039821429,123774.517142857,119141.037589286,123774.517142857,116331.312910714,109734.807660714,197317.689285714,129249.328392857,120778.945660714,31145.2635178571,116331.312910714,164340.867678571,112896.958089286,100478.048964286,153655.769107143,155129.416142857,164340.867678571,169170.56625,117821.062892857,141663.135,61580.5224107143,134721.242857143,143734.935357143,141663.135,117821.062892857,153655.769107143,157757.314821429,201258.031607143,201258.031607143,139873.235125,164340.867678571,130993.285892857,117821.062892857,123774.517142857,127190.990535714,164340.867678571,190104.917589286,107961.024285714,141663.135,148082.963214286,134721.242857143,111261.935339286,120778.945660714,104925.049285714,89732.2299821428,101877.901339286,117821.062892857,106251.872142857,99141.5412678571,112896.958089286,109734.807660714
"PC 42:1"," [M+H]+@8.75",5187.78708392857,3904.26020160714,5380.08657803571,7674.84652875,6295.60251607143,3797.53521178571,4003.08042589286,6646.52262571429,6413.77860446429,6173.28736053571,3598.08826178571,6769.99999642857,6547.23283035714,4859.26014035714,11515.6484035714,5380.08657803571,5630.22297285714,6295.60251607143,7958.53787553571,8062.34949107143,10147.4543035714,8321.50644589286,6413.77860446429,4129.22620732143,4767.35150946429,4233.94117535714,7149.45778035714,7818.80072071429,2409.38093892857,4859.26014035714,2962.86339982143,2623.71107660714,5187.78708392857,8453.61662321429,6295.60251607143,5830.36731714286,2409.38093892857,4129.22620732143,4972.19124428571,5187.78708392857,6547.23283035714,8453.61662321429,5380.08657803571,7446.81342910714,3698.57423714286,4972.19124428571,4972.19124428571,2409.38093892857,5380.08657803571,6074.70763767857,3481.14064946429,8182.79665892857,5510.25820196429,5380.08657803571,4859.26014035714,7958.53787553571
"PC 42:10"," [M+H]+@5.66",226122.400535714,414307.393392857,139873.235125,485844.163392857,381549.305160714,540163.743267857,386893.902142857,679997.608267857,955879.297321429,435166.857857143,886650.390178571,729938.209285714,816021.157142857,708525.935696429,75446.9514642857,847475.440892857,599307.431678572,753683.109821429,477320.170892857,994300.145714286,955879.297321429,955879.297321429,955879.297321429,919618.595714286,100478.048964286,65810.4067678571,230115.201964286,193773.984285714,372047.992285714,166881.198089286,164340.867678571,139873.235125,443034.381428571,421091.437803571,466485.172642857,306250.888214286,359016.831160714,300330.617678571,329361.089857143,443034.381428571,353551.866446429,281397.249821429,197317.689285714,263002.767857143,263002.767857143,148082.963214286,136258.970214286,230115.201964286,381549.305160714,359016.831160714,428359.130321429,407758.431857143,435166.857857143,377003.085,496519.185875,377003.085
"PC 42:10"," [M+Na]+@5.70",9666.19391607143,18849.0058946429,5510.25820196429,16562.38995,19508.9562589286,21395.8974232143,20466.9086928571,20466.9086928571,30024.804525,41284.5769428571,28495.2293321429,26171.2539482143,27166.2703839286,34346.9940660714,7958.53787553571,34815.1407125,33549.8261214286,43924.0483357143,16990.3754589286,39180.905925,50560.2420107143,41788.9912446429,41284.5769428571,55107.5350232143,656.942895535714,3286.37972392857,29604.2187464286,12445.6085892857,28827.6476035714,29604.2187464286,24045.4217035714,7674.84652875,41284.5769428571,32697.9834678571,30024.804525,23233.7167285714,17205.0590267857,30024.804525,28136.8426732143,24045.4217035714,25515.7566642857,51078.9281285714,15000.8127196429,21115.1249267857,28136.8426732143,16305.6618767857,7149.45778035714,23786.4344803571,39180.905925,27516.2858410714,28495.2293321429,46053.4322303571,31812.2950125,20896.0796607143,20896.0796607143,35812.2215678571
"PC 42:11"," [M+H]+@5.50",26171.2539482143,38739.4274821429,24878.3242321429,39180.905925,25515.7566642857,43924.0483357143,21395.8974232143,30426.4898571429,40158.8461785714,42270.1891785714,34346.9940660714,43924.0483357143,53603.7779642857,43291.4779107143,24878.3242321429,46053.4322303571,53603.7779642857,67625.6619821429,44400.4986964286,59235.9577142857,51863.2385178571,67625.6619821429,62397.9615714286,69235.555,23233.7167285714,19054.5808375,30828.0614821429,26496.8920107143,58039.6899285714,30024.804525,30024.804525,17648.0953017857,44400.4986964286,43924.0483357143,25885.5997321429,37709.0024642857,47588.3137857143,47588.3137857143,28827.6476035714,47588.3137857143,39672.23125,35812.2215678571,43924.0483357143,44872.1232142857,49856.8851607143,30828.0614821429,31145.2635178571,40158.8461785714,41788.9912446429,46570.3652142857,48620.6934642857,55107.5350232143,55107.5350232143,46053.4322303571,59235.9577142857,44400.4986964286
"PC 42:2"," [M+H]+@8.40",12820.3079732143,12820.3079732143,11515.6484035714,9666.19391607143,11031.9292982143,6173.28736053571,13696.6282857143,18146.6995535714,11324.7492232143,14590.6986964286,8453.61662321429,10821.5161821429,14025.1392089286,16305.6618767857,19915.4671964286,12445.6085892857,10660.3970267857,13482.9624910714,10147.4543035714,8321.50644589286,9518.17948142857,17905.7529821429,13696.6282857143,9518.17948142857,10147.4543035714,14429.5051482143,20184.7195535714,15248.5211732143,11187.2991785714,16990.3754589286,14025.1392089286,11664.5865464286,17470.1654285714,15837.7024571429,14590.6986964286,9198.65279285714,6413.77860446429,14590.6986964286,19508.9562589286,8182.79665892857,10296.9797839286,11835.7087017857,18849.0058946429,15837.7024571429,16305.6618767857,13696.6282857143,12646.7265160714,12646.7265160714,12054.161475,11187.2991785714,8453.61662321429,11515.6484035714,11031.9292982143,10660.3970267857,15439.1810178571,11835.7087017857
