"Lipid","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309"
"TG 62_11",23579.0024642857,18178.1888875,41996.9177589286,18178.1888875,26195.5927696429,22417.2371946429,9632.68153035714,20815.1330178571
"TG 56_10",33679.5103964286,25881.2709928571,51795.0621428571,39125.4085535714,41996.9177589286,27253.9484821429,22746.1475357143,38668.3322857143
"TG 64_13",6922.36611035714,4758.78730589286,8125.48476017857,2946.67659517857,3688.59157071429,2726.94451017857,3990.92321571429,8816.23721785714
"TG 62_15",11020.5853321429,7990.22304464286,12732.5940125,10487.4956032143,3149.46716821429,5167.27360178571,2283.52759196429,9464.67715821428
"CerP 34_1",30383.8583236364,36125.2823945455,29648.2006909091,33594.7409636364,23067.03016,21710.9855054545,20380.9066963636,24763.0487636364
"CerP 34_2",10169.3465090909,10003.5508163636,8246.83139454545,9483.26308545455,11172.7140963636,8246.83139454545,9362.89576181818,8901.70754727273
"CerP 42_2",51870.9948327273,47387.1783254545,48505.1502109091,57269.966,45005.9789818182,43117.2787272727,39698.9073981818,39698.9073981818
"CL 74_7",551858.800470909,440421.132867273,516913.026936364,516913.026936364,310263.776181818,440421.132867273,473383.558363636,551858.800470909
"CL 80_7",11400.04014,9861.82264545455,11971.2433290909,12550.6860290909,9635.87552909091,14776.9619636364,12973.3231490909,11583.7590145455
"CL 82_3",18321.7451418182,18646.7552181818,8901.70754727273,21222.3321545455,18646.7552181818,21222.3321545455,23574.2598345455,23067.03016
"CL 74_5",39698.9073981818,39698.9073981818,18321.7451418182,18321.7451418182,19515.7138218182,19515.7138218182,62931.4059709091,20380.9066963636
"CL 82_13",2709.10326,4771.65126545454,5195.14189454546,5195.14189454546,3096.79024909091,2175.32092181818,4392.16932,3263.22954181818
"CL 74_3",143053.768181818,171690.330545455,107718.237418182,202708.778909091,202708.778909091,202708.778909091,250216.77756,185239.947636364
"CL 78_4",19124.6620818182,42279.5091290909,22483.9724181818,32820.7562618182,47387.1783254545,36125.2823945455,37612.7856727273,42279.5091290909
"CL 82_5",73825.6349636364,58705.5622836364,49665.4884236364,78165.3384363636,64782.2040363636,71287.1442545454,46306.9676709091,69659.2434909091
"CL 76_5",7665.97158181818,11583.7590145455,2437.01323454545,5722.79815636364,10169.3465090909,9362.89576181818,15534.6538327273,7343.90158363636
"CL 78_9",32820.7562618182,27659.1303090909,20816.35512,24763.0487636364,6483.06386727273,15299.4310127273,25818.4647272727,23574.2598345455
"CL 76_9",28914.4493818182,25818.4647272727,27659.1303090909,38284.3462290909,36820.9433381818,24763.0487636364,15798.6474018182,22107.0000290909
"CL 70_1",9861.82264545455,17451.3799636364,17451.3799636364,18646.7552181818,17451.3799636364,31859.7229818182,33594.7409636364,28914.4493818182
"CL 76_12",11780.2501981818,5900.45238181818,7175.75632,8901.70754727273,8901.70754727273,7665.97158181818,7665.97158181818,11031.1025527273
"CL 78_3",9030.9233,5035.01111818182,7524.79366363636,8124.56497636364,11971.2433290909,6334.32405636364,10869.7143309091,9030.9233
"CL 76_3",13917.5382454545,13137.3180181818,6635.41363636364,10395.2237127273,36125.2823945455,15534.6538327273,13917.5382454545,10869.7143309091
"CL 82_15",58705.5622836364,48505.1502109091,86490.7925272727,44049.3884363636,34936.9045872727,47387.1783254545,58705.5622836364,81127.6161818182
"CL 70_5",19930.2881272727,20380.9066963636,31069.8095018182,17198.9299418182,22483.9724181818,34936.9045872727,54069.1882545455,44049.3884363636
"CL 80_3",4915.07942909091,6334.32405636364,3541.95224727273,15798.6474018182,26428.5938909091,16346.9313836364,12550.6860290909,11780.2501981818
"CL 78_1",24157.5386745455,33594.7409636364,16346.9313836364,20816.35512,28914.4493818182,31069.8095018182,32820.7562618182,33594.7409636364
"CL 80_9",26972.4622490909,31859.7229818182,34145.46782,46306.9676709091,40510.3651636364,37612.7856727273,64782.2040363636,36820.9433381818
"CL 80_11",22483.9724181818,30383.8583236364,19930.2881272727,30383.8583236364,16075.2071472727,9194.31428,22107.0000290909,17451.3799636364
"CL 84_13",21710.9855054545,14196.5897563636,6334.32405636364,16951.9129636364,19930.2881272727,11780.2501981818,9861.82264545455,8572.49414363636
"CL 78_6",17198.9299418182,11780.2501981818,30383.8583236364,12973.3231490909,18321.7451418182,8901.70754727273,7175.75632,13917.5382454545
"CL 80_12",9635.87552909091,6635.41363636364,4392.16932,8719.56898727273,7050.53700909091,7343.90158363636,7343.90158363636,7814.74647818182
"CL 76_11",11583.7590145455,17733.9000709091,14196.5897563636,11031.1025527273,17198.9299418182,12337.0812727273,13471.0048654545,19515.7138218182
"PA 36_2",38998.2246727273,43117.2787272727,39698.9073981818,50620.7787945455,69659.2434909091,64782.2040363636,60206.5804727273,47387.1783254545
"PA 34_2",19515.7138218182,25230.9040363636,13294.8019472727,31859.7229818182,42279.5091290909,34145.46782,35430.9966436364,21222.3321545455
"PA 34_1",13294.8019472727,23067.03016,24157.5386745455,16075.2071472727,13694.5608363636,15798.6474018182,12337.0812727273,13294.8019472727
"PA 36_3",15798.6474018182,31069.8095018182,12141.1197690909,37612.7856727273,61438.6468545455,45005.9789818182,42279.5091290909,34145.46782
"PA 28_4",42279.5091290909,54069.1882545455,43117.2787272727,58705.5622836364,62931.4059709091,57269.966,31069.8095018182,43117.2787272727
"PA 38_4",83656.0214545455,67698.6020363636,64782.2040363636,83656.0214545455,114791.737963636,75820.6981636364,71287.1442545454,93546.7015272727
"PA 38_6",33594.7409636364,21710.9855054545,26972.4622490909,35430.9966436364,20816.35512,28914.4493818182,28230.9407581818,32820.7562618182
"PA 36_4",16604.3010472727,19124.6620818182,19124.6620818182,20380.9066963636,13294.8019472727,30383.8583236364,17733.9000709091,12141.1197690909
"PA 38_2",14505.2435490909,9362.89576181818,7665.97158181818,13471.0048654545,18002.94658,16951.9129636364,10003.5508163636,22483.9724181818
"PG 36_0",268555.343818182,268555.343818182,250216.77756,268555.343818182,213830.862909091,193204.622363636,310263.776181818,328565.308
"PG 34_1",15054.2613636364,15798.6474018182,12973.3231490909,11971.2433290909,17733.9000709091,13471.0048654545,31859.7229818182,15798.6474018182
"PG 38_5",8246.83139454545,11172.7140963636,10003.5508163636,7343.90158363636,5299.97780545454,3694.46463090909,4915.07942909091,6334.32405636364
"PG 36_1",41604.3067218182,44049.3884363636,52953.8051636364,39698.9073981818,35430.9966436364,42279.5091290909,52953.8051636364,48505.1502109091
"PG 36_4",4392.16932,6796.75228545455,3694.46463090909,4649.80135272727,5598.11642545455,5722.79815636364,5722.79815636364,3971.26003454545
"PG 38_4",10003.5508163636,7994.68495818182,12778.1161618182,9362.89576181818,10560.1358418182,11172.7140963636,11780.2501981818,13137.3180181818
"PG 34_2",15534.6538327273,16604.3010472727,13471.0048654545,9030.9233,11031.1025527273,14505.2435490909,15299.4310127273,18646.7552181818
"PG 40_7",8719.56898727273,7665.97158181818,11031.1025527273,8246.83139454545,2919.37505818182,2919.37505818182,5035.01111818182,4525.01888181818
"PG 40_6",11971.2433290909,11400.04014,17733.9000709091,10169.3465090909,3263.22954181818,7814.74647818182,5598.11642545455,8124.56497636364
"PG 40_8",5464.92786727273,9635.87552909091,8572.49414363636,2175.32092181818,6635.41363636364,5900.45238181818,7050.53700909091,6032.07269090909
"PG 38_6",6945.49301818182,7524.79366363636,7814.74647818182,4915.07942909091,4649.80135272727,4108.29118727273,3854.33792727273,4771.65126545454
"PI 38_4",7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364,7383095.43636364
"PI 36_2",440421.132867273,473383.558363636,268555.343818182,411582.838727273,473383.558363636,411582.838727273,440421.132867273,310263.776181818
"PI 40_6",165607.441072727,143053.768181818,99124.7258,127503.355363636,41604.3067218182,46306.9676709091,48505.1502109091,51870.9948327273
"PI 36_4",185239.947636364,284468.479454545,213830.862909091,230947.316363636,111330.7374,111330.7374,96517.6226181818,86490.7925272727
"PI 36_3",86490.7925272727,81127.6161818182,69659.2434909091,67698.6020363636,38998.2246727273,40510.3651636364,36820.9433381818,36125.2823945455
"PI 38_3",1100042.73454545,1100042.73454545,1100042.73454545,1385375.18363636,629691.586558182,857569.489090909,551858.800470909,440421.132867273
"PI 34_1",34936.9045872727,22107.0000290909,22107.0000290909,28914.4493818182,16604.3010472727,24157.5386745455,22483.9724181818,19930.2881272727
"PS 36_4",1608.61624,1608.61624,1608.61624,917.153363636364,1608.61624,917.153363636364,1252.94826363636,917.153363636364
"PS 38_4",10395.2237127273,7343.90158363636,10395.2237127273,13917.5382454545,9362.89576181818,11031.1025527273,6032.07269090909,7050.53700909091
"PS 40_7",1252.94826363636,1252.94826363636,917.153363636364,3971.26003454545,917.153363636364,2709.10326,917.153363636364,1252.94826363636
