"Lipid","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309"
"MG 16_0",9146.55825922703,11220.6903621017,8414.57584326696,12191.6102211143,13984.4095312442,13764.0908345176,13764.0908345176,11220.6903621017
"PC 32_0",1234820.67653725,1234820.67653725,1506748.41479677,1506748.41479677,1506748.41479677,1234820.67653725,1112769.86069723,1506748.41479677
"PC 42_1",199472.742024728,177378.456157861,127405.476958191,199472.742024728,159510.921494059,281192.863652447,177378.456157861,171136.182335375
"PC 48_4",2868.67679630882,3989.04839581373,2433.2690594929,3030.36700834498,1211.78807640315,3424.19677856288,3187.40349825349,3187.40349825349
"PC 40_6",81449.0277045762,75897.8002485659,81449.0277045762,84641.5328138281,89738.1247179249,93786.8802149398,78694.4983954365,81449.0277045762
"PC 38_1",738451.164603208,643967.830815935,527378.320838548,527378.320838548,418549.407143566,527378.320838548,501264.134936585,501264.134936585
"PC 32_1",2755533.31492809,3459568.70113759,2755533.31492809,2755533.31492809,1112769.86069723,1885919.29891904,1885919.29891904,1234820.67653725
"PC 38_6",882924.435937889,882924.435937889,738451.164603208,738451.164603208,527378.320838548,790483.825317275,882924.435937889,643967.830815935
"PC 38_3",36296.6832188317,45700.5340760607,37829.2298220984,40723.3977358019,44618.4280694884,40723.3977358019,51683.3040683137,45700.5340760607
"PC 44_4",190622.324347271,117866.977681102,108936.095583913,184029.606908086,145887.157294554,249349.9543385,165366.941305688,150964.942365057
"PC 40_8",33357.6917264466,34456.8532031332,33855.2150065753,21130.2726736133,32362.2856604165,19877.2411279776,35687.5315995651,29070.8716162906
"PC 38_2",64255.024265003,59352.6711444856,48946.973562115,66207.6842627991,71534.9288025654,96361.5720936196,71534.9288025654,55093.0072476975
"PC 40_1",67729.5447507206,62677.1321799159,47712.353079771,69576.7601220614,46717.1235449292,78694.4983954365,57697.3600365239,62677.1321799159
"PC 36_4",11220.6903621017,7650.31919781937,5804.77285342986,6214.74897190306,5470.57429724871,11220.6903621017,6031.35248547829,3674.55999256227
"PC 46_6",7255.06986852259,4749.89136860154,3465.96257684991,4038.99551503691,3896.55084432167,4567.15900552582,5241.13631563334,5709.26815810453
"PC 42_5",7909.70070228872,6853.65228039922,4980.30066002848,5241.13631563334,4347.40300235404,4484.22061029023,9025.33851411094,5398.7852010843
"PC 34_4",12036.3041031809,18265.904885922,22048.5671389104,15544.6092995382,18265.904885922,6767.31128303579,12953.4281950997,11901.90028519
"PC 44_12",13122.4901870354,25827.3562636203,21130.2726736133,18761.9872683988,24808.7812819412,12602.7594101332,17574.2614698076,17392.416406866
"PC 42_9",5470.57429724871,2490.8093889003,3768.93424168295,7147.95040523972,5642.88961301532,7992.42248318314,3719.24556497706,3719.24556497706
"PC 40_3",10269.0035719441,8755.32397202284,11400.689235685,9146.55825922703,12036.3041031809,14273.0395612304,12424.5890532244,12036.3041031809
"PC 40_4",27642.6323399554,13764.0908345176,23964.2018715607,16278.4409881048,20499.2304299225,23964.2018715607,24808.7812819412,24808.7812819412
"PC 36_1",467.979926103747,1418.91822062694,781.688569825783,550.218683648402,729.589226984527,1144.10739730656,241.935631038523,241.935631038523
"PC 30_1",4812.19203976419,6031.35248547829,2117.41134444901,2824.90569365922,1418.91822062694,3611.62470660732,1870.09942804688,2726.15351762138
"PC 42_2",32362.2856604165,17574.2614698076,19318.2717729633,15976.4417074473,25827.3562636203,29070.8716162906,12765.0149216246,19107.0742967328
"PC 38_8",1821.37709910414,1211.78807640315,1144.10739730656,2067.9050962259,664.964195031568,2781.24650031333,597.438130830255,2067.9050962259
"PC 34_2",18265.904885922,10708.3605223592,8892.25825710858,9416.59510423303,5241.13631563334,20499.2304299225,17392.416406866,11669.9680819941
"PC 46_4",10025.0998675436,11511.7284327243,10269.0035719441,14543.3204732565,11511.7284327243,10025.0998675436,6932.73372785614,9025.33851411094
"PC 30_3",2117.41134444901,1366.40082076778,2007.00597325142,1763.1416266143,241.935631038523,946.715805137213,1705.5254904802,2007.00597325142
"PC 28_0",1705.5254904802,1644.53154884249,1963.46854508245,1870.09942804688,893.925910740501,1479.8791606692,2067.9050962259,1211.78807640315
"PC 34_1",9656.42026533208,7014.06656003568,5709.26815810453,12424.5890532244,7147.95040523972,8628.29676237836,10165.6694286606,6767.31128303579
"PC 42_4",20499.2304299225,21701.6136049083,17392.416406866,8892.25825710858,16278.4409881048,15283.1046805948,17957.4078630268,17957.4078630268
"PC 32_4",4980.30066002848,3896.55084432167,2490.8093889003,3187.40349825349,3129.69971796825,2868.67679630882,1916.8297425348,2868.67679630882
"PC 46_1",5881.88540760956,5470.57429724871,3674.55999256227,2490.8093889003,3368.02432613006,6214.74897190306,7650.31919781937,3611.62470660732
"PC 38_7",1081.25945312114,729.589226984527,830.629705806644,1081.25945312114,1479.8791606692,1963.46854508245,1081.25945312114,729.589226984527
"PC 32_3",4567.15900552582,7443.45383524768,9761.45001253696,8153.90939767922,11073.8302538504,5241.13631563334,4176.99837683462,5241.13631563334
"PC 42_7",7443.45383524768,5398.7852010843,5328.57750433796,6031.35248547829,6214.74897190306,8153.90939767922,5804.77285342986,2490.8093889003
"plasmenyl-PC 22_0",300.633994009659,241.935631038523,400.502370768594,467.979926103747,300.633994009659,241.935631038523,54.829263510246,300.633994009659
"plasmenyl-PC 24_0",893.925910740501,664.964195031568,597.438130830255,946.715805137213,400.502370768594,597.438130830255,729.589226984527,597.438130830255
"PE 44_1",492305.795422715,471957.360772692,439558.336390052,471957.360772692,492305.795422715,342050.705546553,439558.336390052,471957.360772692
"PE 36_1",460567.265636538,418549.407143566,399352.741034576,418549.407143566,460567.265636538,399352.741034576,349336.505786575,399352.741034576
"PE 42_2",59352.6711444856,60911.4337591323,50349.9660036893,48946.973562115,51683.3040683137,26756.59928707,56627.3693233835,42890.1167258328
"PE 36_4",134306.796007648,111807.146445088,104090.919482063,115070.968398203,84641.5328138281,55093.0072476975,89738.1247179249,78694.4983954365
"PE 38_5",262934.409024127,227051.026011725,199472.742024728,212232.660522217,111807.146445088,121471.51966599,190622.324347271,121471.51966599
"PE 42_1",349336.505786575,391040.873153814,317548.760513688,399352.741034576,643967.830815935,460567.265636538,317548.760513688,418549.407143566
"PE 36_5",18524.6320329948,27642.6323399554,20266.5189456207,22048.5671389104,13622.674386754,8755.32397202284,12602.7594101332,12191.6102211143
"PE 34_2",227051.026011725,184029.606908086,171136.182335375,177378.456157861,100400.488359773,104090.919482063,171136.182335375,134306.796007648
"PE 38_4",20071.8800367991,26948.327395188,24998.7244454446,33606.453366511,24164.5250137775,25696.8490434775,23442.5894360789,28392.0037718487
"PE 38_1",55093.0072476975,55093.0072476975,37070.3832857624,53213.455248384,38502.1757732035,43848.29694985,46717.1235449292,37070.3832857624
"PE 36_3",71534.9288025654,84641.5328138281,64255.024265003,71534.9288025654,73860.6129032848,60911.4337591323,145887.157294554,96361.5720936196
"PE 34_3",13984.4095312442,13622.674386754,12953.4281950997,10708.3605223592,13122.4901870354,10165.6694286606,16835.2401729163,11511.7284327243
"PE 40_2",34456.8532031332,39693.2158278092,30098.7967820094,26756.59928707,28612.7618329656,21429.9360520325,32362.2856604165,20499.2304299225
"PE 40_4",19107.0742967328,16835.2401729163,19597.2107659782,23252.0507061844,23633.1281659734,21130.2726736133,25827.3562636203,22426.4691104843
"PE 42_5",6932.73372785614,3719.24556497706,4484.22061029023,5564.1832631553,4277.33128417099,7014.06656003568,4038.99551503691,8628.29676237836
"PE 42_3",5564.1832631553,10269.0035719441,7336.89093972719,6767.31128303579,3312.08530063188,7443.45383524768,9416.59510423303,6031.35248547829
"PE 38_6",159510.921494059,134306.796007648,78694.4983954365,96361.5720936196,66207.6842627991,134306.796007648,93786.8802149398,67729.5447507206
"PE 44_3",4934.03800334503,5328.57750433796,5564.1832631553,3896.55084432167,6476.05039304402,7147.95040523972,5956.97028339901,7147.95040523972
"PE 32_1",42890.1167258328,24808.7812819412,21701.6136049083,18524.6320329948,7336.89093972719,18265.904885922,19318.2717729633,12765.0149216246
"PE 40_5",30098.7967820094,22917.9249741881,29070.8716162906,25566.3418233348,23252.0507061844,22048.5671389104,27140.0555033059,24364.8481559943
"PE 30_1",664.964195031568,830.629705806644,550.218683648402,830.629705806644,1763.1416266143,830.629705806644,122.617631415061,664.964195031568
"PE 32_2",3547.05630671208,4277.33128417099,4626.67166662418,3465.96257684991,2433.2690594929,2279.23532246581,2726.15351762138,1644.53154884249
"PE 40_3",4484.22061029023,2824.90569365922,8306.27288841959,4347.40300235404,6303.51102655984,3719.24556497706,3368.02432613006,2227.83847466196
"plasmenyl-PE 36_1",2113876.57185155,2113876.57185155,2113876.57185155,1885919.29891904,1885919.29891904,2113876.57185155,3852004.52864112,1885919.29891904
"plasmenyl-PE 34_2",171136.182335375,159510.921494059,134306.796007648,171136.182335375,108936.095583913,139440.374509839,121471.51966599,115070.968398203
"plasmenyl-PE 40_1",37070.3832857624,51683.3040683137,51683.3040683137,51683.3040683137,43848.29694985,31845.302971997,44618.4280694884,50349.9660036893
"plasmenyl-PE 38_6",145887.157294554,165366.941305688,145887.157294554,145887.157294554,117866.977681102,64255.024265003,184029.606908086,139440.374509839
"plasmenyl-PE 22_0",2607.30390174855,3368.02432613006,2607.30390174855,2227.83847466196,2490.8093889003,1870.09942804688,2490.8093889003,3236.3323336149
"plasmenyl-PE 40_4",115070.968398203,121471.51966599,115070.968398203,127405.476958191,93786.8802149398,127405.476958191,139440.374509839,104090.919482063
"plasmenyl-PE 36_2",17392.416406866,10871.1086945871,9416.59510423303,10401.9637199263,10165.6694286606,16278.4409881048,11220.6903621017,10871.1086945871
"plasmenyl-PE 38_2",62677.1321799159,39141.4854023907,32759.5566592425,42890.1167258328,22917.9249741881,37829.2298220984,39141.4854023907,29551.3434109173
"plasmenyl-PE 42_4",48946.973562115,31845.302971997,31442.2488365665,27642.6323399554,25566.3418233348,24364.8481559943,35058.1582150506,30998.7906852614
"plasmenyl-PE 38_1",121471.51966599,93786.8802149398,69576.7601220614,73860.6129032848,64255.024265003,71534.9288025654,111807.146445088,60911.4337591323
"plasmenyl-PE 32_1",46717.1235449292,47712.353079771,34456.8532031332,39693.2158278092,18761.9872683988,19318.2717729633,26249.1555971962,18265.904885922
"plasmenyl-PE 40_2",35058.1582150506,31442.2488365665,28171.2457107318,31442.2488365665,13764.0908345176,17957.4078630268,31845.302971997,18761.9872683988
"plasmenyl-PE 34_1",8755.32397202284,4567.15900552582,4879.91050665871,6476.05039304402,41438.2234282091,32759.5566592425,5709.26815810453,2433.2690594929
"SM 34_2",7650.31919781937,9416.59510423303,6394.59740608442,9250.23511778647,4100.14813598772,6476.05039304402,6579.47330809975,8501.97187969049
"SM 34_1",981235.41875302,1885919.29891904,1885919.29891904,1234820.67653725,2113876.57185155,1506748.41479677,1506748.41479677,2113876.57185155
"SM 36_0",84641.5328138281,78694.4983954365,111807.146445088,93786.8802149398,165366.941305688,171136.182335375,81449.0277045762,159510.921494059
"SM 36_1",643967.830815935,790483.825317275,981235.41875302,790483.825317275,1234820.67653725,1112769.86069723,643967.830815935,981235.41875302
"SM 32_1",22048.5671389104,32362.2856604165,36296.6832188317,27140.0555033059,29070.8716162906,15976.4417074473,27642.6323399554,27642.6323399554
"SM 40_1",30567.0658287001,37829.2298220984,24364.8481559943,44618.4280694884,42125.3483244454,31442.2488365665,21130.2726736133,35687.5315995651
"SM 42_2",11669.9680819941,30998.7906852614,11901.90028519,17957.4078630268,15976.4417074473,11669.9680819941,18265.904885922,20812.672451651
"SM 32_0",2279.23532246581,3030.36700834498,4749.89136860154,3674.55999256227,4227.6771360103,1916.8297425348,3083.0621834923,4227.6771360103
"SM 30_1",781.688569825783,893.925910740501,729.589226984527,893.925910740501,597.438130830255,300.633994009659,946.715805137213,781.688569825783
"SM 42_1",60911.4337591323,41438.2234282091,30998.7906852614,55093.0072476975,53213.455248384,115070.968398203,33855.2150065753,48946.973562115
"SM 38_1",3083.0621834923,4100.14813598772,5060.742726822,3424.19677856288,6932.73372785614,9656.42026533208,7255.06986852259,6932.73372785614
"TG 50_3",4749237.54018997,3852004.52864112,3852004.52864112,4749237.54018997,2755533.31492809,2755533.31492809,3459568.70113759,2755533.31492809
"TG 56_3",527378.320838548,527378.320838548,790483.825317275,643967.830815935,399352.741034576,501264.134936585,382729.005273053,527378.320838548
"TG 54_7",75897.8002485659,127405.476958191,73860.6129032848,100400.488359773,190622.324347271,177378.456157861,527378.320838548,334764.905306531
"TG 54_3",4203273.10270997,4651889.6084844,4651889.6084844,4203273.10270997,4651889.6084844,5224171.4752892,4651889.6084844,4651889.6084844
"TG 58_3",51683.3040683137,96361.5720936196,121471.51966599,59352.6711444856,59352.6711444856,39141.4854023907,75897.8002485659,57697.3600365239
"TG 50_2",93786.8802149398,199472.742024728,334764.905306531,64255.024265003,60911.4337591323,13122.4901870354,150964.942365057,64255.024265003
"TG 42_0",16541.6503930982,13433.7483605795,27140.0555033059,15283.1046805948,8755.32397202284,6129.8949135152,16541.6503930982,9899.93580826725
"TG 48_2",26756.59928707,16541.6503930982,15976.4417074473,26249.1555971962,17957.4078630268,36296.6832188317,8501.97187969049,12953.4281950997
"TG 54_8",21701.6136049083,24364.8481559943,33357.6917264466,22917.9249741881,19877.2411279776,19107.0742967328,55093.0072476975,35058.1582150506
"TG 52_3",3459568.70113759,2755533.31492809,3459568.70113759,3459568.70113759,3852004.52864112,4554541.67677882,2113876.57185155,3852004.52864112
"TG 54_5",1885919.29891904,1506748.41479677,1234820.67653725,2113876.57185155,3459568.70113759,3459568.70113759,2755533.31492809,3459568.70113759
"TG 50_0",184029.606908086,145887.157294554,67729.5447507206,134306.796007648,334764.905306531,150964.942365057,115070.968398203,212232.660522217
"TG 58_9",5060.742726822,2433.2690594929,2156.37942301987,8755.32397202284,8628.29676237836,12424.5890532244,7521.44196042592,19597.2107659782
"TG 42_2",44618.4280694884,50349.9660036893,177378.456157861,50349.9660036893,15776.9599027708,13622.674386754,45700.5340760607,30098.7967820094
"TG 58_2",23252.0507061844,28171.2457107318,89738.1247179249,39141.4854023907,31845.302971997,33357.6917264466,50349.9660036893,36296.6832188317
"TG 56_9",11073.8302538504,8628.29676237836,4934.03800334503,11511.7284327243,8892.25825710858,8892.25825710858,19877.2411279776,10165.6694286606
"TG 62_3",2675.37538399767,2781.24650031333,7909.70070228872,2374.24151420868,3030.36700834498,2156.37942301987,4980.30066002848,3989.04839581373
"TG 58_5",9761.45001253696,9250.23511778647,8628.29676237836,10584.6427257966,15027.1406563997,9146.55825922703,11511.7284327243,12602.7594101332
"TG 52_4",69576.7601220614,100400.488359773,40723.3977358019,60911.4337591323,67729.5447507206,62677.1321799159,159510.921494059,84641.5328138281
"TG 44_1",8628.29676237836,6476.05039304402,7014.06656003568,7336.89093972719,2931.00125011162,6932.73372785614,4227.6771360103,3896.55084432167
"TG 42_1",38502.1757732035,43848.29694985,184029.606908086,43848.29694985,11220.6903621017,10708.3605223592,29070.8716162906,19318.2717729633
"TG 60_2",5956.97028339901,8501.97187969049,18761.9872683988,6692.01843259977,6394.59740608442,5060.742726822,20266.5189456207,7443.45383524768
"TG 58_7",4626.67166662418,2007.00597325142,2675.37538399767,4567.15900552582,9539.55120058464,4100.14813598772,2320.53770503878,8153.90939767922
"TG 48_0",127405.476958191,108936.095583913,84641.5328138281,159510.921494059,262934.409024127,212232.660522217,41438.2234282091,165366.941305688
"TG 48_1",15027.1406563997,11073.8302538504,8153.90939767922,14273.0395612304,10871.1086945871,17392.416406866,6303.51102655984,11073.8302538504
"TG 58_6",4176.99837683462,3129.69971796825,2726.15351762138,4100.14813598772,4681.73387176678,8501.97187969049,3768.93424168295,3030.36700834498
"TG 52_1",32759.5566592425,15283.1046805948,21429.9360520325,28171.2457107318,37070.3832857624,46717.1235449292,34456.8532031332,43848.29694985
"TG 54_1",399352.741034576,334764.905306531,483347.455908846,334764.905306531,882924.435937889,643967.830815935,1234820.67653725,882924.435937889
"TG 58_8",11400.689235685,4934.03800334503,4038.99551503691,7255.06986852259,16835.2401729163,20266.5189456207,10401.9637199263,21429.9360520325
"TG 46_0",104090.919482063,57697.3600365239,53213.455248384,45700.5340760607,81449.0277045762,57697.3600365239,25188.667608948,51683.3040683137
"TG 62_4",1541.08910829682,2279.23532246581,3129.69971796825,2117.41134444901,3465.96257684991,2227.83847466196,7761.56073148846,2931.00125011162
"TG 46_1",10871.1086945871,6214.74897190306,3312.08530063188,7521.44196042592,4038.99551503691,10401.9637199263,2156.37942301987,4038.99551503691
"TG 40_0",3896.55084432167,6579.47330809975,17160.2916295025,6932.73372785614,5564.1832631553,4227.6771360103,6692.01843259977,6476.05039304402
"TG 58_1",3611.62470660732,7992.42248318314,10401.9637199263,3236.3323336149,9761.45001253696,3817.60194751852,10584.6427257966,9416.59510423303
"TG 60_0",550.218683648402,400.502370768594,664.964195031568,597.438130830255,1644.53154884249,729.589226984527,830.629705806644,946.715805137213
"CL 78_9",179588.806763646,196405.97373739,171723.685831767,236462.798086906,110471.618496811,110471.618496811,110471.618496811,114501.403857177
"CL 78_3",31473.6033999022,39753.2669034259,28813.3682882116,42950.0723808611,25925.7423747668,24616.4322783122,28813.3682882116,29964.1546712459
"CL 74_5",110471.618496811,130880.863713196,78464.2237823794,130880.863713196,152676.412220418,119770.52509178,152676.412220418,110471.618496811
"CL 72_4",21086.8526912281,27122.9843369021,15931.8586400006,36354.9159964298,22683.9534825369,25062.284156691,28015.7074069478,25925.7423747668
"CL 68_2",15601.5695296592,13180.3502068322,12358.2645876077,14071.8007986438,12177.1928472267,16515.3439193926,13363.4445679901,13569.784100171
"CL 68_1",12969.1129568108,6372.29735398687,5194.87737512212,10673.8243261561,16208.6130793991,6372.29735398687,6071.79522141724,8814.47368964092
"CL 74_9",24616.4322783122,25925.7423747668,24616.4322783122,26313.9159310132,12358.2645876077,16208.6130793991,15345.8988513416,19030.0475696646
"CL 68_3",4184.69175041108,4613.18521493084,8949.7948344467,7927.96935576138,6815.41497814529,3818.10381542193,5292.76506939898,5412.02058138438
"CL 78_4",25502.8161411351,14519.0980148526,17507.9758197095,12751.153725333,15601.5695296592,10448.3722544323,16515.3439193926,14251.0994921284
"CL 78_0",13876.793595145,11561.5719533692,10241.2889150012,13876.793595145,8310.42259335373,11171.9478555076,8625.25146929395,10673.8243261561
"CL 66_3",3563.60496531518,4781.57060390132,4781.57060390132,5051.1792247438,3059.62383423222,3458.07748400679,4264.78974533633,3361.27529169851
"CL 70_5",25062.284156691,29964.1546712459,34322.6206274081,30453.768698317,23035.2848964181,28015.7074069478,23035.2848964181,28015.7074069478
"CL 78_12",4781.57060390132,7818.54857559949,5561.4229882619,3818.10381542193,10673.8243261561,4508.39218302632,7340.04752523535,4383.59365387204
"CL 80_1",37628.3782584958,61872.0374209438,43835.9015892823,78464.2237823794,92740.7642906418,68608.4430136956,70730.1969357087,70730.1969357087
"CL 80_9",10448.3722544323,10673.8243261561,5687.96720897325,9754.61316183831,6486.19124158297,8625.25146929395,4383.59365387204,16751.1926686631
"CL 74_7",89112.4722176231,85954.383529263,54873.3666745243,92740.7642906418,65687.9465094181,85954.383529263,106651.16926057,103388.286888888
"CL 82_11",43835.9015892823,42950.0723808611,56431.8450899166,54873.3666745243,68608.4430136956,54873.3666745243,47956.0388727718,47956.0388727718
"CL 76_2",2773.91224205307,2965.18177246721,845.850645225801,2182.94380393466,2313.84172956998,2862.23759150775,2313.84172956998,2313.84172956998
"CL 82_9",13180.3502068322,13569.784100171,9970.05125702558,15601.5695296592,13180.3502068322,10075.4593686747,11755.0603845064,11381.1307880834
