"Sample","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243"
"PE 38_6",657027.033392857,994300.145714286,435166.857857143,322976.941964286,306250.888214286,414307.393392857,613608.007821429,285347.296428571
"PE 34_2",119141.037589286,184039.758214286,85871.8150892857,89732.2299821428,99141.5412678571,139873.235125,263002.767857143,78684.2205
"PE 40_6",143734.935357143,166881.198089286,99141.5412678571,99141.5412678571,64910.1661964286,67625.6619821429,247227.189464286,69235.555
"PE 38_4",816021.157142857,886650.390178571,401213.237982143,450520.603928571,435166.857857143,365996.245535714,994300.145714286,466485.172642857
"PE 34_0",57274.9927142857,37709.0024642857,27516.2858410714,31145.2635178571,31521.0185357143,50560.2420107143,111261.935339286,33964.91875
"PE 36_2",153655.769107143,233684.990357143,146110.468035714,83724.0643392857,169170.56625,136258.970214286,393477.473428571,159336.401428571
"PE 32_0",1801.38623892857,1208.25424607143,3367.97632982143,656.942895535714,1009.10998678571,1208.25424607143,3481.14064946429,4129.22620732143
"PE 39_6",11664.5865464286,12252.0707714286,6295.60251607143,8709.31950178571,9366.42718928572,11515.6484035714,7149.45778035714,6769.99999642857
"PE 36_0",8709.31950178571,7560.55331428571,4129.22620732143,6646.52262571429,4129.22620732143,6413.77860446429,5510.25820196429,4767.35150946429
"PE 37_4",7818.80072071429,12646.7265160714,8709.31950178571,8453.61662321429,6295.60251607143,9666.19391607143,12646.7265160714,5276.15300892857
"plasmenyl-PE 40_6",335816.517321429,311979.460892857,342575.355107143,348602.556071429,443034.381428571,263002.767857143,233684.990357143,353551.866446429
"plasmenyl-PE 38_6",485844.163392857,407758.431857143,466485.172642857,518741.019642857,466485.172642857,353551.866446429,226122.400535714,485844.163392857
"plasmenyl-PE 42_6",46053.4322303571,44400.4986964286,49173.166625,72407.9940714286,74354.0717321429,57274.9927142857,22098.1082571429,45353.4926071429
"plasmenyl-PE 38_2",300330.617678571,316463.574178571,285347.296428571,365996.245535714,342575.355107143,217027.624642857,171733.162857143,335816.517321429
"plasmenyl-PE 36_4",130993.285892857,111261.935339286,122175.508571429,159336.401428571,166881.198089286,92328.8735892857,166881.198089286,125566.644553571
"plasmenyl-PE 36_2",40740.1316785714,30426.4898571429,52560.8878035714,41788.9912446429,49856.8851607143,49856.8851607143,116331.312910714,50560.2420107143
"plasmenyl-PE 38_4",212703.797678571,122175.508571429,190104.917589286,190104.917589286,233684.990357143,159336.401428571,197317.689285714,238608.613928571
"plasmenyl-PE 34_2",30828.0614821429,20184.7195535714,26837.4808035714,38222.1059642857,43924.0483357143,41284.5769428571,31521.0185357143,36743.522125
"SM 42_2",230115.201964286,187151.798392857,201258.031607143,276026.942321429,217027.624642857,205717.823821429,518741.019642857,169170.56625
"SM 34_2",146110.468035714,112896.958089286,114718.668821429,136258.970214286,93520.8039821429,82936.7736785714,96672.7195,103280.380357143
"SM 35_2",15248.5211732143,16062.4849892857,13160.214875,15660.504375,11187.2991785714,7958.53787553571,6646.52262571429,11835.7087017857
"SM 41_2",540163.743267857,583411.744732143,496519.185875,626634.444821429,428359.130321429,435166.857857143,342575.355107143,329361.089857143
"SM 42_4",96672.7195,69235.555,60928.3265178571,80728.0989821429,47588.3137857143,46053.4322303571,137903.137857143,53603.7779642857
"SM 40_2",43291.4779107143,36743.522125,31521.0185357143,39180.905925,25187.8067964286,27852.3630714286,19508.9562589286,20896.0796607143
"SM 39_2",74354.0717321429,75446.9514642857,64172.3337857143,88251.3293035714,33964.91875,60928.3265178571,14779.4399142857,40740.1316785714
"SM 38_2",177587.820892857,155129.416142857,132752.419464286,271658.989642857,104925.049285714,72407.9940714286,112896.958089286,96672.7195
"SM 38_0",41788.9912446429,28827.6476035714,27852.3630714286,36345.0238035714,19054.5808375,17648.0953017857,15439.1810178571,19915.4671964286
"SM 33_0",20184.7195535714,15000.8127196429,15439.1810178571,20701.8814285714,13696.6282857143,12054.161475,7560.55331428571,14590.6986964286
"SM 37_2",14590.6986964286,12961.7473964286,14590.6986964286,20184.7195535714,9666.19391607143,6769.99999642857,10660.3970267857,13482.9624910714
"SM 32_2",19707.9837678571,10147.4543035714,13867.7270535714,16062.4849892857,9198.65279285714,6295.60251607143,9064.79783035714,11324.7492232143
"SM 36_0",48620.6934642857,58039.6899285714,38222.1059642857,56548.0280714286,48140.8671607143,31145.2635178571,58590.797375,26837.4808035714
"SM 34_0",407758.431857143,306250.888214286,295686.620535714,401213.237982143,353551.866446429,300330.617678571,435166.857857143,281397.249821429
"SM 37_0",26837.4808035714,10821.5161821429,17205.0590267857,11835.7087017857,19707.9837678571,10821.5161821429,19054.5808375,14025.1392089286
"SM 40_4",15837.7024571429,14025.1392089286,12252.0707714286,16562.38995,12820.3079732143,10480.6037157143,23535.6674,9666.19391607143
"SM 41_4",17905.7529821429,11515.6484035714,19054.5808375,12252.0707714286,20701.8814285714,16758.3396607143,19250.3550410714,14779.4399142857
"SM 43_2",16758.3396607143,17470.1654285714,22098.1082571429,22996.4870714286,14779.4399142857,17470.1654285714,22344.0875178571,9828.88380535714
"SM 36_2",1041433.58625,753683.109821429,599307.431678572,994300.145714286,459518.717321429,393477.473428571,1587400.85357143,459518.717321429
"SM 21_0",71418.1367142857,63343.01875,35812.2215678571,49856.8851607143,59235.9577142857,29256.8306071429,45353.4926071429,49856.8851607143
"SM 33_2",7674.84652875,2738.26377142857,2623.71107660714,4233.94117535714,4767.35150946429,2524.25251839286,2623.71107660714,2301.18930267857
"SM 32_0",15439.1810178571,10017.8381107143,11187.2991785714,5276.15300892857,5830.36731714286,4347.66305482143,4003.08042589286,7560.55331428571
"TG 50_2",87020.9964285714,91027.3493928571,136258.970214286,71418.1367142857,143734.935357143,316463.574178571,201258.031607143,212703.797678571
"TG 52_2",1479117.02589286,1830197.00892857,4720640.14285714,1479117.02589286,4262567.43214286,6336154.78392857,3646891.38928571,5549056.43392857
"TG 56_6",377003.085,329361.089857143,554847.643767857,393477.473428571,729938.209285714,518741.019642857,1145645.24982143,638831.869375
"TG 56_4",83724.0643392857,82936.7736785714,164340.867678571,101877.901339286,238608.613928571,290126.623517857,329361.089857143,421091.437803571
"TG 52_4",127190.990535714,252427.242857143,450520.603928571,263002.767857143,377003.085,477320.170892857,212703.797678571,342575.355107143
"TG 56_2",18324.2519410714,16562.38995,42740.6879821429,19054.5808375,58590.797375,84781.2899285714,34346.9940660714,146110.468035714
"TG 58_6",67625.6619821429,46053.4322303571,51863.2385178571,51863.2385178571,120778.945660714,87020.9964285714,238608.613928571,134721.242857143
"TG 54_6",329361.089857143,477320.170892857,788580.424071429,496519.185875,886650.390178571,816021.157142857,583411.744732143,554847.643767857
"TG 56_8",263002.767857143,285347.296428571,657027.033392857,407758.431857143,571729.962142857,508610.486392857,353551.866446429,435166.857857143
"TG 53_4",8453.61662321429,15439.1810178571,40158.8461785714,24878.3242321429,35409.6194821429,33163.5863571429,21658.0276339286,28827.6476035714
"TG 54_4",414307.393392857,708525.935696429,1587400.85357143,816021.157142857,1479117.02589286,1334914.06285714,1750917.09642857,1662327.25089286
"TG 60_12",37709.0024642857,32263.4358392857,22996.4870714286,60032.3102321429,27852.3630714286,20896.0796607143,21115.1249267857,24045.4217035714
"TG 60_8",14429.5051482143,16305.6618767857,23233.7167285714,18589.3386625,33163.5863571429,24045.4217035714,91027.3493928571,60032.3102321429
"TG 58_2",6646.52262571429,2111.11652232143,4677.01265857143,4440.50417821429,6173.28736053571,9828.88380535714,17205.0590267857,28495.2293321429
"TG 62_14",21870.113375,14429.5051482143,15660.504375,51078.9281285714,24648.4148571429,8453.61662321429,10296.9797839286,12820.3079732143
"TG 54_2",190104.917589286,143734.935357143,353551.866446429,151750.858928571,518741.019642857,527834.730946428,485844.163392857,886650.390178571
"TG 48_2",78684.2205,120778.945660714,187151.798392857,82936.7736785714,164340.867678571,386893.902142857,217027.624642857,233684.990357143
"TG 64_16",5187.78708392857,3176.56450892857,2301.18930267857,5187.78708392857,1801.38623892857,1958.08991857143,4677.01265857143,1801.38623892857
"TG 62_12",20896.0796607143,7818.80072071429,11324.7492232143,24648.4148571429,20896.0796607143,12961.7473964286,32697.9834678571,20466.9086928571
"TG 48_0",46570.3652142857,43291.4779107143,54373.6077857143,49173.166625,51863.2385178571,60032.3102321429,141663.135,71418.1367142857
"TG 58_8",220961.976607143,146110.468035714,238608.613928571,252427.242857143,365996.245535714,257841.348571429,381549.305160714,377003.085
"TG 51_2",25187.8067964286,42740.6879821429,88251.3293035714,39672.23125,117821.062892857,137903.137857143,64910.1661964286,107961.024285714
"TG 53_2",24045.4217035714,26171.2539482143,64910.1661964286,26496.8920107143,42270.1891785714,88251.3293035714,64172.3337857143,73265.899375
"TG 50_0",34346.9940660714,48620.6934642857,30828.0614821429,48140.8671607143,50560.2420107143,75446.9514642857,127190.990535714,104925.049285714
"TG 51_0",24338.8607678571,18849.0058946429,12820.3079732143,8885.06739660714,13867.7270535714,13696.6282857143,20466.9086928571,12961.7473964286
"TG 60_10",85871.8150892857,65810.4067678571,55809.6597678571,76376.5748392857,112896.958089286,55809.6597678571,99141.5412678571,60928.3265178571
"TG 58_10",201258.031607143,226122.400535714,177587.820892857,295686.620535714,243308.448035714,123774.517142857,125566.644553571,97910.0930892857
"TG 50_4",36345.0238035714,96672.7195,263002.767857143,91027.3493928571,184039.758214286,329361.089857143,85871.8150892857,180852.8255
"TG 49_2",20701.8814285714,49173.166625,44872.1232142857,19707.9837678571,40158.8461785714,46570.3652142857,81740.4788392857,42270.1891785714
"TG 52_0",5830.36731714286,15660.504375,10821.5161821429,7019.53097964286,18589.3386625,14251.4973392857,26496.8920107143,18589.3386625
"TG 49_0",13482.9624910714,19707.9837678571,12961.7473964286,14429.5051482143,16062.4849892857,23535.6674,42270.1891785714,17205.0590267857
"TG 54_8",32697.9834678571,57274.9927142857,69235.555,69235.555,62397.9615714286,68428.0165178571,41284.5769428571,43291.4779107143
"TG 56_10",16990.3754589286,25885.5997321429,26171.2539482143,46570.3652142857,17470.1654285714,19915.4671964286,8182.79665892857,13160.214875
"TG 55_8",3367.97632982143,4767.35150946429,7446.81342910714,1429.82686803571,2200.30958714286,4972.19124428571,3797.53521178571,656.942895535714
"TG 51_4",6894.08267107143,14779.4399142857,24338.8607678571,12054.161475,16990.3754589286,28827.6476035714,16562.38995,19250.3550410714
"CerP 34_2",5994.45970727273,8709.07516363636,7963.58558,10703.09232,9990.47905272727,7652.70599272727,10540.3549818182,5687.03287636364
"CerP 42_2",34257.5131836364,36859.4703418182,45526.0605236364,56038.5704,26888.5792545455,26372.0165672727,44727.9883654545,13406.0181290909
"CL 78_4",28814.0675636364,37989.7489563636,21547.6614,24826.0364181818,30768.1272727273,61958.4258,43902.5757818182,28113.76454
"CL 76_12",6147.33081818182,7028.74746545455,7028.74746545455,8709.07516363636,10703.09232,6914.74766,5260.09209818182,12118.4005945455
"CL 78_6",12737.5104981818,10703.09232,14096.7378490909,9346.85608727273,7801.94191454545,12118.4005945455,5135.84030363636,15670.0123418182
"CL 80_12",3300.25515818182,5407.52952363636,3133.09006,6450.73831090909,7484.21061090909,6310.87070363636,7484.21061090909,6450.73831090909
"PA 36_2",48294.6786672727,45526.0605236364,44727.9883654545,46157.4479872727,71891.4965272727,76996.0096363636,61958.4258,70164.5698545455
"PA 34_2",26888.5792545455,25843.01804,19517.7800563636,39474.9633090909,28814.0675636364,30768.1272727273,40203.6584909091,34807.9464727273
"PA 33_2",15203.6983836364,18116.0346363636,15670.0123418182,15413.1013036364,19517.7800563636,8105.70919272727,6618.18286545455,10143.9528345455
"PA 28_4",90651.9524363636,74846.2495454545,73402.4356545455,93404.9823272727,76996.0096363636,93404.9823272727,63226.0477090909,109356.705054545
"PA 38_6",21547.6614,18353.8908218182,25275.5612727273,28113.76454,33655.2162072727,22409.6534854545,9468.03370545455,20758.1983927273
"PA 38_4",4473.90411636364,52626.5637090909,58124.6517781818,78638.2235454545,86843.0588,58943.4986,48294.6786672727,78638.2235454545
"PA 41_4",155593.116709091,98130.0780727273,98130.0780727273,51649.7562181818,70164.5698545455,98130.0780727273,152484.752,80675.9619818182
"PA 39_6",7028.74746545455,9990.47905272727,4714.74555090909,9468.03370545455,8558.57108909091,11940.6530927273,4835.73145636364,7963.58558
"PA 36_4",18745.5195018182,15413.1013036364,18116.0346363636,27572.9905781818,22880.6122545455,19107.8860654545,18116.0346363636,30130.8315818182
"PA 38_2",6618.18286545455,4988.57443636364,5866.43738363636,9174.25360727273,9346.85608727273,6618.18286545455,24826.0364181818,10355.0839872727
"PG 36_0",221270.823090909,201566.416363636,275597.323090909,267639.070545455,258998.162181818,213558.173090909,125206.079345455,285138.584
"PG 36_2",50413.1229254545,60598.3437636364,43524.6698181818,38386.0814227273,37105.5295527273,56524.1981818182,85787.3967727273,61487.46564
"PG 36_4",3759.13447272727,4025.66982909091,4188.42650545455,4835.73145636364,7162.15114545455,4320.24171454545,4025.66982909091,5135.84030363636
"PG 34_2",20377.7579981818,21547.6614,16174.2238418182,13633.1121090909,15670.0123418182,23308.7433072727,11142.6323054545,18353.8908218182
"PG 38_4",16174.2238418182,13406.0181290909,5687.03287636364,11005.9712345455,7028.74746545455,10540.3549818182,18353.8908218182,17022.6279036364
"PG 40_6",10540.3549818182,7963.58558,10540.3549818182,8419.50032909091,5687.03287636364,7327.28099454545,5547.77660727273,11549.2759618182
"PG 35_2",15934.0585272727,12520.5827454545,10143.9528345455,17022.6279036364,19107.8860654545,12915.2874909091,15670.0123418182,19929.6244127273
"PG 38_6",4714.74555090909,3133.09006,6310.87070363636,4714.74555090909,6310.87070363636,3446.48707636364,1962.88447636364,4592.72678727273
"PG 40_8",7162.15114545455,3300.25515818182,5260.09209818182,5407.52952363636,4988.57443636364,4988.57443636364,6147.33081818182,5866.43738363636
"PI 36_4",177025.138363636,213558.173090909,165679.584181818,197027.961818182,118878.582,221270.823090909,371657.377636364,122604.455909091
"PI 40_6",102831.622436364,142140.901272727,109356.705054545,142140.901272727,78638.2235454545,67615.8849454546,142140.901272727,76996.0096363636
"PI 36_2",321118.602181818,411318.648363636,352947.056545455,428753.006181818,352947.056545455,428753.006181818,548886.035603636,411318.648363636
"PI 39_4",93404.9823272727,100160.636436364,66504.8393454545,122604.455909091,74846.2495454545,86843.0588,74846.2495454545,56038.5704
