Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PC 18:0	 [M+H]+	1.9	PC	10.79	17375.67912	23199.80411	11623.00305	6487.157339	7280.712609	21733.07315	15469.52497	14758.29994	14304.10574	23594.15811	11978.46894	19191.19992	1531.063817	14837.94483	14757.12507	36254.44255	28742.02329	25591.6107	14817.74366	16364.15415	15277.1906	20148.73933	35633.64711	23094.28111	11049.31747	51427.07388	14045.0357	32755.16018	39357.7451	19860.85834	9848.826266	16258.85659	21085.90668	58184.19701	24707.43469	23288.41386	13386.80029	16534.8903	34983.11797	16091.09222	25127.17186	26125.20775	13923.19358	11973.4833	10796.80298	15590.78913	23814.09994	15850.93951
lysoPE 20:1	 [M+H]+	2.69	lysoPE	10.81	42172.31886	46883.79588	28696.50549	12575.57128	10764.06729	16460.93431	69466.64258	23316.08883	22408.90312	67471.77044	46928.88461	25297.62622	2532.068084	28350.97165	36652.81001	14614.03717	93656.96923	47190.75833	56470.16096	49093.50352	31790.03092	52159.58635	17737.71266	25739.82145	35909.97472	40787.69068	20923.99749	37595.22433	49505.83361	43027.73551	30930.84032	13926.43168	60658.56387	56575.87396	33398.02327	41305.59489	26772.08103	47288.18784	42922.16742	62161.92098	33408.37598	51179.84757	30637.02752	25918.97208	30059.13205	32942.72327	58827.55297	39427.30678
lysoPC 26:1	 [M+H]+	5.17	lysoPC	10.87	9903.075458	9499.821047	8013.993231	4183.766293	2476.685894	12273.61546	13597.11333	4379.199442	4299.371773	9926.33055	6999.804997	10690.16196	615.7573477	10034.90655	5548.427338	7859.845575	38801.57883	13173.51282	13734.59839	17790.77337	7152.893394	10637.28815	6083.648569	9094.075842	13310.20759	21606.63809	4797.203475	18533.11182	8166.627183	7628.84845	6123.84425	3719.164858	14213.35146	15376.11182	7920.963546	10072.95829	5700.518424	5605.44035	5675.90041	6477.863948	15326.92947	7428.197424	3718.32084	8903.421402	2130.108487	9791.503552	9438.079971	3388.255035
PC 38:6	 [M+Na]+	6	PC	10.88	55216.60517	78168.91919	49835.9573	74525.18224	107368.8428	47689.26791	32033.99765	67923.85587	50394.54457	68714.78838	45411.90996	51604.887	95619.14875	41068.75899	46025.70153	80133.40129	77848.76843	62118.13188	74513.30956	47937.46907	53890.88257	50044.02339	60245.80185	107986.6425	52208.10523	68597.9797	94328.93466	89627.7194	18024.87896	26846.51813	76581.80497	139297.5589	66660.85488	107789.4074	93987.38623	76946.37908	69630.18225	22754.19835	57449.10307	105163.3742	54488.5858	89980.79011	81083.49582	110255.6107	56672.91968	53271.39434	47883.05955	74508.15022
TG 62:11	 [M+NH4]+	10.31	TG	11	25761.1093	40060.03128	62865.48407	46156.35013	39522.15627	90802.07849	48777.54907	173610.8663	30663.75165	54591.46738	55815.62837	20079.51339	90966.38459	101643.5797	105520.9877	171775.0858	62571.31517	57121.02881	53097.22126	84084.39534	180754.9258	189843.4734	158472.6862	116217.9637	110858.9645	55703.58684	47208.4457	72215.37444	132668.3382	103902.9124	78200.16254	107183.2714	41449.36364	43369.69615	26037.19957	13717.60102	278796.0722	231628.7826	221460.687	23019.71511	405825.095	22731.44329	12379.67767	30025.12106	161460.862	193872.7513	351231.2874	243002.1545
PC 38:0	 [M+H]+	8.29	PC	11.01	23573.87465	40212.2252	33113.5783	25983.57899	48108.72622	37295.88388	65645.28252	29799.33377	32683.12817	56639.556	66166.15495	43816.23594	10647.35298	41041.95616	48173.97344	30898.13903	31822.49066	72469.45701	64346.19238	36469.2296	27549.87921	26063.49344	35779.01507	60419.97978	23787.47641	41243.8465	16268.96211	33920.19301	87208.19936	78779.13752	48458.68638	33774.12738	72896.60958	64855.75093	41000.96517	34620.67217	47880.48418	96928.64861	59472.05017	25803.21599	41098.13612	45718.42275	22201.0308	26916.77345	16320.49772	47945.26016	69845.21986	22976.06311
PE 37:2	 [M+H]+	7.26	PE	11.02	151881.3726	215081.4443	271613.3012	176192.3821	482603.4387	156330.3569	167880.6565	185207.9589	168436.7254	266773.7492	173009.0726	160294.9821	194707.6364	470085.4567	175225.8509	444791.1206	124409.7381	156111.4639	149244.0033	189408.6065	154331.7327	462523.6453	402731.5747	360388.2141	108962.0043	186052.92	104943.5385	177022.0542	264739.7287	279022.8856	310404.4327	284901.6318	345008.3808	269011.9704	89833.29719	84068.65639	561191.7328	247231.3816	467340.7169	142374.1292	324207.9375	119471.3111	70926.90421	133649.293	150251.8968	312687.5026	327334.4831	188588.8392
DG 37:2	 [M+NH4]+	8.34	DG	11.1	165462.9364	163296.5197	93985.2935	68767.36209	82384.77884	60296.96172	100703.7328	60664.92434	117183.6942	272598.2912	102895.5727	67812.79704	26276.4987	71870.74484	109400.1666	108277.4225	292201.3479	186253.9025	213792.1471	153727.0315	204869.3425	178452.728	146574.0231	327486.2044	102905.645	148990.7502	113227.7429	315740.8697	65472.19742	72670.16827	74063.25727	131884.821	187180.9967	364695.711	89878.59852	154475.346	88860.96168	54297.01252	32191.43548	267419.1795	115579.1072	303676.9956	143692.2976	216275.2111	49027.99857	57673.30315	91160.64315	77417.38339
DG 39:4	 [M+NH4]+	8.22	DG	11.13	11141.40483	2773.568748	19352.27589	7960.547296	3466.657198	20953.60764	20049.32551	5814.909672	5928.822736	24830.77892	7693.224646	3732.422571	2963.491602	39774.52977	69836.79746	25769.46775	189443.6119	224171.5379	107070.2296	16113.46437	141713.9878	96029.21881	60885.63245	114582.8602	18109.11	42097.2466	36249.19487	235521.3901	11002.35187	64713.09347	12633.62111	60359.3943	200712.4564	306333.9482	37250.15921	43818.81008	22194.79262	74183.61889	14202.39569	132949.9824	49280.9555	161295.8338	30151.40731	89204.39927	7215.331138	27455.19488	39275.8295	60143.70074
TG 58:12	 [M+NH4]+	9.6	TG	11.16	36443.89354	15936.01784	271553.3973	44396.1732	260244.4459	160288.7689	16797.49795	344935.9972	19069.21407	31116.9374	34587.64662	20867.07231	183441.6488	202924.322	257137.2475	614229.669	39109.34361	114387.4638	79019.46652	80830.67456	177546.2104	166153.1094	135280.1761	177372.9898	53351.46307	70558.17516	31597.75913	24085.79554	177158.1485	229337.0149	97450.78547	328583.7637	26224.17594	40875.26022	34905.49726	28043.28785	327917.3108	610053.2303	423861.5704	12911.69562	665475.3043	12346.05984	11076.84957	30408.03633	55552.08065	182705.4098	333348.5724	145720.9158
PE 41:6	 [M+H]+	7.23	PE	11.18	173213.3789	168400.9078	444125.8059	205435.7533	226286.3412	184816.064	228346.324	257807.5657	266092.5707	265765.3629	309327.3149	164968.1497	176218.1289	313306.4763	350057.5829	470080.7774	166527.3428	217641.89	184512.8132	271098.9824	198569.3788	214124.9976	227869.6091	198791.7916	152771.7086	184857.9437	252438.3135	70576.35881	163240.7088	219970.5569	290569.3222	143362.8084	162883.4776	195996.8622	217762.9632	189949.9049	361018.7224	310358.2741	177433.8469	98552.45806	303636.928	129381.6278	147925.0266	120820.6763	224316.793	352718.7522	358143.923	189031.9258
PC 44:7	 [M+H]+	7.4	PC	11.22	20638.79658	28605.8664	26155.73944	14537.95207	10295.49813	10567.62003	27550.09988	11914.28449	28246.71415	58797.25257	47135.44537	29107.82588	11056.17342	22053.75411	25092.08474	30080.7242	43681.80649	45058.06499	52696.28131	40464.47032	16142.44752	37798.66987	24252.88011	23099.29002	49642.93846	38392.01114	32111.07704	34865.34851	42021.43621	43729.02093	30802.61121	29455.52273	39022.71534	21835.93227	27947.75535	18519.71024	19079.65215	23444.14961	22766.72272	21285.34174	17758.40808	29297.42316	14970.85267	18336.84428	33910.01537	21796.11052	33167.29076	25563.75999
TG 58:6	 [M+NH4]+	10.59	TG	11.3	891271.9358	1209862.394	2104388.608	548347.257	849414.394	2524836.483	1011460.577	2248044.237	432752.7077	1995165.624	1078345.472	1063250.991	435763.507	2679731.844	2237770.955	4209316.549	2418395.698	1315825.715	1234296.353	2218180.656	2671213.608	2974155.362	2173819.795	3640847.456	2453946.5	2018967.402	600835.5773	1360633.738	4024797.061	2196877.459	2082807.18	2091695.845	1506084.244	924708.2676	494203.2247	403962.7624	4500917.914	3025563.54	4671364.306	288463.0606	8009310.922	670253.4898	161339.8527	449486.0576	1627677.405	3979465.597	5734925.532	2518455.178
TG 46:0	 [M+NH4]+	10.3	TG	11.32	271684.6477	187177.9106	88651.35172	164231.4161	93845.01582	101797.2823	67642.71771	56287.56322	160878.1092	209728.8747	64160.11169	202874.8068	24708.42366	8189.42627	30287.09473	28687.896	227562.145	169255.0104	243622.1898	138341.5718	49494.17835	28333.73135	84831.44264	49995.3094	94450.56496	232782.6204	206145.6226	410148.3303	38889.71125	40026.31232	43683.50606	21147.12012	220638.5282	668643.6085	429639.8912	322323.3275	30721.83218	28095.23545	32210.99621	513509.8827	30013.18154	656382.5276	592864.7301	536446.0815	25027.79595	23083.22701	27657.68779	22622.00635
DG 40:1	 [M+NH4]+	9.33	DG	11.33	29285.6333	40464.83134	25882.3358	19505.25778	9173.813146	18452.51991	66360.94725	31025.85487	29422.07162	82072.33629	50044.03392	62175.88974	34502.30023	55355.30783	43379.99874	30814.18397	42536.24913	42968.23976	45412.42213	32035.94613	20611.10589	26922.51878	13129.11108	27821.12912	32369.9128	31659.45613	11053.63608	36450.51703	59430.41942	42694.95654	52252.46283	23139.51861	31832.29061	25892.51145	9646.020029	23033.62957	21305.33117	58056.99844	23241.39614	13154.47151	29835.72797	32201.96481	22940.40391	16191.99347	25055.85253	28856.45321	127139.8054	37951.22645
SM 33:0	 [M]+	5.77	SM	11.36	71855.49089	42557.90336	53714.56975	46827.45923	137304.9236	302043.2116	199577.086	165134.1316	39895.33389	36446.54811	59333.2964	46492.72053	60738.03364	131491.1004	82974.23375	73792.54485	35875.5803	38625.84317	40033.05409	89539.48802	43452.42868	45734.85377	24039.91861	31782.45892	36450.33101	33634.9913	16947.78786	24006.49908	110278.0343	46500.29684	52115.63255	13920.26334	46994.05671	33133.37054	39652.36639	53255.25374	74498.40937	182105.5549	117259.6032	29762.55438	102903.7424	31283.09839	26811.58017	22955.58283	45863.52724	102652.9855	87286.82753	60890.18656
PE 34:4	 [M+Na]+	5.45	PE	11.37	28208.87863	73142.13429	49140.04834	14061.10521	8040.765609	16646.02299	58424.66254	20865.06717	20016.155	36759.87164	19766.98714	27668.67488	1177.411763	18160.94934	21615.34569	21648.32935	163479.7096	53451.62869	31336.62649	46131.91773	50670.45708	27671.07864	19582.10594	40356.88149	19212.55743	22007.28096	2670.319536	20362.13177	36927.04102	18283.97201	29297.66486	12285.56398	22192.42132	28363.39805	16241.42843	10574.60711	22328.98514	28058.10463	38939.77871	14052.31819	65303.66908	6402.124921	2510.155145	7206.595805	6116.615424	36965.60961	28373.47317	13941.82503
TG 49:4	 [M+NH4]+	9.85	TG	11.41	131325.7431	86384.73557	389991.8465	101198.0868	207540.2901	243963.5967	53565.82081	117256.7717	147983.4827	164001.9305	151435.3885	151105.2973	62861.03772	161063.9252	197213.2909	273089.2017	199559.6751	245157.3152	217201.1804	136505.5267	175241.9698	165803.0868	287837.4332	259853.194	199527.5798	255309.6267	307326.678	217903.6809	186726.3284	308434.1678	167878.1776	280202.7399	149365.3335	340110.0232	250024.9698	222994.1484	76714.23491	117086.6956	72950.4068	165710.1844	187567.4814	345613.0841	144945.5737	224220.0595	67537.2371	70920.3616	142988.8294	103147.5241
TG 52:7	 [M+NH4]+	9.64	TG	11.41	908880.4498	605314.8312	5639700.031	866141.752	3078466.551	2869396.354	293507.5389	1802247.279	983074.4677	1304697.52	900362.4453	1153248.212	718441.5008	3106326.364	2890688.647	7771112.409	1292985.429	2804178.7	1733822.465	1150647.512	2773806.462	2532367.136	3702699.888	6284068.051	1139428.647	1342604.029	1397085.266	714886.5717	1411475.203	3121576.634	1130859.798	6449441.862	808209.9041	1306396.023	960213.5995	774772.0907	1160338.383	1678998.197	1270064.522	441490.9245	3640497.046	356387.6547	317075.9989	494321.0033	507781.9361	869806.4465	1827590.315	1223993.692
PC 42:5	 [M+H]+	7.49	PC	11.47	357833.3871	453181.718	541103.0503	378220.731	441814.8205	596743.2429	558747.7904	680987.4538	396625.1263	406721.9792	621884.2826	552449.2848	502544.6651	443409.7823	376243.6104	354067.4483	345898.0456	367741.9621	473990.4874	615683.6258	318220.0301	324191.4882	183804.6205	286968.3761	507030.1408	477586.4511	329847.1951	250116.7381	808793.4093	548778.0825	601514.8799	287482.8927	308463.0584	203539.5896	280989.9659	365929.8452	747754.6055	1073988.557	942993.2854	209388.2472	731703.0504	238533.2359	173708.0533	170055.3974	420807.3898	696802.2838	602787.6697	402636.5865
DG 40:2	 [M+NH4]+	8.97	DG	11.5	97515.40878	185731.9059	56277.69383	28116.59106	16707.27693	13785.33515	64259.15687	36432.46773	137023.7053	339093.0703	112711.4706	87163.85171	25832.24273	65223.49092	109050.9106	129951.3171	409659.8485	233414.149	227263.9249	105874.3011	119814.1455	142250.9394	145095.4983	386847.0032	131428.6884	152357.8762	52916.60413	376993.7648	118943.3069	126231.1021	117333.1382	229584.2636	157227.7847	262017.8289	101919.2818	65882.81556	58161.09235	55532.94256	32401.61777	135418.9661	60316.44119	224541.7305	101426.7683	136082.0322	59656.16781	45532.0171	211374.5691	65695.91131
PE 40:2	 [M+H]+	7.98	PE	11.51	99537.00597	159544.7974	188243.8795	69200.1575	29526.98419	76383.71379	110840.8995	59159.81154	80212.49127	284099.0661	194919.5424	208860.0321	10706.33747	262809.804	127303.1114	188485.5747	595460.1662	259378.2841	275176.0673	312799.3899	202748.2319	221881.146	118194.7143	225447.9205	209511.8315	286064.384	67600.00415	234478.4139	363532.0596	268081.5355	198442.5323	273438.6437	215953.8287	401432.2071	153590.8714	113696.5455	151039.897	183178.2153	190288.7732	117410.1428	280920.2829	265838.4816	67775.44705	111858.5506	92464.00962	325582.9497	321378.2108	137905.4378
MG 18:4	 [M+NH4]+	0.83	MG	11.53	7751.701085	9526.626799	10898.30687	5027.274996	8045.663429	12640.30101	3654.606086	7482.704513	3627.43308	12181.04159	6323.235173	6715.175601	3132.848132	11870.57667	7636.935356	22421.97371	7180.035778	11637.19674	6171.692505	4795.223342	6161.085316	5077.860908	9895.117526	6356.017524	11464.59392	12992.47396	2774.678777	12072.51521	16701.97664	17362.95887	9408.239756	7684.094841	8947.7319	11252.1121	8288.213295	6059.029032	6504.989603	11510.34289	10618.61979	7034.872878	17006.3937	12733.41627	5329.124723	6338.737787	5627.182383	3640.551368	8057.453899	8163.522556
lysoPE 16:1	 [M+H]+	1.23	lysoPE	11.55	106816.2435	121342.8468	62347.90882	42866.29652	13002.12008	23026.4981	23001.0898	27662.57878	83356.65052	118871.1259	65012.23204	64944.74885	8181.617834	22916.41274	26093.08749	32743.82254	62141.90912	68317.55199	82247.10878	45542.53016	21106.50791	22075.81039	14213.50534	16739.67505	43882.17511	67300.19786	40865.40336	37357.22745	21432.26101	21231.81791	19977.31512	15355.51551	55406.82226	46724.19535	61380.40041	56100.69902	26368.14533	16129.61826	22676.79295	47218.58431	22850.44111	40254.69653	25862.03686	29691.69362	9836.153954	12934.21692	20808.53466	27168.30324
DG 36:6	 [M+NH4]+	6.67	DG	11.62	80883.7882	87786.6614	428620.2962	49341.90612	143367.8564	154439.6069	175883.914	114045.4955	84324.56224	202017.7217	112099.5764	90802.32984	17965.67443	237557.0819	294526.9596	313253.5258	255725.6669	331371.5825	130961.1659	242232.8431	126275.3711	189126.0078	98619.26243	451526.774	107539.8878	42767.92002	22673.78973	58571.75446	62662.05823	102544.577	142425.9399	181360.4985	58798.76794	102049.9793	36158.86763	22972.43906	99842.11909	58179.3643	79930.03958	32366.59767	142294.7747	61388.11475	16482.50699	42161.37484	34414.23989	93727.08417	199992.1652	68010.47611
DG 42:2	 [M+NH4]+	9.32	DG	11.63	24018.86115	32943.45729	18319.50628	11869.51347	7863.774911	16653.32453	47169.06253	10657.14108	22248.25077	50983.50338	40050.93442	26408.71987	3973.478905	11827.39808	12656.09963	14943.89052	29522.108	26382.16135	30117.29241	32900.95139	10137.95756	17262.43666	6121.404586	20869.50587	32979.65609	26048.24214	26513.04492	33578.00497	30627.20117	23493.04843	21111.0071	13912.44369	19156.57821	14036.10733	13115.19404	13863.38347	14152.69927	14514.52267	7928.132261	10108.8571	13450.98052	26375.87232	11280.38265	14420.98009	11661.03929	18601.18984	34938.83465	15747.74862
PE 44:5	 [M+H]+	8.11	PE	11.85	18300.51387	22955.19988	21627.6868	15914.21799	10354.13486	4382.658638	15856.97008	8246.11193	16815.79844	23677.69282	27035.14218	16136.51077	4882.600177	9788.961322	12563.14153	17998.8723	28685.1593	23530.56721	22474.21859	30804.52851	11492.91113	23130.4462	12952.12259	20447.2598	23604.5692	41756.84098	30518.65357	25461.93325	13343.27793	13143.33841	14361.59157	14357.88296	23795.35874	25326.13875	11935.3666	11899.40901	10189.59909	19852.54391	11007.46796	30289.30323	5451.673379	22540.43539	14660.78286	16602.45675	9450.69999	15732.63202	24506.23504	16378.38939
lysoPC 23:0	 [M+H]+	4.73	lysoPC	11.86	4894.789963	5720.541829	10413.73568	4580.382578	3293.247173	42661.69087	25082.66899	8629.123805	5511.885619	17529.35872	6421.942314	16437.40496	2253.828637	31324.86318	22488.12196	12850.4797	140413.7735	110048.7628	70168.37775	13135.71857	45564.29505	51244.54715	21341.51145	18804.14573	13000.40769	35090.2158	28877.07744	100846.0409	19978.00574	49134.84864	7492.53081	11742.53504	237753.9119	123817.4653	62114.57516	39981.66244	14393.65047	71324.02288	19757.5366	76714.05406	29904.83616	90810.19417	20530.37608	45298.24331	5522.699943	20432.26816	67318.29495	21012.34348
TG 62:10	 [M+NH4]+	10.41	TG	12.01	18167.79592	32556.56804	47139.08073	36705.95404	65473.10376	87716.067	42552.9978	212704.1993	22622.12459	25292.45182	46102.78878	19681.438	172747.8358	84548.62994	81350.91965	91233.6864	28658.73211	30783.68459	25024.33345	48771.26306	62293.48677	61562.23092	41172.658	47802.33182	63881.82358	40493.49725	21244.8762	17729.62118	119763.0473	61078.23623	69961.10683	39031.58533	22519.84567	5534.668733	5912.582287	9376.391195	193421.0529	285617.0054	215105.3094	3111.525717	237812.8851	2586.805141	4437.075052	7183.682054	99904.87307	153769.2359	219056.4705	151472.0347
TG 51:1	 [M+NH4]+	10.73	TG	12.05	702233.0218	381461.5644	446725.6925	415488.1741	562050.1985	731158.1201	483332.7308	612871.9879	589755.3268	676533.0819	425524.6377	653142.6837	462320.0023	703095.9976	551237.4161	593247.6212	861342.4766	538867.3354	852894.6058	884817.1506	649243.3365	714180.0034	549662.773	420104.6661	574664.9753	810297.6376	596379.5678	876315.9766	745259.3832	757570.0243	850242.6023	515290.2124	819587.0737	338987.0876	994813.7902	1141176.673	729054.3414	712819.7223	584409.4451	1073368.902	689798.134	1312952.342	1322258.737	1069584.929	652471.192	773107.4898	762558.6235	713543.9254
lysoPE 19:0	 [M+H]+	2.93	lysoPE	12.07	25197.25773	20365.20725	34245.40881	7169.345802	18073.7015	10829.45852	36544.37726	7234.241536	27099.37982	43939.12125	27175.09657	17648.48307	5074.52342	33452.80986	26362.735	14961.30593	28982.11438	22656.32585	17752.12978	23957.58322	22663.81668	25997.81707	7522.802846	27087.79308	10873.97614	15935.23134	21607.29892	16061.91293	22536.17295	27420.86904	22676.70191	10867.77332	34346.05505	19528.49869	12598.25619	18756.61673	14316.95317	40564.01148	21946.39666	21950.55325	25221.51942	20156.81792	8470.528431	10776.40527	14058.1618	25073.37725	45728.46494	18181.36393
PC 39:1	 [M+H]+	8.09	PC	12.09	48688.15029	55456.21106	76147.36393	38993.48362	41550.59579	53537.11706	75407.8586	44152.32858	47307.75672	69452.31481	70287.18171	76528.77632	38079.53601	39042.47281	34930.15076	31698.98101	43144.22695	42865.99215	50641.68235	56050.44828	25899.86218	24564.68675	10473.97886	17554.28459	70449.68768	106451.1811	17740.37729	38010.12934	105242.8122	53353.97438	69071.15499	30046.91027	40823.42767	38187.96604	46242.3853	36418.54888	45582.22319	98915.96645	56842.76212	33682.29564	57386.53875	55258.13886	27789.42068	34470.39881	27123.19396	60828.48128	53704.59711	31908.87977
PE 42:8	 [M+H]+	6.55	PE	12.2	66241.17978	118939.7071	72772.70374	104761.624	121809.0636	54277.71352	61638.47485	99634.24387	54714.75415	58056.79736	65987.8881	48288.60027	63592.9765	55871.74268	52278.25897	65979.17708	70328.44919	66992.16882	71834.29959	83525.03294	75344.50755	66639.84412	56862.8102	77611.06438	36370.04315	73008.08357	42449.56732	39328.67269	67775.29988	55514.74446	53095.78754	52272.0231	106930.2172	69915.13239	109547.8387	114110.1797	151472.1716	166750.3834	153830.0208	96323.66415	110487.1125	69117.26811	68879.4721	71458.10796	78977.75346	135895.7552	88903.40856	67909.81994
MG 22:4	 [M+NH4]+	2.93	MG	12.28	1481.779731	2009.66121	2715.979033	1520.002421	1230.235443	9956.298457	9111.430225	7627.426938	1553.513302	3493.871732	6108.4189	2971.089939	1354.909234	2860.65563	2680.093864	3249.542443	4866.827518	2481.740587	4465.309823	7477.953922	7436.325971	15349.00368	14176.26104	9219.40228	3099.902039	6816.230802	3246.921937	7297.390282	9189.065435	7372.368381	6040.190028	3897.758662	6315.797452	4274.144089	3349.097257	2985.458968	3606.976243	11058.37645	6665.37647	3698.50307	8706.494307	3603.101732	1739.515204	2848.709868	3723.096411	7206.446886	19877.19952	4432.291771
lysoPC 22:1	 [M+H]+	3.43	lysoPC	12.3	7229.172653	8259.932488	17659.35657	6366.973889	2882.334649	23567.95984	11592.33629	4371.1584	8622.168569	24555.75081	9663.309613	13112.13286	3134.413935	14750.68162	24609.26119	10234.69961	161656.1428	155841.4595	121389.4054	11976.91243	37124.31583	36759.25505	14106.55697	13626.32902	18361.7416	60159.0694	54378.85245	118477.6283	22687.22969	33246.06608	6907.127881	20609.85493	191870.2382	157273.7143	49395.85376	41489.07656	9517.032792	29070.32464	8650.06678	112593.0482	17875.85818	75848.45326	15905.37189	46517.90529	3153.203467	13831.76465	45749.04556	15406.17844
TG 56:10	 [M+NH4]+	9.68	TG	12.3	209769.9323	135415.3673	1019210.46	197207.0826	692484.4437	582616.5161	98996.99427	748682.2208	151523.6436	277167.1551	216442.1991	152718.3873	385779.2929	1061918.544	1118145.25	2680557.598	320843.961	792476.6479	543846.7162	423884.0848	1370971.125	1267078.099	1575401.393	2926605.608	362547.9507	356991.8892	281237.5704	109368.9647	646285.8849	1483317.809	444983.1076	3331151.967	137399.5295	125366.9367	155774.6473	98798.93207	953686.2493	1187453.497	943866.3583	72581.78568	2735500.087	63503.1205	58538.14075	119578.9112	391844.474	600393.4274	1298839.562	759657.7872
plasmenyl-PE 36:3	 [M+H]+	7.04	plasmenyl-PE	12.33	56939.83883	102777.8415	83259.13631	58683.22644	146366.46	80442.7069	41959.88438	45830.26293	94229.48061	98854.44142	100552.3667	85812.901	62421.06026	44986.58924	42481.08234	3683.550132	79136.58291	69737.94518	37601.56036	85966.97624	28507.2147	53933.18541	44023.28738	10190.34554	33551.77484	100538.7082	80973.08046	55332.11165	53150.75223	46928.93174	58443.83661	57680.18655	70878.25383	71226.2865	44325.6952	36053.49992	64755.22068	70290.47607	70086.84166	72157.5481	37742.46374	62556.15273	53012.35611	44538.32019	56490.73223	4154.815662	49168.22269	43824.64099
plasmenyl-PE 34:2	 [M+H]+	6.77	plasmenyl-PE	12.4	32111.32648	56669.61234	47843.84572	35593.70511	72291.12828	68952.28613	26310.5871	28534.41465	56955.33124	58241.42837	46688.74261	41941.73289	13194.26871	39677.88917	26024.89762	60088.04356	22692.88022	38521.22812	31029.54132	22103.75146	19616.33071	28671.60324	24127.43252	30781.53392	19703.96329	28596.03295	46102.20362	22703.14648	20618.48915	12076.13838	35053.83503	32971.12037	26475.05584	35574.72893	32885.81817	26308.98562	47742.132	29936.7313	29590.54796	20348.79461	27866.19862	30288.13326	23648.72566	21738.61707	19395.26455	28766.08706	28061.01408	23502.29977
TG 48:1	 [M+Na]+	10.13	TG	12.5	534718.1851	473004.3704	732170.7047	327498.7485	345116.056	372097.2094	153966.5664	356063.3264	324374.6448	704716.907	269265.6897	703898.0985	60261.94722	413713.522	398888.5479	575320.9318	1428781.573	817695.7183	522850.1595	548424.0858	541134.9411	421158.5135	483771.3353	894366.6497	300693.3485	900972.2081	427107.1847	801577.8868	340778.6001	294863.0765	318192.0497	454823.1613	869243.4419	1714286.882	972775.1685	724203.7532	271144.6069	241080.8394	350229.4439	689517.0256	557505.6519	1176009.03	446349.1601	937919.0728	118351.156	326347.9978	279183.488	238089.3782
lysoPE 18:3	 [M+H]+	1.11	lysoPE	12.51	8688.216649	7806.214682	11066.11354	5796.351785	4133.28254	8988.134934	32630.50409	6837.970867	12859.49837	15727.09619	13577.93702	6380.580592	2682.692749	8885.182972	10800.97361	6417.913404	7921.766418	11355.99126	8247.753384	11581.21384	3846.762015	5828.486572	2848.005498	5276.20704	13205.60206	9381.908052	5214.555922	3601.739487	8360.744825	8351.416946	11412.91082	3648.86747	3168.681823	3217.097892	3583.878715	3075.659313	3961.410542	4522.61729	3748.620185	5601.465485	4864.420366	1609.676683	4654.771169	3667.602178	6989.157296	4187.247854	11250.63009	6692.362186
DG 30:1	 [M+NH4]+	6.9	DG	12.75	39678.12752	48137.47405	67012.96933	45968.10589	53270.41116	28696.0381	22511.59904	17550.89345	41318.04981	37602.30784	40356.75667	23738.76067	12902.11072	17993.45102	19667.63697	6819.003774	57513.795	36993.39665	44254.96609	32645.37509	12165.97495	14921.68497	19019.94177	17237.4844	37211.17312	55934.39895	26851.66002	40313.6014	4941.591905	7945.225962	23152.23441	7743.444636	20112.91139	25996.57101	37258.57783	39506.29052	6882.728283	6081.931368	8347.899232	37892.8551	6773.396774	29544.65966	41485.61697	43668.49119	3140.069913	7480.718492	6263.625778	8412.405414
TG 50:1	 [M+Na]+	9.21	TG	12.75	36721.09238	33747.05699	108225.1803	43782.62415	106845.4912	120056.9253	42106.20363	104193.4971	40083.69341	86782.07703	43860.47084	68123.35636	23554.07953	174966.3086	320364.396	449737.5075	157900.2947	129146.0168	125493.9678	72013.25197	293499.4527	295363.9684	287218.0887	495480.0868	55304.37407	116570.4493	76534.98641	151186.2282	131268.1221	271033.9404	84872.96863	362222.1422	202512.8647	465259.8845	198604.4574	227623.5166	132964.6939	200018.7615	103325.6791	236052.7773	405646.9822	208697.6456	139395.2209	217161.1541	32737.68887	114965.2641	153206.0576	82424.23865
