Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
SM 40:2	 [M]+	7.23	SM	1.53	4361657.218	6790637.135	5190788.914	3357546.192	3928243.726	3042836.313	5654096.661	5695613.193	4429359.483	5021444.57	5203309.512	5157006.696	2289308.903	5768182.463	4356564.161	4799690.447	5187818.995	4353484.688	4323169.47	5960623.622	3262949.234	2956052.345	3292827.01	3075661.818	3420746.418	5448365.512	1201248.249	2198478.504	3904615.535	3311247.233	4342365.738	2489033.583	4255232.146	2697375.443	3529711.37	3328142.819	5109834.069	7359910.307	5265885.263	2250981.015	5104090.032	2734676.712	1606882.32	1900266.853	2291247.662	4114856.287	4426049.43	2631562.65
plasmenyl-PE 40:6	 [M+H]+	7.18	plasmenyl-PE	1.58	683710.9806	911022.6778	1192896.767	669157.8284	2176607.745	1982252.262	1547294.404	1396941.692	813273.7648	914913.7203	1164180.535	937946.2818	598549.0718	1405305.22	1105226.937	1442523.865	624344.2056	716589.3873	749070.2921	1042306.051	870826.7945	908570.883	661172.4244	752059.1983	865245.366	877258.4527	457687.0745	503964.4764	1196896.701	838223.1532	1012475.221	677569.0771	580185.096	501851.2864	518283.9183	516479.5012	1280742.964	1488166.225	1621074.871	492813.7993	1163561.794	532919.8832	401367.2209	521143.1152	727013.7859	1269798.879	1198614.334	858031.1719
PE 36:3	 [M+H]+	6.58	PE	1.65	4397928.247	5842838.784	6060699.853	3946313.25	6105288.291	4574295.812	2500992.098	4769202.105	4264795.489	4751597.34	4038705.304	3376335.45	3024661.172	3117957.927	3832971.843	7048507.411	2471270.223	3974492.016	3394634.653	2724261.579	3034404.983	2772425.646	2592704.329	5597983.828	2781600.597	5057692.766	4694708.562	2583160.492	3831192.941	4179841.755	5472087.508	5230102.698	3508544.413	4084955.855	4063667.367	3091978.786	6704088.234	3831025.34	4078737.081	3360894.017	4012953.413	3465353.85	2482168.128	2680045.659	3601641.186	3628223.072	3679847.279	3522698.664
PC 40:5	 [M+H]+	7.16	PC	1.93	3539321.228	5697304.532	2831608.603	3659476.671	2822397.983	3228110.126	738110.3492	3040307.396	2738958.47	3270842.833	2585982.155	3269410.778	871693.1582	561062.7121	1285034.401	2314569.176	5893375.54	4978146.53	4690771.047	3276198.475	2440196.153	1480889.864	2938664.384	3053857.281	4318953.728	5210057.773	4286133.76	8072649.568	2094533.524	2479069.222	1510367.202	2386211.498	6864195.436	12770896.17	6218086.478	5964278.309	3944998.112	2628664.67	1961691.65	7380379.053	2901563.159	9428717.263	6333888.975	6972241.434	1649176.85	2236489.899	1984879.099	2745513.726
PE 36:0	 [M+Na]+	7.24	PE	1.93	4811890.743	3906171.857	4531058.937	3784918.751	2788654.027	3587945.991	4375741.528	3950172.953	3878598.952	4095136.984	3720408.661	4447974.159	2667887.447	5092122.084	4842905.341	4865509.521	3304419.697	3490679.103	3396053.64	3757868.521	4823997.468	4769810.52	4891134.915	4821998.897	2950502.691	2812657.295	4371381.151	2472863.247	5044297.969	5399997.1	4831183.806	4502352.22	3621029.189	3012232.933	4346900.822	2829062.637	4975681.104	5493642.671	5366339.926	2370282.607	5467177.563	2557735.242	2367542.925	2212440.077	4546991.819	6378060.461	6277213.014	4707769.689
PC 35:4	 [M+H]+	5.69	PC	1.97	679410.6452	875846.7882	638468.8702	568186.9528	955033.2881	749816.2514	966477.727	984717.8366	603974.3597	569450.4646	657899.5009	711100.3264	434947.0515	660911.1644	613132.4825	629601.6913	747084.6318	577555.7797	565220.7079	1004063.861	817731.9205	725194.6971	744618.702	764285.6982	576750.1593	921996.4151	442284.0132	428622.7232	769138.6923	837592.2543	606423.2028	626772.0569	704340.654	460882.365	550033.0304	628762.5851	1168091.896	1406055.516	1104968.266	428394.571	1030525.971	528139.3954	343795.8633	389793.2022	545571.763	947558.7866	721068.7207	582166.0099
PC 40:8	 [M+H]+	5.74	PC	2.02	12534641.76	15470010.77	9870159.234	13934694.28	5105132.546	6870393.855	15602226.78	14954114.9	11820857.62	14872701.03	11032646.85	15272428.94	8162341.852	11575516.77	12415436.35	7415569.502	15815452.44	12347727.15	16303234.32	15273599.82	11373281.04	11239481.41	9320257.354	11216570.54	16636607.12	12243175.73	3767441.283	14826736.92	17204697.55	14045894.6	11764035.77	9541119.19	21251621.09	18362971.38	13016529.48	17870784.72	13502221.61	15189393.2	16061483.18	17640112.42	16624255.4	18566883.37	17360298.6	18417735.81	14367969.02	14091596.64	15245648.91	13781562.42
SM 41:1	 [M]+	7.91	SM	2.04	16557687.02	17078367.15	12091005.87	9168987.188	12517400.03	18892341.43	16888543.63	20187730.14	13719371.17	18949116.78	14407186.51	12254740.11	4309105.764	19062682.75	17200668.67	25316416.93	13632009.57	19415445.17	17021229.04	15619400.06	15067308.53	17942659.37	15690433.67	22650011.91	14134262	20634535.4	14311956.16	13038553.02	18282871.04	18588610.6	13692809.63	12836017.5	20996119.5	33673072.27	19577933.01	21486060.09	26429577.55	21594233.84	19248078.04	20531310.4	31167673.74	24576249.31	16552990.28	19815820.1	13982262.77	23940827.49	23928895.55	19692788.71
PC 36:3	 [M+H]+	6.37	PC	2.18	41658500.81	47006412.07	35678052.99	33732229.74	38222292.37	28723781.48	15864098.4	32437244.54	39166176.92	46683531.8	32147613.06	35556306.21	25695934.58	23463713.01	25920951.72	44476228.58	39563792.63	42824032.93	45220069.6	30724246.74	38434121.5	37664948.6	38183381.37	62339676.01	35930907.78	59246525.72	41349660.08	51618955.26	34841254.88	34740871.08	38233353.42	51608580.74	45372153.33	73362104.42	46650666.59	42983146.03	49912055.25	30359049.45	32916185.25	60675536.39	35563850.12	70714853.06	50228102.04	59080248.31	31848588.05	29960802.68	27961944.28	31770685.72
plasmenyl-PE 38:6	 [M+H]+	6.58	plasmenyl-PE	2.18	585545.52	813644.6258	741911.6272	613622.9876	1324905.135	842370.4544	449344.8897	807940.8679	807578.1595	880715.2543	788914.5897	630931.1471	353679.9602	569526.715	604386.1733	981766.5523	713381.4126	781423.6833	739251.9153	696374.5301	893342.9345	925038.7704	1030119.455	1255179.92	551636.8606	692422.8089	647712.0521	643281.5143	647985.2774	647279.323	647632.9976	1024499.584	738262.8586	1183835.834	811657.1784	692203.1968	1256822.626	900547.0612	1102516.061	874410.1895	1002873.353	963880.4271	624404.7475	869529.4835	662973.0236	828559.8878	779817.0621	753179.6817
PC 34:4	 [M+H]+	5.5	PC	2.23	6535283.692	7721769.795	8466828.333	3629195.55	3704073.943	4924897.031	5991624.131	4236974.199	5988490.54	6824142.125	5662952.068	7859476.298	1140209.27	4913816.028	3627858.821	3450057.376	5849684.459	8908910.751	6369683.159	6032974.969	2581884.824	2979255.675	2127054.507	2865398.16	5687827.613	8416108.44	1247009.161	3146732.357	6043668.293	3425741.987	3769369.165	1786334.71	4109819.273	2942837.94	3393268.28	3712918.715	2105607.792	3793656.336	3530857.801	2126183.886	2786487.844	2795494.919	1959848.101	2086389.932	1189085.118	2144705.468	2635030.327	1691402.017
lysoPC 18:1	 [M+H]+	1.72	lysoPC	2.26	6967276.608	8043839.71	5325299.098	3476298.968	2507304.484	4184736.527	4842350.909	3906615.643	4750237.337	7541336.564	4947700.971	3911661.625	545651.1827	2651217.689	3154963.578	3559576.437	12668225.61	8977129.643	11515093.79	5246881.341	3919451.349	5696725.846	3679975.827	4697896.597	8078948.762	8732372.182	5963206.149	9468065.6	3961608.122	4333073.796	3788510.886	2538451.025	6556690.197	9424815.846	6164855.928	6877590.198	2897135.387	2345630.265	2950899.655	10555589.31	2706682.654	9875035.498	6159927.203	6459311.07	2339008.777	1871176.131	3839146.045	3206818.265
SM 41:2	 [M]+	7.51	SM	2.28	3981742.827	4973076.857	2689034.463	2671989.607	3035316.092	4617022.801	3471263.989	4394720.673	3107302.313	3640585.765	2750927.579	2708583.239	788533.0706	3512804.854	2768115.519	4444844.08	2639220.516	3340530.1	2887723.295	3118753.834	2534006.068	2745730.454	2762035.638	3155178.219	2577671.281	3968458.99	2459169.718	2075774.643	2549075.048	2062632.899	1897262.539	1865295.338	4324054.039	4938653.933	3556288.522	3669734.263	4425388.027	3430725.143	3178808.962	3294081.1	4597153.793	3766538.678	2592659.303	3119714.706	1753180.14	3399005.154	2539381.443	2732577.978
plasmenyl-PE 38:4	 [M+H]+	7.21	plasmenyl-PE	2.34	3246469.483	4396934.161	2678794.966	2006770.789	4087843.604	8723051.176	6270068.313	4844259.114	2561888.436	4179077.285	2999849.224	3054492.516	943121.1263	3472739.95	2581750.365	4481328.025	3119965.247	2350597.061	2075164.444	2777177.964	2964105.527	3547002.907	2947732.884	3966144.837	2614453.441	3021126.812	1594920.385	2137410.958	4528898.391	3083691.651	2797067.212	2663526.967	3021839.435	3279137.037	1989432.979	2000762.952	4075661.18	3368524.851	5035035.008	2604075.057	3711146.246	2892260.079	1504660.313	1834729.007	2456600.188	4165795.296	4367528.185	3030882.761
PC 34:3	 [M+H]+	5.8	PC	2.36	54620795.02	49193154.55	68038121.37	44680509.92	49103331.79	48907550.96	52734160.74	48745567.16	57919979.89	56351782.68	61339975.36	58843216.27	19855754.73	57291123.31	51006063.11	51748846.28	49947052.79	62113534.05	51293332.46	49876262.58	40918492.34	49089549.39	44020514.31	42524012.35	49677986.63	52349729.34	30746224.3	40838290	46117658.27	47974655.14	48031608.76	39174539.88	37341549.57	25355865.74	42221823.96	31939173.39	29250812.23	37007088.23	38925147.82	25077184.29	38716437.5	29824579.52	24281700.99	23315299.79	25396888.65	42594237.09	47491383.17	32502399.51
lysoPE 18:1	 [M+H]+	1.87	lysoPE	2.37	1502078.816	1511338.166	873449.7722	497330.8767	608188.8426	776281.686	1068569.225	871221.1241	971907.4935	1507195.27	890011.5572	626759.2587	164418.1245	756547.3412	1004530.402	857429.1047	1757587.957	1371898.391	1391491.121	835406.6993	921692.788	1313095.75	691538.7142	1225344.761	873826.412	862485.0955	1331471.995	943418.7543	658376.0539	986973.332	756528.3794	648400.7214	1001860.565	1188093.6	1100648.942	1062118.48	1001918.924	760848.0265	983484.6173	1366548.597	857710.3166	1038449.817	685515.0017	668512.6418	803565.7249	601503.3003	1060664.426	1086417.178
PC 35:2	 [M+H]+	6.49	PC	2.38	1673588.754	2036422.002	2419792.151	1368720.484	4780476.012	3337354.084	2107432.638	3224335.742	2646472.932	3214067.291	2204293.805	2094029.072	2466561.042	2783613.398	3049644.051	5841384.245	1131873.867	1753342.617	1896143.081	1867394.006	2353452.624	2271716.65	1720724.749	4895046.141	1671732.426	2778889.327	1249421.12	1525807.726	3092308.532	3179095.171	4390629.956	3648098.581	2362533.823	2583361.791	2115283.241	2175300.371	5969252.04	3311748.297	3294556.024	1818489.973	3330742.658	2846318.367	1802918.679	2339910.158	3617505.732	4110617.286	3249618.101	2978878.153
SM 38:1	 [M]+	7.13	SM	2.38	4396778.031	4124830.288	6036896.543	3229510.192	5313354.832	5197331.918	8751087.132	8345708.308	3628747.643	3716279.008	3675450.337	3945317.132	3414945.97	12059130.1	12069511.65	9452894.86	3878497.31	4892586.555	4143574.123	5832712.994	7430249.663	7563914.159	8204191.825	6492408.759	3577485.411	2611147.087	1873803.369	2562480.827	4471483.859	5175068.534	5197502.023	4103076.493	3542193.292	3005653.425	3420232.304	3275032.432	6157063.744	8171501.831	6784490.8	2445248.04	9361023.802	2564061.119	2151117.119	2223617.614	4443060.706	6349105.085	7661864.373	4721721.636
SM 39:1	 [M]+	7.44	SM	2.38	3511009.88	4181959.615	3989672.378	1714945.875	4254757.977	3593340.973	7182978.761	5445024.089	3461379.183	4704817.209	3124710.559	3720568.126	1678628.131	9630931.801	7614297.112	10263385.31	2740526.2	4092628.245	3662559.355	3591852.391	3925019.406	3719244.615	3886281.189	5216082.153	2354654.074	3086507.949	905041.9385	1972595.129	3745945.642	4742922.503	4476276.827	2996580.042	4417618.744	4046419.987	3336185.731	3295855.468	8327940.565	8868018.376	4907630.452	2784734.653	9297875.837	3716087.834	2148609.028	2529851.09	2831387.399	6544964.287	8336223.121	4013696.642
PC 38:2	 [M+H]+	7.4	PC	2.44	5761289.225	7009984.522	5115566.094	3465508.6	2980410.778	5133317.125	4505662.443	4762629.5	5824981.251	12104238.1	7880158.98	7770902.029	2515491.212	5665485.101	5284703.947	8125823.498	8428444.294	9052631.752	9932167.385	5863115.778	6051543.686	7530391.409	6399897.321	11500855.12	8590262.895	14953851.23	4257126.196	11962481.59	19093783.51	16543738.97	13672405.25	11903613.24	9078278.962	17968695.22	9057837.256	7869904.147	9225526.787	8136759.957	8471062.59	12703506.8	8407825.047	15540872.02	9226613.485	10474161.42	8896680.667	10270936.45	11532007.41	7760325.809
PC 38:5	 [M+H]+	6.34	PC	2.45	22524487.15	31034201.59	12909186.35	20043766.59	17231282.6	28091402.21	20901433.63	23811408.68	17491272.43	23947426.93	16075012.02	19975291.18	9333657.024	11669635.74	10270771.26	16763981.91	36657072.85	24782514.56	24539723.38	23918644.63	18273113.44	20444164.41	17703209.36	26849753.39	25287019.02	27811710.03	19751198.18	33036934.69	26774851.2	19269709.24	13921887.13	18713206.12	39083028.31	42966495.66	24658613.49	25278976.79	27594684.23	18237843.68	21902798.95	47975420.88	19019535.81	51859269.68	25484837.39	34139927.63	15791191.33	16907104.5	16045491.82	17153782.18
PC 32:3	 [M+H]+	5.36	PC	2.46	528571.5921	664843.6613	524475.7857	181667.9208	233331.073	304797.2439	263615.4814	185850.7747	504717.811	629952.4191	382649.8104	380752.2757	32392.84146	286558.9635	195660.4308	213561.7773	349322.8372	618501.292	425390.2167	288559.9503	130153.3296	184798.2409	124680.3207	272658.2682	515875.9656	607055.5013	105187.8926	165460.4534	278050.4662	227422.7481	234702.0831	101105.6014	171910.3405	203458.0734	147704.6476	175473.8497	109686.6153	223067.9121	151365.9143	134298.5486	227108.4185	171718.9184	75789.38841	101123.1935	34369.77124	137395.5563	147158.6955	67949.91736
PC 37:4	 [M+H]+	6.5	PC	2.47	2099124.799	2445291.296	1510889.739	1722568.09	3757474.732	2311353.652	2232741.61	4450003.061	2489538.588	2618769.502	1759470.238	1797204.459	2618570.555	2104193.083	2628264.065	4074622.866	1874413.964	2089254.352	2027574.491	2684314.881	4038067.093	3145485.502	3332186.097	5932721.842	1632499.085	2096541.04	1647574.323	1641305.121	3086600.088	3421573.998	2997650.127	5136270.935	4067373.912	3951766.607	2939207.256	3500044.537	9531810.529	4916011.559	4056640.162	2611048.875	6121979.076	3424377.415	2158020.507	3002492.066	3953873.241	4665640.757	3246909.073	3729456.263
lysoPC 20:4	 [M+H]+	1.27	lysoPC	2.49	7665538.409	9688199.626	3958041.341	3952775.713	3634233.295	5099810.547	9088740.716	7324882.13	5470572.996	10554036.92	4951981.277	5190971.39	1103004.468	4495741.232	5104678.109	3714394.819	19329615.99	11015656.98	10312072.6	9287604.389	8338452.539	10820779.5	7137379.179	11994389.55	11306684.27	7655802.229	5092986.664	10116973.94	6725323.859	6942095.759	5405103.057	5681601.837	9250151.177	10344388.25	8448357.377	8585236.78	6894147.924	5938048.436	6525605.682	14365198.34	5929851.79	11409780.6	6287299.923	7579628.452	5635170.098	5037499.035	8443162.996	7876010.159
PC 39:3	 [M+H]+	7.4	PC	2.49	309886.4473	315013.1008	309215.1165	214772.5703	201619.9501	223184.752	319376.7762	269585.2113	359292.2491	484855.6503	440002.4024	417481.4091	190887.9152	331175.0511	287550.0518	252526.8913	339328.4076	394402.3415	425837.711	524721.2189	426616.4808	324643.7933	265688.5708	409863.8383	185810.2131	663904.7955	212800.9758	283304.108	781023.2436	553558.8673	446731.3746	338424.1306	500430.7274	395229.5786	407526.0656	451890.6593	725469.6868	593960.6812	435061.8983	424820.905	614880.7045	455416.9754	372077.0137	319241.4451	439950.3596	747193.9005	487283.8499	370949.2838
lysoPE 16:0	 [M+H]+	1.7	lysoPE	2.53	1615231.971	1773120.964	1149208.237	680771.3985	935221.3425	1256738.5	1438752.04	1434039.236	1382652.601	1845720.316	1282139.031	1127558.732	254546.8248	1536629.171	1805116.017	1312301.833	2057197.718	1758370.47	1504694.666	1250065.123	1280631.452	1542815.003	1136313.479	1564420.199	837429.7908	1089927.982	1429102.807	1082705.105	874659.3389	1367341.672	963261.6418	818374.3243	1285741.507	1406317.998	1371269.732	998710.6635	1330270.366	1507973.124	1478270.986	1458455.237	1339343.262	1149462.47	681689.847	650265.7095	727045.0941	1133797.748	1600074.988	993256.3321
PC 40:2	 [M+H]+	8	PC	2.53	295523.5326	404058.4696	237905.9506	174690.9919	152309.2544	195824.9431	203410.1781	181587.0674	323531.4246	625224.4384	371542.619	404422.0656	97054.68691	240442.4826	230831.5518	337644.7009	449681.4807	470743.0016	497013.1164	336742.6702	273164.4774	356670.5005	337074.5002	466185.8841	414118.8144	588495.8094	265493.65	553721.8703	598658.8568	565819.9709	482388.12	527311.9756	338572.4889	543195.9069	266670.1531	231828.4304	272000.7433	275938.922	247403.8256	364710.7303	326408.7529	533651.5048	239728.2878	283205.0138	257778.1072	268759.6182	438471.019	263569.363
lysoPE 20:4	 [M+H]+	1.36	lysoPE	2.56	2230320.611	2526576.709	1361006.495	837738.5758	1222273.379	958954.9584	2162939.405	1194692.011	1894150.164	2950273.836	1632499.243	1290361.737	275852.4313	1355464.429	1584428.583	1083635.473	3639823.972	2670368.127	2174009.686	1820350.25	1424779.39	2078516.807	856110.6192	2288112.896	2307172.253	1210051.069	1170526.643	1426148.158	1136177.101	1208934.317	1183636.39	930875.2449	1061970.589	925142.2481	968311.8962	1010450.303	1173629.487	815047.1423	1071866.134	1554001.528	711874.7559	938125.3915	746273.0282	696499.7244	784444.9448	815783.8791	1551245.632	1098878.415
PE 39:6	 [M+H]+	6.53	PE	2.65	251391.6116	257430.4458	329480.5419	232222.9431	887940.7711	586868.8516	409853.5145	782476.2948	328190.0379	341316.0018	304226.3028	195236.2172	367893.4932	493532.0378	623867.878	1110827.52	220001.1588	303432.0877	283127.6327	311129.2954	552748.6694	483908.0191	442792.627	884399.0483	207427.856	262900.7479	242221.3911	158566.7543	414817.5761	516932.7275	462769.4766	590307.6497	338252.2037	332179.099	298046.6955	280776.383	1271066.255	812085.2773	603123.9057	250867.8426	840843.3073	291269.5757	229396.3865	271269.1826	421472.7167	724184.8178	633075.1543	459860.1685
PE 38:3	 [M+H]+	7.24	PE	2.69	4313815.424	3388448.519	4031959.715	3305203.471	2393542.864	3198528.14	3881739.26	3487789.019	3368460.13	3678124.537	4103187.878	3752202.607	2157390.992	4456960.164	4151550.914	4359106.71	2737213.849	3025002.721	2971173.528	3392502.733	4280156.648	4342345.591	4388715.561	4596789.822	2500316.137	2495354.972	3847248.38	2064685.782	4737282.527	4944382.287	4304451.333	3799243.023	3263487.375	2718730.359	2844152.444	2451073.159	4633881.327	5063883.598	4705480.329	2018296.233	4983877.953	2184230.296	2000399.756	1792141.236	4264778.3	5861245.994	5807735.439	4173013.448
PE 36:1	 [M+H]+	7.42	PE	2.71	1883398.766	1986621.572	1765014.363	1054412.454	1148596.651	1638374.128	1144510.138	1654985.202	1388863.478	1675609.458	1643599.018	1331111.298	340272.3357	1390806.738	1582940.29	1961984.021	2029429.44	2150760.916	1820215.749	1542649.983	1566080.526	1842286.347	1908815.607	2327170.252	1706297.561	2173594.321	6334388.554	2234273.281	1695907.304	1812227.225	1433208.879	1782969.189	1941559.49	3787998.558	2292899.912	1641903.324	2206014.084	1958085.648	1419230.27	2287425.667	2608740.086	2656194.956	1591666.443	1666897.783	1042711.585	1792122.233	1895491.422	1693044.066
PE 34:2	 [M+H]+	6.38	PE	2.79	3203754.11	4633056.917	5161226.407	3072118.387	8038790.852	7323177.667	3377909.882	4622922.37	3331090.194	3822100.586	4068232.686	3067970.435	2244591.42	4138666.849	4581093.735	7016626.075	1510088.707	2452899.083	1804419.921	2078904.791	1779369.724	1756384.32	1690089.234	3260359.641	1654014.574	2837769.447	3267901.979	1360036.685	2400897.004	3679819.754	4753007.818	3095546.421	1992536.378	1986390.723	2326183.008	1326615.275	4592240.911	3298777.409	2932228.849	1646254.815	3555743.654	1657224.381	1265154.505	1249735.055	1998661.239	3860092.296	3743979.121	2493409.157
TG 52:5	 [M+NH4]+	10.02	TG	2.81	26245327.71	22607062.81	30299086.36	25621202.8	29580893.43	22487298.14	6653515.067	25279923.63	26571680.05	27711216.32	20787527.73	27347156.11	19949209.7	33182982.1	28929566.71	40286222.48	23078481.31	31899038.45	28487882.99	22301132.87	29329307.68	32316097.2	32054792.83	38585623.18	21119194.76	24567093.32	26690645.72	18927342.01	25274085.06	31632809.68	23443504.63	36729853.58	25831515.35	25657828.93	27911821.69	26274634.9	21295646.37	23992726.39	20962415.6	16544330.16	24145782.66	20196740.5	17786709.27	21459759.75	19116253.57	20610103.72	21940541.5	21855176.24
plasmenyl-PE 36:2	 [M+H]+	7.28	plasmenyl-PE	2.82	258435.0418	242032.4106	514843.9926	230257.4111	288802.6949	576877.1492	358684.2241	292314.1198	327029.9048	309163.9605	371914.5299	384815.9268	93953.06976	463786.5682	356201.5134	376211.1824	209690.1765	295931.8416	241477.726	315697.5241	205115.8169	279251.7173	208757.244	192772.67	251925.8975	228417.3465	226500.1208	210048.7872	247252.3894	184549.6973	222617.9872	165162.9593	154789.8242	144628.7628	138153.8857	158579.881	129430.8129	204121.1004	232598.3977	110580.9836	180453.3581	135630.2485	108715.4959	115425.0233	168518.4302	208107.9842	284937.717	196408.0582
lysoPC 18:3	 [M+H]+	1.05	lysoPC	2.86	195063.4987	241591.9598	202305.2369	92474.0635	105762.6805	122411.4577	371852.3561	119566.644	190445.5464	390868.6833	197954.2783	148401.2431	23482.66005	134930.538	150973.1044	138333.8947	344008.8611	334885.7831	288963.6476	163076.0255	97050.58129	174539.6048	81232.09713	171307.6894	313181.3897	217759.4712	73707.34355	166474.4035	156958.9307	179969.6112	184445.4991	78032.77033	102549.757	97158.13563	88142.27438	82412.99267	74099.10827	75569.65967	89068.70508	136811.2615	71358.63112	112424.2179	74699.37393	70229.80105	59014.06794	63269.74583	174752.7635	81859.14924
SM 36:1	 [M]+	6.48	SM	2.91	1507058.815	1548697.96	1429553.081	1088524.098	4022231.444	7076872.681	4374916.268	4233841.149	1186613.626	1595881.51	1274352.194	1114194.724	1050597.582	3041326.824	2429855.893	3147701.355	1185043.139	1065151.787	1036060.559	1270734.679	1765542.652	2118720.758	1837505.331	2616497.529	1137330.178	1130647.897	1061694.49	922138.5774	2168343.934	1838608.943	1687526.987	1455267.828	1519348.327	1526107.58	1103647.449	1114247.174	3387768.36	2470271.425	2475704.75	1434994.497	2513678.682	1627900.169	865427.9087	1018898.913	1482878.196	2516236.573	2771933.625	2105504.697
PC 33:2	 [M+H]+	5.9	PC	2.92	1528560.625	1938350.861	1766316.047	866669.1588	2331912.775	1922141.052	1393490.82	1932291.079	1538616.74	1771199.784	1611387.299	1241459.23	641767.3129	1622039.633	1783449.149	3000697.221	990107.3069	1216295.965	1180990.547	1382823.857	1355686.951	1478557.283	1349851.187	2399655.923	1089534.924	1957419.549	687072.8764	892116.3799	1380434.191	1604398.184	1664763.416	1764205.167	1147299.185	1311971.472	1096780.681	908271.6221	2434779.408	2009900.644	1865024.104	749468.3868	1939929.489	1037537.537	570023.459	734898.1101	1162170.873	2186703.304	2025718.565	1387625.501
MG 18:1	 [M+NH4]+	2.89	MG	2.96	186267.7871	163813.7827	155074.1346	100066.1028	44402.05862	381761.63	475466.2656	173291.4586	150448.3991	228984.5794	203649.4777	130426.394	28872.7548	176744.7691	140220.5676	105994.6118	438837.428	316580.2415	317790.9776	329235.3963	231279.9048	440944.0731	244659.8748	197033.3493	290842.7167	198306.7464	240747.1389	444936.641	183861.1221	159248.8768	239551.2429	113331.5916	265555.2725	226114.3172	169508.8186	233450.0344	106493.2249	130220.579	117181.0514	271878.0699	136454.6507	245529.1309	221516.9029	190447.4386	124610.9318	178215.7962	374628.6981	155395.0036
PC 32:0	 [M+H]+	6.61	PC	3	23854228.84	30211183.02	18381128.96	19551295.12	25541304.99	18945593.8	12271908.67	23870839.64	21490578.38	25870711.61	19286483.75	19638521.31	10014714.58	15791798.43	19133552.44	25166356.21	19718646.41	22577330.76	23016638.39	18618934.12	22178552.6	20266316.89	23425738.97	31373089.43	20411243.56	22349057.93	20893653.7	21245098.59	18862187.76	21762398.17	18090625.94	28044567.39	19587047	29787938.75	22836724.84	19696594.21	29540943.37	19598391.22	18814379.5	18537779.63	20860465.36	24091364.66	15892179	17423314.34	14094533.05	17145516.02	17811504.04	19789857.33
PC 37:5	 [M+H]+	6.02	PC	3.02	956775.825	1046168.714	854000.3288	851590.1536	1479515.847	1528333.232	1744075.593	2102175.522	695628.9403	637251.0464	1145529.601	1277060.893	1271136.048	1218965.973	941958.9857	865344.8807	839128.7288	836245.6792	833676.639	1845254.726	915059.8667	1031915.875	934334.1504	681732.3415	783066.6527	784788.2288	427039.484	427202.2937	1897187.114	953885.6484	947801.2355	783759.6934	1153401.628	1116151.033	888320.4827	1609703.82	1553570.956	2906514.866	2113392.687	783585.7692	1442164.612	864863.0096	668369.0202	747259.299	861744.2775	1345599.054	1154243.245	1072148.031
PC 44:12	 [M+H]+	5.61	PC	3.03	83538.68879	189370.3823	79610.17614	91838.7112	77068.48026	77904.81735	187302.2488	93964.70362	205856.3591	296193.0155	217914.3127	216154.38	83135.77165	139243.3908	115884.6009	88684.18576	191164.8045	176333.8592	293618.0259	262201.4084	109578.7019	121293.5263	74199.11271	115404.2297	322541.4335	276760.8114	108393.5506	226136.2937	279118.9621	162715.5833	165767.972	88983.23461	273866.9707	265179.2181	135444.8633	215716.9151	152812.205	187183.9015	171803.7253	322269.3193	180913.5654	393613.4895	356615.8418	332492.3412	173541.7576	197960.4848	255704.6385	124198.951
PC 39:7	 [M+H]+	5.94	PC	3.08	433653.6187	472895.0443	390133.7632	425917.3765	364327.4894	287874.4988	477879.0908	572423.3773	528761.4575	443376.7541	424755.1997	349641.9267	327223.642	451355.4457	483317.6775	541568.3643	590480.7064	496516.1279	580265.153	720641.925	651662.762	596816.9353	652025.5686	552308.7913	435734.7785	440681.9026	170575.3459	429492.1365	480633.9144	419767.1882	393049.3228	409801.9081	584471.5769	573687.4631	397837.4009	643173.7607	503236.0478	498919.7839	449101.701	460107.759	534509.6152	595259.4249	487355.7046	560045.1581	429016.7194	475381.1838	351959.1178	437618.2748
