Class	Carbon	Saturation	Adduct	RT	Class.1	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db._2225	Ctrl_BKS_db._2226	Ctrl_BKS_db._2227	Ctrl_BKS_db._2231	HF_BKS_db._2239	HF_BKS_db._2241	HF_BKS_db._2242	HF_BKS_db._2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db._2273	Ctrl_BL6_db._2274	Ctrl_BL6_db._2275	Ctrl_BL6_db._2279	HF_BL6_db._2286	HF_BL6_db._2287	HF_BL6_db._2288	HF_BL6_db._2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob._2316	Ctrl_BTBR_ob._2317	Ctrl_BTBR_ob._2318	Ctrl_BTBR_ob._2320	HF_BTBR_ob._2329	HF_BTBR_ob._2331	HF_BTBR_ob._2333	HF_BTBR_ob._2334
PE	38	8	 [M-H]-	5.2	PE	25.17466141	51319.2864	60971.56494	125582.489	85138.57681	26210.42521	36655.93583	32121.65866	127204.9463	63084.35303	89581.95371	67180.54569	93672.66122	24532.01146	70164.23584	38856.49086	49604.01542	85925.86124	50929.87538	72022.28556	53459.15032	31585.50059	59312.42875	11630.31535	24575.43999	64595.60298	80174.76323	19613.24635	40069.18582	5612.310897	43648.70455	86371.26825	25768.76864	83999.08774	8958.599573	98908.73132	43149.95022	13690.97036	15446.25783	28685.01366	29762.80134	27033.10526	37812.63169	36734.42271	44897.378	13657.98473	19329.14677	18166.97817	21250.10742
PC	39	8	 [M-Ac-H]-	6.09	PC	25.40845248	7733.160967	11935.5352	9276.533005	4221.042766	3802.628834	6373.821955	2514.745224	4030.901424	26456.59757	8665.019496	6738.077733	9951.599969	12393.6966	4760.901636	4066.832301	5026.773106	12107.52197	9609.007488	13689.06397	7673.805267	12830.13314	11422.08847	7970.379963	3884.177591	12450.43199	10754.32251	34216.13655	9110.548781	4872.423059	4114.145068	13387.60956	13535.42349	9469.903789	34868.23268	27391.64702	17202.44351	7092.573094	4969.651922	6531.665326	28285.7454	4196.836409	36089.51115	20680.48783	33253.13538	6397.697989	2309.94644	2198.789462	7486.105019
CL	72	2	 [M-2H](2-)	7.6	CL	25.47011007	9242.934902	12863.93078	17213.2384	20186.68912	20215.54107	10231.95344	10621.76038	12511.19309	12566.16126	9550.017333	9332.027855	6198.533759	5528.448802	25001.45923	24047.50227	8909.220137	14992.47346	23866.58815	15006.00537	11399.15575	7093.582188	21603.62899	20044.06801	34604.12496	25202.69108	6647.214278	17722.40516	12912.52006	8174.00099	5600.528541	19740.38497	11071.73461	7291.195604	2174.400572	7459.718029	12552.01502	7364.452263	14005.23895	7243.157186	2811.036631	14964.33383	5239.600627	16306.47502	6319.873595	7126.719907	8070.230841	14397.65613	9468.278343
PE	40	10	 [M-H]-	5.16	PE	25.61607157	27958.10057	37166.40079	56155.87571	29061.44006	21781.68029	27961.04433	63777.78846	18382.06211	63407.68524	39330.78615	73316.01565	75591.14716	34921.86328	95060.99473	34024.20869	26258.55061	27307.30806	56345.09672	62023.5553	58276.18039	35688.79008	38080.79514	9462.172631	34128.8305	35077.7337	48800.43784	41988.08989	28714.15275	48022.77265	50241.49544	51790.08394	16404.5117	26889.39107	6034.410086	42038.29266	41371.81354	37951.35589	60972.50353	62482.21559	19869.89897	38230.80691	31805.62399	38787.27652	23120.09548	25925.06821	34051.00257	37156.77333	21122.85421
CL	68	6	 [M-2H](2-)	5.51	CL	25.79830418	19030.45922	38328.35162	38807.58986	12507.91119	14554.6105	22780.62777	44557.31296	16624.82299	68584.984	19891.82522	63161.67106	24513.53615	8364.560751	54375.79909	23801.90713	14621.6597	30927.94611	39321.18075	33836.7095	29570.52893	11829.5558	12233.05103	3511.343464	9627.549762	19841.68587	32290.5439	9173.088554	9094.325281	19988.95922	13090.55676	27502.237	28256.99717	15497.51467	1521.152338	23060.0805	10515.12171	6589.714136	19895.84817	19235.15519	10587.21549	28760.73802	12111.36842	14234.38096	9096.765174	12604.58182	23736.39361	20261.54851	15186.77613
PC	44	4	 [M-Ac-H]-	8.45	PC	25.8932073	21991.86917	24031.20941	15544.21585	33209.13209	29871.35765	15449.94396	26899.89121	19502.29089	23406.75387	22610.33756	29984.61694	33087.06375	14171.95358	12101.83363	12682.46038	18964.49758	36489.4224	22190.70477	17998.19934	38194.94626	26429.67149	20695.77885	10252.23697	21349.04639	19356.98958	31587.8446	36470.10814	26188.29686	16054.41141	17494.48531	23953.17679	20113.99389	32768.41163	26353.05598	27225.94162	25249.35862	22776.89218	14267.8394	38780.73256	33107.01535	20350.78621	27628.96591	23649.61498	30412.17279	22783.93393	23681.49055	20098.16133	17304.08436
PE	38	0	 [M-H]-	8.32	PE	26.17180589	3440.232481	6849.464888	11706.60684	3492.236685	3429.819106	3335.88016	8984.572877	10449.73315	6708.739599	9477.905802	17051.22704	12093.77187	4422.378919	11161.57064	23003.95992	28885.15036	14862.50844	14995.9208	17023.78356	9686.744958	15280.67851	15354.8193	40276.96539	24734.79411	12992.40276	3385.729127	2471.802115	49404.57786	26572.28337	42617.95168	18674.18855	39962.21058	19021.25596	38448.49918	26711.3359	9605.901835	18164.03808	29285.7138	13878.21659	6861.206429	21939.17778	15035.65562	15609.53406	22768.88149	14748.18391	38349.73617	30378.3753	21392.57077
CL	78	10	 [M-2H](2-)	9.1	CL	26.34046967	8210.898311	5884.563664	9768.560324	18025.50957	16033.98143	37789.67652	33781.80039	22124.16292	4072.700802	3000.962356	6006.451593	11728.43586	9706.640047	10920.8325	42104.43171	37002.79619	5557.277796	4318.167721	3336.841768	7565.100974	16295.07262	24721.92993	57993.39226	17631.43367	6553.442671	7896.493737	5701.874867	9235.52231	14326.5537	13730.1716	14047.75748	11735.03795	6933.481751	6326.180499	9080.677614	6099.4224	8105.949762	9378.794072	18531.0356	2611.431925	18094.78565	3943.649383	4122.919667	22926.03021	9853.79653	12000.80633	22018.61167	11308.4525
CL	82	8	 [M-2H](2-)	6.38	CL	26.65056538	56547.06716	135686.5814	122325.6733	124427.0393	86788.92249	77026.08986	100348.5507	97691.33145	97273.14234	111701.6866	143789.3899	139638.2268	62521.27055	84631.67711	73818.67926	87741.0236	171944.3291	129083.5105	166520.9432	158267.807	168274.4295	158341.3269	80528.13628	145141.4004	149816.1543	80619.35185	161007.1685	164881.5915	175557.0132	84766.91191	112397.1834	124817.8088	139952.4648	54280.78311	156722.4873	150309.4298	119479.3522	92478.45012	158666.9406	92807.19625	132801.8911	197073.8844	190738.0223	172955.7707	93543.75211	111590.7503	101509.5376	92587.56237
PG	34	4	 [M-H]-	4.25	PG	28.47751775	2881.517158	2416.402039	12970.44882	3136.12296	9930.005218	9777.727588	5675.509056	3060.574951	3854.354084	7448.46387	4354.177659	11525.22791	1711.84347	12067.07261	3848.295047	4481.769332	12413.11962	5160.445126	7164.938481	5219.68811	7326.690585	5034.394385	3857.128512	5212.03824	7657.16086	5979.572376	7436.143037	4211.607309	5411.240625	4722.957353	4479.083626	6074.942844	2688.382994	822.4005696	3466.629439	2885.827436	1595.564909	1891.914674	3240.07805	5721.228312	2559.713937	1235.611958	1717.172504	2496.273575	2945.483414	1542.478994	4548.31531	6913.301122
PA	20	0	 [M-H]-	2.38	PA	28.5690457	10836.41247	11116.82328	1876.513184	4382.808753	9669.466152	6486.091972	6858.306542	6179.007973	19678.73843	21359.84652	6689.95095	19627.95101	3225.119721	17919.69168	6442.269278	6275.230351	21963.21717	15960.93165	20871.65786	39731.00728	15561.17141	14005.9405	4565.516792	11655.46067	9151.409667	13486.16057	119587.4696	24569.09618	6273.92236	6752.7564	8824.633552	13025.758	12855.82312	2303.569853	17547.152	17951.58103	14970.11196	6354.788344	8017.502936	57310.8624	4373.160036	22125.85725	72634.43508	42430.03154	92840.93118	28293.72929	11004.90133	36419.27731
CL	76	6	 [M-2H](2-)	5.74	CL	30.06670919	11254.40188	4408.372788	13451.23946	4081.933055	5911.079315	9066.039623	19669.5751	3983.391918	3599.157495	3125.441671	5647.034908	10749.06487	1679.340971	6094.199212	5607.726608	6950.434826	5276.576296	6102.938779	6620.064216	6057.892154	4736.009727	5647.056001	19027.58717	4253.830042	8658.79426	3957.425777	6135.716523	787.5188673	4024.492214	6714.299203	6954.060531	1992.397005	1281.816318	2135.25971	483.7420225	5944.550424	1039.573902	4500.924068	3755.943321	1066.443776	3805.817937	3562.338908	3357.845176	1184.344598	4703.318697	2532.909997	6577.269943	5902.757601
PC	18	0	 [M-Ac-H]-	2.43	PC	30.34991787	20733.72254	15207.59686	12589.02781	12716.97797	7538.094881	22240.51718	24449.65136	11179.88887	14246.79073	14313.59225	11715.04438	12643.14472	4221.650464	16349.8429	6091.502994	11617.1954	5119.959293	7108.278734	12703.19393	4574.211961	6176.774446	10485.03627	3987.097159	10773.25491	10828.02524	9784.259358	3745.75042	7514.699524	20570.0728	23273.9095	11922.14511	17738.0564	16121.06076	1620.39701	12366.299	11396.23295	18944.21891	12181.54586	10947.98458	10105.44937	26791.22598	21195.83589	9447.072014	9994.343812	20660.01567	14578.99955	16661.97606	9573.691218
PC	35	4	 [M-Ac-H]-	5.9	PC	30.68183374	114065.8434	107034.8862	100427.8648	109407.7364	95016.72217	135275.6428	111550.5105	200312.7184	73533.01722	88442.95967	146305.6532	87562.51947	108200.1349	117646.106	99555.21817	100200.0472	128546.5223	89160.21672	106150.5779	103225.1778	228920.7314	164075.3133	208341.9994	121106.4222	94469.37176	73885.77652	114091.1725	153218.3711	129226.3719	95776.49642	156228.2061	209615.847	145960.8944	96877.62829	123508.2981	118682.4795	139535.434	123476.7197	150465.5373	138204.4472	169830.0947	141898.2691	115940.0315	215295.4496	200401.4944	137010.9639	83837.48499	124572.4051
PA	37	4	 [M-H]-	6.09	PA	30.75968154	8635.555485	4878.899825	3998.117765	7365.323753	3826.933463	8090.560085	6869.955971	13047.74049	7700.467779	6924.885135	5060.868381	7207.442536	10820.47186	6480.305203	5191.540567	10182.92864	10252.97981	6325.715784	9023.586708	6277.26656	8943.734401	18546.22471	8611.69383	5309.026759	8724.671859	5051.665897	3171.916384	9730.348007	9415.394705	10042.4556	6399.913973	3983.468631	5944.82874	6286.262298	14422.72463	7482.088369	11785.05494	5479.627453	7550.262675	13574.20679	9544.504024	5214.435115	7755.099144	8619.61018	15323.7195	8494.822536	5425.099657	5798.6921
PE	35	4	 [M-H]-	6.09	PE	30.86969291	112052.7823	446916.4896	117449.2428	290498.8591	310954.0935	263024.9591	296060.4176	147514.6397	516205.6642	277767.9139	222115.5978	258360.6116	234504.4849	259468.8587	125928.2233	281870.8016	373700.0194	226870.0216	274310.8491	423086.9944	469658.9225	453081.7193	404080.9392	351289.2648	169732.7427	248620.1503	223996.3174	247983.9416	365139.2034	102412.6472	319044.9587	550437.611	253631.7019	116522.557	257690.6702	157636.3319	132757.8362	131295.688	351947.2807	338551.3025	283051.508	295100.8824	326115.5181	288416.0741	360243.2805	493611.5902	96767.52299	233338.3857
PE	44	12	 [M-H]-	5.76	PE	32.06197259	132502.1374	170886.0133	504253.5072	167032.9359	356484.2775	206178.4883	297954.8481	230057.3202	287002.0536	216031.7725	399786.9889	250780.6906	222670.6799	352288.3977	205788.1604	291894.1417	212834.6341	217314.3923	243675.4265	291435.3673	261907.4698	412617.9296	173706.6924	451695.9076	205724.8348	140739.6083	421710.8398	262344.9837	209817.3702	307582.2729	587662.6156	287428.5093	294850.8941	52955.44494	244694.7713	169334.7511	307670.7695	156605.3229	523302.053	201454.6808	384946.5961	230604.126	241994.2533	233915.938	241468.5356	279581.5347	238539.9842	272111.1822
CL	80	6	 [M-2H](2-)	6.6	CL	32.36560189	14404.97505	7046.202252	21625.33083	11530.44804	16406.02392	12242.46656	20491.08507	20845.70215	14845.33384	10134.68349	15742.8775	21390.01324	15641.99517	21783.99326	15058.60995	25428.08428	12024.46643	20345.57474	6534.441958	20548.48839	14124.51906	19104.8917	20559.75863	12458.31484	9721.694085	8771.747431	9314.811066	15474.6794	25322.23469	14490.92264	15455.64663	11899.89926	18731.17778	4197.601251	12248.6518	20040.73298	19853.11699	16520.01761	27945.01093	20559.52268	26749.86591	6996.445025	20934.71143	12695.26568	28248.90977	23628.98967	13036.85926	16510.46452
PG	33	2	 [M-H]-	5.24	PG	32.40732935	666.2448214	3681.552758	3522.36392	1217.117194	1526.49456	1662.601388	13108.14755	1026.999193	4881.885178	4594.23939	3546.341388	3811.025036	2173.742635	21447.69922	2453.42234	2652.819619	3105.981204	4394.503687	2126.428377	5941.608753	3266.544973	2156.091315	2221.357258	641.0745882	4049.836313	4102.612929	2179.095351	3376.747876	5391.639696	4339.32245	2748.218914	1915.97157	1295.639243	714.4597054	2248.685973	3787.348263	4951.862947	2618.604374	6525.70833	1085.094247	1255.7998	1802.488383	2333.991938	2475.350734	3250.002673	16176.20859	5156.737742	2195.543606
lysoPE	15	0	 [M-H]-	1.37	lysoPE	33.08527459	5970.787662	6947.094612	2996.441788	3245.336973	4927.842692	5725.523801	23573.67934	5875.307253	6198.074736	6452.556881	9223.777957	9555.629433	2976.871977	17111.88504	5876.650356	5319.51645	7030.850742	8147.601583	8547.017941	3329.700853	7351.192259	10204.403	1141.253982	2903.957447	3279.539238	2206.390323	3546.420672	6148.943283	10894.80667	5331.906745	2719.197549	5188.014382	6767.35981	725.3301436	4454.45042	8805.041519	6190.544873	8579.889256	5855.985075	5893.737132	3103.20463	2247.924392	3974.652773	1736.040393	5908.748293	6776.078455	10936.49494	5238.29696
PG	40	10	 [M-H]-	3.97	PG	33.31735566	721.0295489	2806.001038	784.6129728	665.578619	1035.807721	3155.62202	2589.373283	2358.025043	2293.001686	2821.458226	1723.267902	2907.968911	1487.274437	1491.738136	1479.491603	632.1469195	5450.3505	8476.136116	2440.716806	2140.085788	1713.915674	1847.843106	640.3077549	2766.519487	2542.50813	2776.030402	4838.572497	2641.543247	1587.220493	1549.33267	3323.118973	4466.524351	1620.075366	61.20925203	661.0527631	2484.26773	808.0237307	1139.525847	3000.400613	1946.548555	1931.388881	882.2098369	2799.910576	1368.79786	1055.376672	1274.39074	2596.179121	1118.238771
PC	39	0	 [M-Ac-H]-	8.66	PC	34.038404	3706.503912	5864.204001	3803.739684	5225.763672	18533.89328	6662.52875	5968.456869	3064.160158	9911.827525	6736.573865	10430.90702	9788.239396	3348.23667	7472.357252	3942.921482	3366.538734	9086.932117	7450.540344	11298.04711	8819.056451	4701.174204	6878.526142	7377.969228	8047.285752	3137.695747	10601.869	6197.55653	5946.508679	5083.311467	4678.279839	7499.302039	9819.858434	9112.136391	6905.013416	6459.125179	14231.67354	18236.76056	10959.40439	8358.237415	12846.33266	9280.614428	13195.32829	13995.02354	8941.371411	5464.28563	11385.74123	6796.362329	6017.792106
CL	78	4	 [M-2H](2-)	5.46	CL	34.223372	9783.339011	10248.80499	5381.923799	4574.225954	1779.392903	5346.944941	13949.7891	9068.107308	6006.624878	6959.132733	8770.249508	11179.38396	5506.902384	6108.782419	11084.31096	2422.076942	4019.510721	11028.36829	5694.199464	6675.34041	1565.042967	4220.39509	6565.042984	4607.479267	11599.31661	11050.25417	2191.81858	11593.03597	9811.542336	9325.829023	5705.763839	10178.01364	5985.231347	2094.665012	1629.274073	2762.177306	1525.23384	4450.745889	2885.939764	6053.107008	3065.070454	4443.015646	3323.434606	3470.127203	1407.706783	3536.855613	9170.24672	5077.025012
PC	16	0	 [M-Ac-H]-	1.65	PC	34.84875207	9028.233889	13623.25482	11793.81504	11809.20107	5372.941869	18152.89169	17050.40373	12597.4047	15646.77323	9789.741582	8735.953813	10436.13555	3829.146921	6402.787695	12727.8893	10125.70757	8132.506449	7140.080704	7312.904374	5897.849502	10124.55866	8889.121538	2335.940962	8646.073894	12789.81118	7901.917431	7683.644459	9209.131494	18732.61214	11426.61367	9986.842531	7397.84317	10017.22775	4336.236614	8478.500948	12307.22765	9871.889472	12371.42534	16231.89009	14284.15779	15378.03215	15846.21118	6821.214714	8791.967292	8222.187039	11809.69054	13427.41471	9285.044598
PS	41	6	 [M-H]-	6.24	PS	35.41775607	61955.21665	67443.28106	42721.3497	33030.45164	77555.93734	45851.51074	48677.94486	33659.3405	98439.11517	122560.4343	107229.1046	80611.53694	27375.10619	53565.12888	14925.91603	29310.3816	22211.43863	48473.25266	34060.71713	55063.68508	30867.96739	30994.82921	20094.66406	39517.65975	51628.68976	94319.46746	59424.60598	32087.95602	53068.45509	55619.3833	69831.94261	32892.59863	44828.44213	58578.27231	43557.29844	54921.66118	113728.7443	75154.30525	38185.05841	21182.5626	75648.81085	54185.17566	26461.12285	34358.04267	47820.38197	35200.73608	72397.05113	33417.11711
CL	68	8	 [M-2H](2-)	5.56	CL	36.76748994	6204.665794	5209.074869	4797.274947	3144.016045	8332.748236	18330.48658	23350.64773	15049.17626	5093.175041	7625.654464	6703.72283	7819.929403	5188.359532	34320.8539	21461.59406	17604.7106	3621.472827	5652.116985	3488.290766	5449.018445	6419.445012	4407.051012	16198.49494	9879.939708	11338.85657	4062.997691	1575.894333	7958.713306	5025.689924	7021.87861	3965.333863	11333.92193	4625.846325	3639.341061	6447.276827	3981.365248	5818.485381	7724.41277	9376.770524	4799.619553	17566.27937	3581.008315	5268.609367	5419.780408	8955.579573	11735.79651	18462.59892	13425.53129
PA	42	10	 [M-H]-	6.95	PA	36.95655065	8139.890648	11139.48675	9955.59317	13254.93369	5561.265125	10197.5405	16616.21751	7018.5113	6489.635702	12645.37186	8129.387943	9753.223875	6149.87106	11841.18836	13280.29563	9860.833924	8693.739172	6146.869363	7395.158124	7777.123463	12050.74111	9873.635044	9192.971749	6332.801377	7131.801711	8144.219995	6642.691198	11321.83033	16455.29147	7027.792129	9511.764802	4388.330231	5534.745423	7104.099609	10782.98406	7202.061868	2289.478224	11969.28186	7361.89687	9582.99811	6182.680378	9728.600858	9302.081152	8062.298568	13225.31715	6964.39106	12349.83835	6602.833084
PA	34	0	 [M-H]-	2.8	PA	37.82028	3410.795986	8299.192322	2427.980278	646.9356431	5596.633297	14063.71199	28671.85966	8497.87783	7319.755077	7926.236931	2093.561228	3692.384567	3729.21957	6506.992841	2433.64856	4565.103521	8174.000725	3311.406827	4264.053754	4332.823168	5810.402058	5603.85749	2919.584141	3084.461798	6984.119476	3458.474587	2065.506345	1083.404691	11358.82409	3126.836846	8534.118589	4259.785672	3488.813802	18070.04211	1632.478563	1962.440438	10344.4631	9005.145439	9913.682963	1792.173022	5845.005201	5213.59753	2735.021755	2032.726794	7277.442209	9219.320627	8946.373726	11058.65428
PS	40	2	 [M-H]-	7.2	PS	37.8412504	11981.38907	17618.05825	15722.92283	36404.58967	4901.548165	10231.26334	4899.843265	14235.51103	24458.8241	18579.63112	16467.94858	14792.6451	6612.265076	8240.629652	9205.163724	14693.90729	34115.95428	12233.64451	8139.674152	12701.48737	2899.492921	23320.48883	98681.06968	28171.21225	15961.54057	8152.847881	17726.34759	43820.59266	3913.671027	5140.781884	4231.291572	4872.874138	13194.58439	36937.3593	7586.254884	16001.13858	7671.228958	3680.495555	5681.079288	7601.60577	6364.38121	23491.91016	17816.82431	7296.065245	7109.082415	3122.663938	4859.694307	4579.664507
PE	42	10	 [M-H]-	5.84	PE	38.88795879	469797.5903	771155.7421	1297921.647	818486.0757	557848.2966	478908.9304	578339.4585	1006385.67	575159.4093	722462.7181	834511.916	1111790.092	695705.2058	764063.3884	481721.4038	897224.9513	911003.3701	498303.7428	1019890.972	965670.1502	866806.046	793515.1193	646928.5202	686324.5781	822913.3925	293655.1309	719939.3405	731967.8621	576957.9731	446923.4521	1333498.653	815208.3652	1134915.659	300663.7625	1029484.182	1081621.977	1127408.081	399118.2189	1167784.312	958468.4686	566970.2818	1146161.382	1021581.262	1049109.935	951068.4506	1123480.921	1285068.652	402795.9593
plasmenyl-PE	38	2	 [M-H]-	7.8	plasmenyl-PE	39.45475105	516369.2352	257186.6267	353612.9668	307169.2879	254390.8872	474379.8754	565430.8256	455070.9802	556661.1126	288226.447	1023265.204	880332.7321	53584.42949	409181.5187	243746.027	295535.678	1307076.922	923497.3382	688408.9899	1141552.777	862056.5892	528056.9521	320154.6798	280911.3821	728356.2222	626174.1405	738855.5291	923608.8682	370227.3663	203324.5015	714296.158	194263.9136	812593.876	79060.64426	458984.8693	477867.491	240988.8554	205806.9058	304841.2738	760361.4481	217505.0248	835313.3013	498608.4675	399521.1651	201691.0571	822196.821	409674.0513	498718.6604
PC	28	0	 [M-Ac-H]-	5.23	PC	39.68843777	5128.476278	5751.684392	9949.163555	5229.00606	4778.296734	15605.51332	14333.61675	5792.917981	9392.244643	8739.732855	4969.44497	6456.803266	4328.847538	4560.803839	3989.385944	5589.577081	7638.418058	6522.162728	4254.171401	8566.830824	6201.369999	1879.851136	5210.26893	6807.068459	12287.66507	3050.463951	5329.285172	10146.08495	5846.996555	1804.005635	3641.387617	2855.72428	2516.292313	2658.726968	5313.94272	2688.770028	4433.539147	5471.77109	3200.47708	5057.970059	5651.423908	3950.523365	3876.600712	5972.359877	1166.48662	7805.387958	3830.069487	2803.732652
PG	30	0	 [M-H]-	5.21	PG	39.7302021	5685.961616	3827.762998	3864.870662	4638.087257	1607.434152	1398.607647	2889.235232	1390.855158	5658.229938	2282.995342	2250.131769	4003.857587	1497.363675	1480.104012	533.2032046	2599.542295	2037.585115	3401.490312	1562.759878	916.3139095	2826.33205	1255.089089	3968.41999	3277.312112	2972.607507	6826.32099	4238.349565	2240.458922	2761.127216	1223.639343	1844.313327	4082.148024	2807.812056	2728.644835	1294.091105	3525.204668	3210.377035	2012.599682	4634.04125	2845.916071	3070.19243	6198.289749	1497.023178	6103.181246	1526.699506	2975.774733	920.321633	2153.549874
CL	70	2	 [M-2H](2-)	9.81	CL	40.34122453	8599.310748	13629.17273	4100.778662	2688.605324	19103.75685	21056.62002	23177.72699	8908.744468	3651.585054	6324.997046	6990.383454	11335.67332	1597.621272	8700.748219	4399.46621	15222.42961	5585.790358	10756.04169	7236.422166	11101.32611	3162.833465	6692.059432	5403.406113	3763.543018	8703.368009	11650.87218	18651.70778	6793.565381	10988.09002	18715.62015	8854.128419	7281.326408	12202.60894	18270.82352	8996.23421	10662.40477	19067.64351	8779.346275	9160.231929	10670.68056	14234.20011	9839.877391	6388.643196	5595.769214	3818.739125	9643.44867	6435.009031	6224.017075
CL	84	12	 [M-2H](2-)	7.76	CL	40.69954668	15671.50757	6760.511167	7139.238192	4750.980567	10716.88545	7489.429172	6768.025584	12048.6271	6968.028048	5101.408378	13323.42462	9472.178057	5840.692093	16699.03314	15095.40186	9845.738684	8165.423112	9396.830573	9056.596891	8365.561674	9887.352592	10347.82547	5493.759113	7941.518384	11554.07053	8584.911578	7373.096983	6554.428287	11557.63667	9086.583182	8827.322611	11157.55712	5429.290247	1453.573909	4973.380998	6304.411441	5029.107526	7287.304497	11676.78209	10223.54529	8624.032769	3792.760576	2871.300175	1887.610545	4667.69092	10844.84392	8961.580443	8775.971084
PC	30	0	 [M-Ac-H]-	5.93	PC	41.03757124	55921.46726	97878.5554	100699.3927	118211.0056	44975.85285	81346.27945	101391.6792	62916.05763	58700.60752	52095.90103	104612.9564	90890.32515	257572.3144	52867.25577	40531.73022	76659.1759	76249.61721	48733.69986	33788.92554	75392.26346	32489.36448	156274.5956	303279.1836	176266.0258	62809.04333	39022.10365	212550.4564	98423.07618	59480.8029	46568.07288	54045.12923	241586.5193	18717.40602	85737.67098	11423.61911	15003.88172	24766.02498	22370.63446	5769.531296	37318.07574	232961.8128	35488.72751	14090.34534	173393.5798	36950.69194	28052.25281	29464.13212	20678.81171
PC	34	6	 [M-Ac-H]-	4.75	PC	41.40403575	3667.058326	1956.076828	9646.219005	2944.990624	2941.978168	2814.804369	3416.983485	1534.826435	1698.600719	4304.739369	4458.901437	3691.930704	1946.631838	6253.867334	3912.576073	4039.12804	5037.428093	2227.912118	1579.364264	2813.995637	5393.73012	2822.696804	2851.802023	909.2306669	7923.694274	7922.620035	2643.26814	5527.685159	5956.552566	1491.587852	4532.425226	3053.487032	4734.405608	162.6253915	2147.298718	2384.503295	3040.893105	3331.75633	406.6578088	3422.904734	3536.956147	3890.59193	1909.265201	969.0164459	1432.292224	1612.538962	4052.211064	1091.234482
PE	43	4	 [M-H]-	8.29	PE	41.67643822	11290.48979	7632.416906	8344.22058	11829.7089	8776.068442	8454.790519	31411.63143	11205.38497	18325.34424	18469.48791	36722.82918	25825.56737	2306.184262	21578.73117	22501.94387	16242.05401	18651.833	14922.04616	14012.01088	29329.48036	12856.15979	10978.58318	10066.97637	3738.705916	13216.59617	19104.06599	14633.99791	7166.640474	28528.28305	21917.74506	9093.278871	16479.60896	20212.15028	4420.972289	15269.9508	16957.07905	27523.02949	29013.21469	10363.05161	13974.56098	36285.13988	8362.16895	6511.753925	6995.374977	13459.91408	31770.17213	53704.52615	15844.93265
plasmenyl-PE	35	0	 [M-H]-	7.84	plasmenyl-PE	41.75744198	11259.39766	50792.522	17832.69321	11760.58821	31197.77367	12221.14582	37322.74524	11137.20724	42758.76227	17451.38033	63182.51201	66512.58437	1565.098971	53423.59394	14769.24134	45016.32019	31650.10962	28728.03724	14872.93724	64237.9761	38845.18346	24017.65039	31524.43943	23402.68871	26040.61553	14615.30526	2911.326959	15908.63936	17510.92493	9123.913433	18641.83192	10846.88324	12125.31546	7477.002438	8485.281843	8503.667733	22570.84783	10879.42088	10007.40734	5602.527939	26044.23367	10067.03037	5095.213003	8196.801152	7570.630077	27482.85057	18377.67358	20212.79721
PA	42	6	 [M-H]-	6.42	PA	41.98425314	177229.2113	160170.9392	127194.0984	21667.73211	158374.8753	113607.1017	114666.1043	182307.0476	95530.49565	155040.1054	144272.7214	117690.0425	52287.66201	134256.6158	24155.6369	30994.16049	92824.1771	75711.99042	69103.53969	146995.1656	65771.28736	68100.21873	26087.98303	62756.13085	132984.9091	175212.0387	52318.60331	35173.07265	177998.798	133228.5672	125129.1974	95107.46588	151742.3725	13351.88705	24095.2612	139064.9842	162265.9765	115567.6358	184299.8286	47207.55821	33053.37573	47059.30815	78452.1915	38148.43426	144417.4444	147070.429	128070.5625	76203.53126
PC	41	4	 [M-Ac-H]-	8.19	PC	42.19312994	5291.158552	10470.92843	8140.51386	14235.86547	6957.920993	8862.643682	8767.335734	5428.286412	11110.49258	15081.27888	16848.98844	10499.16652	7042.347454	5453.743228	6643.677742	5204.361182	17151.47581	6344.423942	16642.55581	13610.06136	11518.47795	8973.530048	11315.43547	9607.392253	10714.73744	10584.3678	13733.68102	20768.2136	12685.13513	5283.686138	13927.93989	9826.687999	8269.292791	8445.434202	21297.38175	14427.58402	9108.73795	6187.310936	13636.6178	14208.8895	9090.288706	10176.03987	14211.62083	18836.29652	13270.44257	9269.275958	9462.6513	13419.85537
PA	40	8	 [M-H]-	5.59	PA	42.32444329	6374.928509	4127.752548	7096.89866	7979.709429	8482.474199	5517.182043	2619.352651	8559.180191	3266.239001	3963.929306	6461.487823	4700.342391	3860.03418	4072.520107	5102.518316	13258.42603	13417.62309	6367.424905	8486.794519	10205.86024	5818.649613	11985.30861	7324.833045	7164.87604	7301.941208	5780.936013	2842.41268	6540.23212	12495.46947	2433.916618	3617.07753	6778.100632	10512.13446	5303.215555	10234.94012	5152.453973	7457.04752	4180.024437	10083.89014	12077.61575	3623.412619	4500.973164	9626.113813	13719.78159	4522.831427	2256.336436	5031.99567	6050.752963
