Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db+_2225	Ctrl_BKS_db+_2226	Ctrl_BKS_db+_2227	Ctrl_BKS_db+_2231	HF_BKS_db+_2239	HF_BKS_db+_2241	HF_BKS_db+_2242	HF_BKS_db+_2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db+_2273	Ctrl_BL6_db+_2274	Ctrl_BL6_db+_2275	Ctrl_BL6_db+_2279	HF_BL6_db+_2286	HF_BL6_db+_2287	HF_BL6_db+_2288	HF_BL6_db+_2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob+_2316	Ctrl_BTBR_ob+_2317	Ctrl_BTBR_ob+_2318	Ctrl_BTBR_ob+_2320	HF_BTBR_ob+_2329	HF_BTBR_ob+_2331	HF_BTBR_ob+_2333	HF_BTBR_ob+_2334
CL 74:3	 [M-2H](2-)	5.77	CL	35.32852384	25587.63987	39149.32185	33827.7871	20815.82451	29476.15474	18303.91431	27788.63349	16327.00324	23153.81938	27289.37608	25365.44146	20433.03928	14662.07111	15496.89045	15778.34153	30061.84287	20020.45629	18448.47266	13551.63872	31162.8738	16295.97215	18505.09243	10694.29111	15235.29732	19421.59613	38312.97107	14203.55514	12189.77523	16622.09698	12917.55771	32066.40285	14623.48754	20339.01698	26825.24653	21035.78986	23819.76532	22739.81871	11590.99157	22022.3561	17299.35889	14393.7065	24128.99433	11045.88206	20178.2418	17857.78487	17113.22312	19569.15508	8733.727172
CL 74:4	 [M-2H](2-)	5.78	CL	47.62481568	57085.82895	113138.7206	124526.3765	70878.91787	83439.24144	30692.93472	68699.61493	51874.39826	88176.94909	79359.93189	43099.80866	65093.6286	52218.77658	36603.81867	33974.35284	90201.42919	109971.0748	51389.0933	55426.85125	56963.36071	33388.14565	95411.81189	165854.8897	46066.46	49897.28941	88176.59198	29456.92247	39784.58387	40376.25691	45299.42325	144719.8334	57459.68575	77546.18209	82076.77096	80715.99066	55011.04714	39969.85027	33521.23052	33844.1375	51929.54993	34636.14405	109715.6239	43497.37809	40304.92107	39531.1841	39448.00249	34102.70889	30205.19717
CL 74:5	 [M-2H](2-)	5.74	CL	21.9496052	94473.95054	150703.8985	262307.924	319733.8942	93378.1535	68617.74884	159446.1936	63552.13204	119787.394	88621.26434	85430.81058	90801.44455	246619.0848	61682.51733	328776.3385	83256.66299	97886.86737	91331.86062	116882.5478	102753.2278	114603.497	179257.5526	343026.8883	189278.1843	83560.38309	112851.7752	56460.77398	74245.7742	114701.2008	69889.05547	68320.03859	201563.3669	91857.15595	97426.36154	127078.1933	56055.79027	43432.82826	33069.73393	61285.99038	115348.7112	205663.3083	41335.15117	59740.7815	137595.1668	54100.23931	53733.09047	102118.9258	37943.42726
CL 74:6	 [M-2H](2-)	4.91	CL	30.19397417	16146.10415	27516.15137	5519.420504	5199.413012	7865.549003	11084.22726	24016.32211	5930.442174	7888.628108	15885.5142	18601.26824	31951.43237	1313.955843	7986.340669	2385.756436	3961.073061	14796.69963	5396.856502	8523.449485	10375.36547	5839.783928	4093.77077	1051.162768	1249.411573	55254.40011	71757.75656	7182.913231	48832.32098	23011.3318	10654.69511	4723.766438	8104.733586	8127.69889	10444.23816	9826.006305	7135.763269	7517.178934	5167.416798	4547.303389	13635.09524	5433.42828	18790.27378	4774.583069	7595.482644	2073.395934	7257.927525	4264.487357	5627.686136
CL 74:6	 [M-2H](2-)	9.57	CL	15.58155743	47617.54595	114356.7489	61672.19004	34409.61629	58227.22785	207907.6436	205945.9918	104058.588	35236.75471	100631.0399	81058.29112	51844.97102	7640.727726	139908.3775	127099.1239	187338.2366	105272.636	94209.32691	47021.79464	57318.68654	56795.13085	119616.9949	120620.0348	178380.0165	60774.27878	77389.59991	16625.84955	88450.24438	186049.5608	96620.84573	72956.47423	63371.08292	112744.7043	75123.14841	50784.91028	39257.98666	84897.33088	119905.7042	92724.63326	112722.7592	199659.912	56106.1905	21128.76197	33649.15687	23706.72852	149302.0097	144710.5446	49950.6683
CL 74:7	 [M-2H](2-)	5.45	CL	19.12578237	10503.73509	18992.67107	24769.51648	15936.92886	7405.382936	20385.70517	34079.45698	31797.45526	8728.201594	22306.64745	16223.05602	29743.45929	6548.532202	4756.786558	13963.826	11680.29109	26999.9228	14600.61915	11828.41015	29740.31062	7783.180942	13100.60871	109338.0303	118650.0469	8040.500264	17862.86796	6509.083096	7350.792674	10749.3855	11501.87069	12072.79834	14609.7928	12796.71383	3798.555795	14307.81272	3129.56929	839.1373788	7109.243812	11336.56028	8401.929093	14443.72435	6328.005888	13582.47481	13015.78808	5661.929196	6720.643589	2646.8974	12280.77288
CL 74:7	 [M-2H](2-)	9.40	CL	15.71677337	104125.4924	143397.6083	71892.94081	35607.17841	267956.7924	391629.2138	467010.3457	137206.36	85143.42732	104601.9284	135709.7714	88152.81729	34959.85533	250325.1389	76206.99908	166026.5046	128086.2638	82207.17677	59171.74263	92428.86599	117570.2666	100615.7201	88015.39874	133339.0374	82727.47612	121056.6716	54170.19688	49098.94232	390579.6519	187026.7164	146122.7308	87950.57057	153498.434	144172.3089	49103.73583	100035.716	316804.827	332512.4231	264349.9636	93294.552	213482.2959	119338.477	56154.57516	27121.74754	98386.79613	251670.4773	297043.4857	131882.5168
CL 74:8	 [M-2H](2-)	9.21	CL	11.72939867	305034.3049	334883.3197	156212.8562	133043.4665	346002.6622	292756.6824	393053.2495	218693.8901	211849.6441	257578.7172	224462.3146	237265.4378	102926.3453	274925.965	183791.8987	199215.269	267706.2377	226868.8689	168994.5824	267617.9061	219384.6089	240550.6874	273403.719	408347.3505	216084.9159	279450.228	130420.1941	169068.8765	309305.6375	232703.5928	258929.3747	216516.8918	338978.2956	274321.1738	167593.0474	259611.0474	388747.9126	317870.9735	326794.4601	246955.5895	307769.4134	309932.5405	178019.4078	159300.5317	218803.8195	305267.3848	265229.6703	209254.9285
CL 74:9	 [M-2H](2-)	9.05	CL	15.92342628	350902.7706	432781.8872	210272.3662	177241.2387	290440.9573	138123.067	334383.0685	230295.2844	337934.2555	402441.1059	299359.9441	317454.2409	73989.20519	212694.5284	101920.6145	153525.5267	339444.4083	291918.1613	227859.8295	394700.2649	281427.114	215676.3683	185060.6051	315868.4084	247581.9861	354306.1724	145028.9628	225629.5579	225917.5654	170859.0225	246125.4772	206277.7391	437822.6186	279990.8155	235965.5975	331743.0025	380073.3993	271690.4641	337919.9972	320600.9146	269164.9519	353263.8037	225413.0127	201849.589	226789.6478	279927.6103	194645.9777	179685.4968
CL 76:1	 [M-2H](2-)	6.99	CL	12.10885348	24160.02973	30597.15894	67625.48251	16095.45371	41948.82475	50312.5271	70577.02952	30747.59958	20023.83358	43366.42659	47165.4146	41258.65477	18505.67083	53089.04782	37693.37285	70927.30376	12701.44998	20049.66512	16053.36401	37402.8877	21464.60891	23059.58764	8085.587436	35283.35621	17153.29668	24810.18586	10163.49394	9121.879518	84132.7315	46942.77386	72391.109	23495.16761	25455.95774	11815.10374	5324.487522	11267.52122	69873.81354	49456.0745	25181.65035	16401.99921	36888.32224	12777.63014	7980.398635	6238.989006	22407.64908	84541.16042	88218.81279	31209.62904
CL 76:10	 [M-2H](2-)	5.59	CL	44.88994197	92302.8842	169586.423	155575.1292	3943.027483	187786.2703	3639.412225	361261.2552	908.8260259	193983.5589	132167.2283	285194.1383	7103.010989	92900.28322	229559.3438	86303.42025	4371.093963	269866.8636	188510.5255	175285.3491	222949.8896	222816.6887	234920.845	119234.0224	163402.2188	81724.25271	135296.8609	5052.670199	6958.94166	190653.6498	115564.0349	172586.1662	232196.351	136442.4554	1805.068817	116930.8767	70461.29499	126344.4454	157620.9624	215687.8229	7151.336573	140575.2025	97551.35105	173543.2316	121123.6335	187544.0668	253283.6077	129269.2158	100778.3865
CL 76:11	 [M-2H](2-)	5.58	CL	24.13957813	137529.9373	261220.1319	240075.2282	5208.830569	235939.3415	225590.7552	580847.7998	9361.164017	280981.7401	157943.4952	442984.2488	160982.3632	127566.6085	355161.9906	174215.5038	239692.9992	306319.896	246324.51	200604.4111	314025.2442	303665.8654	308254.8746	25670.25111	220807.336	119855.7944	131960.2073	102944.6021	121084.0214	288311.1372	176987.1009	322776.9586	292451.0644	167307.9317	18342.36136	168790.307	87774.30542	195183.3262	170173.7391	316711.6409	148656.2648	208291.6332	153260.6609	163898.5752	151924.9429	250934.685	402462.2815	180505.454	152427.8099
CL 76:12	 [M-2H](2-)	6.64	CL	26.33464307	9925.891318	11509.61174	17522.94107	8209.696758	15687.32133	14843.32544	15088.84553	10989.56351	10612.984	10083.44597	14783.32488	16815.66948	4417.633208	11982.16817	9229.923083	11368.81369	15370.16556	14995.94683	20898.28605	12165.99944	13623.74784	19380.39032	11219.62736	9302.775231	11974.83843	10005.54341	12143.6845	13770.5213	15549.84712	7057.182053	9699.14842	14336.10236	14132.30872	3341.019089	13111.82094	7545.807302	9256.105947	7467.870365	15516.54547	13903.34727	7972.961868	6453.476931	9141.10658	9111.348143	14123.20109	14559.7016	11799.40334	10204.68217
CL 76:12	 [M-2H](2-)	8.91	CL	21.64827946	50352.84471	62311.49263	28321.51773	26616.65805	58535.93223	14961.83192	62244.30349	31639.45263	31986.82476	32040.60197	34565.3014	25679.51928	23007.26673	39122.53695	21961.40999	35217.50507	32880.73521	36365.31821	25337.16642	40357.34442	39571.31017	40440.13668	47077.08353	61630.36912	17049.65714	35488.85512	22311.94699	24910.65692	25099.59573	20661.88511	26941.29356	37525.99447	64371.95114	69747.36958	27690.28506	47101.21282	57244.96132	40855.26488	49730.66929	36770.22313	63452.73121	51369.27095	41348.45568	17936.05862	34004.12552	41605.10831	27458.79032	29149.11592
CL 76:3	 [M-2H](2-)	6.33	CL	24.56210561	20815.3309	22655.90524	27913.10296	22235.68185	26131.01981	31108.46355	40605.8176	32380.88552	14798.23013	31412.32801	35629.39807	41440.91956	23091.97125	38455.29846	44444.21237	52967.08358	8972.598861	12499.56384	20382.79758	20896.83949	21051.68965	26055.87943	13467.99875	23412.96146	12969.33989	17372.02932	8832.132926	20041.23029	37757.69794	39717.56316	50545.49592	29564.83782	20146.75806	6477.866653	17873.17144	15987.43671	22431.1985	30597.62382	29619.19661	12885.57354	21464.34465	16003.80511	14979.04866	13254.14382	32533.30003	40646.66729	28000.46921	25709.65191
CL 76:3	 [M-2H](2-)	7.15	CL	19.58562339	155553.7445	151808.2789	531514.5455	98723.1944	200175.4943	225387.0712	444278.1407	194875.848	163334.6822	268938.293	390696.4208	196359.9863	157263.0912	485273.7982	513514.4264	459529.9686	87483.78576	169773.7642	159775.9366	218210.7219	163682.3617	266768.1912	88133.99036	461075.9909	130646.0052	177919.1038	143530.8818	69259.32942	494260.8403	416468.1443	509851.1991	232467.104	145677.5778	41449.98948	150482.0787	121556.2416	228939.5995	264474.5002	220264.2913	98942.36949	264767.2168	103002.8373	110983.2525	81002.68965	247541.3669	405758.1996	536326.7601	172470.9152
CL 76:4	 [M-2H](2-)	6.66	CL	11.81705877	63221.84933	69741.61128	109417.7692	39368.9811	66172.65121	72434.44745	125788.0335	94208.20393	49986.91184	87356.19905	106337.9393	91720.86846	37592.52308	97484.01442	107327.1773	108695.8043	69726.27973	72332.27822	77890.07874	84206.87481	77296.17336	57245.36388	44829.80683	66576.74287	104542.7186	93845.99555	45593.43967	60651.08994	153023.6	84274.57004	86498.415	73063.23421	76261.68464	32649.14251	76350.09235	78868.41337	66717.85863	80871.59832	80279.35584	58032.69082	87039.54988	73386.63969	66071.21589	57243.70687	73648.04906	106160.2665	68421.32978	52556.7914
CL 76:5	 [M-2H](2-)	6.11	CL	28.56375107	10088.63626	11663.83182	22564.58997	12487.747	17781.06549	18947.94036	10028.09212	15056.0489	23633.28045	18913.66414	26652.09981	22636.20901	10147.539	12678.01102	15490.32337	25029.72734	18253.88546	12069.69504	21390.35975	14895.65096	13633.37417	25116.82653	11838.75872	11982.45252	12182.18818	14425.54442	13178.67141	14224.03396	20775.71809	15083.68554	19000.32353	9695.542399	24157.13546	9676.149402	18078.23456	23134.07998	14139.02564	16570.2482	12041.90143	23829.11343	17899.11982	17731.64892	25414.82001	23894.25082	18883.98393	25348.24432	21193.69807	11444.87039
CL 76:6	 [M-2H](2-)	5.74	CL	30.06670919	11254.40188	4408.372788	13451.23946	4081.933055	5911.079315	9066.039623	19669.5751	3983.391918	3599.157495	3125.441671	5647.034908	10749.06487	1679.340971	6094.199212	5607.726608	6950.434826	5276.576296	6102.938779	6620.064216	6057.892154	4736.009727	5647.056001	19027.58717	4253.830042	8658.79426	3957.425777	6135.716523	787.5188673	4024.492214	6714.299203	6954.060531	1992.397005	1281.816318	2135.25971	483.7420225	5944.550424	1039.573902	4500.924068	3755.943321	1066.443776	3805.817937	3562.338908	3357.845176	1184.344598	4703.318697	2532.909997	6577.269943	5902.757601
CL 76:7	 [M-2H](2-)	6.13	CL	10.57657763	74507.86921	77113.97459	63151.72263	84001.67985	49888.18121	66706.10716	58313.98985	83050.2435	80249.08199	79151.20926	76827.90926	70633.11206	58549.34114	76175.46477	70620.58643	90794.62728	83795.29444	54379.51356	79191.9117	70635.70477	52614.92432	71435.65048	51397.32778	47016.33736	38089.9304	75406.00202	28967.9667	48618.0062	71858.15634	65456.37756	74487.13876	61242.36475	104474.1948	49343.00381	114450.7274	82072.69865	69529.97602	67276.83633	66769.82131	106168.0451	74889.9466	92755.69478	94609.77038	109593.4731	87522.37095	80643.32311	79471.11986	71798.48848
CL 76:7	 [M-2H](2-)	9.59	CL	29.59571459	30434.01716	22585.04665	12127.71355	19476.52577	11682.4015	70903.74204	36792.58868	18707.33376	10384.25225	14529.94814	11683.16854	22463.47186	2925.531144	25890.54972	20960.01921	67779.52078	10811.88391	19027.83338	7308.692715	14733.37823	8950.227363	35609.67981	16595.07153	40706.81429	5040.384728	7499.513334	2998.991174	21422.82768	41287.49485	21703.6549	23828.70011	21686.7153	21664.87797	31910.90184	12349.34053	11509.25028	25310.45402	32078.36403	18686.96265	34792.4167	71235.71493	25205.2171	8118.052975	28205.49691	8753.935945	30571.24506	37763.20037	18680.52129
CL 76:8	 [M-2H](2-)	5.74	CL	52.4080326	7614.858307	19944.18808	13421.42011	3142.400076	9915.203747	6605.855322	51979.20097	19245.32234	9759.172452	13276.83939	6679.708134	16455.80334	7773.999552	22825.33128	6626.957159	7952.117299	15069.91009	4166.345145	4784.31249	13067.99148	11253.72746	28287.72058	3676.955559	12466.01468	4955.623686	37834.52422	1167.3204	8029.163238	32031.40652	5392.821201	9140.900783	7326.975232	14300.44848	19382.81341	5154.916619	5706.592298	6416.712796	6253.2267	14302.32578	11658.20318	8701.605461	6509.495917	5935.524248	15369.25175	10488.82497	16182.0295	14271.98705	9373.237042
CL 76:8	 [M-2H](2-)	9.22	CL	24.2521127	11667.82536	36231.56883	6937.241221	656.477448	43189.82678	55677.14638	66979.68793	21323.30979	13245.63959	18379.794	27753.84662	13721.5869	3981.315152	34818.3161	7135.495654	13656.01545	11802.90618	14425.31767	11907.4143	14870.66297	36818.74067	20639.6265	7705.423276	26932.59138	11442.39601	9431.175316	8302.771565	24977.38285	86492.65221	11334.36794	30755.29365	7923.516647	20215.79881	76176.41419	10495.71952	18115.07981	48839.65482	42637.13343	42696.12803	14234.64529	29636.48467	24431.86683	2548.995165	15382.36014	17679.56342	49014.23009	23133.03345	20707.54485
CL 76:8	 [M-2H](2-)	9.44	CL	24.2521127	11667.82536	36231.56883	6937.241221	31530.75569	43189.82678	55677.14638	66979.68793	21323.30979	13245.63959	18379.794	27753.84662	13721.5869	3981.315152	34818.3161	7135.495654	13656.01545	11802.90618	14425.31767	11907.4143	14870.66297	36818.74067	20639.6265	7705.423276	26932.59138	11442.39601	9431.175316	8302.771565	24977.38285	86492.65221	11334.36794	30755.29365	7923.516647	20215.79881	76176.41419	10495.71952	18115.07981	48839.65482	42637.13343	42696.12803	14234.64529	29636.48467	24431.86683	17808.20752	15382.36014	17679.56342	49014.23009	23133.03345	20707.54485
CL 76:9	 [M-2H](2-)	5.54	CL	39.11265487	2186.883275	26555.28104	6418.582825	6407.198411	35695.84806	48330.57908	5318.183818	4797.474859	34286.8154	8042.711146	7006.957377	7875.822652	12085.82302	69650.99071	6757.00378	14129.22393	30405.53773	16057.01245	18749.8962	21626.02736	31804.69983	29183.85041	3367.486699	16898.3133	2137.830613	31894.53263	9551.646554	4934.482635	77411.26265	32363.76165	33057.72717	40283.06883	17670.7713	2767.18617	6239.687347	4733.234084	26729.52253	33899.85582	47321.99039	16179.5441	32710.10504	10651.04801	15354.17265	10831.8518	33011.29743	58244.27416	40496.99179	32898.55553
CL 76:9	 [M-2H](2-)	9.31	CL	17.01131878	34149.18295	31435.5313	7873.673327	11402.57883	20362.48149	10210.28921	27979.43233	15710.12235	12754.6158	19463.16741	11079.32827	21444.32729	5053.743162	18440.51461	18615.07202	14791.59925	35724.54328	18040.20452	14244.56915	21897.96802	28158.34468	22924.38128	47375.73594	43371.67686	20567.80091	15394.41706	14719.25084	39320.07175	16256.46664	15871.89605	15289.14069	13940.24316	46049.79576	36645.85407	19937.44893	35600.95451	20786.20631	30239.81717	20809.04578	45128.14563	33549.99606	37019.43049	32567.65801	28461.87823	11807.21037	24657.32315	18964.16454	15408.88829
CL 78:0	 [M-2H](2-)	10.21	CL	19.87645781	6972.670506	4743.098425	8047.936659	3588.775491	8880.216304	5628.253139	3082.015892	9565.637491	6253.84803	10202.79512	6149.828048	6748.383375	8279.949183	14509.79453	12948.50176	22098.81051	9226.218144	10629.80567	7506.450086	7191.644393	13904.22435	11072.68021	5328.255061	5917.620733	7451.379395	5313.395032	11718.32455	2415.833619	15718.57002	19302.46197	17588.36984	19879.13235	12544.90749	6396.612953	17027.18017	10686.55926	13217.47891	14949.41717	18802.41328	12974.9386	9550.202666	11179.78279	7971.564411	8506.615786	9467.388223	15572.75599	18166.94607	9229.222504
CL 78:1	 [M-2H](2-)	7.08	CL	27.56601114	154215.0877	118535.9073	90967.53531	76476.09547	115767.9855	344796.2961	192475.4097	116831.1345	114399.7147	209051.4772	154035.3585	129801.6065	41998.86771	71988.65524	39513.28571	142638.8736	120742.5948	110425.4182	98545.81843	119306.1402	55897.35024	65576.65859	193632.2975	33609.73519	172929.5017	155593.0404	105531.945	150831.0355	253243.0401	120970.6151	76250.76652	62109.62845	111991.1109	839622.0063	127680.2253	77427.76483	115077.1505	104010.1764	150689.6791	195808.9807	71489.67512	242127.2837	55762.04566	110753.41	71217.30738	113152.6059	159347.5334	88776.02555
CL 78:10	 [M-2H](2-)	9.10	CL	26.34046967	8210.898311	5884.563664	9768.560324	18025.50957	16033.98143	37789.67652	33781.80039	22124.16292	4072.700802	3000.962356	6006.451593	11728.43586	9706.640047	10920.8325	42104.43171	37002.79619	5557.277796	4318.167721	3336.841768	7565.100974	16295.07262	24721.92993	57993.39226	17631.43367	6553.442671	7896.493737	5701.874867	9235.52231	14326.5537	13730.1716	14047.75748	11735.03795	6933.481751	6326.180499	9080.677614	6099.4224	8105.949762	9378.794072	18531.0356	2611.431925	18094.78565	3943.649383	4122.919667	22926.03021	9853.79653	12000.80633	22018.61167	11308.4525
CL 78:11	 [M-2H](2-)	4.73	CL	23.31842495	15491.35183	11171.76693	6434.077542	11104.02937	17516.07586	11495.53384	24226.31281	16037.67061	8193.933809	12547.99606	21473.56995	7425.55306	9681.38958	14841.93756	5118.889345	12616.2923	17588.86077	13110.79303	3150.322425	27129.32577	18736.56349	17089.92411	5290.00588	3076.160607	8239.085858	7555.056751	13974.45757	16066.26166	16129.16861	5743.649089	9713.239531	6644.968674	17968.97839	7196.040645	8586.671651	6966.256253	27836.92707	7382.009312	24595.90305	11542.01867	19547.77955	14008.94842	7765.568443	6687.442963	19052.00265	23608.90903	10271.28831	6814.716614
CL 78:12	 [M-2H](2-)	9.13	CL	50.18565391	8338.973487	7452.545487	5857.756186	4859.015991	8725.775284	6638.520206	16810.38895	7846.268496	6334.691261	8691.48839	4811.271877	4818.57552	2665.226178	14971.86053	11445.03358	9373.091175	14348.77062	7568.978053	7541.69248	9141.352535	8483.254649	9050.900189	8239.264671	11828.16718	7111.201101	8609.754423	3770.746054	11224.36793	12335.83215	8725.894738	13659.58372	6088.004592	17353.24049	4871.186697	4732.383963	10490.6922	12423.29846	10953.31244	14959.15712	6851.510855	7912.809299	13324.31817	13368.82662	10555.75143	6514.721578	13310.98763	14374.73963	10259.70245
CL 78:13	 [M-2H](2-)	6.11	CL	88.51157955	6379.803402	8879.867884	23327.22974	36565.24864	20487.60691	8303.425652	5135100.621	637.1402458	12292.84559	8994.67533	14725.46066	14278.42601	13714.74995	17013.50584	14970.5136	257512.2765	16620.47726	20044.88231	15575.99921	16801.10506	18977.78535	27339.17575	384197.4252	89492.80725	8054.935958	267326.44	17144.0891	20320.44486	381390.6631	7522.508552	13432.74911	24638.42173	219883.9903	35275.19518	194401.7416	772.8959257	20506.95393	11724.35575	281530.406	20385.64962	227468.0068	286.1489699	712.7842022	33357.06218	251071.5894	9319.833026	23775.52731	239428.5633
CL 78:15	 [M-2H](2-)	5.22	CL	33.82791006	38593.91276	53180.86217	98322.03578	52183.45312	16803.82543	20620.99142	23088.74638	37941.42412	56119.14275	36901.02818	57423.29675	44688.17768	13367.86016	59153.34342	27876.23308	33504.80782	70738.60506	31659.7384	64924.94472	58076.71832	33172.93334	30173.72166	19502.08916	26837.46031	39616.73108	20531.22091	11313.75925	19000.10491	25295.87642	36238.96008	29425.89613	25438.1598	42455.32068	8126.824265	45450.80692	27033.39208	16697.60828	11801.36856	18884.9493	38415.22418	26465.86101	34156.77388	20660.46394	32724.80675	19803.61367	44299.68482	10402.5353	10016.30198
CL 78:2	 [M-2H](2-)	6.97	CL	23.16393168	163816.0451	135593.2452	245036.6806	136017.3363	239910.0032	248623.5039	225445.7641	166423.7125	145115.1699	214177.2234	216259.1682	231063.7464	173318.0016	246049.6947	182850.3411	240282.1922	156846.2759	208852.3436	215034.4585	166072.7854	164061.0556	172306.5944	90414.39694	181968.2836	240543.8892	224058.65	198246.7464	243229.2074	275965.4226	240836.3153	248561.3154	184694.1689	161678.1483	114336.026	215621.8521	183510.7929	157529.9635	177992.7863	196274.8915	190948.6503	150895.3676	276126.3958	276207.9527	180335.2879	203131.9099	214924.7086	235057.7639	169780.3677
