"Lipid","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"SM 42_5",1784.75471519342,5499.30928878379,3582.78283814596,6112.19420364619,4566.45164615393,2775.60599579203,2121.38240169709,2121.38240169709
"TG 52_5",3825174.81132648,3825174.81132648,3825174.81132648,3825174.81132648,1868490.06904269,3825174.81132648,3825174.81132648,3825174.81132648
"TG 52_1",3118936.40300598,3118936.40300598,2312439.64183552,2312439.64183552,3825174.81132648,2312439.64183552,3118936.40300598,2312439.64183552
"TG 56_10",552068.08035453,165485.017869633,208716.393441901,155894.155542305,14781.3594675502,65411.1871387707,100467.2537942,161088.750012994
"TG 52_7",1134041.26260503,223228.131089919,230578.728667732,223228.131089919,97796.0749756159,88449.4122228755,127606.714026263,223228.131089919
"TG 56_5",839560.346929273,2085781.36793071,1868490.06904269,1868490.06904269,288542.857786893,2085781.36793071,2085781.36793071,1868490.06904269
"TG 50_0",106785.324186153,177440.178067119,88449.4122228755,172072.500201358,249489.198769068,223228.131089919,130875.367426132,106785.324186153
"TG 58_6",208716.393441901,497287.806887986,434131.974478271,483227.516564253,28820.2915305852,434131.974478271,288542.857786893,529715.359791516
"TG 60_13",134895.775914482,71392.0823432206,73104.0557603158,73104.0557603158,7181.06267139208,29098.7429507766,46168.3328830869,60851.666002477
"TG 42_1",10114.6473977691,3098.33124903292,3124.45974486288,3582.78283814596,62976.8967742018,2599.2538413481,3381.53356686189,11514.8733047935
"TG 44_2",67001.4355209511,25140.6987545294,30343.1142901674,30343.1142901674,122669.923299236,14421.4546845661,27466.5295318216,65411.1871387707
"TG 60_7",65411.1871387707,130875.367426132,84833.5770545398,122669.923299236,10940.7823372663,84833.5770545398,106785.324186153,147512.648350628
"TG 56_3",2085781.36793071,1868490.06904269,1043151.80276023,1624404.53028459,1043151.80276023,1868490.06904269,1624404.53028459,3118936.40300598
"TG 56_4",932760.278094542,1624404.53028459,1258989.27548095,1258989.27548095,497287.806887986,1624404.53028459,1258989.27548095,1624404.53028459
"TG 62_11",12185.5819323399,39263.3205847908,34344.8502303868,34344.8502303868,4851.37058862409,28820.2915305852,31044.5978948227,38237.6486797862
"TG 46_3",147512.648350628,60851.666002477,62976.8967742018,74711.6316580016,147512.648350628,34344.8502303868,65411.1871387707,120923.941238811
"TG 54_9",165485.017869633,41464.3178917538,60851.666002477,46168.3328830869,8881.26991652829,25840.7899752339,36831.9509883591,54129.4581072229
