"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"CL 78:9"," [M-2H](2-)@5.51",19230.4242177783,18422.6022447198,19230.4242177783,18783.3928815169,29905.1422589492,20113.1906722862,15507.0561482008,11601.4033339031,17858.1983327838,18422.6022447198,19502.167767695,20113.1906722862,17654.6588222659,15777.2991699635,19766.0902323077,13879.4296212777,12242.0741170232,23154.368444744,17654.6588222659,37776.8697048003,26691.0866922063,13879.4296212777,21876.9953979148,20808.5828793092,27669.7269174155,13497.6290669996,16328.4466952437,16328.4466952437,14389.3093218788,16567.069256039,23668.8150888774,11046.1880011681,11601.4033339031,14790.6659292596,10765.8334507984,11858.5752938058,12242.0741170232,12242.0741170232,13497.6290669996,11858.5752938058,13218.8810080463,19230.4242177783,17654.6588222659,14589.2596391774,18052.1514022068,14042.4022303097,14389.3093218788,20553.0435169247,14589.2596391774,15507.0561482008,12641.3271214671,11858.5752938058,14183.4344751869,17858.1983327838,15507.0561482008,13.6448835131808
"PC 33:1"," [M-Ac-H]-@6.49",11302.8023337359,11302.8023337359,12050.9503239596,14042.4022303097,17300.6359888415,12641.3271214671,14389.3093218788,13693.1479985585,11196.8370100297,7767.3764624444,8820.96042483646,9280.91190583454,9815.49086811924,13879.4296212777,14183.4344751869,12763.0232448943,14183.4344751869,7158.34006985689,34698.5125620942,9457.7148263678,10567.9691574085,8635.27005289917,11601.4033339031,9815.49086811924,11302.8023337359,14589.2596391774,11858.5752938058,11046.1880011681,11601.4033339031,16328.4466952437,7629.5286172313,13693.1479985585,15280.4978501527,7892.45584426399,9642.88937351681,18422.6022447198,10205.7135939156,11858.5752938058,8820.96042483646,14183.4344751869,10765.8334507984,8223.51871446462,14389.3093218788,6504.40842638318,9815.49086811924,11196.8370100297,10063.9615314615,11601.4033339031,10364.5405776268,10364.5405776268,12050.9503239596,8405.98152389093,9815.49086811924,8223.51871446462,11046.1880011681,13.6626295360133
"PE 42:6"," [M-H]-@7.49",84215.5429344367,91053.2857908905,84215.5429344367,202373.172699534,76000.9210241204,82187.1006181964,150462.807134574,161160.804157178,80150.8172048298,131493.365381345,177326.928718652,136837.712454063,105787.310973488,85545.30156897,60549.0879490913,61406.0632477407,124149.506933343,98902.095819984,59201.1508533141,102262.39039454,73034.8931539208,153361.534593716,118096.963319881,72134.4767047597,85545.30156897,76000.9210241204,41534.4123553582,113119.08871725,73034.8931539208,82187.1006181964,153361.534593716,270214.611960869,177326.928718652,153361.534593716,169476.688360362,230120.458118071,287161.122702733,141715.927686262,278079.626374692,177326.928718652,214340.763937673,131493.365381345,189294.061798486,118096.963319881,89531.9676732323,156942.202992535,153361.534593716,317030.659916017,141715.927686262,131493.365381345,118096.963319881,110320.801448749,102262.39039454,105787.310973488,98902.095819984,13.7867939008137
"PG 35:2"," [M-H]-@5.88",2919.73357774234,4494.95613703607,3122.92622899011,2744.60096328939,2488.41517143889,3369.77809653163,3656.26201152571,5054.99837381301,4276.62936680334,898.373961904056,2260.07784213417,2690.43796502872,2460.34163717296,3002.81227623157,1462.72153683665,3941.53391928407,1930.20778119725,2744.60096328939,2531.50572594519,2129.86921921666,2379.44107396467,4561.13176880706,3511.31416415035,3714.95902455441,2129.86921921666,10205.7135939156,4827.65613461151,10765.8334507984,3880.87459357936,6279.57655554251,7158.34006985689,4448.94180379132,2744.60096328939,4073.42720535686,3609.4778074159,2808.93798323823,3985.36479097031,4740.23170646276,7241.97550704791,3714.95902455441,4827.65613461151,8006.1700733225,5863.54157902534,5325.16677285265,2690.43796502872,7158.34006985689,6774.47535677665,7629.5286172313,4276.62936680334,3263.15925648494,3074.37226074816,3511.31416415035,3263.15925648494,2808.93798323823,3122.92622899011,14.0663592391917
"CL 74:11"," [M-2H](2-)@8.82",2379.44107396467,940.714895212363,2919.73357774234,1034.34162550108,1568.71163037696,1389.40003787783,1568.71163037696,1536.49406574088,1536.49406574088,1622.89172218463,1874.82771055837,1771.31452978073,1622.89172218463,1707.10077887073,2235.3316546621,854.763253912523,1255.11015952996,2260.07784213417,2919.73357774234,1536.49406574088,2129.86921921666,1060.61081012866,1502.00847772804,1977.98365687146,815.487459188174,782.708589076385,319.671396577873,1337.69350262176,815.487459188174,424.015971290906,707.656784504482,707.656784504482,319.671396577873,1034.34162550108,782.708589076385,1060.61081012866,1502.00847772804,707.656784504482,578.026420843903,473.400163132699,815.487459188174,1462.72153683665,940.714895212363,640.166057874239,2260.07784213417,898.373961904056,854.763253912523,743.886215430844,743.886215430844,898.373961904056,940.714895212363,707.656784504482,898.373961904056,640.166057874239,854.763253912523,14.0750876228095
"PE 36:5"," [M-H]-@5.82",857398.842731847,378570.527451316,1005078.75861457,729936.076439409,1330169.31930806,603579.139577866,729936.076439409,630189.039136372,1141806.82594899,857398.842731847,529649.988185279,603579.139577866,1005078.75861457,671697.274588215,1284906.73203837,630189.039136372,924259.232793655,1141806.82594899,1105777.26589244,1284906.73203837,1005078.75861457,312672.922253112,777848.534783605,924259.232793655,1284906.73203837,242360.539673958,391991.075401312,370200.811223377,630189.039136372,474162.6430848,312672.922253112,287161.122702733,448196.027788776,391991.075401312,324416.627688208,570181.045458088,359576.300330345,406422.851200265,303108.577578514,370200.811223377,603579.139577866,242360.539673958,324416.627688208,415406.195410902,1330169.31930806,359576.300330345,415406.195410902,260700.804347749,529649.988185279,630189.039136372,630189.039136372,671697.274588215,777848.534783605,777848.534783605,777848.534783605,14.1255824032848
"PE 37:2"," [M-H]-@7.24",44468.7218741318,57966.4207157565,29062.2865632281,81010.799828919,31203.8141300625,40586.2240315824,64184.943535615,56149.8936557904,50222.2123266577,16328.4466952437,33257.2218777345,27136.7913086955,40240.0754398973,38502.0070433393,40240.0754398973,35928.7366975244,18052.1514022068,31819.8040048479,31819.8040048479,29905.1422589492,29062.2865632281,67653.4106439194,22432.4909232519,23668.8150888774,18783.3928815169,63557.6638947225,70587.169716134,82187.1006181964,51161.5749350982,72134.4767047597,80150.8172048298,124149.506933343,102262.39039454,37106.7110444833,43390.0427690779,33257.2218777345,110320.801448749,93175.0716022023,89531.9676732323,91053.2857908905,65125.2257666522,69281.4798380118,80150.8172048298,46377.5448066994,24019.5110456632,69281.4798380118,78695.0530453306,94919.325883354,53465.167923091,57019.204561377,53465.167923091,41534.4123553582,47123.1700389236,41534.4123553582,40240.0754398973,14.4354925783207
"PE 39:2"," [M-H]-@7.75",6201.19672700279,8635.27005289917,8635.27005289917,5512.95920683964,4677.10353948002,7629.5286172313,8562.32096238921,10765.8334507984,6860.64490177395,9280.91190583454,10205.7135939156,5433.85536434509,6504.40842638318,4976.25404355669,7374.27961812012,7434.25355009642,9457.7148263678,6201.19672700279,4916.9181733002,10205.7135939156,8006.1700733225,13016.721382706,12763.0232448943,10063.9615314615,8405.98152389093,5270.84165134611,4073.42720535686,6279.57655554251,4208.25870172074,2966.5388879537,7013.81093793881,9642.88937351681,8223.51871446462,6351.62320475601,6666.52714092414,9041.14410954384,6860.64490177395,11196.8370100297,9642.88937351681,15507.0561482008,9164.11248687634,11196.8370100297,10765.8334507984,8062.32121991041,11196.8370100297,14183.4344751869,10765.8334507984,13693.1479985585,5166.54078645223,6926.3661512357,7013.81093793881,7629.5286172313,8345.6837321175,7374.27961812012,8062.32121991041,14.4371186244003
"PC 31:2"," [M-Ac-H]-@5.64",53465.167923091,40240.0754398973,59201.1508533141,85545.30156897,37106.7110444833,89531.9676732323,76000.9210241204,102262.39039454,78695.0530453306,136837.712454063,105787.310973488,105787.310973488,64184.943535615,82187.1006181964,98902.095819984,144930.140918802,97178.5672047222,84215.5429344367,81010.799828919,84215.5429344367,87172.2008562676,43390.0427690779,124149.506933343,89531.9676732323,74699.5418802271,105787.310973488,93175.0716022023,48182.0717913388,46377.5448066994,51161.5749350982,81010.799828919,43903.6272116872,65788.2052304147,91053.2857908905,97178.5672047222,44468.7218741318,57966.4207157565,59201.1508533141,43903.6272116872,65788.2052304147,62248.297380789,59201.1508533141,48182.0717913388,82187.1006181964,98902.095819984,53465.167923091,50222.2123266577,52357.5794593338,73034.8931539208,85545.30156897,70587.169716134,64184.943535615,70587.169716134,97178.5672047222,78695.0530453306,14.4513118344284
"PA 38:5"," [M-H]-@5.35",15507.0561482008,8562.32096238921,31203.8141300625,10364.5405776268,16328.4466952437,44468.7218741318,17654.6588222659,15777.2991699635,12242.0741170232,37776.8697048003,26330.049249067,19502.167767695,21876.9953979148,5599.89253538876,19230.4242177783,10765.8334507984,14942.0395560165,18422.6022447198,7562.29051639789,16567.069256039,9457.7148263678,4613.46187163852,17300.6359888415,26691.0866922063,13497.6290669996,14389.3093218788,8006.1700733225,7158.34006985689,3656.26201152571,6419.39100182543,7434.25355009642,4073.42720535686,3656.26201152571,13218.8810080463,11858.5752938058,4073.42720535686,8062.32121991041,11046.1880011681,4161.95974347231,5325.16677285265,18422.6022447198,6419.39100182543,8562.32096238921,8006.1700733225,26330.049249067,11046.1880011681,10364.5405776268,2966.5388879537,14942.0395560165,14389.3093218788,13693.1479985585,14042.4022303097,14042.4022303097,18992.0606850502,11958.7041055247,14.7819137084792
"PA 34:2"," [M-H]-@5.29",2235.3316546621,1707.10077887073,6666.52714092414,2808.93798323823,1622.89172218463,8006.1700733225,2488.41517143889,5325.16677285265,1462.72153683665,3656.26201152571,4448.94180379132,4208.25870172074,3548.59810168421,1337.69350262176,4335.75747725508,1389.40003787783,2350.0971246596,2406.32562007228,978.506715485391,2189.86444712293,1771.31452978073,1568.71163037696,2460.34163717296,2966.5388879537,1568.71163037696,2690.43796502872,1536.49406574088,3609.4778074159,854.763253912523,2042.02564079167,2808.93798323823,940.714895212363,1060.61081012866,2189.86444712293,1813.2023707082,1034.34162550108,940.714895212363,1707.10077887073,854.763253912523,2488.41517143889,1813.2023707082,1117.91162164385,1622.89172218463,1117.91162164385,1568.71163037696,2350.0971246596,2090.49990243022,940.714895212363,2090.49990243022,2406.32562007228,2260.07784213417,1707.10077887073,2042.02564079167,2235.3316546621,1568.71163037696,14.8927114807516
"PA 34:1"," [M-H]-@5.80",5664.71865704873,3880.87459357936,14183.4344751869,7767.3764624444,5166.54078645223,17858.1983327838,6351.62320475601,11858.5752938058,4677.10353948002,8562.32096238921,8635.27005289917,6279.57655554251,7374.27961812012,3074.37226074816,8562.32096238921,6860.64490177395,6351.62320475601,6279.57655554251,3880.87459357936,5756.81119569631,3548.59810168421,2584.60353712309,5964.28525727507,8062.32121991041,5125.137447116,9164.11248687634,4448.94180379132,3548.59810168421,2235.3316546621,5125.137447116,4161.95974347231,1536.49406574088,3122.92622899011,4561.13176880706,4448.94180379132,5379.04113284946,2834.66115594521,4827.65613461151,1813.2023707082,2966.5388879537,4561.13176880706,2531.50572594519,4677.10353948002,4916.9181733002,6351.62320475601,3714.95902455441,4448.94180379132,2488.41517143889,5964.28525727507,6351.62320475601,5270.84165134611,4827.65613461151,4976.25404355669,6591.45938638766,4448.94180379132,14.8999194179055
"lysoPE 20:1"," [M-H]-@2.66",12641.3271214671,11196.8370100297,9164.11248687634,8345.6837321175,6860.64490177395,8820.96042483646,10364.5405776268,12763.0232448943,5512.95920683964,15280.4978501527,11601.4033339031,14183.4344751869,7629.5286172313,11958.7041055247,8635.27005289917,6419.39100182543,8562.32096238921,9041.14410954384,2584.60353712309,9280.91190583454,10765.8334507984,4740.23170646276,8345.6837321175,7158.34006985689,6504.40842638318,4494.95613703607,6201.19672700279,12763.0232448943,3548.59810168421,2488.41517143889,6591.45938638766,7629.5286172313,3548.59810168421,11046.1880011681,7013.81093793881,3462.72427772801,5512.95920683964,10364.5405776268,12641.3271214671,8006.1700733225,4976.25404355669,6201.19672700279,7767.3764624444,10205.7135939156,12532.7743970171,7892.45584426399,5599.89253538876,8635.27005289917,8820.96042483646,8345.6837321175,6504.40842638318,10364.5405776268,9041.14410954384,10364.5405776268,9642.88937351681,14.9052029262221
"CL 80:9"," [M-2H](2-)@6.07",5599.89253538876,2690.43796502872,2531.50572594519,6018.70163542494,6926.3661512357,5863.54157902534,4073.42720535686,7767.3764624444,5125.137447116,4335.75747725508,3609.4778074159,3941.53391928407,6018.70163542494,3263.15925648494,5664.71865704873,3240.5573576736,4916.9181733002,6666.52714092414,14183.4344751869,5270.84165134611,5863.54157902534,6591.45938638766,6279.57655554251,6201.19672700279,9642.88937351681,5433.85536434509,4740.23170646276,4448.94180379132,5433.85536434509,6351.62320475601,6351.62320475601,2488.41517143889,10567.9691574085,4916.9181733002,6118.74510740346,6018.70163542494,6926.3661512357,6018.70163542494,5325.16677285265,7562.29051639789,6774.47535677665,6504.40842638318,4827.65613461151,3369.77809653163,6666.52714092414,7013.81093793881,7374.27961812012,6351.62320475601,4208.25870172074,6018.70163542494,5756.81119569631,4561.13176880706,4276.62936680334,4448.94180379132,4827.65613461151,14.9227808540026
"lysoPE 22:4"," [M-H]-@1.84",14042.4022303097,10567.9691574085,10205.7135939156,6118.74510740346,3122.92622899011,7892.45584426399,8062.32121991041,8635.27005289917,3880.87459357936,11196.8370100297,6774.47535677665,5756.81119569631,8405.98152389093,11046.1880011681,5964.28525727507,8820.96042483646,4677.10353948002,4335.75747725508,1813.2023707082,4208.25870172074,5125.137447116,3122.92622899011,3656.26201152571,4916.9181733002,2406.32562007228,5664.71865704873,10364.5405776268,16041.5719612405,8006.1700733225,2744.60096328939,7562.29051639789,8405.98152389093,5756.81119569631,6419.39100182543,8062.32121991041,1337.69350262176,2919.73357774234,6666.52714092414,6118.74510740346,6504.40842638318,3609.4778074159,3656.26201152571,4916.9181733002,9815.49086811924,7767.3764624444,6774.47535677665,6279.57655554251,11196.8370100297,9041.14410954384,7374.27961812012,7629.5286172313,9642.88937351681,10063.9615314615,7434.25355009642,6926.3661512357,15.0827463295172
"PG 40:5"," [M-H]-@5.70",43903.6272116872,69281.4798380118,69281.4798380118,31203.8141300625,50222.2123266577,60549.0879490913,67653.4106439194,63557.6638947225,63557.6638947225,73034.8931539208,61406.0632477407,40586.2240315824,76000.9210241204,78695.0530453306,73034.8931539208,47123.1700389236,60549.0879490913,46377.5448066994,57966.4207157565,47123.1700389236,65125.2257666522,44468.7218741318,72134.4767047597,60549.0879490913,39121.7235390526,80150.8172048298,85545.30156897,59201.1508533141,62248.297380789,44468.7218741318,57966.4207157565,48182.0717913388,39121.7235390526,74699.5418802271,61406.0632477407,40240.0754398973,44468.7218741318,77051.3061921559,63557.6638947225,54967.5570809419,60549.0879490913,67653.4106439194,76000.9210241204,81010.799828919,54967.5570809419,60549.0879490913,56149.8936557904,65788.2052304147,43390.0427690779,63557.6638947225,69281.4798380118,70587.169716134,65125.2257666522,59201.1508533141,57019.204561377,15.1180862312826
"PC 39:5"," [M-Ac-H]-@6.66",2834.66115594521,11858.5752938058,3002.81227623157,2235.3316546621,6351.62320475601,3074.37226074816,2919.73357774234,2834.66115594521,4740.23170646276,6118.74510740346,2919.73357774234,4677.10353948002,4208.25870172074,3369.77809653163,4208.25870172074,3609.4778074159,3941.53391928407,7434.25355009642,8562.32096238921,7374.27961812012,9164.11248687634,5599.89253538876,7374.27961812012,7374.27961812012,7158.34006985689,2919.73357774234,4161.95974347231,3189.89019742479,4161.95974347231,9280.91190583454,2834.66115594521,3462.72427772801,2350.0971246596,6018.70163542494,3462.72427772801,6419.39100182543,4561.13176880706,3511.31416415035,3817.98226544077,3462.72427772801,2966.5388879537,4494.95613703607,8405.98152389093,4073.42720535686,7562.29051639789,8345.6837321175,2621.93490193058,3548.59810168421,3263.15925648494,4335.75747725508,3714.95902455441,3002.81227623157,4494.95613703607,3714.95902455441,3296.56507804701,15.155166019496
"plasmenyl-PE 34:0"," [M-H]-@7.22",17654.6588222659,15280.4978501527,18052.1514022068,27136.7913086955,28371.0524068473,20808.5828793092,23154.368444744,27136.7913086955,42441.8011357103,20553.0435169247,32844.5995602581,29905.1422589492,22145.5932237834,21167.2774205338,16859.0080277138,25770.5874241869,20113.1906722862,15777.2991699635,14389.3093218788,15280.4978501527,17300.6359888415,11196.8370100297,16859.0080277138,17654.6588222659,18052.1514022068,29905.1422589492,25770.5874241869,17030.8772552388,23154.368444744,12242.0741170232,28371.0524068473,35928.7366975244,28371.0524068473,16567.069256039,21876.9953979148,671697.274588215,22145.5932237834,13497.6290669996,12763.0232448943,18992.0606850502,12763.0232448943,11302.8023337359,14589.2596391774,9642.88937351681,13693.1479985585,10765.8334507984,12763.0232448943,16859.0080277138,22814.0313936417,18783.3928815169,20808.5828793092,18783.3928815169,18052.1514022068,16567.069256039,14042.4022303097,15.2300495637112
"PA 41:4"," [M-H]-@5.70",8062.32121991041,3941.53391928407,3369.77809653163,6774.47535677665,7629.5286172313,5125.137447116,1813.2023707082,5756.81119569631,6419.39100182543,3074.37226074816,2808.93798323823,2919.73357774234,2584.60353712309,9457.7148263678,8345.6837321175,7241.97550704791,3548.59810168421,6351.62320475601,5166.54078645223,2460.34163717296,5270.84165134611,5125.137447116,4976.25404355669,3462.72427772801,4976.25404355669,2621.93490193058,7767.3764624444,9457.7148263678,3002.81227623157,3714.95902455441,5125.137447116,3296.56507804701,3002.81227623157,1771.31452978073,2621.93490193058,6279.57655554251,4494.95613703607,6591.45938638766,2690.43796502872,4161.95974347231,3074.37226074816,4161.95974347231,5512.95920683964,3296.56507804701,3941.53391928407,2488.41517143889,3296.56507804701,4677.10353948002,3511.31416415035,3609.4778074159,3817.98226544077,2690.43796502872,4161.95974347231,3263.15925648494,4335.75747725508,15.3015025918033
"plasmenyl-PE 36:5"," [M-H]-@6.30",4276.62936680334,5125.137447116,4740.23170646276,4613.46187163852,8635.27005289917,7767.3764624444,5512.95920683964,5270.84165134611,6591.45938638766,5325.16677285265,5512.95920683964,5599.89253538876,6351.62320475601,4740.23170646276,5054.99837381301,8405.98152389093,6591.45938638766,4561.13176880706,6201.19672700279,6118.74510740346,6926.3661512357,4335.75747725508,6118.74510740346,6351.62320475601,6018.70163542494,7013.81093793881,6926.3661512357,2406.32562007228,5512.95920683964,4494.95613703607,3263.15925648494,4561.13176880706,5166.54078645223,4161.95974347231,4916.9181733002,6351.62320475601,3296.56507804701,5270.84165134611,5964.28525727507,6666.52714092414,4073.42720535686,4740.23170646276,4208.25870172074,5512.95920683964,5756.81119569631,3880.87459357936,3122.92622899011,3263.15925648494,5599.89253538876,3817.98226544077,5379.04113284946,4740.23170646276,5756.81119569631,4161.95974347231,5599.89253538876,15.4730457189419
"CL 74:5"," [M-2H](2-)@5.74",16859.0080277138,7241.97550704791,21876.9953979148,42441.8011357103,80150.8172048298,19766.0902323077,12532.7743970171,11958.7041055247,14589.2596391774,13879.4296212777,13218.8810080463,15507.0561482008,14389.3093218788,12641.3271214671,15280.4978501527,11196.8370100297,11601.4033339031,14183.4344751869,61406.0632477407,21167.2774205338,8820.96042483646,37776.8697048003,6926.3661512357,9457.7148263678,27136.7913086955,24019.5110456632,11601.4033339031,16567.069256039,13693.1479985585,85545.30156897,8405.98152389093,57019.204561377,17030.8772552388,20113.1906722862,28371.0524068473,87172.2008562676,40586.2240315824,14790.6659292596,10567.9691574085,12532.7743970171,42441.8011357103,10063.9615314615,5664.71865704873,12532.7743970171,20113.1906722862,12532.7743970171,9280.91190583454,15280.4978501527,15280.4978501527,14042.4022303097,16041.5719612405,10567.9691574085,11958.7041055247,14042.4022303097,11302.8023337359,15.5655273089998
"CL 82:2"," [M-2H](2-)@7.53",3074.37226074816,13497.6290669996,6504.40842638318,6860.64490177395,6666.52714092414,5054.99837381301,5756.81119569631,7892.45584426399,7562.29051639789,5964.28525727507,4677.10353948002,7434.25355009642,5054.99837381301,7562.29051639789,11196.8370100297,6201.19672700279,7562.29051639789,8635.27005289917,7767.3764624444,8345.6837321175,5964.28525727507,11046.1880011681,12532.7743970171,8405.98152389093,9041.14410954384,4613.46187163852,5664.71865704873,7013.81093793881,6351.62320475601,11958.7041055247,6666.52714092414,6860.64490177395,8635.27005289917,8820.96042483646,8405.98152389093,10364.5405776268,12532.7743970171,15507.0561482008,14790.6659292596,12641.3271214671,14389.3093218788,10205.7135939156,11046.1880011681,13218.8810080463,8062.32121991041,18422.6022447198,16041.5719612405,14183.4344751869,8006.1700733225,7629.5286172313,7892.45584426399,9041.14410954384,6201.19672700279,9457.7148263678,10063.9615314615,15.582367620208
"PG 44:8"," [M-H]-@5.73",8562.32096238921,10205.7135939156,7374.27961812012,3609.4778074159,4335.75747725508,7158.34006985689,7241.97550704791,6201.19672700279,8006.1700733225,5664.71865704873,7629.5286172313,5964.28525727507,7241.97550704791,8223.51871446462,4613.46187163852,7767.3764624444,3189.89019742479,5433.85536434509,7241.97550704791,5054.99837381301,7013.81093793881,6504.40842638318,5054.99837381301,5756.81119569631,4335.75747725508,8223.51871446462,15280.4978501527,6860.64490177395,12763.0232448943,7434.25355009642,7767.3764624444,8062.32121991041,2488.41517143889,10364.5405776268,7562.29051639789,5664.71865704873,6591.45938638766,11601.4033339031,13879.4296212777,7892.45584426399,8062.32121991041,9642.88937351681,12050.9503239596,9457.7148263678,5125.137447116,8635.27005289917,6118.74510740346,7374.27961812012,8405.98152389093,8405.98152389093,8223.51871446462,8345.6837321175,7374.27961812012,6666.52714092414,5325.16677285265,15.6197557907444
"CL 76:7"," [M-2H](2-)@6.13",14389.3093218788,14790.6659292596,13218.8810080463,9041.14410954384,21167.2774205338,13693.1479985585,11601.4033339031,10567.9691574085,10567.9691574085,11302.8023337359,7241.97550704791,12242.0741170232,10765.8334507984,5512.95920683964,10364.5405776268,5664.71865704873,7892.45584426399,16567.069256039,25770.5874241869,19502.167767695,14389.3093218788,14589.2596391774,14389.3093218788,15280.4978501527,22145.5932237834,13693.1479985585,11196.8370100297,7434.25355009642,17858.1983327838,21876.9953979148,11958.7041055247,12532.7743970171,18992.0606850502,10567.9691574085,11046.1880011681,12763.0232448943,8345.6837321175,9642.88937351681,9280.91190583454,14790.6659292596,13016.721382706,16859.0080277138,11858.5752938058,13879.4296212777,17858.1983327838,18783.3928815169,14183.4344751869,13016.721382706,10205.7135939156,9815.49086811924,11302.8023337359,11958.7041055247,13693.1479985585,14942.0395560165,13497.6290669996,15.6778036843252
"PE 34:1"," [M-H]-@6.86",924259.232793655,570181.045458088,1063984.35324845,1063984.35324845,924259.232793655,1141806.82594899,671697.274588215,1170870.19747674,1005078.75861457,603579.139577866,1240634.70385502,1005078.75861457,630189.039136372,1063984.35324845,1105777.26589244,2172367.94602516,729936.076439409,729936.076439409,1170870.19747674,1005078.75861457,671697.274588215,671697.274588215,857398.842731847,1005078.75861457,729936.076439409,570181.045458088,710643.350254821,710643.350254821,924259.232793655,710643.350254821,671697.274588215,710643.350254821,671697.274588215,448196.027788776,431768.015308612,378570.527451316,391991.075401312,729936.076439409,710643.350254821,729936.076439409,570181.045458088,671697.274588215,710643.350254821,503280.34634104,924259.232793655,431768.015308612,603579.139577866,630189.039136372,857398.842731847,710643.350254821,603579.139577866,529649.988185279,603579.139577866,710643.350254821,671697.274588215,15.7750311866853
