"Lipid","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6","CV"
"PG 40:6"," [M-H]-@5.50",40240.0754398973,39121.7235390526,60549.0879490913,57019.204561377,37776.8697048003,61406.0632477407,54967.5570809419,77051.3061921559,67653.4106439194,153361.534593716,91053.2857908905,102262.39039454,98902.095819984,156942.202992535,144930.140918802,141715.927686262,141715.927686262,153361.534593716,89531.9676732323,105787.310973488,144930.140918802,60549.0879490913,202373.172699534,124149.506933343,91053.2857908905,47123.1700389236,98902.095819984,67653.4106439194,67653.4106439194,40240.0754398973,37106.7110444833,40586.2240315824,26691.0866922063,64184.943535615,69281.4798380118,39121.7235390526,31203.8141300625,62248.297380789,40586.2240315824,40586.2240315824,44468.7218741318,45803.6944741775,53465.167923091,85545.30156897,118096.963319881,40586.2240315824,47123.1700389236,85545.30156897,85545.30156897,69281.4798380118,88212.5794587881,81010.799828919,84215.5429344367,78695.0530453306,80150.8172048298,7.58175585594219
"PC 34:3"," [M-Ac-H]-@5.79",415406.195410902,230120.458118071,474162.6430848,603579.139577866,529649.988185279,570181.045458088,431768.015308612,448196.027788776,570181.045458088,324416.627688208,474162.6430848,391991.075401312,415406.195410902,324416.627688208,448196.027788776,220401.015264899,287161.122702733,270214.611960869,278079.626374692,317030.659916017,287161.122702733,260700.804347749,242360.539673958,234571.82726034,234571.82726034,415406.195410902,287161.122702733,378570.527451316,370200.811223377,391991.075401312,359576.300330345,324416.627688208,503280.34634104,260700.804347749,278079.626374692,287161.122702733,260700.804347749,359576.300330345,312672.922253112,406422.851200265,324416.627688208,234571.82726034,230120.458118071,295421.205901521,247652.445144075,242360.539673958,295421.205901521,242360.539673958,312672.922253112,337973.853922912,324416.627688208,343581.671666813,378570.527451316,378570.527451316,370200.811223377,7.63628490140594
"PC 39:6"," [M-Ac-H]-@6.53",4335.75747725508,22432.4909232519,6860.64490177395,11046.1880011681,9280.91190583454,10205.7135939156,8405.98152389093,9164.11248687634,6666.52714092414,6419.39100182543,8062.32121991041,10364.5405776268,14042.4022303097,11196.8370100297,6018.70163542494,5379.04113284946,8223.51871446462,10205.7135939156,10063.9615314615,7892.45584426399,14042.4022303097,25770.5874241869,11196.8370100297,12763.0232448943,16328.4466952437,22814.0313936417,17654.6588222659,19766.0902323077,26330.049249067,22432.4909232519,16328.4466952437,16859.0080277138,21876.9953979148,24019.5110456632,14589.2596391774,11046.1880011681,15507.0561482008,17858.1983327838,14942.0395560165,25252.9578295235,20808.5828793092,35928.7366975244,20808.5828793092,22432.4909232519,7629.5286172313,27669.7269174155,24019.5110456632,15777.2991699635,11958.7041055247,14183.4344751869,14589.2596391774,13218.8810080463,14589.2596391774,14790.6659292596,14942.0395560165,7.69771741525703
"PS 38:4"," [M-H]-@6.00",2989186.53296278,5362269.2356172,3846506.03054789,3846506.03054789,4657575.21988667,5362269.2356172,3846506.03054789,2989186.53296278,3846506.03054789,3846506.03054789,4657575.21988667,4657575.21988667,3846506.03054789,2989186.53296278,3846506.03054789,2989186.53296278,4657575.21988667,4657575.21988667,1434661.24333604,3846506.03054789,4657575.21988667,3846506.03054789,4657575.21988667,4657575.21988667,4657575.21988667,4657575.21988667,4657575.21988667,2172367.94602516,2989186.53296278,6652040.89899764,3846506.03054789,3846506.03054789,3846506.03054789,3846506.03054789,5362269.2356172,4657575.21988667,6652040.89899764,3846506.03054789,3846506.03054789,4657575.21988667,4657575.21988667,3846506.03054789,2989186.53296278,3846506.03054789,4657575.21988667,3846506.03054789,3846506.03054789,2989186.53296278,3846506.03054789,3846506.03054789,3846506.03054789,3846506.03054789,3846506.03054789,3846506.03054789,4657575.21988667,7.73666018485448
"PC 40:9"," [M-Ac-H]-@5.37",15777.2991699635,9815.49086811924,14042.4022303097,12641.3271214671,13016.721382706,9642.88937351681,13879.4296212777,7434.25355009642,10765.8334507984,12763.0232448943,11046.1880011681,14589.2596391774,14183.4344751869,14042.4022303097,17030.8772552388,6666.52714092414,13218.8810080463,16859.0080277138,13497.6290669996,12532.7743970171,18052.1514022068,8562.32096238921,17858.1983327838,19230.4242177783,23668.8150888774,11601.4033339031,8405.98152389093,11858.5752938058,15280.4978501527,18783.3928815169,9642.88937351681,7374.27961812012,13016.721382706,9815.49086811924,6774.47535677665,4125.84916612601,7374.27961812012,13693.1479985585,10364.5405776268,11196.8370100297,8345.6837321175,14183.4344751869,10567.9691574085,12050.9503239596,18783.3928815169,13016.721382706,8223.51871446462,7562.29051639789,11196.8370100297,12242.0741170232,11046.1880011681,13879.4296212777,11858.5752938058,12763.0232448943,12242.0741170232,7.9283630393501
"PE 34:4"," [M-H]-@5.56",48182.0717913388,10364.5405776268,44468.7218741318,67653.4106439194,65788.2052304147,35928.7366975244,38502.0070433393,37106.7110444833,52357.5794593338,21876.9953979148,37776.8697048003,23668.8150888774,25770.5874241869,26691.0866922063,31203.8141300625,11046.1880011681,21167.2774205338,20113.1906722862,6774.47535677665,24960.0432707651,13218.8810080463,14042.4022303097,7013.81093793881,11601.4033339031,11958.7041055247,26330.049249067,33257.2218777345,29062.2865632281,37776.8697048003,17858.1983327838,19502.167767695,24960.0432707651,37776.8697048003,17654.6588222659,12532.7743970171,8223.51871446462,12763.0232448943,22145.5932237834,17300.6359888415,20808.5828793092,17858.1983327838,13218.8810080463,12242.0741170232,16567.069256039,10765.8334507984,9164.11248687634,11046.1880011681,12532.7743970171,22432.4909232519,24019.5110456632,24545.7280568123,25252.9578295235,27136.7913086955,26691.0866922063,28371.0524068473,7.99326040974073
"PE 42:8"," [M-H]-@6.57",29062.2865632281,27669.7269174155,24960.0432707651,20553.0435169247,57019.204561377,18992.0606850502,18422.6022447198,22145.5932237834,22145.5932237834,41534.4123553582,25770.5874241869,32844.5995602581,28371.0524068473,22432.4909232519,22814.0313936417,19502.167767695,37776.8697048003,50222.2123266577,78695.0530453306,56149.8936557904,53465.167923091,35928.7366975244,43903.6272116872,45803.6944741775,52357.5794593338,21587.8162404977,17858.1983327838,17654.6588222659,33257.2218777345,21587.8162404977,19766.0902323077,22814.0313936417,31819.8040048479,39121.7235390526,33625.6170813812,56149.8936557904,32844.5995602581,22814.0313936417,27136.7913086955,22145.5932237834,26691.0866922063,40586.2240315824,37776.8697048003,40240.0754398973,53465.167923091,42441.8011357103,33257.2218777345,29905.1422589492,27669.7269174155,26330.049249067,29062.2865632281,29062.2865632281,29062.2865632281,33257.2218777345,26691.0866922063,8.02070058528304
"PC 37:4"," [M-Ac-H]-@6.52",23668.8150888774,60549.0879490913,24019.5110456632,21876.9953979148,41534.4123553582,31819.8040048479,29062.2865632281,26330.049249067,28371.0524068473,26691.0866922063,24960.0432707651,26330.049249067,43390.0427690779,28371.0524068473,24545.7280568123,24019.5110456632,29905.1422589492,60549.0879490913,60549.0879490913,52357.5794593338,63557.6638947225,81010.799828919,48182.0717913388,43903.6272116872,69281.4798380118,34698.5125620942,40240.0754398973,47123.1700389236,76000.9210241204,65125.2257666522,38502.0070433393,40240.0754398973,43903.6272116872,65125.2257666522,50222.2123266577,59201.1508533141,53465.167923091,50222.2123266577,59201.1508533141,48182.0717913388,59201.1508533141,88212.5794587881,65125.2257666522,65788.2052304147,50222.2123266577,82187.1006181964,63557.6638947225,48182.0717913388,40586.2240315824,46377.5448066994,42441.8011357103,42441.8011357103,49000.8732518591,49000.8732518591,49000.8732518591,8.03501055813013
"PG 36:3"," [M-H]-@5.38",98902.095819984,126846.615144539,131493.365381345,247652.445144075,61406.0632477407,202373.172699534,181912.871395018,195839.975750585,225772.247189162,169476.688360362,141715.927686262,150462.807134574,131493.365381345,208788.147287482,234571.82726034,208788.147287482,139661.698759454,195839.975750585,63557.6638947225,128561.508408334,141715.927686262,102262.39039454,98902.095819984,81010.799828919,73034.8931539208,312672.922253112,278079.626374692,102262.39039454,126846.615144539,136837.712454063,247652.445144075,139661.698759454,202373.172699534,161160.804157178,202373.172699534,69281.4798380118,141715.927686262,161160.804157178,128561.508408334,181912.871395018,131493.365381345,102262.39039454,126846.615144539,136837.712454063,105787.310973488,110320.801448749,110320.801448749,136837.712454063,156942.202992535,153361.534593716,161160.804157178,161160.804157178,144930.140918802,177326.928718652,181912.871395018,8.04163942356507
"plasmenyl-PE 38:6"," [M-H]-@6.58",359576.300330345,370200.811223377,391991.075401312,503280.34634104,448196.027788776,406422.851200265,415406.195410902,529649.988185279,448196.027788776,529649.988185279,448196.027788776,503280.34634104,529649.988185279,503280.34634104,378570.527451316,343581.671666813,671697.274588215,570181.045458088,777848.534783605,448196.027788776,503280.34634104,570181.045458088,474162.6430848,431768.015308612,603579.139577866,529649.988185279,529649.988185279,448196.027788776,406422.851200265,359576.300330345,415406.195410902,359576.300330345,391991.075401312,671697.274588215,710643.350254821,1005078.75861457,474162.6430848,474162.6430848,391991.075401312,378570.527451316,503280.34634104,474162.6430848,431768.015308612,570181.045458088,406422.851200265,503280.34634104,529649.988185279,448196.027788776,474162.6430848,474162.6430848,474162.6430848,406422.851200265,503280.34634104,474162.6430848,406422.851200265,8.15672980579378
"PC 35:3"," [M-Ac-H]-@6.09",16328.4466952437,11958.7041055247,10364.5405776268,17300.6359888415,18052.1514022068,14942.0395560165,15777.2991699635,11196.8370100297,17300.6359888415,10567.9691574085,10063.9615314615,11046.1880011681,13693.1479985585,12242.0741170232,11858.5752938058,7374.27961812012,9815.49086811924,13693.1479985585,13879.4296212777,11046.1880011681,11858.5752938058,14183.4344751869,11858.5752938058,7767.3764624444,10765.8334507984,17858.1983327838,14183.4344751869,6351.62320475601,19502.167767695,18422.6022447198,18422.6022447198,15507.0561482008,29905.1422589492,13693.1479985585,13497.6290669996,17858.1983327838,9280.91190583454,12050.9503239596,11958.7041055247,17654.6588222659,13879.4296212777,11046.1880011681,10205.7135939156,11958.7041055247,8820.96042483646,10063.9615314615,13879.4296212777,10567.9691574085,12050.9503239596,13016.721382706,12242.0741170232,14942.0395560165,13879.4296212777,12050.9503239596,13218.8810080463,8.24019775648701
"PE 38:7"," [M-H]-@5.70",1477521.75806049,777848.534783605,1805548.03513738,1388536.73662013,1563217.65577718,1360891.52220043,1330169.31930806,1141806.82594899,1477521.75806049,1105777.26589244,1360891.52220043,1360891.52220043,1477521.75806049,1170870.19747674,1360891.52220043,570181.045458088,777848.534783605,1388536.73662013,857398.842731847,1563217.65577718,1360891.52220043,729936.076439409,1005078.75861457,1105777.26589244,1141806.82594899,729936.076439409,671697.274588215,729936.076439409,1284906.73203837,924259.232793655,710643.350254821,857398.842731847,1240634.70385502,1005078.75861457,603579.139577866,370200.811223377,406422.851200265,777848.534783605,671697.274588215,630189.039136372,777848.534783605,710643.350254821,671697.274588215,857398.842731847,1240634.70385502,671697.274588215,729936.076439409,671697.274588215,924259.232793655,1005078.75861457,1105777.26589244,1141806.82594899,1141806.82594899,1170870.19747674,1141806.82594899,8.33330618911346
"PG 38:6"," [M-H]-@4.79",27136.7913086955,61406.0632477407,57966.4207157565,50222.2123266577,23668.8150888774,53465.167923091,72134.4767047597,82187.1006181964,70587.169716134,126846.615144539,73034.8931539208,81010.799828919,110320.801448749,118096.963319881,118096.963319881,88212.5794587881,84215.5429344367,102262.39039454,16041.5719612405,57019.204561377,88212.5794587881,74699.5418802271,64184.943535615,37776.8697048003,34698.5125620942,81010.799828919,128561.508408334,61406.0632477407,84215.5429344367,41534.4123553582,91053.2857908905,62248.297380789,52357.5794593338,98902.095819984,113119.08871725,32844.5995602581,51161.5749350982,110320.801448749,102262.39039454,88212.5794587881,74699.5418802271,74699.5418802271,81010.799828919,88212.5794587881,59201.1508533141,49000.8732518591,67653.4106439194,87172.2008562676,80150.8172048298,84215.5429344367,84215.5429344367,97178.5672047222,74699.5418802271,80150.8172048298,81010.799828919,8.41069487300155
"PI 36:2"," [M-H]-@5.98",195839.975750585,161160.804157178,214340.763937673,295421.205901521,181912.871395018,242360.539673958,295421.205901521,295421.205901521,295421.205901521,118096.963319881,230120.458118071,214340.763937673,144930.140918802,220401.015264899,181912.871395018,312672.922253112,128561.508408334,161160.804157178,141715.927686262,189294.061798486,153361.534593716,234571.82726034,102262.39039454,102262.39039454,98902.095819984,260700.804347749,177326.928718652,126846.615144539,208788.147287482,98902.095819984,169476.688360362,230120.458118071,234571.82726034,141715.927686262,141715.927686262,150462.807134574,153361.534593716,181912.871395018,208788.147287482,295421.205901521,153361.534593716,177326.928718652,141715.927686262,153361.534593716,91053.2857908905,113119.08871725,105787.310973488,177326.928718652,208788.147287482,177326.928718652,189294.061798486,169476.688360362,161160.804157178,181912.871395018,189294.061798486,8.47694387452069
"PC 36:1"," [M-Ac-H]-@7.26",370200.811223377,317030.659916017,303108.577578514,337973.853922912,343581.671666813,270214.611960869,317030.659916017,406422.851200265,391991.075401312,391991.075401312,415406.195410902,415406.195410902,370200.811223377,448196.027788776,370200.811223377,474162.6430848,710643.350254821,415406.195410902,603579.139577866,474162.6430848,343581.671666813,337973.853922912,570181.045458088,529649.988185279,448196.027788776,303108.577578514,406422.851200265,337973.853922912,324416.627688208,287161.122702733,324416.627688208,312672.922253112,303108.577578514,312672.922253112,370200.811223377,312672.922253112,343581.671666813,391991.075401312,359576.300330345,359576.300330345,278079.626374692,295421.205901521,359576.300330345,317030.659916017,570181.045458088,312672.922253112,378570.527451316,378570.527451316,391991.075401312,391991.075401312,391991.075401312,317030.659916017,415406.195410902,415406.195410902,378570.527451316,8.62294188875611
"PG 44:10"," [M-H]-@5.21",15280.4978501527,26330.049249067,17858.1983327838,5964.28525727507,8223.51871446462,9164.11248687634,13016.721382706,13497.6290669996,13218.8810080463,29062.2865632281,16859.0080277138,16041.5719612405,16567.069256039,33625.6170813812,19502.167767695,32844.5995602581,19230.4242177783,24545.7280568123,15777.2991699635,19230.4242177783,25252.9578295235,21876.9953979148,35473.9336373973,22145.5932237834,15777.2991699635,8405.98152389093,20808.5828793092,12050.9503239596,16859.0080277138,7374.27961812012,9164.11248687634,6018.70163542494,4208.25870172074,21167.2774205338,18052.1514022068,6591.45938638766,10063.9615314615,20553.0435169247,19766.0902323077,12763.0232448943,18052.1514022068,24019.5110456632,35473.9336373973,35928.7366975244,24960.0432707651,16859.0080277138,20808.5828793092,25252.9578295235,18052.1514022068,15777.2991699635,18052.1514022068,16328.4466952437,19230.4242177783,15777.2991699635,19230.4242177783,8.70305199312123
"PA 40:4"," [M-H]-@6.51",43390.0427690779,64184.943535615,46377.5448066994,24019.5110456632,31819.8040048479,77051.3061921559,26691.0866922063,39121.7235390526,23154.368444744,52357.5794593338,41534.4123553582,43903.6272116872,39121.7235390526,17858.1983327838,24960.0432707651,42441.8011357103,23668.8150888774,42441.8011357103,51161.5749350982,31819.8040048479,31203.8141300625,51161.5749350982,44468.7218741318,65788.2052304147,31819.8040048479,91053.2857908905,57019.204561377,45803.6944741775,18992.0606850502,124149.506933343,45803.6944741775,25770.5874241869,35928.7366975244,69281.4798380118,44468.7218741318,46377.5448066994,46377.5448066994,57966.4207157565,46377.5448066994,52357.5794593338,85545.30156897,61406.0632477407,70587.169716134,53465.167923091,46377.5448066994,87172.2008562676,85545.30156897,31203.8141300625,40240.0754398973,47123.1700389236,40586.2240315824,35473.9336373973,39121.7235390526,38502.0070433393,40586.2240315824,8.7643439329848
"PA 38:4"," [M-H]-@5.81",85545.30156897,150462.807134574,247652.445144075,73034.8931539208,141715.927686262,260700.804347749,105787.310973488,153361.534593716,77051.3061921559,181912.871395018,153361.534593716,139661.698759454,139661.698759454,52357.5794593338,113119.08871725,82187.1006181964,102262.39039454,177326.928718652,156942.202992535,131493.365381345,69281.4798380118,144930.140918802,153361.534593716,189294.061798486,131493.365381345,169476.688360362,102262.39039454,169476.688360362,64184.943535615,230120.458118071,113119.08871725,64184.943535615,91053.2857908905,208788.147287482,156942.202992535,144930.140918802,144930.140918802,139661.698759454,76000.9210241204,110320.801448749,260700.804347749,118096.963319881,118096.963319881,124149.506933343,181912.871395018,230120.458118071,208788.147287482,69281.4798380118,113119.08871725,126846.615144539,124149.506933343,128561.508408334,141715.927686262,144930.140918802,141715.927686262,8.83725910936836
"PC 38:3"," [M-Ac-H]-@7.11",303108.577578514,391991.075401312,260700.804347749,177326.928718652,337973.853922912,247652.445144075,247652.445144075,220401.015264899,278079.626374692,337973.853922912,260700.804347749,287161.122702733,270214.611960869,287161.122702733,343581.671666813,278079.626374692,230120.458118071,406422.851200265,710643.350254821,415406.195410902,391991.075401312,343581.671666813,312672.922253112,287161.122702733,312672.922253112,161160.804157178,220401.015264899,220401.015264899,287161.122702733,448196.027788776,156942.202992535,220401.015264899,225772.247189162,415406.195410902,144930.140918802,214340.763937673,234571.82726034,324416.627688208,324416.627688208,337973.853922912,474162.6430848,448196.027788776,378570.527451316,378570.527451316,303108.577578514,603579.139577866,370200.811223377,110320.801448749,295421.205901521,295421.205901521,317030.659916017,370200.811223377,324416.627688208,324416.627688208,359576.300330345,8.86752015079888
"PE 41:5"," [M-H]-@7.52",5512.95920683964,6504.40842638318,5512.95920683964,11196.8370100297,2834.66115594521,3714.95902455441,6504.40842638318,5664.71865704873,5433.85536434509,8006.1700733225,8562.32096238921,8562.32096238921,11196.8370100297,6279.57655554251,6926.3661512357,18783.3928815169,8635.27005289917,9457.7148263678,5379.04113284946,10765.8334507984,13879.4296212777,11601.4033339031,13693.1479985585,13497.6290669996,11601.4033339031,4448.94180379132,6774.47535677665,4073.42720535686,5325.16677285265,4740.23170646276,4740.23170646276,6201.19672700279,14942.0395560165,8635.27005289917,7629.5286172313,10063.9615314615,6504.40842638318,4276.62936680334,6018.70163542494,1389.40003787783,3263.15925648494,8635.27005289917,9164.11248687634,3240.5573576736,9041.14410954384,3462.72427772801,10205.7135939156,10765.8334507984,8062.32121991041,8820.96042483646,7434.25355009642,7892.45584426399,6504.40842638318,7562.29051639789,7629.5286172313,9.1035361510171
"plasmenyl-PE 38:5"," [M-H]-@6.76",474162.6430848,710643.350254821,603579.139577866,529649.988185279,630189.039136372,671697.274588215,630189.039136372,570181.045458088,671697.274588215,570181.045458088,570181.045458088,570181.045458088,710643.350254821,474162.6430848,603579.139577866,503280.34634104,603579.139577866,630189.039136372,1005078.75861457,630189.039136372,924259.232793655,503280.34634104,671697.274588215,630189.039136372,924259.232793655,710643.350254821,924259.232793655,324416.627688208,777848.534783605,777848.534783605,630189.039136372,503280.34634104,710643.350254821,1063984.35324845,857398.842731847,710643.350254821,603579.139577866,710643.350254821,448196.027788776,710643.350254821,857398.842731847,630189.039136372,474162.6430848,777848.534783605,671697.274588215,729936.076439409,671697.274588215,503280.34634104,630189.039136372,570181.045458088,729936.076439409,710643.350254821,729936.076439409,729936.076439409,710643.350254821,9.10920668871878
"PE 35:2"," [M-H]-@6.74",78695.0530453306,105787.310973488,62248.297380789,161160.804157178,70587.169716134,84215.5429344367,74699.5418802271,113119.08871725,65788.2052304147,33257.2218777345,49000.8732518591,45803.6944741775,65125.2257666522,51161.5749350982,61406.0632477407,57019.204561377,38502.0070433393,49000.8732518591,69281.4798380118,59201.1508533141,43903.6272116872,131493.365381345,33257.2218777345,54967.5570809419,47123.1700389236,139661.698759454,202373.172699534,230120.458118071,156942.202992535,202373.172699534,177326.928718652,189294.061798486,214340.763937673,57019.204561377,65788.2052304147,61406.0632477407,97178.5672047222,136837.712454063,169476.688360362,156942.202992535,82187.1006181964,136837.712454063,156942.202992535,93175.0716022023,44468.7218741318,124149.506933343,136837.712454063,150462.807134574,105787.310973488,98902.095819984,105787.310973488,93175.0716022023,93175.0716022023,88212.5794587881,82187.1006181964,9.22738218006802
"PG 42:8"," [M-H]-@5.27",20113.1906722862,31203.8141300625,17654.6588222659,14183.4344751869,13218.8810080463,16041.5719612405,20553.0435169247,21167.2774205338,20808.5828793092,37106.7110444833,21587.8162404977,22432.4909232519,26691.0866922063,29905.1422589492,27669.7269174155,26330.049249067,24545.7280568123,37776.8697048003,16328.4466952437,19766.0902323077,32844.5995602581,19502.167767695,39121.7235390526,31819.8040048479,25252.9578295235,18783.3928815169,27136.7913086955,18783.3928815169,31203.8141300625,14183.4344751869,18783.3928815169,9041.14410954384,7013.81093793881,27669.7269174155,29905.1422589492,13879.4296212777,16859.0080277138,31819.8040048479,24960.0432707651,33625.6170813812,20553.0435169247,34698.5125620942,29062.2865632281,41534.4123553582,40240.0754398973,25252.9578295235,25252.9578295235,22145.5932237834,25770.5874241869,22432.4909232519,22432.4909232519,23668.8150888774,23154.368444744,28371.0524068473,26330.049249067,9.23273387870146
"lysoPE 16:1"," [M-H]-@1.24",45803.6944741775,12242.0741170232,37106.7110444833,24960.0432707651,22145.5932237834,26330.049249067,37776.8697048003,21587.8162404977,23668.8150888774,26330.049249067,22432.4909232519,31819.8040048479,20553.0435169247,27669.7269174155,26691.0866922063,19766.0902323077,22145.5932237834,20553.0435169247,4125.84916612601,24019.5110456632,22145.5932237834,4125.84916612601,17030.8772552388,14183.4344751869,11046.1880011681,6774.47535677665,10063.9615314615,15280.4978501527,16041.5719612405,2460.34163717296,12532.7743970171,12641.3271214671,9815.49086811924,7767.3764624444,7241.97550704791,3296.56507804701,5664.71865704873,8345.6837321175,10765.8334507984,7767.3764624444,7562.29051639789,4125.84916612601,6504.40842638318,8562.32096238921,22432.4909232519,9457.7148263678,4740.23170646276,8062.32121991041,17858.1983327838,17030.8772552388,16567.069256039,19230.4242177783,18783.3928815169,14389.3093218788,17030.8772552388,9.27258222404897
"PG 38:2"," [M-H]-@6.32",3511.31416415035,6666.52714092414,3941.53391928407,5125.137447116,2808.93798323823,6118.74510740346,6201.19672700279,6591.45938638766,4613.46187163852,7434.25355009642,5964.28525727507,6774.47535677665,4677.10353948002,5964.28525727507,8006.1700733225,6279.57655554251,6018.70163542494,5599.89253538876,12242.0741170232,3817.98226544077,5756.81119569631,5964.28525727507,7767.3764624444,6860.64490177395,4208.25870172074,15507.0561482008,14389.3093218788,2919.73357774234,5863.54157902534,5756.81119569631,11858.5752938058,7767.3764624444,5125.137447116,7629.5286172313,7158.34006985689,5512.95920683964,7562.29051639789,6774.47535677665,7767.3764624444,6018.70163542494,5756.81119569631,8405.98152389093,7158.34006985689,8345.6837321175,4976.25404355669,5863.54157902534,4276.62936680334,9164.11248687634,5270.84165134611,5125.137447116,5166.54078645223,5964.28525727507,4448.94180379132,5325.16677285265,4740.23170646276,9.27609601885405
"PC 39:4"," [M-Ac-H]-@7.14",18052.1514022068,24019.5110456632,14942.0395560165,14790.6659292596,14389.3093218788,15777.2991699635,19502.167767695,18422.6022447198,16859.0080277138,16567.069256039,14389.3093218788,15280.4978501527,24019.5110456632,14589.2596391774,14790.6659292596,13693.1479985585,11958.7041055247,26330.049249067,24019.5110456632,17654.6588222659,24960.0432707651,34698.5125620942,16567.069256039,16328.4466952437,19766.0902323077,16328.4466952437,17030.8772552388,22432.4909232519,22145.5932237834,31819.8040048479,14042.4022303097,22145.5932237834,23668.8150888774,23154.368444744,21167.2774205338,15280.4978501527,24545.7280568123,31203.8141300625,26691.0866922063,24545.7280568123,26330.049249067,38502.0070433393,33257.2218777345,23154.368444744,16567.069256039,35928.7366975244,35473.9336373973,29062.2865632281,19502.167767695,18052.1514022068,23668.8150888774,22145.5932237834,21587.8162404977,19230.4242177783,21167.2774205338,9.32294669422549
"PC 40:7"," [M-Ac-H]-@6.18",141715.927686262,144930.140918802,144930.140918802,156942.202992535,220401.015264899,131493.365381345,124149.506933343,85545.30156897,136837.712454063,208788.147287482,189294.061798486,220401.015264899,156942.202992535,150462.807134574,169476.688360362,126846.615144539,202373.172699534,234571.82726034,303108.577578514,220401.015264899,270214.611960869,139661.698759454,247652.445144075,295421.205901521,324416.627688208,113119.08871725,97178.5672047222,57966.4207157565,195839.975750585,177326.928718652,94919.325883354,131493.365381345,150462.807134574,144930.140918802,136837.712454063,131493.365381345,94919.325883354,105787.310973488,110320.801448749,85545.30156897,128561.508408334,156942.202992535,102262.39039454,161160.804157178,287161.122702733,161160.804157178,102262.39039454,70587.169716134,131493.365381345,150462.807134574,153361.534593716,150462.807134574,177326.928718652,156942.202992535,169476.688360362,9.47643280087742
"PG 40:8"," [M-H]-@4.73",136837.712454063,270214.611960869,169476.688360362,144930.140918802,69281.4798380118,156942.202992535,220401.015264899,177326.928718652,177326.928718652,317030.659916017,220401.015264899,208788.147287482,214340.763937673,260700.804347749,270214.611960869,230120.458118071,144930.140918802,260700.804347749,64184.943535615,195839.975750585,230120.458118071,230120.458118071,177326.928718652,156942.202992535,93175.0716022023,150462.807134574,230120.458118071,139661.698759454,189294.061798486,93175.0716022023,234571.82726034,153361.534593716,126846.615144539,189294.061798486,260700.804347749,65125.2257666522,195839.975750585,230120.458118071,214340.763937673,303108.577578514,220401.015264899,247652.445144075,303108.577578514,391991.075401312,202373.172699534,181912.871395018,230120.458118071,278079.626374692,189294.061798486,181912.871395018,195839.975750585,202373.172699534,202373.172699534,242360.539673958,202373.172699534,9.52976554358088
"PG 42:11"," [M-H]-@4.28",5166.54078645223,6118.74510740346,4161.95974347231,1117.91162164385,1117.91162164385,3656.26201152571,4561.13176880706,2406.32562007228,2350.0971246596,13497.6290669996,12641.3271214671,8006.1700733225,7434.25355009642,5433.85536434509,6666.52714092414,14183.4344751869,3511.31416415035,7629.5286172313,2744.60096328939,7241.97550704791,8062.32121991041,8223.51871446462,4740.23170646276,5964.28525727507,4073.42720535686,1707.10077887073,7374.27961812012,4161.95974347231,3369.77809653163,2690.43796502872,2744.60096328939,2621.93490193058,1462.72153683665,5166.54078645223,4073.42720535686,2621.93490193058,3240.5573576736,5599.89253538876,6591.45938638766,4448.94180379132,7241.97550704791,7434.25355009642,8635.27005289917,14042.4022303097,9280.91190583454,3817.98226544077,6018.70163542494,6774.47535677665,5054.99837381301,5166.54078645223,4916.9181733002,5756.81119569631,5964.28525727507,6118.74510740346,4916.9181733002,9.54275867320668
