"Class","Carbon","Chain","Adduct","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334"
"DG",36,2," [M+NH4]+@8.12",236581.254552268,273593.712628702,265090.481626636,367151.564201145,319910.382681414,334156.635012901,367151.564201145,310104.381309937,342721.467376627,387270.617647466,334156.635012901,273593.712628702,376139.7399138,319910.382681414,349702.387293389,817013.140585522,294671.854636573,236581.254552268,273593.712628702,216662.892799858,349702.387293389,473514.396323247,656031.417080701,294671.854636573,246152.157378492,173899.488566082,152548.141497764,349702.387293389,473514.396323247,430834.214148233,397778.30771661,443608.815411446,319910.382681414,325851.575914495,285600.905882484,230154.557420029,294671.854636573,273593.712628702,505819.673411506,319910.382681414,342721.467376627,273593.712628702,200904.581953389,430834.214148233,491092.55596236,376139.7399138,605884.428076666,656031.417080701
"DG",36,0," [M+NH4]+@8.93",3690060.34754154,3218141.73962487,3690060.34754154,5772658.72700205,3499420.79693566,5772658.72700205,4686841.93355262,3499420.79693566,2697020.12172107,4850288.45298836,4145863.07051071,2529997.29173415,3002995.03061119,3499420.79693566,3362555.33742302,5772658.72700205,2329331.55866882,3835179.60198713,3218141.73962487,2862450.72438281,5772658.72700205,5772658.72700205,4850288.45298836,2329331.55866882,5772658.72700205,5772658.72700205,5772658.72700205,5772658.72700205,4686841.93355262,4686841.93355262,4364115.82260871,4850288.45298836,5772658.72700205,5772658.72700205,4686841.93355262,5772658.72700205,5772658.72700205,3835179.60198713,4686841.93355262,5772658.72700205,5772658.72700205,5772658.72700205,5772658.72700205,5772658.72700205,4364115.82260871,5772658.72700205,5772658.72700205,4686841.93355262
"DG",32,0," [M+NH4]+@7.99",12332.1794405939,28993.464117957,13688.4367662645,41493.4848411557,11273.4736028691,35588.2730403146,50116.3302176068,12618.8333493546,16635.8568564016,30553.0861994212,20167.5334982146,16461.9185105772,13688.4367662645,17832.1854382187,12781.7273109445,37365.7036328191,11273.4736028691,17514.1100655277,28581.5931744224,16461.9185105772,70138.2473968135,43127.956453077,38115.5030990945,29882.8347307373,39556.1177807976,62980.3834795584,35588.2730403146,35072.2571670287,43871.1143900149,29559.6127479216,20335.218871122,21379.1619379132,60166.5128489118,32627.1825471288,34730.4902446366,35588.2730403146,31656.9988202952,41111.2411963647,41964.9397968801,50116.3302176068,33305.8925619482,99347.903225749,54302.3577917493,88679.2392471334,48784.8995749478,44315.8758536031,97562.7801367842,36539.0195933176
"DG",40,5," [M+NH4]+@8.25",8940.03285088057,7455.48388835241,11145.78705092,8743.03737327956,9197.27529763568,13146.3545478315,7376.93467832335,8643.23297631198,17027.9137424237,11034.533699935,9646.40068994235,11273.4736028691,17342.0981752716,5950.32139780381,8195.52863417798,8743.03737327956,13021.0867705264,13146.3545478315,15320.5179280477,11034.533699935,9197.27529763568,8940.03285088057,10333.3513768161,10084.5243079081,7294.55431427239,7673.45763461263,10866.8464510759,9295.15236708354,7569.33270324337,7455.48388835241,10746.7319360256,13872.4731269625,11145.78705092,12618.8333493546,8643.23297631198,11145.78705092,4591.8598427265,12332.1794405939,13146.3545478315,9413.31698330455,7860.68074802649,4841.88132293702,13146.3545478315,7376.93467832335,6496.08711644631,7860.68074802649,7569.33270324337,11546.1641882785
"DG",32,1," [M+NH4]+@7.54",17679.5541886965,28581.5931744224,16461.9185105772,34456.083497354,10458.9206785961,3443.64112843136,11273.4736028691,11684.1084991369,20910.8150978923,36934.2201731801,26862.5909896027,18352.1386873316,8837.01907379447,14673.5522850476,11840.9053550274,31911.2149348523,23507.9832798941,14972.2221675654,12781.7273109445,18187.6939136266,13311.2638896907,19028.7732969402,24318.9240043805,10333.3513768161,15903.1636719416,15508.0548213557,20723.8087261491,38115.5030990945,9980.98145413166,16635.8568564016,8376.80072429699,15508.0548213557,32627.1825471288,30235.1958660684,64201.4139458909,30235.1958660684,14040.7586622347,12216.4647436599,23507.9832798941,15106.4196359861,46346.1451413675,28581.5931744224,24524.5636861208,55419.8712241161,22544.1877704726,23159.7373864312,21581.1265728941,26862.5909896027
"DG",38,3," [M+NH4]+@8.38",154857.470859957,64201.4139458909,162650.431708373,59264.4870583515,108768.194434849,133617.563461576,59264.4870583515,133617.563461576,216662.892799858,95139.118409496,116292.48473204,157347.172911954,173899.488566082,68865.4159911298,114832.463512575,90509.0858914233,135780.63468126,103984.583455646,123658.23604849,114832.463512575,52725.2571325448,37365.7036328191,80589.2574650181,74499.5627401666,95139.118409496,80589.2574650181,66257.3182483344,56628.2489575549,60166.5128489118,83139.8336152387,116292.48473204,101448.863644726,141350.507760114,97562.7801367842,103984.583455646,110803.361269483,60166.5128489118,72498.6134936229,112273.979003138,99347.903225749,59264.4870583515,48111.2995296212,80589.2574650181,91651.5838497487,83139.8336152387,62980.3834795584,90509.0858914233,101448.863644726
"DG",36,1," [M+NH4]+@8.53",258509.846527005,170896.657612624,302985.693493846,180760.130342769,253046.948715379,417740.909957642,216662.892799858,236581.254552268,430834.214148233,236581.254552268,209636.075455232,294671.854636573,325851.575914495,177646.613127887,209636.075455232,236581.254552268,253046.948715379,246152.157378492,310104.381309937,265090.481626636,230154.557420029,147710.638309571,200904.581953389,216662.892799858,258509.846527005,285600.905882484,162650.431708373,170896.657612624,180760.130342769,204933.035648811,253046.948715379,216662.892799858,349702.387293389,246152.157378492,209636.075455232,258509.846527005,170896.657612624,204933.035648811,265090.481626636,170896.657612624,200904.581953389,258509.846527005,310104.381309937,236581.254552268,258509.846527005,200904.581953389,310104.381309937,258509.846527005
"DG",36,4," [M+NH4]+@7.50",51873.638520381,34456.083497354,47317.5833278387,65353.683728467,44315.8758536031,52725.2571325448,31366.7141337358,52725.2571325448,80589.2574650181,38664.5565837041,36934.2201731801,70138.2473968135,80589.2574650181,32962.545244116,66257.3182483344,76079.3350327907,61008.804468095,55419.8712241161,51873.638520381,60166.5128489118,39556.1177807976,87005.7529160053,114832.463512575,32254.2506654743,43127.956453077,31911.2149348523,37365.7036328191,61008.804468095,44315.8758536031,77688.3233362909,42420.0850862687,41493.4848411557,87005.7529160053,77688.3233362909,90509.0858914233,80589.2574650181,55419.8712241161,91651.5838497487,70138.2473968135,64201.4139458909,57845.1879812337,44920.290820394,65353.683728467,90509.0858914233,61008.804468095,41964.9397968801,70138.2473968135,71273.2768878392
"DG",40,1," [M+NH4]+@9.37",48111.2995296212,19390.5442069508,39077.7767939668,22544.1877704726,38115.5030990945,50116.3302176068,16789.57049199,47317.5833278387,37679.2324284736,18898.0750906925,21891.5537184833,41964.9397968801,42420.0850862687,22124.5566343064,38115.5030990945,27286.3180180708,43871.1143900149,34190.1335949228,30553.0861994212,34730.4902446366,14040.7586622347,18187.6939136266,20335.218871122,24853.3908896281,22292.2234065992,24853.3908896281,23998.0735836947,20562.9661931337,24524.5636861208,25127.7562827948,33717.5256255891,29882.8347307373,34190.1335949228,40070.6248917404,34456.083497354,36067.1033115075,38664.5565837041,31656.9988202952,34190.1335949228,39077.7767939668,29882.8347307373,27670.0936672965,39556.1177807976,22124.5566343064,30553.0861994212,25127.7562827948,27670.0936672965,28187.2005027653
"DG",38,7," [M+NH4]+@7.04",628.582411607803,818.182590978346,569.981663224656,426.708547511286,325.045423786159,325.045423786159,325.045423786159,325.045423786159,628.582411607803,628.582411607803,709.339876200706,940.261813181366,867.322201796512,753.882161980778,818.182590978346,1198.94675430264,1854.63901314069,993.774257288947,940.261813181366,1580.02568520813,1627.74608298836,1627.74608298836,2805.82042661492,2142.46085230216,1808.20348206218,1580.02568520813,426.708547511286,3443.64112843136,753.882161980778,1338.64304046164,940.261813181366,569.981663224656,1905.7821167239,325.045423786159,1063.18474221352,1478.38811687831,569.981663224656,709.339876200706,1198.94675430264,503.297067667094,867.322201796512,503.297067667094,867.322201796512,2511.13227825513,993.774257288947,709.339876200706,993.774257288947,1411.04692391368
"DG",42,2," [M+NH4]+@9.39",32962.545244116,17679.5541886965,32962.545244116,17342.0981752716,27670.0936672965,48111.2995296212,13688.4367662645,33305.8925619482,25127.7562827948,13311.2638896907,16067.463872993,31366.7141337358,27902.260694099,20167.5334982146,29882.8347307373,17027.9137424237,31366.7141337358,30235.1958660684,20723.8087261491,30997.9822217921,13021.0867705264,11273.4736028691,18352.1386873316,14673.5522850476,18352.1386873316,18529.4487020742,20167.5334982146,13021.0867705264,19203.3429422686,22544.1877704726,26134.6162467604,23998.0735836947,23159.7373864312,23507.9832798941,19390.5442069508,20562.9661931337,20167.5334982146,18352.1386873316,20723.8087261491,19884.771516843,14040.7586622347,12781.7273109445,18187.6939136266,11273.4736028691,20723.8087261491,12488.6839695275,16635.8568564016,18187.6939136266
"DG",34,0," [M+NH4]+@8.50",294671.854636573,656031.417080701,310104.381309937,1049340.94581209,342721.467376627,1110766.02950714,1232916.63256369,246152.157378492,358500.314910743,873649.246921088,417740.909957642,325851.575914495,310104.381309937,302985.693493846,216662.892799858,656031.417080701,246152.157378492,358500.314910743,714911.878151464,294671.854636573,1232916.63256369,848209.171972885,605884.428076666,714911.878151464,1232916.63256369,1889416.98346053,791344.876364551,937247.526570316,1170172.54612086,656031.417080701,656031.417080701,605884.428076666,1362378.17713652,738235.701981288,473514.396323247,873649.246921088,738235.701981288,1049340.94581209,817013.140585522,873649.246921088,714911.878151464,1736024.69956758,1362378.17713652,1521673.43425927,1110766.02950714,937247.526570316,1889416.98346053,1049340.94581209
"DG",40,6," [M+NH4]+@8.07",9081.68863387421,8376.80072429699,7771.93478519984,10746.7319360256,7455.48388835241,11840.9053550274,10585.4030459485,9413.31698330455,19203.3429422686,11145.78705092,7860.68074802649,11383.9987105799,15903.1636719416,6608.62976664637,6414.07589437904,11840.9053550274,15320.5179280477,14256.5889273576,19390.5442069508,13311.2638896907,10458.9206785961,9413.31698330455,19028.7732969402,12781.7273109445,14972.2221675654,11034.533699935,9513.54906936368,15320.5179280477,11383.9987105799,12332.1794405939,16250.1035465472,11273.4736028691,21163.8866669064,17832.1854382187,14972.2221675654,18688.3500713106,11684.1084991369,16789.57049199,18352.1386873316,16635.8568564016,13311.2638896907,9980.98145413166,16789.57049199,17832.1854382187,18187.6939136266,17679.5541886965,18898.0750906925,13872.4731269625
"DG",40,4," [M+NH4]+@8.49",27670.0936672965,16461.9185105772,27286.3180180708,19028.7732969402,22544.1877704726,36067.1033115075,20167.5334982146,25127.7562827948,60166.5128489118,30997.9822217921,30553.0861994212,40539.8678624307,46346.1451413675,15714.0671322331,22292.2234065992,23720.7146673046,32627.1825471288,30997.9822217921,47317.5833278387,32962.545244116,20723.8087261491,13021.0867705264,21891.5537184833,38664.5565837041,34190.1335949228,30997.9822217921,24524.5636861208,17027.9137424237,19550.4786983602,32627.1825471288,40539.8678624307,32627.1825471288,59264.4870583515,34730.4902446366,31911.2149348523,32962.545244116,15106.4196359861,26658.0812070253,31911.2149348523,28187.2005027653,20723.8087261491,19203.3429422686,28581.5931744224,34190.1335949228,26862.5909896027,21163.8866669064,35588.2730403146,31656.9988202952
"DG",38,2," [M+NH4]+@8.61",26134.6162467604,15106.4196359861,20723.8087261491,22124.5566343064,21891.5537184833,23507.9832798941,20910.8150978923,20723.8087261491,28187.2005027653,23998.0735836947,23507.9832798941,19203.3429422686,26658.0812070253,15106.4196359861,18187.6939136266,29559.6127479216,16461.9185105772,12031.4387587379,19884.771516843,16250.1035465472,11034.533699935,10585.4030459485,21379.1619379132,16250.1035465472,12781.7273109445,11684.1084991369,10084.5243079081,16250.1035465472,19718.7150950917,16789.57049199,25127.7562827948,16635.8568564016,27670.0936672965,19390.5442069508,19718.7150950917,15106.4196359861,13311.2638896907,21163.8866669064,20335.218871122,15903.1636719416,15320.5179280477,8837.01907379447,15714.0671322331,22544.1877704726,15903.1636719416,11546.1641882785,27286.3180180708,22544.1877704726
"DG",38,6," [M+NH4]+@7.49",7294.55431427239,6905.43634838432,6905.43634838432,8837.01907379447,6905.43634838432,10333.3513768161,5356.20958603735,9884.69373829821,14826.5622407911,7569.33270324337,8195.52863417798,8940.03285088057,11840.9053550274,7017.19469566664,11383.9987105799,9413.31698330455,12332.1794405939,11034.533699935,11145.78705092,10458.9206785961,8837.01907379447,14472.8153843723,13021.0867705264,7998.19358554573,8376.80072429699,7194.96845122194,7376.93467832335,12488.6839695275,10084.5243079081,8940.03285088057,8743.03737327956,12488.6839695275,13688.4367662645,9884.69373829821,11145.78705092,10084.5243079081,7194.96845122194,6097.54149632318,14472.8153843723,10333.3513768161,12618.8333493546,8099.14144085014,10084.5243079081,16250.1035465472,11840.9053550274,8643.23297631198,9081.68863387421,9884.69373829821
"DG",38,0," [M+NH4]+@9.28",41493.4848411557,68865.4159911298,41493.4848411557,107262.312485813,38664.5565837041,119966.049617415,114832.463512575,45464.0372744196,29559.6127479216,62980.3834795584,40539.8678624307,34730.4902446366,30235.1958660684,41493.4848411557,40070.6248917404,59264.4870583515,30997.9822217921,43871.1143900149,42420.0850862687,29559.6127479216,93023.381499912,67312.5417816368,57845.1879812337,31366.7141337358,105572.933037897,160324.769336452,93023.381499912,87005.7529160053,87005.7529160053,49328.283990755,47317.5833278387,41964.9397968801,99347.903225749,76079.3350327907,61008.804468095,88679.2392471334,112273.979003138,116292.48473204,74499.5627401666,116292.48473204,74499.5627401666,253046.948715379,162650.431708373,165784.569108554,93023.381499912,113564.066355539,180760.130342769,80589.2574650181
"DG",40,0," [M+NH4]+@9.64",20167.5334982146,37365.7036328191,32254.2506654743,45464.0372744196,24524.5636861208,101448.863644726,62980.3834795584,27087.4875242112,19028.7732969402,33305.8925619482,23720.7146673046,23159.7373864312,20562.9661931337,25127.7562827948,23159.7373864312,38664.5565837041,19390.5442069508,22124.5566343064,26862.5909896027,23720.7146673046,56628.2489575549,41964.9397968801,32627.1825471288,19884.771516843,62980.3834795584,101448.863644726,57845.1879812337,41111.2411963647,58535.5165196886,30235.1958660684,32962.545244116,28187.2005027653,54302.3577917493,42420.0850862687,28581.5931744224,48111.2995296212,61913.9655484281,61008.804468095,46346.1451413675,84918.4763312966,35588.2730403146,133617.563461576,91651.5838497487,84918.4763312966,57845.1879812337,53353.6202968467,91651.5838497487,43127.956453077
"DG",30,1," [M+NH4]+@6.96",1532.09554720426,7998.19358554573,426.708547511286,7455.48388835241,1338.64304046164,1808.20348206218,1905.7821167239,503.297067667094,2193.16301258689,3818.53011743654,2847.53188855849,1198.94675430264,818.182590978346,818.182590978346,569.981663224656,569.981663224656,2902.82107368187,3043.53122756663,2142.46085230216,2347.39096477112,1677.24310014025,2805.82042661492,1854.63901314069,1478.38811687831,2395.43871185329,3232.93503835219,4099.0418512615,7860.68074802649,1063.18474221352,1532.09554720426,325.045423786159,426.708547511286,4160.77931710736,3759.98949699223,12031.4387587379,4349.42677600596,818.182590978346,1411.04692391368,1808.20348206218,867.322201796512,6414.07589437904,4591.8598427265,3082.74948686888,8940.03285088057,1580.02568520813,1627.74608298836,1747.80890679262,2847.53188855849
"DG",44,2," [M+NH4]+@9.72",5785.05303214301,3714.17338211416,9744.92372465852,3130.44089174333,5785.05303214301,9980.98145413166,3232.93503835219,7122.75331455143,7122.75331455143,3759.98949699223,4160.77931710736,5356.20958603735,8099.14144085014,3232.93503835219,4219.33294412033,3082.74948686888,7569.33270324337,5718.39377688003,5239.63454479781,5296.8660515496,2052.81109483146,1992.22622139065,2995.74208859765,6496.08711644631,3818.53011743654,4160.77931710736,4160.77931710736,3283.39021609753,3232.93503835219,4349.42677600596,4591.8598427265,3714.17338211416,7771.93478519984,3515.55305378852,3172.08257104545,2618.5692247546,2847.53188855849,3082.74948686888,4066.41069116318,3759.98949699223,2847.53188855849,2296.76873423381,4066.41069116318,2902.82107368187,4286.3938586557,1532.09554720426,2089.28813686937,3393.8336610994
"DG",42,3," [M+NH4]+@9.10",2945.91375862882,4708.76203337811,4219.33294412033,4286.3938586557,3338.7624604319,4532.17699145362,4640.22791190902,5480.36106743619,4066.41069116318,2764.03066801077,3955.27834533381,4640.22791190902,2618.5692247546,3818.53011743654,4591.8598427265,3998.54115068617,2193.16301258689,1854.63901314069,4532.17699145362,4349.42677600596,3955.27834533381,4841.88132293702,7294.55431427239,3955.27834533381,4493.79792135863,4708.76203337811,4286.3938586557,3515.55305378852,7017.19469566664,5563.09756279768,5239.63454479781,4772.42405507662,3671.55825258607,2445.17648560438,4286.3938586557,3955.27834533381,2716.3062741143,4772.42405507662,6235.46847186208,4591.8598427265,2805.82042661492,2445.17648560438,3714.17338211416,4349.42677600596,3515.55305378852,4420.77640356408,4066.41069116318,6673.20576055493
"DG",42,4," [M+NH4]+@8.87",3232.93503835219,1411.04692391368,4640.22791190902,4532.17699145362,5035.99303458581,6235.46847186208,2347.39096477112,4160.77931710736,6496.08711644631,3082.74948686888,2571.09949565564,4532.17699145362,6813.54548410478,2764.03066801077,7122.75331455143,3043.53122756663,9197.27529763568,6235.46847186208,9884.69373829821,8195.52863417798,7294.55431427239,5296.8660515496,7376.93467832335,5785.05303214301,5645.94363028883,5356.20958603735,5035.99303458581,4532.17699145362,6673.20576055493,8099.14144085014,9081.68863387421,7771.93478519984,8643.23297631198,5356.20958603735,4160.77931710736,6608.62976664637,3759.98949699223,5083.0431779587,3671.55825258607,6235.46847186208,3818.53011743654,2670.79515161868,3998.54115068617,3515.55305378852,3172.08257104545,4532.17699145362,4532.17699145362,7376.93467832335
